category,store_type,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Groceries,Supermarkets ,Mid-Year Madness,3208409.15,1158,2770.65,513.15,4995.65
Groceries,Supermarkets ,Midnight Madness,3070224.00,1126,2726.66,505.05,4998.75
Groceries,Supermarkets ,Mystery Discount Days,3175587.27,1169,2716.50,503.39,4999.16
Groceries,Supermarkets ,New Arrival Showcase,3204477.40,1184,2706.48,505.84,4997.29
Groceries,Supermarkets ,New Product Launch Promo,3129362.61,1178,2656.50,507.93,4994.23
Groceries,Supermarkets ,New Year Kickoff,3109996.35,1162,2676.42,500.12,4995.56
Groceries,Supermarkets ,Price Drop Parade,3147183.51,1136,2770.41,504.15,4999.58
Groceries,Supermarkets ,Red Tag Clearance,3187739.20,1158,2752.80,504.22,4995.93
Groceries,Supermarkets ,Seasonal Surprise Box,2974202.55,1084,2743.73,500.56,4991.34
Groceries,Supermarkets ,Shop & Save Spectacular,3096665.25,1107,2797.35,508.47,4993.94
Groceries,Supermarkets ,Smart Shopper Week,3245140.98,1165,2785.53,511.85,4994.55
Groceries,Supermarkets ,Spring Refresh Event,3233961.62,1162,2783.10,517.46,4995.73
Groceries,Supermarkets ,Spring Splash Discounts,3163228.31,1157,2733.99,506.63,4992.00
Groceries,Supermarkets ,Summer Sizzle Promo,3115150.99,1141,2730.19,523.99,4986.64
Groceries,Supermarkets ,Super Savings Week,3321818.83,1200,2768.18,511.54,4999.88
Groceries,Supermarkets ,Ultimate Value Event,3182886.50,1164,2734.44,526.12,4997.53
Groceries,Supermarkets ,VIP Access Sale,3427465.37,1238,2768.55,506.56,4997.93
Groceries,Supermarkets ,Weekend Warrior Specials,3070513.03,1109,2768.72,502.46,4967.39
Groceries,Supermarkets ,Winter Clearance Carnival,3242473.69,1156,2804.91,502.13,4997.93
Groceries,Supermarkets ,Winter Wonders Sale,3240684.26,1203,2693.84,505.32,4999.85
Home Appliances,Large Malls / Complexes,12 Days of Deals,2971216.66,1101,2698.65,509.29,4997.95
Home Appliances,Large Malls / Complexes,Autumn Deals Drive,2991442.91,1118,2675.71,501.18,4995.61
Home Appliances,Large Malls / Complexes,BOGO Blitz,2998560.41,1069,2805.01,503.66,4991.95
Home Appliances,Large Malls / Complexes,Back to School Boost,3003407.24,1075,2793.87,522.15,4997.76
Home Appliances,Large Malls / Complexes,Birthday Bash Sale,2931557.56,1079,2716.92,509.03,4996.94
Home Appliances,Large Malls / Complexes,Black Friday Blowout,2896103.31,1051,2755.57,503.07,4995.14
Home Appliances,Large Malls / Complexes,Cart Crasher Campaign,2984844.58,1071,2786.97,503.85,4998.01
Home Appliances,Large Malls / Complexes,Cashback Carnival,2954366.56,1057,2795.05,511.18,4997.90
Home Appliances,Large Malls / Complexes,Clearance Countdown,2863858.43,1027,2788.57,511.35,4989.53
Home Appliances,Large Malls / Complexes,Countdown to Savings,2873368.24,1055,2723.57,504.79,4999.30
Home Appliances,Large Malls / Complexes,Customer Appreciation Week,2855862.75,1052,2714.70,502.70,4997.57
Home Appliances,Large Malls / Complexes,Cyber Monday Mania,2790258.30,1036,2693.30,504.93,4995.39
Home Appliances,Large Malls / Complexes,Deal of the Month,2830179.74,1022,2769.26,500.90,4999.41
Home Appliances,Large Malls / Complexes,Double Points Bonanza,2980507.04,1064,2801.23,510.32,4996.68
Home Appliances,Large Malls / Complexes,Early Bird Specials,2939469.48,1074,2736.94,500.92,4994.29
Home Appliances,Large Malls / Complexes,End of Season Sale,3030245.04,1088,2785.15,509.35,4991.36
Home Appliances,Large Malls / Complexes,Exclusive Insider Offers,2904519.70,1062,2734.95,503.60,4999.90
Home Appliances,Large Malls / Complexes,Festive Fever Promo,2886684.79,1059,2725.86,500.36,4997.98
Home Appliances,Large Malls / Complexes,Final Call Frenzy,3073241.35,1110,2768.69,520.49,4999.75
Home Appliances,Large Malls / Complexes,Flash Frenzy Friday,3024457.33,1088,2779.83,500.13,4998.72
Home Appliances,Large Malls / Complexes,"Gift More, Spend Less",2873673.83,1060,2711.01,503.14,4999.74
Home Appliances,Large Malls / Complexes,Golden Hour Bargains,2904939.96,1047,2774.54,500.71,4995.77
Home Appliances,Large Malls / Complexes,Green Weekend Deals,2937344.12,1087,2702.25,502.66,4998.83
Home Appliances,Large Malls / Complexes,Happy Hour Discounts,3096842.79,1118,2769.98,504.73,4992.76
Home Appliances,Large Malls / Complexes,Holiday Shopping Rush,2917491.16,1068,2731.73,511.58,4997.27
Home Appliances,Large Malls / Complexes,Hot Picks Promo,3133662.37,1130,2773.15,501.49,4991.02
Home Appliances,Large Malls / Complexes,Instant Gratification Sale,2849234.61,1042,2734.39,501.53,4989.05
Home Appliances,Large Malls / Complexes,Limited Time Treasures,2933833.15,1085,2703.99,505.55,4999.73
Home Appliances,Large Malls / Complexes,Loyalty Rewards Blast,2791113.57,1023,2728.36,503.96,4998.98
Home Appliances,Large Malls / Complexes,Mega Weekend Bonanza,2920614.83,1061,2752.70,502.05,4998.42
Home Appliances,Large Malls / Complexes,Mid-Year Madness,2794007.39,1022,2733.86,500.33,4998.26
Home Appliances,Large Malls / Complexes,Midnight Madness,2661109.35,1019,2611.49,510.44,4994.87
Home Appliances,Large Malls / Complexes,Mystery Discount Days,2809727.74,1040,2701.66,502.59,4999.42
Home Appliances,Large Malls / Complexes,New Arrival Showcase,2982074.14,1088,2740.88,501.45,4996.75
Home Appliances,Large Malls / Complexes,New Product Launch Promo,2959862.86,1073,2758.49,500.80,4999.48
Home Appliances,Large Malls / Complexes,New Year Kickoff,2898218.68,1030,2813.80,507.98,4994.13
Home Appliances,Large Malls / Complexes,Price Drop Parade,2958255.19,1081,2736.59,512.13,4992.73
Home Appliances,Large Malls / Complexes,Red Tag Clearance,2743816.74,1005,2730.17,500.88,4998.91
Home Appliances,Large Malls / Complexes,Seasonal Surprise Box,2817115.10,1028,2740.38,501.18,4998.58
Home Appliances,Large Malls / Complexes,Shop & Save Spectacular,2930468.85,1058,2769.82,509.98,4996.07
Home Appliances,Large Malls / Complexes,Smart Shopper Week,2903761.45,1044,2781.38,510.10,4999.94
Home Appliances,Large Malls / Complexes,Spring Refresh Event,2862867.77,1052,2721.36,501.78,4987.43
Home Appliances,Large Malls / Complexes,Spring Splash Discounts,2944701.64,1068,2757.21,504.57,4998.92
Home Appliances,Large Malls / Complexes,Summer Sizzle Promo,2922962.63,1054,2773.21,502.08,4998.36
Home Appliances,Large Malls / Complexes,Super Savings Week,2969213.28,1083,2741.66,500.28,4998.47
Home Appliances,Large Malls / Complexes,Ultimate Value Event,2899523.23,1061,2732.82,512.34,4999.91
Home Appliances,Large Malls / Complexes,VIP Access Sale,2864957.23,1052,2723.34,500.61,4999.37
Home Appliances,Large Malls / Complexes,Weekend Warrior Specials,3064506.57,1097,2793.53,505.78,4995.52
Home Appliances,Large Malls / Complexes,Winter Clearance Carnival,2771600.97,1015,2730.64,502.95,4991.60
Home Appliances,Large Malls / Complexes,Winter Wonders Sale,2993490.26,1076,2782.05,500.27,4999.74
Home Appliances,Small Stores / Shops,12 Days of Deals,3097401.29,1137,2724.19,504.11,4999.73
Home Appliances,Small Stores / Shops,Autumn Deals Drive,2868743.34,1088,2636.71,506.90,4997.76
Home Appliances,Small Stores / Shops,BOGO Blitz,3016680.45,1083,2785.49,502.46,4997.06
Home Appliances,Small Stores / Shops,Back to School Boost,3022157.76,1115,2710.46,500.09,4995.60
Home Appliances,Small Stores / Shops,Birthday Bash Sale,3021597.14,1107,2729.54,500.93,4993.71
Home Appliances,Small Stores / Shops,Black Friday Blowout,3021008.84,1126,2682.96,506.58,4999.22
Home Appliances,Small Stores / Shops,Cart Crasher Campaign,2946764.37,1086,2713.41,510.58,4999.98
Home Appliances,Small Stores / Shops,Cashback Carnival,2930171.42,1086,2698.13,500.98,4993.50
Home Appliances,Small Stores / Shops,Clearance Countdown,3126281.07,1125,2778.92,504.40,4995.95
Home Appliances,Small Stores / Shops,Countdown to Savings,3112642.14,1124,2769.25,502.22,4998.01
Home Appliances,Small Stores / Shops,Customer Appreciation Week,3126992.68,1140,2742.98,502.07,4984.13
Home Appliances,Small Stores / Shops,Cyber Monday Mania,3272930.66,1188,2754.99,502.61,4998.54
Home Appliances,Small Stores / Shops,Deal of the Month,2978766.18,1103,2700.60,500.38,4986.45
Home Appliances,Small Stores / Shops,Double Points Bonanza,3082519.37,1138,2708.72,503.85,4998.02
Home Appliances,Small Stores / Shops,Early Bird Specials,3338772.32,1179,2831.87,503.37,4999.06
Home Appliances,Small Stores / Shops,End of Season Sale,3072813.01,1118,2748.49,500.69,4999.78
Home Appliances,Small Stores / Shops,Exclusive Insider Offers,3034565.65,1092,2778.91,501.41,4997.98
Home Appliances,Small Stores / Shops,Festive Fever Promo,3177873.78,1196,2657.09,500.98,4996.29
Home Appliances,Small Stores / Shops,Final Call Frenzy,2976175.93,1090,2730.44,507.00,4989.24
Home Appliances,Small Stores / Shops,Flash Frenzy Friday,3207474.17,1166,2750.84,503.50,4990.20
Home Appliances,Small Stores / Shops,"Gift More, Spend Less",3076425.32,1131,2720.09,506.35,4982.35
Home Appliances,Small Stores / Shops,Golden Hour Bargains,3002946.71,1083,2772.80,500.66,4997.61
Home Appliances,Small Stores / Shops,Green Weekend Deals,3047376.38,1122,2716.02,500.21,4997.45
Home Appliances,Small Stores / Shops,Happy Hour Discounts,2980958.34,1100,2709.96,501.29,4998.71
Home Appliances,Small Stores / Shops,Holiday Shopping Rush,3104321.13,1134,2737.50,501.74,4996.83
Home Appliances,Small Stores / Shops,Hot Picks Promo,3104584.23,1135,2735.32,500.05,4992.55
Home Appliances,Small Stores / Shops,Instant Gratification Sale,3171054.96,1170,2710.30,507.74,4997.94
Home Appliances,Small Stores / Shops,Limited Time Treasures,3041762.87,1128,2696.60,503.29,4997.90
Home Appliances,Small Stores / Shops,Loyalty Rewards Blast,3022738.57,1114,2713.41,501.61,4998.50
Home Appliances,Small Stores / Shops,Mega Weekend Bonanza,3191521.82,1158,2756.06,508.82,4995.11
Home Appliances,Small Stores / Shops,Mid-Year Madness,3139844.24,1155,2718.48,503.72,4997.94
Home Appliances,Small Stores / Shops,Midnight Madness,3051734.02,1106,2759.25,502.75,4998.30
Home Appliances,Small Stores / Shops,Mystery Discount Days,3165862.24,1134,2791.77,500.15,4994.86
Home Appliances,Small Stores / Shops,New Arrival Showcase,3138007.73,1162,2700.52,500.17,4997.28
Home Appliances,Small Stores / Shops,New Product Launch Promo,3016744.93,1116,2703.18,502.45,4993.94
Home Appliances,Small Stores / Shops,New Year Kickoff,2984706.24,1109,2691.35,502.92,4999.87
Home Appliances,Small Stores / Shops,Price Drop Parade,3161695.74,1143,2766.14,510.91,4983.62
Home Appliances,Small Stores / Shops,Red Tag Clearance,2903311.57,1063,2731.24,513.32,4992.06
Home Appliances,Small Stores / Shops,Seasonal Surprise Box,3246346.11,1185,2739.53,503.22,4990.56
Home Appliances,Small Stores / Shops,Shop & Save Spectacular,2953979.33,1078,2740.24,500.21,4990.91
Home Appliances,Small Stores / Shops,Smart Shopper Week,3255367.31,1183,2751.79,502.77,4995.40
Home Appliances,Small Stores / Shops,Spring Refresh Event,2989620.38,1094,2732.74,511.23,4983.41
Home Appliances,Small Stores / Shops,Spring Splash Discounts,3089984.85,1130,2734.50,503.09,4998.87
Home Appliances,Small Stores / Shops,Summer Sizzle Promo,3029410.91,1095,2766.59,500.57,4994.72
Home Appliances,Small Stores / Shops,Super Savings Week,3022581.11,1102,2742.81,501.03,4990.42
Home Appliances,Small Stores / Shops,Ultimate Value Event,3017313.79,1105,2730.60,503.38,4999.45
Home Appliances,Small Stores / Shops,VIP Access Sale,3104755.33,1103,2814.83,502.76,4999.15
Home Appliances,Small Stores / Shops,Weekend Warrior Specials,2889588.78,1076,2685.49,504.80,4998.33
Home Appliances,Small Stores / Shops,Winter Clearance Carnival,3292289.20,1170,2813.92,503.94,4996.10
Home Appliances,Small Stores / Shops,Winter Wonders Sale,3032738.32,1117,2715.07,514.42,4998.01
Home Appliances,Supermarkets ,12 Days of Deals,3166741.65,1145,2765.71,509.13,4999.32
Home Appliances,Supermarkets ,Autumn Deals Drive,3184453.90,1179,2700.98,506.50,4997.36
Home Appliances,Supermarkets ,BOGO Blitz,3111830.70,1161,2680.30,504.57,4999.75
Home Appliances,Supermarkets ,Back to School Boost,3133083.21,1142,2743.51,500.13,4995.75
Home Appliances,Supermarkets ,Birthday Bash Sale,3068310.19,1133,2708.13,502.35,4999.93
Home Appliances,Supermarkets ,Black Friday Blowout,3006283.48,1097,2740.46,500.99,4999.91
Home Appliances,Supermarkets ,Cart Crasher Campaign,3169674.25,1139,2782.86,504.51,4998.18
Home Appliances,Supermarkets ,Cashback Carnival,3232023.59,1175,2750.66,503.09,4999.12
Home Appliances,Supermarkets ,Clearance Countdown,3066801.56,1134,2704.41,501.02,4994.45
Home Appliances,Supermarkets ,Countdown to Savings,3274935.51,1196,2738.24,500.39,4994.85
Home Appliances,Supermarkets ,Customer Appreciation Week,3092612.29,1129,2739.25,508.53,4999.25
Home Appliances,Supermarkets ,Cyber Monday Mania,3164634.69,1137,2783.32,502.91,4994.48
Home Appliances,Supermarkets ,Deal of the Month,3187624.78,1146,2781.52,501.29,4996.86
Home Appliances,Supermarkets ,Double Points Bonanza,3176240.90,1170,2714.74,505.53,4998.07
Home Appliances,Supermarkets ,Early Bird Specials,3170980.68,1165,2721.87,506.07,4997.74
Home Appliances,Supermarkets ,End of Season Sale,3229133.95,1168,2764.67,509.93,4999.19
Home Appliances,Supermarkets ,Exclusive Insider Offers,2981178.25,1078,2765.47,513.19,4999.29
Home Appliances,Supermarkets ,Festive Fever Promo,3133125.54,1126,2782.53,504.82,4999.21
Home Appliances,Supermarkets ,Final Call Frenzy,3290503.69,1184,2779.14,503.00,4995.18
Home Appliances,Supermarkets ,Flash Frenzy Friday,3281472.89,1183,2773.86,510.70,4997.83
Home Appliances,Supermarkets ,"Gift More, Spend Less",3177567.38,1162,2734.57,501.53,4998.06
Home Appliances,Supermarkets ,Golden Hour Bargains,3293634.33,1176,2800.71,500.65,4992.88
Home Appliances,Supermarkets ,Green Weekend Deals,3259550.00,1163,2802.71,503.29,4990.86
Home Appliances,Supermarkets ,Happy Hour Discounts,3184922.95,1148,2774.32,500.78,4994.66
Home Appliances,Supermarkets ,Holiday Shopping Rush,3183211.52,1166,2730.03,500.68,4994.25
Home Appliances,Supermarkets ,Hot Picks Promo,3268886.11,1179,2772.59,502.00,4997.89
Home Appliances,Supermarkets ,Instant Gratification Sale,3053569.56,1124,2716.70,501.38,4999.38
Home Appliances,Supermarkets ,Limited Time Treasures,3117261.38,1144,2724.88,500.36,4986.23
Home Appliances,Supermarkets ,Loyalty Rewards Blast,3310974.18,1194,2773.01,502.39,4991.63
Home Appliances,Supermarkets ,Mega Weekend Bonanza,2957745.73,1095,2701.14,520.37,4979.67
Home Appliances,Supermarkets ,Mid-Year Madness,3235470.27,1177,2748.91,504.23,4997.77
Home Appliances,Supermarkets ,Midnight Madness,3282534.49,1180,2781.81,500.72,4997.66
Home Appliances,Supermarkets ,Mystery Discount Days,3111398.18,1140,2729.30,503.19,4998.62
Home Appliances,Supermarkets ,New Arrival Showcase,3193359.16,1155,2764.81,504.80,4998.09
Home Appliances,Supermarkets ,New Product Launch Promo,3239552.30,1169,2771.22,504.10,4991.97
Home Appliances,Supermarkets ,New Year Kickoff,3085320.35,1126,2740.07,500.10,4998.67
Home Appliances,Supermarkets ,Price Drop Parade,3108338.10,1139,2729.01,504.91,4994.05
Home Appliances,Supermarkets ,Red Tag Clearance,3122504.27,1124,2778.03,507.44,4996.14
Home Appliances,Supermarkets ,Seasonal Surprise Box,3341781.86,1199,2787.14,508.60,4998.82
Home Appliances,Supermarkets ,Shop & Save Spectacular,3059932.41,1095,2794.46,516.34,4993.98
Home Appliances,Supermarkets ,Smart Shopper Week,3154729.86,1181,2671.24,509.77,4999.66
Home Appliances,Supermarkets ,Spring Refresh Event,3105642.59,1130,2748.36,508.23,4995.53
Home Appliances,Supermarkets ,Spring Splash Discounts,3274900.10,1176,2784.78,503.39,4999.80
Home Appliances,Supermarkets ,Summer Sizzle Promo,3091747.84,1129,2738.48,505.80,4986.22
Home Appliances,Supermarkets ,Super Savings Week,3124680.61,1133,2757.88,500.00,4982.65
Home Appliances,Supermarkets ,Ultimate Value Event,3084823.28,1134,2720.30,501.78,4999.84
Home Appliances,Supermarkets ,VIP Access Sale,3177010.22,1169,2717.72,500.66,4999.48
Home Appliances,Supermarkets ,Weekend Warrior Specials,3151786.65,1140,2764.73,502.66,4999.43
Home Appliances,Supermarkets ,Winter Clearance Carnival,3272525.74,1171,2794.64,509.72,4998.56
Home Appliances,Supermarkets ,Winter Wonders Sale,3276820.72,1211,2705.88,505.46,4998.39
Sports & Outdoors,Large Malls / Complexes,12 Days of Deals,3005296.81,1109,2709.92,504.41,4999.02
Sports & Outdoors,Large Malls / Complexes,Autumn Deals Drive,2977278.01,1094,2721.46,500.76,4996.59
Sports & Outdoors,Large Malls / Complexes,BOGO Blitz,2843223.88,1055,2695.00,509.14,4996.45
Sports & Outdoors,Large Malls / Complexes,Back to School Boost,2901334.79,1080,2686.42,507.11,4998.09
Sports & Outdoors,Large Malls / Complexes,Birthday Bash Sale,2784855.77,1009,2760.02,501.68,4999.34
Sports & Outdoors,Large Malls / Complexes,Black Friday Blowout,2915106.52,1061,2747.51,503.37,4987.34
Sports & Outdoors,Large Malls / Complexes,Cart Crasher Campaign,2828118.39,1057,2675.61,510.88,4995.47
Sports & Outdoors,Large Malls / Complexes,Cashback Carnival,2808976.98,1021,2751.20,500.42,4990.45
Sports & Outdoors,Large Malls / Complexes,Clearance Countdown,2875403.26,1058,2717.77,502.34,4995.72
Sports & Outdoors,Large Malls / Complexes,Countdown to Savings,2964088.19,1072,2765.01,508.34,4999.61
Sports & Outdoors,Large Malls / Complexes,Customer Appreciation Week,2945420.76,1086,2712.17,513.44,4974.30
Sports & Outdoors,Large Malls / Complexes,Cyber Monday Mania,3015351.84,1075,2804.98,501.43,4994.89
Sports & Outdoors,Large Malls / Complexes,Deal of the Month,2814752.52,1008,2792.41,503.70,4993.19
Sports & Outdoors,Large Malls / Complexes,Double Points Bonanza,2981403.22,1075,2773.40,508.18,4998.01
Sports & Outdoors,Large Malls / Complexes,Early Bird Specials,2845492.53,1017,2797.93,501.96,4998.17
Sports & Outdoors,Large Malls / Complexes,End of Season Sale,2834404.12,1033,2743.86,503.57,4995.91
Sports & Outdoors,Large Malls / Complexes,Exclusive Insider Offers,3008980.47,1058,2844.03,503.34,4992.70
Sports & Outdoors,Large Malls / Complexes,Festive Fever Promo,2857766.73,1019,2804.48,506.83,4995.28
Sports & Outdoors,Large Malls / Complexes,Final Call Frenzy,2860264.05,1069,2675.64,500.30,4997.60
Sports & Outdoors,Large Malls / Complexes,Flash Frenzy Friday,3012654.31,1087,2771.53,501.01,4997.51
Sports & Outdoors,Large Malls / Complexes,"Gift More, Spend Less",3057119.06,1110,2754.16,504.14,4995.74
Sports & Outdoors,Large Malls / Complexes,Golden Hour Bargains,3112877.87,1159,2685.83,503.10,4998.10
Sports & Outdoors,Large Malls / Complexes,Green Weekend Deals,2894479.45,1055,2743.58,500.26,4997.63
Sports & Outdoors,Large Malls / Complexes,Happy Hour Discounts,3099262.25,1098,2822.64,512.26,4999.78
Sports & Outdoors,Large Malls / Complexes,Holiday Shopping Rush,2933154.34,1070,2741.27,506.26,4997.18
Sports & Outdoors,Large Malls / Complexes,Hot Picks Promo,2949705.21,1075,2743.91,505.64,4996.34
Sports & Outdoors,Large Malls / Complexes,Instant Gratification Sale,3093054.44,1113,2779.02,504.23,4995.28
Sports & Outdoors,Large Malls / Complexes,Limited Time Treasures,2886701.73,1040,2775.67,500.43,4997.70
Sports & Outdoors,Large Malls / Complexes,Loyalty Rewards Blast,2791647.90,1031,2707.71,501.80,4993.88
Sports & Outdoors,Large Malls / Complexes,Mega Weekend Bonanza,3046721.26,1071,2844.74,508.48,4993.01
Sports & Outdoors,Large Malls / Complexes,Mid-Year Madness,2857913.96,1047,2729.62,508.91,4998.69
Sports & Outdoors,Large Malls / Complexes,Midnight Madness,2962114.39,1058,2799.73,500.23,4994.43
Sports & Outdoors,Large Malls / Complexes,Mystery Discount Days,2861445.68,1053,2717.42,502.74,4999.19
Sports & Outdoors,Large Malls / Complexes,New Arrival Showcase,2994644.01,1067,2806.60,500.37,4992.00
Sports & Outdoors,Large Malls / Complexes,New Product Launch Promo,2946959.45,1072,2749.03,508.78,4998.73
Sports & Outdoors,Large Malls / Complexes,New Year Kickoff,2885196.53,1035,2787.63,503.01,4996.62
Sports & Outdoors,Large Malls / Complexes,Price Drop Parade,2793754.51,1035,2699.28,500.07,4996.87
Sports & Outdoors,Large Malls / Complexes,Red Tag Clearance,2849567.14,1056,2698.45,504.14,4997.25
Sports & Outdoors,Large Malls / Complexes,Seasonal Surprise Box,2893016.21,1060,2729.26,501.08,4996.14
Sports & Outdoors,Large Malls / Complexes,Shop & Save Spectacular,3119916.00,1103,2828.57,502.57,4998.60
Sports & Outdoors,Large Malls / Complexes,Smart Shopper Week,2771649.71,1026,2701.41,509.40,4990.11
Sports & Outdoors,Large Malls / Complexes,Spring Refresh Event,2921952.41,1046,2793.45,500.56,4993.39
Sports & Outdoors,Large Malls / Complexes,Spring Splash Discounts,2980733.01,1093,2727.11,506.18,4998.18
Sports & Outdoors,Large Malls / Complexes,Summer Sizzle Promo,2763254.93,1024,2698.49,500.10,4997.66
Sports & Outdoors,Large Malls / Complexes,Super Savings Week,3022207.38,1093,2765.06,501.50,4998.97
Sports & Outdoors,Large Malls / Complexes,Ultimate Value Event,2956086.25,1061,2786.13,511.53,4998.24
Sports & Outdoors,Large Malls / Complexes,VIP Access Sale,2944487.40,1049,2806.95,507.72,4998.87
Sports & Outdoors,Large Malls / Complexes,Weekend Warrior Specials,2967340.80,1051,2823.35,509.15,4992.44
Sports & Outdoors,Large Malls / Complexes,Winter Clearance Carnival,3155163.63,1111,2839.93,506.66,4997.18
Sports & Outdoors,Large Malls / Complexes,Winter Wonders Sale,2931656.34,1060,2765.71,504.80,4987.57
Sports & Outdoors,Small Stores / Shops,12 Days of Deals,3153643.64,1148,2747.08,502.11,4999.67
Sports & Outdoors,Small Stores / Shops,Autumn Deals Drive,3046518.44,1116,2729.86,504.53,4998.38
Sports & Outdoors,Small Stores / Shops,BOGO Blitz,3212217.30,1153,2785.96,509.05,4997.71
Sports & Outdoors,Small Stores / Shops,Back to School Boost,3186969.86,1151,2768.87,503.12,4989.50
Sports & Outdoors,Small Stores / Shops,Birthday Bash Sale,3072599.82,1127,2726.35,500.14,4998.00
Sports & Outdoors,Small Stores / Shops,Black Friday Blowout,3086984.90,1120,2756.24,503.63,4999.65
Sports & Outdoors,Small Stores / Shops,Cart Crasher Campaign,3193018.77,1160,2752.60,500.78,4997.58
Sports & Outdoors,Small Stores / Shops,Cashback Carnival,3033660.43,1098,2762.90,500.39,4994.16
Sports & Outdoors,Small Stores / Shops,Clearance Countdown,2938847.51,1089,2698.67,500.37,4996.31
Sports & Outdoors,Small Stores / Shops,Countdown to Savings,3377686.51,1203,2807.72,500.23,4996.57
Sports & Outdoors,Small Stores / Shops,Customer Appreciation Week,3297131.22,1156,2852.19,520.00,4998.61
Sports & Outdoors,Small Stores / Shops,Cyber Monday Mania,3146282.08,1137,2767.18,502.42,4999.05
Sports & Outdoors,Small Stores / Shops,Deal of the Month,3129556.51,1154,2711.92,503.87,4995.46
Sports & Outdoors,Small Stores / Shops,Double Points Bonanza,2995122.85,1090,2747.82,502.80,4998.97
Sports & Outdoors,Small Stores / Shops,Early Bird Specials,3104455.22,1120,2771.84,505.00,4997.07
Sports & Outdoors,Small Stores / Shops,End of Season Sale,3064700.47,1131,2709.73,502.75,4996.88
Sports & Outdoors,Small Stores / Shops,Exclusive Insider Offers,2980654.67,1089,2737.06,502.99,4998.46
Sports & Outdoors,Small Stores / Shops,Festive Fever Promo,3206134.62,1152,2783.10,503.49,4998.24
Sports & Outdoors,Small Stores / Shops,Final Call Frenzy,3178287.33,1139,2790.42,500.03,4991.04
Sports & Outdoors,Small Stores / Shops,Flash Frenzy Friday,3109542.46,1137,2734.87,504.35,4996.10
Sports & Outdoors,Small Stores / Shops,"Gift More, Spend Less",3089148.02,1131,2731.34,501.32,4992.10
Sports & Outdoors,Small Stores / Shops,Golden Hour Bargains,3147968.44,1142,2756.54,500.01,4995.64
Sports & Outdoors,Small Stores / Shops,Green Weekend Deals,3022535.10,1088,2778.07,504.95,4996.20
Sports & Outdoors,Small Stores / Shops,Happy Hour Discounts,3077614.15,1122,2742.97,505.31,4993.63
Sports & Outdoors,Small Stores / Shops,Holiday Shopping Rush,3010111.35,1108,2716.71,503.52,4978.01
Sports & Outdoors,Small Stores / Shops,Hot Picks Promo,3082785.84,1134,2718.51,500.04,4997.69
Sports & Outdoors,Small Stores / Shops,Instant Gratification Sale,3225765.43,1160,2780.83,500.07,4998.94
Sports & Outdoors,Small Stores / Shops,Limited Time Treasures,3076805.48,1103,2789.49,508.79,4988.75
Sports & Outdoors,Small Stores / Shops,Loyalty Rewards Blast,3023581.23,1098,2753.72,500.22,4996.03
Sports & Outdoors,Small Stores / Shops,Mega Weekend Bonanza,3169039.68,1140,2779.86,500.15,4982.69
Sports & Outdoors,Small Stores / Shops,Mid-Year Madness,3167047.45,1157,2737.29,503.20,4995.13
Sports & Outdoors,Small Stores / Shops,Midnight Madness,2934433.05,1084,2707.04,506.71,4997.31
Sports & Outdoors,Small Stores / Shops,Mystery Discount Days,3093339.13,1135,2725.41,501.05,4995.72
Sports & Outdoors,Small Stores / Shops,New Arrival Showcase,3175025.86,1158,2741.82,506.15,4998.83
Sports & Outdoors,Small Stores / Shops,New Product Launch Promo,3192062.95,1144,2790.26,500.73,4999.30
Sports & Outdoors,Small Stores / Shops,New Year Kickoff,3114338.43,1137,2739.08,503.31,4997.16
Sports & Outdoors,Small Stores / Shops,Price Drop Parade,2980296.15,1091,2731.71,500.50,4987.08
Sports & Outdoors,Small Stores / Shops,Red Tag Clearance,3109120.00,1105,2813.68,506.04,4992.12
Sports & Outdoors,Small Stores / Shops,Seasonal Surprise Box,3377254.34,1236,2732.41,501.12,4992.44
Sports & Outdoors,Small Stores / Shops,Shop & Save Spectacular,3174119.09,1134,2799.05,503.19,4996.23
Sports & Outdoors,Small Stores / Shops,Smart Shopper Week,3239173.11,1181,2742.74,500.78,4996.42
Sports & Outdoors,Small Stores / Shops,Spring Refresh Event,3069255.69,1127,2723.39,502.39,4999.78
Sports & Outdoors,Small Stores / Shops,Spring Splash Discounts,3163930.35,1126,2809.88,508.67,4999.83
Sports & Outdoors,Small Stores / Shops,Summer Sizzle Promo,3303869.44,1185,2788.08,501.65,4998.50
Sports & Outdoors,Small Stores / Shops,Super Savings Week,3142363.09,1104,2846.34,523.55,4999.25
Sports & Outdoors,Small Stores / Shops,Ultimate Value Event,3082351.18,1143,2696.72,502.59,4999.44
Sports & Outdoors,Small Stores / Shops,VIP Access Sale,2968633.56,1068,2779.62,500.51,4994.03
Sports & Outdoors,Small Stores / Shops,Weekend Warrior Specials,3101332.77,1146,2706.22,500.79,4989.44
Sports & Outdoors,Small Stores / Shops,Winter Clearance Carnival,3062403.29,1111,2756.44,503.87,4998.38
Sports & Outdoors,Small Stores / Shops,Winter Wonders Sale,3045679.04,1100,2768.80,503.85,4995.17
Sports & Outdoors,Supermarkets ,12 Days of Deals,3373912.19,1210,2788.36,501.44,4987.26
Sports & Outdoors,Supermarkets ,Autumn Deals Drive,3098642.26,1147,2701.52,500.04,4997.38
Sports & Outdoors,Supermarkets ,BOGO Blitz,2925196.98,1069,2736.39,503.15,4996.52
