category,brand,customer_segment,store_type,sum_amount,count,avg_amount,min_amount,max_amount
Groceries,Nestle,High Value,Large Malls / Complexes,2861414.73,1037,2759.32,501.31,4992.79
Groceries,Nestle,High Value,Small Stores / Shops,3009688.85,1110,2711.43,501.12,4996.03
Groceries,Nestle,High Value,Supermarkets ,3140997.97,1161,2705.42,502.46,4992.95
Groceries,Nestle,In-Store Regular,Large Malls / Complexes,2779141.81,1009,2754.35,500.36,4999.92
Groceries,Nestle,In-Store Regular,Small Stores / Shops,3252502.51,1157,2811.15,508.03,4998.37
Groceries,Nestle,In-Store Regular,Supermarkets ,3125204.05,1138,2746.22,500.03,4997.93
Groceries,Nestle,Loyal Customer,Large Malls / Complexes,2861707.22,1025,2791.91,507.54,4997.31
Groceries,Nestle,Loyal Customer,Small Stores / Shops,3046737.31,1091,2792.61,504.24,4994.58
Groceries,Nestle,Loyal Customer,Supermarkets ,3437741.58,1220,2817.82,509.01,4995.79
Groceries,Nestle,Occasional Shopper,Large Malls / Complexes,2738513.58,999,2741.25,502.78,4997.95
Groceries,Nestle,Occasional Shopper,Small Stores / Shops,3178997.59,1140,2788.59,501.97,4990.05
Groceries,Nestle,Occasional Shopper,Supermarkets ,3315895.26,1212,2735.89,504.45,4998.22
Groceries,Nestle,Online Shopper,Large Malls / Complexes,2825534.42,1045,2703.86,501.06,4999.06
Groceries,Nestle,Online Shopper,Small Stores / Shops,3117936.79,1133,2751.93,503.73,4996.14
Groceries,Nestle,Online Shopper,Supermarkets ,3154703.82,1151,2740.84,502.24,4997.93
Groceries,Nestle,Premium Shopper,Large Malls / Complexes,2874690.39,1038,2769.45,508.76,4996.99
Groceries,Nestle,Premium Shopper,Small Stores / Shops,3036208.07,1099,2762.70,501.53,4998.48
Groceries,Nestle,Premium Shopper,Supermarkets ,3189674.91,1158,2754.47,502.43,4988.77
Groceries,Tata,Budget Shopper,Large Malls / Complexes,2936360.57,1054,2785.92,506.85,4999.97
Groceries,Tata,Budget Shopper,Small Stores / Shops,2981452.66,1114,2676.35,505.58,4998.44
Groceries,Tata,Budget Shopper,Supermarkets ,3050769.46,1121,2721.47,509.07,4996.14
Groceries,Tata,Churn Risk,Large Malls / Complexes,2813979.95,1029,2734.67,505.15,4999.13
Groceries,Tata,Churn Risk,Small Stores / Shops,3110261.53,1113,2794.48,500.47,4986.73
Groceries,Tata,Churn Risk,Supermarkets ,3178016.75,1151,2761.09,504.09,4993.94
Groceries,Tata,Deal Seeker,Large Malls / Complexes,2901237.05,1036,2800.42,507.01,4994.79
Groceries,Tata,Deal Seeker,Small Stores / Shops,3306262.05,1203,2748.35,504.62,4993.52
Groceries,Tata,Deal Seeker,Supermarkets ,3309647.34,1183,2797.67,500.33,4992.62
Groceries,Tata,First-time Buyer,Large Malls / Complexes,2978307.42,1067,2791.29,501.87,4999.90
Groceries,Tata,First-time Buyer,Small Stores / Shops,3171543.97,1133,2799.24,500.01,4998.73
Groceries,Tata,First-time Buyer,Supermarkets ,3194398.57,1164,2744.33,513.21,4998.75
Groceries,Tata,High Value,Large Malls / Complexes,2976097.46,1064,2797.08,509.58,4998.78
Groceries,Tata,High Value,Small Stores / Shops,3176693.93,1172,2710.49,500.83,4998.45
Groceries,Tata,High Value,Supermarkets ,3105288.28,1120,2772.58,504.96,4999.34
Groceries,Tata,In-Store Regular,Large Malls / Complexes,2864873.12,1052,2723.26,505.51,4997.81
Groceries,Tata,In-Store Regular,Small Stores / Shops,3113181.69,1145,2718.94,505.89,4989.67
Groceries,Tata,In-Store Regular,Supermarkets ,3034163.95,1122,2704.25,502.61,4990.49
Groceries,Tata,Loyal Customer,Large Malls / Complexes,2916140.49,1051,2774.63,500.32,4996.49
Groceries,Tata,Loyal Customer,Small Stores / Shops,3116796.98,1113,2800.36,502.27,4996.71
Groceries,Tata,Loyal Customer,Supermarkets ,3199029.47,1148,2786.61,504.05,4991.22
Groceries,Tata,Occasional Shopper,Large Malls / Complexes,3007490.32,1084,2774.44,504.91,4999.06
Groceries,Tata,Occasional Shopper,Small Stores / Shops,2985538.45,1109,2692.10,500.91,4997.51
Groceries,Tata,Occasional Shopper,Supermarkets ,3280170.67,1199,2735.76,522.43,4989.23
Groceries,Tata,Online Shopper,Large Malls / Complexes,2926851.05,1037,2822.42,501.39,4999.83
Groceries,Tata,Online Shopper,Small Stores / Shops,3098926.50,1121,2764.43,501.36,4995.88
Groceries,Tata,Online Shopper,Supermarkets ,3212331.33,1159,2771.64,505.64,4992.47
Groceries,Tata,Premium Shopper,Large Malls / Complexes,2969700.07,1070,2775.42,503.77,4998.79
Groceries,Tata,Premium Shopper,Small Stores / Shops,3048286.00,1129,2699.99,505.15,4999.35
Groceries,Tata,Premium Shopper,Supermarkets ,3052147.68,1117,2732.45,500.97,4995.65
Home Appliances,Bosch,Budget Shopper,Large Malls / Complexes,2973059.85,1068,2783.76,500.71,4998.98
Home Appliances,Bosch,Budget Shopper,Small Stores / Shops,3155499.47,1152,2739.15,500.98,4998.56
Home Appliances,Bosch,Budget Shopper,Supermarkets ,3249488.38,1172,2772.60,500.10,4999.80
Home Appliances,Bosch,Churn Risk,Large Malls / Complexes,2878111.61,1064,2704.99,505.59,4992.97
Home Appliances,Bosch,Churn Risk,Small Stores / Shops,3071823.54,1102,2787.50,502.07,4995.95
Home Appliances,Bosch,Churn Risk,Supermarkets ,3240710.90,1161,2791.31,513.89,4975.88
Home Appliances,Bosch,Deal Seeker,Large Malls / Complexes,2851931.84,1073,2657.90,500.80,4999.30
Home Appliances,Bosch,Deal Seeker,Small Stores / Shops,2962868.78,1098,2698.42,502.22,4997.54
Home Appliances,Bosch,Deal Seeker,Supermarkets ,3236330.49,1188,2724.18,501.45,4998.61
Home Appliances,Bosch,First-time Buyer,Large Malls / Complexes,2877199.56,1047,2748.04,502.14,4998.36
Home Appliances,Bosch,First-time Buyer,Small Stores / Shops,2903866.50,1081,2686.28,503.20,4986.75
Home Appliances,Bosch,First-time Buyer,Supermarkets ,3257468.30,1186,2746.60,507.03,4994.66
Home Appliances,Bosch,High Value,Large Malls / Complexes,2891605.93,1057,2735.67,501.99,4989.69
Home Appliances,Bosch,High Value,Small Stores / Shops,2961836.79,1090,2717.28,504.30,4997.76
Home Appliances,Bosch,High Value,Supermarkets ,2981873.03,1114,2676.73,500.13,4997.47
Home Appliances,Bosch,In-Store Regular,Large Malls / Complexes,2765288.42,1004,2754.27,503.66,4998.96
Home Appliances,Bosch,In-Store Regular,Small Stores / Shops,3048157.05,1113,2738.69,506.06,4994.91
Home Appliances,Bosch,In-Store Regular,Supermarkets ,3191371.23,1177,2711.45,501.78,4992.03
Home Appliances,Bosch,Loyal Customer,Large Malls / Complexes,2562355.09,980,2614.65,504.89,4998.58
Home Appliances,Bosch,Loyal Customer,Small Stores / Shops,2975054.77,1091,2726.91,504.44,4995.11
Home Appliances,Bosch,Loyal Customer,Supermarkets ,3145560.86,1142,2754.43,502.78,4999.32
Home Appliances,Bosch,Occasional Shopper,Large Malls / Complexes,2982978.55,1085,2749.29,505.55,4998.02
Home Appliances,Bosch,Occasional Shopper,Small Stores / Shops,3097162.38,1127,2748.15,502.76,4986.82
Home Appliances,Bosch,Occasional Shopper,Supermarkets ,2975283.45,1104,2695.00,500.65,4995.57
Home Appliances,Bosch,Online Shopper,Large Malls / Complexes,2979847.23,1093,2726.30,503.05,4996.64
Home Appliances,Bosch,Online Shopper,Small Stores / Shops,3078386.66,1150,2676.86,504.93,4991.17
Home Appliances,Bosch,Online Shopper,Supermarkets ,3381650.23,1239,2729.34,501.02,4991.75
Home Appliances,Bosch,Premium Shopper,Large Malls / Complexes,2784864.48,1021,2727.59,501.60,4999.74
Home Appliances,Bosch,Premium Shopper,Small Stores / Shops,2940337.26,1074,2737.74,506.17,4998.02
Home Appliances,Bosch,Premium Shopper,Supermarkets ,3212516.66,1173,2738.72,503.29,4994.98
Home Appliances,Haier,Budget Shopper,Large Malls / Complexes,2824719.00,1031,2739.79,504.57,4997.58
Home Appliances,Haier,Budget Shopper,Small Stores / Shops,3172006.91,1154,2748.71,500.92,4993.37
Home Appliances,Haier,Budget Shopper,Supermarkets ,3072837.46,1104,2783.37,509.77,4998.49
Home Appliances,Haier,Churn Risk,Large Malls / Complexes,2853256.61,1027,2778.24,500.36,4991.85
Home Appliances,Haier,Churn Risk,Small Stores / Shops,3128648.32,1141,2742.02,500.57,4998.05
Home Appliances,Haier,Churn Risk,Supermarkets ,3169424.36,1164,2722.87,500.39,4998.82
Home Appliances,Haier,Deal Seeker,Large Malls / Complexes,2806372.25,1046,2682.96,503.14,4996.75
Home Appliances,Haier,Deal Seeker,Small Stores / Shops,2999191.59,1104,2716.66,500.05,4985.81
Home Appliances,Haier,Deal Seeker,Supermarkets ,3401552.57,1245,2732.17,510.03,4999.84
Home Appliances,Haier,First-time Buyer,Large Malls / Complexes,2852836.97,1032,2764.38,508.15,4997.95
Home Appliances,Haier,First-time Buyer,Small Stores / Shops,3139326.96,1113,2820.60,501.03,4996.58
Home Appliances,Haier,First-time Buyer,Supermarkets ,3075180.93,1133,2714.19,500.00,4996.89
Home Appliances,Haier,High Value,Large Malls / Complexes,2994924.22,1078,2778.22,500.33,4995.52
Home Appliances,Haier,High Value,Small Stores / Shops,3110580.51,1179,2638.32,504.75,4997.95
Home Appliances,Haier,High Value,Supermarkets ,3091097.12,1133,2728.24,501.47,4993.02
Home Appliances,Haier,In-Store Regular,Large Malls / Complexes,2893121.31,1036,2792.59,501.45,4994.72
Home Appliances,Haier,In-Store Regular,Small Stores / Shops,2936739.84,1095,2681.95,502.48,4999.06
Home Appliances,Haier,In-Store Regular,Supermarkets ,3295963.74,1157,2848.72,509.50,4989.10
Home Appliances,Haier,Loyal Customer,Large Malls / Complexes,3042861.17,1089,2794.18,500.27,4998.01
Home Appliances,Haier,Loyal Customer,Small Stores / Shops,3124975.69,1145,2729.24,503.37,4993.77
Home Appliances,Haier,Loyal Customer,Supermarkets ,3123499.19,1131,2761.71,510.98,4999.91
Home Appliances,Haier,Occasional Shopper,Large Malls / Complexes,2710851.35,997,2719.01,518.36,4992.76
Home Appliances,Haier,Occasional Shopper,Small Stores / Shops,3286624.20,1199,2741.14,500.66,4992.55
Home Appliances,Haier,Occasional Shopper,Supermarkets ,3273650.97,1189,2753.28,500.69,4994.82
Home Appliances,Haier,Online Shopper,Large Malls / Complexes,2975392.87,1082,2749.90,501.55,4996.85
Home Appliances,Haier,Online Shopper,Small Stores / Shops,3147092.96,1162,2708.34,506.15,4990.20
Home Appliances,Haier,Online Shopper,Supermarkets ,3174243.72,1162,2731.71,503.46,4986.96
Home Appliances,Haier,Premium Shopper,Large Malls / Complexes,2850564.48,1037,2748.86,502.30,4998.92
Home Appliances,Haier,Premium Shopper,Small Stores / Shops,3040087.19,1086,2799.34,505.85,4995.04
Home Appliances,Haier,Premium Shopper,Supermarkets ,3151534.84,1165,2705.18,501.43,4998.06
Home Appliances,LG,Budget Shopper,Large Malls / Complexes,2762349.10,1021,2705.53,504.58,4989.85
Home Appliances,LG,Budget Shopper,Small Stores / Shops,2989145.35,1070,2793.59,507.00,4998.29
Home Appliances,LG,Budget Shopper,Supermarkets ,3277073.36,1185,2765.46,500.72,4999.25
Home Appliances,LG,Churn Risk,Large Malls / Complexes,2998794.89,1087,2758.78,509.35,4991.35
Home Appliances,LG,Churn Risk,Small Stores / Shops,3053710.24,1108,2756.06,502.35,4999.15
Home Appliances,LG,Churn Risk,Supermarkets ,3113699.26,1103,2822.94,509.77,4991.63
Home Appliances,LG,Deal Seeker,Large Malls / Complexes,3006939.78,1067,2818.13,500.92,4998.16
Home Appliances,LG,Deal Seeker,Small Stores / Shops,3088628.58,1131,2730.88,502.50,4998.54
Home Appliances,LG,Deal Seeker,Supermarkets ,3282398.70,1187,2765.29,503.07,4996.88
Home Appliances,LG,First-time Buyer,Large Malls / Complexes,3101066.05,1099,2821.72,502.44,4999.75
Home Appliances,LG,First-time Buyer,Small Stores / Shops,3132307.53,1147,2730.87,500.98,4988.31
Home Appliances,LG,First-time Buyer,Supermarkets ,3077075.71,1091,2820.42,506.25,4985.90
Home Appliances,LG,High Value,Large Malls / Complexes,3065824.39,1106,2771.99,503.14,4999.91
Home Appliances,LG,High Value,Small Stores / Shops,3044764.62,1133,2687.35,502.77,4998.30
Home Appliances,LG,High Value,Supermarkets ,3192430.63,1164,2742.64,504.80,4989.22
Home Appliances,LG,In-Store Regular,Large Malls / Complexes,2801368.36,1030,2719.78,500.93,4998.42
Home Appliances,LG,In-Store Regular,Small Stores / Shops,3042605.60,1113,2733.70,503.24,4998.01
Home Appliances,LG,In-Store Regular,Supermarkets ,3035562.01,1110,2734.74,503.59,4997.96
Home Appliances,LG,Loyal Customer,Large Malls / Complexes,2831306.82,1046,2706.79,501.49,4994.58
Home Appliances,LG,Loyal Customer,Small Stores / Shops,3225467.45,1176,2742.74,502.80,4995.91
Home Appliances,LG,Loyal Customer,Supermarkets ,3257797.51,1182,2756.17,501.38,4999.43
Home Appliances,LG,Occasional Shopper,Large Malls / Complexes,3013052.44,1096,2749.14,500.28,4998.03
Home Appliances,LG,Occasional Shopper,Small Stores / Shops,2886546.75,1066,2707.83,502.61,4995.52
Home Appliances,LG,Occasional Shopper,Supermarkets ,2890519.93,1087,2659.17,505.89,4997.34
Home Appliances,LG,Online Shopper,Large Malls / Complexes,3056626.45,1136,2690.69,502.70,4999.46
Home Appliances,LG,Online Shopper,Small Stores / Shops,3015596.77,1115,2704.57,520.44,4997.61
Home Appliances,LG,Online Shopper,Supermarkets ,3164050.62,1151,2748.96,500.36,4998.62
Home Appliances,LG,Premium Shopper,Large Malls / Complexes,3077497.48,1095,2810.50,511.35,4995.22
Home Appliances,LG,Premium Shopper,Small Stores / Shops,3144398.28,1137,2765.52,502.79,4990.80
Home Appliances,LG,Premium Shopper,Supermarkets ,3113890.37,1137,2738.69,511.50,4994.29
Home Appliances,Samsung,Budget Shopper,Large Malls / Complexes,2810291.90,1036,2712.64,504.79,4999.90
Home Appliances,Samsung,Budget Shopper,Small Stores / Shops,2892725.55,1086,2663.65,504.80,4998.71
Home Appliances,Samsung,Budget Shopper,Supermarkets ,3098305.46,1138,2722.59,500.78,4999.66
Home Appliances,Samsung,Churn Risk,Large Malls / Complexes,2895810.92,1044,2773.77,503.96,4999.41
Home Appliances,Samsung,Churn Risk,Small Stores / Shops,3114456.44,1132,2751.29,500.21,4995.60
Home Appliances,Samsung,Churn Risk,Supermarkets ,3277068.33,1182,2772.48,502.11,4985.49
Home Appliances,Samsung,Deal Seeker,Large Malls / Complexes,2997038.55,1099,2727.06,500.13,4996.68
Home Appliances,Samsung,Deal Seeker,Small Stores / Shops,3161323.98,1137,2780.41,509.87,4987.17
Home Appliances,Samsung,Deal Seeker,Supermarkets ,3084547.15,1119,2756.52,500.36,4998.67
Home Appliances,Samsung,First-time Buyer,Large Malls / Complexes,2835795.40,1043,2718.88,508.07,4999.73
Home Appliances,Samsung,First-time Buyer,Small Stores / Shops,3098807.86,1130,2742.31,500.15,4999.45
Home Appliances,Samsung,First-time Buyer,Supermarkets ,3080240.54,1136,2711.48,503.95,4978.20
Home Appliances,Samsung,High Value,Large Malls / Complexes,2878223.40,1067,2697.49,510.49,4999.37
Home Appliances,Samsung,High Value,Small Stores / Shops,3164315.72,1178,2686.18,502.76,4999.98
Home Appliances,Samsung,High Value,Supermarkets ,3054230.85,1119,2729.43,504.82,4991.58
Home Appliances,Samsung,In-Store Regular,Large Malls / Complexes,2984073.14,1073,2781.06,505.94,4997.84
Home Appliances,Samsung,In-Store Regular,Small Stores / Shops,3121116.90,1158,2695.27,504.11,4990.81
Home Appliances,Samsung,In-Store Regular,Supermarkets ,3010826.63,1083,2780.08,503.09,4999.21
Home Appliances,Samsung,Loyal Customer,Large Malls / Complexes,2945462.06,1067,2760.51,500.90,4998.26
Home Appliances,Samsung,Loyal Customer,Small Stores / Shops,3049409.78,1105,2759.65,500.17,4999.22
Home Appliances,Samsung,Loyal Customer,Supermarkets ,3279511.86,1154,2841.86,500.68,4997.26
Home Appliances,Samsung,Occasional Shopper,Large Malls / Complexes,3143682.68,1130,2782.02,505.77,4995.39
Home Appliances,Samsung,Occasional Shopper,Small Stores / Shops,3159296.92,1132,2790.90,500.09,4997.28
Home Appliances,Samsung,Occasional Shopper,Supermarkets ,3292447.66,1204,2734.59,510.14,4996.60
Home Appliances,Samsung,Online Shopper,Large Malls / Complexes,3049548.98,1087,2805.47,503.07,4999.94
Home Appliances,Samsung,Online Shopper,Small Stores / Shops,3147328.62,1146,2746.36,503.09,4999.87
Home Appliances,Samsung,Online Shopper,Supermarkets ,3236098.31,1165,2777.77,505.92,4988.82
Home Appliances,Samsung,Premium Shopper,Large Malls / Complexes,2950062.82,1054,2798.92,508.20,4994.73
Home Appliances,Samsung,Premium Shopper,Small Stores / Shops,2949026.15,1070,2756.10,501.06,4996.29
Home Appliances,Samsung,Premium Shopper,Supermarkets ,3174018.31,1154,2750.45,504.47,4997.66
Home Appliances,Whirlpool,Budget Shopper,Large Malls / Complexes,2886283.58,1051,2746.23,500.61,4999.74
Home Appliances,Whirlpool,Budget Shopper,Small Stores / Shops,3085572.26,1120,2754.98,510.66,4999.78
Home Appliances,Whirlpool,Budget Shopper,Supermarkets ,3209866.77,1172,2738.79,501.38,4999.93
Home Appliances,Whirlpool,Churn Risk,Large Malls / Complexes,2895602.79,1057,2739.45,505.17,4985.00
Home Appliances,Whirlpool,Churn Risk,Small Stores / Shops,3173522.83,1130,2808.43,501.49,4998.46
Home Appliances,Whirlpool,Churn Risk,Supermarkets ,2893344.20,1067,2711.66,508.23,4999.29
Home Appliances,Whirlpool,Deal Seeker,Large Malls / Complexes,2951167.91,1084,2722.48,501.18,4998.83
Home Appliances,Whirlpool,Deal Seeker,Small Stores / Shops,3055706.21,1121,2725.88,505.82,4998.50
Home Appliances,Whirlpool,Deal Seeker,Supermarkets ,3338365.71,1190,2805.35,501.35,4999.38
Home Appliances,Whirlpool,First-time Buyer,Large Malls / Complexes,2902728.32,1052,2759.25,516.98,4997.98
Home Appliances,Whirlpool,First-time Buyer,Small Stores / Shops,2993191.91,1106,2706.32,502.03,4996.10
Home Appliances,Whirlpool,First-time Buyer,Supermarkets ,3059961.21,1113,2749.29,502.66,4992.88
Home Appliances,Whirlpool,High Value,Large Malls / Complexes,2780062.38,1024,2714.90,517.05,4991.51
Home Appliances,Whirlpool,High Value,Small Stores / Shops,3138635.37,1153,2722.15,500.21,4999.73
Home Appliances,Whirlpool,High Value,Supermarkets ,3274192.23,1181,2772.39,501.53,4998.56
Home Appliances,Whirlpool,In-Store Regular,Large Malls / Complexes,2976504.93,1095,2718.27,502.82,4995.63
Home Appliances,Whirlpool,In-Store Regular,Small Stores / Shops,3188740.21,1175,2713.82,502.61,4985.89
Home Appliances,Whirlpool,In-Store Regular,Supermarkets ,3221631.63,1187,2714.10,506.56,4997.74
Home Appliances,Whirlpool,Loyal Customer,Large Malls / Complexes,2895422.01,1046,2768.09,504.46,4990.13
Home Appliances,Whirlpool,Loyal Customer,Small Stores / Shops,3000210.39,1121,2676.37,502.22,4997.51
Home Appliances,Whirlpool,Loyal Customer,Supermarkets ,3318340.80,1201,2762.98,502.35,4999.75
Home Appliances,Whirlpool,Occasional Shopper,Large Malls / Complexes,3085155.14,1121,2752.15,504.46,4998.47
Home Appliances,Whirlpool,Occasional Shopper,Small Stores / Shops,3215648.70,1154,2786.52,500.44,4997.90
Home Appliances,Whirlpool,Occasional Shopper,Supermarkets ,3147163.25,1144,2751.02,510.70,4999.48
Home Appliances,Whirlpool,Online Shopper,Large Malls / Complexes,3023256.49,1104,2738.46,526.07,4994.29
Home Appliances,Whirlpool,Online Shopper,Small Stores / Shops,3106263.13,1106,2808.56,504.40,4995.37
Home Appliances,Whirlpool,Online Shopper,Supermarkets ,3227378.69,1158,2787.03,511.13,4989.56
Home Appliances,Whirlpool,Premium Shopper,Large Malls / Complexes,2942000.91,1061,2772.86,504.31,4997.57
Home Appliances,Whirlpool,Premium Shopper,Small Stores / Shops,2943166.55,1076,2735.28,505.09,4991.62
Home Appliances,Whirlpool,Premium Shopper,Supermarkets ,3040551.73,1113,2731.85,501.55,4995.53
Sports & Outdoors,Adidas,Budget Shopper,Large Malls / Complexes,2826187.71,1009,2800.98,500.43,4994.32
Sports & Outdoors,Adidas,Budget Shopper,Small Stores / Shops,3101431.25,1108,2799.13,507.80,4995.24
Sports & Outdoors,Adidas,Budget Shopper,Supermarkets ,3219747.83,1168,2756.63,501.61,4995.87
Sports & Outdoors,Adidas,Churn Risk,Large Malls / Complexes,2976433.06,1047,2842.82,508.67,4997.18
Sports & Outdoors,Adidas,Churn Risk,Small Stores / Shops,2982875.02,1129,2642.05,500.73,4998.38
Sports & Outdoors,Adidas,Churn Risk,Supermarkets ,3030151.87,1106,2739.74,506.36,4998.56
Sports & Outdoors,Adidas,Deal Seeker,Large Malls / Complexes,3062005.70,1099,2786.17,503.10,4998.10
Sports & Outdoors,Adidas,Deal Seeker,Small Stores / Shops,3125197.72,1138,2746.22,503.20,4984.55
Sports & Outdoors,Adidas,Deal Seeker,Supermarkets ,3191821.19,1127,2832.14,504.25,4992.13
Sports & Outdoors,Adidas,First-time Buyer,Large Malls / Complexes,2941106.55,1077,2730.83,503.01,4993.88
Sports & Outdoors,Adidas,First-time Buyer,Small Stores / Shops,3049863.16,1117,2730.41,505.89,4997.05
Sports & Outdoors,Adidas,First-time Buyer,Supermarkets ,3196426.31,1137,2811.28,501.90,4993.86
Sports & Outdoors,Adidas,High Value,Large Malls / Complexes,2960431.30,1090,2715.99,502.34,4990.08
Sports & Outdoors,Adidas,High Value,Small Stores / Shops,3177300.48,1171,2713.32,502.35,4999.78
Sports & Outdoors,Adidas,High Value,Supermarkets ,3011852.59,1089,2765.70,501.48,4996.37
Sports & Outdoors,Adidas,In-Store Regular,Large Malls / Complexes,2988284.19,1082,2761.82,507.11,4998.24
Sports & Outdoors,Adidas,In-Store Regular,Small Stores / Shops,2962979.09,1066,2779.53,506.04,4992.09
Sports & Outdoors,Adidas,In-Store Regular,Supermarkets ,3076178.02,1098,2801.62,500.45,4999.33
Sports & Outdoors,Adidas,Loyal Customer,Large Malls / Complexes,3042614.01,1102,2760.99,503.34,4996.96
Sports & Outdoors,Adidas,Loyal Customer,Small Stores / Shops,3288808.58,1162,2830.30,501.65,4998.00
Sports & Outdoors,Adidas,Loyal Customer,Supermarkets ,3189742.10,1163,2742.68,501.61,4998.83
Sports & Outdoors,Adidas,Occasional Shopper,Large Malls / Complexes,3124672.29,1107,2822.65,501.08,4994.22
Sports & Outdoors,Adidas,Occasional Shopper,Small Stores / Shops,3225578.35,1137,2836.92,502.59,4999.05
Sports & Outdoors,Adidas,Occasional Shopper,Supermarkets ,3258128.85,1182,2756.45,500.33,4995.70
Sports & Outdoors,Adidas,Online Shopper,Large Malls / Complexes,2946377.83,1078,2733.19,500.23,4993.50
Sports & Outdoors,Adidas,Online Shopper,Small Stores / Shops,2964404.14,1078,2749.91,509.05,4984.10
Sports & Outdoors,Adidas,Online Shopper,Supermarkets ,3123564.73,1159,2695.05,500.89,4997.59
Sports & Outdoors,Adidas,Premium Shopper,Large Malls / Complexes,2873558.75,1047,2744.56,509.31,4995.60
Sports & Outdoors,Adidas,Premium Shopper,Small Stores / Shops,3011652.01,1109,2715.65,507.17,4993.50
Sports & Outdoors,Adidas,Premium Shopper,Supermarkets ,3098606.09,1135,2730.05,502.53,4998.07
Sports & Outdoors,Decathlon,Budget Shopper,Large Malls / Complexes,2905482.89,1057,2748.80,500.42,4995.72
Sports & Outdoors,Decathlon,Budget Shopper,Small Stores / Shops,2982495.79,1113,2679.69,500.51,4990.77
Sports & Outdoors,Decathlon,Budget Shopper,Supermarkets ,3211470.51,1176,2730.84,500.42,4995.51
Sports & Outdoors,Decathlon,Churn Risk,Large Malls / Complexes,2889497.04,1027,2813.53,500.56,4995.47
Sports & Outdoors,Decathlon,Churn Risk,Small Stores / Shops,3138603.23,1133,2770.17,503.63,4997.07
Sports & Outdoors,Decathlon,Churn Risk,Supermarkets ,3200191.27,1166,2744.59,504.21,4992.77
Sports & Outdoors,Decathlon,Deal Seeker,Large Malls / Complexes,2814743.58,1040,2706.48,501.01,4995.74
Sports & Outdoors,Decathlon,Deal Seeker,Small Stores / Shops,3081608.82,1126,2736.78,502.58,4991.22
Sports & Outdoors,Decathlon,Deal Seeker,Supermarkets ,3015282.20,1104,2731.23,500.46,4999.49
Sports & Outdoors,Decathlon,First-time Buyer,Large Malls / Complexes,2746086.53,1007,2727.00,501.68,4997.18
Sports & Outdoors,Decathlon,First-time Buyer,Small Stores / Shops,3059418.37,1103,2773.72,502.80,4999.25
Sports & Outdoors,Decathlon,First-time Buyer,Supermarkets ,3251267.72,1184,2746.00,500.09,4990.55
Sports & Outdoors,Decathlon,High Value,Large Malls / Complexes,2848792.41,1032,2760.46,514.08,4985.56
Sports & Outdoors,Decathlon,High Value,Small Stores / Shops,3220853.70,1154,2791.03,500.22,4998.94
Sports & Outdoors,Decathlon,High Value,Supermarkets ,3409971.14,1240,2749.98,500.15,4999.05
Sports & Outdoors,Decathlon,In-Store Regular,Large Malls / Complexes,2859193.42,1026,2786.74,501.50,4997.59
Sports & Outdoors,Decathlon,In-Store Regular,Small Stores / Shops,3218798.59,1133,2840.95,504.84,4997.58
Sports & Outdoors,Decathlon,In-Store Regular,Supermarkets ,3074564.35,1118,2750.06,509.28,4999.77
Sports & Outdoors,Decathlon,Loyal Customer,Large Malls / Complexes,2869884.14,1051,2730.62,501.43,4996.95
Sports & Outdoors,Decathlon,Loyal Customer,Small Stores / Shops,3186363.52,1143,2787.72,507.87,4993.65
Sports & Outdoors,Decathlon,Loyal Customer,Supermarkets ,3094916.28,1127,2746.15,506.01,4988.23
Sports & Outdoors,Decathlon,Occasional Shopper,Large Malls / Complexes,2847449.71,1046,2722.23,500.07,4986.55
Sports & Outdoors,Decathlon,Occasional Shopper,Small Stores / Shops,3097248.17,1127,2748.22,500.39,4997.17
Sports & Outdoors,Decathlon,Occasional Shopper,Supermarkets ,3346194.31,1223,2736.05,501.49,4996.60
Sports & Outdoors,Decathlon,Online Shopper,Large Malls / Complexes,3091902.38,1112,2780.49,502.34,4998.97
Sports & Outdoors,Decathlon,Online Shopper,Small Stores / Shops,3058059.80,1128,2711.05,500.15,4997.16
Sports & Outdoors,Decathlon,Online Shopper,Supermarkets ,3127886.91,1135,2755.85,501.48,4999.97
Sports & Outdoors,Decathlon,Premium Shopper,Large Malls / Complexes,2720363.75,1004,2709.53,516.63,4994.28
Sports & Outdoors,Decathlon,Premium Shopper,Small Stores / Shops,3152080.59,1147,2748.11,500.23,4995.64
Sports & Outdoors,Decathlon,Premium Shopper,Supermarkets ,3130747.92,1167,2682.73,500.60,4997.72
Sports & Outdoors,Nike,Budget Shopper,Large Malls / Complexes,2858371.02,1039,2751.08,503.37,4992.94
Sports & Outdoors,Nike,Budget Shopper,Small Stores / Shops,3106110.15,1117,2780.76,503.94,4996.03
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,3291920.70,1192,2761.68,500.80,4994.02
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,2916062.71,1054,2766.66,520.19,4998.73
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,3300515.28,1171,2818.54,500.07,4996.07
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,3257632.47,1182,2756.03,501.18,4999.05
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,2996397.39,1070,2800.37,513.61,4999.02
Sports & Outdoors,Nike,Deal Seeker,Small Stores / Shops,3016850.14,1089,2770.29,501.05,4999.44
