customer_segment,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
In-Store Regular,Salesperson,Back to School Boost,1456555.78,525,2774.39,509.93,4998.12
In-Store Regular,Salesperson,Black Friday Blowout,1429404.08,519,2754.15,527.37,4993.62
In-Store Regular,Salesperson,Cart Crasher Campaign,1463303.63,538,2719.90,504.84,4997.58
In-Store Regular,Salesperson,Clearance Countdown,1349602.08,510,2646.28,513.24,4999.80
In-Store Regular,Salesperson,Countdown to Savings,1355089.15,514,2636.36,504.23,4997.94
In-Store Regular,Salesperson,Cyber Monday Mania,1362751.15,510,2672.06,506.75,4990.14
In-Store Regular,Salesperson,Early Bird Specials,1514782.51,546,2774.33,506.38,4989.80
In-Store Regular,Salesperson,End of Season Sale,1424471.23,503,2831.95,500.36,4997.48
In-Store Regular,Salesperson,Exclusive Insider Offers,1379884.05,506,2727.04,503.60,4990.23
In-Store Regular,Salesperson,Festive Fever Promo,1345053.47,507,2652.97,509.05,4966.13
In-Store Regular,Salesperson,Final Call Frenzy,1427996.17,528,2704.54,500.25,4991.04
In-Store Regular,Salesperson,Flash Frenzy Friday,1406613.59,515,2731.29,504.11,4982.34
In-Store Regular,Salesperson,Green Weekend Deals,1450930.35,531,2732.45,549.51,4985.16
In-Store Regular,Salesperson,Happy Hour Discounts,1431046.06,534,2679.86,501.91,4990.56
In-Store Regular,Salesperson,Holiday Shopping Rush,1386040.46,505,2744.63,501.27,4999.33
In-Store Regular,Salesperson,Instant Gratification Sale,1523247.14,552,2759.51,503.70,4999.70
In-Store Regular,Salesperson,Limited Time Treasures,1408730.83,530,2657.98,504.55,4983.39
In-Store Regular,Salesperson,Loyalty Rewards Blast,1521227.29,541,2811.88,515.06,4985.10
In-Store Regular,Salesperson,Mega Weekend Bonanza,1578059.47,561,2812.94,507.71,4998.42
In-Store Regular,Salesperson,Mid-Year Madness,1412472.78,504,2802.53,517.51,4995.13
In-Store Regular,Salesperson,Midnight Madness,1464351.56,528,2773.39,508.98,4985.49
In-Store Regular,Salesperson,Mystery Discount Days,1383680.68,503,2750.86,502.59,4994.43
In-Store Regular,Salesperson,New Year Kickoff,1398146.74,514,2720.13,506.98,4992.04
In-Store Regular,Salesperson,Price Drop Parade,1459317.88,527,2769.10,503.25,4998.14
In-Store Regular,Salesperson,Red Tag Clearance,1458858.33,541,2696.60,506.04,4995.93
In-Store Regular,Salesperson,Seasonal Surprise Box,1429133.97,536,2666.29,505.51,4996.39
In-Store Regular,Salesperson,Shop & Save Spectacular,1506796.72,542,2780.07,502.76,4990.91
In-Store Regular,Salesperson,Spring Refresh Event,1541657.29,536,2876.23,508.56,4983.41
In-Store Regular,Salesperson,Spring Splash Discounts,1455733.53,505,2882.64,501.80,4973.04
In-Store Regular,Salesperson,Summer Sizzle Promo,1421880.77,513,2771.70,502.54,4961.44
In-Store Regular,Salesperson,Super Savings Week,1442596.07,532,2711.65,501.50,4957.76
In-Store Regular,Salesperson,Weekend Warrior Specials,1412170.18,511,2763.54,515.36,4997.30
In-Store Regular,Salesperson,Winter Wonders Sale,1429581.93,519,2754.49,510.35,4988.50
Loyal Customer,Manager,12 Days of Deals,1397617.50,505,2767.56,504.41,4999.32
Loyal Customer,Manager,Autumn Deals Drive,1385339.83,518,2674.40,523.84,4994.25
Loyal Customer,Manager,BOGO Blitz,1593423.02,564,2825.22,506.08,4999.75
Loyal Customer,Manager,Back to School Boost,1398140.06,533,2623.15,528.66,4996.96
Loyal Customer,Manager,Cart Crasher Campaign,1426413.41,526,2711.81,517.43,4969.32
Loyal Customer,Manager,Clearance Countdown,1396612.70,539,2591.12,500.08,4993.94
Loyal Customer,Manager,Countdown to Savings,1591050.05,569,2796.22,507.32,4979.44
Loyal Customer,Manager,Customer Appreciation Week,1378170.58,503,2739.90,510.46,4983.41
Loyal Customer,Manager,Double Points Bonanza,1353233.26,506,2674.37,512.55,4976.69
Loyal Customer,Manager,Early Bird Specials,1485789.18,542,2741.31,502.97,4996.61
Loyal Customer,Manager,Festive Fever Promo,1354052.33,504,2686.61,508.28,4982.65
Loyal Customer,Manager,Final Call Frenzy,1382193.40,506,2731.61,501.47,4987.28
Loyal Customer,Manager,Flash Frenzy Friday,1415466.42,523,2706.44,503.14,4985.68
Loyal Customer,Manager,Happy Hour Discounts,1365787.40,503,2715.28,542.86,4962.42
Loyal Customer,Manager,Hot Picks Promo,1463927.64,538,2721.06,502.22,4997.69
Loyal Customer,Manager,Instant Gratification Sale,1442887.25,535,2696.99,504.46,4996.19
Loyal Customer,Manager,Loyalty Rewards Blast,1408745.46,523,2693.59,506.20,4994.77
Loyal Customer,Manager,Midnight Madness,1471887.45,545,2700.71,536.86,4995.53
Loyal Customer,Manager,Mystery Discount Days,1409829.63,506,2786.22,506.69,4990.54
Loyal Customer,Manager,New Arrival Showcase,1486251.86,525,2830.96,511.56,4996.94
Loyal Customer,Manager,New Product Launch Promo,1420377.57,508,2796.02,512.05,4998.56
Loyal Customer,Manager,Shop & Save Spectacular,1448253.46,514,2817.61,507.87,4997.54
Loyal Customer,Manager,Spring Refresh Event,1416943.52,505,2805.83,509.43,4997.36
Loyal Customer,Manager,Summer Sizzle Promo,1452524.99,511,2842.51,504.80,4987.70
Loyal Customer,Manager,Ultimate Value Event,1365030.71,503,2713.78,501.61,4999.80
Loyal Customer,Manager,VIP Access Sale,1427607.79,509,2804.73,508.66,4994.22
Loyal Customer,Manager,Winter Wonders Sale,1378882.31,512,2693.13,502.50,4993.15
Loyal Customer,Sales Associate,12 Days of Deals,1448996.52,533,2718.57,512.19,4998.04
Loyal Customer,Sales Associate,Autumn Deals Drive,1479517.63,541,2734.78,522.24,4992.02
Loyal Customer,Sales Associate,BOGO Blitz,1346848.22,501,2688.32,511.61,4998.71
Loyal Customer,Sales Associate,Back to School Boost,1357113.24,518,2619.91,519.59,4971.31
Loyal Customer,Sales Associate,Birthday Bash Sale,1406289.40,502,2801.37,500.58,4998.00
Loyal Customer,Sales Associate,Black Friday Blowout,1360218.31,500,2720.44,550.90,4999.69
Loyal Customer,Sales Associate,Cashback Carnival,1425922.85,522,2731.65,504.12,4990.25
Loyal Customer,Sales Associate,Clearance Countdown,1543343.07,557,2770.81,513.98,4990.06
Loyal Customer,Sales Associate,Countdown to Savings,1516137.82,539,2812.87,508.05,4999.16
Loyal Customer,Sales Associate,Customer Appreciation Week,1419201.36,518,2739.77,508.42,4997.65
Loyal Customer,Sales Associate,Cyber Monday Mania,1471983.62,529,2782.58,504.57,4984.72
Loyal Customer,Sales Associate,Deal of the Month,1472711.08,532,2768.25,500.38,4991.67
Loyal Customer,Sales Associate,Double Points Bonanza,1565293.31,566,2765.54,506.41,4998.97
Loyal Customer,Sales Associate,Early Bird Specials,1463164.08,519,2819.20,503.37,4997.79
Loyal Customer,Sales Associate,End of Season Sale,1428264.18,514,2778.72,504.34,4983.79
Loyal Customer,Sales Associate,Exclusive Insider Offers,1567255.51,575,2725.66,503.34,4998.93
Loyal Customer,Sales Associate,Festive Fever Promo,1439765.21,518,2779.47,506.65,4991.54
Loyal Customer,Sales Associate,Final Call Frenzy,1386137.10,507,2734.00,504.31,4980.69
Loyal Customer,Sales Associate,Flash Frenzy Friday,1393690.37,516,2700.95,509.18,4989.81
Loyal Customer,Sales Associate,"Gift More, Spend Less",1440087.39,513,2807.19,506.16,4997.34
Loyal Customer,Sales Associate,Golden Hour Bargains,1525522.16,540,2825.04,501.59,4990.85
Loyal Customer,Sales Associate,Green Weekend Deals,1377914.38,515,2675.56,503.85,4994.05
Loyal Customer,Sales Associate,Happy Hour Discounts,1390727.41,511,2721.58,501.29,4996.65
Loyal Customer,Sales Associate,Holiday Shopping Rush,1518106.03,538,2821.76,500.68,4992.01
Loyal Customer,Sales Associate,Hot Picks Promo,1470716.63,548,2683.79,510.77,4997.12
Loyal Customer,Sales Associate,Instant Gratification Sale,1552308.81,554,2802.00,501.41,4987.32
Loyal Customer,Sales Associate,Limited Time Treasures,1487770.52,537,2770.52,529.45,4999.73
Loyal Customer,Sales Associate,Loyalty Rewards Blast,1439580.51,519,2773.76,504.89,4985.68
Loyal Customer,Sales Associate,Mega Weekend Bonanza,1401035.42,507,2763.38,531.18,4995.44
Loyal Customer,Sales Associate,Mid-Year Madness,1513855.65,529,2861.73,504.23,4994.31
Loyal Customer,Sales Associate,Midnight Madness,1497325.55,525,2852.05,503.86,4995.25
Loyal Customer,Sales Associate,Mystery Discount Days,1457733.58,533,2734.96,525.60,4999.85
Loyal Customer,Sales Associate,New Arrival Showcase,1531609.63,547,2800.02,512.30,4998.09
Loyal Customer,Sales Associate,New Product Launch Promo,1503120.48,543,2768.18,507.93,4997.47
Loyal Customer,Sales Associate,New Year Kickoff,1372445.00,526,2609.21,504.68,4994.72
Loyal Customer,Sales Associate,Price Drop Parade,1406317.44,533,2638.49,505.17,4998.12
Loyal Customer,Sales Associate,Red Tag Clearance,1412931.42,509,2775.90,514.32,4990.32
Loyal Customer,Sales Associate,Seasonal Surprise Box,1380945.23,513,2691.90,511.24,4998.58
Loyal Customer,Sales Associate,Shop & Save Spectacular,1472357.39,510,2886.98,500.18,4996.07
Loyal Customer,Sales Associate,Smart Shopper Week,1454808.18,533,2729.47,511.85,4998.20
Loyal Customer,Sales Associate,Spring Refresh Event,1418310.84,520,2727.52,513.21,4995.73
Loyal Customer,Sales Associate,Spring Splash Discounts,1443286.91,526,2743.89,506.84,4992.00
Loyal Customer,Sales Associate,Summer Sizzle Promo,1529549.17,550,2781.00,506.96,4982.47
Loyal Customer,Sales Associate,Super Savings Week,1595205.16,559,2853.68,513.38,4998.75
Loyal Customer,Sales Associate,Ultimate Value Event,1423703.84,510,2791.58,501.69,4990.67
Loyal Customer,Sales Associate,Weekend Warrior Specials,1486970.79,533,2789.81,504.05,4993.77
Loyal Customer,Sales Associate,Winter Clearance Carnival,1541144.46,547,2817.45,509.43,4996.11
Loyal Customer,Sales Associate,Winter Wonders Sale,1353798.95,512,2644.14,501.94,4965.24
Loyal Customer,Salesperson,Autumn Deals Drive,1411203.21,525,2688.01,500.76,4997.04
Loyal Customer,Salesperson,BOGO Blitz,1381609.11,513,2693.20,508.28,4998.67
Loyal Customer,Salesperson,Back to School Boost,1412814.49,520,2716.95,522.55,4973.63
Loyal Customer,Salesperson,Birthday Bash Sale,1500317.30,523,2868.68,502.19,4998.56
Loyal Customer,Salesperson,Cart Crasher Campaign,1449243.26,528,2744.78,510.35,4986.87
Loyal Customer,Salesperson,Clearance Countdown,1594528.93,557,2862.71,527.22,4979.48
Loyal Customer,Salesperson,Countdown to Savings,1375936.31,502,2740.91,509.66,4968.95
Loyal Customer,Salesperson,Customer Appreciation Week,1519961.05,550,2763.57,533.46,4994.15
Loyal Customer,Salesperson,Cyber Monday Mania,1595581.35,577,2765.31,504.82,4999.50
Loyal Customer,Salesperson,Deal of the Month,1439382.08,529,2720.95,503.70,4997.12
Loyal Customer,Salesperson,Early Bird Specials,1384458.18,510,2714.62,507.63,4986.96
Loyal Customer,Salesperson,Exclusive Insider Offers,1466073.34,527,2781.92,520.02,4997.09
Loyal Customer,Salesperson,Festive Fever Promo,1440442.89,543,2652.75,502.80,4986.51
Loyal Customer,Salesperson,Final Call Frenzy,1483739.39,539,2752.76,503.00,4992.74
Loyal Customer,Salesperson,"Gift More, Spend Less",1379240.13,523,2637.17,501.94,4993.14
Loyal Customer,Salesperson,Golden Hour Bargains,1473891.10,519,2839.87,504.46,4993.31
Loyal Customer,Salesperson,Green Weekend Deals,1475175.26,525,2809.86,503.53,4997.02
Loyal Customer,Salesperson,Happy Hour Discounts,1372118.11,505,2717.07,516.34,4971.80
Loyal Customer,Salesperson,Hot Picks Promo,1497391.58,524,2857.62,505.53,4978.45
Loyal Customer,Salesperson,Loyalty Rewards Blast,1484781.27,530,2801.47,502.78,4993.48
Loyal Customer,Salesperson,Mega Weekend Bonanza,1513444.59,528,2866.37,504.97,4995.11
Loyal Customer,Salesperson,Mid-Year Madness,1404034.86,521,2694.88,509.20,4995.47
Loyal Customer,Salesperson,Midnight Madness,1459835.40,538,2713.45,500.50,4999.83
Loyal Customer,Salesperson,New Arrival Showcase,1381567.24,517,2672.28,502.12,4993.53
Loyal Customer,Salesperson,New Product Launch Promo,1384077.63,509,2719.21,509.55,4978.88
Loyal Customer,Salesperson,New Year Kickoff,1470551.35,539,2728.30,540.21,4944.73
Loyal Customer,Salesperson,Price Drop Parade,1455539.18,520,2799.11,511.87,4999.50
Loyal Customer,Salesperson,Red Tag Clearance,1389247.47,506,2745.55,502.12,4997.86
Loyal Customer,Salesperson,Shop & Save Spectacular,1477256.87,534,2766.40,502.74,4986.30
Loyal Customer,Salesperson,Smart Shopper Week,1415251.53,518,2732.15,544.34,4969.55
Loyal Customer,Salesperson,Spring Refresh Event,1493959.89,532,2808.20,511.23,4998.88
Loyal Customer,Salesperson,Spring Splash Discounts,1533750.94,546,2809.07,519.32,4998.87
Loyal Customer,Salesperson,Summer Sizzle Promo,1510871.41,539,2803.10,508.47,4977.21
Loyal Customer,Salesperson,Super Savings Week,1437706.89,520,2764.82,510.14,4990.35
Loyal Customer,Salesperson,Ultimate Value Event,1446388.26,517,2797.66,503.10,4970.94
Loyal Customer,Salesperson,VIP Access Sale,1542440.80,551,2799.35,507.72,4999.97
Loyal Customer,Salesperson,Weekend Warrior Specials,1548819.12,551,2810.92,530.97,4999.43
Loyal Customer,Salesperson,Winter Clearance Carnival,1492323.09,539,2768.69,503.87,4991.69
Loyal Customer,Salesperson,Winter Wonders Sale,1487767.91,539,2760.24,500.27,4998.39
Occasional Shopper,Manager,Autumn Deals Drive,1355537.17,508,2668.38,500.33,4999.75
Occasional Shopper,Manager,BOGO Blitz,1360724.02,510,2668.09,535.51,4997.06
Occasional Shopper,Manager,Back to School Boost,1339649.64,500,2679.30,505.89,4985.54
Occasional Shopper,Manager,Black Friday Blowout,1371912.55,514,2669.09,506.66,4996.79
Occasional Shopper,Manager,Cart Crasher Campaign,1413154.76,533,2651.32,509.00,4956.43
Occasional Shopper,Manager,Cashback Carnival,1478546.37,539,2743.13,504.64,4993.29
Occasional Shopper,Manager,Customer Appreciation Week,1523090.42,530,2873.76,531.59,4997.34
Occasional Shopper,Manager,Cyber Monday Mania,1385424.37,505,2743.41,502.61,4999.05
Occasional Shopper,Manager,Deal of the Month,1358893.33,503,2701.58,509.93,4974.48
Occasional Shopper,Manager,Early Bird Specials,1328799.76,502,2647.01,500.89,4995.57
Occasional Shopper,Manager,End of Season Sale,1437216.98,532,2701.54,506.38,4992.97
Occasional Shopper,Manager,Flash Frenzy Friday,1395621.13,514,2715.22,505.72,4987.91
Occasional Shopper,Manager,"Gift More, Spend Less",1392178.03,507,2745.91,513.65,4969.21
Occasional Shopper,Manager,Golden Hour Bargains,1502050.46,531,2828.72,519.85,4999.31
Occasional Shopper,Manager,Green Weekend Deals,1401142.92,506,2769.06,505.65,4997.45
Occasional Shopper,Manager,Instant Gratification Sale,1444030.81,531,2719.46,507.03,4985.75
Occasional Shopper,Manager,Limited Time Treasures,1403989.87,519,2705.18,505.55,4983.32
Occasional Shopper,Manager,Loyalty Rewards Blast,1389916.31,501,2774.28,505.77,4967.54
Occasional Shopper,Manager,Mega Weekend Bonanza,1497086.19,542,2762.15,503.69,4973.58
Occasional Shopper,Manager,Mid-Year Madness,1493456.48,534,2796.73,517.53,4996.93
Occasional Shopper,Manager,New Arrival Showcase,1418552.50,534,2656.47,517.92,4997.96
Occasional Shopper,Manager,New Product Launch Promo,1458888.93,535,2726.90,503.65,4998.84
Occasional Shopper,Manager,New Year Kickoff,1436348.65,512,2805.37,528.09,4996.56
Occasional Shopper,Manager,Red Tag Clearance,1464559.90,510,2871.69,512.99,4995.28
Occasional Shopper,Manager,Seasonal Surprise Box,1357499.90,509,2666.99,500.56,4994.59
Occasional Shopper,Manager,Shop & Save Spectacular,1522767.59,541,2814.73,503.87,4981.91
Occasional Shopper,Manager,Spring Splash Discounts,1422466.25,525,2709.46,504.61,4993.32
Occasional Shopper,Manager,Super Savings Week,1402246.13,515,2722.81,500.28,4983.91
Occasional Shopper,Manager,VIP Access Sale,1506679.61,532,2832.10,546.86,4998.87
Occasional Shopper,Manager,Winter Wonders Sale,1367445.25,500,2734.89,507.20,4989.20
Occasional Shopper,Sales Associate,12 Days of Deals,1441654.67,525,2746.01,515.25,4979.95
Occasional Shopper,Sales Associate,Autumn Deals Drive,1546027.41,572,2702.85,536.74,4993.48
Occasional Shopper,Sales Associate,BOGO Blitz,1446898.84,522,2771.84,508.21,4972.69
Occasional Shopper,Sales Associate,Back to School Boost,1456613.82,532,2738.00,506.56,4986.61
Occasional Shopper,Sales Associate,Birthday Bash Sale,1497557.76,548,2732.77,501.84,4994.15
Occasional Shopper,Sales Associate,Black Friday Blowout,1497140.24,543,2757.16,513.30,4998.22
Occasional Shopper,Sales Associate,Cart Crasher Campaign,1491837.29,538,2772.93,503.17,4998.18
Occasional Shopper,Sales Associate,Cashback Carnival,1494415.74,540,2767.44,500.39,4994.18
Occasional Shopper,Sales Associate,Clearance Countdown,1537943.25,562,2736.55,501.49,4992.47
Occasional Shopper,Sales Associate,Countdown to Savings,1457427.86,517,2819.01,520.57,4994.99
Occasional Shopper,Sales Associate,Customer Appreciation Week,1505669.18,535,2814.33,507.61,4990.33
Occasional Shopper,Sales Associate,Deal of the Month,1528303.28,553,2763.66,503.87,4997.93
Occasional Shopper,Sales Associate,Double Points Bonanza,1465350.25,534,2744.10,514.98,4967.38
Occasional Shopper,Sales Associate,Early Bird Specials,1398433.15,514,2720.69,519.87,4996.45
Occasional Shopper,Sales Associate,End of Season Sale,1499341.65,536,2797.28,501.39,4998.09
Occasional Shopper,Sales Associate,Exclusive Insider Offers,1513095.56,551,2746.09,501.94,4998.02
Occasional Shopper,Sales Associate,Festive Fever Promo,1443300.82,515,2802.53,511.83,4996.22
Occasional Shopper,Sales Associate,Final Call Frenzy,1497132.96,541,2767.34,501.74,4996.83
Occasional Shopper,Sales Associate,Flash Frenzy Friday,1569251.90,559,2807.25,508.18,4997.67
Occasional Shopper,Sales Associate,"Gift More, Spend Less",1501833.19,554,2710.89,505.11,4973.12
Occasional Shopper,Sales Associate,Golden Hour Bargains,1472444.56,529,2783.45,518.50,4983.47
Occasional Shopper,Sales Associate,Green Weekend Deals,1480494.11,545,2716.50,504.95,4996.09
Occasional Shopper,Sales Associate,Happy Hour Discounts,1446243.08,531,2723.62,501.89,4995.33
Occasional Shopper,Sales Associate,Holiday Shopping Rush,1424061.28,512,2781.37,511.70,4987.85
Occasional Shopper,Sales Associate,Instant Gratification Sale,1426193.25,513,2780.10,517.51,4998.19
Occasional Shopper,Sales Associate,Limited Time Treasures,1600617.16,564,2837.97,516.28,4986.24
Occasional Shopper,Sales Associate,Loyalty Rewards Blast,1437527.64,513,2802.20,515.85,4979.62
Occasional Shopper,Sales Associate,Mid-Year Madness,1446458.65,543,2663.83,512.74,4983.50
Occasional Shopper,Sales Associate,Midnight Madness,1502354.31,541,2777.00,501.59,4987.14
Occasional Shopper,Sales Associate,Mystery Discount Days,1461390.00,547,2671.65,506.37,4994.20
Occasional Shopper,Sales Associate,New Arrival Showcase,1501726.72,539,2786.13,521.56,4988.35
Occasional Shopper,Sales Associate,New Product Launch Promo,1442959.80,516,2796.43,519.16,4989.97
Occasional Shopper,Sales Associate,New Year Kickoff,1520027.85,544,2794.17,503.74,4999.63
Occasional Shopper,Sales Associate,Price Drop Parade,1476445.37,531,2780.50,521.09,4985.41
Occasional Shopper,Sales Associate,Red Tag Clearance,1553833.12,549,2830.30,504.14,4989.66
Occasional Shopper,Sales Associate,Seasonal Surprise Box,1588056.77,560,2835.82,502.27,4984.81
Occasional Shopper,Sales Associate,Shop & Save Spectacular,1449659.80,519,2793.18,507.72,4986.55
Occasional Shopper,Sales Associate,Smart Shopper Week,1486601.84,538,2763.20,501.31,4988.05
Occasional Shopper,Sales Associate,Spring Refresh Event,1496248.29,549,2725.41,503.69,4991.30
Occasional Shopper,Sales Associate,Spring Splash Discounts,1514311.35,555,2728.49,525.62,4999.44
Occasional Shopper,Sales Associate,Summer Sizzle Promo,1482959.71,544,2726.03,504.99,4998.50
Occasional Shopper,Sales Associate,Ultimate Value Event,1474401.27,530,2781.89,502.59,4997.53
Occasional Shopper,Sales Associate,VIP Access Sale,1493735.58,531,2813.06,506.30,4995.20
Occasional Shopper,Sales Associate,Weekend Warrior Specials,1525206.37,561,2718.73,533.47,4986.14
Occasional Shopper,Sales Associate,Winter Clearance Carnival,1453016.32,533,2726.11,501.25,4988.00
Occasional Shopper,Salesperson,12 Days of Deals,1441616.04,535,2694.61,505.19,4974.60
Occasional Shopper,Salesperson,Autumn Deals Drive,1469115.37,514,2858.20,518.79,4997.95
Occasional Shopper,Salesperson,BOGO Blitz,1479742.57,530,2791.97,515.56,4993.38
Occasional Shopper,Salesperson,Back to School Boost,1405974.90,508,2767.67,500.09,4966.99
Occasional Shopper,Salesperson,Black Friday Blowout,1402625.20,522,2687.02,507.45,4999.65
Occasional Shopper,Salesperson,Cart Crasher Campaign,1428448.83,526,2715.68,504.51,4993.76
Occasional Shopper,Salesperson,Cashback Carnival,1428633.42,535,2670.34,500.92,4992.74
Occasional Shopper,Salesperson,Clearance Countdown,1400005.88,510,2745.11,519.11,4992.48
Occasional Shopper,Salesperson,Countdown to Savings,1452486.29,542,2679.86,500.91,4998.03
Occasional Shopper,Salesperson,Customer Appreciation Week,1386151.06,525,2640.29,510.90,4997.51
Occasional Shopper,Salesperson,Cyber Monday Mania,1559700.06,562,2775.27,520.22,4996.97
Occasional Shopper,Salesperson,Deal of the Month,1361792.53,505,2696.62,516.92,4992.33
Occasional Shopper,Salesperson,Double Points Bonanza,1444948.54,526,2747.05,516.41,4996.75
Occasional Shopper,Salesperson,Early Bird Specials,1423194.56,520,2736.91,503.43,4999.19
Occasional Shopper,Salesperson,End of Season Sale,1423975.85,513,2775.78,501.62,4974.50
Occasional Shopper,Salesperson,Exclusive Insider Offers,1449681.05,530,2735.25,511.16,4998.46
Occasional Shopper,Salesperson,Festive Fever Promo,1413773.24,536,2637.64,520.98,4995.38
Occasional Shopper,Salesperson,Final Call Frenzy,1374404.82,504,2726.99,506.19,4995.70
Occasional Shopper,Salesperson,Flash Frenzy Friday,1372023.12,508,2700.83,513.38,4995.14
Occasional Shopper,Salesperson,"Gift More, Spend Less",1390161.76,502,2769.25,504.23,4994.22
Occasional Shopper,Salesperson,Golden Hour Bargains,1418196.91,529,2680.90,500.66,4996.32
Occasional Shopper,Salesperson,Happy Hour Discounts,1424411.13,529,2692.65,501.14,4993.63
Occasional Shopper,Salesperson,Holiday Shopping Rush,1470794.60,543,2708.65,508.35,4999.06
Occasional Shopper,Salesperson,Hot Picks Promo,1350475.08,500,2700.95,502.01,4994.65
Occasional Shopper,Salesperson,Instant Gratification Sale,1395688.65,522,2673.73,500.41,4973.77
Occasional Shopper,Salesperson,Limited Time Treasures,1408948.59,517,2725.24,512.85,4996.93
Occasional Shopper,Salesperson,Loyalty Rewards Blast,1419518.27,506,2805.37,501.42,4989.94
Occasional Shopper,Salesperson,Mega Weekend Bonanza,1379386.79,502,2747.78,513.44,4988.26
Occasional Shopper,Salesperson,Mid-Year Madness,1549379.30,552,2806.85,511.63,4987.28
Occasional Shopper,Salesperson,Mystery Discount Days,1416507.75,514,2755.85,509.78,4989.07
Occasional Shopper,Salesperson,New Arrival Showcase,1428792.14,525,2721.51,508.18,4993.66
Occasional Shopper,Salesperson,New Product Launch Promo,1417252.75,518,2736.01,508.28,4971.54
Occasional Shopper,Salesperson,New Year Kickoff,1509974.18,518,2915.01,534.39,4997.66
Occasional Shopper,Salesperson,Price Drop Parade,1490614.03,535,2786.19,506.80,4993.49
Occasional Shopper,Salesperson,Seasonal Surprise Box,1476419.83,509,2900.63,501.08,4995.48
Occasional Shopper,Salesperson,Shop & Save Spectacular,1446036.25,507,2852.14,510.86,4995.89
Occasional Shopper,Salesperson,Smart Shopper Week,1497898.71,541,2768.76,517.94,4979.57
Occasional Shopper,Salesperson,Spring Refresh Event,1485718.27,516,2879.30,505.59,4982.97
Occasional Shopper,Salesperson,Summer Sizzle Promo,1463834.32,536,2731.03,510.41,4988.83
Occasional Shopper,Salesperson,Super Savings Week,1433712.34,520,2757.14,512.81,4996.91
Occasional Shopper,Salesperson,VIP Access Sale,1464465.88,532,2752.76,500.69,4999.48
Occasional Shopper,Salesperson,Winter Wonders Sale,1526807.86,539,2832.67,504.46,4995.52
Online Shopper,Manager,12 Days of Deals,1387341.15,515,2693.87,509.06,4994.90
Online Shopper,Manager,Autumn Deals Drive,1429318.05,520,2748.69,502.62,4988.82
Online Shopper,Manager,BOGO Blitz,1398082.06,502,2785.02,505.47,4996.52
Online Shopper,Manager,Black Friday Blowout,1403347.93,515,2724.95,503.07,4982.21
Online Shopper,Manager,Cart Crasher Campaign,1439641.46,502,2867.81,511.77,4992.17
Online Shopper,Manager,Clearance Countdown,1419937.52,514,2762.52,519.76,4996.82
Online Shopper,Manager,Countdown to Savings,1525265.35,534,2856.30,501.71,4989.47
Online Shopper,Manager,Cyber Monday Mania,1394345.87,506,2755.62,518.12,4998.53
Online Shopper,Manager,Deal of the Month,1379774.43,518,2663.66,503.34,4986.31
Online Shopper,Manager,Double Points Bonanza,1454744.02,522,2786.87,521.21,4988.60
Online Shopper,Manager,Early Bird Specials,1372871.43,519,2645.22,501.54,4996.32
Online Shopper,Manager,End of Season Sale,1355524.85,501,2705.64,521.45,4973.24
Online Shopper,Manager,Exclusive Insider Offers,1429380.67,515,2775.50,503.43,4999.97
Online Shopper,Manager,Final Call Frenzy,1545353.14,535,2888.51,504.53,4992.32
Online Shopper,Manager,"Gift More, Spend Less",1382170.93,503,2747.85,505.29,4992.10
Online Shopper,Manager,Happy Hour Discounts,1392454.76,500,2784.91,510.62,4980.92
Online Shopper,Manager,Hot Picks Promo,1431464.27,521,2747.53,520.60,4982.12
Online Shopper,Manager,Instant Gratification Sale,1365176.19,502,2719.47,503.33,4992.46
Online Shopper,Manager,Limited Time Treasures,1454613.24,528,2754.95,511.01,4987.04
Online Shopper,Manager,Loyalty Rewards Blast,1329364.48,503,2642.87,501.89,4986.34
Online Shopper,Manager,Mega Weekend Bonanza,1440093.69,521,2764.10,509.28,4976.49
Online Shopper,Manager,Mid-Year Madness,1390622.48,506,2748.27,510.03,4986.89
Online Shopper,Manager,Midnight Madness,1375596.68,500,2751.19,508.69,4994.74
Online Shopper,Manager,New Arrival Showcase,1519920.48,547,2778.65,503.73,4991.21
Online Shopper,Manager,New Product Launch Promo,1440287.15,525,2743.40,502.89,4973.45
Online Shopper,Manager,New Year Kickoff,1378360.05,510,2702.67,500.12,4984.10
Online Shopper,Manager,Price Drop Parade,1354749.68,503,2693.34,505.80,4991.24
Online Shopper,Manager,Red Tag Clearance,1450239.21,522,2778.24,501.14,4987.71
Online Shopper,Manager,Seasonal Surprise Box,1321800.35,500,2643.60,506.76,4974.70
Online Shopper,Manager,Shop & Save Spectacular,1460580.44,526,2776.77,510.47,4994.26
Online Shopper,Manager,Smart Shopper Week,1440918.06,525,2744.61,503.02,4996.33
Online Shopper,Manager,Spring Refresh Event,1436497.31,504,2850.19,505.62,4995.87
Online Shopper,Manager,Spring Splash Discounts,1424380.04,501,2843.07,515.99,4998.77
Online Shopper,Manager,Summer Sizzle Promo,1454869.76,518,2808.63,507.24,4998.67
Online Shopper,Manager,Super Savings Week,1568644.59,546,2872.98,505.59,4996.22
Online Shopper,Manager,Ultimate Value Event,1571663.72,558,2816.60,509.98,4998.93
Online Shopper,Manager,Winter Clearance Carnival,1400088.69,501,2794.59,502.18,4965.55
