customer_segment,store_type,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
In-Store Regular,Supermarkets ,Sales Associate,Cashback Carnival,555803.46,216,2573.16,503.09,4962.48
In-Store Regular,Supermarkets ,Sales Associate,Clearance Countdown,514187.18,190,2706.25,519.06,4911.03
In-Store Regular,Supermarkets ,Sales Associate,Countdown to Savings,434206.04,175,2481.18,528.34,4972.76
In-Store Regular,Supermarkets ,Sales Associate,Customer Appreciation Week,503288.07,192,2621.29,506.67,4882.36
In-Store Regular,Supermarkets ,Sales Associate,Cyber Monday Mania,514369.04,186,2765.42,524.42,4974.84
In-Store Regular,Supermarkets ,Sales Associate,Deal of the Month,485337.72,176,2757.60,587.81,4999.17
In-Store Regular,Supermarkets ,Sales Associate,Double Points Bonanza,432957.45,168,2577.13,503.76,4960.97
In-Store Regular,Supermarkets ,Sales Associate,Early Bird Specials,479162.91,170,2818.61,513.51,4974.64
In-Store Regular,Supermarkets ,Sales Associate,End of Season Sale,489175.99,174,2811.36,507.40,4997.96
In-Store Regular,Supermarkets ,Sales Associate,Exclusive Insider Offers,493592.73,178,2772.99,514.36,4991.51
In-Store Regular,Supermarkets ,Sales Associate,Festive Fever Promo,578579.08,207,2795.07,530.79,4990.63
In-Store Regular,Supermarkets ,Sales Associate,Final Call Frenzy,481836.15,181,2662.08,511.69,4999.33
In-Store Regular,Supermarkets ,Sales Associate,Flash Frenzy Friday,470725.34,180,2615.14,536.36,4943.31
In-Store Regular,Supermarkets ,Sales Associate,"Gift More, Spend Less",627196.90,218,2877.05,545.00,4994.74
In-Store Regular,Supermarkets ,Sales Associate,Golden Hour Bargains,508750.93,184,2764.95,588.49,4977.35
In-Store Regular,Supermarkets ,Sales Associate,Green Weekend Deals,517186.99,185,2795.61,517.75,4990.50
In-Store Regular,Supermarkets ,Sales Associate,Happy Hour Discounts,525308.90,180,2918.38,556.16,4975.00
In-Store Regular,Supermarkets ,Sales Associate,Holiday Shopping Rush,435015.81,167,2604.89,517.58,4972.40
In-Store Regular,Supermarkets ,Sales Associate,Hot Picks Promo,505891.32,178,2842.09,523.30,4973.23
In-Store Regular,Supermarkets ,Sales Associate,Instant Gratification Sale,435151.07,157,2771.66,515.65,4987.13
In-Store Regular,Supermarkets ,Sales Associate,Limited Time Treasures,433180.10,173,2503.93,531.60,4948.36
In-Store Regular,Supermarkets ,Sales Associate,Loyalty Rewards Blast,507390.57,188,2698.89,504.51,4973.37
In-Store Regular,Supermarkets ,Sales Associate,Mega Weekend Bonanza,462606.11,183,2527.90,532.98,4979.09
In-Store Regular,Supermarkets ,Sales Associate,Mid-Year Madness,547436.60,197,2778.87,506.56,4964.94
In-Store Regular,Supermarkets ,Sales Associate,Midnight Madness,476131.85,165,2885.65,531.02,4992.08
In-Store Regular,Supermarkets ,Sales Associate,Mystery Discount Days,593991.97,205,2897.52,516.74,4974.69
In-Store Regular,Supermarkets ,Sales Associate,New Arrival Showcase,547079.81,193,2834.61,525.36,4986.26
In-Store Regular,Supermarkets ,Sales Associate,New Product Launch Promo,551596.68,199,2771.84,521.20,4940.22
In-Store Regular,Supermarkets ,Sales Associate,New Year Kickoff,517941.64,190,2726.01,530.30,4979.80
In-Store Regular,Supermarkets ,Sales Associate,Price Drop Parade,476323.32,170,2801.90,524.69,4983.20
In-Store Regular,Supermarkets ,Sales Associate,Red Tag Clearance,491192.99,183,2684.11,504.22,4989.80
In-Store Regular,Supermarkets ,Sales Associate,Seasonal Surprise Box,478631.69,175,2735.04,512.12,4925.79
In-Store Regular,Supermarkets ,Sales Associate,Shop & Save Spectacular,413328.51,161,2567.26,503.16,4946.78
In-Store Regular,Supermarkets ,Sales Associate,Smart Shopper Week,461104.63,167,2761.11,546.65,4978.52
In-Store Regular,Supermarkets ,Sales Associate,Spring Refresh Event,472161.55,171,2761.18,519.15,4989.36
In-Store Regular,Supermarkets ,Sales Associate,Spring Splash Discounts,542380.65,190,2854.64,507.73,4973.03
In-Store Regular,Supermarkets ,Sales Associate,Summer Sizzle Promo,490025.39,184,2663.18,502.32,4960.98
In-Store Regular,Supermarkets ,Sales Associate,Super Savings Week,479211.75,166,2886.82,513.58,4985.76
In-Store Regular,Supermarkets ,Sales Associate,Ultimate Value Event,619266.77,221,2802.11,506.12,4985.05
In-Store Regular,Supermarkets ,Sales Associate,VIP Access Sale,468484.40,177,2646.80,508.01,4924.71
In-Store Regular,Supermarkets ,Sales Associate,Weekend Warrior Specials,417136.91,151,2762.50,514.84,4996.77
In-Store Regular,Supermarkets ,Sales Associate,Winter Clearance Carnival,538949.34,203,2654.92,511.24,4998.82
In-Store Regular,Supermarkets ,Sales Associate,Winter Wonders Sale,512359.31,185,2769.51,523.86,4981.12
In-Store Regular,Supermarkets ,Salesperson,12 Days of Deals,490764.31,169,2903.93,503.94,4931.09
In-Store Regular,Supermarkets ,Salesperson,Autumn Deals Drive,478891.43,193,2481.30,518.66,4952.45
In-Store Regular,Supermarkets ,Salesperson,BOGO Blitz,464997.48,159,2924.51,504.57,4998.29
In-Store Regular,Supermarkets ,Salesperson,Back to School Boost,483083.61,176,2744.79,509.93,4970.12
In-Store Regular,Supermarkets ,Salesperson,Birthday Bash Sale,466890.80,176,2652.79,507.54,4991.13
In-Store Regular,Supermarkets ,Salesperson,Black Friday Blowout,581027.40,200,2905.14,529.05,4993.62
In-Store Regular,Supermarkets ,Salesperson,Cart Crasher Campaign,537007.80,194,2768.08,555.42,4967.40
In-Store Regular,Supermarkets ,Salesperson,Cashback Carnival,442024.11,156,2833.49,529.28,4958.44
In-Store Regular,Supermarkets ,Salesperson,Clearance Countdown,477817.78,184,2596.84,513.24,4947.82
In-Store Regular,Supermarkets ,Salesperson,Countdown to Savings,445115.46,171,2603.01,521.96,4997.94
In-Store Regular,Supermarkets ,Salesperson,Customer Appreciation Week,482933.32,178,2713.11,527.58,4972.20
In-Store Regular,Supermarkets ,Salesperson,Cyber Monday Mania,461775.01,173,2669.22,519.85,4990.14
In-Store Regular,Supermarkets ,Salesperson,Deal of the Month,498396.79,177,2815.80,518.07,4999.89
In-Store Regular,Supermarkets ,Salesperson,Double Points Bonanza,463768.41,180,2576.49,510.59,4989.49
In-Store Regular,Supermarkets ,Salesperson,Early Bird Specials,526519.73,197,2672.69,506.38,4974.86
In-Store Regular,Supermarkets ,Salesperson,End of Season Sale,471699.21,168,2807.73,516.93,4987.37
In-Store Regular,Supermarkets ,Salesperson,Exclusive Insider Offers,468816.95,173,2709.92,517.90,4990.23
In-Store Regular,Supermarkets ,Salesperson,Festive Fever Promo,474779.38,181,2623.09,518.22,4966.13
In-Store Regular,Supermarkets ,Salesperson,Final Call Frenzy,482950.38,182,2653.57,515.42,4973.35
In-Store Regular,Supermarkets ,Salesperson,Flash Frenzy Friday,439625.46,164,2680.64,528.03,4982.34
In-Store Regular,Supermarkets ,Salesperson,"Gift More, Spend Less",421924.25,161,2620.65,547.42,4989.04
In-Store Regular,Supermarkets ,Salesperson,Golden Hour Bargains,393361.39,146,2694.26,500.16,4991.19
In-Store Regular,Supermarkets ,Salesperson,Green Weekend Deals,440532.53,165,2669.89,559.82,4941.35
In-Store Regular,Supermarkets ,Salesperson,Happy Hour Discounts,470828.10,183,2572.83,510.31,4990.56
In-Store Regular,Supermarkets ,Salesperson,Holiday Shopping Rush,514177.44,190,2706.20,526.76,4999.33
In-Store Regular,Supermarkets ,Salesperson,Hot Picks Promo,448502.12,152,2950.67,520.73,4981.84
In-Store Regular,Supermarkets ,Salesperson,Instant Gratification Sale,539406.22,194,2780.44,503.70,4999.70
In-Store Regular,Supermarkets ,Salesperson,Limited Time Treasures,490853.37,186,2639.00,510.86,4975.18
In-Store Regular,Supermarkets ,Salesperson,Loyalty Rewards Blast,509588.07,181,2815.40,545.68,4968.09
In-Store Regular,Supermarkets ,Salesperson,Mega Weekend Bonanza,509891.18,180,2832.73,507.71,4957.61
In-Store Regular,Supermarkets ,Salesperson,Mid-Year Madness,421816.53,152,2775.11,590.57,4990.14
In-Store Regular,Supermarkets ,Salesperson,Midnight Madness,513543.54,180,2853.02,546.44,4969.11
In-Store Regular,Supermarkets ,Salesperson,Mystery Discount Days,508439.59,187,2718.93,513.37,4954.34
In-Store Regular,Supermarkets ,Salesperson,New Arrival Showcase,422361.00,159,2656.36,552.32,4985.56
In-Store Regular,Supermarkets ,Salesperson,New Product Launch Promo,486795.24,180,2704.42,522.06,4996.63
In-Store Regular,Supermarkets ,Salesperson,New Year Kickoff,506521.14,183,2767.88,513.17,4946.00
In-Store Regular,Supermarkets ,Salesperson,Price Drop Parade,486132.75,186,2613.62,503.25,4887.68
In-Store Regular,Supermarkets ,Salesperson,Red Tag Clearance,470426.66,165,2851.07,524.81,4995.93
In-Store Regular,Supermarkets ,Salesperson,Seasonal Surprise Box,502743.91,192,2618.46,529.84,4986.23
In-Store Regular,Supermarkets ,Salesperson,Shop & Save Spectacular,542235.85,194,2795.03,516.28,4990.57
In-Store Regular,Supermarkets ,Salesperson,Smart Shopper Week,448513.44,162,2768.60,527.72,4987.83
In-Store Regular,Supermarkets ,Salesperson,Spring Refresh Event,527255.20,194,2717.81,508.56,4981.20
In-Store Regular,Supermarkets ,Salesperson,Spring Splash Discounts,495376.77,167,2966.33,501.80,4973.04
In-Store Regular,Supermarkets ,Salesperson,Summer Sizzle Promo,509789.75,176,2896.53,531.30,4935.81
In-Store Regular,Supermarkets ,Salesperson,Super Savings Week,534577.36,189,2828.45,523.91,4910.09
In-Store Regular,Supermarkets ,Salesperson,Ultimate Value Event,470752.91,166,2835.86,560.30,4995.70
In-Store Regular,Supermarkets ,Salesperson,VIP Access Sale,430131.05,162,2655.13,549.68,4961.92
In-Store Regular,Supermarkets ,Salesperson,Weekend Warrior Specials,479559.83,171,2804.44,574.61,4997.30
In-Store Regular,Supermarkets ,Salesperson,Winter Clearance Carnival,420090.19,149,2819.40,560.19,4999.77
In-Store Regular,Supermarkets ,Salesperson,Winter Wonders Sale,451940.02,173,2612.37,538.88,4988.50
In-Store Regular,Supermarkets ,Senior Salesperson,12 Days of Deals,461829.88,160,2886.44,501.44,4998.58
In-Store Regular,Supermarkets ,Senior Salesperson,Autumn Deals Drive,478563.45,163,2935.97,532.87,4999.09
In-Store Regular,Supermarkets ,Senior Salesperson,BOGO Blitz,452966.39,158,2866.88,517.35,4997.96
In-Store Regular,Supermarkets ,Senior Salesperson,Back to School Boost,393524.40,148,2658.95,561.34,4978.66
In-Store Regular,Supermarkets ,Senior Salesperson,Birthday Bash Sale,485770.15,167,2908.80,581.10,4979.87
In-Store Regular,Supermarkets ,Senior Salesperson,Black Friday Blowout,504639.23,190,2656.00,505.50,4990.51
In-Store Regular,Supermarkets ,Senior Salesperson,Cart Crasher Campaign,464314.23,161,2883.94,521.26,4947.81
In-Store Regular,Supermarkets ,Senior Salesperson,Cashback Carnival,422611.84,157,2691.80,524.14,4996.22
In-Store Regular,Supermarkets ,Senior Salesperson,Clearance Countdown,381236.39,152,2508.13,539.57,4993.56
In-Store Regular,Supermarkets ,Senior Salesperson,Countdown to Savings,389197.79,143,2721.66,515.96,4994.85
In-Store Regular,Supermarkets ,Senior Salesperson,Customer Appreciation Week,463916.59,156,2973.82,531.79,4964.72
In-Store Regular,Supermarkets ,Senior Salesperson,Cyber Monday Mania,390895.32,143,2733.53,507.95,4985.88
In-Store Regular,Supermarkets ,Senior Salesperson,Deal of the Month,428178.82,151,2835.62,503.22,4992.29
In-Store Regular,Supermarkets ,Senior Salesperson,Double Points Bonanza,386838.39,149,2596.23,536.00,4980.78
In-Store Regular,Supermarkets ,Senior Salesperson,Early Bird Specials,378624.08,142,2666.37,541.07,4985.72
In-Store Regular,Supermarkets ,Senior Salesperson,End of Season Sale,397699.08,148,2687.16,547.34,4986.18
In-Store Regular,Supermarkets ,Senior Salesperson,Exclusive Insider Offers,442615.97,166,2666.36,504.09,4997.92
In-Store Regular,Supermarkets ,Senior Salesperson,Festive Fever Promo,484857.67,170,2852.10,503.23,4999.21
In-Store Regular,Supermarkets ,Senior Salesperson,Final Call Frenzy,402474.22,139,2895.50,568.51,4985.81
In-Store Regular,Supermarkets ,Senior Salesperson,Flash Frenzy Friday,432612.04,158,2738.05,520.14,4995.77
In-Store Regular,Supermarkets ,Senior Salesperson,"Gift More, Spend Less",374655.18,147,2548.67,531.27,4894.56
In-Store Regular,Supermarkets ,Senior Salesperson,Golden Hour Bargains,430563.32,169,2547.71,504.64,4977.23
In-Store Regular,Supermarkets ,Senior Salesperson,Green Weekend Deals,465935.71,169,2757.02,508.74,4999.53
In-Store Regular,Supermarkets ,Senior Salesperson,Happy Hour Discounts,445579.62,152,2931.44,526.07,4968.70
In-Store Regular,Supermarkets ,Senior Salesperson,Holiday Shopping Rush,409772.76,151,2713.73,500.69,4947.56
In-Store Regular,Supermarkets ,Senior Salesperson,Hot Picks Promo,447629.19,159,2815.28,516.46,4989.96
In-Store Regular,Supermarkets ,Senior Salesperson,Instant Gratification Sale,516597.14,173,2986.11,500.03,4976.43
In-Store Regular,Supermarkets ,Senior Salesperson,Limited Time Treasures,423332.65,147,2879.81,503.33,4972.09
In-Store Regular,Supermarkets ,Senior Salesperson,Loyalty Rewards Blast,458749.16,168,2730.65,507.26,4957.46
In-Store Regular,Supermarkets ,Senior Salesperson,Mega Weekend Bonanza,414560.53,147,2820.14,530.59,4997.10
In-Store Regular,Supermarkets ,Senior Salesperson,Mid-Year Madness,440827.02,154,2862.51,563.42,4978.01
In-Store Regular,Supermarkets ,Senior Salesperson,Midnight Madness,470635.61,165,2852.34,538.39,4954.54
In-Store Regular,Supermarkets ,Senior Salesperson,Mystery Discount Days,433110.00,156,2776.35,503.39,4977.60
In-Store Regular,Supermarkets ,Senior Salesperson,New Arrival Showcase,406979.80,145,2806.76,539.27,4995.02
In-Store Regular,Supermarkets ,Senior Salesperson,New Product Launch Promo,409264.12,159,2573.99,513.88,4907.78
In-Store Regular,Supermarkets ,Senior Salesperson,New Year Kickoff,461776.56,162,2850.47,533.23,4989.93
In-Store Regular,Supermarkets ,Senior Salesperson,Price Drop Parade,472470.19,165,2863.46,515.78,4984.81
In-Store Regular,Supermarkets ,Senior Salesperson,Red Tag Clearance,442421.79,167,2649.23,519.86,4964.49
In-Store Regular,Supermarkets ,Senior Salesperson,Seasonal Surprise Box,399832.96,144,2776.62,508.60,4937.21
In-Store Regular,Supermarkets ,Senior Salesperson,Shop & Save Spectacular,415643.32,150,2770.96,538.43,4936.95
In-Store Regular,Supermarkets ,Senior Salesperson,Smart Shopper Week,495788.37,179,2769.77,552.33,4950.69
In-Store Regular,Supermarkets ,Senior Salesperson,Spring Refresh Event,398047.84,146,2726.36,521.35,4998.45
In-Store Regular,Supermarkets ,Senior Salesperson,Spring Splash Discounts,403777.79,146,2765.60,502.90,4991.29
In-Store Regular,Supermarkets ,Senior Salesperson,Summer Sizzle Promo,452828.06,158,2866.00,517.05,4993.62
In-Store Regular,Supermarkets ,Senior Salesperson,Super Savings Week,407365.83,159,2562.05,514.36,4996.48
In-Store Regular,Supermarkets ,Senior Salesperson,Ultimate Value Event,485840.64,175,2776.23,501.78,4979.40
In-Store Regular,Supermarkets ,Senior Salesperson,VIP Access Sale,437574.89,153,2859.97,545.77,4997.93
In-Store Regular,Supermarkets ,Senior Salesperson,Weekend Warrior Specials,402181.79,153,2628.64,622.00,4993.90
In-Store Regular,Supermarkets ,Senior Salesperson,Winter Clearance Carnival,465046.93,166,2801.49,504.68,4995.10
In-Store Regular,Supermarkets ,Senior Salesperson,Winter Wonders Sale,411062.90,160,2569.14,520.80,4986.53
Loyal Customer,Large Malls / Complexes,Manager,12 Days of Deals,508565.35,176,2889.58,504.41,4910.74
Loyal Customer,Large Malls / Complexes,Manager,Autumn Deals Drive,438288.87,160,2739.31,560.43,4994.06
Loyal Customer,Large Malls / Complexes,Manager,BOGO Blitz,453073.94,174,2603.87,507.54,4997.89
Loyal Customer,Large Malls / Complexes,Manager,Back to School Boost,458943.39,173,2652.85,544.15,4996.96
Loyal Customer,Large Malls / Complexes,Manager,Birthday Bash Sale,372075.21,139,2676.80,509.03,4999.34
Loyal Customer,Large Malls / Complexes,Manager,Black Friday Blowout,422583.27,152,2780.15,529.54,4962.35
Loyal Customer,Large Malls / Complexes,Manager,Cart Crasher Campaign,467300.07,169,2765.09,566.37,4917.60
Loyal Customer,Large Malls / Complexes,Manager,Cashback Carnival,418549.21,154,2717.85,518.86,4997.90
Loyal Customer,Large Malls / Complexes,Manager,Clearance Countdown,413128.14,159,2598.29,595.63,4989.93
Loyal Customer,Large Malls / Complexes,Manager,Countdown to Savings,480949.64,173,2780.06,542.56,4950.10
Loyal Customer,Large Malls / Complexes,Manager,Customer Appreciation Week,398517.79,149,2674.62,510.46,4977.93
Loyal Customer,Large Malls / Complexes,Manager,Cyber Monday Mania,476281.61,167,2851.99,542.52,4980.50
Loyal Customer,Large Malls / Complexes,Manager,Deal of the Month,395557.90,149,2654.75,500.90,4848.24
Loyal Customer,Large Malls / Complexes,Manager,Double Points Bonanza,384353.10,147,2614.65,518.32,4905.07
Loyal Customer,Large Malls / Complexes,Manager,Early Bird Specials,470623.92,173,2720.37,502.97,4976.07
Loyal Customer,Large Malls / Complexes,Manager,End of Season Sale,404194.95,154,2624.64,512.03,4992.39
Loyal Customer,Large Malls / Complexes,Manager,Exclusive Insider Offers,438581.18,160,2741.13,528.63,4995.77
Loyal Customer,Large Malls / Complexes,Manager,Festive Fever Promo,463921.18,170,2728.95,512.10,4980.87
Loyal Customer,Large Malls / Complexes,Manager,Final Call Frenzy,444141.74,162,2741.62,525.27,4964.55
Loyal Customer,Large Malls / Complexes,Manager,Flash Frenzy Friday,500504.96,184,2720.14,503.14,4945.88
Loyal Customer,Large Malls / Complexes,Manager,"Gift More, Spend Less",345486.39,127,2720.37,561.78,4978.60
Loyal Customer,Large Malls / Complexes,Manager,Golden Hour Bargains,414036.41,150,2760.24,563.83,4995.77
Loyal Customer,Large Malls / Complexes,Manager,Green Weekend Deals,420109.76,150,2800.73,523.04,4943.18
Loyal Customer,Large Malls / Complexes,Manager,Happy Hour Discounts,415682.71,150,2771.22,556.84,4959.96
Loyal Customer,Large Malls / Complexes,Manager,Holiday Shopping Rush,469952.20,170,2764.42,534.28,4964.20
Loyal Customer,Large Malls / Complexes,Manager,Hot Picks Promo,442551.52,160,2765.95,506.63,4993.32
Loyal Customer,Large Malls / Complexes,Manager,Instant Gratification Sale,366324.33,141,2598.04,504.46,4935.74
Loyal Customer,Large Malls / Complexes,Manager,Limited Time Treasures,478746.81,184,2601.88,519.56,4984.23
Loyal Customer,Large Malls / Complexes,Manager,Loyalty Rewards Blast,464491.10,174,2669.49,515.96,4982.90
Loyal Customer,Large Malls / Complexes,Manager,Mega Weekend Bonanza,437167.50,159,2749.48,619.60,4954.54
Loyal Customer,Large Malls / Complexes,Manager,Mid-Year Madness,387050.33,136,2845.96,517.65,4998.26
Loyal Customer,Large Malls / Complexes,Manager,Midnight Madness,466390.46,175,2665.09,541.42,4968.18
Loyal Customer,Large Malls / Complexes,Manager,Mystery Discount Days,409014.68,147,2782.41,506.69,4986.37
Loyal Customer,Large Malls / Complexes,Manager,New Arrival Showcase,521433.93,178,2929.40,511.56,4986.42
Loyal Customer,Large Malls / Complexes,Manager,New Product Launch Promo,415747.17,155,2682.24,512.05,4996.31
Loyal Customer,Large Malls / Complexes,Manager,New Year Kickoff,394058.61,147,2680.67,547.13,4988.70
Loyal Customer,Large Malls / Complexes,Manager,Price Drop Parade,416963.85,154,2707.56,507.14,4989.65
Loyal Customer,Large Malls / Complexes,Manager,Red Tag Clearance,394815.84,143,2760.95,670.08,4956.69
Loyal Customer,Large Malls / Complexes,Manager,Seasonal Surprise Box,424891.89,160,2655.57,518.27,4975.30
Loyal Customer,Large Malls / Complexes,Manager,Shop & Save Spectacular,442265.56,149,2968.23,535.00,4993.55
Loyal Customer,Large Malls / Complexes,Manager,Smart Shopper Week,415428.72,157,2646.04,500.56,4999.40
Loyal Customer,Large Malls / Complexes,Manager,Spring Refresh Event,485554.31,170,2856.20,540.68,4987.43
Loyal Customer,Large Malls / Complexes,Manager,Spring Splash Discounts,420224.38,150,2801.50,533.15,4976.41
Loyal Customer,Large Malls / Complexes,Manager,Summer Sizzle Promo,393757.62,143,2753.55,536.72,4987.70
Loyal Customer,Large Malls / Complexes,Manager,Super Savings Week,338382.65,132,2563.50,527.45,4993.53
Loyal Customer,Large Malls / Complexes,Manager,Ultimate Value Event,372531.60,142,2623.46,502.11,4981.33
Loyal Customer,Large Malls / Complexes,Manager,VIP Access Sale,420472.04,157,2678.17,508.66,4994.22
Loyal Customer,Large Malls / Complexes,Manager,Weekend Warrior Specials,443357.63,166,2670.83,501.07,4977.83
Loyal Customer,Large Malls / Complexes,Manager,Winter Clearance Carnival,389282.54,139,2800.59,624.35,4986.85
Loyal Customer,Large Malls / Complexes,Manager,Winter Wonders Sale,450398.21,165,2729.69,502.50,4983.57
Loyal Customer,Large Malls / Complexes,Sales Associate,12 Days of Deals,437850.81,166,2637.66,516.27,4896.68
Loyal Customer,Large Malls / Complexes,Sales Associate,Autumn Deals Drive,479055.70,175,2737.46,522.24,4973.30
Loyal Customer,Large Malls / Complexes,Sales Associate,BOGO Blitz,427746.00,163,2624.21,520.17,4998.71
Loyal Customer,Large Malls / Complexes,Sales Associate,Back to School Boost,413804.57,162,2554.35,538.40,4963.11
Loyal Customer,Large Malls / Complexes,Sales Associate,Birthday Bash Sale,491952.78,167,2945.83,508.14,4965.21
Loyal Customer,Large Malls / Complexes,Sales Associate,Black Friday Blowout,433722.55,157,2762.56,588.73,4999.69
Loyal Customer,Large Malls / Complexes,Sales Associate,Cart Crasher Campaign,417838.76,155,2695.73,514.47,4995.09
Loyal Customer,Large Malls / Complexes,Sales Associate,Cashback Carnival,469587.53,169,2778.62,504.12,4971.77
Loyal Customer,Large Malls / Complexes,Sales Associate,Clearance Countdown,487718.12,181,2694.58,513.98,4990.06
Loyal Customer,Large Malls / Complexes,Sales Associate,Countdown to Savings,508732.10,173,2940.65,580.51,4999.16
Loyal Customer,Large Malls / Complexes,Sales Associate,Customer Appreciation Week,426752.55,161,2650.64,517.88,4977.34
Loyal Customer,Large Malls / Complexes,Sales Associate,Cyber Monday Mania,487680.57,167,2920.24,548.24,4942.78
Loyal Customer,Large Malls / Complexes,Sales Associate,Deal of the Month,424450.28,161,2636.34,509.66,4979.19
Loyal Customer,Large Malls / Complexes,Sales Associate,Double Points Bonanza,454155.45,165,2752.46,506.41,4979.42
Loyal Customer,Large Malls / Complexes,Sales Associate,Early Bird Specials,502928.67,188,2675.15,529.31,4979.33
Loyal Customer,Large Malls / Complexes,Sales Associate,End of Season Sale,410399.95,148,2772.97,524.52,4983.79
Loyal Customer,Large Malls / Complexes,Sales Associate,Exclusive Insider Offers,477837.45,176,2714.99,503.34,4955.71
Loyal Customer,Large Malls / Complexes,Sales Associate,Festive Fever Promo,415618.17,155,2681.41,580.78,4991.54
Loyal Customer,Large Malls / Complexes,Sales Associate,Final Call Frenzy,483201.18,171,2825.74,522.73,4951.46
Loyal Customer,Large Malls / Complexes,Sales Associate,Flash Frenzy Friday,402456.29,151,2665.27,509.18,4937.55
Loyal Customer,Large Malls / Complexes,Sales Associate,"Gift More, Spend Less",455340.71,155,2937.68,587.56,4993.57
Loyal Customer,Large Malls / Complexes,Sales Associate,Golden Hour Bargains,546829.82,188,2908.67,501.59,4977.91
Loyal Customer,Large Malls / Complexes,Sales Associate,Green Weekend Deals,448317.08,173,2591.43,503.85,4994.05
Loyal Customer,Large Malls / Complexes,Sales Associate,Happy Hour Discounts,410367.78,150,2735.79,529.47,4968.28
Loyal Customer,Large Malls / Complexes,Sales Associate,Holiday Shopping Rush,484472.45,177,2737.13,506.69,4992.01
Loyal Customer,Large Malls / Complexes,Sales Associate,Hot Picks Promo,453165.38,168,2697.41,529.36,4964.66
Loyal Customer,Large Malls / Complexes,Sales Associate,Instant Gratification Sale,539347.37,196,2751.77,501.41,4950.95
Loyal Customer,Large Malls / Complexes,Sales Associate,Limited Time Treasures,419195.31,154,2722.05,529.45,4991.05
Loyal Customer,Large Malls / Complexes,Sales Associate,Loyalty Rewards Blast,419878.60,153,2744.30,504.89,4978.47
Loyal Customer,Large Malls / Complexes,Sales Associate,Mega Weekend Bonanza,395716.49,145,2729.08,531.18,4974.65
Loyal Customer,Large Malls / Complexes,Sales Associate,Mid-Year Madness,408500.74,145,2817.25,526.31,4973.89
Loyal Customer,Large Malls / Complexes,Sales Associate,Midnight Madness,510247.57,177,2882.75,504.76,4962.42
Loyal Customer,Large Malls / Complexes,Sales Associate,Mystery Discount Days,459387.15,177,2595.41,569.56,4966.76
Loyal Customer,Large Malls / Complexes,Sales Associate,New Arrival Showcase,503757.11,176,2862.26,515.17,4961.38
Loyal Customer,Large Malls / Complexes,Sales Associate,New Product Launch Promo,446469.05,161,2773.10,532.27,4997.47
Loyal Customer,Large Malls / Complexes,Sales Associate,New Year Kickoff,403905.44,159,2540.29,504.68,4980.38
Loyal Customer,Large Malls / Complexes,Sales Associate,Price Drop Parade,443868.86,176,2521.98,508.09,4993.00
Loyal Customer,Large Malls / Complexes,Sales Associate,Red Tag Clearance,416319.05,152,2738.94,544.88,4979.61
Loyal Customer,Large Malls / Complexes,Sales Associate,Seasonal Surprise Box,396250.26,149,2659.40,511.68,4998.58
Loyal Customer,Large Malls / Complexes,Sales Associate,Shop & Save Spectacular,402956.20,140,2878.26,500.18,4996.07
Loyal Customer,Large Malls / Complexes,Sales Associate,Smart Shopper Week,448471.75,165,2718.01,514.53,4968.08
Loyal Customer,Large Malls / Complexes,Sales Associate,Spring Refresh Event,461014.13,171,2695.99,563.11,4989.71
Loyal Customer,Large Malls / Complexes,Sales Associate,Spring Splash Discounts,430501.85,161,2673.92,543.83,4969.69
Loyal Customer,Large Malls / Complexes,Sales Associate,Summer Sizzle Promo,464074.38,169,2746.00,506.96,4965.60
Loyal Customer,Large Malls / Complexes,Sales Associate,Super Savings Week,546947.53,191,2863.60,624.28,4957.53
Loyal Customer,Large Malls / Complexes,Sales Associate,Ultimate Value Event,417537.64,152,2746.96,520.63,4954.15
Loyal Customer,Large Malls / Complexes,Sales Associate,VIP Access Sale,423436.40,153,2767.56,525.71,4971.16
Loyal Customer,Large Malls / Complexes,Sales Associate,Weekend Warrior Specials,535271.64,189,2832.13,556.93,4906.94
Loyal Customer,Large Malls / Complexes,Sales Associate,Winter Clearance Carnival,501383.98,177,2832.68,509.43,4987.30
Loyal Customer,Large Malls / Complexes,Sales Associate,Winter Wonders Sale,412155.76,146,2822.98,508.14,4913.70
Loyal Customer,Large Malls / Complexes,Salesperson,12 Days of Deals,409355.21,154,2658.15,520.34,4957.38
Loyal Customer,Large Malls / Complexes,Salesperson,Autumn Deals Drive,392733.98,150,2618.23,500.76,4990.98
Loyal Customer,Large Malls / Complexes,Salesperson,BOGO Blitz,430201.05,155,2775.49,510.45,4996.45
Loyal Customer,Large Malls / Complexes,Salesperson,Back to School Boost,458697.49,178,2576.95,522.55,4973.63
Loyal Customer,Large Malls / Complexes,Salesperson,Birthday Bash Sale,457314.96,160,2858.22,530.73,4945.77
Loyal Customer,Large Malls / Complexes,Salesperson,Black Friday Blowout,392132.75,148,2649.55,508.77,4966.97
Loyal Customer,Large Malls / Complexes,Salesperson,Cart Crasher Campaign,417854.17,160,2611.59,510.35,4955.32
Loyal Customer,Large Malls / Complexes,Salesperson,Cashback Carnival,434420.41,152,2858.03,509.05,4967.62
Loyal Customer,Large Malls / Complexes,Salesperson,Clearance Countdown,538001.24,182,2956.05,612.36,4970.72
