category,brand,customer_segment,store_type,salesperson_role,sum_amount,count,avg_amount,min_amount,max_amount
Furniture,Urban Ladder,Occasional Shopper,Large Malls / Complexes,Manager,739210.96,263,2810.69,510.72,4993.29
Furniture,Urban Ladder,Occasional Shopper,Large Malls / Complexes,Sales Associate,731406.73,276,2650.02,518.17,4974.34
Furniture,Urban Ladder,Occasional Shopper,Large Malls / Complexes,Salesperson,802151.91,285,2814.57,502.15,4989.51
Furniture,Urban Ladder,Occasional Shopper,Large Malls / Complexes,Senior Salesperson,655019.24,251,2609.64,500.98,4976.52
Furniture,Urban Ladder,Occasional Shopper,Small Stores / Shops,Manager,640422.99,232,2760.44,500.57,4999.31
Furniture,Urban Ladder,Occasional Shopper,Small Stores / Shops,Sales Associate,920738.67,316,2913.73,501.84,4989.65
Furniture,Urban Ladder,Occasional Shopper,Small Stores / Shops,Salesperson,672459.90,260,2586.38,515.56,4968.29
Furniture,Urban Ladder,Occasional Shopper,Small Stores / Shops,Senior Salesperson,624146.19,231,2701.93,513.56,4995.72
Furniture,Urban Ladder,Occasional Shopper,Supermarkets ,Manager,804668.18,287,2803.72,504.91,4981.32
Furniture,Urban Ladder,Occasional Shopper,Supermarkets ,Sales Associate,753353.51,274,2749.47,509.62,4983.50
Furniture,Urban Ladder,Occasional Shopper,Supermarkets ,Salesperson,804799.72,276,2915.94,513.13,4993.66
Furniture,Urban Ladder,Occasional Shopper,Supermarkets ,Senior Salesperson,686202.18,254,2701.58,514.26,4997.23
Furniture,Urban Ladder,Online Shopper,Large Malls / Complexes,Manager,716257.50,256,2797.88,518.64,4989.67
Furniture,Urban Ladder,Online Shopper,Large Malls / Complexes,Sales Associate,756408.14,290,2608.30,520.65,4971.96
Furniture,Urban Ladder,Online Shopper,Large Malls / Complexes,Salesperson,808654.35,279,2898.40,509.93,4999.62
Furniture,Urban Ladder,Online Shopper,Large Malls / Complexes,Senior Salesperson,674061.12,239,2820.34,536.99,4999.88
Furniture,Urban Ladder,Online Shopper,Small Stores / Shops,Manager,722890.04,271,2667.49,502.12,4985.95
Furniture,Urban Ladder,Online Shopper,Small Stores / Shops,Sales Associate,729018.13,281,2594.37,528.33,4991.81
Furniture,Urban Ladder,Online Shopper,Small Stores / Shops,Salesperson,788410.60,293,2690.82,500.34,4994.85
Furniture,Urban Ladder,Online Shopper,Small Stores / Shops,Senior Salesperson,682198.70,250,2728.79,513.05,4978.22
Furniture,Urban Ladder,Online Shopper,Supermarkets ,Manager,797535.64,291,2740.67,511.76,4957.18
Furniture,Urban Ladder,Online Shopper,Supermarkets ,Sales Associate,807183.93,287,2812.49,514.88,4978.75
Furniture,Urban Ladder,Online Shopper,Supermarkets ,Salesperson,887000.65,329,2696.05,502.65,4989.35
Furniture,Urban Ladder,Online Shopper,Supermarkets ,Senior Salesperson,766245.96,278,2756.28,520.50,4992.50
Furniture,Urban Ladder,Premium Shopper,Large Malls / Complexes,Manager,652581.45,260,2509.93,508.15,4962.87
Furniture,Urban Ladder,Premium Shopper,Large Malls / Complexes,Sales Associate,715524.68,260,2752.02,511.21,4985.43
Furniture,Urban Ladder,Premium Shopper,Large Malls / Complexes,Salesperson,776304.85,288,2695.50,563.65,4986.14
Furniture,Urban Ladder,Premium Shopper,Large Malls / Complexes,Senior Salesperson,746987.80,259,2884.12,500.29,4983.35
Furniture,Urban Ladder,Premium Shopper,Small Stores / Shops,Manager,711068.67,255,2788.50,512.07,4999.14
Furniture,Urban Ladder,Premium Shopper,Small Stores / Shops,Sales Associate,899987.18,331,2718.99,502.45,4976.00
Furniture,Urban Ladder,Premium Shopper,Small Stores / Shops,Salesperson,748800.78,267,2804.50,501.38,4995.63
Furniture,Urban Ladder,Premium Shopper,Small Stores / Shops,Senior Salesperson,654154.59,238,2748.55,513.90,4979.71
Furniture,Urban Ladder,Premium Shopper,Supermarkets ,Manager,734335.97,272,2699.76,519.12,4996.26
Furniture,Urban Ladder,Premium Shopper,Supermarkets ,Sales Associate,884369.23,312,2834.52,502.37,4996.13
Furniture,Urban Ladder,Premium Shopper,Supermarkets ,Salesperson,772034.47,286,2699.42,516.44,4971.56
Furniture,Urban Ladder,Premium Shopper,Supermarkets ,Senior Salesperson,743530.13,263,2827.11,509.88,4989.08
Groceries,Amul,Budget Shopper,Large Malls / Complexes,Manager,666022.70,253,2632.50,531.31,4998.19
Groceries,Amul,Budget Shopper,Large Malls / Complexes,Sales Associate,815854.01,289,2823.02,505.34,4995.73
Groceries,Amul,Budget Shopper,Large Malls / Complexes,Salesperson,775396.51,282,2749.63,509.79,4988.32
Groceries,Amul,Budget Shopper,Large Malls / Complexes,Senior Salesperson,632170.37,230,2748.57,531.00,4912.53
Groceries,Amul,Budget Shopper,Small Stores / Shops,Manager,805373.63,285,2825.87,504.89,4967.85
Groceries,Amul,Budget Shopper,Small Stores / Shops,Sales Associate,747595.20,261,2864.35,516.27,4935.90
Groceries,Amul,Budget Shopper,Small Stores / Shops,Salesperson,845850.23,302,2800.83,504.65,4994.33
Groceries,Amul,Budget Shopper,Small Stores / Shops,Senior Salesperson,698055.13,252,2770.06,561.15,4991.62
Groceries,Amul,Budget Shopper,Supermarkets ,Manager,804073.25,296,2716.46,511.33,4987.34
Groceries,Amul,Budget Shopper,Supermarkets ,Sales Associate,852324.81,307,2776.30,529.28,4993.94
Groceries,Amul,Budget Shopper,Supermarkets ,Salesperson,883122.40,312,2830.52,526.69,4961.05
Groceries,Amul,Budget Shopper,Supermarkets ,Senior Salesperson,752729.93,281,2678.75,533.92,4954.90
Groceries,Amul,Churn Risk,Large Malls / Complexes,Manager,780473.53,278,2807.46,510.22,4989.76
Groceries,Amul,Churn Risk,Large Malls / Complexes,Sales Associate,739688.65,269,2749.77,511.89,4987.09
Groceries,Amul,Churn Risk,Large Malls / Complexes,Salesperson,692500.71,265,2613.21,516.92,4986.97
Groceries,Amul,Churn Risk,Large Malls / Complexes,Senior Salesperson,626949.46,239,2623.22,510.88,4993.47
Groceries,Amul,Churn Risk,Small Stores / Shops,Manager,783936.96,298,2630.66,502.30,4993.73
Groceries,Amul,Churn Risk,Small Stores / Shops,Sales Associate,796253.53,288,2764.77,508.02,4995.02
Groceries,Amul,Churn Risk,Small Stores / Shops,Salesperson,687175.65,258,2663.47,527.75,4986.22
Groceries,Amul,Churn Risk,Small Stores / Shops,Senior Salesperson,774699.05,281,2756.94,519.35,4972.51
Groceries,Amul,Churn Risk,Supermarkets ,Manager,834171.79,293,2847.00,506.56,4994.07
Groceries,Amul,Churn Risk,Supermarkets ,Sales Associate,944360.73,333,2835.92,515.06,4996.54
Groceries,Amul,Churn Risk,Supermarkets ,Salesperson,750246.70,273,2748.16,509.59,4991.33
Groceries,Amul,Churn Risk,Supermarkets ,Senior Salesperson,709287.90,269,2636.76,507.40,4977.87
Groceries,Amul,Deal Seeker,Large Malls / Complexes,Manager,706702.82,258,2739.16,530.70,4991.73
Groceries,Amul,Deal Seeker,Large Malls / Complexes,Sales Associate,777645.39,269,2890.88,503.17,4990.30
Groceries,Amul,Deal Seeker,Large Malls / Complexes,Salesperson,666859.57,245,2721.88,513.57,4998.30
Groceries,Amul,Deal Seeker,Large Malls / Complexes,Senior Salesperson,639296.07,221,2892.74,514.73,4994.21
Groceries,Amul,Deal Seeker,Small Stores / Shops,Manager,776883.82,283,2745.17,514.24,4978.48
Groceries,Amul,Deal Seeker,Small Stores / Shops,Sales Associate,921165.40,324,2843.10,521.65,4978.67
Groceries,Amul,Deal Seeker,Small Stores / Shops,Salesperson,877949.94,310,2832.10,515.54,4993.91
Groceries,Amul,Deal Seeker,Small Stores / Shops,Senior Salesperson,671860.28,248,2709.11,523.08,4996.45
Groceries,Amul,Deal Seeker,Supermarkets ,Manager,776221.50,295,2631.26,515.60,4976.91
Groceries,Amul,Deal Seeker,Supermarkets ,Sales Associate,807317.78,298,2709.12,501.88,4988.80
Groceries,Amul,Deal Seeker,Supermarkets ,Salesperson,832113.37,318,2616.71,505.32,4876.16
Groceries,Amul,Deal Seeker,Supermarkets ,Senior Salesperson,658088.14,233,2824.41,506.22,4995.48
Groceries,Amul,First-time Buyer,Large Malls / Complexes,Manager,782614.12,272,2877.26,523.59,4990.34
Groceries,Amul,First-time Buyer,Large Malls / Complexes,Sales Associate,816986.13,303,2696.32,505.99,4989.51
Groceries,Amul,First-time Buyer,Large Malls / Complexes,Salesperson,714042.07,261,2735.79,500.26,4987.90
Groceries,Amul,First-time Buyer,Large Malls / Complexes,Senior Salesperson,626753.31,221,2835.99,559.27,4997.33
Groceries,Amul,First-time Buyer,Small Stores / Shops,Manager,729415.65,281,2595.79,503.45,4998.98
Groceries,Amul,First-time Buyer,Small Stores / Shops,Sales Associate,726187.68,281,2584.30,526.84,4976.96
Groceries,Amul,First-time Buyer,Small Stores / Shops,Salesperson,884444.94,318,2781.27,541.49,4995.35
Groceries,Amul,First-time Buyer,Small Stores / Shops,Senior Salesperson,692615.79,251,2759.43,502.25,4904.08
Groceries,Amul,First-time Buyer,Supermarkets ,Manager,789988.33,293,2696.21,554.52,4995.56
Groceries,Amul,First-time Buyer,Supermarkets ,Sales Associate,797208.86,296,2693.27,504.35,4980.43
Groceries,Amul,First-time Buyer,Supermarkets ,Salesperson,851148.48,320,2659.84,512.89,4982.31
Groceries,Amul,First-time Buyer,Supermarkets ,Senior Salesperson,692819.04,253,2738.42,513.32,4967.82
Groceries,Amul,High Value,Large Malls / Complexes,Manager,691765.41,254,2723.49,500.47,4959.55
Groceries,Amul,High Value,Large Malls / Complexes,Sales Associate,697086.58,265,2630.52,546.55,4997.68
Groceries,Amul,High Value,Large Malls / Complexes,Salesperson,722230.23,262,2756.60,500.95,4998.10
Groceries,Amul,High Value,Large Malls / Complexes,Senior Salesperson,644083.72,253,2545.79,501.33,4977.46
Groceries,Amul,High Value,Small Stores / Shops,Manager,771540.58,295,2615.39,516.37,4989.05
Groceries,Amul,High Value,Small Stores / Shops,Sales Associate,811057.26,290,2796.75,517.40,4991.87
Groceries,Amul,High Value,Small Stores / Shops,Salesperson,841127.93,305,2757.80,562.94,4978.61
Groceries,Amul,High Value,Small Stores / Shops,Senior Salesperson,773974.80,277,2794.13,514.94,4994.94
Groceries,Amul,High Value,Supermarkets ,Manager,855687.17,298,2871.43,523.20,4969.63
Groceries,Amul,High Value,Supermarkets ,Sales Associate,809639.86,305,2654.56,515.42,4990.44
Groceries,Amul,High Value,Supermarkets ,Salesperson,900326.28,317,2840.15,504.05,4997.96
Groceries,Amul,High Value,Supermarkets ,Senior Salesperson,755839.46,277,2728.66,509.39,4982.69
Groceries,Amul,In-Store Regular,Large Malls / Complexes,Manager,709655.56,248,2861.51,527.77,4993.79
Groceries,Amul,In-Store Regular,Large Malls / Complexes,Sales Associate,843159.01,315,2676.70,508.09,4990.59
Groceries,Amul,In-Store Regular,Large Malls / Complexes,Salesperson,688466.37,251,2742.89,552.86,4996.36
Groceries,Amul,In-Store Regular,Large Malls / Complexes,Senior Salesperson,707356.53,253,2795.88,512.60,4984.38
Groceries,Amul,In-Store Regular,Small Stores / Shops,Manager,787188.20,283,2781.58,509.79,4930.66
Groceries,Amul,In-Store Regular,Small Stores / Shops,Sales Associate,797774.58,294,2713.52,523.73,4982.93
Groceries,Amul,In-Store Regular,Small Stores / Shops,Salesperson,793864.44,280,2835.23,527.33,4985.16
Groceries,Amul,In-Store Regular,Small Stores / Shops,Senior Salesperson,706010.38,268,2634.37,513.51,4967.29
Groceries,Amul,In-Store Regular,Supermarkets ,Manager,787322.02,297,2650.92,524.94,4983.94
Groceries,Amul,In-Store Regular,Supermarkets ,Sales Associate,799708.81,297,2692.62,504.51,4994.74
Groceries,Amul,In-Store Regular,Supermarkets ,Salesperson,856125.47,307,2788.68,506.38,4987.29
Groceries,Amul,In-Store Regular,Supermarkets ,Senior Salesperson,742019.53,263,2821.37,505.81,4996.48
Groceries,Amul,Loyal Customer,Large Malls / Complexes,Manager,673069.35,257,2618.95,506.59,4993.24
Groceries,Amul,Loyal Customer,Large Malls / Complexes,Sales Associate,746636.99,271,2755.12,501.41,4972.19
Groceries,Amul,Loyal Customer,Large Malls / Complexes,Salesperson,752406.61,279,2696.80,523.61,4980.53
Groceries,Amul,Loyal Customer,Large Malls / Complexes,Senior Salesperson,649529.35,240,2706.37,517.72,4988.04
Groceries,Amul,Loyal Customer,Small Stores / Shops,Manager,792990.41,289,2743.91,501.52,4994.91
Groceries,Amul,Loyal Customer,Small Stores / Shops,Sales Associate,806256.47,289,2789.81,512.19,4983.63
Groceries,Amul,Loyal Customer,Small Stores / Shops,Salesperson,780166.24,301,2591.91,524.88,4986.30
Groceries,Amul,Loyal Customer,Small Stores / Shops,Senior Salesperson,697710.86,247,2824.74,504.17,4970.23
Groceries,Amul,Loyal Customer,Supermarkets ,Manager,815068.28,299,2725.98,539.70,4990.08
Groceries,Amul,Loyal Customer,Supermarkets ,Sales Associate,830716.56,308,2697.13,504.57,4998.75
Groceries,Amul,Loyal Customer,Supermarkets ,Salesperson,743536.66,282,2636.65,527.22,4984.86
Groceries,Amul,Loyal Customer,Supermarkets ,Senior Salesperson,771350.42,278,2774.64,500.84,4965.52
Groceries,Amul,Occasional Shopper,Large Malls / Complexes,Manager,722957.41,271,2667.74,512.75,4992.97
Groceries,Amul,Occasional Shopper,Large Malls / Complexes,Sales Associate,759808.08,282,2694.35,518.50,4971.85
Groceries,Amul,Occasional Shopper,Large Malls / Complexes,Salesperson,662997.85,239,2774.05,512.57,4990.89
Groceries,Amul,Occasional Shopper,Large Malls / Complexes,Senior Salesperson,697674.71,250,2790.70,510.36,4999.80
Groceries,Amul,Occasional Shopper,Small Stores / Shops,Manager,676339.02,259,2611.35,504.64,4998.84
Groceries,Amul,Occasional Shopper,Small Stores / Shops,Sales Associate,827575.01,311,2661.01,526.82,4940.07
Groceries,Amul,Occasional Shopper,Small Stores / Shops,Salesperson,788281.45,287,2746.63,514.02,4996.14
Groceries,Amul,Occasional Shopper,Small Stores / Shops,Senior Salesperson,720977.78,252,2861.02,511.06,4986.67
Groceries,Amul,Occasional Shopper,Supermarkets ,Manager,881635.81,314,2807.76,505.72,4990.50
Groceries,Amul,Occasional Shopper,Supermarkets ,Sales Associate,878109.27,316,2778.83,503.17,4990.00
Groceries,Amul,Occasional Shopper,Supermarkets ,Salesperson,843911.18,309,2731.10,504.23,4996.97
Groceries,Amul,Occasional Shopper,Supermarkets ,Senior Salesperson,682948.41,242,2822.10,521.68,4982.60
Groceries,Amul,Online Shopper,Large Malls / Complexes,Manager,778214.21,289,2692.78,505.59,4991.21
Groceries,Amul,Online Shopper,Large Malls / Complexes,Sales Associate,711249.23,249,2856.42,515.39,4936.48
Groceries,Amul,Online Shopper,Large Malls / Complexes,Salesperson,902623.63,311,2902.33,506.46,4984.77
Groceries,Amul,Online Shopper,Large Malls / Complexes,Senior Salesperson,609714.39,221,2758.89,506.04,4988.78
Groceries,Amul,Online Shopper,Small Stores / Shops,Manager,767489.75,278,2760.75,501.42,4985.40
Groceries,Amul,Online Shopper,Small Stores / Shops,Sales Associate,802006.05,288,2784.74,503.67,4994.22
Groceries,Amul,Online Shopper,Small Stores / Shops,Salesperson,771923.85,298,2590.35,500.62,4993.62
Groceries,Amul,Online Shopper,Small Stores / Shops,Senior Salesperson,769103.70,279,2756.64,523.21,4984.55
Groceries,Amul,Online Shopper,Supermarkets ,Manager,784458.86,290,2705.03,515.77,4977.29
Groceries,Amul,Online Shopper,Supermarkets ,Sales Associate,851855.91,307,2774.77,500.74,4996.71
Groceries,Amul,Online Shopper,Supermarkets ,Salesperson,923449.05,327,2824.00,531.01,4993.64
Groceries,Amul,Online Shopper,Supermarkets ,Senior Salesperson,730819.59,268,2726.94,524.42,4990.08
Groceries,Amul,Premium Shopper,Large Malls / Complexes,Manager,630249.80,231,2728.35,513.13,4958.77
Groceries,Amul,Premium Shopper,Large Malls / Complexes,Sales Associate,794669.97,288,2759.27,504.65,4979.50
Groceries,Amul,Premium Shopper,Large Malls / Complexes,Salesperson,687707.37,261,2634.89,502.75,4986.78
Groceries,Amul,Premium Shopper,Large Malls / Complexes,Senior Salesperson,575577.54,214,2689.61,504.10,4984.09
Groceries,Amul,Premium Shopper,Small Stores / Shops,Manager,732683.11,254,2884.58,515.13,4972.70
Groceries,Amul,Premium Shopper,Small Stores / Shops,Sales Associate,837356.98,293,2857.87,507.29,4960.70
Groceries,Amul,Premium Shopper,Small Stores / Shops,Salesperson,765943.96,279,2745.32,501.25,4982.89
Groceries,Amul,Premium Shopper,Small Stores / Shops,Senior Salesperson,692597.67,248,2792.73,523.81,4996.88
Groceries,Amul,Premium Shopper,Supermarkets ,Manager,760535.44,271,2806.40,514.01,4976.08
Groceries,Amul,Premium Shopper,Supermarkets ,Sales Associate,722626.70,278,2599.38,507.19,4997.29
Groceries,Amul,Premium Shopper,Supermarkets ,Salesperson,796999.84,294,2710.88,520.44,4995.23
Groceries,Amul,Premium Shopper,Supermarkets ,Senior Salesperson,776624.96,280,2773.66,506.29,4994.70
Groceries,Britannia,Budget Shopper,Large Malls / Complexes,Manager,588174.37,220,2673.52,517.12,4979.96
Groceries,Britannia,Budget Shopper,Large Malls / Complexes,Sales Associate,735905.54,283,2600.37,502.18,4999.95
Groceries,Britannia,Budget Shopper,Large Malls / Complexes,Salesperson,796285.32,288,2764.88,506.50,4999.56
Groceries,Britannia,Budget Shopper,Large Malls / Complexes,Senior Salesperson,718995.73,256,2808.58,504.16,4974.65
Groceries,Britannia,Budget Shopper,Small Stores / Shops,Manager,689924.09,260,2653.55,520.12,4947.15
Groceries,Britannia,Budget Shopper,Small Stores / Shops,Sales Associate,848561.22,314,2702.42,506.49,4979.63
Groceries,Britannia,Budget Shopper,Small Stores / Shops,Salesperson,805737.42,292,2759.37,516.56,4976.60
Groceries,Britannia,Budget Shopper,Small Stores / Shops,Senior Salesperson,613788.18,242,2536.31,503.39,4995.11
Groceries,Britannia,Budget Shopper,Supermarkets ,Manager,766158.33,268,2858.80,516.01,4976.41
Groceries,Britannia,Budget Shopper,Supermarkets ,Sales Associate,852722.32,317,2689.98,522.13,4999.16
Groceries,Britannia,Budget Shopper,Supermarkets ,Salesperson,766158.82,281,2726.54,508.29,4996.82
Groceries,Britannia,Budget Shopper,Supermarkets ,Senior Salesperson,735429.73,258,2850.50,509.08,4958.71
Groceries,Britannia,Churn Risk,Large Malls / Complexes,Manager,727141.24,279,2606.24,502.96,4975.49
Groceries,Britannia,Churn Risk,Large Malls / Complexes,Sales Associate,689001.74,277,2487.37,502.48,4960.60
Groceries,Britannia,Churn Risk,Large Malls / Complexes,Salesperson,749457.82,264,2838.86,523.66,4996.21
Groceries,Britannia,Churn Risk,Large Malls / Complexes,Senior Salesperson,643248.95,242,2658.05,515.18,4962.07
Groceries,Britannia,Churn Risk,Small Stores / Shops,Manager,868801.00,300,2896.00,501.54,4979.66
Groceries,Britannia,Churn Risk,Small Stores / Shops,Sales Associate,768083.74,277,2772.87,502.72,4984.48
Groceries,Britannia,Churn Risk,Small Stores / Shops,Salesperson,779450.95,293,2660.24,509.31,4996.15
Groceries,Britannia,Churn Risk,Small Stores / Shops,Senior Salesperson,717853.04,260,2760.97,500.75,4994.43
Groceries,Britannia,Churn Risk,Supermarkets ,Manager,782697.32,284,2755.98,521.71,4986.11
Groceries,Britannia,Churn Risk,Supermarkets ,Sales Associate,703160.47,253,2779.29,520.94,4979.64
Groceries,Britannia,Churn Risk,Supermarkets ,Salesperson,881669.60,318,2772.55,503.77,4991.20
Groceries,Britannia,Churn Risk,Supermarkets ,Senior Salesperson,688331.20,250,2753.32,542.12,4988.44
Groceries,Britannia,Deal Seeker,Large Malls / Complexes,Manager,707410.40,265,2669.47,506.32,4994.32
Groceries,Britannia,Deal Seeker,Large Malls / Complexes,Sales Associate,735218.71,268,2743.35,504.74,4946.59
Groceries,Britannia,Deal Seeker,Large Malls / Complexes,Salesperson,753583.85,279,2701.02,513.90,4977.08
Groceries,Britannia,Deal Seeker,Large Malls / Complexes,Senior Salesperson,670335.13,237,2828.42,533.54,4987.18
Groceries,Britannia,Deal Seeker,Small Stores / Shops,Manager,678014.75,242,2801.71,522.53,4974.54
Groceries,Britannia,Deal Seeker,Small Stores / Shops,Sales Associate,866483.26,315,2750.74,501.28,4978.21
Groceries,Britannia,Deal Seeker,Small Stores / Shops,Salesperson,743253.06,264,2815.35,533.76,4964.93
Groceries,Britannia,Deal Seeker,Small Stores / Shops,Senior Salesperson,705353.31,256,2755.29,513.46,4976.55
Groceries,Britannia,Deal Seeker,Supermarkets ,Manager,797437.82,303,2631.81,507.70,4983.72
Groceries,Britannia,Deal Seeker,Supermarkets ,Sales Associate,816385.79,297,2748.77,509.89,4960.39
Groceries,Britannia,Deal Seeker,Supermarkets ,Salesperson,727709.43,280,2598.96,510.84,4991.55
Groceries,Britannia,Deal Seeker,Supermarkets ,Senior Salesperson,649177.43,243,2671.51,525.11,4986.34
Groceries,Britannia,First-time Buyer,Large Malls / Complexes,Manager,723049.24,260,2780.96,577.80,4997.76
Groceries,Britannia,First-time Buyer,Large Malls / Complexes,Sales Associate,791585.15,277,2857.71,523.24,4993.03
Groceries,Britannia,First-time Buyer,Large Malls / Complexes,Salesperson,767150.14,271,2830.81,513.12,4995.72
Groceries,Britannia,First-time Buyer,Large Malls / Complexes,Senior Salesperson,630414.91,235,2682.62,510.46,4995.69
Groceries,Britannia,First-time Buyer,Small Stores / Shops,Manager,710019.38,256,2773.51,500.94,4999.83
Groceries,Britannia,First-time Buyer,Small Stores / Shops,Sales Associate,712434.40,268,2658.34,503.27,4973.65
Groceries,Britannia,First-time Buyer,Small Stores / Shops,Salesperson,800235.77,291,2749.95,509.73,4995.88
Groceries,Britannia,First-time Buyer,Small Stores / Shops,Senior Salesperson,778887.90,272,2863.56,503.19,4998.54
Groceries,Britannia,First-time Buyer,Supermarkets ,Manager,776921.89,282,2755.04,529.74,4970.76
Groceries,Britannia,First-time Buyer,Supermarkets ,Sales Associate,915546.04,331,2766.00,510.77,4984.89
Groceries,Britannia,First-time Buyer,Supermarkets ,Salesperson,676348.38,252,2683.92,517.30,4991.34
Groceries,Britannia,First-time Buyer,Supermarkets ,Senior Salesperson,712904.27,253,2817.80,660.93,4997.17
Groceries,Britannia,High Value,Large Malls / Complexes,Manager,675108.70,251,2689.68,504.57,4998.87
Groceries,Britannia,High Value,Large Malls / Complexes,Sales Associate,758036.63,283,2678.57,509.55,4980.15
Groceries,Britannia,High Value,Large Malls / Complexes,Salesperson,719731.19,266,2705.76,533.17,4992.77
Groceries,Britannia,High Value,Large Malls / Complexes,Senior Salesperson,672674.28,240,2802.81,554.19,4977.49
Groceries,Britannia,High Value,Small Stores / Shops,Manager,826637.11,285,2900.48,504.86,4989.61
Groceries,Britannia,High Value,Small Stores / Shops,Sales Associate,938611.88,335,2801.83,504.09,4993.10
Groceries,Britannia,High Value,Small Stores / Shops,Salesperson,761254.11,271,2809.06,513.20,4984.48
Groceries,Britannia,High Value,Small Stores / Shops,Senior Salesperson,714350.34,262,2726.53,515.78,4998.29
Groceries,Britannia,High Value,Supermarkets ,Manager,869383.00,323,2691.59,512.49,4988.57
Groceries,Britannia,High Value,Supermarkets ,Sales Associate,869264.53,325,2674.66,504.60,4994.27
Groceries,Britannia,High Value,Supermarkets ,Salesperson,887940.47,333,2666.49,542.89,4972.86
Groceries,Britannia,High Value,Supermarkets ,Senior Salesperson,812765.99,278,2923.62,507.42,4987.66
Groceries,Britannia,In-Store Regular,Large Malls / Complexes,Manager,677988.76,249,2722.85,527.12,4982.09
Groceries,Britannia,In-Store Regular,Large Malls / Complexes,Sales Associate,703517.70,258,2726.81,504.42,4976.10
Groceries,Britannia,In-Store Regular,Large Malls / Complexes,Salesperson,769259.53,282,2727.87,508.98,4999.35
Groceries,Britannia,In-Store Regular,Large Malls / Complexes,Senior Salesperson,696092.85,247,2818.19,573.85,4998.24
Groceries,Britannia,In-Store Regular,Small Stores / Shops,Manager,820234.72,291,2818.68,519.41,4992.31
Groceries,Britannia,In-Store Regular,Small Stores / Shops,Sales Associate,798960.50,309,2585.63,518.74,4961.20
Groceries,Britannia,In-Store Regular,Small Stores / Shops,Salesperson,785743.11,281,2796.24,514.06,4994.43
Groceries,Britannia,In-Store Regular,Small Stores / Shops,Senior Salesperson,661100.63,246,2687.40,520.52,4991.50
Groceries,Britannia,In-Store Regular,Supermarkets ,Manager,857889.93,313,2740.86,514.09,4994.55
Groceries,Britannia,In-Store Regular,Supermarkets ,Sales Associate,822419.76,298,2759.80,513.08,4962.58
Groceries,Britannia,In-Store Regular,Supermarkets ,Salesperson,831978.30,308,2701.23,526.91,4995.93
Groceries,Britannia,In-Store Regular,Supermarkets ,Senior Salesperson,744374.14,275,2706.82,504.64,4985.88
Groceries,Britannia,Loyal Customer,Large Malls / Complexes,Manager,666275.49,241,2764.63,542.52,4999.40
Groceries,Britannia,Loyal Customer,Large Malls / Complexes,Sales Associate,724366.84,270,2682.84,503.85,4971.16
Groceries,Britannia,Loyal Customer,Large Malls / Complexes,Salesperson,793865.91,280,2835.24,518.94,4990.82
Groceries,Britannia,Loyal Customer,Large Malls / Complexes,Senior Salesperson,589754.65,213,2768.80,524.51,4951.39
Groceries,Britannia,Loyal Customer,Small Stores / Shops,Manager,747916.91,272,2749.69,522.30,4967.68
Groceries,Britannia,Loyal Customer,Small Stores / Shops,Sales Associate,770161.31,271,2841.92,504.86,4994.82
Groceries,Britannia,Loyal Customer,Small Stores / Shops,Salesperson,799782.23,296,2701.97,503.24,4993.43
Groceries,Britannia,Loyal Customer,Small Stores / Shops,Senior Salesperson,610782.90,225,2714.59,509.36,4994.46
Groceries,Britannia,Loyal Customer,Supermarkets ,Manager,827172.75,291,2842.52,514.82,4994.46
Groceries,Britannia,Loyal Customer,Supermarkets ,Sales Associate,865462.23,313,2765.06,507.93,4995.73
Groceries,Britannia,Loyal Customer,Supermarkets ,Salesperson,906476.66,307,2952.69,511.79,4993.48
Groceries,Britannia,Loyal Customer,Supermarkets ,Senior Salesperson,757969.98,270,2807.30,505.29,4987.11
Groceries,Britannia,Occasional Shopper,Large Malls / Complexes,Manager,704201.90,259,2718.93,517.53,4999.21
Groceries,Britannia,Occasional Shopper,Large Malls / Complexes,Sales Associate,714871.34,268,2667.43,509.45,4995.96
Groceries,Britannia,Occasional Shopper,Large Malls / Complexes,Salesperson,663420.47,242,2741.41,551.96,4975.60
Groceries,Britannia,Occasional Shopper,Large Malls / Complexes,Senior Salesperson,555488.08,210,2645.18,546.16,4981.81
Groceries,Britannia,Occasional Shopper,Small Stores / Shops,Manager,792902.67,290,2734.15,522.03,4996.56
Groceries,Britannia,Occasional Shopper,Small Stores / Shops,Sales Associate,869096.79,292,2976.36,503.43,4985.50
Groceries,Britannia,Occasional Shopper,Small Stores / Shops,Salesperson,775556.02,283,2740.48,500.43,4994.04
Groceries,Britannia,Occasional Shopper,Small Stores / Shops,Senior Salesperson,713072.03,258,2763.85,504.60,4996.41
Groceries,Britannia,Occasional Shopper,Supermarkets ,Manager,751801.80,282,2665.96,500.56,4975.26
Groceries,Britannia,Occasional Shopper,Supermarkets ,Sales Associate,938079.99,343,2734.93,519.87,4960.94
Groceries,Britannia,Occasional Shopper,Supermarkets ,Salesperson,752420.24,271,2776.46,533.36,4976.10
Groceries,Britannia,Occasional Shopper,Supermarkets ,Senior Salesperson,738614.68,279,2647.36,527.56,4981.10
Groceries,Britannia,Online Shopper,Large Malls / Complexes,Manager,795429.35,287,2771.53,505.12,4973.45
Groceries,Britannia,Online Shopper,Large Malls / Complexes,Sales Associate,656522.08,245,2679.68,511.38,4996.20
Groceries,Britannia,Online Shopper,Large Malls / Complexes,Salesperson,646745.15,229,2824.21,516.53,4996.06
