category,brand,customer_segment,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Groceries,Nestle,Churn Risk,Salesperson,Happy Hour Discounts,57579.45,19,3030.50,612.56,4844.27
Groceries,Nestle,Churn Risk,Salesperson,Holiday Shopping Rush,46161.04,16,2885.07,713.20,4807.96
Groceries,Nestle,Churn Risk,Salesperson,Hot Picks Promo,51066.09,20,2553.30,678.42,4825.45
Groceries,Nestle,Churn Risk,Salesperson,Instant Gratification Sale,42494.34,17,2499.67,689.76,4810.66
Groceries,Nestle,Churn Risk,Salesperson,Limited Time Treasures,70795.00,24,2949.79,747.28,4902.99
Groceries,Nestle,Churn Risk,Salesperson,Loyalty Rewards Blast,56373.78,21,2684.47,545.89,4919.20
Groceries,Nestle,Churn Risk,Salesperson,Mega Weekend Bonanza,49657.71,15,3310.51,546.48,4998.94
Groceries,Nestle,Churn Risk,Salesperson,Mid-Year Madness,46889.77,22,2131.35,660.71,4815.45
Groceries,Nestle,Churn Risk,Salesperson,Midnight Madness,45576.40,16,2848.53,796.61,4967.20
Groceries,Nestle,Churn Risk,Salesperson,Mystery Discount Days,32892.94,14,2349.50,1004.93,4274.50
Groceries,Nestle,Churn Risk,Salesperson,New Arrival Showcase,18602.86,7,2657.55,1240.77,4093.93
Groceries,Nestle,Churn Risk,Salesperson,New Product Launch Promo,49145.21,14,3510.37,675.38,4612.08
Groceries,Nestle,Churn Risk,Salesperson,New Year Kickoff,60525.08,20,3026.25,690.86,4903.72
Groceries,Nestle,Churn Risk,Salesperson,Price Drop Parade,44360.95,16,2772.56,928.17,4922.25
Groceries,Nestle,Churn Risk,Salesperson,Red Tag Clearance,44611.00,17,2624.18,524.18,4951.37
Groceries,Nestle,Churn Risk,Salesperson,Seasonal Surprise Box,35422.35,14,2530.17,585.19,4394.33
Groceries,Nestle,Churn Risk,Salesperson,Shop & Save Spectacular,35828.99,15,2388.60,699.59,4579.72
Groceries,Nestle,Churn Risk,Salesperson,Smart Shopper Week,36548.73,14,2610.62,519.85,4959.04
Groceries,Nestle,Churn Risk,Salesperson,Spring Refresh Event,50047.23,15,3336.48,1553.06,4892.93
Groceries,Nestle,Churn Risk,Salesperson,Spring Splash Discounts,29856.66,13,2296.67,705.14,4547.76
Groceries,Nestle,Churn Risk,Salesperson,Summer Sizzle Promo,31463.82,12,2621.98,1316.39,4439.30
Groceries,Nestle,Churn Risk,Salesperson,Super Savings Week,78576.38,25,3143.06,754.89,4878.83
Groceries,Nestle,Churn Risk,Salesperson,Ultimate Value Event,28698.18,9,3188.69,966.64,4882.76
Groceries,Nestle,Churn Risk,Salesperson,VIP Access Sale,64921.81,21,3091.51,542.18,4834.23
Groceries,Nestle,Churn Risk,Salesperson,Weekend Warrior Specials,42849.05,13,3296.08,1271.57,4839.93
Groceries,Nestle,Churn Risk,Salesperson,Winter Clearance Carnival,45649.83,19,2402.62,502.13,4665.96
Groceries,Nestle,Churn Risk,Salesperson,Winter Wonders Sale,75022.57,23,3261.85,992.89,4938.25
Groceries,Nestle,Churn Risk,Senior Salesperson,12 Days of Deals,46887.77,19,2467.78,775.86,4061.67
Groceries,Nestle,Churn Risk,Senior Salesperson,Autumn Deals Drive,23791.47,11,2162.86,568.25,4659.78
Groceries,Nestle,Churn Risk,Senior Salesperson,BOGO Blitz,34743.42,16,2171.46,740.10,3809.54
Groceries,Nestle,Churn Risk,Senior Salesperson,Back to School Boost,27364.55,11,2487.69,523.50,4524.81
Groceries,Nestle,Churn Risk,Senior Salesperson,Birthday Bash Sale,49171.87,14,3512.28,864.74,4873.68
Groceries,Nestle,Churn Risk,Senior Salesperson,Black Friday Blowout,59696.51,20,2984.83,807.19,4740.80
Groceries,Nestle,Churn Risk,Senior Salesperson,Cart Crasher Campaign,49498.99,21,2357.09,644.68,4732.15
Groceries,Nestle,Churn Risk,Senior Salesperson,Cashback Carnival,53000.69,20,2650.03,711.15,4941.17
Groceries,Nestle,Churn Risk,Senior Salesperson,Clearance Countdown,28308.21,12,2359.02,674.74,4417.25
Groceries,Nestle,Churn Risk,Senior Salesperson,Countdown to Savings,45493.12,17,2676.07,776.24,4773.64
Groceries,Nestle,Churn Risk,Senior Salesperson,Customer Appreciation Week,38076.84,17,2239.81,524.00,4828.22
Groceries,Nestle,Churn Risk,Senior Salesperson,Cyber Monday Mania,45135.10,15,3009.01,746.67,4996.08
Groceries,Nestle,Churn Risk,Senior Salesperson,Deal of the Month,39065.89,13,3005.07,816.85,4952.62
Groceries,Nestle,Churn Risk,Senior Salesperson,Double Points Bonanza,34114.08,16,2132.13,711.95,4678.41
Groceries,Nestle,Churn Risk,Senior Salesperson,Early Bird Specials,39795.83,13,3061.22,1213.74,4680.01
Groceries,Nestle,Churn Risk,Senior Salesperson,End of Season Sale,38823.51,13,2986.42,710.53,4773.64
Groceries,Nestle,Churn Risk,Senior Salesperson,Exclusive Insider Offers,34091.42,13,2622.42,1053.88,4806.03
Groceries,Nestle,Churn Risk,Senior Salesperson,Festive Fever Promo,50971.70,20,2548.58,596.02,4960.57
Groceries,Nestle,Churn Risk,Senior Salesperson,Final Call Frenzy,56270.31,21,2679.54,697.21,4968.70
Groceries,Nestle,Churn Risk,Senior Salesperson,Flash Frenzy Friday,34360.48,14,2454.32,744.18,4759.24
Groceries,Nestle,Churn Risk,Senior Salesperson,"Gift More, Spend Less",39261.64,15,2617.44,521.94,4360.55
Groceries,Nestle,Churn Risk,Senior Salesperson,Golden Hour Bargains,35506.43,13,2731.26,711.31,4458.40
Groceries,Nestle,Churn Risk,Senior Salesperson,Green Weekend Deals,42409.89,15,2827.33,798.11,4991.78
Groceries,Nestle,Churn Risk,Senior Salesperson,Happy Hour Discounts,43764.34,15,2917.62,720.31,4880.13
Groceries,Nestle,Churn Risk,Senior Salesperson,Holiday Shopping Rush,36066.91,13,2774.38,951.08,4960.89
Groceries,Nestle,Churn Risk,Senior Salesperson,Hot Picks Promo,55425.09,22,2519.32,615.39,4599.92
Groceries,Nestle,Churn Risk,Senior Salesperson,Instant Gratification Sale,42141.39,13,3241.65,956.94,4968.80
Groceries,Nestle,Churn Risk,Senior Salesperson,Limited Time Treasures,43070.75,16,2691.92,516.07,4950.63
Groceries,Nestle,Churn Risk,Senior Salesperson,Loyalty Rewards Blast,48937.86,15,3262.52,883.57,4770.26
Groceries,Nestle,Churn Risk,Senior Salesperson,Mega Weekend Bonanza,44129.91,16,2758.12,797.44,4763.14
Groceries,Nestle,Churn Risk,Senior Salesperson,Mid-Year Madness,54845.00,22,2492.95,561.75,4966.35
Groceries,Nestle,Churn Risk,Senior Salesperson,Midnight Madness,32754.56,12,2729.55,1128.76,4014.69
Groceries,Nestle,Churn Risk,Senior Salesperson,Mystery Discount Days,55490.39,18,3082.80,929.96,4596.79
Groceries,Nestle,Churn Risk,Senior Salesperson,New Arrival Showcase,27839.33,10,2783.93,538.53,4501.66
Groceries,Nestle,Churn Risk,Senior Salesperson,New Product Launch Promo,42418.97,16,2651.19,620.32,4743.32
Groceries,Nestle,Churn Risk,Senior Salesperson,New Year Kickoff,35966.62,16,2247.91,657.88,4839.87
Groceries,Nestle,Churn Risk,Senior Salesperson,Price Drop Parade,42224.95,14,3016.07,642.69,4744.13
Groceries,Nestle,Churn Risk,Senior Salesperson,Red Tag Clearance,48073.37,17,2827.85,1143.22,4986.36
Groceries,Nestle,Churn Risk,Senior Salesperson,Seasonal Surprise Box,15262.17,8,1907.77,583.22,4013.82
Groceries,Nestle,Churn Risk,Senior Salesperson,Shop & Save Spectacular,51243.26,16,3202.70,1230.56,4909.67
Groceries,Nestle,Churn Risk,Senior Salesperson,Smart Shopper Week,41694.60,17,2452.62,522.96,4978.98
Groceries,Nestle,Churn Risk,Senior Salesperson,Spring Refresh Event,39603.16,14,2828.80,989.41,4587.58
Groceries,Nestle,Churn Risk,Senior Salesperson,Spring Splash Discounts,20431.59,9,2270.18,1082.64,4820.10
Groceries,Nestle,Churn Risk,Senior Salesperson,Summer Sizzle Promo,30635.07,13,2356.54,638.94,4594.23
Groceries,Nestle,Churn Risk,Senior Salesperson,Super Savings Week,40120.96,17,2360.06,511.44,4683.54
Groceries,Nestle,Churn Risk,Senior Salesperson,Ultimate Value Event,54982.46,23,2390.54,502.89,4945.15
Groceries,Nestle,Churn Risk,Senior Salesperson,VIP Access Sale,55488.21,20,2774.41,554.81,4969.08
Groceries,Nestle,Churn Risk,Senior Salesperson,Weekend Warrior Specials,36080.83,13,2775.45,1012.06,4652.51
Groceries,Nestle,Churn Risk,Senior Salesperson,Winter Clearance Carnival,35221.23,15,2348.08,764.34,4663.57
Groceries,Nestle,Churn Risk,Senior Salesperson,Winter Wonders Sale,46591.71,18,2588.43,558.12,4723.93
Groceries,Nestle,Deal Seeker,Manager,12 Days of Deals,19916.54,6,3319.42,1808.89,4937.86
Groceries,Nestle,Deal Seeker,Manager,Autumn Deals Drive,70364.01,24,2931.83,500.76,4747.30
Groceries,Nestle,Deal Seeker,Manager,BOGO Blitz,33882.01,12,2823.50,539.29,4847.37
Groceries,Nestle,Deal Seeker,Manager,Back to School Boost,57808.82,21,2752.80,500.60,4749.32
Groceries,Nestle,Deal Seeker,Manager,Birthday Bash Sale,39779.20,15,2651.95,712.55,4970.11
Groceries,Nestle,Deal Seeker,Manager,Black Friday Blowout,31718.91,10,3171.89,1184.28,4569.03
Groceries,Nestle,Deal Seeker,Manager,Cart Crasher Campaign,55347.09,21,2635.58,694.01,4841.23
Groceries,Nestle,Deal Seeker,Manager,Cashback Carnival,43389.66,14,3099.26,699.00,4845.85
Groceries,Nestle,Deal Seeker,Manager,Clearance Countdown,55619.52,20,2780.98,890.46,4841.60
Groceries,Nestle,Deal Seeker,Manager,Countdown to Savings,47363.80,17,2786.11,615.01,4694.53
Groceries,Nestle,Deal Seeker,Manager,Customer Appreciation Week,52727.33,19,2775.12,847.67,4595.12
Groceries,Nestle,Deal Seeker,Manager,Cyber Monday Mania,51387.74,23,2234.25,520.11,4873.80
Groceries,Nestle,Deal Seeker,Manager,Deal of the Month,37231.26,16,2326.95,508.61,4948.04
Groceries,Nestle,Deal Seeker,Manager,Double Points Bonanza,60791.58,21,2894.84,773.04,4388.37
Groceries,Nestle,Deal Seeker,Manager,Early Bird Specials,48592.22,17,2858.37,564.48,4999.70
Groceries,Nestle,Deal Seeker,Manager,End of Season Sale,59403.59,19,3126.50,794.89,4865.78
Groceries,Nestle,Deal Seeker,Manager,Exclusive Insider Offers,59314.70,20,2965.73,646.45,4905.13
Groceries,Nestle,Deal Seeker,Manager,Festive Fever Promo,33405.86,11,3036.90,1087.12,4803.72
Groceries,Nestle,Deal Seeker,Manager,Final Call Frenzy,62403.30,20,3120.17,1020.41,4720.79
Groceries,Nestle,Deal Seeker,Manager,Flash Frenzy Friday,41648.96,17,2449.94,671.45,4727.11
Groceries,Nestle,Deal Seeker,Manager,"Gift More, Spend Less",36587.25,13,2814.40,575.81,4631.32
Groceries,Nestle,Deal Seeker,Manager,Golden Hour Bargains,37216.10,13,2862.78,804.26,4552.54
Groceries,Nestle,Deal Seeker,Manager,Green Weekend Deals,53985.83,20,2699.29,597.59,4986.13
Groceries,Nestle,Deal Seeker,Manager,Happy Hour Discounts,40223.16,13,3094.09,550.52,4870.87
Groceries,Nestle,Deal Seeker,Manager,Holiday Shopping Rush,56163.25,21,2674.44,725.84,4966.26
Groceries,Nestle,Deal Seeker,Manager,Hot Picks Promo,41646.55,16,2602.91,784.07,4611.06
Groceries,Nestle,Deal Seeker,Manager,Instant Gratification Sale,40921.77,15,2728.12,1261.74,4936.39
Groceries,Nestle,Deal Seeker,Manager,Limited Time Treasures,58285.18,20,2914.26,685.59,4771.47
Groceries,Nestle,Deal Seeker,Manager,Loyalty Rewards Blast,58963.03,20,2948.15,677.86,4995.57
Groceries,Nestle,Deal Seeker,Manager,Mega Weekend Bonanza,44620.07,14,3187.15,698.47,4975.22
Groceries,Nestle,Deal Seeker,Manager,Mid-Year Madness,36895.45,16,2305.97,502.46,4276.61
Groceries,Nestle,Deal Seeker,Manager,Midnight Madness,52007.42,20,2600.37,751.95,4903.84
Groceries,Nestle,Deal Seeker,Manager,Mystery Discount Days,63818.20,23,2774.70,751.18,4922.80
Groceries,Nestle,Deal Seeker,Manager,New Arrival Showcase,55883.22,21,2661.11,647.58,4528.82
Groceries,Nestle,Deal Seeker,Manager,New Product Launch Promo,39338.57,13,3026.04,805.89,4427.51
Groceries,Nestle,Deal Seeker,Manager,New Year Kickoff,52191.12,18,2899.51,600.84,4521.43
Groceries,Nestle,Deal Seeker,Manager,Price Drop Parade,36068.77,14,2576.34,711.83,4494.26
Groceries,Nestle,Deal Seeker,Manager,Red Tag Clearance,38185.50,13,2937.35,994.09,4754.95
Groceries,Nestle,Deal Seeker,Manager,Seasonal Surprise Box,19645.59,8,2455.70,653.63,4912.86
Groceries,Nestle,Deal Seeker,Manager,Shop & Save Spectacular,41831.85,16,2614.49,1057.45,4895.99
Groceries,Nestle,Deal Seeker,Manager,Smart Shopper Week,23967.05,9,2663.01,1152.25,4691.13
Groceries,Nestle,Deal Seeker,Manager,Spring Refresh Event,33409.86,12,2784.16,1122.38,4875.56
Groceries,Nestle,Deal Seeker,Manager,Spring Splash Discounts,61912.71,22,2814.21,743.15,4989.87
Groceries,Nestle,Deal Seeker,Manager,Summer Sizzle Promo,44703.99,18,2483.55,538.74,4894.36
Groceries,Nestle,Deal Seeker,Manager,Super Savings Week,53317.04,18,2962.06,562.13,4830.19
Groceries,Nestle,Deal Seeker,Manager,Ultimate Value Event,33762.20,13,2597.09,518.82,4826.63
Groceries,Nestle,Deal Seeker,Manager,VIP Access Sale,51552.17,14,3682.30,1567.96,4973.99
Groceries,Nestle,Deal Seeker,Manager,Weekend Warrior Specials,30767.10,11,2797.01,977.84,4658.03
Groceries,Nestle,Deal Seeker,Manager,Winter Clearance Carnival,56408.82,18,3133.82,741.19,4861.15
Groceries,Nestle,Deal Seeker,Manager,Winter Wonders Sale,50431.68,19,2654.30,560.03,4654.64
Groceries,Nestle,Deal Seeker,Sales Associate,12 Days of Deals,85825.43,27,3178.72,711.25,4998.90
Groceries,Nestle,Deal Seeker,Sales Associate,Autumn Deals Drive,41339.39,16,2583.71,801.69,4799.54
Groceries,Nestle,Deal Seeker,Sales Associate,BOGO Blitz,52169.83,19,2745.78,872.56,4431.47
Groceries,Nestle,Deal Seeker,Sales Associate,Back to School Boost,64010.43,20,3200.52,578.88,4931.43
Groceries,Nestle,Deal Seeker,Sales Associate,Birthday Bash Sale,71764.31,26,2760.17,544.77,4937.05
Groceries,Nestle,Deal Seeker,Sales Associate,Black Friday Blowout,37495.43,13,2884.26,689.46,4515.73
Groceries,Nestle,Deal Seeker,Sales Associate,Cart Crasher Campaign,40186.22,13,3091.25,551.90,4942.02
Groceries,Nestle,Deal Seeker,Sales Associate,Cashback Carnival,63658.78,21,3031.37,502.91,4995.74
Groceries,Nestle,Deal Seeker,Sales Associate,Clearance Countdown,74854.50,25,2994.18,915.15,4893.13
Groceries,Nestle,Deal Seeker,Sales Associate,Countdown to Savings,30555.75,13,2350.44,575.66,4724.38
Groceries,Nestle,Deal Seeker,Sales Associate,Customer Appreciation Week,42807.74,17,2518.10,693.20,4985.39
Groceries,Nestle,Deal Seeker,Sales Associate,Cyber Monday Mania,25481.46,9,2831.27,751.20,4632.64
Groceries,Nestle,Deal Seeker,Sales Associate,Deal of the Month,69733.08,23,3031.87,510.11,4920.82
Groceries,Nestle,Deal Seeker,Sales Associate,Double Points Bonanza,56905.01,17,3347.35,681.09,4379.63
Groceries,Nestle,Deal Seeker,Sales Associate,Early Bird Specials,42336.61,16,2646.04,572.29,4989.85
Groceries,Nestle,Deal Seeker,Sales Associate,End of Season Sale,64761.62,25,2590.46,538.71,4893.90
Groceries,Nestle,Deal Seeker,Sales Associate,Exclusive Insider Offers,62184.37,22,2826.56,564.18,4402.79
Groceries,Nestle,Deal Seeker,Sales Associate,Festive Fever Promo,43594.41,15,2906.29,551.33,4967.81
Groceries,Nestle,Deal Seeker,Sales Associate,Final Call Frenzy,47100.79,16,2943.80,1263.48,4529.72
Groceries,Nestle,Deal Seeker,Sales Associate,Flash Frenzy Friday,46724.77,17,2748.52,627.94,4300.49
Groceries,Nestle,Deal Seeker,Sales Associate,"Gift More, Spend Less",32659.86,15,2177.32,707.66,4309.02
Groceries,Nestle,Deal Seeker,Sales Associate,Golden Hour Bargains,83515.20,26,3212.12,615.02,4843.06
Groceries,Nestle,Deal Seeker,Sales Associate,Green Weekend Deals,49630.91,21,2363.38,511.58,4856.40
Groceries,Nestle,Deal Seeker,Sales Associate,Happy Hour Discounts,44959.54,17,2644.68,1100.52,4944.76
Groceries,Nestle,Deal Seeker,Sales Associate,Holiday Shopping Rush,47489.11,18,2638.28,565.81,4842.99
Groceries,Nestle,Deal Seeker,Sales Associate,Hot Picks Promo,67857.21,24,2827.38,839.87,4971.90
Groceries,Nestle,Deal Seeker,Sales Associate,Instant Gratification Sale,48329.34,20,2416.47,596.35,4915.44
Groceries,Nestle,Deal Seeker,Sales Associate,Limited Time Treasures,36372.95,14,2598.07,569.29,4964.98
Groceries,Nestle,Deal Seeker,Sales Associate,Loyalty Rewards Blast,61323.78,21,2920.18,752.94,4992.96
Groceries,Nestle,Deal Seeker,Sales Associate,Mega Weekend Bonanza,37777.48,12,3148.12,913.14,4930.83
Groceries,Nestle,Deal Seeker,Sales Associate,Mid-Year Madness,38906.80,16,2431.67,670.39,4970.40
Groceries,Nestle,Deal Seeker,Sales Associate,Midnight Madness,39553.71,14,2825.27,545.61,4947.50
Groceries,Nestle,Deal Seeker,Sales Associate,Mystery Discount Days,73319.50,23,3187.80,711.00,4903.85
Groceries,Nestle,Deal Seeker,Sales Associate,New Arrival Showcase,58761.93,21,2798.19,614.21,4700.91
Groceries,Nestle,Deal Seeker,Sales Associate,New Product Launch Promo,70018.22,25,2800.73,525.02,4904.55
Groceries,Nestle,Deal Seeker,Sales Associate,New Year Kickoff,38897.86,14,2778.42,590.86,4541.98
Groceries,Nestle,Deal Seeker,Sales Associate,Price Drop Parade,36827.32,15,2455.15,697.54,4575.30
Groceries,Nestle,Deal Seeker,Sales Associate,Red Tag Clearance,71020.89,21,3381.95,537.88,4963.62
Groceries,Nestle,Deal Seeker,Sales Associate,Seasonal Surprise Box,54323.44,19,2859.13,664.69,4989.26
Groceries,Nestle,Deal Seeker,Sales Associate,Shop & Save Spectacular,59667.15,21,2841.29,872.40,4902.99
Groceries,Nestle,Deal Seeker,Sales Associate,Smart Shopper Week,60243.46,26,2317.06,639.67,4573.87
Groceries,Nestle,Deal Seeker,Sales Associate,Spring Refresh Event,37194.51,17,2187.91,557.68,4708.76
Groceries,Nestle,Deal Seeker,Sales Associate,Spring Splash Discounts,30787.93,13,2368.30,950.73,4824.62
Groceries,Nestle,Deal Seeker,Sales Associate,Summer Sizzle Promo,32390.48,12,2699.21,778.44,4850.95
Groceries,Nestle,Deal Seeker,Sales Associate,Super Savings Week,63962.42,23,2780.97,552.89,4388.00
Groceries,Nestle,Deal Seeker,Sales Associate,Ultimate Value Event,46435.55,15,3095.70,678.78,4994.35
Groceries,Nestle,Deal Seeker,Sales Associate,VIP Access Sale,37680.98,15,2512.07,597.24,4079.96
Groceries,Nestle,Deal Seeker,Sales Associate,Weekend Warrior Specials,38955.34,13,2996.56,589.62,4966.38
Groceries,Nestle,Deal Seeker,Sales Associate,Winter Clearance Carnival,52415.49,22,2382.52,536.07,4200.29
Groceries,Nestle,Deal Seeker,Sales Associate,Winter Wonders Sale,31704.37,12,2642.03,682.87,4737.27
Groceries,Nestle,Deal Seeker,Salesperson,12 Days of Deals,75778.55,24,3157.44,792.32,4730.19
Groceries,Nestle,Deal Seeker,Salesperson,Autumn Deals Drive,48739.90,17,2867.05,900.70,4974.03
Groceries,Nestle,Deal Seeker,Salesperson,BOGO Blitz,54043.83,20,2702.19,636.02,4909.95
Groceries,Nestle,Deal Seeker,Salesperson,Back to School Boost,54125.11,16,3382.82,1616.03,4933.09
Groceries,Nestle,Deal Seeker,Salesperson,Birthday Bash Sale,46074.47,21,2194.02,696.16,4612.23
Groceries,Nestle,Deal Seeker,Salesperson,Black Friday Blowout,64698.47,22,2940.84,734.59,4884.84
Groceries,Nestle,Deal Seeker,Salesperson,Cart Crasher Campaign,61094.36,21,2909.26,853.63,4836.08
Groceries,Nestle,Deal Seeker,Salesperson,Cashback Carnival,59848.78,20,2992.44,765.68,4730.47
Groceries,Nestle,Deal Seeker,Salesperson,Clearance Countdown,28938.08,11,2630.73,940.23,4358.22
Groceries,Nestle,Deal Seeker,Salesperson,Countdown to Savings,76675.20,24,3194.80,540.77,4978.48
Groceries,Nestle,Deal Seeker,Salesperson,Customer Appreciation Week,45094.17,18,2505.23,783.59,4794.74
Groceries,Nestle,Deal Seeker,Salesperson,Cyber Monday Mania,45617.78,16,2851.11,763.27,4868.20
Groceries,Nestle,Deal Seeker,Salesperson,Deal of the Month,46197.54,18,2566.53,560.18,4663.79
Groceries,Nestle,Deal Seeker,Salesperson,Double Points Bonanza,41488.78,16,2593.05,593.96,4955.52
Groceries,Nestle,Deal Seeker,Salesperson,Early Bird Specials,48624.63,19,2559.19,593.82,4694.55
Groceries,Nestle,Deal Seeker,Salesperson,End of Season Sale,41498.30,15,2766.55,834.56,4135.70
Groceries,Nestle,Deal Seeker,Salesperson,Exclusive Insider Offers,39625.49,15,2641.70,814.63,4229.06
Groceries,Nestle,Deal Seeker,Salesperson,Festive Fever Promo,43322.90,17,2548.41,831.53,4990.52
Groceries,Nestle,Deal Seeker,Salesperson,Final Call Frenzy,36561.48,15,2437.43,587.93,4612.29
Groceries,Nestle,Deal Seeker,Salesperson,Flash Frenzy Friday,33779.36,14,2412.81,705.43,4190.86
Groceries,Nestle,Deal Seeker,Salesperson,"Gift More, Spend Less",28072.55,10,2807.25,660.06,4936.78
Groceries,Nestle,Deal Seeker,Salesperson,Golden Hour Bargains,52091.49,19,2741.66,763.38,4784.17
Groceries,Nestle,Deal Seeker,Salesperson,Green Weekend Deals,53997.61,18,2999.87,871.46,4645.26
Groceries,Nestle,Deal Seeker,Salesperson,Happy Hour Discounts,39882.56,15,2658.84,824.28,4330.72
Groceries,Nestle,Deal Seeker,Salesperson,Holiday Shopping Rush,49113.87,18,2728.55,507.76,4934.88
Groceries,Nestle,Deal Seeker,Salesperson,Hot Picks Promo,64435.73,23,2801.55,857.88,4856.88
Groceries,Nestle,Deal Seeker,Salesperson,Instant Gratification Sale,85120.09,31,2745.81,858.27,4708.43
Groceries,Nestle,Deal Seeker,Salesperson,Limited Time Treasures,46526.97,17,2736.88,766.62,4919.26
Groceries,Nestle,Deal Seeker,Salesperson,Loyalty Rewards Blast,59192.03,20,2959.60,698.55,4704.12
Groceries,Nestle,Deal Seeker,Salesperson,Mega Weekend Bonanza,35997.11,16,2249.82,732.81,4609.05
Groceries,Nestle,Deal Seeker,Salesperson,Mid-Year Madness,71983.62,28,2570.84,527.42,4395.60
Groceries,Nestle,Deal Seeker,Salesperson,Midnight Madness,65193.87,22,2963.36,636.46,4929.17
Groceries,Nestle,Deal Seeker,Salesperson,Mystery Discount Days,36783.64,15,2452.24,706.08,4536.54
Groceries,Nestle,Deal Seeker,Salesperson,New Arrival Showcase,54254.16,19,2855.48,610.91,4768.97
Groceries,Nestle,Deal Seeker,Salesperson,New Product Launch Promo,68423.35,21,3258.25,535.85,4923.75
Groceries,Nestle,Deal Seeker,Salesperson,New Year Kickoff,18310.96,8,2288.87,556.04,4626.71
Groceries,Nestle,Deal Seeker,Salesperson,Price Drop Parade,54575.08,21,2598.81,752.21,4680.00
Groceries,Nestle,Deal Seeker,Salesperson,Red Tag Clearance,61812.16,25,2472.49,769.38,4784.66
Groceries,Nestle,Deal Seeker,Salesperson,Seasonal Surprise Box,27221.01,10,2722.10,1214.33,4033.63
Groceries,Nestle,Deal Seeker,Salesperson,Shop & Save Spectacular,56127.67,19,2954.09,509.90,4978.05
Groceries,Nestle,Deal Seeker,Salesperson,Smart Shopper Week,52466.90,19,2761.42,662.52,4854.43
Groceries,Nestle,Deal Seeker,Salesperson,Spring Refresh Event,38562.64,17,2268.39,521.03,4838.77
Groceries,Nestle,Deal Seeker,Salesperson,Spring Splash Discounts,27154.63,13,2088.82,584.99,4674.62
Groceries,Nestle,Deal Seeker,Salesperson,Summer Sizzle Promo,49454.86,17,2909.11,1104.72,4872.45
Groceries,Nestle,Deal Seeker,Salesperson,Super Savings Week,39289.62,17,2311.15,901.53,4004.54
Groceries,Nestle,Deal Seeker,Salesperson,Ultimate Value Event,63866.41,21,3041.26,909.01,4997.42
Groceries,Nestle,Deal Seeker,Salesperson,VIP Access Sale,32649.56,12,2720.80,887.39,4817.09
Groceries,Nestle,Deal Seeker,Salesperson,Weekend Warrior Specials,52062.95,18,2892.39,596.47,4966.74
Groceries,Nestle,Deal Seeker,Salesperson,Winter Clearance Carnival,56226.45,20,2811.32,698.92,4968.24
Groceries,Nestle,Deal Seeker,Salesperson,Winter Wonders Sale,87047.25,32,2720.23,634.74,4940.78
Groceries,Nestle,Deal Seeker,Senior Salesperson,12 Days of Deals,25649.33,11,2331.76,624.10,3657.99
Groceries,Nestle,Deal Seeker,Senior Salesperson,Autumn Deals Drive,27561.29,11,2505.57,905.75,4053.54
Groceries,Nestle,Deal Seeker,Senior Salesperson,BOGO Blitz,45013.65,15,3000.91,742.37,4787.82
Groceries,Nestle,Deal Seeker,Senior Salesperson,Back to School Boost,31713.71,11,2883.06,1142.45,4854.66
Groceries,Nestle,Deal Seeker,Senior Salesperson,Birthday Bash Sale,41462.79,14,2961.63,523.64,4706.19
Groceries,Nestle,Deal Seeker,Senior Salesperson,Black Friday Blowout,50335.99,15,3355.73,962.18,4897.48
Groceries,Nestle,Deal Seeker,Senior Salesperson,Cart Crasher Campaign,51790.25,18,2877.24,1011.74,4946.45
Groceries,Nestle,Deal Seeker,Senior Salesperson,Cashback Carnival,34210.48,10,3421.05,697.50,4895.11
Groceries,Nestle,Deal Seeker,Senior Salesperson,Clearance Countdown,43261.32,20,2163.07,541.85,4727.06
Groceries,Nestle,Deal Seeker,Senior Salesperson,Countdown to Savings,55187.78,21,2627.99,700.87,4800.82
Groceries,Nestle,Deal Seeker,Senior Salesperson,Customer Appreciation Week,62504.71,20,3125.24,679.56,4905.11
Groceries,Nestle,Deal Seeker,Senior Salesperson,Cyber Monday Mania,47335.56,21,2254.07,582.18,4329.43
Groceries,Nestle,Deal Seeker,Senior Salesperson,Deal of the Month,36403.97,11,3309.45,1259.21,4871.28
Groceries,Nestle,Deal Seeker,Senior Salesperson,Double Points Bonanza,53119.12,19,2795.74,868.55,4826.18
Groceries,Nestle,Deal Seeker,Senior Salesperson,Early Bird Specials,39746.37,14,2839.03,604.22,4922.52
Groceries,Nestle,Deal Seeker,Senior Salesperson,End of Season Sale,40171.34,13,3090.10,1623.99,4718.24
Groceries,Nestle,Deal Seeker,Senior Salesperson,Exclusive Insider Offers,38051.02,15,2536.73,663.38,4957.80
Groceries,Nestle,Deal Seeker,Senior Salesperson,Festive Fever Promo,57329.99,22,2605.91,529.52,4997.65
Groceries,Nestle,Deal Seeker,Senior Salesperson,Final Call Frenzy,35471.48,15,2364.77,656.08,4198.81
Groceries,Nestle,Deal Seeker,Senior Salesperson,Flash Frenzy Friday,49435.95,18,2746.44,708.99,4809.88
Groceries,Nestle,Deal Seeker,Senior Salesperson,"Gift More, Spend Less",56018.38,17,3295.20,528.33,4915.17
Groceries,Nestle,Deal Seeker,Senior Salesperson,Golden Hour Bargains,40134.51,19,2112.34,815.20,4485.91
