category,brand,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Groceries,Amul,Senior Salesperson,Seasonal Surprise Box,381656.44,141,2706.78,525.07,4975.74
Groceries,Amul,Senior Salesperson,Shop & Save Spectacular,417708.71,156,2677.62,523.81,4990.08
Groceries,Amul,Senior Salesperson,Smart Shopper Week,464882.86,171,2718.61,514.94,4966.67
Groceries,Amul,Senior Salesperson,Spring Refresh Event,484116.79,163,2970.04,524.46,4972.47
Groceries,Amul,Senior Salesperson,Spring Splash Discounts,426309.41,158,2698.16,509.39,4957.64
Groceries,Amul,Senior Salesperson,Summer Sizzle Promo,416381.79,153,2721.45,523.97,4988.04
Groceries,Amul,Senior Salesperson,Super Savings Week,439014.75,156,2814.20,545.99,4996.48
Groceries,Amul,Senior Salesperson,Ultimate Value Event,434325.06,160,2714.53,511.06,4918.00
Groceries,Amul,Senior Salesperson,VIP Access Sale,411080.80,150,2740.54,534.12,4975.04
Groceries,Amul,Senior Salesperson,Weekend Warrior Specials,376511.38,136,2768.47,525.52,4994.19
Groceries,Amul,Senior Salesperson,Winter Clearance Carnival,387902.89,146,2656.87,527.28,4955.80
Groceries,Amul,Senior Salesperson,Winter Wonders Sale,431800.21,159,2715.72,513.51,4995.64
Groceries,Britannia,Manager,12 Days of Deals,443980.73,162,2740.62,502.31,4998.87
Groceries,Britannia,Manager,Autumn Deals Drive,523150.30,181,2890.33,582.59,4943.00
Groceries,Britannia,Manager,BOGO Blitz,422159.09,158,2671.89,536.40,4981.67
Groceries,Britannia,Manager,Back to School Boost,489660.10,182,2690.44,530.36,4974.54
Groceries,Britannia,Manager,Birthday Bash Sale,380479.32,143,2660.69,538.15,4943.92
Groceries,Britannia,Manager,Black Friday Blowout,383840.94,143,2684.20,535.53,4997.76
Groceries,Britannia,Manager,Cart Crasher Campaign,469770.41,162,2899.82,514.48,4986.06
Groceries,Britannia,Manager,Cashback Carnival,500514.77,178,2811.88,531.43,4994.46
Groceries,Britannia,Manager,Clearance Countdown,557621.19,187,2981.93,535.22,4939.15
Groceries,Britannia,Manager,Countdown to Savings,487915.35,168,2904.26,540.48,4993.99
Groceries,Britannia,Manager,Customer Appreciation Week,427702.57,156,2741.68,504.57,4997.51
Groceries,Britannia,Manager,Cyber Monday Mania,453088.74,158,2867.65,506.32,4999.83
Groceries,Britannia,Manager,Deal of the Month,434637.83,163,2666.49,524.63,4989.02
Groceries,Britannia,Manager,Double Points Bonanza,453979.68,168,2702.26,509.38,4976.69
Groceries,Britannia,Manager,Early Bird Specials,393955.68,148,2661.86,522.30,4969.89
Groceries,Britannia,Manager,End of Season Sale,469437.65,175,2682.50,521.97,4979.66
Groceries,Britannia,Manager,Exclusive Insider Offers,427330.75,157,2721.85,542.32,4964.44
Groceries,Britannia,Manager,Festive Fever Promo,440636.29,167,2638.54,507.70,4941.21
Groceries,Britannia,Manager,Final Call Frenzy,449539.15,174,2583.56,514.82,4973.99
Groceries,Britannia,Manager,Flash Frenzy Friday,375332.10,144,2606.47,517.12,4943.28
Groceries,Britannia,Manager,"Gift More, Spend Less",393280.78,148,2657.30,539.59,4977.58
Groceries,Britannia,Manager,Golden Hour Bargains,478293.46,166,2881.29,568.42,4999.21
Groceries,Britannia,Manager,Green Weekend Deals,525315.04,185,2839.54,546.13,4986.11
Groceries,Britannia,Manager,Happy Hour Discounts,392048.80,136,2882.71,584.42,4998.94
Groceries,Britannia,Manager,Holiday Shopping Rush,513544.42,183,2806.25,555.51,4996.87
Groceries,Britannia,Manager,Hot Picks Promo,465933.56,178,2617.60,597.35,4992.31
Groceries,Britannia,Manager,Instant Gratification Sale,521053.75,181,2878.75,503.33,4988.57
Groceries,Britannia,Manager,Limited Time Treasures,425618.99,156,2728.33,534.05,4970.47
Groceries,Britannia,Manager,Loyalty Rewards Blast,420452.41,158,2661.09,568.10,4989.61
Groceries,Britannia,Manager,Mega Weekend Bonanza,347466.50,139,2499.76,517.93,4980.98
Groceries,Britannia,Manager,Mid-Year Madness,464795.99,172,2702.30,512.41,4962.63
Groceries,Britannia,Manager,Midnight Madness,427398.61,161,2654.65,516.01,4938.47
Groceries,Britannia,Manager,Mystery Discount Days,477549.51,174,2744.54,500.94,4983.72
Groceries,Britannia,Manager,New Arrival Showcase,509426.38,179,2845.96,514.09,4980.17
Groceries,Britannia,Manager,New Product Launch Promo,437450.73,170,2573.24,504.86,4973.45
Groceries,Britannia,Manager,New Year Kickoff,443438.16,170,2608.46,508.27,4996.56
Groceries,Britannia,Manager,Price Drop Parade,416896.07,153,2724.81,509.15,4996.09
Groceries,Britannia,Manager,Red Tag Clearance,481409.61,174,2766.72,526.41,4992.34
Groceries,Britannia,Manager,Seasonal Surprise Box,457072.04,172,2657.40,500.56,4970.45
Groceries,Britannia,Manager,Shop & Save Spectacular,449206.98,152,2955.31,591.48,4960.30
Groceries,Britannia,Manager,Smart Shopper Week,488413.13,170,2873.02,599.99,4999.40
Groceries,Britannia,Manager,Spring Refresh Event,476888.80,166,2872.82,545.76,4988.60
Groceries,Britannia,Manager,Spring Splash Discounts,435493.51,148,2942.52,527.46,4971.19
Groceries,Britannia,Manager,Summer Sizzle Promo,461835.78,170,2716.68,523.99,4963.04
Groceries,Britannia,Manager,Super Savings Week,435553.16,159,2739.33,512.49,4990.76
Groceries,Britannia,Manager,Ultimate Value Event,465564.64,172,2706.77,518.06,4985.14
Groceries,Britannia,Manager,VIP Access Sale,443989.14,164,2707.25,500.31,4991.40
Groceries,Britannia,Manager,Weekend Warrior Specials,453609.23,166,2732.59,539.36,4981.57
Groceries,Britannia,Manager,Winter Clearance Carnival,424269.22,154,2754.99,534.65,4985.64
Groceries,Britannia,Manager,Winter Wonders Sale,453875.62,167,2717.82,505.12,4885.59
Groceries,Britannia,Sales Associate,12 Days of Deals,530866.98,200,2654.33,522.13,4969.49
Groceries,Britannia,Sales Associate,Autumn Deals Drive,559765.30,206,2717.31,563.99,4992.02
Groceries,Britannia,Sales Associate,BOGO Blitz,465514.00,160,2909.46,527.21,4979.64
Groceries,Britannia,Sales Associate,Back to School Boost,474811.18,170,2793.01,546.92,4992.48
Groceries,Britannia,Sales Associate,Birthday Bash Sale,508749.94,181,2810.77,532.60,4977.49
Groceries,Britannia,Sales Associate,Black Friday Blowout,500355.81,184,2719.33,511.36,4976.10
Groceries,Britannia,Sales Associate,Cart Crasher Campaign,472269.16,166,2844.99,559.72,4993.97
Groceries,Britannia,Sales Associate,Cashback Carnival,489685.95,186,2632.72,510.20,4978.21
Groceries,Britannia,Sales Associate,Clearance Countdown,423978.18,155,2735.34,544.77,4988.73
Groceries,Britannia,Sales Associate,Countdown to Savings,464624.26,171,2717.10,501.28,4987.78
Groceries,Britannia,Sales Associate,Customer Appreciation Week,458507.64,166,2762.09,502.48,4997.84
Groceries,Britannia,Sales Associate,Cyber Monday Mania,472624.18,182,2596.84,504.09,4953.54
Groceries,Britannia,Sales Associate,Deal of the Month,476595.76,183,2604.35,503.27,4972.57
Groceries,Britannia,Sales Associate,Double Points Bonanza,506331.65,179,2828.67,513.08,4973.65
Groceries,Britannia,Sales Associate,Early Bird Specials,484600.44,179,2707.27,508.69,4895.47
Groceries,Britannia,Sales Associate,End of Season Sale,451910.52,164,2755.55,514.59,4940.34
Groceries,Britannia,Sales Associate,Exclusive Insider Offers,452217.59,176,2569.42,504.77,4963.41
Groceries,Britannia,Sales Associate,Festive Fever Promo,441244.30,169,2610.91,533.87,4995.96
Groceries,Britannia,Sales Associate,Final Call Frenzy,460552.69,173,2662.15,509.45,4984.89
Groceries,Britannia,Sales Associate,Flash Frenzy Friday,483293.69,174,2777.55,519.19,4948.22
Groceries,Britannia,Sales Associate,"Gift More, Spend Less",494903.28,181,2734.27,511.37,4983.21
Groceries,Britannia,Sales Associate,Golden Hour Bargains,472730.74,179,2640.95,504.86,4981.31
Groceries,Britannia,Sales Associate,Green Weekend Deals,495448.00,188,2635.36,503.85,4977.17
Groceries,Britannia,Sales Associate,Happy Hour Discounts,475954.31,165,2884.57,521.08,4915.30
Groceries,Britannia,Sales Associate,Holiday Shopping Rush,463630.62,178,2604.67,531.37,4983.09
Groceries,Britannia,Sales Associate,Hot Picks Promo,471874.65,175,2696.43,503.38,4984.48
Groceries,Britannia,Sales Associate,Instant Gratification Sale,484771.46,163,2974.06,629.47,4986.68
Groceries,Britannia,Sales Associate,Limited Time Treasures,533042.65,198,2692.13,544.43,4968.45
Groceries,Britannia,Sales Associate,Loyalty Rewards Blast,479736.71,174,2757.11,558.36,4955.36
Groceries,Britannia,Sales Associate,Mega Weekend Bonanza,487680.46,172,2835.35,531.18,4994.82
Groceries,Britannia,Sales Associate,Mid-Year Madness,462096.60,172,2686.61,595.97,4914.62
Groceries,Britannia,Sales Associate,Midnight Madness,494636.44,180,2747.98,502.72,4999.95
Groceries,Britannia,Sales Associate,Mystery Discount Days,475634.05,182,2613.37,509.55,4999.16
Groceries,Britannia,Sales Associate,New Arrival Showcase,555455.54,196,2833.96,502.57,4968.88
Groceries,Britannia,Sales Associate,New Product Launch Promo,505135.40,187,2701.26,502.18,4996.19
Groceries,Britannia,Sales Associate,New Year Kickoff,402684.05,161,2501.14,522.48,4882.24
Groceries,Britannia,Sales Associate,Price Drop Parade,492680.37,169,2915.27,561.95,4975.36
Groceries,Britannia,Sales Associate,Red Tag Clearance,449101.48,168,2673.22,509.89,4962.58
Groceries,Britannia,Sales Associate,Seasonal Surprise Box,471340.75,171,2756.38,504.42,4863.78
Groceries,Britannia,Sales Associate,Shop & Save Spectacular,477932.20,178,2685.01,544.08,4973.31
Groceries,Britannia,Sales Associate,Smart Shopper Week,450446.39,168,2681.23,511.85,4996.20
Groceries,Britannia,Sales Associate,Spring Refresh Event,504156.70,181,2785.40,522.27,4995.73
Groceries,Britannia,Sales Associate,Spring Splash Discounts,449077.73,167,2689.09,506.84,4908.40
Groceries,Britannia,Sales Associate,Summer Sizzle Promo,504935.80,176,2868.95,516.31,4904.98
Groceries,Britannia,Sales Associate,Super Savings Week,434807.49,157,2769.47,507.93,4960.86
Groceries,Britannia,Sales Associate,Ultimate Value Event,457376.64,163,2805.99,511.38,4980.15
Groceries,Britannia,Sales Associate,VIP Access Sale,480981.10,178,2702.14,502.12,4971.16
Groceries,Britannia,Sales Associate,Weekend Warrior Specials,461217.13,176,2620.55,531.81,4993.10
Groceries,Britannia,Sales Associate,Winter Clearance Carnival,498540.42,182,2739.23,503.43,4992.46
Groceries,Britannia,Sales Associate,Winter Wonders Sale,431395.64,164,2630.46,538.61,4991.71
Groceries,Britannia,Salesperson,12 Days of Deals,488139.11,179,2727.03,511.79,4875.93
Groceries,Britannia,Salesperson,Autumn Deals Drive,479202.77,164,2921.97,566.11,4996.15
Groceries,Britannia,Salesperson,BOGO Blitz,540146.71,184,2935.58,566.95,4992.77
Groceries,Britannia,Salesperson,Back to School Boost,465883.91,169,2756.71,500.43,4993.04
Groceries,Britannia,Salesperson,Birthday Bash Sale,554469.01,191,2902.98,546.23,4945.14
Groceries,Britannia,Salesperson,Black Friday Blowout,414937.95,149,2784.82,554.48,4970.84
Groceries,Britannia,Salesperson,Cart Crasher Campaign,434199.52,169,2569.23,530.62,4963.19
Groceries,Britannia,Salesperson,Cashback Carnival,430655.94,159,2708.53,516.36,4995.88
Groceries,Britannia,Salesperson,Clearance Countdown,459950.48,163,2821.78,509.31,4982.62
Groceries,Britannia,Salesperson,Countdown to Savings,422212.31,162,2606.25,500.65,4993.28
Groceries,Britannia,Salesperson,Customer Appreciation Week,459805.97,167,2753.33,503.77,4990.08
Groceries,Britannia,Salesperson,Cyber Monday Mania,492437.10,184,2676.29,510.17,4970.17
Groceries,Britannia,Salesperson,Deal of the Month,465740.19,178,2616.52,548.70,4945.58
Groceries,Britannia,Salesperson,Double Points Bonanza,471598.04,177,2664.40,517.45,4996.21
Groceries,Britannia,Salesperson,Early Bird Specials,503786.71,187,2694.05,527.91,4981.70
Groceries,Britannia,Salesperson,End of Season Sale,473985.97,170,2788.15,545.80,4992.46
Groceries,Britannia,Salesperson,Exclusive Insider Offers,483089.19,180,2683.83,523.27,4985.52
Groceries,Britannia,Salesperson,Festive Fever Promo,467007.75,179,2608.98,520.41,4895.20
Groceries,Britannia,Salesperson,Final Call Frenzy,429700.02,158,2719.62,542.89,4977.61
Groceries,Britannia,Salesperson,Flash Frenzy Friday,491864.49,176,2794.68,511.49,4971.18
Groceries,Britannia,Salesperson,"Gift More, Spend Less",508855.34,183,2780.63,529.28,4988.51
Groceries,Britannia,Salesperson,Golden Hour Bargains,544472.31,193,2821.10,513.90,4999.35
Groceries,Britannia,Salesperson,Green Weekend Deals,431228.52,158,2729.29,507.87,4963.60
Groceries,Britannia,Salesperson,Happy Hour Discounts,428683.00,157,2730.46,556.53,4970.94
Groceries,Britannia,Salesperson,Holiday Shopping Rush,508832.81,187,2721.03,536.22,4993.67
Groceries,Britannia,Salesperson,Hot Picks Promo,442109.73,165,2679.45,524.13,4968.11
Groceries,Britannia,Salesperson,Instant Gratification Sale,496297.83,177,2803.94,503.24,4984.04
Groceries,Britannia,Salesperson,Limited Time Treasures,433068.49,159,2723.70,574.71,4984.48
Groceries,Britannia,Salesperson,Loyalty Rewards Blast,469908.53,170,2764.17,547.44,4993.48
Groceries,Britannia,Salesperson,Mega Weekend Bonanza,356495.98,140,2546.40,521.56,4940.57
Groceries,Britannia,Salesperson,Mid-Year Madness,453218.86,166,2730.23,554.68,4978.60
Groceries,Britannia,Salesperson,Midnight Madness,494943.27,187,2646.76,505.45,4997.76
Groceries,Britannia,Salesperson,Mystery Discount Days,468591.88,178,2632.54,513.12,4994.43
Groceries,Britannia,Salesperson,New Arrival Showcase,423681.06,158,2681.53,560.09,4996.06
Groceries,Britannia,Salesperson,New Product Launch Promo,428303.37,156,2745.53,548.15,4961.94
Groceries,Britannia,Salesperson,New Year Kickoff,466529.53,177,2635.76,577.28,4991.55
Groceries,Britannia,Salesperson,Price Drop Parade,449663.33,163,2758.67,516.53,4985.06
Groceries,Britannia,Salesperson,Red Tag Clearance,384042.15,148,2594.88,570.42,4995.93
Groceries,Britannia,Salesperson,Seasonal Surprise Box,538077.58,172,3128.36,579.03,4991.34
Groceries,Britannia,Salesperson,Shop & Save Spectacular,499549.92,179,2790.78,523.23,4972.27
Groceries,Britannia,Salesperson,Smart Shopper Week,453566.01,168,2699.80,521.96,4991.20
Groceries,Britannia,Salesperson,Spring Refresh Event,495351.15,173,2863.30,521.49,4995.72
Groceries,Britannia,Salesperson,Spring Splash Discounts,466941.37,172,2714.78,538.55,4988.22
Groceries,Britannia,Salesperson,Summer Sizzle Promo,473524.17,172,2753.05,533.97,4991.99
Groceries,Britannia,Salesperson,Super Savings Week,463342.14,170,2725.54,552.31,4966.60
Groceries,Britannia,Salesperson,Ultimate Value Event,406871.61,153,2659.29,509.73,4955.51
Groceries,Britannia,Salesperson,VIP Access Sale,496966.69,182,2730.59,510.75,4993.43
Groceries,Britannia,Salesperson,Weekend Warrior Specials,454022.59,164,2768.43,522.41,4971.96
Groceries,Britannia,Salesperson,Winter Clearance Carnival,557037.05,184,3027.38,555.67,4996.82
Groceries,Britannia,Salesperson,Winter Wonders Sale,457179.00,170,2689.29,510.84,4999.56
Groceries,Britannia,Senior Salesperson,12 Days of Deals,427062.62,149,2866.19,509.36,4953.32
Groceries,Britannia,Senior Salesperson,Autumn Deals Drive,364288.43,137,2659.04,521.41,4941.48
Groceries,Britannia,Senior Salesperson,BOGO Blitz,397225.79,151,2630.63,551.93,4995.11
Groceries,Britannia,Senior Salesperson,Back to School Boost,440226.07,153,2877.29,505.29,4996.41
Groceries,Britannia,Senior Salesperson,Birthday Bash Sale,369782.54,131,2822.77,505.10,4997.17
Groceries,Britannia,Senior Salesperson,Black Friday Blowout,415164.07,142,2923.69,543.56,4976.55
Groceries,Britannia,Senior Salesperson,Cart Crasher Campaign,410105.81,155,2645.84,524.51,4988.44
Groceries,Britannia,Senior Salesperson,Cashback Carnival,397263.33,150,2648.42,525.08,4994.46
Groceries,Britannia,Senior Salesperson,Clearance Countdown,479116.13,169,2835.01,543.96,4995.69
Groceries,Britannia,Senior Salesperson,Countdown to Savings,397141.29,156,2545.78,510.46,4970.45
Groceries,Britannia,Senior Salesperson,Customer Appreciation Week,398284.56,141,2824.71,551.33,4991.50
Groceries,Britannia,Senior Salesperson,Cyber Monday Mania,362013.69,135,2681.58,516.80,4994.43
Groceries,Britannia,Senior Salesperson,Deal of the Month,426098.34,156,2731.40,504.60,4990.87
Groceries,Britannia,Senior Salesperson,Double Points Bonanza,354099.99,140,2529.29,527.93,4951.24
Groceries,Britannia,Senior Salesperson,Early Bird Specials,445204.54,162,2748.18,521.99,4998.24
Groceries,Britannia,Senior Salesperson,End of Season Sale,435957.36,158,2759.22,503.49,4962.97
Groceries,Britannia,Senior Salesperson,Exclusive Insider Offers,459625.30,156,2946.32,515.78,4998.29
Groceries,Britannia,Senior Salesperson,Festive Fever Promo,375032.83,143,2622.61,522.53,4977.21
Groceries,Britannia,Senior Salesperson,Final Call Frenzy,381509.53,134,2847.09,553.20,4987.51
Groceries,Britannia,Senior Salesperson,Flash Frenzy Friday,426520.61,154,2769.61,513.46,4950.37
Groceries,Britannia,Senior Salesperson,"Gift More, Spend Less",382087.53,146,2617.04,542.12,4890.17
Groceries,Britannia,Senior Salesperson,Golden Hour Bargains,384891.15,138,2789.07,504.64,4914.06
Groceries,Britannia,Senior Salesperson,Green Weekend Deals,348109.35,123,2830.16,524.29,4957.63
Groceries,Britannia,Senior Salesperson,Happy Hour Discounts,439594.55,150,2930.63,500.75,4928.52
Groceries,Britannia,Senior Salesperson,Holiday Shopping Rush,322396.24,124,2599.97,617.57,4920.09
Groceries,Britannia,Senior Salesperson,Hot Picks Promo,439808.93,161,2731.73,500.98,4990.46
Groceries,Britannia,Senior Salesperson,Instant Gratification Sale,433259.46,157,2759.61,503.39,4987.18
Groceries,Britannia,Senior Salesperson,Limited Time Treasures,452748.16,165,2743.93,508.03,4985.97
Groceries,Britannia,Senior Salesperson,Loyalty Rewards Blast,393602.73,145,2714.50,555.92,4965.51
Groceries,Britannia,Senior Salesperson,Mega Weekend Bonanza,440920.09,156,2826.41,507.42,4927.04
Groceries,Britannia,Senior Salesperson,Mid-Year Madness,395490.92,139,2845.26,536.55,4982.61
Groceries,Britannia,Senior Salesperson,Midnight Madness,408735.86,156,2620.10,508.47,4966.84
Groceries,Britannia,Senior Salesperson,Mystery Discount Days,327277.22,125,2618.22,529.92,4957.26
Groceries,Britannia,Senior Salesperson,New Arrival Showcase,443662.91,164,2705.26,526.83,4986.10
Groceries,Britannia,Senior Salesperson,New Product Launch Promo,424126.17,154,2754.07,506.42,4985.07
Groceries,Britannia,Senior Salesperson,New Year Kickoff,403074.47,141,2858.68,533.54,4971.14
Groceries,Britannia,Senior Salesperson,Price Drop Parade,417684.14,156,2677.46,600.35,4978.49
Groceries,Britannia,Senior Salesperson,Red Tag Clearance,375583.62,135,2782.10,504.16,4952.22
Groceries,Britannia,Senior Salesperson,Seasonal Surprise Box,399000.96,140,2850.01,603.74,4985.20
Groceries,Britannia,Senior Salesperson,Shop & Save Spectacular,383614.99,137,2800.11,547.10,4971.64
Groceries,Britannia,Senior Salesperson,Smart Shopper Week,394782.66,148,2667.45,513.67,4958.52
Groceries,Britannia,Senior Salesperson,Spring Refresh Event,456845.58,155,2947.39,556.22,4986.34
Groceries,Britannia,Senior Salesperson,Spring Splash Discounts,413349.18,157,2632.80,509.08,4968.61
Groceries,Britannia,Senior Salesperson,Summer Sizzle Promo,446676.05,161,2774.39,516.65,4998.54
Groceries,Britannia,Senior Salesperson,Super Savings Week,470332.20,167,2816.36,525.78,4987.66
Groceries,Britannia,Senior Salesperson,Ultimate Value Event,409158.48,148,2764.58,642.00,4987.11
Groceries,Britannia,Senior Salesperson,VIP Access Sale,481087.98,181,2657.94,512.39,4982.51
Groceries,Britannia,Senior Salesperson,Weekend Warrior Specials,475152.90,176,2699.73,524.12,4984.08
Groceries,Britannia,Senior Salesperson,Winter Clearance Carnival,344829.31,129,2673.10,515.18,4940.99
Groceries,Britannia,Senior Salesperson,Winter Wonders Sale,465839.01,164,2840.48,605.48,4984.95
Groceries,Kellogg's,Manager,12 Days of Deals,397255.97,146,2720.93,507.87,4995.38
Groceries,Kellogg's,Manager,Autumn Deals Drive,468051.12,172,2721.23,539.78,4947.79
Groceries,Kellogg's,Manager,BOGO Blitz,480494.43,173,2777.42,519.68,4932.71
Groceries,Kellogg's,Manager,Back to School Boost,401177.89,150,2674.52,513.48,4943.14
Groceries,Kellogg's,Manager,Birthday Bash Sale,407720.41,157,2596.95,542.75,4982.46
Groceries,Kellogg's,Manager,Black Friday Blowout,405188.46,155,2614.12,507.06,4918.00
Groceries,Kellogg's,Manager,Cart Crasher Campaign,386851.77,148,2613.86,580.22,4976.29
Groceries,Kellogg's,Manager,Cashback Carnival,353850.15,134,2640.67,545.28,4979.90
Groceries,Kellogg's,Manager,Clearance Countdown,457338.75,165,2771.75,508.52,4998.17
Groceries,Kellogg's,Manager,Countdown to Savings,404051.95,153,2640.86,519.69,4944.87
Groceries,Kellogg's,Manager,Customer Appreciation Week,548965.66,199,2758.62,528.76,4980.71
Groceries,Kellogg's,Manager,Cyber Monday Mania,500822.92,176,2845.58,523.58,4988.27
Groceries,Kellogg's,Manager,Deal of the Month,519203.47,183,2837.18,539.25,4985.85
Groceries,Kellogg's,Manager,Double Points Bonanza,430737.76,163,2642.56,500.95,4980.85
Groceries,Kellogg's,Manager,Early Bird Specials,526797.57,183,2878.68,520.10,4985.95
Groceries,Kellogg's,Manager,End of Season Sale,462257.32,174,2656.65,500.37,4995.76
Groceries,Kellogg's,Manager,Exclusive Insider Offers,486161.44,179,2715.99,534.32,4998.78
Groceries,Kellogg's,Manager,Festive Fever Promo,549996.14,192,2864.56,516.45,4979.05
Groceries,Kellogg's,Manager,Final Call Frenzy,449607.23,162,2775.35,508.87,4980.80
Groceries,Kellogg's,Manager,Flash Frenzy Friday,396196.93,154,2572.71,520.77,4933.40
Groceries,Kellogg's,Manager,"Gift More, Spend Less",422901.33,161,2626.72,531.56,4989.67
Groceries,Kellogg's,Manager,Golden Hour Bargains,417640.07,152,2747.63,516.63,4967.13
Groceries,Kellogg's,Manager,Green Weekend Deals,474990.49,177,2683.56,561.80,4994.05
Groceries,Kellogg's,Manager,Happy Hour Discounts,425441.45,159,2675.73,520.96,4953.23
Groceries,Kellogg's,Manager,Holiday Shopping Rush,476952.50,168,2839.00,506.03,4977.30
Groceries,Kellogg's,Manager,Hot Picks Promo,467696.28,174,2687.91,502.08,4963.48
Groceries,Kellogg's,Manager,Instant Gratification Sale,411560.60,154,2672.47,539.15,4998.35
Groceries,Kellogg's,Manager,Limited Time Treasures,411256.31,151,2723.55,522.99,4968.53
Groceries,Kellogg's,Manager,Loyalty Rewards Blast,418731.19,148,2829.26,518.02,4986.34
Groceries,Kellogg's,Manager,Mega Weekend Bonanza,460071.82,161,2857.59,574.25,4979.01
Groceries,Kellogg's,Manager,Mid-Year Madness,396003.01,140,2828.59,593.67,4944.95
Groceries,Kellogg's,Manager,Midnight Madness,429727.15,163,2636.36,613.60,4964.21
Groceries,Kellogg's,Manager,Mystery Discount Days,404284.88,153,2642.38,525.04,4982.99
Groceries,Kellogg's,Manager,New Arrival Showcase,381913.07,140,2727.95,543.92,4991.74
Groceries,Kellogg's,Manager,New Product Launch Promo,445280.64,161,2765.72,531.05,4947.79
Groceries,Kellogg's,Manager,New Year Kickoff,400199.50,146,2741.09,500.12,4924.97
Groceries,Kellogg's,Manager,Price Drop Parade,451256.52,169,2670.16,518.47,4999.58
Groceries,Kellogg's,Manager,Red Tag Clearance,465326.64,154,3021.60,566.07,4987.23
Groceries,Kellogg's,Manager,Seasonal Surprise Box,494712.21,165,2998.26,510.72,4984.48
Groceries,Kellogg's,Manager,Shop & Save Spectacular,468488.24,160,2928.05,523.57,4976.59
Groceries,Kellogg's,Manager,Smart Shopper Week,535758.17,184,2911.73,530.02,4971.62
Groceries,Kellogg's,Manager,Spring Refresh Event,489523.25,181,2704.55,513.24,4970.95
Groceries,Kellogg's,Manager,Spring Splash Discounts,392630.03,143,2745.66,500.68,4918.02
Groceries,Kellogg's,Manager,Summer Sizzle Promo,442929.81,154,2876.17,514.60,4986.64
Groceries,Kellogg's,Manager,Super Savings Week,462958.00,178,2600.89,504.29,4971.41
Groceries,Kellogg's,Manager,Ultimate Value Event,453029.49,171,2649.30,518.31,4997.75
Groceries,Kellogg's,Manager,VIP Access Sale,473874.28,167,2837.57,564.84,4981.81
Groceries,Kellogg's,Manager,Weekend Warrior Specials,466048.09,169,2757.68,522.36,4971.38
Groceries,Kellogg's,Manager,Winter Clearance Carnival,457918.12,167,2742.02,523.06,4960.30
Groceries,Kellogg's,Manager,Winter Wonders Sale,501468.34,178,2817.24,582.25,4973.29
Groceries,Kellogg's,Sales Associate,12 Days of Deals,472007.07,167,2826.39,523.58,4887.23
Groceries,Kellogg's,Sales Associate,Autumn Deals Drive,479598.85,175,2740.56,510.46,4984.97
Groceries,Kellogg's,Sales Associate,BOGO Blitz,407240.88,158,2577.47,500.98,4981.18
Groceries,Kellogg's,Sales Associate,Back to School Boost,444950.61,168,2648.52,517.84,4954.16
Groceries,Kellogg's,Sales Associate,Birthday Bash Sale,443699.92,165,2689.09,524.00,4960.47
Groceries,Kellogg's,Sales Associate,Black Friday Blowout,469748.32,167,2812.86,517.02,4999.51
Groceries,Kellogg's,Sales Associate,Cart Crasher Campaign,549195.81,198,2773.72,508.00,4992.71
Groceries,Kellogg's,Sales Associate,Cashback Carnival,489205.41,187,2616.07,535.64,4995.37
Groceries,Kellogg's,Sales Associate,Clearance Countdown,516694.35,186,2777.93,529.04,4984.76
Groceries,Kellogg's,Sales Associate,Countdown to Savings,475870.78,176,2703.81,504.50,4997.39
Groceries,Kellogg's,Sales Associate,Customer Appreciation Week,472876.47,180,2627.09,504.70,4992.51
Groceries,Kellogg's,Sales Associate,Cyber Monday Mania,444895.72,167,2664.05,512.85,4998.93
Groceries,Kellogg's,Sales Associate,Deal of the Month,542833.03,193,2812.61,503.94,4909.13
Groceries,Kellogg's,Sales Associate,Double Points Bonanza,438701.12,166,2642.78,503.26,4975.38
Groceries,Kellogg's,Sales Associate,Early Bird Specials,476794.65,171,2788.27,554.07,4995.00
Groceries,Kellogg's,Sales Associate,End of Season Sale,462180.58,173,2671.56,504.34,4990.61
Groceries,Kellogg's,Sales Associate,Exclusive Insider Offers,533455.93,181,2947.27,531.33,4977.13
Groceries,Kellogg's,Sales Associate,Festive Fever Promo,457575.85,166,2756.48,512.07,4996.81
Groceries,Kellogg's,Sales Associate,Final Call Frenzy,532994.74,192,2776.01,503.08,4918.76
Groceries,Kellogg's,Sales Associate,Flash Frenzy Friday,414698.54,150,2764.66,507.64,4996.77
Groceries,Kellogg's,Sales Associate,"Gift More, Spend Less",483372.90,170,2843.37,546.30,4984.47
Groceries,Kellogg's,Sales Associate,Golden Hour Bargains,517419.97,191,2709.01,528.06,4983.47
Groceries,Kellogg's,Sales Associate,Green Weekend Deals,497536.66,180,2764.09,544.59,4997.22
Groceries,Kellogg's,Sales Associate,Happy Hour Discounts,511581.40,183,2795.53,521.58,4979.21
Groceries,Kellogg's,Sales Associate,Holiday Shopping Rush,440550.20,152,2898.36,540.89,4998.79
Groceries,Kellogg's,Sales Associate,Hot Picks Promo,438482.71,162,2706.68,537.51,4979.15
Groceries,Kellogg's,Sales Associate,Instant Gratification Sale,468004.73,174,2689.68,517.98,4983.54
Groceries,Kellogg's,Sales Associate,Limited Time Treasures,495656.50,179,2769.03,545.26,4999.73
