category,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Groceries,Manager,Seasonal Surprise Box,2311800.35,824,2805.58,500.56,4989.05
Groceries,Manager,Shop & Save Spectacular,2242530.69,800,2803.16,503.57,4990.45
Groceries,Manager,Smart Shopper Week,2406050.70,848,2837.32,517.36,4999.40
Groceries,Manager,Spring Refresh Event,2482806.69,882,2814.97,513.24,4995.87
Groceries,Manager,Spring Splash Discounts,2296147.19,822,2793.37,500.68,4989.87
Groceries,Manager,Summer Sizzle Promo,2289571.37,824,2778.61,503.45,4986.64
Groceries,Manager,Super Savings Week,2205688.56,810,2723.07,502.79,4998.98
Groceries,Manager,Ultimate Value Event,2281035.32,838,2722.00,500.47,4997.75
Groceries,Manager,VIP Access Sale,2338600.85,853,2741.62,500.31,4996.03
Groceries,Manager,Weekend Warrior Specials,2327333.20,842,2764.05,504.09,4986.11
Groceries,Manager,Winter Clearance Carnival,2215944.08,807,2745.90,504.18,4998.44
Groceries,Manager,Winter Wonders Sale,2293619.46,840,2730.50,505.12,4973.29
Groceries,Sales Associate,12 Days of Deals,2562718.50,920,2785.56,512.19,4998.90
Groceries,Sales Associate,Autumn Deals Drive,2583380.31,938,2754.14,509.57,4992.02
Groceries,Sales Associate,BOGO Blitz,2308506.94,835,2764.68,500.98,4993.12
Groceries,Sales Associate,Back to School Boost,2396461.95,879,2726.35,517.84,4999.06
Groceries,Sales Associate,Birthday Bash Sale,2356907.44,870,2709.09,503.77,4977.49
Groceries,Sales Associate,Black Friday Blowout,2511880.06,892,2816.01,510.98,4999.51
Groceries,Sales Associate,Cart Crasher Campaign,2446281.07,900,2718.09,503.17,4993.97
Groceries,Sales Associate,Cashback Carnival,2423764.07,894,2711.15,502.91,4995.74
Groceries,Sales Associate,Clearance Countdown,2540811.67,900,2823.12,519.68,4997.60
Groceries,Sales Associate,Countdown to Savings,2415678.30,878,2751.34,501.28,4997.39
Groceries,Sales Associate,Customer Appreciation Week,2311320.71,845,2735.29,502.48,4997.84
Groceries,Sales Associate,Cyber Monday Mania,2277565.83,850,2679.49,504.09,4998.93
Groceries,Sales Associate,Deal of the Month,2492953.60,908,2745.54,500.56,4972.57
Groceries,Sales Associate,Double Points Bonanza,2306928.74,847,2723.65,501.88,4976.30
Groceries,Sales Associate,Early Bird Specials,2444576.92,890,2746.72,508.69,4995.00
Groceries,Sales Associate,End of Season Sale,2379409.04,875,2719.32,504.34,4997.30
Groceries,Sales Associate,Exclusive Insider Offers,2445583.29,870,2811.02,501.31,4999.92
Groceries,Sales Associate,Festive Fever Promo,2257104.24,835,2703.12,502.53,4996.81
Groceries,Sales Associate,Final Call Frenzy,2476341.12,902,2745.39,503.08,4984.89
Groceries,Sales Associate,Flash Frenzy Friday,2376082.98,840,2828.67,501.88,4996.77
Groceries,Sales Associate,"Gift More, Spend Less",2423621.35,880,2754.12,509.79,4994.74
Groceries,Sales Associate,Golden Hour Bargains,2530971.63,923,2742.11,504.86,4983.47
Groceries,Sales Associate,Green Weekend Deals,2475767.11,912,2714.66,500.74,4997.22
Groceries,Sales Associate,Happy Hour Discounts,2412078.54,874,2759.82,505.89,4993.28
Groceries,Sales Associate,Holiday Shopping Rush,2361676.61,858,2752.54,513.31,4998.79
Groceries,Sales Associate,Hot Picks Promo,2249647.99,852,2640.43,501.36,4998.48
Groceries,Sales Associate,Instant Gratification Sale,2310316.57,836,2763.54,501.41,4990.30
Groceries,Sales Associate,Limited Time Treasures,2341955.94,862,2716.89,544.43,4999.73
Groceries,Sales Associate,Loyalty Rewards Blast,2402183.77,879,2732.86,504.51,4995.73
Groceries,Sales Associate,Mega Weekend Bonanza,2320373.97,840,2762.35,507.64,4996.99
Groceries,Sales Associate,Mid-Year Madness,2370433.94,852,2782.20,503.67,4994.70
Groceries,Sales Associate,Midnight Madness,2354217.49,873,2696.70,500.01,4999.95
Groceries,Sales Associate,Mystery Discount Days,2483515.84,916,2711.26,504.02,4999.16
Groceries,Sales Associate,New Arrival Showcase,2448035.51,883,2772.41,502.57,4997.29
Groceries,Sales Associate,New Product Launch Promo,2420645.29,881,2747.61,502.18,4999.20
Groceries,Sales Associate,New Year Kickoff,2359991.92,884,2669.67,512.57,4989.23
Groceries,Sales Associate,Price Drop Parade,2388573.94,867,2754.99,508.09,4996.32
Groceries,Sales Associate,Red Tag Clearance,2595359.54,932,2784.72,504.22,4989.26
Groceries,Sales Associate,Seasonal Surprise Box,2405071.25,885,2717.59,504.42,4989.26
Groceries,Sales Associate,Shop & Save Spectacular,2457837.91,879,2796.18,501.53,4995.39
Groceries,Sales Associate,Smart Shopper Week,2434863.32,887,2745.05,503.56,4998.48
Groceries,Sales Associate,Spring Refresh Event,2500675.37,891,2806.59,501.42,4998.26
Groceries,Sales Associate,Spring Splash Discounts,2394127.00,873,2742.41,505.92,4992.00
Groceries,Sales Associate,Summer Sizzle Promo,2359803.77,856,2756.78,506.96,4987.53
Groceries,Sales Associate,Super Savings Week,2477389.34,897,2761.86,502.78,4998.75
Groceries,Sales Associate,Ultimate Value Event,2464563.07,865,2849.21,505.35,4997.53
Groceries,Sales Associate,VIP Access Sale,2308924.82,870,2653.94,502.12,4984.60
Groceries,Sales Associate,Weekend Warrior Specials,2352074.91,880,2672.81,503.77,4994.74
Groceries,Sales Associate,Winter Clearance Carnival,2593073.32,943,2749.81,503.43,4997.93
Groceries,Sales Associate,Winter Wonders Sale,2308729.83,856,2697.11,505.33,4991.71
Groceries,Salesperson,12 Days of Deals,2558512.69,923,2771.95,502.43,4998.30
Groceries,Salesperson,Autumn Deals Drive,2425704.32,862,2814.04,502.75,4997.96
Groceries,Salesperson,BOGO Blitz,2554590.33,907,2816.53,507.32,4998.59
Groceries,Salesperson,Back to School Boost,2456334.26,888,2766.14,500.43,4998.07
Groceries,Salesperson,Birthday Bash Sale,2475654.11,892,2775.40,504.91,4976.95
Groceries,Salesperson,Black Friday Blowout,2302992.68,835,2758.08,509.93,4997.53
Groceries,Salesperson,Cart Crasher Campaign,2209096.19,841,2626.75,504.51,4985.57
Groceries,Salesperson,Cashback Carnival,2444518.92,900,2716.13,512.47,4995.88
Groceries,Salesperson,Clearance Countdown,2457955.76,895,2746.32,509.31,4998.78
Groceries,Salesperson,Countdown to Savings,2353751.81,873,2696.16,500.65,4993.28
Groceries,Salesperson,Customer Appreciation Week,2293534.20,820,2796.99,500.64,4997.51
Groceries,Salesperson,Cyber Monday Mania,2390029.20,880,2715.94,506.44,4996.97
Groceries,Salesperson,Deal of the Month,2386291.63,869,2746.02,512.54,4996.71
Groceries,Salesperson,Double Points Bonanza,2382052.58,881,2703.81,509.49,4999.34
Groceries,Salesperson,Early Bird Specials,2305989.48,845,2728.98,506.38,4983.85
Groceries,Salesperson,End of Season Sale,2383297.70,864,2758.45,500.36,4997.29
Groceries,Salesperson,Exclusive Insider Offers,2268489.73,844,2687.78,522.11,4989.67
Groceries,Salesperson,Festive Fever Promo,2420503.41,886,2731.95,520.21,4990.52
Groceries,Salesperson,Final Call Frenzy,2447317.66,880,2781.04,509.79,4995.49
Groceries,Salesperson,Flash Frenzy Friday,2370127.54,856,2768.84,511.49,4990.84
Groceries,Salesperson,"Gift More, Spend Less",2431451.64,876,2775.63,504.23,4991.67
Groceries,Salesperson,Golden Hour Bargains,2307768.19,861,2680.33,500.16,4999.35
Groceries,Salesperson,Green Weekend Deals,2390445.46,870,2747.64,500.26,4989.20
Groceries,Salesperson,Happy Hour Discounts,2417202.33,898,2691.76,508.35,4987.29
Groceries,Salesperson,Holiday Shopping Rush,2311301.32,860,2687.56,501.56,4999.06
Groceries,Salesperson,Hot Picks Promo,2360485.75,827,2854.28,518.84,4985.82
Groceries,Salesperson,Instant Gratification Sale,2427481.86,878,2764.79,503.24,4999.70
Groceries,Salesperson,Limited Time Treasures,2224120.49,823,2702.46,508.05,4998.70
Groceries,Salesperson,Loyalty Rewards Blast,2544835.56,902,2821.33,508.57,4993.48
Groceries,Salesperson,Mega Weekend Bonanza,2194784.44,799,2746.91,507.71,4998.94
Groceries,Salesperson,Mid-Year Madness,2518511.41,901,2795.24,500.47,4995.65
Groceries,Salesperson,Midnight Madness,2401260.08,886,2710.23,500.95,4998.10
Groceries,Salesperson,Mystery Discount Days,2294481.49,836,2744.60,507.89,4994.43
Groceries,Salesperson,New Arrival Showcase,2414033.25,870,2774.75,502.27,4999.86
Groceries,Salesperson,New Product Launch Promo,2265734.76,822,2756.37,500.73,4994.33
Groceries,Salesperson,New Year Kickoff,2304972.41,854,2699.03,513.17,4993.91
Groceries,Salesperson,Price Drop Parade,2342792.51,829,2826.05,507.10,4999.50
Groceries,Salesperson,Red Tag Clearance,2220921.51,819,2711.75,524.18,4995.93
Groceries,Salesperson,Seasonal Surprise Box,2243392.70,807,2779.92,502.74,4992.27
Groceries,Salesperson,Shop & Save Spectacular,2406898.45,863,2788.99,508.47,4986.30
Groceries,Salesperson,Smart Shopper Week,2399499.60,884,2714.37,508.76,4993.62
Groceries,Salesperson,Spring Refresh Event,2280984.48,811,2812.56,512.51,4995.72
Groceries,Salesperson,Spring Splash Discounts,2286206.01,834,2741.25,515.16,4988.22
Groceries,Salesperson,Summer Sizzle Promo,2364363.63,853,2771.82,501.06,4991.99
Groceries,Salesperson,Super Savings Week,2476932.40,903,2743.00,506.25,4998.49
Groceries,Salesperson,Ultimate Value Event,2236253.81,814,2747.24,506.59,4997.42
Groceries,Salesperson,VIP Access Sale,2377831.90,869,2736.29,504.20,4993.43
Groceries,Salesperson,Weekend Warrior Specials,2381830.41,870,2737.74,500.62,4999.20
Groceries,Salesperson,Winter Clearance Carnival,2399104.82,855,2805.97,502.13,4999.97
Groceries,Salesperson,Winter Wonders Sale,2401697.51,876,2741.66,505.32,4999.85
Groceries,Senior Salesperson,12 Days of Deals,2068641.93,742,2787.93,505.54,4982.14
Groceries,Senior Salesperson,Autumn Deals Drive,2076851.79,762,2725.53,508.79,4999.80
Groceries,Senior Salesperson,BOGO Blitz,2113942.19,766,2759.72,541.01,4996.77
Groceries,Senior Salesperson,Back to School Boost,2098430.85,757,2772.04,505.29,4997.33
Groceries,Senior Salesperson,Birthday Bash Sale,2044560.83,731,2796.94,505.10,4997.17
Groceries,Senior Salesperson,Black Friday Blowout,2095915.59,753,2783.42,502.74,4991.85
Groceries,Senior Salesperson,Cart Crasher Campaign,2080423.69,750,2773.90,505.99,4999.82
Groceries,Senior Salesperson,Cashback Carnival,2001800.47,728,2749.73,505.38,4994.46
Groceries,Senior Salesperson,Clearance Countdown,2049051.76,732,2799.25,502.02,4999.80
Groceries,Senior Salesperson,Countdown to Savings,2185708.94,816,2678.56,502.00,4989.73
Groceries,Senior Salesperson,Customer Appreciation Week,2128451.27,762,2793.24,502.24,4991.50
Groceries,Senior Salesperson,Cyber Monday Mania,1992906.51,735,2711.44,507.95,4996.08
Groceries,Senior Salesperson,Deal of the Month,1987376.14,714,2783.44,503.06,4995.04
Groceries,Senior Salesperson,Double Points Bonanza,1971005.62,752,2621.02,512.98,4965.18
Groceries,Senior Salesperson,Early Bird Specials,2045691.70,744,2749.59,512.60,4998.24
Groceries,Senior Salesperson,End of Season Sale,2201256.56,779,2825.75,503.49,4998.37
Groceries,Senior Salesperson,Exclusive Insider Offers,2169934.33,783,2771.31,504.09,4998.29
Groceries,Senior Salesperson,Festive Fever Promo,2092928.86,769,2721.62,502.25,4997.65
Groceries,Senior Salesperson,Final Call Frenzy,1983136.39,728,2724.09,511.66,4994.94
Groceries,Senior Salesperson,Flash Frenzy Friday,2071001.71,756,2739.42,504.91,4985.90
Groceries,Senior Salesperson,"Gift More, Spend Less",2095698.35,767,2732.33,509.60,4993.41
Groceries,Senior Salesperson,Golden Hour Bargains,2012230.05,741,2715.56,504.10,4999.90
Groceries,Senior Salesperson,Green Weekend Deals,2111078.52,770,2741.66,508.74,4994.70
Groceries,Senior Salesperson,Happy Hour Discounts,2014802.64,739,2726.39,500.75,4995.84
Groceries,Senior Salesperson,Holiday Shopping Rush,1905284.15,705,2702.53,521.68,4999.39
Groceries,Senior Salesperson,Hot Picks Promo,2109219.25,759,2778.94,500.73,4999.96
Groceries,Senior Salesperson,Instant Gratification Sale,2154775.04,777,2773.20,500.03,4988.78
Groceries,Senior Salesperson,Limited Time Treasures,2170832.45,780,2783.12,500.84,4994.82
Groceries,Senior Salesperson,Loyalty Rewards Blast,2067471.64,743,2782.60,507.01,4983.03
Groceries,Senior Salesperson,Mega Weekend Bonanza,2106092.89,775,2717.54,501.33,4996.49
Groceries,Senior Salesperson,Mid-Year Madness,2143644.50,772,2776.74,500.32,4982.61
Groceries,Senior Salesperson,Midnight Madness,2027092.06,741,2735.62,506.04,4984.38
Groceries,Senior Salesperson,Mystery Discount Days,1989770.88,723,2752.10,503.39,4977.87
Groceries,Senior Salesperson,New Arrival Showcase,2053768.01,750,2738.36,510.88,4990.33
Groceries,Senior Salesperson,New Product Launch Promo,2020818.27,735,2749.41,506.42,4994.79
Groceries,Senior Salesperson,New Year Kickoff,2100199.65,758,2770.71,531.60,4996.25
Groceries,Senior Salesperson,Price Drop Parade,2014415.73,722,2790.05,504.15,4999.83
Groceries,Senior Salesperson,Red Tag Clearance,2057660.03,743,2769.39,504.16,4994.41
Groceries,Senior Salesperson,Seasonal Surprise Box,1992875.54,729,2733.71,509.29,4991.25
Groceries,Senior Salesperson,Shop & Save Spectacular,2007876.03,724,2773.31,501.87,4993.94
Groceries,Senior Salesperson,Smart Shopper Week,2114048.51,773,2734.86,500.54,4978.98
Groceries,Senior Salesperson,Spring Refresh Event,2169337.18,761,2850.64,517.46,4986.34
Groceries,Senior Salesperson,Spring Splash Discounts,2051380.63,759,2702.74,509.08,4998.53
Groceries,Senior Salesperson,Summer Sizzle Promo,1993631.22,737,2705.06,501.39,4999.26
Groceries,Senior Salesperson,Super Savings Week,2133079.48,769,2773.84,501.97,4999.88
Groceries,Senior Salesperson,Ultimate Value Event,2212034.07,805,2747.87,502.89,4995.88
Groceries,Senior Salesperson,VIP Access Sale,2279794.08,832,2740.14,509.80,4999.89
Groceries,Senior Salesperson,Weekend Warrior Specials,1993702.60,732,2723.64,524.12,4994.19
Groceries,Senior Salesperson,Winter Clearance Carnival,1960374.36,724,2707.70,507.50,4996.69
Groceries,Senior Salesperson,Winter Wonders Sale,2186749.55,792,2761.05,509.00,4995.64
Home Appliances,Manager,12 Days of Deals,2135182.57,782,2730.41,509.06,4999.32
Home Appliances,Manager,Autumn Deals Drive,2322152.86,880,2638.81,501.18,4997.76
Home Appliances,Manager,BOGO Blitz,2365456.34,857,2760.16,502.79,4999.75
Home Appliances,Manager,Back to School Boost,2390013.71,872,2740.84,505.89,4997.76
Home Appliances,Manager,Birthday Bash Sale,2368937.40,864,2741.83,500.93,4999.93
Home Appliances,Manager,Black Friday Blowout,2292870.73,850,2697.49,503.07,4986.53
Home Appliances,Manager,Cart Crasher Campaign,2255273.51,816,2763.82,503.85,4998.46
Home Appliances,Manager,Cashback Carnival,2350305.61,834,2818.11,511.57,4997.90
Home Appliances,Manager,Clearance Countdown,2251742.17,823,2736.02,512.22,4989.41
Home Appliances,Manager,Countdown to Savings,2346888.89,868,2703.79,504.79,4994.73
Home Appliances,Manager,Customer Appreciation Week,2246856.54,806,2787.66,512.13,4997.34
Home Appliances,Manager,Cyber Monday Mania,2418813.43,873,2770.69,502.61,4988.75
Home Appliances,Manager,Deal of the Month,2381513.02,849,2805.08,500.90,4996.40
Home Appliances,Manager,Double Points Bonanza,2387417.46,884,2700.70,503.85,4998.07
Home Appliances,Manager,Early Bird Specials,2407790.19,858,2806.28,502.49,4999.06
Home Appliances,Manager,End of Season Sale,2399492.93,870,2758.04,523.16,4999.19
Home Appliances,Manager,Exclusive Insider Offers,2187484.62,786,2783.06,501.41,4996.02
Home Appliances,Manager,Festive Fever Promo,2240845.73,820,2732.74,507.88,4986.26
Home Appliances,Manager,Final Call Frenzy,2356773.35,851,2769.42,506.46,4965.45
Home Appliances,Manager,Flash Frenzy Friday,2372107.39,873,2717.19,500.13,4996.85
Home Appliances,Manager,"Gift More, Spend Less",2245725.94,834,2692.72,503.59,4999.74
Home Appliances,Manager,Golden Hour Bargains,2339147.20,847,2761.69,517.65,4995.77
Home Appliances,Manager,Green Weekend Deals,2205391.67,805,2739.62,516.25,4997.45
Home Appliances,Manager,Happy Hour Discounts,2331878.05,851,2740.16,503.25,4987.44
Home Appliances,Manager,Holiday Shopping Rush,2281684.88,846,2697.03,501.91,4997.27
Home Appliances,Manager,Hot Picks Promo,2399434.32,879,2729.73,502.00,4994.98
Home Appliances,Manager,Instant Gratification Sale,2268903.44,831,2730.33,504.46,4997.94
Home Appliances,Manager,Limited Time Treasures,2314260.28,836,2768.25,505.55,4983.57
Home Appliances,Manager,Loyalty Rewards Blast,2346100.42,857,2737.57,503.07,4994.77
Home Appliances,Manager,Mega Weekend Bonanza,2291451.31,846,2708.57,502.30,4991.27
Home Appliances,Manager,Mid-Year Madness,2240165.99,824,2718.65,510.03,4998.26
Home Appliances,Manager,Midnight Madness,2330775.07,839,2778.04,502.76,4996.41
Home Appliances,Manager,Mystery Discount Days,2295742.45,843,2723.30,500.15,4996.71
Home Appliances,Manager,New Arrival Showcase,2580075.41,938,2750.61,506.53,4997.28
Home Appliances,Manager,New Product Launch Promo,2377823.24,867,2742.59,504.10,4995.22
Home Appliances,Manager,New Year Kickoff,2290391.20,835,2742.98,502.92,4989.14
Home Appliances,Manager,Price Drop Parade,2334372.02,872,2677.03,512.15,4994.05
Home Appliances,Manager,Red Tag Clearance,2198402.55,806,2727.55,500.88,4998.91
Home Appliances,Manager,Seasonal Surprise Box,2295198.05,852,2693.89,501.18,4989.03
Home Appliances,Manager,Shop & Save Spectacular,2247961.10,793,2834.76,516.11,4989.10
Home Appliances,Manager,Smart Shopper Week,2281456.08,837,2725.75,510.10,4976.44
Home Appliances,Manager,Spring Refresh Event,2256302.82,810,2785.56,508.04,4995.53
Home Appliances,Manager,Spring Splash Discounts,2441722.75,870,2806.58,510.27,4999.80
Home Appliances,Manager,Summer Sizzle Promo,2270244.23,813,2792.43,500.92,4996.11
Home Appliances,Manager,Super Savings Week,2254550.12,835,2700.06,500.00,4996.22
Home Appliances,Manager,Ultimate Value Event,2312303.59,856,2701.29,514.22,4999.91
Home Appliances,Manager,VIP Access Sale,2284780.40,823,2776.16,502.11,4999.15
Home Appliances,Manager,Weekend Warrior Specials,2251880.37,810,2780.10,505.78,4996.60
Home Appliances,Manager,Winter Clearance Carnival,2412643.55,860,2805.40,503.94,4998.56
Home Appliances,Manager,Winter Wonders Sale,2334041.80,848,2752.41,505.46,4992.13
Home Appliances,Sales Associate,12 Days of Deals,2358143.68,874,2698.10,504.11,4991.58
Home Appliances,Sales Associate,Autumn Deals Drive,2319983.88,850,2729.39,509.65,4992.57
Home Appliances,Sales Associate,BOGO Blitz,2474851.40,888,2786.99,503.66,4997.47
Home Appliances,Sales Associate,Back to School Boost,2451256.83,875,2801.44,506.56,4995.75
Home Appliances,Sales Associate,Birthday Bash Sale,2398811.98,885,2710.52,502.35,4996.94
Home Appliances,Sales Associate,Black Friday Blowout,2269154.15,834,2720.81,504.47,4991.37
Home Appliances,Sales Associate,Cart Crasher Campaign,2370277.46,868,2730.73,512.18,4999.98
Home Appliances,Sales Associate,Cashback Carnival,2395491.38,883,2712.90,500.98,4990.25
Home Appliances,Sales Associate,Clearance Countdown,2501791.91,894,2798.42,501.02,4995.95
Home Appliances,Sales Associate,Countdown to Savings,2590534.96,920,2815.80,509.30,4998.01
Home Appliances,Sales Associate,Customer Appreciation Week,2449364.65,902,2715.48,502.70,4996.86
Home Appliances,Sales Associate,Cyber Monday Mania,2400519.62,884,2715.52,503.24,4995.39
Home Appliances,Sales Associate,Deal of the Month,2282266.50,853,2675.58,500.38,4996.86
Home Appliances,Sales Associate,Double Points Bonanza,2379532.98,858,2773.35,505.53,4996.08
Home Appliances,Sales Associate,Early Bird Specials,2544236.62,923,2756.49,503.37,4996.45
Home Appliances,Sales Associate,End of Season Sale,2487078.75,896,2775.76,509.93,4999.78
Home Appliances,Sales Associate,Exclusive Insider Offers,2353357.41,846,2781.75,504.93,4998.93
Home Appliances,Sales Associate,Festive Fever Promo,2360892.42,872,2707.45,500.36,4996.92
Home Appliances,Sales Associate,Final Call Frenzy,2367493.60,863,2743.33,507.00,4997.52
Home Appliances,Sales Associate,Flash Frenzy Friday,2603973.10,924,2818.15,508.78,4997.67
Home Appliances,Sales Associate,"Gift More, Spend Less",2396903.58,858,2793.59,507.03,4993.57
Home Appliances,Sales Associate,Golden Hour Bargains,2363009.91,838,2819.82,517.84,4997.61
Home Appliances,Sales Associate,Green Weekend Deals,2418318.97,888,2723.33,502.66,4993.63
Home Appliances,Sales Associate,Happy Hour Discounts,2507457.70,904,2773.74,500.78,4998.71
Home Appliances,Sales Associate,Holiday Shopping Rush,2480662.93,907,2735.02,500.68,4987.27
Home Appliances,Sales Associate,Hot Picks Promo,2600192.25,927,2804.95,519.69,4997.12
Home Appliances,Sales Associate,Instant Gratification Sale,2468931.63,910,2713.11,501.38,4999.38
Home Appliances,Sales Associate,Limited Time Treasures,2311688.96,872,2651.02,507.19,4986.23
Home Appliances,Sales Associate,Loyalty Rewards Blast,2312393.13,868,2664.05,502.48,4985.68
Home Appliances,Sales Associate,Mega Weekend Bonanza,2398034.37,874,2743.75,502.05,4992.43
Home Appliances,Sales Associate,Mid-Year Madness,2409642.32,881,2735.12,503.72,4997.77
Home Appliances,Sales Associate,Midnight Madness,2484853.96,911,2727.61,500.72,4991.51
Home Appliances,Sales Associate,Mystery Discount Days,2444019.78,904,2703.56,502.03,4989.29
Home Appliances,Sales Associate,New Arrival Showcase,2293862.03,845,2714.63,508.56,4998.09
Home Appliances,Sales Associate,New Product Launch Promo,2491746.20,892,2793.44,502.50,4999.48
Home Appliances,Sales Associate,New Year Kickoff,2275147.62,829,2744.45,500.10,4995.20
Home Appliances,Sales Associate,Price Drop Parade,2288987.37,830,2757.82,504.91,4989.69
Home Appliances,Sales Associate,Red Tag Clearance,2182656.47,791,2759.36,507.44,4994.95
Home Appliances,Sales Associate,Seasonal Surprise Box,2477503.97,895,2768.16,505.59,4998.82
Home Appliances,Sales Associate,Shop & Save Spectacular,2374596.12,860,2761.16,500.21,4996.07
Home Appliances,Sales Associate,Smart Shopper Week,2396084.92,880,2722.82,509.77,4995.40
Home Appliances,Sales Associate,Spring Refresh Event,2387329.97,868,2750.38,501.78,4987.43
Home Appliances,Sales Associate,Spring Splash Discounts,2221737.77,822,2702.84,510.84,4996.52
Home Appliances,Sales Associate,Summer Sizzle Promo,2387869.38,845,2825.88,500.57,4986.22
Home Appliances,Sales Associate,Super Savings Week,2414051.80,873,2765.24,500.36,4998.47
Home Appliances,Sales Associate,Ultimate Value Event,2424665.07,880,2755.30,512.34,4999.45
Home Appliances,Sales Associate,VIP Access Sale,2518374.38,904,2785.81,500.93,4995.37
Home Appliances,Sales Associate,Weekend Warrior Specials,2410139.15,877,2748.16,502.66,4993.77
Home Appliances,Sales Associate,Winter Clearance Carnival,2548854.44,920,2770.49,518.60,4996.11
Home Appliances,Sales Associate,Winter Wonders Sale,2476854.47,905,2736.86,514.31,4999.74
Home Appliances,Salesperson,12 Days of Deals,2562891.45,936,2738.13,517.64,4999.73
Home Appliances,Salesperson,Autumn Deals Drive,2348407.07,880,2668.64,506.50,4995.61
Home Appliances,Salesperson,BOGO Blitz,2411182.46,870,2771.47,504.57,4998.46
Home Appliances,Salesperson,Back to School Boost,2321090.49,857,2708.39,500.09,4979.77
Home Appliances,Salesperson,Birthday Bash Sale,2212615.59,834,2653.02,503.22,4991.29
Home Appliances,Salesperson,Black Friday Blowout,2346904.47,872,2691.40,500.99,4999.91
Home Appliances,Salesperson,Cart Crasher Campaign,2417217.04,871,2775.22,504.51,4989.31
Home Appliances,Salesperson,Cashback Carnival,2343210.42,849,2759.97,502.35,4993.50
Home Appliances,Salesperson,Clearance Countdown,2309422.74,822,2809.52,515.22,4989.53
Home Appliances,Salesperson,Countdown to Savings,2248209.36,846,2657.46,500.39,4998.03
Home Appliances,Salesperson,Customer Appreciation Week,2381190.67,887,2684.54,502.07,4999.25
Home Appliances,Salesperson,Cyber Monday Mania,2364223.17,857,2758.72,503.20,4998.54
Home Appliances,Salesperson,Deal of the Month,2283571.11,833,2741.38,502.14,4997.58
Home Appliances,Salesperson,Double Points Bonanza,2324112.64,857,2711.92,510.32,4994.58
Home Appliances,Salesperson,Early Bird Specials,2337888.52,861,2715.32,500.92,4995.35
Home Appliances,Salesperson,End of Season Sale,2273002.36,826,2751.82,500.69,4991.36
Home Appliances,Salesperson,Exclusive Insider Offers,2364725.62,854,2769.00,503.60,4999.90
Home Appliances,Salesperson,Festive Fever Promo,2483483.59,905,2744.18,502.80,4996.31
Home Appliances,Salesperson,Final Call Frenzy,2334246.18,860,2714.24,503.00,4999.75
Home Appliances,Salesperson,Flash Frenzy Friday,2344916.92,860,2726.65,503.50,4998.72
Home Appliances,Salesperson,"Gift More, Spend Less",2313447.31,862,2683.81,501.53,4998.06
Home Appliances,Salesperson,Golden Hour Bargains,2438215.05,878,2777.01,500.66,4993.31
Home Appliances,Salesperson,Green Weekend Deals,2437677.50,881,2766.94,503.29,4985.83
Home Appliances,Salesperson,Happy Hour Discounts,2405770.96,880,2733.83,509.46,4994.66
Home Appliances,Salesperson,Holiday Shopping Rush,2348708.68,849,2766.44,525.33,4994.33
Home Appliances,Salesperson,Hot Picks Promo,2318514.38,829,2796.76,514.13,4994.65
Home Appliances,Salesperson,Instant Gratification Sale,2336315.69,849,2751.84,504.58,4989.05
Home Appliances,Salesperson,Limited Time Treasures,2357407.61,866,2722.18,510.98,4994.16
Home Appliances,Salesperson,Loyalty Rewards Blast,2370927.49,865,2740.96,501.61,4998.98
Home Appliances,Salesperson,Mega Weekend Bonanza,2215579.13,824,2688.81,503.23,4998.42
Home Appliances,Salesperson,Mid-Year Madness,2496490.57,905,2758.55,509.20,4997.94
Home Appliances,Salesperson,Midnight Madness,2281630.94,848,2690.60,514.45,4998.30
Home Appliances,Salesperson,Mystery Discount Days,2349385.49,855,2747.82,502.59,4999.42
Home Appliances,Salesperson,New Arrival Showcase,2341678.76,849,2758.16,501.45,4986.89
Home Appliances,Salesperson,New Product Launch Promo,2254258.61,837,2693.26,500.80,4971.54
Home Appliances,Salesperson,New Year Kickoff,2374535.35,872,2723.09,505.19,4999.87
Home Appliances,Salesperson,Price Drop Parade,2542373.28,917,2772.49,507.80,4992.73
Home Appliances,Salesperson,Red Tag Clearance,2255214.43,821,2746.91,514.93,4991.05
Home Appliances,Salesperson,Seasonal Surprise Box,2533654.14,907,2793.44,503.22,4998.61
Home Appliances,Salesperson,Shop & Save Spectacular,2395701.44,860,2785.70,511.32,4993.98
Home Appliances,Salesperson,Smart Shopper Week,2354592.63,867,2715.79,502.77,4999.66
Home Appliances,Salesperson,Spring Refresh Event,2328208.96,831,2801.70,511.23,4983.41
Home Appliances,Salesperson,Spring Splash Discounts,2493639.64,911,2737.26,503.09,4998.87
Home Appliances,Salesperson,Summer Sizzle Promo,2365313.53,871,2715.63,505.55,4998.36
Home Appliances,Salesperson,Super Savings Week,2376526.65,853,2786.08,508.76,4993.31
Home Appliances,Salesperson,Ultimate Value Event,2391890.84,878,2724.25,503.38,4995.58
Home Appliances,Salesperson,VIP Access Sale,2338355.50,856,2731.72,500.61,4999.48
Home Appliances,Salesperson,Weekend Warrior Specials,2355088.05,847,2780.51,510.76,4999.43
Home Appliances,Salesperson,Winter Clearance Carnival,2327768.09,835,2787.75,502.95,4998.49
Home Appliances,Salesperson,Winter Wonders Sale,2355870.32,860,2739.38,500.27,4998.39
