category,brand,customer_segment,salesperson_role,sum_amount,count,avg_amount,min_amount,max_amount
Groceries,Amul,Budget Shopper,Senior Salesperson,2082955.43,763,2729.95,531.00,4991.62
Groceries,Amul,Churn Risk,Manager,2398582.28,869,2760.16,502.30,4994.07
Groceries,Amul,Churn Risk,Sales Associate,2480302.91,890,2786.86,508.02,4996.54
Groceries,Amul,Churn Risk,Salesperson,2129923.06,796,2675.78,509.59,4991.33
Groceries,Amul,Churn Risk,Senior Salesperson,2110936.41,789,2675.46,507.40,4993.47
Groceries,Amul,Deal Seeker,Manager,2259808.14,836,2703.12,514.24,4991.73
Groceries,Amul,Deal Seeker,Sales Associate,2506128.57,891,2812.71,501.88,4990.30
Groceries,Amul,Deal Seeker,Salesperson,2376922.89,873,2722.71,505.32,4998.30
Groceries,Amul,Deal Seeker,Senior Salesperson,1969244.49,702,2805.19,506.22,4996.45
Groceries,Amul,First-time Buyer,Manager,2302018.10,846,2721.06,503.45,4998.98
Groceries,Amul,First-time Buyer,Sales Associate,2340382.67,880,2659.53,504.35,4989.51
Groceries,Amul,First-time Buyer,Salesperson,2449635.49,899,2724.84,500.26,4995.35
Groceries,Amul,First-time Buyer,Senior Salesperson,2012188.14,725,2775.43,502.25,4997.33
Groceries,Amul,High Value,Manager,2318993.16,847,2737.89,500.47,4989.05
Groceries,Amul,High Value,Sales Associate,2317783.70,860,2695.10,515.42,4997.68
Groceries,Amul,High Value,Salesperson,2463684.44,884,2786.97,500.95,4998.10
Groceries,Amul,High Value,Senior Salesperson,2173897.98,807,2693.80,501.33,4994.94
Groceries,Amul,In-Store Regular,Manager,2284165.78,828,2758.65,509.79,4993.79
Groceries,Amul,In-Store Regular,Sales Associate,2440642.40,906,2693.87,504.51,4994.74
Groceries,Amul,In-Store Regular,Salesperson,2338456.28,838,2790.52,506.38,4996.36
Groceries,Amul,In-Store Regular,Senior Salesperson,2155386.44,784,2749.22,505.81,4996.48
Groceries,Amul,Loyal Customer,Manager,2281128.04,845,2699.56,501.52,4994.91
Groceries,Amul,Loyal Customer,Sales Associate,2383610.02,868,2746.09,501.41,4998.75
Groceries,Amul,Loyal Customer,Salesperson,2276109.51,862,2640.50,523.61,4986.30
Groceries,Amul,Loyal Customer,Senior Salesperson,2118590.63,765,2769.40,500.84,4988.04
Groceries,Amul,Occasional Shopper,Manager,2280932.24,844,2702.53,504.64,4998.84
Groceries,Amul,Occasional Shopper,Sales Associate,2465492.36,909,2712.31,503.17,4990.00
Groceries,Amul,Occasional Shopper,Salesperson,2295190.48,835,2748.73,504.23,4996.97
Groceries,Amul,Occasional Shopper,Senior Salesperson,2101600.90,744,2824.73,510.36,4999.80
Groceries,Amul,Online Shopper,Manager,2330162.82,857,2718.98,501.42,4991.21
Groceries,Amul,Online Shopper,Sales Associate,2365111.19,844,2802.26,500.74,4996.71
Groceries,Amul,Online Shopper,Salesperson,2597996.53,936,2775.64,500.62,4993.64
Groceries,Amul,Online Shopper,Senior Salesperson,2109637.68,768,2746.92,506.04,4990.08
Groceries,Amul,Premium Shopper,Manager,2123468.35,756,2808.82,513.13,4976.08
Groceries,Amul,Premium Shopper,Sales Associate,2354653.65,859,2741.16,504.65,4997.29
Groceries,Amul,Premium Shopper,Salesperson,2250651.17,834,2698.62,501.25,4995.23
Groceries,Amul,Premium Shopper,Senior Salesperson,2044800.18,742,2755.80,504.10,4996.88
Groceries,Britannia,Budget Shopper,Manager,2044256.79,748,2732.96,516.01,4979.96
Groceries,Britannia,Budget Shopper,Sales Associate,2437189.08,914,2666.51,502.18,4999.95
Groceries,Britannia,Budget Shopper,Salesperson,2368181.56,861,2750.50,506.50,4999.56
Groceries,Britannia,Budget Shopper,Senior Salesperson,2068213.64,756,2735.73,503.39,4995.11
Groceries,Britannia,Churn Risk,Manager,2378639.56,863,2756.25,501.54,4986.11
Groceries,Britannia,Churn Risk,Sales Associate,2160245.95,807,2676.88,502.48,4984.48
Groceries,Britannia,Churn Risk,Salesperson,2410578.37,875,2754.95,503.77,4996.21
Groceries,Britannia,Churn Risk,Senior Salesperson,2049433.19,752,2725.31,500.75,4994.43
Groceries,Britannia,Deal Seeker,Manager,2182862.97,810,2694.89,506.32,4994.32
Groceries,Britannia,Deal Seeker,Sales Associate,2418087.76,880,2747.83,501.28,4978.21
Groceries,Britannia,Deal Seeker,Salesperson,2224546.34,823,2702.97,510.84,4991.55
Groceries,Britannia,Deal Seeker,Senior Salesperson,2024865.87,736,2751.18,513.46,4987.18
Groceries,Britannia,First-time Buyer,Manager,2209990.51,798,2769.41,500.94,4999.83
Groceries,Britannia,First-time Buyer,Sales Associate,2419565.59,876,2762.06,503.27,4993.03
Groceries,Britannia,First-time Buyer,Salesperson,2243734.29,814,2756.43,509.73,4995.88
Groceries,Britannia,First-time Buyer,Senior Salesperson,2122207.08,760,2792.38,503.19,4998.54
Groceries,Britannia,High Value,Manager,2371128.81,859,2760.34,504.57,4998.87
Groceries,Britannia,High Value,Sales Associate,2565913.04,943,2721.01,504.09,4994.27
Groceries,Britannia,High Value,Salesperson,2368925.77,870,2722.90,513.20,4992.77
Groceries,Britannia,High Value,Senior Salesperson,2199790.61,780,2820.24,507.42,4998.29
Groceries,Britannia,In-Store Regular,Manager,2356113.41,853,2762.15,514.09,4994.55
Groceries,Britannia,In-Store Regular,Sales Associate,2324897.96,865,2687.74,504.42,4976.10
Groceries,Britannia,In-Store Regular,Salesperson,2386980.94,871,2740.51,508.98,4999.35
Groceries,Britannia,In-Store Regular,Senior Salesperson,2101567.62,768,2736.42,504.64,4998.24
Groceries,Britannia,Loyal Customer,Manager,2241365.15,804,2787.77,514.82,4999.40
Groceries,Britannia,Loyal Customer,Sales Associate,2359990.38,854,2763.45,503.85,4995.73
Groceries,Britannia,Loyal Customer,Salesperson,2500124.80,883,2831.40,503.24,4993.48
Groceries,Britannia,Loyal Customer,Senior Salesperson,1958507.53,708,2766.25,505.29,4994.46
Groceries,Britannia,Occasional Shopper,Manager,2248906.37,831,2706.27,500.56,4999.21
Groceries,Britannia,Occasional Shopper,Sales Associate,2522048.12,903,2792.97,503.43,4995.96
Groceries,Britannia,Occasional Shopper,Salesperson,2191396.73,796,2753.01,500.43,4994.04
Groceries,Britannia,Occasional Shopper,Senior Salesperson,2007174.79,747,2686.98,504.60,4996.41
Groceries,Britannia,Online Shopper,Manager,2368058.49,864,2740.81,503.33,4986.06
Groceries,Britannia,Online Shopper,Sales Associate,2278920.61,843,2703.35,502.57,4997.84
Groceries,Britannia,Online Shopper,Salesperson,2350986.02,861,2730.53,500.65,4996.06
Groceries,Britannia,Online Shopper,Senior Salesperson,2039652.48,733,2782.61,512.39,4986.10
Groceries,Britannia,Premium Shopper,Manager,2170554.60,787,2758.01,500.31,4998.94
Groceries,Britannia,Premium Shopper,Sales Associate,2411045.53,888,2715.14,502.12,4996.19
Groceries,Britannia,Premium Shopper,Salesperson,2334713.60,872,2677.42,505.45,4997.76
Groceries,Britannia,Premium Shopper,Senior Salesperson,1964032.82,730,2690.46,500.98,4985.97
Groceries,Kellogg's,Budget Shopper,Manager,2274384.23,826,2753.49,500.68,4985.95
Groceries,Kellogg's,Budget Shopper,Sales Associate,2350898.30,861,2730.43,503.94,4995.84
Groceries,Kellogg's,Budget Shopper,Salesperson,2452388.16,880,2786.80,500.73,4992.48
Groceries,Kellogg's,Budget Shopper,Senior Salesperson,2052911.84,733,2800.70,508.38,4998.35
Groceries,Kellogg's,Churn Risk,Manager,2275366.01,824,2761.37,504.29,4998.35
Groceries,Kellogg's,Churn Risk,Sales Associate,2375069.67,879,2702.01,501.42,4998.93
Groceries,Kellogg's,Churn Risk,Salesperson,2613424.88,941,2777.28,512.47,4999.85
Groceries,Kellogg's,Churn Risk,Senior Salesperson,2084302.29,753,2768.00,511.91,4982.62
Groceries,Kellogg's,Deal Seeker,Manager,2355555.66,856,2751.82,506.03,4995.66
Groceries,Kellogg's,Deal Seeker,Sales Associate,2429261.45,878,2766.81,503.08,4995.00
Groceries,Kellogg's,Deal Seeker,Salesperson,2477969.08,881,2812.68,507.78,4998.59
Groceries,Kellogg's,Deal Seeker,Senior Salesperson,2066931.71,752,2748.58,501.79,4999.80
Groceries,Kellogg's,First-time Buyer,Manager,2216913.22,821,2700.26,518.31,4998.17
Groceries,Kellogg's,First-time Buyer,Sales Associate,2433381.37,870,2796.99,518.53,4999.20
Groceries,Kellogg's,First-time Buyer,Salesperson,2401578.65,856,2805.58,500.64,4979.99
Groceries,Kellogg's,First-time Buyer,Senior Salesperson,2174776.88,789,2756.37,505.75,4996.77
Groceries,Kellogg's,High Value,Manager,2301867.02,824,2793.53,500.95,4998.78
Groceries,Kellogg's,High Value,Sales Associate,2489821.61,907,2745.12,503.26,4997.12
Groceries,Kellogg's,High Value,Salesperson,2413330.66,904,2669.61,504.20,4991.82
Groceries,Kellogg's,High Value,Senior Salesperson,1994843.18,714,2793.90,500.54,4998.64
Groceries,Kellogg's,In-Store Regular,Manager,2297872.43,815,2819.48,516.63,4999.58
Groceries,Kellogg's,In-Store Regular,Sales Associate,2314999.52,835,2772.45,504.22,4994.70
Groceries,Kellogg's,In-Store Regular,Salesperson,2417389.77,873,2769.06,500.16,4999.70
Groceries,Kellogg's,In-Store Regular,Senior Salesperson,2097160.07,753,2785.07,503.39,4991.85
Groceries,Kellogg's,Loyal Customer,Manager,2122055.26,789,2689.55,500.37,4995.77
Groceries,Kellogg's,Loyal Customer,Sales Associate,2324637.75,840,2767.43,504.34,4999.73
Groceries,Kellogg's,Loyal Customer,Salesperson,2503410.14,899,2784.66,519.67,4999.50
Groceries,Kellogg's,Loyal Customer,Senior Salesperson,2033914.32,736,2763.47,505.38,4999.96
Groceries,Kellogg's,Occasional Shopper,Manager,2150882.88,788,2729.55,502.08,4991.74
Groceries,Kellogg's,Occasional Shopper,Sales Associate,2424520.08,876,2767.72,531.74,4996.77
Groceries,Kellogg's,Occasional Shopper,Salesperson,2243617.08,851,2636.45,504.51,4992.48
Groceries,Kellogg's,Occasional Shopper,Senior Salesperson,2095097.86,760,2756.71,502.74,4995.35
Groceries,Kellogg's,Online Shopper,Manager,2139065.04,770,2778.01,500.12,4986.34
Groceries,Kellogg's,Online Shopper,Sales Associate,2508927.62,925,2712.35,517.84,4998.79
Groceries,Kellogg's,Online Shopper,Salesperson,2378783.70,862,2759.61,509.93,4997.53
Groceries,Kellogg's,Online Shopper,Senior Salesperson,2017159.04,730,2763.23,505.76,4999.82
Groceries,Kellogg's,Premium Shopper,Manager,2299337.07,853,2695.59,507.06,4997.75
Groceries,Kellogg's,Premium Shopper,Sales Associate,2500426.91,919,2720.81,500.98,4999.51
Groceries,Kellogg's,Premium Shopper,Salesperson,2425836.16,873,2778.74,501.56,4999.86
Groceries,Kellogg's,Premium Shopper,Senior Salesperson,2021007.60,727,2779.93,500.73,4996.69
Groceries,Nestle,Budget Shopper,Manager,2232989.81,810,2756.78,501.93,4987.95
Groceries,Nestle,Budget Shopper,Sales Associate,2200134.76,830,2650.76,505.33,4997.60
Groceries,Nestle,Budget Shopper,Salesperson,2451087.04,878,2791.67,511.89,4991.68
Groceries,Nestle,Budget Shopper,Senior Salesperson,2036160.97,733,2777.85,505.54,4999.39
Groceries,Nestle,Churn Risk,Manager,2186651.43,771,2836.12,502.79,4990.79
Groceries,Nestle,Churn Risk,Sales Associate,2427407.82,885,2742.83,505.92,4998.26
Groceries,Nestle,Churn Risk,Salesperson,2310587.63,835,2767.17,502.13,4998.94
Groceries,Nestle,Churn Risk,Senior Salesperson,2066344.41,777,2659.39,502.89,4996.08
Groceries,Nestle,Deal Seeker,Manager,2306806.60,824,2799.52,500.60,4999.70
Groceries,Nestle,Deal Seeker,Sales Associate,2546472.66,915,2783.03,502.91,4998.90
Groceries,Nestle,Deal Seeker,Salesperson,2519723.98,920,2738.83,507.76,4997.42
Groceries,Nestle,Deal Seeker,Senior Salesperson,2049676.43,744,2754.94,515.37,4999.88
Groceries,Nestle,First-time Buyer,Manager,2253060.15,828,2721.09,501.65,4996.80
Groceries,Nestle,First-time Buyer,Sales Associate,2548132.21,924,2757.72,502.53,4998.08
Groceries,Nestle,First-time Buyer,Salesperson,2089048.53,783,2668.01,504.13,4998.49
Groceries,Nestle,First-time Buyer,Senior Salesperson,2004404.38,747,2683.27,511.52,4999.88
Groceries,Nestle,High Value,Manager,2281833.38,848,2690.84,501.12,4996.03
Groceries,Nestle,High Value,Sales Associate,2249906.57,825,2727.16,501.31,4986.81
Groceries,Nestle,High Value,Salesperson,2338990.02,854,2738.86,502.46,4992.95
Groceries,Nestle,High Value,Senior Salesperson,2141371.58,781,2741.83,503.45,4992.79
Groceries,Nestle,In-Store Regular,Manager,2390377.81,845,2828.85,504.57,4992.67
Groceries,Nestle,In-Store Regular,Sales Associate,2418424.43,859,2815.40,506.67,4999.92
Groceries,Nestle,In-Store Regular,Salesperson,2360584.16,856,2757.69,500.36,4996.98
Groceries,Nestle,In-Store Regular,Senior Salesperson,1987461.97,744,2671.32,500.03,4998.37
Groceries,Nestle,Loyal Customer,Manager,2344247.29,842,2784.14,507.54,4991.83
Groceries,Nestle,Loyal Customer,Sales Associate,2489470.68,880,2828.94,530.96,4995.79
Groceries,Nestle,Loyal Customer,Salesperson,2425990.13,859,2824.20,515.84,4997.31
Groceries,Nestle,Loyal Customer,Senior Salesperson,2086478.01,755,2763.55,504.24,4990.33
Groceries,Nestle,Occasional Shopper,Manager,2339738.28,851,2749.40,504.45,4995.36
Groceries,Nestle,Occasional Shopper,Sales Associate,2412896.63,871,2770.26,502.78,4998.22
Groceries,Nestle,Occasional Shopper,Salesperson,2443218.35,884,2763.82,515.16,4997.95
Groceries,Nestle,Occasional Shopper,Senior Salesperson,2037553.17,745,2734.97,501.97,4993.82
Groceries,Nestle,Online Shopper,Manager,2257524.19,821,2749.72,501.89,4997.02
Groceries,Nestle,Online Shopper,Sales Associate,2456671.35,894,2747.95,514.39,4999.06
Groceries,Nestle,Online Shopper,Salesperson,2350375.25,856,2745.77,501.06,4982.66
Groceries,Nestle,Online Shopper,Senior Salesperson,2033604.24,758,2682.86,502.24,4994.82
Groceries,Nestle,Premium Shopper,Manager,2133298.27,764,2792.28,503.00,4990.45
Groceries,Nestle,Premium Shopper,Sales Associate,2428290.71,902,2692.12,501.53,4998.48
Groceries,Nestle,Premium Shopper,Salesperson,2409593.60,855,2818.24,502.43,4996.20
Groceries,Nestle,Premium Shopper,Senior Salesperson,2129390.80,774,2751.15,509.00,4989.61
Groceries,Tata,Budget Shopper,Manager,2305947.30,841,2741.91,505.58,4998.44
Groceries,Tata,Budget Shopper,Sales Associate,2382233.04,876,2719.44,514.43,4996.14
Groceries,Tata,Budget Shopper,Salesperson,2215731.71,830,2669.56,509.07,4999.97
Groceries,Tata,Budget Shopper,Senior Salesperson,2064670.64,742,2782.57,509.60,4987.65
Groceries,Tata,Churn Risk,Manager,2359119.70,858,2749.56,504.09,4999.13
Groceries,Tata,Churn Risk,Sales Associate,2398759.13,870,2757.19,505.15,4993.89
Groceries,Tata,Churn Risk,Salesperson,2269085.94,813,2791.00,500.47,4986.73
Groceries,Tata,Churn Risk,Senior Salesperson,2075293.48,752,2759.70,503.98,4993.94
Groceries,Tata,Deal Seeker,Manager,2349381.52,847,2773.77,506.12,4993.52
Groceries,Tata,Deal Seeker,Sales Associate,2467831.08,885,2788.51,506.56,4991.91
Groceries,Tata,Deal Seeker,Salesperson,2558900.85,910,2811.98,505.16,4992.62
Groceries,Tata,Deal Seeker,Senior Salesperson,2141033.00,780,2744.91,500.33,4994.79
Groceries,Tata,First-time Buyer,Manager,2375869.74,838,2835.17,519.21,4998.75
Groceries,Tata,First-time Buyer,Sales Associate,2486137.51,908,2738.04,500.01,4983.94
Groceries,Tata,First-time Buyer,Salesperson,2391409.00,863,2771.04,508.71,4990.58
Groceries,Tata,First-time Buyer,Senior Salesperson,2090833.71,755,2769.32,501.87,4999.90
Groceries,Tata,High Value,Manager,2394587.55,862,2777.94,500.83,4998.45
Groceries,Tata,High Value,Sales Associate,2455895.30,895,2744.02,503.56,4994.67
Groceries,Tata,High Value,Salesperson,2306792.43,829,2782.62,508.05,4999.34
Groceries,Tata,High Value,Senior Salesperson,2100804.39,770,2728.32,512.30,4978.65
Groceries,Tata,In-Store Regular,Manager,2213105.06,814,2718.80,502.61,4997.81
Groceries,Tata,In-Store Regular,Sales Associate,2411485.11,905,2664.62,505.89,4989.26
Groceries,Tata,In-Store Regular,Salesperson,2234778.16,817,2735.35,505.51,4990.54
Groceries,Tata,In-Store Regular,Senior Salesperson,2152850.43,783,2749.49,504.09,4975.78
Groceries,Tata,Loyal Customer,Manager,2281653.01,829,2752.30,507.25,4993.32
Groceries,Tata,Loyal Customer,Sales Associate,2400899.41,855,2808.07,504.05,4982.07
Groceries,Tata,Loyal Customer,Salesperson,2308941.06,841,2745.47,502.27,4996.71
Groceries,Tata,Loyal Customer,Senior Salesperson,2240473.46,787,2846.85,500.32,4996.49
Groceries,Tata,Occasional Shopper,Manager,2231386.54,825,2704.71,507.03,4988.90
Groceries,Tata,Occasional Shopper,Sales Associate,2482825.25,900,2758.69,513.66,4989.23
Groceries,Tata,Occasional Shopper,Salesperson,2455590.73,902,2722.38,500.91,4999.06
Groceries,Tata,Occasional Shopper,Senior Salesperson,2103396.92,765,2749.54,504.91,4987.54
Groceries,Tata,Online Shopper,Manager,2395000.75,854,2804.45,501.54,4991.77
Groceries,Tata,Online Shopper,Sales Associate,2469754.83,882,2800.18,501.36,4984.06
Groceries,Tata,Online Shopper,Salesperson,2266660.75,825,2747.47,505.64,4993.08
Groceries,Tata,Online Shopper,Senior Salesperson,2106692.55,756,2786.63,501.39,4999.83
Groceries,Tata,Premium Shopper,Manager,2278863.71,826,2758.91,500.97,4990.02
Groceries,Tata,Premium Shopper,Sales Associate,2367399.37,866,2733.72,503.77,4999.35
Groceries,Tata,Premium Shopper,Salesperson,2416399.40,882,2739.68,505.15,4995.65
Groceries,Tata,Premium Shopper,Senior Salesperson,2007471.27,742,2705.49,507.01,4998.79
Home Appliances,Bosch,Budget Shopper,Manager,2429742.99,895,2714.80,502.91,4999.80
Home Appliances,Bosch,Budget Shopper,Sales Associate,2464684.64,889,2772.42,500.10,4994.19
Home Appliances,Bosch,Budget Shopper,Salesperson,2409168.36,863,2791.62,506.50,4998.98
Home Appliances,Bosch,Budget Shopper,Senior Salesperson,2074451.71,745,2784.50,500.71,4998.56
Home Appliances,Bosch,Churn Risk,Manager,2373117.84,842,2818.43,517.11,4992.97
Home Appliances,Bosch,Churn Risk,Sales Associate,2326380.36,854,2724.10,504.11,4995.95
Home Appliances,Bosch,Churn Risk,Salesperson,2509221.51,901,2784.93,502.07,4990.07
Home Appliances,Bosch,Churn Risk,Senior Salesperson,1981926.34,730,2714.97,502.75,4989.15
Home Appliances,Bosch,Deal Seeker,Manager,2241650.71,827,2710.58,500.88,4998.91
Home Appliances,Bosch,Deal Seeker,Sales Associate,2393776.08,889,2692.66,501.45,4997.54
Home Appliances,Bosch,Deal Seeker,Salesperson,2406235.10,885,2718.91,500.80,4998.61
Home Appliances,Bosch,Deal Seeker,Senior Salesperson,2009469.22,758,2651.01,502.22,4999.30
Home Appliances,Bosch,First-time Buyer,Manager,2275527.15,836,2721.92,509.99,4988.13
Home Appliances,Bosch,First-time Buyer,Sales Associate,2392160.97,878,2724.56,510.30,4986.75
Home Appliances,Bosch,First-time Buyer,Salesperson,2374362.21,864,2748.10,502.14,4998.36
Home Appliances,Bosch,First-time Buyer,Senior Salesperson,1996484.03,736,2712.61,507.03,4995.52
Home Appliances,Bosch,High Value,Manager,2301246.98,818,2813.26,501.99,4997.76
Home Appliances,Bosch,High Value,Sales Associate,2300484.20,855,2690.62,507.44,4997.47
Home Appliances,Bosch,High Value,Salesperson,2307143.68,858,2688.98,500.13,4979.06
Home Appliances,Bosch,High Value,Senior Salesperson,1926440.89,730,2638.96,504.23,4994.48
Home Appliances,Bosch,In-Store Regular,Manager,2260688.81,850,2659.63,509.54,4988.41
Home Appliances,Bosch,In-Store Regular,Sales Associate,2314819.32,850,2723.32,503.66,4998.96
Home Appliances,Bosch,In-Store Regular,Salesperson,2257781.37,828,2726.79,503.97,4990.91
Home Appliances,Bosch,In-Store Regular,Senior Salesperson,2171527.20,766,2834.89,501.78,4995.95
Home Appliances,Bosch,Loyal Customer,Manager,2172340.17,828,2623.60,504.44,4999.32
Home Appliances,Bosch,Loyal Customer,Sales Associate,2173831.97,808,2690.39,504.89,4998.58
Home Appliances,Bosch,Loyal Customer,Salesperson,2374030.10,866,2741.37,502.78,4995.11
Home Appliances,Bosch,Loyal Customer,Senior Salesperson,1962768.48,711,2760.57,514.58,4996.68
Home Appliances,Bosch,Occasional Shopper,Manager,2243724.03,832,2696.78,505.55,4995.57
Home Appliances,Bosch,Occasional Shopper,Sales Associate,2493744.24,896,2783.20,508.21,4998.02
Home Appliances,Bosch,Occasional Shopper,Salesperson,2203040.88,815,2703.12,502.76,4994.65
Home Appliances,Bosch,Occasional Shopper,Senior Salesperson,2114915.23,773,2735.98,500.65,4986.36
Home Appliances,Bosch,Online Shopper,Manager,2428521.85,897,2707.38,519.67,4996.64
Home Appliances,Bosch,Online Shopper,Sales Associate,2459168.05,919,2675.92,501.02,4977.45
Home Appliances,Bosch,Online Shopper,Salesperson,2387742.59,872,2738.24,507.80,4991.75
Home Appliances,Bosch,Online Shopper,Senior Salesperson,2164451.64,794,2726.01,503.05,4993.68
Home Appliances,Bosch,Premium Shopper,Manager,2158449.12,780,2767.24,502.49,4998.02
Home Appliances,Bosch,Premium Shopper,Sales Associate,2385614.13,876,2723.30,501.60,4999.74
Home Appliances,Bosch,Premium Shopper,Salesperson,2336831.89,845,2765.48,502.95,4991.40
Home Appliances,Bosch,Premium Shopper,Senior Salesperson,2056823.26,767,2681.65,507.39,4994.08
Home Appliances,Haier,Budget Shopper,Manager,2289296.66,829,2761.52,500.92,4979.51
Home Appliances,Haier,Budget Shopper,Sales Associate,2426330.71,874,2776.12,504.93,4997.98
Home Appliances,Haier,Budget Shopper,Salesperson,2401904.89,883,2720.16,504.57,4998.49
Home Appliances,Haier,Budget Shopper,Senior Salesperson,1952031.11,703,2776.72,512.52,4974.01
Home Appliances,Haier,Churn Risk,Manager,2453304.34,896,2738.06,501.18,4998.05
Home Appliances,Haier,Churn Risk,Sales Associate,2492344.89,888,2806.69,500.36,4998.82
Home Appliances,Haier,Churn Risk,Salesperson,2235237.69,826,2706.10,500.39,4989.39
Home Appliances,Haier,Churn Risk,Senior Salesperson,1970442.37,722,2729.14,521.22,4991.85
Home Appliances,Haier,Deal Seeker,Manager,2317962.33,849,2730.23,502.92,4996.75
Home Appliances,Haier,Deal Seeker,Sales Associate,2416281.70,887,2724.11,510.03,4991.37
Home Appliances,Haier,Deal Seeker,Salesperson,2356106.08,879,2680.44,503.14,4992.11
Home Appliances,Haier,Deal Seeker,Senior Salesperson,2116766.31,780,2713.80,500.05,4999.84
Home Appliances,Haier,First-time Buyer,Manager,2202066.71,795,2769.90,500.00,4997.95
Home Appliances,Haier,First-time Buyer,Sales Associate,2516826.11,910,2765.74,501.74,4996.92
Home Appliances,Haier,First-time Buyer,Salesperson,2228873.65,804,2772.23,508.15,4994.80
Home Appliances,Haier,First-time Buyer,Senior Salesperson,2119578.39,769,2756.28,501.03,4997.06
Home Appliances,Haier,High Value,Manager,2372367.00,878,2702.01,515.41,4981.44
Home Appliances,Haier,High Value,Sales Associate,2402823.53,878,2736.70,501.47,4990.35
Home Appliances,Haier,High Value,Salesperson,2428281.42,891,2725.34,505.71,4997.95
Home Appliances,Haier,High Value,Senior Salesperson,1993129.90,743,2682.54,500.33,4995.52
Home Appliances,Haier,In-Store Regular,Manager,2311637.57,834,2771.75,503.85,4999.06
Home Appliances,Haier,In-Store Regular,Sales Associate,2426692.54,856,2834.92,502.05,4997.98
Home Appliances,Haier,In-Store Regular,Salesperson,2330265.71,842,2767.54,501.45,4992.18
Home Appliances,Haier,In-Store Regular,Senior Salesperson,2057229.07,756,2721.20,521.62,4994.72
Home Appliances,Haier,Loyal Customer,Manager,2329483.39,847,2750.28,510.76,4990.51
Home Appliances,Haier,Loyal Customer,Sales Associate,2496689.92,891,2802.12,503.37,4998.93
Home Appliances,Haier,Loyal Customer,Salesperson,2371262.57,868,2731.87,500.27,4999.91
Home Appliances,Haier,Loyal Customer,Senior Salesperson,2093900.18,759,2758.76,521.41,4998.01
Home Appliances,Haier,Occasional Shopper,Manager,2316848.19,827,2801.51,507.20,4994.82
Home Appliances,Haier,Occasional Shopper,Sales Associate,2343487.47,870,2693.66,523.99,4992.76
Home Appliances,Haier,Occasional Shopper,Salesperson,2418596.07,897,2696.32,500.66,4993.38
Home Appliances,Haier,Occasional Shopper,Senior Salesperson,2192194.79,791,2771.42,505.24,4981.00
Home Appliances,Haier,Online Shopper,Manager,2346777.06,850,2760.91,509.06,4996.85
Home Appliances,Haier,Online Shopper,Sales Associate,2388338.61,885,2698.69,503.46,4992.43
Home Appliances,Haier,Online Shopper,Salesperson,2454690.79,893,2748.81,508.10,4982.97
Home Appliances,Haier,Online Shopper,Senior Salesperson,2106923.09,778,2708.13,501.55,4995.14
Home Appliances,Haier,Premium Shopper,Manager,2163123.42,803,2693.80,501.91,4998.92
Home Appliances,Haier,Premium Shopper,Sales Associate,2415238.13,879,2747.71,518.30,4997.27
Home Appliances,Haier,Premium Shopper,Salesperson,2363074.95,852,2773.56,503.22,4998.06
Home Appliances,Haier,Premium Shopper,Senior Salesperson,2100750.01,754,2786.14,501.43,4996.14
Home Appliances,LG,Budget Shopper,Manager,2247795.64,809,2778.49,502.00,4970.00
Home Appliances,LG,Budget Shopper,Sales Associate,2353998.92,850,2769.41,500.72,4991.58
Home Appliances,LG,Budget Shopper,Salesperson,2382527.37,854,2789.84,504.58,4999.25
Home Appliances,LG,Budget Shopper,Senior Salesperson,2044245.88,763,2679.22,510.91,4998.29
Home Appliances,LG,Churn Risk,Manager,2212041.16,803,2754.72,511.25,4999.15
Home Appliances,LG,Churn Risk,Sales Associate,2504075.33,916,2733.71,509.65,4992.34
Home Appliances,LG,Churn Risk,Salesperson,2423012.60,852,2843.91,502.35,4997.94
Home Appliances,LG,Churn Risk,Senior Salesperson,2027075.30,727,2788.27,502.45,4991.63
Home Appliances,LG,Deal Seeker,Manager,2414534.63,877,2753.18,503.07,4997.76
Home Appliances,LG,Deal Seeker,Sales Associate,2584018.27,920,2808.72,502.50,4996.52
Home Appliances,LG,Deal Seeker,Salesperson,2325814.42,853,2726.63,500.92,4998.54
Home Appliances,LG,Deal Seeker,Senior Salesperson,2053599.75,735,2794.01,512.65,4998.16
Home Appliances,LG,First-time Buyer,Manager,2346507.36,834,2813.56,503.25,4996.40
Home Appliances,LG,First-time Buyer,Sales Associate,2429785.48,867,2802.52,500.98,4989.29
Home Appliances,LG,First-time Buyer,Salesperson,2491611.12,900,2768.46,506.25,4999.75
Home Appliances,LG,First-time Buyer,Senior Salesperson,2042545.33,736,2775.20,502.44,4995.14
Home Appliances,LG,High Value,Manager,2412873.12,879,2745.02,502.82,4999.91
Home Appliances,LG,High Value,Sales Associate,2453470.90,902,2720.03,503.14,4999.48
Home Appliances,LG,High Value,Salesperson,2214598.04,812,2727.34,502.77,4998.72
Home Appliances,LG,High Value,Senior Salesperson,2222077.57,810,2743.31,507.56,4986.92
Home Appliances,LG,In-Store Regular,Manager,2200310.30,819,2686.58,503.59,4991.27
Home Appliances,LG,In-Store Regular,Sales Associate,2382402.80,865,2754.22,500.93,4998.01
Home Appliances,LG,In-Store Regular,Salesperson,2371967.18,884,2683.22,515.30,4998.42
