category,customer_segment,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Furniture,Premium Shopper,Final Call Frenzy,1029814.75,359,2868.56,502.89,4998.23
Furniture,Premium Shopper,Flash Frenzy Friday,924602.16,333,2776.58,515.80,4995.63
Furniture,Premium Shopper,"Gift More, Spend Less",934056.53,335,2788.23,516.51,4997.79
Furniture,Premium Shopper,Golden Hour Bargains,881774.02,327,2696.56,514.75,4996.13
Furniture,Premium Shopper,Green Weekend Deals,910487.88,331,2750.72,511.53,4996.26
Furniture,Premium Shopper,Happy Hour Discounts,852193.96,313,2722.66,508.48,4998.88
Furniture,Premium Shopper,Holiday Shopping Rush,870820.53,310,2809.10,519.50,4989.08
Furniture,Premium Shopper,Hot Picks Promo,875638.42,328,2669.63,523.58,4992.88
Furniture,Premium Shopper,Instant Gratification Sale,828798.66,302,2744.37,535.65,4997.47
Furniture,Premium Shopper,Limited Time Treasures,959315.22,350,2740.90,505.62,4981.63
Furniture,Premium Shopper,Loyalty Rewards Blast,912063.52,329,2772.23,552.10,4976.01
Furniture,Premium Shopper,Mega Weekend Bonanza,899843.25,329,2735.09,504.00,4993.16
Furniture,Premium Shopper,Mid-Year Madness,934984.80,342,2733.87,501.87,4981.05
Furniture,Premium Shopper,Midnight Madness,961374.90,354,2715.75,517.81,4991.70
Furniture,Premium Shopper,Mystery Discount Days,1027204.22,365,2814.26,502.26,4985.92
Furniture,Premium Shopper,New Arrival Showcase,969502.90,334,2902.70,511.07,4953.72
Furniture,Premium Shopper,New Product Launch Promo,923419.11,330,2798.24,500.59,4991.12
Furniture,Premium Shopper,New Year Kickoff,943821.15,345,2735.71,502.26,4989.76
Furniture,Premium Shopper,Price Drop Parade,897106.09,322,2786.04,516.13,4992.35
Furniture,Premium Shopper,Red Tag Clearance,829235.97,318,2607.66,511.21,4996.34
Furniture,Premium Shopper,Seasonal Surprise Box,892466.74,322,2771.64,508.28,4998.58
Furniture,Premium Shopper,Shop & Save Spectacular,827539.03,309,2678.12,549.83,4993.27
Furniture,Premium Shopper,Smart Shopper Week,868287.77,310,2800.93,527.85,4962.46
Furniture,Premium Shopper,Spring Refresh Event,922127.56,318,2899.77,565.73,4991.57
Furniture,Premium Shopper,Spring Splash Discounts,977664.87,355,2753.99,521.14,4993.95
Furniture,Premium Shopper,Summer Sizzle Promo,902561.70,323,2794.31,505.17,4988.62
Furniture,Premium Shopper,Super Savings Week,880812.65,320,2752.54,520.77,4994.43
Furniture,Premium Shopper,Ultimate Value Event,861635.50,322,2675.89,530.20,4993.55
Furniture,Premium Shopper,VIP Access Sale,978195.04,354,2763.26,500.23,4992.06
Furniture,Premium Shopper,Weekend Warrior Specials,865803.48,316,2739.88,501.38,4985.43
Furniture,Premium Shopper,Winter Clearance Carnival,863010.55,322,2680.16,510.07,4924.98
Furniture,Premium Shopper,Winter Wonders Sale,953500.24,343,2779.88,500.29,4939.88
Groceries,Budget Shopper,12 Days of Deals,926350.00,322,2876.86,505.54,4982.14
Groceries,Budget Shopper,Autumn Deals Drive,840407.01,303,2773.62,524.60,4998.35
Groceries,Budget Shopper,BOGO Blitz,910066.23,334,2724.75,551.07,4996.27
Groceries,Budget Shopper,Back to School Boost,957745.77,341,2808.64,523.86,4985.68
Groceries,Budget Shopper,Birthday Bash Sale,880571.59,315,2795.47,504.89,4938.69
Groceries,Budget Shopper,Black Friday Blowout,871069.01,318,2739.21,505.61,4993.47
Groceries,Budget Shopper,Cart Crasher Campaign,872537.51,324,2693.02,511.33,4979.93
Groceries,Budget Shopper,Cashback Carnival,929815.95,325,2860.97,512.58,4988.77
Groceries,Budget Shopper,Clearance Countdown,889642.47,319,2788.85,543.96,4997.60
Groceries,Budget Shopper,Countdown to Savings,918211.42,334,2749.14,506.50,4987.78
Groceries,Budget Shopper,Customer Appreciation Week,871400.00,312,2792.95,506.49,4995.70
Groceries,Budget Shopper,Cyber Monday Mania,961824.03,348,2763.86,505.34,4988.32
Groceries,Budget Shopper,Deal of the Month,900510.74,318,2831.79,503.94,4973.54
Groceries,Budget Shopper,Double Points Bonanza,814976.13,306,2663.32,506.48,4971.00
Groceries,Budget Shopper,Early Bird Specials,932462.05,337,2766.95,529.28,4998.19
Groceries,Budget Shopper,End of Season Sale,1029934.70,365,2821.74,503.49,4988.64
Groceries,Budget Shopper,Exclusive Insider Offers,801528.81,308,2602.37,512.59,4996.14
Groceries,Budget Shopper,Festive Fever Promo,825263.83,314,2628.23,512.07,4994.55
Groceries,Budget Shopper,Final Call Frenzy,918013.34,342,2684.25,509.79,4974.31
Groceries,Budget Shopper,Flash Frenzy Friday,996596.89,355,2807.32,517.12,4977.69
Groceries,Budget Shopper,"Gift More, Spend Less",859276.08,306,2808.09,509.60,4998.23
Groceries,Budget Shopper,Golden Hour Bargains,825224.23,311,2653.45,537.39,4982.52
Groceries,Budget Shopper,Green Weekend Deals,957312.82,349,2743.02,507.87,4989.20
Groceries,Budget Shopper,Happy Hour Discounts,941927.15,344,2738.16,511.52,4995.84
Groceries,Budget Shopper,Holiday Shopping Rush,909297.38,337,2698.21,504.65,4999.39
Groceries,Budget Shopper,Hot Picks Promo,851240.89,310,2745.94,513.91,4991.62
Groceries,Budget Shopper,Instant Gratification Sale,866267.82,310,2794.41,503.39,4987.65
Groceries,Budget Shopper,Limited Time Treasures,909657.13,335,2715.39,509.07,4954.24
Groceries,Budget Shopper,Loyalty Rewards Blast,1017071.32,367,2771.31,538.81,4995.73
Groceries,Budget Shopper,Mega Weekend Bonanza,891613.68,330,2701.86,506.20,4987.19
Groceries,Budget Shopper,Mid-Year Madness,942570.27,345,2732.09,513.15,4973.73
Groceries,Budget Shopper,Midnight Madness,817379.94,310,2636.71,508.29,4999.95
Groceries,Budget Shopper,Mystery Discount Days,907117.70,334,2715.92,506.85,4999.16
Groceries,Budget Shopper,New Arrival Showcase,924504.47,329,2810.04,530.41,4995.28
Groceries,Budget Shopper,New Product Launch Promo,937644.09,352,2663.76,500.73,4994.33
Groceries,Budget Shopper,New Year Kickoff,844144.43,308,2740.73,515.94,4959.47
Groceries,Budget Shopper,Price Drop Parade,822413.09,288,2855.60,505.58,4994.92
Groceries,Budget Shopper,Red Tag Clearance,869861.20,331,2627.98,504.16,4984.96
Groceries,Budget Shopper,Seasonal Surprise Box,875416.38,304,2879.66,501.93,4968.64
Groceries,Budget Shopper,Shop & Save Spectacular,936498.68,342,2738.30,503.57,4995.39
Groceries,Budget Shopper,Smart Shopper Week,980562.49,369,2657.35,513.67,4995.84
Groceries,Budget Shopper,Spring Refresh Event,1072757.26,371,2891.53,512.88,4989.96
Groceries,Budget Shopper,Spring Splash Discounts,879453.95,322,2731.22,500.68,4998.53
Groceries,Budget Shopper,Summer Sizzle Promo,917702.79,333,2755.86,506.66,4963.56
Groceries,Budget Shopper,Super Savings Week,942780.84,341,2764.75,525.78,4993.57
Groceries,Budget Shopper,Ultimate Value Event,928074.04,343,2705.76,531.00,4993.94
Groceries,Budget Shopper,VIP Access Sale,853511.85,327,2610.13,514.92,4991.26
Groceries,Budget Shopper,Weekend Warrior Specials,857672.00,321,2671.88,522.36,4994.74
Groceries,Budget Shopper,Winter Clearance Carnival,921755.05,329,2801.69,507.50,4999.97
Groceries,Budget Shopper,Winter Wonders Sale,906310.54,331,2738.10,505.33,4999.56
Groceries,Churn Risk,12 Days of Deals,872045.40,335,2603.12,502.31,4971.18
Groceries,Churn Risk,Autumn Deals Drive,906559.75,322,2815.40,510.46,4999.13
Groceries,Churn Risk,BOGO Blitz,822129.56,313,2626.61,507.32,4983.97
Groceries,Churn Risk,Back to School Boost,931660.68,348,2677.19,510.22,4915.13
Groceries,Churn Risk,Birthday Bash Sale,879181.99,325,2705.18,506.34,4982.46
Groceries,Churn Risk,Black Friday Blowout,896572.91,310,2892.17,517.02,4964.44
Groceries,Churn Risk,Cart Crasher Campaign,948240.25,343,2764.55,511.89,4988.44
Groceries,Churn Risk,Cashback Carnival,930152.69,341,2727.72,510.20,4976.60
Groceries,Churn Risk,Clearance Countdown,857646.38,312,2748.87,509.31,4996.54
Groceries,Churn Risk,Countdown to Savings,870205.79,315,2762.56,507.90,4984.12
Groceries,Churn Risk,Customer Appreciation Week,832294.39,308,2702.25,502.48,4975.49
Groceries,Churn Risk,Cyber Monday Mania,906669.17,329,2755.83,587.52,4998.93
Groceries,Churn Risk,Deal of the Month,850315.69,315,2699.41,507.71,4993.47
Groceries,Churn Risk,Double Points Bonanza,858724.70,324,2650.38,517.45,4996.21
Groceries,Churn Risk,Early Bird Specials,998340.53,352,2836.19,508.69,4983.85
Groceries,Churn Risk,End of Season Sale,916966.91,338,2712.92,503.98,4987.09
Groceries,Churn Risk,Exclusive Insider Offers,1024896.14,351,2919.93,524.48,4995.02
Groceries,Churn Risk,Festive Fever Promo,1005432.38,360,2792.87,502.30,4990.21
Groceries,Churn Risk,Final Call Frenzy,964324.98,346,2787.07,542.36,4981.71
Groceries,Churn Risk,Flash Frenzy Friday,867647.78,317,2737.06,507.64,4978.39
Groceries,Churn Risk,"Gift More, Spend Less",928806.02,355,2616.35,509.81,4983.76
Groceries,Churn Risk,Golden Hour Bargains,879887.66,324,2715.70,514.81,4987.95
Groceries,Churn Risk,Green Weekend Deals,1004796.76,361,2783.37,516.92,4997.22
Groceries,Churn Risk,Happy Hour Discounts,915249.33,336,2723.96,500.75,4994.07
Groceries,Churn Risk,Holiday Shopping Rush,897840.13,324,2771.11,540.89,4993.89
Groceries,Churn Risk,Hot Picks Promo,962357.07,340,2830.46,515.19,4984.48
Groceries,Churn Risk,Instant Gratification Sale,856225.88,307,2789.01,526.86,4998.35
Groceries,Churn Risk,Limited Time Treasures,919431.82,331,2777.74,510.40,4998.70
Groceries,Churn Risk,Loyalty Rewards Blast,927809.06,337,2753.14,508.57,4952.95
Groceries,Churn Risk,Mega Weekend Bonanza,938514.90,344,2728.24,512.47,4998.94
Groceries,Churn Risk,Mid-Year Madness,952126.14,348,2735.99,500.47,4990.79
Groceries,Churn Risk,Midnight Madness,875486.39,326,2685.54,502.72,4967.50
Groceries,Churn Risk,Mystery Discount Days,891403.84,334,2668.87,502.96,4986.29
Groceries,Churn Risk,New Arrival Showcase,827171.85,294,2813.51,505.15,4982.62
Groceries,Churn Risk,New Product Launch Promo,927492.47,341,2719.92,519.00,4991.85
Groceries,Churn Risk,New Year Kickoff,871374.56,321,2714.56,561.24,4981.27
Groceries,Churn Risk,Price Drop Parade,988351.33,356,2776.27,512.52,4986.73
Groceries,Churn Risk,Red Tag Clearance,871015.37,323,2696.64,517.10,4986.36
Groceries,Churn Risk,Seasonal Surprise Box,871501.58,314,2775.48,501.54,4959.49
Groceries,Churn Risk,Shop & Save Spectacular,908212.47,324,2803.12,527.26,4993.94
Groceries,Churn Risk,Smart Shopper Week,890745.63,324,2749.21,519.85,4991.20
Groceries,Churn Risk,Spring Refresh Event,924371.94,339,2726.76,501.42,4998.26
Groceries,Churn Risk,Spring Splash Discounts,871354.23,321,2714.50,505.92,4968.61
Groceries,Churn Risk,Summer Sizzle Promo,892525.42,320,2789.14,516.65,4966.02
Groceries,Churn Risk,Super Savings Week,1026079.78,374,2743.53,502.79,4969.03
Groceries,Churn Risk,Ultimate Value Event,909147.42,336,2705.80,502.89,4980.35
Groceries,Churn Risk,VIP Access Sale,969361.00,360,2692.67,506.56,4969.08
Groceries,Churn Risk,Weekend Warrior Specials,932517.49,326,2860.48,503.77,4971.12
Groceries,Churn Risk,Winter Clearance Carnival,876067.45,329,2662.82,502.13,4992.79
Groceries,Churn Risk,Winter Wonders Sale,912821.06,326,2800.06,513.05,4999.85
Groceries,Deal Seeker,12 Days of Deals,985525.37,343,2873.25,506.22,4998.90
Groceries,Deal Seeker,Autumn Deals Drive,915425.14,339,2700.37,500.76,4988.50
Groceries,Deal Seeker,BOGO Blitz,964401.18,337,2861.72,519.68,4998.59
Groceries,Deal Seeker,Back to School Boost,992870.02,354,2804.72,500.60,4991.91
Groceries,Deal Seeker,Birthday Bash Sale,861361.98,331,2602.30,523.64,4991.73
Groceries,Deal Seeker,Black Friday Blowout,851225.34,300,2837.42,526.67,4976.55
Groceries,Deal Seeker,Cart Crasher Campaign,918036.99,334,2748.61,514.48,4989.38
Groceries,Deal Seeker,Cashback Carnival,901360.55,321,2807.98,502.91,4995.74
Groceries,Deal Seeker,Clearance Countdown,1067795.82,389,2744.98,504.62,4999.80
Groceries,Deal Seeker,Countdown to Savings,953359.96,353,2700.74,501.28,4989.73
Groceries,Deal Seeker,Customer Appreciation Week,903397.36,333,2712.90,505.16,4985.39
Groceries,Deal Seeker,Cyber Monday Mania,977957.91,370,2643.13,506.32,4986.17
Groceries,Deal Seeker,Deal of the Month,910148.75,339,2684.80,508.61,4995.04
Groceries,Deal Seeker,Double Points Bonanza,984745.95,347,2837.88,501.88,4978.48
Groceries,Deal Seeker,Early Bird Specials,854697.48,310,2757.09,517.63,4999.70
Groceries,Deal Seeker,End of Season Sale,964933.38,346,2788.82,521.97,4989.11
Groceries,Deal Seeker,Exclusive Insider Offers,893916.88,318,2811.06,527.91,4995.66
Groceries,Deal Seeker,Festive Fever Promo,887961.83,333,2666.55,507.70,4997.65
Groceries,Deal Seeker,Final Call Frenzy,882476.26,316,2792.65,503.08,4989.78
Groceries,Deal Seeker,Flash Frenzy Friday,820175.81,314,2612.02,501.88,4958.80
Groceries,Deal Seeker,"Gift More, Spend Less",900268.21,320,2813.34,513.73,4991.67
Groceries,Deal Seeker,Golden Hour Bargains,945740.34,344,2749.25,506.12,4982.02
Groceries,Deal Seeker,Green Weekend Deals,909708.65,327,2781.98,511.58,4994.05
Groceries,Deal Seeker,Happy Hour Discounts,866343.27,313,2767.87,507.68,4995.48
Groceries,Deal Seeker,Holiday Shopping Rush,901005.91,327,2755.37,506.03,4966.26
Groceries,Deal Seeker,Hot Picks Promo,860460.03,324,2655.74,548.14,4971.90
Groceries,Deal Seeker,Instant Gratification Sale,949290.94,359,2644.26,500.33,4990.30
Groceries,Deal Seeker,Limited Time Treasures,951417.53,344,2765.75,533.33,4983.86
Groceries,Deal Seeker,Loyalty Rewards Blast,857994.70,306,2803.90,539.76,4995.57
Groceries,Deal Seeker,Mega Weekend Bonanza,836840.80,306,2734.77,510.97,4975.22
Groceries,Deal Seeker,Mid-Year Madness,959848.94,355,2703.80,502.46,4976.09
Groceries,Deal Seeker,Midnight Madness,1044294.47,365,2861.08,505.68,4978.67
Groceries,Deal Seeker,Mystery Discount Days,962934.67,356,2704.87,504.02,4983.72
Groceries,Deal Seeker,New Arrival Showcase,953182.36,349,2731.18,518.52,4978.85
Groceries,Deal Seeker,New Product Launch Promo,962729.32,339,2839.91,514.07,4994.79
Groceries,Deal Seeker,New Year Kickoff,889362.19,331,2686.89,512.57,4996.25
Groceries,Deal Seeker,Price Drop Parade,917545.65,328,2797.40,518.47,4989.23
Groceries,Deal Seeker,Red Tag Clearance,943573.27,324,2912.26,509.89,4963.62
Groceries,Deal Seeker,Seasonal Surprise Box,744541.11,273,2727.26,507.01,4989.26
Groceries,Deal Seeker,Shop & Save Spectacular,955696.66,342,2794.43,506.56,4981.11
Groceries,Deal Seeker,Smart Shopper Week,1007128.76,355,2836.98,501.79,4994.32
Groceries,Deal Seeker,Spring Refresh Event,962021.44,341,2821.18,521.03,4995.22
Groceries,Deal Seeker,Spring Splash Discounts,904116.07,328,2756.45,525.52,4989.87
Groceries,Deal Seeker,Summer Sizzle Promo,882214.14,323,2731.31,508.92,4981.75
Groceries,Deal Seeker,Super Savings Week,983121.74,356,2761.58,527.55,4999.88
Groceries,Deal Seeker,Ultimate Value Event,1011203.36,346,2922.55,518.82,4997.42
Groceries,Deal Seeker,VIP Access Sale,878378.61,330,2661.75,503.17,4973.99
Groceries,Deal Seeker,Weekend Warrior Specials,876636.29,319,2748.08,514.24,4981.57
Groceries,Deal Seeker,Winter Clearance Carnival,955085.65,346,2760.36,520.09,4968.24
Groceries,Deal Seeker,Winter Wonders Sale,967552.00,340,2845.74,505.32,4995.64
Groceries,First-time Buyer,12 Days of Deals,993318.13,365,2721.42,517.30,4992.79
Groceries,First-time Buyer,Autumn Deals Drive,873093.72,323,2703.08,513.21,4965.73
Groceries,First-time Buyer,BOGO Blitz,917843.93,325,2824.14,534.13,4996.77
Groceries,First-time Buyer,Back to School Boost,914058.55,332,2753.19,505.75,4997.33
Groceries,First-time Buyer,Birthday Bash Sale,870037.94,307,2834.00,520.10,4997.17
Groceries,First-time Buyer,Black Friday Blowout,890807.40,332,2683.15,517.55,4997.76
Groceries,First-time Buyer,Cart Crasher Campaign,801497.07,300,2671.66,505.99,4976.29
Groceries,First-time Buyer,Cashback Carnival,1006387.28,360,2795.52,541.62,4995.88
Groceries,First-time Buyer,Clearance Countdown,891045.26,329,2708.34,502.02,4998.17
Groceries,First-time Buyer,Countdown to Savings,906912.59,324,2799.11,510.46,4997.39
Groceries,First-time Buyer,Customer Appreciation Week,1080142.57,369,2927.22,500.64,4997.51
Groceries,First-time Buyer,Cyber Monday Mania,867250.75,315,2753.18,523.58,4999.83
Groceries,First-time Buyer,Deal of the Month,858196.37,317,2707.24,500.56,4990.87
Groceries,First-time Buyer,Double Points Bonanza,945127.48,346,2731.58,511.56,4980.56
Groceries,First-time Buyer,Early Bird Specials,917339.11,334,2746.52,510.77,4996.80
Groceries,First-time Buyer,End of Season Sale,959788.69,353,2718.95,517.26,4997.30
Groceries,First-time Buyer,Exclusive Insider Offers,965514.32,345,2798.59,519.26,4985.52
Groceries,First-time Buyer,Festive Fever Promo,937428.47,338,2773.46,501.65,4986.36
Groceries,First-time Buyer,Final Call Frenzy,937976.19,339,2766.89,530.48,4987.51
Groceries,First-time Buyer,Flash Frenzy Friday,902951.71,323,2795.52,556.90,4995.90
Groceries,First-time Buyer,"Gift More, Spend Less",949885.89,348,2729.56,512.89,4993.41
Groceries,First-time Buyer,Golden Hour Bargains,941775.15,337,2794.59,508.71,4999.90
Groceries,First-time Buyer,Green Weekend Deals,878500.05,332,2646.08,500.26,4990.34
Groceries,First-time Buyer,Happy Hour Discounts,928842.19,330,2814.67,508.35,4970.94
Groceries,First-time Buyer,Holiday Shopping Rush,979930.14,363,2699.53,513.31,4992.12
Groceries,First-time Buyer,Hot Picks Promo,800515.00,299,2677.31,503.19,4999.88
Groceries,First-time Buyer,Instant Gratification Sale,943828.71,337,2800.68,515.09,4982.50
Groceries,First-time Buyer,Limited Time Treasures,816038.28,300,2720.13,510.30,4974.48
Groceries,First-time Buyer,Loyalty Rewards Blast,924401.09,333,2775.98,555.45,4965.51
Groceries,First-time Buyer,Mega Weekend Bonanza,922381.88,329,2803.59,522.84,4994.06
Groceries,First-time Buyer,Mid-Year Madness,911356.99,332,2745.05,512.41,4945.88
Groceries,First-time Buyer,Midnight Madness,878192.38,333,2637.21,500.01,4998.75
Groceries,First-time Buyer,Mystery Discount Days,983099.72,345,2849.56,500.94,4987.59
Groceries,First-time Buyer,New Arrival Showcase,879605.24,320,2748.77,543.92,4979.79
Groceries,First-time Buyer,New Product Launch Promo,861075.31,300,2870.25,531.59,4999.20
Groceries,First-time Buyer,New Year Kickoff,788212.69,311,2534.45,519.16,4995.56
Groceries,First-time Buyer,Price Drop Parade,791672.28,294,2692.76,518.53,4996.32
Groceries,First-time Buyer,Red Tag Clearance,870672.90,328,2654.49,519.21,4955.11
Groceries,First-time Buyer,Seasonal Surprise Box,929400.41,326,2850.92,506.26,4991.34
Groceries,First-time Buyer,Shop & Save Spectacular,884878.49,320,2765.25,501.87,4976.59
Groceries,First-time Buyer,Smart Shopper Week,993665.50,358,2775.60,512.47,4998.48
Groceries,First-time Buyer,Spring Refresh Event,797360.03,295,2702.92,512.51,4995.72
Groceries,First-time Buyer,Spring Splash Discounts,1009106.86,373,2705.38,511.52,4988.22
Groceries,First-time Buyer,Summer Sizzle Promo,807532.17,293,2756.08,503.45,4998.54
Groceries,First-time Buyer,Super Savings Week,996074.29,354,2813.77,506.37,4998.98
Groceries,First-time Buyer,Ultimate Value Event,832734.21,311,2677.60,505.35,4938.49
Groceries,First-time Buyer,VIP Access Sale,958141.39,358,2676.37,504.83,4975.49
Groceries,First-time Buyer,Weekend Warrior Specials,971726.06,354,2744.99,508.11,4994.19
Groceries,First-time Buyer,Winter Clearance Carnival,883734.00,320,2761.67,517.90,4989.51
Groceries,First-time Buyer,Winter Wonders Sale,1014210.39,371,2733.72,529.74,4995.24
Groceries,High Value,12 Days of Deals,1009811.72,360,2805.03,535.31,4998.87
Groceries,High Value,Autumn Deals Drive,1010216.15,354,2853.72,509.57,4998.64
Groceries,High Value,BOGO Blitz,989246.71,359,2755.56,546.53,4992.77
Groceries,High Value,Back to School Boost,938858.52,340,2761.35,509.58,4998.07
Groceries,High Value,Birthday Bash Sale,887397.60,325,2730.45,529.57,4991.37
Groceries,High Value,Black Friday Blowout,971125.71,350,2774.64,500.83,4980.46
Groceries,High Value,Cart Crasher Campaign,936954.62,348,2692.40,506.65,4943.38
Groceries,High Value,Cashback Carnival,910337.30,328,2775.42,531.43,4926.32
Groceries,High Value,Clearance Countdown,977290.08,347,2816.40,508.52,4998.78
Groceries,High Value,Countdown to Savings,988207.83,357,2768.09,510.60,4982.91
Groceries,High Value,Customer Appreciation Week,967689.09,356,2718.23,504.57,4976.04
Groceries,High Value,Cyber Monday Mania,874534.37,325,2690.87,504.09,4997.12
Groceries,High Value,Deal of the Month,998939.34,372,2685.32,508.50,4992.95
Groceries,High Value,Double Points Bonanza,945104.48,351,2692.61,500.95,4999.34
Groceries,High Value,Early Bird Specials,912130.42,337,2706.62,520.84,4973.79
Groceries,High Value,End of Season Sale,889981.52,324,2746.86,504.05,4995.76
Groceries,High Value,Exclusive Insider Offers,879035.56,329,2671.84,501.31,4998.78
Groceries,High Value,Festive Fever Promo,841936.38,318,2647.60,512.05,4996.81
Groceries,High Value,Final Call Frenzy,966703.95,342,2826.62,511.29,4994.94
Groceries,High Value,Flash Frenzy Friday,938547.72,331,2835.49,519.72,4978.54
Groceries,High Value,"Gift More, Spend Less",922560.72,337,2737.57,531.56,4994.67
Groceries,High Value,Golden Hour Bargains,857699.55,312,2749.04,517.26,4983.24
Groceries,High Value,Green Weekend Deals,952626.07,332,2869.36,509.92,4990.44
Groceries,High Value,Happy Hour Discounts,821455.61,307,2675.75,536.74,4962.61
Groceries,High Value,Holiday Shopping Rush,946579.84,339,2792.27,509.06,4997.86
Groceries,High Value,Hot Picks Promo,985295.03,365,2699.44,518.84,4991.69
Groceries,High Value,Instant Gratification Sale,897940.03,325,2762.89,523.90,4988.57
Groceries,High Value,Limited Time Treasures,948532.54,345,2749.37,508.05,4984.48
Groceries,High Value,Loyalty Rewards Blast,876310.22,315,2781.94,509.85,4989.61
Groceries,High Value,Mega Weekend Bonanza,874588.19,335,2610.71,501.33,4940.16
Groceries,High Value,Mid-Year Madness,834339.64,318,2623.71,518.81,4962.63
Groceries,High Value,Midnight Madness,860396.36,317,2714.18,500.95,4998.10
Groceries,High Value,Mystery Discount Days,915300.28,337,2716.02,508.56,4991.87
Groceries,High Value,New Arrival Showcase,947853.50,346,2739.46,509.61,4986.40
Groceries,High Value,New Product Launch Promo,931278.37,341,2731.02,504.86,4983.26
Groceries,High Value,New Year Kickoff,907901.59,334,2718.27,508.27,4972.93
Groceries,High Value,Price Drop Parade,907360.92,333,2724.81,504.15,4994.94
Groceries,High Value,Red Tag Clearance,964618.29,350,2756.05,501.12,4965.97
Groceries,High Value,Seasonal Surprise Box,1005679.22,366,2747.76,504.60,4992.27
Groceries,High Value,Shop & Save Spectacular,879041.91,321,2738.45,524.59,4977.69
Groceries,High Value,Smart Shopper Week,919074.20,334,2751.72,500.54,4994.27
Groceries,High Value,Spring Refresh Event,974178.18,348,2799.36,511.29,4988.05
Groceries,High Value,Spring Splash Discounts,822487.55,312,2636.18,509.39,4986.70
Groceries,High Value,Summer Sizzle Promo,960414.63,342,2808.23,523.99,4966.48
Groceries,High Value,Super Savings Week,901714.38,334,2699.74,512.49,4987.66
Groceries,High Value,Ultimate Value Event,895984.10,312,2871.74,500.47,4983.18
Groceries,High Value,VIP Access Sale,854383.42,315,2712.33,504.20,4996.03
Groceries,High Value,Weekend Warrior Specials,949827.59,352,2698.37,502.46,4993.10
Groceries,High Value,Winter Clearance Carnival,855004.00,314,2722.94,527.28,4992.79
Groceries,High Value,Winter Wonders Sale,1045686.20,372,2810.98,532.92,4991.71
Groceries,In-Store Regular,12 Days of Deals,893456.11,322,2774.71,509.79,4995.38
Groceries,In-Store Regular,Autumn Deals Drive,954006.98,347,2749.30,508.03,4996.98
Groceries,In-Store Regular,BOGO Blitz,935431.93,323,2896.07,522.61,4993.12
Groceries,In-Store Regular,Back to School Boost,867607.45,328,2645.14,502.61,4978.66
Groceries,In-Store Regular,Birthday Bash Sale,920106.70,338,2722.21,508.25,4976.95
Groceries,In-Store Regular,Black Friday Blowout,908079.07,336,2702.62,505.81,4991.85
Groceries,In-Store Regular,Cart Crasher Campaign,812546.82,303,2681.67,506.39,4980.08
Groceries,In-Store Regular,Cashback Carnival,940845.70,346,2719.21,507.41,4975.89
Groceries,In-Store Regular,Clearance Countdown,985124.11,356,2767.20,523.73,4943.13
Groceries,In-Store Regular,Countdown to Savings,857526.74,332,2582.91,519.69,4955.77
Groceries,In-Store Regular,Customer Appreciation Week,950301.59,347,2738.62,506.67,4991.50
Groceries,In-Store Regular,Cyber Monday Mania,878764.42,324,2712.24,507.95,4990.68
Groceries,In-Store Regular,Deal of the Month,912251.18,324,2815.59,518.07,4993.79
Groceries,In-Store Regular,Double Points Bonanza,864059.27,320,2700.19,513.08,4996.36
Groceries,In-Store Regular,Early Bird Specials,934875.86,340,2749.63,506.38,4998.24
Groceries,In-Store Regular,End of Season Sale,868284.67,313,2774.07,500.36,4998.37
Groceries,In-Store Regular,Exclusive Insider Offers,1024304.03,360,2845.29,504.09,4999.92
Groceries,In-Store Regular,Festive Fever Promo,975303.02,347,2810.67,534.48,4978.35
Groceries,In-Store Regular,Final Call Frenzy,924670.59,332,2785.15,513.86,4972.06
Groceries,In-Store Regular,Flash Frenzy Friday,969549.69,343,2826.68,519.19,4991.58
Groceries,In-Store Regular,"Gift More, Spend Less",872462.87,316,2760.96,511.37,4994.74
Groceries,In-Store Regular,Golden Hour Bargains,907609.35,342,2653.83,500.16,4999.35
Groceries,In-Store Regular,Green Weekend Deals,913638.04,340,2687.17,508.74,4985.16
Groceries,In-Store Regular,Happy Hour Discounts,942487.42,348,2708.30,505.89,4987.29
Groceries,In-Store Regular,Holiday Shopping Rush,893145.24,330,2706.50,540.78,4993.67
Groceries,In-Store Regular,Hot Picks Promo,886007.22,313,2830.69,531.06,4992.31
Groceries,In-Store Regular,Instant Gratification Sale,1009682.71,348,2901.39,500.03,4999.70
Groceries,In-Store Regular,Limited Time Treasures,838910.52,300,2796.37,543.56,4946.13
Groceries,In-Store Regular,Loyalty Rewards Blast,989120.32,360,2747.56,504.51,4983.94
Groceries,In-Store Regular,Mega Weekend Bonanza,893227.36,338,2642.68,507.71,4975.12
Groceries,In-Store Regular,Mid-Year Madness,869385.61,301,2888.32,553.01,4994.70
Groceries,In-Store Regular,Midnight Madness,932416.21,336,2775.05,508.98,4985.49
Groceries,In-Store Regular,Mystery Discount Days,811135.87,296,2740.32,503.39,4994.43
Groceries,In-Store Regular,New Arrival Showcase,892194.26,322,2770.79,509.54,4997.81
Groceries,In-Store Regular,New Product Launch Promo,787698.94,301,2616.94,519.54,4982.95
Groceries,In-Store Regular,New Year Kickoff,969812.47,364,2664.32,513.17,4991.95
Groceries,In-Store Regular,Price Drop Parade,974384.64,351,2776.02,504.57,4999.58
Groceries,In-Store Regular,Red Tag Clearance,915458.03,332,2757.40,504.22,4995.93
