brand,customer_segment,salesperson_role,sum_amount,count,avg_amount,min_amount,max_amount
Pepperfry,Online Shopper,Sales Associate,2432955.94,904,2691.32,507.96,4999.14
Pepperfry,Online Shopper,Salesperson,2375570.65,874,2718.04,505.16,4998.80
Pepperfry,Online Shopper,Senior Salesperson,2027545.02,741,2736.23,511.16,4998.12
Pepperfry,Premium Shopper,Manager,2282276.64,820,2783.26,504.00,4997.14
Pepperfry,Premium Shopper,Sales Associate,2327398.05,844,2757.58,505.17,4997.79
Pepperfry,Premium Shopper,Salesperson,2289457.64,846,2706.21,502.89,4988.69
Pepperfry,Premium Shopper,Senior Salesperson,2119746.51,781,2714.14,500.59,4998.23
Puma,Budget Shopper,Manager,4522522.08,1635,2766.07,501.48,4993.20
Puma,Budget Shopper,Sales Associate,4764604.17,1710,2786.32,506.68,4999.85
Puma,Budget Shopper,Salesperson,4719233.89,1723,2738.96,502.32,4999.17
Puma,Budget Shopper,Senior Salesperson,4190404.54,1525,2747.81,510.88,4998.97
Puma,Churn Risk,Manager,4672560.09,1709,2734.09,502.49,4998.60
Puma,Churn Risk,Sales Associate,4559499.20,1682,2710.76,500.57,4997.51
Puma,Churn Risk,Salesperson,4542136.19,1672,2716.59,502.77,4996.88
Puma,Churn Risk,Senior Salesperson,4332590.87,1552,2791.62,501.93,4997.16
Puma,Deal Seeker,Manager,4793609.75,1699,2821.43,500.97,4998.69
Puma,Deal Seeker,Sales Associate,4799523.50,1746,2748.87,502.43,4997.56
Puma,Deal Seeker,Salesperson,4922889.74,1797,2739.50,500.66,4998.09
Puma,Deal Seeker,Senior Salesperson,4384857.92,1580,2775.23,500.07,4999.01
Puma,First-time Buyer,Manager,4416983.96,1618,2729.90,500.04,4999.40
Puma,First-time Buyer,Sales Associate,4939318.81,1793,2754.78,502.20,4999.23
Puma,First-time Buyer,Salesperson,4596959.28,1679,2737.91,504.68,4998.11
Puma,First-time Buyer,Senior Salesperson,4188738.91,1506,2781.37,506.01,4999.98
Puma,High Value,Manager,4793135.40,1739,2756.26,500.82,4995.61
Puma,High Value,Sales Associate,4909140.00,1776,2764.16,500.10,4997.99
Puma,High Value,Salesperson,4818353.70,1754,2747.07,500.37,4998.14
Puma,High Value,Senior Salesperson,4163917.27,1516,2746.65,500.03,4999.61
Puma,In-Store Regular,Manager,4408432.18,1585,2781.35,509.15,4998.51
Puma,In-Store Regular,Sales Associate,4938764.58,1818,2716.59,501.78,4995.46
Puma,In-Store Regular,Salesperson,4576591.32,1686,2714.47,501.80,4999.89
Puma,In-Store Regular,Senior Salesperson,4292087.39,1552,2765.52,500.74,4998.89
Puma,Loyal Customer,Manager,4533236.22,1642,2760.80,507.32,4997.42
Puma,Loyal Customer,Sales Associate,4763089.86,1765,2698.63,500.18,4996.57
Puma,Loyal Customer,Salesperson,4568969.91,1672,2732.64,502.12,4997.04
Puma,Loyal Customer,Senior Salesperson,4287544.89,1570,2730.92,503.52,4999.68
Puma,Occasional Shopper,Manager,4576767.57,1661,2755.43,503.81,4994.72
Puma,Occasional Shopper,Sales Associate,4978629.78,1790,2781.36,503.74,4994.01
Puma,Occasional Shopper,Salesperson,5056881.60,1818,2781.56,500.41,4998.46
Puma,Occasional Shopper,Senior Salesperson,4135056.20,1522,2716.86,502.29,4997.93
Puma,Online Shopper,Manager,4571297.00,1669,2738.94,500.04,4988.81
Puma,Online Shopper,Sales Associate,4811424.79,1742,2762.01,503.49,4999.78
Puma,Online Shopper,Salesperson,4630730.58,1698,2727.17,500.66,4995.81
Puma,Online Shopper,Senior Salesperson,4252434.86,1547,2748.83,505.21,4998.52
Puma,Premium Shopper,Manager,4651819.85,1678,2772.24,502.77,4997.57
Puma,Premium Shopper,Sales Associate,4654253.85,1662,2800.39,501.68,4997.08
Puma,Premium Shopper,Salesperson,4499231.80,1675,2686.11,505.48,4998.60
Puma,Premium Shopper,Senior Salesperson,4230799.13,1532,2761.62,500.07,4997.06
Reebok,Budget Shopper,Manager,2290418.18,827,2769.55,500.04,4996.39
Reebok,Budget Shopper,Sales Associate,2406613.97,855,2814.75,506.53,4990.45
Reebok,Budget Shopper,Salesperson,2324836.97,851,2731.89,506.05,4998.61
Reebok,Budget Shopper,Senior Salesperson,2014316.47,759,2653.91,500.26,4996.08
Reebok,Churn Risk,Manager,2456010.03,883,2781.44,525.16,4995.06
Reebok,Churn Risk,Sales Associate,2552596.08,928,2750.64,506.24,4997.68
Reebok,Churn Risk,Salesperson,2502660.21,909,2753.20,506.11,4995.99
Reebok,Churn Risk,Senior Salesperson,2166415.27,787,2752.75,506.58,4998.24
Reebok,Deal Seeker,Manager,2284826.14,832,2746.19,514.92,4999.30
Reebok,Deal Seeker,Sales Associate,2504646.74,938,2670.20,502.11,4999.33
Reebok,Deal Seeker,Salesperson,2450396.73,898,2728.73,505.03,4997.82
Reebok,Deal Seeker,Senior Salesperson,1953206.93,721,2709.02,505.26,4988.82
Reebok,First-time Buyer,Manager,2297381.05,839,2738.24,507.75,4986.35
Reebok,First-time Buyer,Sales Associate,2358416.20,843,2797.65,500.37,4989.45
Reebok,First-time Buyer,Salesperson,2415630.13,859,2812.14,502.16,4996.59
Reebok,First-time Buyer,Senior Salesperson,2127432.39,782,2720.50,502.81,4988.78
Reebok,High Value,Manager,2354981.61,846,2783.67,503.56,4998.53
Reebok,High Value,Sales Associate,2460539.16,880,2796.07,514.21,4996.75
Reebok,High Value,Salesperson,2212978.73,831,2663.03,505.89,4996.35
Reebok,High Value,Senior Salesperson,2210777.30,790,2798.45,502.36,4996.31
Reebok,In-Store Regular,Manager,2456614.36,874,2810.77,504.56,4998.42
Reebok,In-Store Regular,Sales Associate,2459745.60,880,2795.17,511.10,4992.08
Reebok,In-Store Regular,Salesperson,2402152.98,852,2819.43,502.76,4996.77
Reebok,In-Store Regular,Senior Salesperson,2194483.26,773,2838.92,502.90,4999.53
Reebok,Loyal Customer,Manager,2160319.84,807,2676.98,500.50,4999.34
Reebok,Loyal Customer,Sales Associate,2563300.34,925,2771.14,504.12,4998.20
Reebok,Loyal Customer,Salesperson,2466145.31,882,2796.08,500.76,4997.31
Reebok,Loyal Customer,Senior Salesperson,2035130.93,751,2709.89,503.07,4988.90
Reebok,Occasional Shopper,Manager,2192729.38,832,2635.49,501.14,4998.87
Reebok,Occasional Shopper,Sales Associate,2402037.87,872,2754.63,505.11,4993.48
Reebok,Occasional Shopper,Salesperson,2404712.22,877,2741.98,501.42,4999.65
Reebok,Occasional Shopper,Senior Salesperson,2114884.16,771,2743.04,502.59,4995.69
Reebok,Online Shopper,Manager,2305535.16,837,2754.52,506.74,4998.53
Reebok,Online Shopper,Sales Associate,2559080.88,925,2766.57,507.03,4993.60
Reebok,Online Shopper,Salesperson,2487819.77,890,2795.30,501.32,4994.96
Reebok,Online Shopper,Senior Salesperson,2160062.30,783,2758.70,516.62,4998.98
Reebok,Premium Shopper,Manager,2277315.40,839,2714.32,505.83,4987.16
Reebok,Premium Shopper,Sales Associate,2308853.61,838,2755.20,500.78,4985.32
Reebok,Premium Shopper,Salesperson,2347171.80,857,2738.82,500.30,4999.55
Reebok,Premium Shopper,Senior Salesperson,2044483.00,725,2819.98,503.35,4998.61
Samsung,Budget Shopper,Manager,4609578.86,1669,2761.88,504.79,4998.07
Samsung,Budget Shopper,Sales Associate,4628932.43,1703,2718.10,500.78,4998.71
Samsung,Budget Shopper,Salesperson,4439337.75,1612,2753.93,500.99,4999.90
Samsung,Budget Shopper,Senior Salesperson,4165247.18,1523,2734.90,501.48,4999.28
Samsung,Churn Risk,Manager,4607487.12,1668,2762.28,502.11,4995.77
Samsung,Churn Risk,Sales Associate,5016684.37,1807,2776.25,500.21,4991.94
Samsung,Churn Risk,Salesperson,4631929.54,1671,2771.95,501.61,4994.08
Samsung,Churn Risk,Senior Salesperson,4227543.06,1571,2690.99,501.42,4999.69
Samsung,Deal Seeker,Manager,4579115.78,1651,2773.54,500.13,4998.39
Samsung,Deal Seeker,Sales Associate,4811050.34,1747,2753.89,501.29,4998.01
Samsung,Deal Seeker,Salesperson,4831505.47,1796,2690.15,504.18,4998.46
Samsung,Deal Seeker,Senior Salesperson,4198190.89,1507,2785.79,500.36,4998.67
Samsung,First-time Buyer,Manager,4595953.39,1687,2724.34,500.13,4989.92
Samsung,First-time Buyer,Sales Associate,4766244.42,1720,2771.07,502.39,4999.45
Samsung,First-time Buyer,Salesperson,4859875.37,1767,2750.35,501.91,4999.71
Samsung,First-time Buyer,Senior Salesperson,4135255.36,1530,2702.78,503.95,4999.73
Samsung,High Value,Manager,4781952.85,1733,2759.35,502.76,4998.14
Samsung,High Value,Sales Associate,4718712.39,1741,2710.35,503.72,4999.98
Samsung,High Value,Salesperson,4567631.52,1671,2733.47,503.38,4993.37
Samsung,High Value,Senior Salesperson,4133810.82,1504,2748.54,501.98,4999.37
Samsung,In-Store Regular,Manager,4467831.51,1654,2701.23,504.32,4993.04
Samsung,In-Store Regular,Sales Associate,4943177.01,1797,2750.79,503.09,4994.00
Samsung,In-Store Regular,Salesperson,4823928.23,1756,2747.11,501.27,4995.33
Samsung,In-Store Regular,Senior Salesperson,4178576.14,1518,2752.69,503.76,4999.21
Samsung,Loyal Customer,Manager,4785615.43,1711,2796.97,500.90,4998.97
Samsung,Loyal Customer,Sales Associate,4949075.65,1786,2771.04,500.38,4996.11
Samsung,Loyal Customer,Salesperson,4671654.25,1685,2772.50,503.00,4999.50
Samsung,Loyal Customer,Senior Salesperson,4114136.27,1474,2791.14,500.17,4999.22
Samsung,Occasional Shopper,Manager,4893382.69,1787,2738.32,503.77,4997.28
Samsung,Occasional Shopper,Sales Associate,4926823.97,1780,2767.88,501.55,4999.63
Samsung,Occasional Shopper,Salesperson,4935847.34,1785,2765.18,500.09,4995.48
Samsung,Occasional Shopper,Senior Salesperson,4208061.91,1508,2790.49,504.21,4997.57
Samsung,Online Shopper,Manager,4827178.41,1721,2804.87,503.07,4998.33
Samsung,Online Shopper,Sales Associate,4891712.61,1773,2759.00,505.51,4996.43
Samsung,Online Shopper,Salesperson,4775699.36,1718,2779.80,500.93,4999.87
Samsung,Online Shopper,Senior Salesperson,4326527.78,1551,2789.51,505.48,4999.94
Samsung,Premium Shopper,Manager,4571236.76,1662,2750.44,502.17,4995.69
Samsung,Premium Shopper,Sales Associate,4821657.25,1740,2771.07,504.06,4995.18
Samsung,Premium Shopper,Salesperson,4741199.60,1732,2737.41,508.18,4996.78
Samsung,Premium Shopper,Senior Salesperson,4272433.68,1534,2785.16,501.06,4997.81
Sony,Budget Shopper,Manager,2291508.26,831,2757.53,500.55,4978.84
Sony,Budget Shopper,Sales Associate,2377701.21,854,2784.19,502.69,4996.70
Sony,Budget Shopper,Salesperson,2376890.05,856,2776.74,502.59,4997.06
Sony,Budget Shopper,Senior Salesperson,2076457.47,742,2798.46,519.96,4990.42
Sony,Churn Risk,Manager,2086624.55,775,2692.42,500.37,4997.94
Sony,Churn Risk,Sales Associate,2504496.54,920,2722.28,500.48,4982.65
Sony,Churn Risk,Salesperson,2386048.89,877,2720.69,510.79,4993.31
Sony,Churn Risk,Senior Salesperson,1958578.14,704,2782.07,501.99,4997.03
Sony,Deal Seeker,Manager,2194474.64,801,2739.67,501.76,4996.94
Sony,Deal Seeker,Sales Associate,2481713.73,897,2766.68,507.68,4999.95
Sony,Deal Seeker,Salesperson,2318632.94,875,2649.87,501.33,4994.34
Sony,Deal Seeker,Senior Salesperson,2023605.23,760,2662.64,500.80,4998.40
Sony,First-time Buyer,Manager,2339207.55,835,2801.45,508.08,4999.11
Sony,First-time Buyer,Sales Associate,2409426.23,871,2766.28,500.19,4995.49
Sony,First-time Buyer,Salesperson,2188509.18,801,2732.22,504.33,4987.13
Sony,First-time Buyer,Senior Salesperson,2050535.82,730,2808.95,508.27,4977.23
Sony,High Value,Manager,2277252.67,832,2737.08,506.12,4996.51
Sony,High Value,Sales Associate,2359705.39,866,2724.83,509.07,4999.96
Sony,High Value,Salesperson,2328253.49,853,2729.49,502.93,4998.62
Sony,High Value,Senior Salesperson,2107582.59,804,2621.37,501.00,4987.90
Sony,In-Store Regular,Manager,2202701.10,803,2743.09,500.05,4998.89
Sony,In-Store Regular,Sales Associate,2401762.49,874,2748.01,504.09,4998.63
Sony,In-Store Regular,Salesperson,2296715.72,829,2770.47,502.96,4998.29
Sony,In-Store Regular,Senior Salesperson,2108417.34,768,2745.34,500.69,4978.20
Sony,Loyal Customer,Manager,2532329.16,936,2705.48,500.08,4999.15
Sony,Loyal Customer,Sales Associate,2519232.01,898,2805.38,506.16,4998.12
Sony,Loyal Customer,Salesperson,2222119.06,801,2774.18,519.21,4992.86
Sony,Loyal Customer,Senior Salesperson,2028125.76,747,2715.03,513.30,4997.33
Sony,Occasional Shopper,Manager,2284928.18,836,2733.17,523.42,4997.58
Sony,Occasional Shopper,Sales Associate,2539069.44,916,2771.91,507.61,4998.09
Sony,Occasional Shopper,Salesperson,2424297.20,882,2748.64,516.61,4994.33
Sony,Occasional Shopper,Senior Salesperson,1988380.07,713,2788.75,506.15,4995.99
Sony,Online Shopper,Manager,2346140.17,871,2693.62,503.58,4992.32
Sony,Online Shopper,Sales Associate,2278153.10,818,2785.03,501.02,4999.95
Sony,Online Shopper,Salesperson,2397765.31,898,2670.12,505.16,4992.54
Sony,Online Shopper,Senior Salesperson,2109797.23,759,2779.71,502.74,4993.05
Sony,Premium Shopper,Manager,2306821.63,818,2820.08,500.73,4998.76
Sony,Premium Shopper,Sales Associate,2369430.71,866,2736.06,503.82,4999.13
Sony,Premium Shopper,Salesperson,2415087.43,871,2772.78,505.80,4993.03
Sony,Premium Shopper,Senior Salesperson,2007465.99,761,2637.93,501.14,4997.92
Tata,Budget Shopper,Manager,2305947.30,841,2741.91,505.58,4998.44
Tata,Budget Shopper,Sales Associate,2382233.04,876,2719.44,514.43,4996.14
Tata,Budget Shopper,Salesperson,2215731.71,830,2669.56,509.07,4999.97
Tata,Budget Shopper,Senior Salesperson,2064670.64,742,2782.57,509.60,4987.65
Tata,Churn Risk,Manager,2359119.70,858,2749.56,504.09,4999.13
Tata,Churn Risk,Sales Associate,2398759.13,870,2757.19,505.15,4993.89
Tata,Churn Risk,Salesperson,2269085.94,813,2791.00,500.47,4986.73
Tata,Churn Risk,Senior Salesperson,2075293.48,752,2759.70,503.98,4993.94
Tata,Deal Seeker,Manager,2349381.52,847,2773.77,506.12,4993.52
Tata,Deal Seeker,Sales Associate,2467831.08,885,2788.51,506.56,4991.91
Tata,Deal Seeker,Salesperson,2558900.85,910,2811.98,505.16,4992.62
Tata,Deal Seeker,Senior Salesperson,2141033.00,780,2744.91,500.33,4994.79
Tata,First-time Buyer,Manager,2375869.74,838,2835.17,519.21,4998.75
Tata,First-time Buyer,Sales Associate,2486137.51,908,2738.04,500.01,4983.94
Tata,First-time Buyer,Salesperson,2391409.00,863,2771.04,508.71,4990.58
Tata,First-time Buyer,Senior Salesperson,2090833.71,755,2769.32,501.87,4999.90
Tata,High Value,Manager,2394587.55,862,2777.94,500.83,4998.45
Tata,High Value,Sales Associate,2455895.30,895,2744.02,503.56,4994.67
Tata,High Value,Salesperson,2306792.43,829,2782.62,508.05,4999.34
Tata,High Value,Senior Salesperson,2100804.39,770,2728.32,512.30,4978.65
Tata,In-Store Regular,Manager,2213105.06,814,2718.80,502.61,4997.81
Tata,In-Store Regular,Sales Associate,2411485.11,905,2664.62,505.89,4989.26
Tata,In-Store Regular,Salesperson,2234778.16,817,2735.35,505.51,4990.54
Tata,In-Store Regular,Senior Salesperson,2152850.43,783,2749.49,504.09,4975.78
Tata,Loyal Customer,Manager,2281653.01,829,2752.30,507.25,4993.32
Tata,Loyal Customer,Sales Associate,2400899.41,855,2808.07,504.05,4982.07
Tata,Loyal Customer,Salesperson,2308941.06,841,2745.47,502.27,4996.71
Tata,Loyal Customer,Senior Salesperson,2240473.46,787,2846.85,500.32,4996.49
Tata,Occasional Shopper,Manager,2231386.54,825,2704.71,507.03,4988.90
Tata,Occasional Shopper,Sales Associate,2482825.25,900,2758.69,513.66,4989.23
Tata,Occasional Shopper,Salesperson,2455590.73,902,2722.38,500.91,4999.06
Tata,Occasional Shopper,Senior Salesperson,2103396.92,765,2749.54,504.91,4987.54
Tata,Online Shopper,Manager,2395000.75,854,2804.45,501.54,4991.77
Tata,Online Shopper,Sales Associate,2469754.83,882,2800.18,501.36,4984.06
Tata,Online Shopper,Salesperson,2266660.75,825,2747.47,505.64,4993.08
Tata,Online Shopper,Senior Salesperson,2106692.55,756,2786.63,501.39,4999.83
Tata,Premium Shopper,Manager,2278863.71,826,2758.91,500.97,4990.02
Tata,Premium Shopper,Sales Associate,2367399.37,866,2733.72,503.77,4999.35
Tata,Premium Shopper,Salesperson,2416399.40,882,2739.68,505.15,4995.65
Tata,Premium Shopper,Senior Salesperson,2007471.27,742,2705.49,507.01,4998.79
Urban Ladder,Budget Shopper,Manager,2334180.56,853,2736.44,502.39,4999.11
Urban Ladder,Budget Shopper,Sales Associate,2508266.67,903,2777.70,502.36,4997.28
Urban Ladder,Budget Shopper,Salesperson,2581907.39,900,2868.79,513.10,4997.33
Urban Ladder,Budget Shopper,Senior Salesperson,2004663.04,735,2727.43,504.49,4995.24
Urban Ladder,Churn Risk,Manager,2329568.41,852,2734.24,500.70,4992.27
Urban Ladder,Churn Risk,Sales Associate,2358490.63,883,2671.00,507.19,4999.22
Urban Ladder,Churn Risk,Salesperson,2346092.05,844,2779.73,501.06,4999.22
Urban Ladder,Churn Risk,Senior Salesperson,2191283.98,786,2787.89,511.93,4989.98
Urban Ladder,Deal Seeker,Manager,2175452.87,798,2726.13,502.44,4995.20
Urban Ladder,Deal Seeker,Sales Associate,2394357.13,846,2830.21,501.28,4997.15
Urban Ladder,Deal Seeker,Salesperson,2508126.33,913,2747.13,506.49,4997.58
Urban Ladder,Deal Seeker,Senior Salesperson,2069081.27,759,2726.06,504.00,4992.28
Urban Ladder,First-time Buyer,Manager,2369330.24,844,2807.26,512.82,4993.18
Urban Ladder,First-time Buyer,Sales Associate,2445243.02,872,2804.18,504.15,4999.59
Urban Ladder,First-time Buyer,Salesperson,2446044.43,881,2776.44,506.98,4996.86
Urban Ladder,First-time Buyer,Senior Salesperson,1889814.59,690,2738.86,502.44,4985.54
Urban Ladder,High Value,Manager,2280848.73,865,2636.82,520.94,4994.60
Urban Ladder,High Value,Sales Associate,2562220.18,916,2797.18,505.63,4999.58
Urban Ladder,High Value,Salesperson,2453187.39,883,2778.24,504.24,4996.70
Urban Ladder,High Value,Senior Salesperson,2244272.74,804,2791.38,501.29,4999.64
Urban Ladder,In-Store Regular,Manager,2356622.39,841,2802.17,500.07,4994.21
Urban Ladder,In-Store Regular,Sales Associate,2350203.81,860,2732.80,519.15,4998.82
Urban Ladder,In-Store Regular,Salesperson,2427626.84,873,2780.79,503.70,4997.30
Urban Ladder,In-Store Regular,Senior Salesperson,1952883.10,712,2742.81,503.33,4995.75
Urban Ladder,Loyal Customer,Manager,2440035.71,899,2714.17,500.56,4992.39
Urban Ladder,Loyal Customer,Sales Associate,2368558.71,867,2731.90,501.69,4996.65
Urban Ladder,Loyal Customer,Salesperson,2426661.19,839,2892.33,508.58,4997.81
Urban Ladder,Loyal Customer,Senior Salesperson,1983149.54,720,2754.37,506.07,4995.76
Urban Ladder,Occasional Shopper,Manager,2184302.13,782,2793.23,500.57,4999.31
Urban Ladder,Occasional Shopper,Sales Associate,2405498.91,866,2777.71,501.84,4989.65
Urban Ladder,Occasional Shopper,Salesperson,2279411.53,821,2776.38,502.15,4993.66
Urban Ladder,Occasional Shopper,Senior Salesperson,1965367.61,736,2670.34,500.98,4997.23
Urban Ladder,Online Shopper,Manager,2236683.18,818,2734.33,502.12,4989.67
Urban Ladder,Online Shopper,Sales Associate,2292610.20,858,2672.04,514.88,4991.81
Urban Ladder,Online Shopper,Salesperson,2484065.60,901,2757.01,500.34,4999.62
Urban Ladder,Online Shopper,Senior Salesperson,2122505.78,767,2767.28,513.05,4999.88
Urban Ladder,Premium Shopper,Manager,2097986.09,787,2665.80,508.15,4999.14
Urban Ladder,Premium Shopper,Sales Associate,2499881.09,903,2768.42,502.37,4996.13
Urban Ladder,Premium Shopper,Salesperson,2297140.10,841,2731.44,501.38,4995.63
Urban Ladder,Premium Shopper,Senior Salesperson,2144672.52,760,2821.94,500.29,4989.08
Whirlpool,Budget Shopper,Manager,2293475.82,827,2773.25,505.48,4999.93
Whirlpool,Budget Shopper,Sales Associate,2385841.15,859,2777.46,501.38,4999.78
Whirlpool,Budget Shopper,Salesperson,2377055.66,874,2719.74,500.61,4985.89
Whirlpool,Budget Shopper,Senior Salesperson,2125349.98,783,2714.37,524.22,4999.12
Whirlpool,Churn Risk,Manager,2286245.01,837,2731.48,503.94,4998.46
Whirlpool,Churn Risk,Sales Associate,2310986.06,842,2744.64,501.49,4996.45
Whirlpool,Churn Risk,Salesperson,2352622.10,856,2748.39,505.86,4999.29
Whirlpool,Churn Risk,Senior Salesperson,2012616.65,719,2799.19,505.17,4997.60
Whirlpool,Deal Seeker,Manager,2406134.68,857,2807.63,501.18,4996.07
Whirlpool,Deal Seeker,Sales Associate,2376007.74,875,2715.44,501.35,4999.38
Whirlpool,Deal Seeker,Salesperson,2463727.95,892,2762.03,510.32,4998.50
Whirlpool,Deal Seeker,Senior Salesperson,2099369.46,771,2722.92,505.82,4998.83
Whirlpool,First-time Buyer,Manager,2353793.48,842,2795.48,515.00,4994.70
Whirlpool,First-time Buyer,Sales Associate,2413837.05,868,2780.92,502.03,4996.10
Whirlpool,First-time Buyer,Salesperson,2297442.20,854,2690.21,503.99,4989.31
Whirlpool,First-time Buyer,Senior Salesperson,1890808.72,707,2674.41,518.01,4997.98
Whirlpool,High Value,Manager,2408936.81,855,2817.47,505.46,4998.56
Whirlpool,High Value,Sales Associate,2340470.09,864,2708.88,513.05,4998.01
Whirlpool,High Value,Salesperson,2313587.92,865,2674.67,500.69,4999.73
Whirlpool,High Value,Senior Salesperson,2129895.16,774,2751.80,500.21,4990.86
Whirlpool,In-Store Regular,Manager,2311755.06,846,2732.57,502.61,4997.74
Whirlpool,In-Store Regular,Sales Associate,2491083.48,913,2728.46,504.55,4995.63
Whirlpool,In-Store Regular,Salesperson,2395956.66,883,2713.43,515.06,4986.23
Whirlpool,In-Store Regular,Senior Salesperson,2188081.57,815,2684.76,502.82,4979.73
Whirlpool,Loyal Customer,Manager,2376378.71,884,2688.21,502.22,4999.75
Whirlpool,Loyal Customer,Sales Associate,2397166.15,893,2684.40,502.35,4987.28
Whirlpool,Loyal Customer,Salesperson,2364749.55,840,2815.18,510.14,4998.39
Whirlpool,Loyal Customer,Senior Salesperson,2075678.79,751,2763.89,510.60,4997.51
Whirlpool,Occasional Shopper,Manager,2423479.89,875,2769.69,505.95,4997.45
Whirlpool,Occasional Shopper,Sales Associate,2464812.24,896,2750.91,512.04,4998.47
Whirlpool,Occasional Shopper,Salesperson,2392615.24,870,2750.13,501.62,4999.48
Whirlpool,Occasional Shopper,Senior Salesperson,2167059.72,778,2785.42,500.44,4997.90
Whirlpool,Online Shopper,Manager,2325903.09,849,2739.58,506.90,4987.19
Whirlpool,Online Shopper,Sales Associate,2570117.28,915,2808.87,504.40,4995.37
Whirlpool,Online Shopper,Salesperson,2276815.12,843,2700.85,517.98,4993.50
Whirlpool,Online Shopper,Senior Salesperson,2184062.82,761,2869.99,507.56,4994.29
Whirlpool,Premium Shopper,Manager,2175436.36,805,2702.41,506.46,4995.53
Whirlpool,Premium Shopper,Sales Associate,2325020.04,865,2687.88,504.31,4991.62
Whirlpool,Premium Shopper,Salesperson,2265671.98,809,2800.58,504.51,4995.58
Whirlpool,Premium Shopper,Senior Salesperson,2159590.81,771,2801.03,501.55,4997.57
Zara,Budget Shopper,Manager,2307171.34,843,2736.86,502.21,4997.51
Zara,Budget Shopper,Sales Associate,2418599.48,874,2767.28,502.76,4995.86
Zara,Budget Shopper,Salesperson,2434102.01,877,2775.49,507.94,4978.73
Zara,Budget Shopper,Senior Salesperson,2040880.91,738,2765.42,503.90,4989.56
Zara,Churn Risk,Manager,2242193.48,806,2781.88,505.77,4998.58
Zara,Churn Risk,Sales Associate,2548772.00,930,2740.62,506.20,4999.91
Zara,Churn Risk,Salesperson,2393977.92,865,2767.60,504.24,4999.45
Zara,Churn Risk,Senior Salesperson,2005041.36,753,2662.74,502.44,4997.29
Zara,Deal Seeker,Manager,2293354.48,832,2756.44,501.71,4997.09
Zara,Deal Seeker,Sales Associate,2339553.53,860,2720.41,502.48,4987.56
Zara,Deal Seeker,Salesperson,2327765.07,860,2706.70,508.35,4996.18
Zara,Deal Seeker,Senior Salesperson,2027311.70,746,2717.58,505.75,4999.81
Zara,First-time Buyer,Manager,2170674.11,788,2754.66,500.46,4997.75
Zara,First-time Buyer,Sales Associate,2377166.91,858,2770.59,502.03,4991.65
Zara,First-time Buyer,Salesperson,2387240.94,848,2815.14,503.85,4999.82
Zara,First-time Buyer,Senior Salesperson,2186717.32,757,2888.66,501.24,4999.45
Zara,High Value,Manager,2249080.82,818,2749.49,508.62,4990.41
Zara,High Value,Sales Associate,2421975.25,892,2715.22,506.06,4997.54
Zara,High Value,Salesperson,2256498.36,825,2735.15,501.00,4999.73
Zara,High Value,Senior Salesperson,2071257.64,754,2747.03,507.81,4999.71
Zara,In-Store Regular,Manager,2245728.88,820,2738.69,507.31,4989.78
Zara,In-Store Regular,Sales Associate,2268035.55,822,2759.17,506.82,4995.99
Zara,In-Store Regular,Salesperson,2154842.17,803,2683.49,503.25,4999.80
Zara,In-Store Regular,Senior Salesperson,2055523.76,726,2831.30,506.92,4992.47
Zara,Loyal Customer,Manager,2301922.47,840,2740.38,503.15,4993.23
Zara,Loyal Customer,Sales Associate,2423233.26,873,2775.75,501.59,4989.71
Zara,Loyal Customer,Salesperson,2344972.33,859,2729.89,500.50,4971.67
Zara,Loyal Customer,Senior Salesperson,2028839.78,738,2749.11,504.72,4998.42
Zara,Occasional Shopper,Manager,2194538.73,807,2719.38,525.36,4985.44
Zara,Occasional Shopper,Sales Associate,2518237.59,891,2826.30,502.82,4993.90
Zara,Occasional Shopper,Salesperson,2367755.36,849,2788.88,502.01,4990.92
Zara,Occasional Shopper,Senior Salesperson,2039229.11,750,2718.97,501.28,4999.06
Zara,Online Shopper,Manager,2517665.14,910,2766.66,502.39,4980.41
Zara,Online Shopper,Sales Associate,2477436.69,891,2780.51,503.34,4995.75
Zara,Online Shopper,Salesperson,2448605.47,887,2760.55,500.93,4994.87
Zara,Online Shopper,Senior Salesperson,2010134.89,717,2803.54,510.34,4981.56
Zara,Premium Shopper,Manager,2251441.36,830,2712.58,500.32,4997.25
Zara,Premium Shopper,Sales Associate,2255112.42,821,2746.79,505.57,4995.02
Zara,Premium Shopper,Salesperson,2149595.43,814,2640.78,509.09,4999.44
Zara,Premium Shopper,Senior Salesperson,2029958.75,721,2815.48,504.23,4993.08
