category,customer_segment,store_type,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Groceries,Loyal Customer,Supermarkets ,Final Call Frenzy,330904.16,128,2585.19,512.48,4965.52
Groceries,Loyal Customer,Supermarkets ,Flash Frenzy Friday,350047.49,123,2845.91,537.93,4990.84
Groceries,Loyal Customer,Supermarkets ,"Gift More, Spend Less",330246.06,127,2600.36,509.79,4989.67
Groceries,Loyal Customer,Supermarkets ,Golden Hour Bargains,331308.17,122,2715.64,509.01,4976.17
Groceries,Loyal Customer,Supermarkets ,Green Weekend Deals,364525.37,122,2987.91,559.65,4988.93
Groceries,Loyal Customer,Supermarkets ,Happy Hour Discounts,350316.35,125,2802.53,601.86,4912.46
Groceries,Loyal Customer,Supermarkets ,Holiday Shopping Rush,317046.17,110,2882.24,596.53,4980.40
Groceries,Loyal Customer,Supermarkets ,Hot Picks Promo,376979.39,136,2771.91,561.36,4971.36
Groceries,Loyal Customer,Supermarkets ,Instant Gratification Sale,370550.35,133,2786.09,550.35,4929.83
Groceries,Loyal Customer,Supermarkets ,Limited Time Treasures,344593.12,131,2630.48,500.84,4999.73
Groceries,Loyal Customer,Supermarkets ,Loyalty Rewards Blast,325633.20,121,2691.18,581.55,4993.48
Groceries,Loyal Customer,Supermarkets ,Mega Weekend Bonanza,338886.78,112,3025.77,527.14,4959.12
Groceries,Loyal Customer,Supermarkets ,Mid-Year Madness,378209.74,128,2954.76,713.44,4970.79
Groceries,Loyal Customer,Supermarkets ,Midnight Madness,323685.28,118,2743.10,539.70,4849.69
Groceries,Loyal Customer,Supermarkets ,Mystery Discount Days,328480.88,118,2783.74,511.48,4971.53
Groceries,Loyal Customer,Supermarkets ,New Arrival Showcase,302619.43,115,2631.47,530.33,4993.53
Groceries,Loyal Customer,Supermarkets ,New Year Kickoff,376977.26,130,2899.83,517.20,4973.54
Groceries,Loyal Customer,Supermarkets ,Price Drop Parade,371833.98,132,2816.92,531.05,4999.50
Groceries,Loyal Customer,Supermarkets ,Red Tag Clearance,340164.90,113,3010.31,647.83,4956.37
Groceries,Loyal Customer,Supermarkets ,Smart Shopper Week,313780.40,110,2852.55,511.85,4984.33
Groceries,Loyal Customer,Supermarkets ,Spring Refresh Event,375061.57,128,2930.17,535.58,4995.73
Groceries,Loyal Customer,Supermarkets ,Summer Sizzle Promo,301653.41,119,2534.90,527.95,4976.48
Groceries,Loyal Customer,Supermarkets ,Ultimate Value Event,346132.12,121,2860.60,527.12,4987.11
Groceries,Loyal Customer,Supermarkets ,VIP Access Sale,369426.69,124,2979.25,543.43,4988.45
Groceries,Loyal Customer,Supermarkets ,Weekend Warrior Specials,351308.40,125,2810.47,504.05,4964.78
Groceries,Loyal Customer,Supermarkets ,Winter Clearance Carnival,334509.69,121,2764.54,552.01,4995.79
Groceries,Occasional Shopper,Large Malls / Complexes,Autumn Deals Drive,300105.23,116,2587.11,508.79,4999.80
Groceries,Occasional Shopper,Large Malls / Complexes,BOGO Blitz,309180.92,112,2760.54,534.58,4995.36
Groceries,Occasional Shopper,Large Malls / Complexes,Birthday Bash Sale,325377.13,122,2667.03,513.66,4914.18
Groceries,Occasional Shopper,Large Malls / Complexes,End of Season Sale,319019.40,112,2848.39,561.50,4992.97
Groceries,Occasional Shopper,Large Malls / Complexes,Mid-Year Madness,355166.41,126,2818.78,517.53,4945.15
Groceries,Occasional Shopper,Large Malls / Complexes,New Product Launch Promo,312464.08,114,2740.91,512.57,4835.91
Groceries,Occasional Shopper,Large Malls / Complexes,New Year Kickoff,307988.34,106,2905.55,820.57,4961.74
Groceries,Occasional Shopper,Large Malls / Complexes,Shop & Save Spectacular,333884.74,117,2853.72,523.57,4953.52
Groceries,Occasional Shopper,Large Malls / Complexes,Spring Refresh Event,308148.25,105,2934.75,525.52,4971.85
Groceries,Occasional Shopper,Large Malls / Complexes,Summer Sizzle Promo,312059.12,108,2889.44,503.74,4903.86
Groceries,Occasional Shopper,Large Malls / Complexes,Weekend Warrior Specials,309412.02,111,2787.50,569.35,4960.09
Groceries,Occasional Shopper,Small Stores / Shops,12 Days of Deals,332167.09,115,2888.41,537.03,4974.60
Groceries,Occasional Shopper,Small Stores / Shops,Autumn Deals Drive,306448.70,105,2918.56,631.14,4994.04
Groceries,Occasional Shopper,Small Stores / Shops,Birthday Bash Sale,304934.18,115,2651.60,505.10,4954.60
Groceries,Occasional Shopper,Small Stores / Shops,Black Friday Blowout,319388.51,120,2661.57,502.74,4974.07
Groceries,Occasional Shopper,Small Stores / Shops,Cart Crasher Campaign,317259.31,120,2643.83,504.51,4992.71
Groceries,Occasional Shopper,Small Stores / Shops,Clearance Countdown,338451.83,118,2868.24,577.71,4992.48
Groceries,Occasional Shopper,Small Stores / Shops,Countdown to Savings,321700.11,114,2821.93,500.91,4944.87
Groceries,Occasional Shopper,Small Stores / Shops,Cyber Monday Mania,311223.43,116,2682.96,516.80,4996.14
Groceries,Occasional Shopper,Small Stores / Shops,Early Bird Specials,365701.86,134,2729.12,526.82,4990.05
Groceries,Occasional Shopper,Small Stores / Shops,Exclusive Insider Offers,335547.26,123,2728.03,504.77,4968.20
Groceries,Occasional Shopper,Small Stores / Shops,Golden Hour Bargains,353776.24,125,2830.21,547.53,4984.25
Groceries,Occasional Shopper,Small Stores / Shops,Green Weekend Deals,362223.57,123,2944.91,583.84,4947.56
Groceries,Occasional Shopper,Small Stores / Shops,Happy Hour Discounts,328919.59,122,2696.06,572.32,4926.39
Groceries,Occasional Shopper,Small Stores / Shops,Instant Gratification Sale,314263.17,116,2709.17,539.42,4904.20
Groceries,Occasional Shopper,Small Stores / Shops,Loyalty Rewards Blast,348515.17,121,2880.29,541.66,4971.05
Groceries,Occasional Shopper,Small Stores / Shops,Mega Weekend Bonanza,333767.50,115,2902.33,532.86,4954.90
Groceries,Occasional Shopper,Small Stores / Shops,Mid-Year Madness,330420.35,126,2622.38,583.99,4972.66
Groceries,Occasional Shopper,Small Stores / Shops,Midnight Madness,344408.96,130,2649.30,568.86,4964.21
Groceries,Occasional Shopper,Small Stores / Shops,Mystery Discount Days,306393.85,118,2596.56,508.73,4887.09
Groceries,Occasional Shopper,Small Stores / Shops,New Year Kickoff,350088.30,128,2735.06,526.01,4996.56
Groceries,Occasional Shopper,Small Stores / Shops,Price Drop Parade,325381.78,118,2757.47,531.74,4923.63
Groceries,Occasional Shopper,Small Stores / Shops,Red Tag Clearance,347527.26,119,2920.40,570.42,4974.40
Groceries,Occasional Shopper,Small Stores / Shops,Smart Shopper Week,362040.73,134,2701.80,533.71,4966.67
Groceries,Occasional Shopper,Small Stores / Shops,Spring Refresh Event,324502.81,112,2897.35,567.22,4985.50
Groceries,Occasional Shopper,Small Stores / Shops,Spring Splash Discounts,316580.46,113,2801.60,515.16,4974.19
Groceries,Occasional Shopper,Small Stores / Shops,Summer Sizzle Promo,335090.01,126,2659.44,568.98,4952.92
Groceries,Occasional Shopper,Small Stores / Shops,Ultimate Value Event,322668.94,121,2666.69,511.06,4965.10
Groceries,Occasional Shopper,Small Stores / Shops,Winter Clearance Carnival,324209.51,114,2843.94,503.43,4988.90
Groceries,Occasional Shopper,Supermarkets ,12 Days of Deals,321682.38,116,2773.12,508.94,4862.01
Groceries,Occasional Shopper,Supermarkets ,Autumn Deals Drive,359073.72,125,2872.59,504.45,4846.57
Groceries,Occasional Shopper,Supermarkets ,BOGO Blitz,334794.08,118,2837.24,557.27,4949.34
Groceries,Occasional Shopper,Supermarkets ,Back to School Boost,327552.00,124,2641.55,588.22,4977.65
Groceries,Occasional Shopper,Supermarkets ,Black Friday Blowout,363445.50,134,2712.28,534.96,4998.22
Groceries,Occasional Shopper,Supermarkets ,Cart Crasher Campaign,352984.58,127,2779.41,503.17,4985.57
Groceries,Occasional Shopper,Supermarkets ,Countdown to Savings,302172.23,112,2697.97,548.40,4894.70
Groceries,Occasional Shopper,Supermarkets ,Customer Appreciation Week,307363.61,113,2720.03,531.59,4990.33
Groceries,Occasional Shopper,Supermarkets ,Deal of the Month,334202.64,121,2762.01,568.82,4846.85
Groceries,Occasional Shopper,Supermarkets ,Double Points Bonanza,326661.48,116,2816.05,524.98,4899.81
Groceries,Occasional Shopper,Supermarkets ,End of Season Sale,342267.17,127,2695.02,512.76,4955.01
Groceries,Occasional Shopper,Supermarkets ,Exclusive Insider Offers,358806.44,130,2760.05,546.25,4963.84
Groceries,Occasional Shopper,Supermarkets ,Festive Fever Promo,323735.43,124,2610.77,525.60,4971.41
Groceries,Occasional Shopper,Supermarkets ,Final Call Frenzy,335560.28,124,2706.13,532.37,4970.89
Groceries,Occasional Shopper,Supermarkets ,Flash Frenzy Friday,316590.42,112,2826.70,505.72,4996.77
Groceries,Occasional Shopper,Supermarkets ,"Gift More, Spend Less",355440.49,127,2798.74,504.23,4991.67
Groceries,Occasional Shopper,Supermarkets ,Golden Hour Bargains,305691.99,112,2729.39,551.44,4927.91
Groceries,Occasional Shopper,Supermarkets ,Holiday Shopping Rush,308770.27,116,2661.81,521.68,4957.44
Groceries,Occasional Shopper,Supermarkets ,Hot Picks Promo,338096.27,119,2841.15,600.80,4967.62
Groceries,Occasional Shopper,Supermarkets ,Instant Gratification Sale,329649.12,118,2793.64,599.54,4957.47
Groceries,Occasional Shopper,Supermarkets ,Limited Time Treasures,337412.30,123,2743.19,673.34,4983.03
Groceries,Occasional Shopper,Supermarkets ,Loyalty Rewards Blast,331067.55,125,2648.54,537.34,4976.10
Groceries,Occasional Shopper,Supermarkets ,Mega Weekend Bonanza,330481.48,113,2924.61,565.92,4938.54
Groceries,Occasional Shopper,Supermarkets ,Mid-Year Madness,373805.84,129,2897.72,536.31,4949.48
Groceries,Occasional Shopper,Supermarkets ,Midnight Madness,332754.64,116,2868.57,505.05,4977.93
Groceries,Occasional Shopper,Supermarkets ,New Arrival Showcase,313621.60,116,2703.63,697.35,4991.74
Groceries,Occasional Shopper,Supermarkets ,New Year Kickoff,313373.88,119,2633.39,540.87,4989.23
Groceries,Occasional Shopper,Supermarkets ,Price Drop Parade,350786.15,123,2851.92,509.15,4976.90
Groceries,Occasional Shopper,Supermarkets ,Red Tag Clearance,364036.89,120,3033.64,552.85,4987.23
Groceries,Occasional Shopper,Supermarkets ,Shop & Save Spectacular,329981.10,112,2946.26,587.58,4928.17
Groceries,Occasional Shopper,Supermarkets ,Smart Shopper Week,328079.83,115,2852.87,517.94,4990.50
Groceries,Occasional Shopper,Supermarkets ,Spring Refresh Event,303270.35,114,2660.27,520.77,4991.30
Groceries,Occasional Shopper,Supermarkets ,Spring Splash Discounts,314486.32,122,2577.76,539.19,4977.56
Groceries,Occasional Shopper,Supermarkets ,Super Savings Week,324180.10,120,2701.50,511.54,4971.41
Groceries,Occasional Shopper,Supermarkets ,VIP Access Sale,355207.32,127,2796.91,533.36,4985.82
Groceries,Occasional Shopper,Supermarkets ,Weekend Warrior Specials,330381.43,122,2708.04,576.38,4948.15
Groceries,Occasional Shopper,Supermarkets ,Winter Clearance Carnival,346124.48,130,2662.50,525.70,4910.56
Groceries,Occasional Shopper,Supermarkets ,Winter Wonders Sale,321691.88,116,2773.21,582.25,4912.63
Groceries,Online Shopper,Large Malls / Complexes,BOGO Blitz,349062.43,116,3009.16,545.83,4982.36
Groceries,Online Shopper,Large Malls / Complexes,Back to School Boost,340004.03,114,2982.49,568.25,4999.06
Groceries,Online Shopper,Large Malls / Complexes,Birthday Bash Sale,304761.27,106,2875.11,563.69,4969.22
Groceries,Online Shopper,Large Malls / Complexes,Cart Crasher Campaign,300589.87,107,2809.25,562.26,4951.51
Groceries,Online Shopper,Large Malls / Complexes,Early Bird Specials,337197.23,117,2882.03,501.54,4897.40
Groceries,Online Shopper,Large Malls / Complexes,Festive Fever Promo,304184.33,108,2816.52,505.30,4941.39
Groceries,Online Shopper,Large Malls / Complexes,"Gift More, Spend Less",304403.48,112,2717.89,534.77,4961.03
Groceries,Online Shopper,Large Malls / Complexes,Golden Hour Bargains,300710.29,111,2709.10,518.40,4997.02
Groceries,Online Shopper,Large Malls / Complexes,Instant Gratification Sale,302589.10,108,2801.75,618.40,4988.78
Groceries,Online Shopper,Large Malls / Complexes,Limited Time Treasures,311625.42,109,2858.95,605.81,4968.45
Groceries,Online Shopper,Large Malls / Complexes,New Product Launch Promo,316866.27,114,2779.53,631.67,4973.45
Groceries,Online Shopper,Large Malls / Complexes,Red Tag Clearance,310042.74,112,2768.24,509.75,4959.82
Groceries,Online Shopper,Large Malls / Complexes,Shop & Save Spectacular,343150.90,122,2812.71,515.39,4958.67
Groceries,Online Shopper,Large Malls / Complexes,Smart Shopper Week,325371.47,115,2829.32,535.25,4996.20
Groceries,Online Shopper,Large Malls / Complexes,Spring Refresh Event,301117.12,103,2923.47,524.46,4977.31
Groceries,Online Shopper,Large Malls / Complexes,Summer Sizzle Promo,341762.34,117,2921.05,501.06,4991.99
Groceries,Online Shopper,Large Malls / Complexes,Ultimate Value Event,357675.58,125,2861.40,511.38,4908.38
Groceries,Online Shopper,Large Malls / Complexes,Weekend Warrior Specials,320687.49,120,2672.40,539.36,4990.17
Groceries,Online Shopper,Large Malls / Complexes,Winter Clearance Carnival,318725.70,112,2845.77,599.27,4953.95
Groceries,Online Shopper,Small Stores / Shops,Autumn Deals Drive,371873.89,130,2860.57,518.91,4983.23
Groceries,Online Shopper,Small Stores / Shops,BOGO Blitz,310982.07,113,2752.05,509.11,4939.72
Groceries,Online Shopper,Small Stores / Shops,Birthday Bash Sale,305619.58,114,2680.87,504.67,4925.48
Groceries,Online Shopper,Small Stores / Shops,Black Friday Blowout,310866.51,111,2800.60,511.36,4969.64
Groceries,Online Shopper,Small Stores / Shops,Cart Crasher Campaign,369106.95,121,3050.47,534.76,4993.97
Groceries,Online Shopper,Small Stores / Shops,Cashback Carnival,300236.44,113,2656.96,562.90,4982.83
Groceries,Online Shopper,Small Stores / Shops,Countdown to Savings,319014.21,119,2680.79,500.65,4927.48
Groceries,Online Shopper,Small Stores / Shops,Customer Appreciation Week,332075.62,122,2721.93,508.82,4997.84
Groceries,Online Shopper,Small Stores / Shops,Deal of the Month,327369.80,124,2640.08,580.21,4964.95
Groceries,Online Shopper,Small Stores / Shops,Exclusive Insider Offers,307474.83,107,2873.60,531.33,4989.15
Groceries,Online Shopper,Small Stores / Shops,Final Call Frenzy,362929.94,123,2950.65,504.53,4953.05
Groceries,Online Shopper,Small Stores / Shops,"Gift More, Spend Less",336404.34,120,2803.37,538.54,4955.45
Groceries,Online Shopper,Small Stores / Shops,Golden Hour Bargains,305117.91,115,2653.20,606.61,4982.96
Groceries,Online Shopper,Small Stores / Shops,Green Weekend Deals,319941.75,113,2831.34,548.92,4977.70
Groceries,Online Shopper,Small Stores / Shops,Hot Picks Promo,338434.11,124,2729.31,501.36,4938.80
Groceries,Online Shopper,Small Stores / Shops,Instant Gratification Sale,323658.20,118,2742.87,556.54,4948.42
Groceries,Online Shopper,Small Stores / Shops,Loyalty Rewards Blast,315347.07,114,2766.20,541.78,4983.03
Groceries,Online Shopper,Small Stores / Shops,Mystery Discount Days,362244.57,132,2744.28,501.42,4982.97
Groceries,Online Shopper,Small Stores / Shops,New Arrival Showcase,344407.35,117,2943.65,502.57,4949.38
Groceries,Online Shopper,Small Stores / Shops,New Product Launch Promo,314497.94,110,2859.07,506.06,4977.31
Groceries,Online Shopper,Small Stores / Shops,New Year Kickoff,300423.64,113,2658.62,550.62,4903.25
Groceries,Online Shopper,Small Stores / Shops,Price Drop Parade,308334.52,110,2803.04,619.87,4984.55
Groceries,Online Shopper,Small Stores / Shops,Seasonal Surprise Box,351237.00,130,2701.82,542.31,4913.09
Groceries,Online Shopper,Small Stores / Shops,Smart Shopper Week,323650.21,116,2790.09,543.06,4993.62
Groceries,Online Shopper,Small Stores / Shops,Spring Refresh Event,347687.40,133,2614.19,521.49,4995.87
Groceries,Online Shopper,Small Stores / Shops,Spring Splash Discounts,325774.11,111,2934.90,803.98,4980.26
Groceries,Online Shopper,Small Stores / Shops,Summer Sizzle Promo,348696.33,121,2881.79,514.60,4999.26
Groceries,Online Shopper,Small Stores / Shops,Super Savings Week,320569.46,112,2862.23,514.94,4989.05
Groceries,Online Shopper,Small Stores / Shops,Ultimate Value Event,381336.82,130,2933.36,522.77,4995.88
Groceries,Online Shopper,Small Stores / Shops,VIP Access Sale,333285.66,122,2731.85,514.15,4871.76
Groceries,Online Shopper,Small Stores / Shops,Weekend Warrior Specials,309583.51,115,2692.03,500.62,4994.22
Groceries,Online Shopper,Small Stores / Shops,Winter Clearance Carnival,317144.68,121,2621.03,596.23,4940.24
Groceries,Online Shopper,Small Stores / Shops,Winter Wonders Sale,302513.21,106,2853.90,518.68,4983.25
Groceries,Online Shopper,Supermarkets ,Autumn Deals Drive,407418.83,141,2889.50,573.99,4969.96
Groceries,Online Shopper,Supermarkets ,BOGO Blitz,352877.68,128,2756.86,573.59,4945.38
Groceries,Online Shopper,Supermarkets ,Back to School Boost,313753.80,118,2658.93,531.01,4950.39
Groceries,Online Shopper,Supermarkets ,Birthday Bash Sale,326848.58,114,2867.09,571.85,4890.24
Groceries,Online Shopper,Supermarkets ,Black Friday Blowout,363945.84,122,2983.16,575.71,4997.53
Groceries,Online Shopper,Supermarkets ,Clearance Countdown,361863.84,126,2871.94,532.75,4990.25
Groceries,Online Shopper,Supermarkets ,Countdown to Savings,395358.55,136,2907.05,518.11,4993.28
Groceries,Online Shopper,Supermarkets ,Cyber Monday Mania,342118.07,127,2693.84,530.81,4977.58
Groceries,Online Shopper,Supermarkets ,Double Points Bonanza,318146.24,121,2629.31,519.92,4974.96
Groceries,Online Shopper,Supermarkets ,Final Call Frenzy,379299.93,131,2895.42,571.79,4952.58
Groceries,Online Shopper,Supermarkets ,"Gift More, Spend Less",390150.50,145,2690.69,514.39,4984.47
Groceries,Online Shopper,Supermarkets ,Green Weekend Deals,313390.03,111,2823.33,500.74,4932.46
Groceries,Online Shopper,Supermarkets ,Happy Hour Discounts,350630.82,126,2782.78,513.67,4958.17
Groceries,Online Shopper,Supermarkets ,Hot Picks Promo,367013.60,134,2738.91,530.57,4995.24
Groceries,Online Shopper,Supermarkets ,Instant Gratification Sale,340463.49,127,2680.81,503.33,4967.72
Groceries,Online Shopper,Supermarkets ,Limited Time Treasures,335697.61,127,2643.29,534.05,4994.82
Groceries,Online Shopper,Supermarkets ,Loyalty Rewards Blast,326833.74,111,2944.45,553.74,4905.05
Groceries,Online Shopper,Supermarkets ,New Arrival Showcase,344779.88,133,2592.33,505.84,4985.57
Groceries,Online Shopper,Supermarkets ,New Year Kickoff,332206.31,125,2657.65,500.12,4868.14
Groceries,Online Shopper,Supermarkets ,Price Drop Parade,312481.53,105,2976.01,565.85,4991.24
Groceries,Online Shopper,Supermarkets ,Red Tag Clearance,312063.20,118,2644.60,566.26,4940.20
Groceries,Online Shopper,Supermarkets ,Seasonal Surprise Box,311733.59,110,2833.94,730.80,4991.25
Groceries,Online Shopper,Supermarkets ,Smart Shopper Week,325637.30,121,2691.22,530.02,4884.19
Groceries,Online Shopper,Supermarkets ,Spring Refresh Event,334209.77,111,3010.90,517.46,4959.13
Groceries,Online Shopper,Supermarkets ,Spring Splash Discounts,343650.84,122,2816.81,515.99,4968.42
Groceries,Online Shopper,Supermarkets ,Summer Sizzle Promo,353225.17,135,2616.48,614.11,4933.92
Groceries,Online Shopper,Supermarkets ,Super Savings Week,308989.80,115,2686.87,533.06,4982.02
Groceries,Online Shopper,Supermarkets ,Ultimate Value Event,309984.52,116,2672.28,572.12,4985.99
Groceries,Online Shopper,Supermarkets ,VIP Access Sale,312618.69,117,2671.95,510.75,4956.38
Groceries,Online Shopper,Supermarkets ,Winter Clearance Carnival,356620.46,121,2947.28,516.06,4997.93
Groceries,Online Shopper,Supermarkets ,Winter Wonders Sale,331968.17,125,2655.75,558.96,4971.48
Groceries,Premium Shopper,Large Malls / Complexes,12 Days of Deals,319306.74,105,3041.02,561.29,4966.88
Groceries,Premium Shopper,Large Malls / Complexes,Back to School Boost,308852.41,104,2969.73,570.23,4988.98
Groceries,Premium Shopper,Large Malls / Complexes,Birthday Bash Sale,352146.68,126,2794.81,503.77,4924.60
Groceries,Premium Shopper,Large Malls / Complexes,Countdown to Savings,300913.72,108,2786.24,540.48,4993.99
Groceries,Premium Shopper,Large Malls / Complexes,Deal of the Month,326859.81,110,2971.45,507.49,4992.09
Groceries,Premium Shopper,Large Malls / Complexes,Exclusive Insider Offers,336493.09,121,2780.93,536.37,4768.83
Groceries,Premium Shopper,Large Malls / Complexes,Green Weekend Deals,337428.62,122,2765.81,557.37,4956.03
Groceries,Premium Shopper,Large Malls / Complexes,Happy Hour Discounts,303770.83,110,2761.55,520.23,4998.94
Groceries,Premium Shopper,Large Malls / Complexes,Holiday Shopping Rush,360362.47,128,2815.33,555.51,4998.79
Groceries,Premium Shopper,Large Malls / Complexes,Loyalty Rewards Blast,301901.16,108,2795.38,550.06,4995.71
Groceries,Premium Shopper,Large Malls / Complexes,Mega Weekend Bonanza,303257.37,105,2888.17,637.38,4996.99
Groceries,Premium Shopper,Large Malls / Complexes,Midnight Madness,332708.32,123,2704.95,547.88,4997.76
Groceries,Premium Shopper,Large Malls / Complexes,New Year Kickoff,312524.85,105,2976.43,668.76,4896.04
Groceries,Premium Shopper,Large Malls / Complexes,Spring Refresh Event,340790.51,117,2912.74,513.24,4880.29
Groceries,Premium Shopper,Large Malls / Complexes,Spring Splash Discounts,302000.13,109,2770.64,543.07,4949.57
Groceries,Premium Shopper,Large Malls / Complexes,Winter Clearance Carnival,317011.59,112,2830.46,542.01,4990.07
Groceries,Premium Shopper,Small Stores / Shops,Autumn Deals Drive,315830.71,117,2699.41,559.48,4971.59
Groceries,Premium Shopper,Small Stores / Shops,BOGO Blitz,313058.06,116,2698.78,551.37,4983.88
Groceries,Premium Shopper,Small Stores / Shops,Birthday Bash Sale,303639.05,114,2663.50,557.52,4972.67
Groceries,Premium Shopper,Small Stores / Shops,Black Friday Blowout,311725.13,110,2833.86,507.06,4990.79
Groceries,Premium Shopper,Small Stores / Shops,Cashback Carnival,322580.46,115,2805.05,533.43,4909.48
Groceries,Premium Shopper,Small Stores / Shops,Clearance Countdown,302883.37,112,2704.32,541.52,4980.44
Groceries,Premium Shopper,Small Stores / Shops,Deal of the Month,310185.86,108,2872.09,512.54,4985.73
Groceries,Premium Shopper,Small Stores / Shops,Double Points Bonanza,323926.63,118,2745.14,524.11,4954.77
Groceries,Premium Shopper,Small Stores / Shops,End of Season Sale,341426.86,115,2968.93,516.37,4962.97
Groceries,Premium Shopper,Small Stores / Shops,Festive Fever Promo,337192.07,127,2655.06,548.07,4884.55
Groceries,Premium Shopper,Small Stores / Shops,"Gift More, Spend Less",325736.53,114,2857.34,532.15,4990.81
Groceries,Premium Shopper,Small Stores / Shops,Golden Hour Bargains,354556.66,123,2882.57,753.38,4970.45
Groceries,Premium Shopper,Small Stores / Shops,Green Weekend Deals,336369.52,131,2567.71,507.29,4990.02
Groceries,Premium Shopper,Small Stores / Shops,Holiday Shopping Rush,300188.12,110,2728.98,501.56,4996.88
Groceries,Premium Shopper,Small Stores / Shops,Hot Picks Promo,341594.43,124,2754.79,500.73,4998.48
Groceries,Premium Shopper,Small Stores / Shops,Instant Gratification Sale,307715.68,113,2723.15,573.70,4958.83
Groceries,Premium Shopper,Small Stores / Shops,Limited Time Treasures,302208.48,107,2824.38,522.99,4987.05
Groceries,Premium Shopper,Small Stores / Shops,Loyalty Rewards Blast,319580.50,118,2708.31,507.01,4982.89
Groceries,Premium Shopper,Small Stores / Shops,Mega Weekend Bonanza,319922.12,116,2757.95,567.18,4989.86
Groceries,Premium Shopper,Small Stores / Shops,Mid-Year Madness,325185.59,116,2803.32,505.58,4954.32
Groceries,Premium Shopper,Small Stores / Shops,Midnight Madness,303532.98,113,2686.13,505.45,4982.00
Groceries,Premium Shopper,Small Stores / Shops,Mystery Discount Days,322210.44,116,2777.68,527.14,4958.40
Groceries,Premium Shopper,Small Stores / Shops,New Arrival Showcase,334373.90,112,2985.48,616.59,4960.70
Groceries,Premium Shopper,Small Stores / Shops,New Product Launch Promo,317504.39,115,2760.91,515.13,4996.19
Groceries,Premium Shopper,Small Stores / Shops,New Year Kickoff,326759.11,117,2792.81,536.62,4962.42
Groceries,Premium Shopper,Small Stores / Shops,Red Tag Clearance,323582.98,115,2813.77,575.82,4977.34
Groceries,Premium Shopper,Small Stores / Shops,Seasonal Surprise Box,304616.17,116,2626.00,545.73,4976.89
Groceries,Premium Shopper,Small Stores / Shops,Shop & Save Spectacular,334278.99,122,2739.99,501.53,4983.24
Groceries,Premium Shopper,Small Stores / Shops,Spring Splash Discounts,320432.89,116,2762.35,546.36,4914.70
Groceries,Premium Shopper,Small Stores / Shops,VIP Access Sale,322689.40,113,2855.66,500.31,4982.39
Groceries,Premium Shopper,Small Stores / Shops,Winter Clearance Carnival,303675.02,110,2760.68,534.65,4874.80
Groceries,Premium Shopper,Supermarkets ,12 Days of Deals,343587.17,121,2839.56,502.43,4983.90
Groceries,Premium Shopper,Supermarkets ,Autumn Deals Drive,314725.84,114,2760.75,511.04,4837.99
Groceries,Premium Shopper,Supermarkets ,Back to School Boost,323763.82,118,2743.76,513.48,4980.36
Groceries,Premium Shopper,Supermarkets ,Cart Crasher Campaign,330195.30,119,2774.75,534.51,4988.06
Groceries,Premium Shopper,Supermarkets ,Cashback Carnival,351138.63,134,2620.44,600.22,4914.81
Groceries,Premium Shopper,Supermarkets ,Clearance Countdown,300894.67,103,2921.31,524.37,4974.56
Groceries,Premium Shopper,Supermarkets ,Countdown to Savings,322892.22,119,2713.38,702.74,4981.21
Groceries,Premium Shopper,Supermarkets ,Customer Appreciation Week,318488.23,120,2654.07,592.35,4989.63
Groceries,Premium Shopper,Supermarkets ,Deal of the Month,306514.54,116,2642.37,539.25,4960.78
Groceries,Premium Shopper,Supermarkets ,Double Points Bonanza,339790.53,127,2675.52,541.29,4953.24
Groceries,Premium Shopper,Supermarkets ,End of Season Sale,305356.66,118,2587.77,527.02,4986.12
Groceries,Premium Shopper,Supermarkets ,Festive Fever Promo,355797.42,126,2823.79,520.44,4977.76
Groceries,Premium Shopper,Supermarkets ,Final Call Frenzy,320535.28,115,2787.26,508.87,4975.97
Groceries,Premium Shopper,Supermarkets ,Flash Frenzy Friday,336791.30,128,2631.18,500.97,4985.90
Groceries,Premium Shopper,Supermarkets ,Golden Hour Bargains,365797.79,131,2792.35,512.52,4942.75
Groceries,Premium Shopper,Supermarkets ,Happy Hour Discounts,341096.24,122,2795.87,516.76,4880.17
Groceries,Premium Shopper,Supermarkets ,Holiday Shopping Rush,330846.10,120,2757.05,530.87,4993.00
Groceries,Premium Shopper,Supermarkets ,Instant Gratification Sale,306270.93,111,2759.20,650.52,4937.14
Groceries,Premium Shopper,Supermarkets ,Loyalty Rewards Blast,311620.53,108,2885.38,507.19,4960.13
Groceries,Premium Shopper,Supermarkets ,Mid-Year Madness,363063.33,130,2792.79,592.92,4995.65
Groceries,Premium Shopper,Supermarkets ,Mystery Discount Days,327468.25,119,2751.83,529.91,4964.83
Groceries,Premium Shopper,Supermarkets ,New Arrival Showcase,334899.62,120,2790.83,511.64,4997.29
Groceries,Premium Shopper,Supermarkets ,Price Drop Parade,325128.23,117,2778.87,575.18,4988.77
Groceries,Premium Shopper,Supermarkets ,Seasonal Surprise Box,331777.05,119,2788.04,529.34,4955.49
Groceries,Premium Shopper,Supermarkets ,Smart Shopper Week,326919.32,115,2842.78,522.67,4900.19
Groceries,Premium Shopper,Supermarkets ,Super Savings Week,358738.52,127,2824.71,521.03,4959.48
Groceries,Premium Shopper,Supermarkets ,Ultimate Value Event,332099.81,122,2722.13,588.63,4985.14
