category,store_type,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Groceries,Small Stores / Shops,Salesperson,Holiday Shopping Rush,762979.40,300,2543.26,501.56,4988.10
Groceries,Small Stores / Shops,Salesperson,Hot Picks Promo,782085.44,275,2843.95,533.70,4968.11
Groceries,Small Stores / Shops,Salesperson,Instant Gratification Sale,866323.62,314,2758.99,503.24,4953.88
Groceries,Small Stores / Shops,Salesperson,Limited Time Treasures,687554.90,262,2624.26,508.05,4984.48
Groceries,Small Stores / Shops,Salesperson,Loyalty Rewards Blast,846677.01,313,2705.04,537.01,4990.95
Groceries,Small Stores / Shops,Salesperson,Mega Weekend Bonanza,804992.80,294,2738.07,512.47,4989.86
Groceries,Small Stores / Shops,Salesperson,Mid-Year Madness,900838.99,322,2797.64,500.47,4985.87
Groceries,Small Stores / Shops,Salesperson,Midnight Madness,771717.88,288,2679.58,505.45,4985.49
Groceries,Small Stores / Shops,Salesperson,Mystery Discount Days,757456.78,267,2836.92,516.56,4994.43
Groceries,Small Stores / Shops,Salesperson,New Arrival Showcase,825255.25,298,2769.31,502.27,4973.71
Groceries,Small Stores / Shops,Salesperson,New Product Launch Promo,692398.79,247,2803.23,506.06,4994.33
Groceries,Small Stores / Shops,Salesperson,New Year Kickoff,807576.85,302,2674.10,536.62,4993.91
Groceries,Small Stores / Shops,Salesperson,Price Drop Parade,816948.69,293,2788.22,553.87,4986.73
Groceries,Small Stores / Shops,Salesperson,Red Tag Clearance,787390.29,289,2724.53,561.01,4955.11
Groceries,Small Stores / Shops,Salesperson,Seasonal Surprise Box,793407.51,281,2823.51,525.43,4992.27
Groceries,Small Stores / Shops,Salesperson,Shop & Save Spectacular,840004.64,289,2906.59,541.69,4986.30
Groceries,Small Stores / Shops,Salesperson,Smart Shopper Week,799144.37,300,2663.81,510.24,4993.62
Groceries,Small Stores / Shops,Salesperson,Spring Refresh Event,759908.56,270,2814.48,512.88,4989.50
Groceries,Small Stores / Shops,Salesperson,Spring Splash Discounts,742238.21,277,2679.56,515.16,4982.86
Groceries,Small Stores / Shops,Salesperson,Summer Sizzle Promo,734557.67,275,2671.12,504.13,4963.56
Groceries,Small Stores / Shops,Salesperson,Super Savings Week,761539.96,283,2690.95,514.94,4966.60
Groceries,Small Stores / Shops,Salesperson,Ultimate Value Event,798497.40,287,2782.22,506.59,4990.23
Groceries,Small Stores / Shops,Salesperson,VIP Access Sale,817514.79,302,2707.00,504.83,4993.43
Groceries,Small Stores / Shops,Salesperson,Weekend Warrior Specials,784879.18,289,2715.84,500.62,4999.20
Groceries,Small Stores / Shops,Salesperson,Winter Clearance Carnival,763201.53,278,2745.33,555.67,4989.13
Groceries,Small Stores / Shops,Salesperson,Winter Wonders Sale,862140.83,312,2763.27,515.32,4984.41
Groceries,Small Stores / Shops,Senior Salesperson,12 Days of Deals,699019.22,255,2741.25,505.54,4970.82
Groceries,Small Stores / Shops,Senior Salesperson,Autumn Deals Drive,697885.86,259,2694.54,519.35,4998.35
Groceries,Small Stores / Shops,Senior Salesperson,BOGO Blitz,734621.93,255,2880.87,573.36,4995.11
Groceries,Small Stores / Shops,Senior Salesperson,Back to School Boost,686385.00,254,2702.30,523.86,4996.41
Groceries,Small Stores / Shops,Senior Salesperson,Birthday Bash Sale,643810.67,228,2823.73,505.10,4991.37
Groceries,Small Stores / Shops,Senior Salesperson,Black Friday Blowout,771396.63,278,2774.81,502.74,4976.55
Groceries,Small Stores / Shops,Senior Salesperson,Cart Crasher Campaign,716818.44,253,2833.27,505.99,4983.78
Groceries,Small Stores / Shops,Senior Salesperson,Cashback Carnival,714874.89,251,2848.11,543.62,4994.46
Groceries,Small Stores / Shops,Senior Salesperson,Clearance Countdown,666745.53,243,2743.81,502.02,4999.80
Groceries,Small Stores / Shops,Senior Salesperson,Countdown to Savings,740701.09,274,2703.29,523.08,4951.81
Groceries,Small Stores / Shops,Senior Salesperson,Customer Appreciation Week,732849.26,267,2744.75,551.33,4991.50
Groceries,Small Stores / Shops,Senior Salesperson,Cyber Monday Mania,680266.40,261,2606.38,516.80,4994.43
Groceries,Small Stores / Shops,Senior Salesperson,Deal of the Month,685954.79,255,2690.02,503.06,4995.04
Groceries,Small Stores / Shops,Senior Salesperson,Double Points Bonanza,695952.96,266,2616.36,515.79,4954.59
Groceries,Small Stores / Shops,Senior Salesperson,Early Bird Specials,612863.38,231,2653.09,521.99,4946.90
Groceries,Small Stores / Shops,Senior Salesperson,End of Season Sale,729906.66,250,2919.63,503.49,4998.37
Groceries,Small Stores / Shops,Senior Salesperson,Exclusive Insider Offers,720307.96,257,2802.75,515.78,4998.29
Groceries,Small Stores / Shops,Senior Salesperson,Festive Fever Promo,702118.50,262,2679.84,502.25,4981.65
Groceries,Small Stores / Shops,Senior Salesperson,Final Call Frenzy,732683.89,262,2796.50,513.35,4994.94
Groceries,Small Stores / Shops,Senior Salesperson,Flash Frenzy Friday,737535.21,277,2662.58,513.46,4969.10
Groceries,Small Stores / Shops,Senior Salesperson,"Gift More, Spend Less",744527.95,272,2737.24,515.74,4967.60
Groceries,Small Stores / Shops,Senior Salesperson,Golden Hour Bargains,648196.16,238,2723.51,530.53,4952.54
Groceries,Small Stores / Shops,Senior Salesperson,Green Weekend Deals,640997.22,234,2739.30,542.86,4958.83
Groceries,Small Stores / Shops,Senior Salesperson,Happy Hour Discounts,667763.56,244,2736.74,500.75,4966.28
Groceries,Small Stores / Shops,Senior Salesperson,Holiday Shopping Rush,686160.11,251,2733.71,612.06,4996.88
Groceries,Small Stores / Shops,Senior Salesperson,Hot Picks Promo,701307.68,250,2805.23,500.73,4991.62
Groceries,Small Stores / Shops,Senior Salesperson,Instant Gratification Sale,733520.27,268,2737.02,503.39,4977.48
Groceries,Small Stores / Shops,Senior Salesperson,Limited Time Treasures,675017.18,254,2657.55,510.40,4930.46
Groceries,Small Stores / Shops,Senior Salesperson,Loyalty Rewards Blast,629869.29,227,2774.75,507.01,4983.03
Groceries,Small Stores / Shops,Senior Salesperson,Mega Weekend Bonanza,732270.77,270,2712.11,506.20,4973.66
Groceries,Small Stores / Shops,Senior Salesperson,Mid-Year Madness,697528.38,256,2724.72,518.81,4954.32
Groceries,Small Stores / Shops,Senior Salesperson,Midnight Madness,712795.97,262,2720.60,508.47,4960.20
Groceries,Small Stores / Shops,Senior Salesperson,Mystery Discount Days,704461.15,253,2784.43,538.23,4976.50
Groceries,Small Stores / Shops,Senior Salesperson,New Arrival Showcase,646451.55,233,2774.47,518.52,4982.62
Groceries,Small Stores / Shops,Senior Salesperson,New Product Launch Promo,665859.59,231,2882.51,519.00,4985.24
Groceries,Small Stores / Shops,Senior Salesperson,New Year Kickoff,736026.95,256,2875.11,550.62,4996.25
Groceries,Small Stores / Shops,Senior Salesperson,Price Drop Parade,709191.97,246,2882.89,554.27,4984.55
Groceries,Small Stores / Shops,Senior Salesperson,Red Tag Clearance,744983.11,262,2843.45,524.27,4925.95
Groceries,Small Stores / Shops,Senior Salesperson,Seasonal Surprise Box,658475.42,242,2720.97,525.07,4985.20
Groceries,Small Stores / Shops,Senior Salesperson,Shop & Save Spectacular,712436.99,261,2729.64,511.78,4983.89
Groceries,Small Stores / Shops,Senior Salesperson,Smart Shopper Week,749521.95,277,2705.86,513.67,4966.67
Groceries,Small Stores / Shops,Senior Salesperson,Spring Refresh Event,772075.42,267,2891.67,522.47,4975.89
Groceries,Small Stores / Shops,Senior Salesperson,Spring Splash Discounts,648554.44,238,2725.02,533.58,4991.56
Groceries,Small Stores / Shops,Senior Salesperson,Summer Sizzle Promo,658138.05,247,2664.53,504.24,4999.26
Groceries,Small Stores / Shops,Senior Salesperson,Super Savings Week,684758.33,241,2841.32,501.97,4996.45
Groceries,Small Stores / Shops,Senior Salesperson,Ultimate Value Event,727642.93,256,2842.36,511.06,4995.88
Groceries,Small Stores / Shops,Senior Salesperson,VIP Access Sale,761675.82,284,2681.96,514.92,4999.89
Groceries,Small Stores / Shops,Senior Salesperson,Weekend Warrior Specials,685640.86,250,2742.56,525.52,4988.19
Groceries,Small Stores / Shops,Senior Salesperson,Winter Clearance Carnival,624556.74,231,2703.71,520.09,4912.42
Groceries,Small Stores / Shops,Senior Salesperson,Winter Wonders Sale,738019.95,272,2713.31,513.51,4995.64
Groceries,Supermarkets ,Manager,12 Days of Deals,752122.86,273,2755.03,508.94,4991.83
Groceries,Supermarkets ,Manager,Autumn Deals Drive,833999.21,291,2865.98,504.45,4969.96
Groceries,Supermarkets ,Manager,BOGO Blitz,696699.71,251,2775.70,539.29,4976.91
Groceries,Supermarkets ,Manager,Back to School Boost,777755.46,296,2627.55,502.61,4976.52
Groceries,Supermarkets ,Manager,Birthday Bash Sale,638382.51,239,2671.06,520.10,4942.21
Groceries,Supermarkets ,Manager,Black Friday Blowout,738595.80,278,2656.82,526.67,4976.41
Groceries,Supermarkets ,Manager,Cart Crasher Campaign,814657.11,285,2858.45,509.00,4988.06
Groceries,Supermarkets ,Manager,Cashback Carnival,793370.57,284,2793.56,512.58,4994.46
Groceries,Supermarkets ,Manager,Clearance Countdown,851975.59,311,2739.47,508.52,4994.26
Groceries,Supermarkets ,Manager,Countdown to Savings,771217.68,273,2824.97,585.03,4967.52
Groceries,Supermarkets ,Manager,Customer Appreciation Week,881117.32,320,2753.49,528.76,4963.57
Groceries,Supermarkets ,Manager,Cyber Monday Mania,757288.61,277,2733.89,524.94,4990.68
Groceries,Supermarkets ,Manager,Deal of the Month,749683.01,271,2766.36,539.25,4991.28
Groceries,Supermarkets ,Manager,Double Points Bonanza,873438.34,316,2764.05,530.42,4976.69
Groceries,Supermarkets ,Manager,Early Bird Specials,820785.42,292,2810.91,527.53,4996.80
Groceries,Supermarkets ,Manager,End of Season Sale,764466.51,286,2672.96,508.08,4991.22
Groceries,Supermarkets ,Manager,Exclusive Insider Offers,782584.77,283,2765.32,506.83,4963.84
Groceries,Supermarkets ,Manager,Festive Fever Promo,803301.30,295,2723.06,501.65,4986.36
Groceries,Supermarkets ,Manager,Final Call Frenzy,854149.22,331,2580.51,508.87,4980.80
Groceries,Supermarkets ,Manager,Flash Frenzy Friday,825301.97,298,2769.47,500.97,4995.90
Groceries,Supermarkets ,Manager,"Gift More, Spend Less",793456.27,291,2726.65,513.65,4990.49
Groceries,Supermarkets ,Manager,Golden Hour Bargains,817901.57,293,2791.47,506.12,4969.17
Groceries,Supermarkets ,Manager,Green Weekend Deals,827251.74,289,2862.46,503.00,4988.93
Groceries,Supermarkets ,Manager,Happy Hour Discounts,808690.39,283,2857.56,515.77,4994.07
Groceries,Supermarkets ,Manager,Holiday Shopping Rush,793162.34,289,2744.51,506.03,4997.86
Groceries,Supermarkets ,Manager,Hot Picks Promo,813632.37,303,2685.26,550.39,4978.59
Groceries,Supermarkets ,Manager,Instant Gratification Sale,852816.56,311,2742.18,503.33,4988.57
Groceries,Supermarkets ,Manager,Limited Time Treasures,724795.12,270,2684.43,534.05,4970.47
Groceries,Supermarkets ,Manager,Loyalty Rewards Blast,800171.13,293,2730.96,551.65,4983.94
Groceries,Supermarkets ,Manager,Mega Weekend Bonanza,763939.47,283,2699.43,510.97,4975.22
Groceries,Supermarkets ,Manager,Mid-Year Madness,810827.66,291,2786.35,537.52,4962.63
Groceries,Supermarkets ,Manager,Midnight Madness,768246.10,274,2803.82,516.01,4998.75
Groceries,Supermarkets ,Manager,Mystery Discount Days,829171.22,296,2801.25,529.91,4986.29
Groceries,Supermarkets ,Manager,New Arrival Showcase,732020.73,270,2711.19,514.01,4991.74
Groceries,Supermarkets ,Manager,New Product Launch Promo,814767.45,303,2689.00,572.30,4984.26
Groceries,Supermarkets ,Manager,New Year Kickoff,846679.87,313,2705.05,500.12,4995.56
Groceries,Supermarkets ,Manager,Price Drop Parade,811168.82,296,2740.44,509.15,4999.58
Groceries,Supermarkets ,Manager,Red Tag Clearance,864643.65,302,2863.06,519.21,4992.34
Groceries,Supermarkets ,Manager,Seasonal Surprise Box,749010.41,265,2826.45,500.56,4984.48
Groceries,Supermarkets ,Manager,Shop & Save Spectacular,776204.75,280,2772.16,510.47,4976.59
Groceries,Supermarkets ,Manager,Smart Shopper Week,819405.22,292,2806.18,522.43,4994.55
Groceries,Supermarkets ,Manager,Spring Refresh Event,845154.08,302,2798.52,529.72,4988.60
Groceries,Supermarkets ,Manager,Spring Splash Discounts,804157.98,292,2753.97,506.63,4985.59
Groceries,Supermarkets ,Manager,Summer Sizzle Promo,792685.65,278,2851.39,523.99,4986.64
Groceries,Supermarkets ,Manager,Super Savings Week,737949.23,275,2683.45,512.49,4982.53
Groceries,Supermarkets ,Manager,Ultimate Value Event,826285.84,306,2700.28,526.12,4985.14
Groceries,Supermarkets ,Manager,VIP Access Sale,858125.56,310,2768.15,506.56,4981.81
Groceries,Supermarkets ,Manager,Weekend Warrior Specials,784496.85,278,2821.93,504.09,4951.76
Groceries,Supermarkets ,Manager,Winter Clearance Carnival,754722.18,266,2837.30,538.79,4977.05
Groceries,Supermarkets ,Manager,Winter Wonders Sale,853214.85,317,2691.53,529.74,4946.92
Groceries,Supermarkets ,Sales Associate,12 Days of Deals,873870.34,315,2774.19,522.13,4998.90
Groceries,Supermarkets ,Sales Associate,Autumn Deals Drive,841557.22,299,2814.57,509.57,4992.02
Groceries,Supermarkets ,Sales Associate,BOGO Blitz,742247.70,279,2660.39,500.98,4979.64
Groceries,Supermarkets ,Sales Associate,Back to School Boost,767399.23,286,2683.21,535.73,4980.36
Groceries,Supermarkets ,Sales Associate,Birthday Bash Sale,812790.06,304,2673.65,509.57,4977.49
Groceries,Supermarkets ,Sales Associate,Black Friday Blowout,912642.80,316,2888.11,529.25,4998.22
Groceries,Supermarkets ,Sales Associate,Cart Crasher Campaign,858230.20,311,2759.58,503.17,4980.08
Groceries,Supermarkets ,Sales Associate,Cashback Carnival,824658.07,302,2730.66,505.58,4995.74
Groceries,Supermarkets ,Sales Associate,Clearance Countdown,922388.16,324,2846.88,519.68,4997.60
Groceries,Supermarkets ,Sales Associate,Countdown to Savings,880673.64,326,2701.45,504.50,4997.39
Groceries,Supermarkets ,Sales Associate,Customer Appreciation Week,738244.12,280,2636.59,506.67,4995.70
Groceries,Supermarkets ,Sales Associate,Cyber Monday Mania,841062.95,316,2661.59,504.57,4987.77
Groceries,Supermarkets ,Sales Associate,Deal of the Month,889780.69,323,2754.74,510.11,4966.90
Groceries,Supermarkets ,Sales Associate,Double Points Bonanza,834239.58,311,2682.44,501.88,4976.30
Groceries,Supermarkets ,Sales Associate,Early Bird Specials,777565.47,281,2767.14,510.77,4993.66
Groceries,Supermarkets ,Sales Associate,End of Season Sale,856530.18,317,2701.99,537.17,4997.30
Groceries,Supermarkets ,Sales Associate,Exclusive Insider Offers,827852.98,296,2796.80,528.19,4996.14
Groceries,Supermarkets ,Sales Associate,Festive Fever Promo,783825.01,291,2693.56,512.05,4949.82
Groceries,Supermarkets ,Sales Associate,Final Call Frenzy,814796.91,307,2654.06,512.48,4984.89
Groceries,Supermarkets ,Sales Associate,Flash Frenzy Friday,914235.98,316,2893.15,501.88,4996.77
Groceries,Supermarkets ,Sales Associate,"Gift More, Spend Less",863609.62,314,2750.35,509.79,4994.74
Groceries,Supermarkets ,Sales Associate,Golden Hour Bargains,820595.71,298,2753.68,549.57,4982.52
Groceries,Supermarkets ,Sales Associate,Green Weekend Deals,844497.68,312,2706.72,500.74,4997.22
Groceries,Supermarkets ,Sales Associate,Happy Hour Discounts,778546.97,272,2862.31,532.08,4957.25
Groceries,Supermarkets ,Sales Associate,Holiday Shopping Rush,881422.92,318,2771.77,536.14,4993.89
Groceries,Supermarkets ,Sales Associate,Hot Picks Promo,772390.68,295,2618.27,548.94,4995.24
Groceries,Supermarkets ,Sales Associate,Instant Gratification Sale,808143.84,296,2730.22,513.67,4967.72
Groceries,Supermarkets ,Sales Associate,Limited Time Treasures,842626.56,315,2675.00,544.66,4999.73
Groceries,Supermarkets ,Sales Associate,Loyalty Rewards Blast,832388.87,303,2747.16,504.51,4988.80
Groceries,Supermarkets ,Sales Associate,Mega Weekend Bonanza,844186.42,300,2813.95,522.84,4977.25
Groceries,Supermarkets ,Sales Associate,Mid-Year Madness,838202.64,302,2775.51,541.79,4982.57
Groceries,Supermarkets ,Sales Associate,Midnight Madness,773424.88,287,2694.86,539.82,4977.93
Groceries,Supermarkets ,Sales Associate,Mystery Discount Days,846486.51,310,2730.60,516.74,4999.16
Groceries,Supermarkets ,Sales Associate,New Arrival Showcase,846314.18,315,2686.71,505.84,4997.29
Groceries,Supermarkets ,Sales Associate,New Product Launch Promo,852428.21,320,2663.84,507.93,4994.23
Groceries,Supermarkets ,Sales Associate,New Year Kickoff,762732.24,289,2639.21,512.57,4989.23
Groceries,Supermarkets ,Sales Associate,Price Drop Parade,797048.24,295,2701.86,512.52,4994.94
Groceries,Supermarkets ,Sales Associate,Red Tag Clearance,879529.96,316,2783.32,504.22,4988.88
Groceries,Supermarkets ,Sales Associate,Seasonal Surprise Box,798326.99,303,2634.74,504.60,4980.43
Groceries,Supermarkets ,Sales Associate,Shop & Save Spectacular,871565.10,305,2857.59,514.43,4991.95
Groceries,Supermarkets ,Sales Associate,Smart Shopper Week,851673.19,309,2756.22,511.85,4994.27
Groceries,Supermarkets ,Sales Associate,Spring Refresh Event,825993.93,297,2781.12,522.27,4995.73
Groceries,Supermarkets ,Sales Associate,Spring Splash Discounts,844436.80,317,2663.84,525.52,4992.00
Groceries,Supermarkets ,Sales Associate,Summer Sizzle Promo,776192.21,296,2622.27,525.86,4966.48
Groceries,Supermarkets ,Sales Associate,Super Savings Week,958117.72,330,2903.39,516.48,4998.75
Groceries,Supermarkets ,Sales Associate,Ultimate Value Event,876356.91,295,2970.70,527.00,4997.53
Groceries,Supermarkets ,Sales Associate,VIP Access Sale,871760.02,319,2732.79,520.31,4956.38
Groceries,Supermarkets ,Sales Associate,Weekend Warrior Specials,780342.39,289,2700.15,504.05,4887.30
Groceries,Supermarkets ,Sales Associate,Winter Clearance Carnival,970721.90,347,2797.47,511.24,4997.93
Groceries,Supermarkets ,Sales Associate,Winter Wonders Sale,835991.12,321,2604.33,505.33,4991.71
Groceries,Supermarkets ,Salesperson,12 Days of Deals,835955.96,312,2679.35,502.43,4985.44
Groceries,Supermarkets ,Salesperson,Autumn Deals Drive,888191.37,315,2819.66,517.18,4997.96
Groceries,Supermarkets ,Salesperson,BOGO Blitz,913251.66,327,2792.82,515.13,4983.97
Groceries,Supermarkets ,Salesperson,Back to School Boost,912919.07,325,2808.98,518.77,4970.12
Groceries,Supermarkets ,Salesperson,Birthday Bash Sale,844643.82,316,2672.92,547.62,4976.95
Groceries,Supermarkets ,Salesperson,Black Friday Blowout,775389.17,284,2730.24,546.04,4997.53
Groceries,Supermarkets ,Salesperson,Cart Crasher Campaign,823871.19,308,2674.91,506.65,4985.57
Groceries,Supermarkets ,Salesperson,Cashback Carnival,800209.96,299,2676.29,516.36,4981.81
Groceries,Supermarkets ,Salesperson,Clearance Countdown,816480.33,295,2767.73,524.37,4983.72
Groceries,Supermarkets ,Salesperson,Countdown to Savings,849412.94,311,2731.23,521.96,4993.28
Groceries,Supermarkets ,Salesperson,Customer Appreciation Week,739065.08,263,2810.13,503.77,4989.63
Groceries,Supermarkets ,Salesperson,Cyber Monday Mania,837857.32,309,2711.51,510.17,4996.97
Groceries,Supermarkets ,Salesperson,Deal of the Month,835100.93,309,2702.59,515.84,4992.95
Groceries,Supermarkets ,Salesperson,Double Points Bonanza,819920.48,305,2688.26,509.49,4999.34
Groceries,Supermarkets ,Salesperson,Early Bird Specials,788827.25,295,2673.99,506.38,4960.40
Groceries,Supermarkets ,Salesperson,End of Season Sale,823993.75,302,2728.46,504.05,4997.29
Groceries,Supermarkets ,Salesperson,Exclusive Insider Offers,798554.07,294,2716.17,522.11,4985.52
Groceries,Supermarkets ,Salesperson,Festive Fever Promo,808829.14,299,2705.11,520.44,4971.41
Groceries,Supermarkets ,Salesperson,Final Call Frenzy,837823.04,300,2792.74,511.29,4982.31
Groceries,Supermarkets ,Salesperson,Flash Frenzy Friday,814241.95,291,2798.08,534.06,4990.84
Groceries,Supermarkets ,Salesperson,"Gift More, Spend Less",881771.52,324,2721.52,504.23,4988.51
Groceries,Supermarkets ,Salesperson,Golden Hour Bargains,776751.23,285,2725.44,500.16,4976.17
Groceries,Supermarkets ,Salesperson,Green Weekend Deals,827130.34,303,2729.80,548.37,4963.60
Groceries,Supermarkets ,Salesperson,Happy Hour Discounts,875678.52,317,2762.39,508.35,4987.29
Groceries,Supermarkets ,Salesperson,Holiday Shopping Rush,860503.07,305,2821.32,505.64,4993.67
Groceries,Supermarkets ,Salesperson,Hot Picks Promo,814481.83,283,2878.03,518.84,4984.22
Groceries,Supermarkets ,Salesperson,Instant Gratification Sale,817752.12,300,2725.84,510.79,4999.70
Groceries,Supermarkets ,Salesperson,Limited Time Treasures,799126.73,299,2672.66,509.07,4998.70
Groceries,Supermarkets ,Salesperson,Loyalty Rewards Blast,853363.77,296,2882.99,508.57,4993.48
Groceries,Supermarkets ,Salesperson,Mega Weekend Bonanza,756670.90,269,2812.90,507.71,4998.94
Groceries,Supermarkets ,Salesperson,Mid-Year Madness,785596.58,289,2718.33,513.15,4995.65
Groceries,Supermarkets ,Salesperson,Midnight Madness,833698.79,305,2733.44,505.05,4981.40
Groceries,Supermarkets ,Salesperson,Mystery Discount Days,865530.06,316,2739.02,534.55,4962.69
Groceries,Supermarkets ,Salesperson,New Arrival Showcase,859918.65,317,2712.68,532.48,4995.23
Groceries,Supermarkets ,Salesperson,New Product Launch Promo,770737.27,291,2648.58,516.73,4953.62
Groceries,Supermarkets ,Salesperson,New Year Kickoff,767024.83,290,2644.91,513.17,4991.55
Groceries,Supermarkets ,Salesperson,Price Drop Parade,820505.16,287,2858.90,507.10,4999.50
Groceries,Supermarkets ,Salesperson,Red Tag Clearance,711576.30,277,2568.87,524.18,4995.93
Groceries,Supermarkets ,Salesperson,Seasonal Surprise Box,735060.41,263,2794.91,517.13,4991.34
Groceries,Supermarkets ,Salesperson,Shop & Save Spectacular,863441.15,310,2785.29,508.47,4984.86
Groceries,Supermarkets ,Salesperson,Smart Shopper Week,880620.30,318,2769.25,516.91,4991.20
Groceries,Supermarkets ,Salesperson,Spring Refresh Event,802845.00,296,2712.31,520.77,4995.22
Groceries,Supermarkets ,Salesperson,Spring Splash Discounts,819130.27,292,2805.24,539.19,4988.22
Groceries,Supermarkets ,Salesperson,Summer Sizzle Promo,847123.23,309,2741.50,527.95,4976.48
Groceries,Supermarkets ,Salesperson,Super Savings Week,897174.92,324,2769.06,521.03,4990.58
Groceries,Supermarkets ,Salesperson,Ultimate Value Event,751124.00,280,2682.59,569.45,4997.42
Groceries,Supermarkets ,Salesperson,VIP Access Sale,834346.15,305,2735.56,508.05,4988.45
Groceries,Supermarkets ,Salesperson,Weekend Warrior Specials,823139.94,294,2799.80,502.46,4966.74
Groceries,Supermarkets ,Salesperson,Winter Clearance Carnival,822324.07,295,2787.54,502.13,4996.82
Groceries,Supermarkets ,Salesperson,Winter Wonders Sale,838245.98,305,2748.35,505.32,4999.85
Groceries,Supermarkets ,Senior Salesperson,12 Days of Deals,742499.97,278,2670.86,507.40,4962.98
Groceries,Supermarkets ,Senior Salesperson,Autumn Deals Drive,728182.95,267,2727.28,511.04,4964.87
Groceries,Supermarkets ,Senior Salesperson,BOGO Blitz,709566.16,266,2667.54,541.01,4996.77
Groceries,Supermarkets ,Senior Salesperson,Back to School Boost,759529.36,271,2802.69,505.29,4978.66
Groceries,Supermarkets ,Senior Salesperson,Birthday Bash Sale,738710.87,262,2819.51,509.05,4997.17
Groceries,Supermarkets ,Senior Salesperson,Black Friday Blowout,710819.02,249,2854.69,505.81,4965.06
Groceries,Supermarkets ,Senior Salesperson,Cart Crasher Campaign,670903.45,254,2641.35,514.16,4999.82
Groceries,Supermarkets ,Senior Salesperson,Cashback Carnival,664264.71,251,2646.47,505.38,4960.13
Groceries,Supermarkets ,Senior Salesperson,Clearance Countdown,693823.70,245,2831.93,541.85,4984.14
Groceries,Supermarkets ,Senior Salesperson,Countdown to Savings,762308.37,280,2722.53,519.37,4984.69
Groceries,Supermarkets ,Senior Salesperson,Customer Appreciation Week,714020.73,252,2833.42,502.24,4954.81
Groceries,Supermarkets ,Senior Salesperson,Cyber Monday Mania,675535.63,238,2838.38,507.95,4985.88
Groceries,Supermarkets ,Senior Salesperson,Deal of the Month,708585.99,250,2834.34,507.71,4986.94
Groceries,Supermarkets ,Senior Salesperson,Double Points Bonanza,575944.53,215,2678.81,512.98,4965.12
Groceries,Supermarkets ,Senior Salesperson,Early Bird Specials,676284.02,240,2817.85,512.96,4975.78
Groceries,Supermarkets ,Senior Salesperson,End of Season Sale,794520.89,286,2778.05,517.26,4938.08
Groceries,Supermarkets ,Senior Salesperson,Exclusive Insider Offers,739401.80,270,2738.53,504.09,4980.47
Groceries,Supermarkets ,Senior Salesperson,Festive Fever Promo,728990.22,265,2750.91,544.66,4997.65
Groceries,Supermarkets ,Senior Salesperson,Final Call Frenzy,653723.46,233,2805.68,541.81,4987.51
Groceries,Supermarkets ,Senior Salesperson,Flash Frenzy Friday,680232.96,239,2846.16,521.79,4985.90
Groceries,Supermarkets ,Senior Salesperson,"Gift More, Spend Less",723005.83,264,2738.66,509.60,4991.67
Groceries,Supermarkets ,Senior Salesperson,Golden Hour Bargains,667795.37,249,2681.91,504.64,4982.02
Groceries,Supermarkets ,Senior Salesperson,Green Weekend Deals,776583.36,283,2744.11,508.74,4994.70
Groceries,Supermarkets ,Senior Salesperson,Happy Hour Discounts,732739.87,265,2765.06,507.68,4995.84
Groceries,Supermarkets ,Senior Salesperson,Holiday Shopping Rush,639297.47,253,2526.87,521.68,4992.47
Groceries,Supermarkets ,Senior Salesperson,Hot Picks Promo,767600.68,279,2751.26,522.20,4999.88
Groceries,Supermarkets ,Senior Salesperson,Instant Gratification Sale,704210.73,254,2772.48,500.03,4987.65
Groceries,Supermarkets ,Senior Salesperson,Limited Time Treasures,824278.50,288,2862.08,500.84,4994.82
Groceries,Supermarkets ,Senior Salesperson,Loyalty Rewards Blast,761881.81,276,2760.44,539.76,4968.31
Groceries,Supermarkets ,Senior Salesperson,Mega Weekend Bonanza,803340.02,283,2838.66,507.42,4975.12
Groceries,Supermarkets ,Senior Salesperson,Mid-Year Madness,773782.27,276,2803.56,513.32,4978.01
Groceries,Supermarkets ,Senior Salesperson,Midnight Madness,694854.23,260,2672.52,511.10,4982.50
Groceries,Supermarkets ,Senior Salesperson,Mystery Discount Days,634399.48,247,2568.42,503.39,4977.87
Groceries,Supermarkets ,Senior Salesperson,New Arrival Showcase,766223.84,282,2717.11,511.64,4990.33
Groceries,Supermarkets ,Senior Salesperson,New Product Launch Promo,691429.68,264,2619.05,519.54,4988.26
Groceries,Supermarkets ,Senior Salesperson,New Year Kickoff,733559.41,270,2716.89,531.60,4982.60
Groceries,Supermarkets ,Senior Salesperson,Price Drop Parade,718461.29,258,2784.73,504.15,4988.77
Groceries,Supermarkets ,Senior Salesperson,Red Tag Clearance,731989.29,263,2783.23,506.29,4986.36
Groceries,Supermarkets ,Senior Salesperson,Seasonal Surprise Box,691804.74,253,2734.41,519.49,4991.25
Groceries,Supermarkets ,Senior Salesperson,Shop & Save Spectacular,585454.26,212,2761.58,544.93,4993.94
Groceries,Supermarkets ,Senior Salesperson,Smart Shopper Week,693442.27,246,2818.87,515.37,4978.98
Groceries,Supermarkets ,Senior Salesperson,Spring Refresh Event,759968.61,267,2846.32,517.46,4986.34
Groceries,Supermarkets ,Senior Salesperson,Spring Splash Discounts,695503.26,256,2716.81,509.08,4991.29
