brand,store_type,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
LG,Small Stores / Shops,Instant Gratification Sale,1233244.19,459,2686.81,507.74,4990.00
LG,Small Stores / Shops,Limited Time Treasures,1211102.29,436,2777.76,529.94,4999.20
LG,Small Stores / Shops,Loyalty Rewards Blast,1224961.38,437,2803.12,521.89,4998.29
LG,Small Stores / Shops,Mega Weekend Bonanza,1226988.99,451,2720.60,505.91,4992.00
LG,Small Stores / Shops,Mid-Year Madness,1160135.43,427,2716.94,501.40,4997.94
LG,Small Stores / Shops,Midnight Madness,1271856.26,453,2807.63,506.51,4998.66
LG,Small Stores / Shops,Mystery Discount Days,1290410.99,460,2805.24,501.23,4992.26
LG,Small Stores / Shops,New Arrival Showcase,1308127.41,448,2919.93,512.30,4998.70
LG,Small Stores / Shops,New Product Launch Promo,1153247.85,434,2657.25,502.45,4995.58
LG,Small Stores / Shops,New Year Kickoff,1240445.16,460,2696.62,532.88,4998.59
LG,Small Stores / Shops,Price Drop Parade,1140874.52,430,2653.20,501.39,4992.82
LG,Small Stores / Shops,Red Tag Clearance,1293499.10,466,2775.75,511.90,4990.57
LG,Small Stores / Shops,Seasonal Surprise Box,1274904.73,469,2718.35,503.22,4992.28
LG,Small Stores / Shops,Shop & Save Spectacular,1248419.68,466,2679.01,564.97,4991.48
LG,Small Stores / Shops,Smart Shopper Week,1196349.61,434,2756.57,502.77,4987.18
LG,Small Stores / Shops,Spring Refresh Event,1166371.96,427,2731.55,511.23,4978.31
LG,Small Stores / Shops,Spring Splash Discounts,1282645.51,469,2734.85,510.15,4977.74
LG,Small Stores / Shops,Summer Sizzle Promo,1115481.71,423,2637.07,513.01,4994.68
LG,Small Stores / Shops,Super Savings Week,1227723.27,456,2692.38,501.34,4986.13
LG,Small Stores / Shops,Ultimate Value Event,1232934.77,448,2752.09,503.14,4986.31
LG,Small Stores / Shops,VIP Access Sale,1239616.79,447,2773.19,506.75,4999.15
LG,Small Stores / Shops,Weekend Warrior Specials,1200422.60,451,2661.69,508.70,4982.38
LG,Small Stores / Shops,Winter Clearance Carnival,1191305.78,439,2713.68,501.06,4993.03
LG,Small Stores / Shops,Winter Wonders Sale,1278132.90,474,2696.48,509.63,4996.89
LG,Supermarkets ,12 Days of Deals,1243794.90,446,2788.78,523.09,4995.63
LG,Supermarkets ,Autumn Deals Drive,1321731.17,482,2742.18,529.86,4999.09
LG,Supermarkets ,BOGO Blitz,1295791.95,491,2639.09,506.14,4997.96
LG,Supermarkets ,Back to School Boost,1213731.45,448,2709.22,505.89,4966.71
LG,Supermarkets ,Birthday Bash Sale,1190002.03,442,2692.31,527.82,4971.45
LG,Supermarkets ,Black Friday Blowout,1210716.05,444,2726.84,527.02,4994.07
LG,Supermarkets ,Cart Crasher Campaign,1266054.64,458,2764.31,509.43,4980.94
LG,Supermarkets ,Cashback Carnival,1308586.74,471,2778.32,510.00,4987.73
LG,Supermarkets ,Clearance Countdown,1186672.98,452,2625.38,503.09,4993.63
LG,Supermarkets ,Countdown to Savings,1285735.05,467,2753.18,509.56,4994.14
LG,Supermarkets ,Customer Appreciation Week,1208198.72,436,2771.10,515.01,4999.25
LG,Supermarkets ,Cyber Monday Mania,1269092.09,452,2807.73,518.85,4993.63
LG,Supermarkets ,Deal of the Month,1287070.15,460,2797.98,510.29,4992.33
LG,Supermarkets ,Double Points Bonanza,1205567.62,450,2679.04,521.21,4996.88
LG,Supermarkets ,Early Bird Specials,1117640.63,414,2699.62,523.64,4994.19
LG,Supermarkets ,End of Season Sale,1254398.17,467,2686.08,501.39,4997.26
LG,Supermarkets ,Exclusive Insider Offers,1280978.49,470,2725.49,513.19,4994.95
LG,Supermarkets ,Festive Fever Promo,1206321.51,450,2680.71,517.66,4993.37
LG,Supermarkets ,Final Call Frenzy,1217772.49,449,2712.19,511.22,4971.23
LG,Supermarkets ,Flash Frenzy Friday,1258160.81,457,2753.09,508.02,4997.21
LG,Supermarkets ,"Gift More, Spend Less",1284740.94,461,2786.86,503.59,4993.14
LG,Supermarkets ,Golden Hour Bargains,1231640.25,454,2712.86,517.84,4997.22
LG,Supermarkets ,Green Weekend Deals,1268731.82,467,2716.77,511.69,4986.31
LG,Supermarkets ,Happy Hour Discounts,1137540.46,408,2788.09,522.09,4997.26
LG,Supermarkets ,Holiday Shopping Rush,1372163.09,503,2727.96,500.17,4994.25
LG,Supermarkets ,Hot Picks Promo,1161427.94,413,2812.17,502.00,4997.89
LG,Supermarkets ,Instant Gratification Sale,1311332.01,478,2743.37,508.23,4967.66
LG,Supermarkets ,Limited Time Treasures,1155198.46,428,2699.06,507.04,4964.31
LG,Supermarkets ,Loyalty Rewards Blast,1350394.31,495,2728.07,503.07,4991.63
LG,Supermarkets ,Mega Weekend Bonanza,1272204.73,456,2789.92,525.07,4997.14
LG,Supermarkets ,Mid-Year Madness,1287362.61,460,2798.61,511.21,4999.11
LG,Supermarkets ,Midnight Madness,1183125.29,430,2751.45,500.72,4982.47
LG,Supermarkets ,Mystery Discount Days,1333800.38,473,2819.87,504.90,4998.62
LG,Supermarkets ,New Arrival Showcase,1215715.29,437,2781.96,504.80,4993.31
LG,Supermarkets ,New Product Launch Promo,1260772.01,465,2711.34,501.76,4981.79
LG,Supermarkets ,New Year Kickoff,1326619.34,479,2769.56,504.17,4981.93
LG,Supermarkets ,Price Drop Parade,1202515.24,434,2770.77,510.90,4984.15
LG,Supermarkets ,Red Tag Clearance,1296584.71,453,2862.22,524.81,4975.67
LG,Supermarkets ,Seasonal Surprise Box,1237079.89,450,2749.07,525.64,4989.51
LG,Supermarkets ,Shop & Save Spectacular,1240268.74,450,2756.15,504.82,4984.74
LG,Supermarkets ,Smart Shopper Week,1245926.66,471,2645.28,509.77,4999.77
LG,Supermarkets ,Spring Refresh Event,1295137.45,468,2767.39,521.69,4997.79
LG,Supermarkets ,Spring Splash Discounts,1309140.94,468,2797.31,526.24,4993.76
LG,Supermarkets ,Summer Sizzle Promo,1287832.55,472,2728.46,510.56,4982.30
LG,Supermarkets ,Super Savings Week,1337326.33,458,2919.93,500.36,4975.87
LG,Supermarkets ,Ultimate Value Event,1308757.66,481,2720.91,510.45,4979.01
LG,Supermarkets ,VIP Access Sale,1240263.64,449,2762.28,506.41,4998.82
LG,Supermarkets ,Weekend Warrior Specials,1305649.81,474,2754.54,507.56,4999.43
LG,Supermarkets ,Winter Clearance Carnival,1339764.48,476,2814.63,504.20,4991.97
LG,Supermarkets ,Winter Wonders Sale,1240315.09,462,2684.66,502.26,4989.27
Levi's,Large Malls / Complexes,12 Days of Deals,622474.65,223,2791.37,500.37,4991.32
Levi's,Large Malls / Complexes,Autumn Deals Drive,597504.35,222,2691.46,527.50,4956.37
Levi's,Large Malls / Complexes,BOGO Blitz,582406.66,211,2760.22,508.84,4989.26
Levi's,Large Malls / Complexes,Back to School Boost,532671.02,205,2598.40,517.32,4991.50
Levi's,Large Malls / Complexes,Birthday Bash Sale,646632.89,237,2728.41,507.09,4993.83
Levi's,Large Malls / Complexes,Black Friday Blowout,553896.16,199,2783.40,529.54,4997.07
Levi's,Large Malls / Complexes,Cart Crasher Campaign,604443.86,213,2837.76,522.15,4964.09
Levi's,Large Malls / Complexes,Cashback Carnival,633472.31,222,2853.48,508.75,4994.40
Levi's,Large Malls / Complexes,Clearance Countdown,556900.92,205,2716.59,504.91,4983.18
Levi's,Large Malls / Complexes,Countdown to Savings,602828.30,226,2667.38,504.03,4976.47
Levi's,Large Malls / Complexes,Customer Appreciation Week,555443.59,201,2763.40,510.73,4955.92
Levi's,Large Malls / Complexes,Cyber Monday Mania,667064.73,230,2900.28,502.02,4964.53
Levi's,Large Malls / Complexes,Deal of the Month,542329.55,201,2698.16,540.60,4958.53
Levi's,Large Malls / Complexes,Double Points Bonanza,573942.22,193,2973.79,501.38,4992.87
Levi's,Large Malls / Complexes,Early Bird Specials,588572.13,214,2750.34,502.97,4952.26
Levi's,Large Malls / Complexes,End of Season Sale,617504.40,229,2696.53,522.44,4976.06
Levi's,Large Malls / Complexes,Exclusive Insider Offers,493501.08,191,2583.78,501.18,4988.97
Levi's,Large Malls / Complexes,Festive Fever Promo,588229.29,223,2637.80,513.43,4973.57
Levi's,Large Malls / Complexes,Final Call Frenzy,542532.58,198,2740.06,536.34,4943.99
Levi's,Large Malls / Complexes,Flash Frenzy Friday,604005.71,217,2783.44,561.83,4977.49
Levi's,Large Malls / Complexes,"Gift More, Spend Less",530832.47,187,2838.68,506.74,4973.12
Levi's,Large Malls / Complexes,Golden Hour Bargains,602752.01,213,2829.82,521.34,4993.74
Levi's,Large Malls / Complexes,Green Weekend Deals,529512.19,194,2729.44,527.72,4980.12
Levi's,Large Malls / Complexes,Happy Hour Discounts,566808.33,204,2778.47,507.81,4977.27
Levi's,Large Malls / Complexes,Holiday Shopping Rush,621154.63,226,2748.47,510.74,4992.50
Levi's,Large Malls / Complexes,Hot Picks Promo,668580.60,242,2762.73,520.35,4999.60
Levi's,Large Malls / Complexes,Instant Gratification Sale,600857.14,213,2820.93,507.90,4993.22
Levi's,Large Malls / Complexes,Limited Time Treasures,578635.86,216,2678.87,504.55,4928.90
Levi's,Large Malls / Complexes,Loyalty Rewards Blast,650815.03,232,2805.24,524.75,4982.90
Levi's,Large Malls / Complexes,Mega Weekend Bonanza,545275.50,201,2712.81,500.60,4997.25
Levi's,Large Malls / Complexes,Mid-Year Madness,606527.17,219,2769.53,510.73,4965.92
Levi's,Large Malls / Complexes,Midnight Madness,557384.34,202,2759.33,528.90,4956.09
Levi's,Large Malls / Complexes,Mystery Discount Days,485310.80,183,2651.97,512.99,4970.10
Levi's,Large Malls / Complexes,New Arrival Showcase,609405.51,221,2757.49,512.99,4991.01
Levi's,Large Malls / Complexes,New Product Launch Promo,520833.42,195,2670.94,519.61,4991.07
Levi's,Large Malls / Complexes,New Year Kickoff,567743.15,210,2703.54,527.88,4991.55
Levi's,Large Malls / Complexes,Price Drop Parade,577760.50,216,2674.82,508.09,4953.83
Levi's,Large Malls / Complexes,Red Tag Clearance,655452.03,232,2825.22,514.92,4991.99
Levi's,Large Malls / Complexes,Seasonal Surprise Box,637385.31,224,2845.47,505.81,4985.30
Levi's,Large Malls / Complexes,Shop & Save Spectacular,553009.32,196,2821.48,534.84,4990.21
Levi's,Large Malls / Complexes,Smart Shopper Week,506900.95,182,2785.17,504.15,4965.97
Levi's,Large Malls / Complexes,Spring Refresh Event,538512.41,198,2719.76,552.12,4996.53
Levi's,Large Malls / Complexes,Spring Splash Discounts,616593.91,222,2777.45,513.20,4975.22
Levi's,Large Malls / Complexes,Summer Sizzle Promo,578384.63,207,2794.13,515.95,4937.40
Levi's,Large Malls / Complexes,Super Savings Week,612664.87,207,2959.73,502.63,4987.82
Levi's,Large Malls / Complexes,Ultimate Value Event,566418.70,206,2749.61,515.27,4940.86
Levi's,Large Malls / Complexes,VIP Access Sale,562399.84,210,2678.09,507.99,4999.97
Levi's,Large Malls / Complexes,Weekend Warrior Specials,516783.94,194,2663.83,503.41,4906.38
Levi's,Large Malls / Complexes,Winter Clearance Carnival,627899.32,238,2638.23,508.47,4988.01
Levi's,Large Malls / Complexes,Winter Wonders Sale,643638.80,241,2670.70,508.14,4996.58
Levi's,Small Stores / Shops,12 Days of Deals,575327.05,212,2713.81,603.48,4999.26
Levi's,Small Stores / Shops,Autumn Deals Drive,606910.69,219,2771.28,521.51,4991.37
Levi's,Small Stores / Shops,BOGO Blitz,670372.92,243,2758.74,503.91,4981.27
Levi's,Small Stores / Shops,Back to School Boost,546120.16,204,2677.06,530.38,4912.94
Levi's,Small Stores / Shops,Birthday Bash Sale,626907.10,224,2798.69,503.70,4997.36
Levi's,Small Stores / Shops,Black Friday Blowout,673356.81,231,2914.96,513.13,4996.66
Levi's,Small Stores / Shops,Cart Crasher Campaign,624299.03,221,2824.88,508.66,4996.24
Levi's,Small Stores / Shops,Cashback Carnival,583736.91,215,2715.06,518.52,4992.74
Levi's,Small Stores / Shops,Clearance Countdown,612057.77,228,2684.46,529.76,4995.21
Levi's,Small Stores / Shops,Countdown to Savings,623884.88,227,2748.39,504.95,4995.55
Levi's,Small Stores / Shops,Customer Appreciation Week,699620.97,237,2951.99,538.43,4984.88
Levi's,Small Stores / Shops,Cyber Monday Mania,619014.19,228,2714.97,505.15,4992.60
Levi's,Small Stores / Shops,Deal of the Month,613037.94,233,2631.06,503.19,4947.27
Levi's,Small Stores / Shops,Double Points Bonanza,629226.22,225,2796.56,538.27,4985.08
Levi's,Small Stores / Shops,Early Bird Specials,639536.13,241,2653.68,509.91,4988.14
Levi's,Small Stores / Shops,End of Season Sale,586187.62,205,2859.45,506.45,4984.90
Levi's,Small Stores / Shops,Exclusive Insider Offers,580643.47,216,2688.16,538.69,4997.63
Levi's,Small Stores / Shops,Festive Fever Promo,596515.11,219,2723.81,505.36,4981.97
Levi's,Small Stores / Shops,Final Call Frenzy,681453.52,247,2758.92,513.55,4994.06
Levi's,Small Stores / Shops,Flash Frenzy Friday,667909.04,247,2704.09,516.34,4989.81
Levi's,Small Stores / Shops,"Gift More, Spend Less",679680.42,249,2729.64,527.69,4985.89
Levi's,Small Stores / Shops,Golden Hour Bargains,577821.98,207,2791.41,508.91,4998.56
Levi's,Small Stores / Shops,Green Weekend Deals,645672.57,244,2646.20,528.50,4996.15
Levi's,Small Stores / Shops,Happy Hour Discounts,620846.01,223,2784.06,542.50,4945.83
Levi's,Small Stores / Shops,Holiday Shopping Rush,633157.92,231,2740.94,507.23,4987.85
Levi's,Small Stores / Shops,Hot Picks Promo,549126.62,206,2665.66,531.76,4911.50
Levi's,Small Stores / Shops,Instant Gratification Sale,665897.35,240,2774.57,501.81,4961.77
Levi's,Small Stores / Shops,Limited Time Treasures,603331.13,227,2657.85,511.06,4970.06
Levi's,Small Stores / Shops,Loyalty Rewards Blast,745419.29,257,2900.46,557.86,4996.42
Levi's,Small Stores / Shops,Mega Weekend Bonanza,590148.49,218,2707.10,527.25,4983.37
Levi's,Small Stores / Shops,Mid-Year Madness,627349.13,223,2813.22,512.43,4962.31
Levi's,Small Stores / Shops,Midnight Madness,591569.97,223,2652.78,508.22,4998.11
Levi's,Small Stores / Shops,Mystery Discount Days,636738.72,241,2642.07,509.78,4975.30
Levi's,Small Stores / Shops,New Arrival Showcase,631011.87,225,2804.50,526.27,4989.84
Levi's,Small Stores / Shops,New Product Launch Promo,602765.86,216,2790.58,521.39,4975.69
Levi's,Small Stores / Shops,New Year Kickoff,677452.87,234,2895.10,518.02,4976.14
Levi's,Small Stores / Shops,Price Drop Parade,595038.10,227,2621.31,510.90,4999.49
Levi's,Small Stores / Shops,Red Tag Clearance,632578.31,228,2774.47,501.14,4996.92
Levi's,Small Stores / Shops,Seasonal Surprise Box,622650.16,226,2755.09,507.72,4975.63
Levi's,Small Stores / Shops,Shop & Save Spectacular,743718.24,252,2951.26,502.23,4995.64
Levi's,Small Stores / Shops,Smart Shopper Week,614099.02,222,2766.21,501.31,4978.12
Levi's,Small Stores / Shops,Spring Refresh Event,563369.73,212,2657.40,526.82,4966.14
Levi's,Small Stores / Shops,Spring Splash Discounts,646419.32,228,2835.17,561.35,4998.97
Levi's,Small Stores / Shops,Summer Sizzle Promo,667605.48,250,2670.42,558.77,4995.49
Levi's,Small Stores / Shops,Super Savings Week,623198.95,224,2782.14,506.81,4947.59
Levi's,Small Stores / Shops,Ultimate Value Event,679942.71,243,2798.12,500.17,4944.67
Levi's,Small Stores / Shops,VIP Access Sale,744608.12,262,2842.02,519.78,4949.01
Levi's,Small Stores / Shops,Weekend Warrior Specials,636490.66,246,2587.36,517.69,4934.98
Levi's,Small Stores / Shops,Winter Clearance Carnival,550086.60,207,2657.42,516.12,4989.85
Levi's,Small Stores / Shops,Winter Wonders Sale,620462.55,234,2651.55,538.73,4999.21
Levi's,Supermarkets ,12 Days of Deals,647186.06,235,2753.98,567.71,4994.45
Levi's,Supermarkets ,Autumn Deals Drive,680455.23,247,2754.88,509.47,4992.45
Levi's,Supermarkets ,BOGO Blitz,684029.27,242,2826.57,526.73,4996.75
Levi's,Supermarkets ,Back to School Boost,569532.64,227,2508.95,502.44,4989.26
Levi's,Supermarkets ,Birthday Bash Sale,640634.06,235,2726.10,529.73,4972.66
Levi's,Supermarkets ,Black Friday Blowout,647110.87,246,2630.53,536.29,4976.83
Levi's,Supermarkets ,Cart Crasher Campaign,632526.70,229,2762.13,519.54,4953.00
Levi's,Supermarkets ,Cashback Carnival,691536.94,243,2845.83,533.54,4973.33
Levi's,Supermarkets ,Clearance Countdown,584413.74,216,2705.62,530.24,4995.43
Levi's,Supermarkets ,Countdown to Savings,595793.50,224,2659.79,518.08,4990.95
Levi's,Supermarkets ,Customer Appreciation Week,657237.04,237,2773.15,519.21,4983.91
Levi's,Supermarkets ,Cyber Monday Mania,692468.29,242,2861.44,504.42,4987.49
Levi's,Supermarkets ,Deal of the Month,671526.09,232,2894.51,502.13,4973.22
Levi's,Supermarkets ,Double Points Bonanza,592921.37,211,2810.05,500.63,4989.35
Levi's,Supermarkets ,Early Bird Specials,596041.32,222,2684.87,501.24,4969.72
Levi's,Supermarkets ,End of Season Sale,680820.27,248,2745.24,517.03,4912.84
Levi's,Supermarkets ,Exclusive Insider Offers,634821.56,233,2724.56,504.62,4961.69
Levi's,Supermarkets ,Festive Fever Promo,657969.44,237,2776.24,524.93,4961.84
Levi's,Supermarkets ,Final Call Frenzy,651743.54,238,2738.42,514.60,4964.33
Levi's,Supermarkets ,Flash Frenzy Friday,668591.53,236,2833.01,579.34,4977.77
Levi's,Supermarkets ,"Gift More, Spend Less",602352.99,230,2618.93,501.94,4961.55
Levi's,Supermarkets ,Golden Hour Bargains,655696.77,232,2826.28,517.13,4969.80
Levi's,Supermarkets ,Green Weekend Deals,595399.32,222,2681.98,530.54,4982.11
Levi's,Supermarkets ,Happy Hour Discounts,586275.15,211,2778.56,518.75,4994.57
Levi's,Supermarkets ,Holiday Shopping Rush,625215.68,224,2791.14,506.38,4946.33
Levi's,Supermarkets ,Hot Picks Promo,637035.21,233,2734.06,500.12,4985.08
Levi's,Supermarkets ,Instant Gratification Sale,591973.82,208,2846.03,525.25,4992.16
Levi's,Supermarkets ,Limited Time Treasures,616549.55,231,2669.05,509.30,4987.04
Levi's,Supermarkets ,Loyalty Rewards Blast,608330.94,212,2869.49,533.70,4940.80
Levi's,Supermarkets ,Mega Weekend Bonanza,640961.28,236,2715.94,520.09,4984.20
Levi's,Supermarkets ,Mid-Year Madness,611876.10,233,2626.08,506.96,4989.93
Levi's,Supermarkets ,Midnight Madness,659820.29,246,2682.20,511.19,4972.96
Levi's,Supermarkets ,Mystery Discount Days,625050.70,225,2778.00,502.13,4999.85
Levi's,Supermarkets ,New Arrival Showcase,596724.29,229,2605.78,500.17,4976.30
Levi's,Supermarkets ,New Product Launch Promo,671604.54,240,2798.35,500.27,4977.94
Levi's,Supermarkets ,New Year Kickoff,608064.13,230,2643.76,519.75,4869.16
Levi's,Supermarkets ,Price Drop Parade,596818.73,210,2841.99,506.33,4974.06
Levi's,Supermarkets ,Red Tag Clearance,681142.85,241,2826.32,501.79,4985.45
Levi's,Supermarkets ,Seasonal Surprise Box,600064.14,222,2702.99,510.78,4979.76
Levi's,Supermarkets ,Shop & Save Spectacular,644821.75,234,2755.65,500.33,4988.37
Levi's,Supermarkets ,Smart Shopper Week,633978.05,226,2805.21,538.47,4996.33
Levi's,Supermarkets ,Spring Refresh Event,707322.90,253,2795.74,501.02,4988.69
Levi's,Supermarkets ,Spring Splash Discounts,663738.66,234,2836.49,600.46,4968.99
Levi's,Supermarkets ,Summer Sizzle Promo,615830.11,225,2737.02,508.47,4976.42
Levi's,Supermarkets ,Super Savings Week,687184.69,238,2887.33,513.72,4973.31
Levi's,Supermarkets ,Ultimate Value Event,664592.37,240,2769.13,513.61,4987.96
Levi's,Supermarkets ,VIP Access Sale,585162.68,213,2747.24,507.92,4974.45
Levi's,Supermarkets ,Weekend Warrior Specials,568246.37,207,2745.15,552.71,4953.54
Levi's,Supermarkets ,Winter Clearance Carnival,589880.32,213,2769.39,505.16,4959.11
Levi's,Supermarkets ,Winter Wonders Sale,680818.37,250,2723.27,521.06,4998.47
Nestle,Large Malls / Complexes,12 Days of Deals,654203.12,234,2795.74,518.82,4992.79
Nestle,Large Malls / Complexes,Autumn Deals Drive,555419.11,217,2559.54,508.79,4997.95
Nestle,Large Malls / Complexes,BOGO Blitz,549292.72,206,2666.47,507.32,4996.27
Nestle,Large Malls / Complexes,Back to School Boost,607900.67,211,2881.05,519.15,4999.06
Nestle,Large Malls / Complexes,Birthday Bash Sale,557315.19,199,2800.58,506.34,4970.11
Nestle,Large Malls / Complexes,Black Friday Blowout,542616.32,192,2826.13,531.74,4984.35
Nestle,Large Malls / Complexes,Cart Crasher Campaign,483035.83,187,2583.08,506.39,4972.72
Nestle,Large Malls / Complexes,Cashback Carnival,608679.15,213,2857.65,512.47,4986.04
Nestle,Large Malls / Complexes,Clearance Countdown,545010.05,203,2684.78,559.80,4935.56
Nestle,Large Malls / Complexes,Countdown to Savings,555436.81,208,2670.37,525.18,4910.21
Nestle,Large Malls / Complexes,Customer Appreciation Week,569608.28,203,2805.95,524.00,4991.68
Nestle,Large Malls / Complexes,Cyber Monday Mania,527227.75,197,2676.28,511.89,4998.08
Nestle,Large Malls / Complexes,Deal of the Month,568772.14,205,2774.50,508.61,4992.09
Nestle,Large Malls / Complexes,Double Points Bonanza,596206.50,205,2908.32,502.21,4955.52
Nestle,Large Malls / Complexes,Early Bird Specials,570099.68,203,2808.37,521.12,4973.79
Nestle,Large Malls / Complexes,End of Season Sale,532196.34,193,2757.49,500.36,4996.20
Nestle,Large Malls / Complexes,Exclusive Insider Offers,522444.24,198,2638.61,501.31,4999.92
Nestle,Large Malls / Complexes,Festive Fever Promo,585393.36,204,2869.58,505.30,4990.52
Nestle,Large Malls / Complexes,Final Call Frenzy,641230.97,221,2901.50,579.67,4968.70
Nestle,Large Malls / Complexes,Flash Frenzy Friday,536128.64,200,2680.64,519.46,4978.20
Nestle,Large Malls / Complexes,"Gift More, Spend Less",527401.94,192,2746.89,535.27,4993.41
Nestle,Large Malls / Complexes,Golden Hour Bargains,579017.53,216,2680.64,518.40,4997.02
Nestle,Large Malls / Complexes,Green Weekend Deals,591579.59,220,2689.00,519.55,4989.20
Nestle,Large Malls / Complexes,Happy Hour Discounts,559131.39,204,2740.84,513.29,4993.28
Nestle,Large Malls / Complexes,Holiday Shopping Rush,504709.58,182,2773.13,513.31,4999.39
Nestle,Large Malls / Complexes,Hot Picks Promo,579976.60,221,2624.33,531.06,4991.69
Nestle,Large Malls / Complexes,Instant Gratification Sale,535875.52,191,2805.63,552.91,4988.21
Nestle,Large Malls / Complexes,Limited Time Treasures,614477.52,219,2805.83,548.80,4939.57
Nestle,Large Malls / Complexes,Loyalty Rewards Blast,573167.91,200,2865.84,501.89,4995.71
Nestle,Large Malls / Complexes,Mega Weekend Bonanza,555635.49,201,2764.36,546.48,4996.99
Nestle,Large Malls / Complexes,Mid-Year Madness,584430.49,209,2796.32,502.46,4966.35
Nestle,Large Malls / Complexes,Midnight Madness,561124.39,210,2672.02,545.56,4997.31
Nestle,Large Malls / Complexes,Mystery Discount Days,611381.15,215,2843.63,585.81,4978.06
Nestle,Large Malls / Complexes,New Arrival Showcase,524209.19,191,2744.55,546.73,4992.67
Nestle,Large Malls / Complexes,New Product Launch Promo,669278.79,222,3014.77,525.02,4991.05
Nestle,Large Malls / Complexes,New Year Kickoff,481517.80,181,2660.32,551.07,4952.64
Nestle,Large Malls / Complexes,Price Drop Parade,554447.51,209,2652.86,504.57,4952.06
Nestle,Large Malls / Complexes,Red Tag Clearance,572464.19,207,2765.53,527.39,4994.41
Nestle,Large Malls / Complexes,Seasonal Surprise Box,580633.87,215,2700.62,502.74,4970.39
Nestle,Large Malls / Complexes,Shop & Save Spectacular,537495.07,197,2728.40,553.29,4995.39
Nestle,Large Malls / Complexes,Smart Shopper Week,573061.41,206,2781.85,508.76,4959.04
Nestle,Large Malls / Complexes,Spring Refresh Event,604590.41,218,2773.35,547.01,4998.26
Nestle,Large Malls / Complexes,Spring Splash Discounts,523028.33,197,2654.97,558.62,4998.53
Nestle,Large Malls / Complexes,Summer Sizzle Promo,466662.72,174,2681.97,501.06,4950.37
Nestle,Large Malls / Complexes,Super Savings Week,652699.67,238,2742.44,502.78,4998.49
Nestle,Large Malls / Complexes,Ultimate Value Event,626786.78,227,2761.18,502.89,4945.15
Nestle,Large Malls / Complexes,VIP Access Sale,528806.32,202,2617.85,508.66,4995.38
Nestle,Large Malls / Complexes,Weekend Warrior Specials,527469.45,193,2733.00,525.46,4971.12
Nestle,Large Malls / Complexes,Winter Clearance Carnival,573542.29,212,2705.39,517.90,4992.79
Nestle,Large Malls / Complexes,Winter Wonders Sale,573104.18,213,2690.63,533.33,4961.39
Nestle,Small Stores / Shops,12 Days of Deals,575241.88,208,2765.59,505.54,4974.60
Nestle,Small Stores / Shops,Autumn Deals Drive,722547.95,249,2901.80,500.76,4996.98
Nestle,Small Stores / Shops,BOGO Blitz,646818.89,221,2926.78,565.01,4996.36
Nestle,Small Stores / Shops,Back to School Boost,595187.78,232,2565.46,500.60,4985.68
Nestle,Small Stores / Shops,Birthday Bash Sale,630923.40,218,2894.14,504.67,4991.37
Nestle,Small Stores / Shops,Black Friday Blowout,674675.03,238,2834.77,505.61,4946.69
Nestle,Small Stores / Shops,Cart Crasher Campaign,605330.66,229,2643.37,511.13,4974.14
Nestle,Small Stores / Shops,Cashback Carnival,611114.74,218,2803.28,502.91,4967.55
Nestle,Small Stores / Shops,Clearance Countdown,581389.69,214,2716.77,520.41,4987.53
Nestle,Small Stores / Shops,Countdown to Savings,691758.43,241,2870.37,518.46,4996.32
Nestle,Small Stores / Shops,Customer Appreciation Week,680305.10,244,2788.14,511.44,4985.39
Nestle,Small Stores / Shops,Cyber Monday Mania,591645.19,210,2817.36,512.16,4977.87
Nestle,Small Stores / Shops,Deal of the Month,564348.73,197,2864.71,516.92,4980.84
Nestle,Small Stores / Shops,Double Points Bonanza,594385.93,222,2677.41,515.79,4955.16
Nestle,Small Stores / Shops,Early Bird Specials,610692.47,228,2678.48,514.86,4999.70
Nestle,Small Stores / Shops,End of Season Sale,621499.05,225,2762.22,513.52,4998.37
Nestle,Small Stores / Shops,Exclusive Insider Offers,603184.20,208,2899.92,528.22,4994.58
Nestle,Small Stores / Shops,Festive Fever Promo,504346.56,197,2560.13,502.53,4966.04
Nestle,Small Stores / Shops,Final Call Frenzy,660170.84,234,2821.24,610.70,4971.01
Nestle,Small Stores / Shops,Flash Frenzy Friday,610904.25,213,2868.10,536.13,4996.14
Nestle,Small Stores / Shops,"Gift More, Spend Less",575223.91,212,2713.32,521.94,4990.02
Nestle,Small Stores / Shops,Golden Hour Bargains,657187.23,243,2704.47,554.60,4984.25
Nestle,Small Stores / Shops,Green Weekend Deals,647022.40,219,2954.44,548.92,4986.13
Nestle,Small Stores / Shops,Happy Hour Discounts,593376.70,224,2649.00,528.28,4926.39
Nestle,Small Stores / Shops,Holiday Shopping Rush,551183.33,215,2563.64,524.81,4949.35
Nestle,Small Stores / Shops,Hot Picks Promo,636396.23,226,2815.91,519.38,4998.48
Nestle,Small Stores / Shops,Instant Gratification Sale,617416.86,223,2768.69,523.90,4977.48
Nestle,Small Stores / Shops,Limited Time Treasures,567135.42,214,2650.17,510.30,4987.05
Nestle,Small Stores / Shops,Loyalty Rewards Blast,683651.57,240,2848.55,540.04,4995.57
Nestle,Small Stores / Shops,Mega Weekend Bonanza,625488.14,228,2743.37,506.20,4983.94
Nestle,Small Stores / Shops,Mid-Year Madness,725397.13,258,2811.62,505.58,4990.79
