category,customer_segment,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Furniture,High Value,Senior Salesperson,Back to School Boost,178581.28,60,2976.35,505.83,4920.11
Furniture,High Value,Senior Salesperson,Birthday Bash Sale,219486.63,80,2743.58,567.82,4964.82
Furniture,High Value,Senior Salesperson,Black Friday Blowout,249864.74,81,3084.75,504.85,4989.76
Furniture,High Value,Senior Salesperson,Cart Crasher Campaign,214280.62,74,2895.68,643.24,4965.48
Furniture,High Value,Senior Salesperson,Cashback Carnival,188701.85,74,2550.02,503.76,4829.61
Furniture,High Value,Senior Salesperson,Clearance Countdown,203793.15,77,2646.66,511.76,4799.18
Furniture,High Value,Senior Salesperson,Countdown to Savings,143357.75,54,2654.77,666.23,4879.75
Furniture,High Value,Senior Salesperson,Customer Appreciation Week,199389.87,68,2932.20,632.32,4985.04
Furniture,High Value,Senior Salesperson,Cyber Monday Mania,249757.68,90,2775.09,582.56,4966.63
Furniture,High Value,Senior Salesperson,Deal of the Month,212345.87,77,2757.74,528.65,4923.95
Furniture,High Value,Senior Salesperson,Double Points Bonanza,219589.72,80,2744.87,608.41,4930.18
Furniture,High Value,Senior Salesperson,Early Bird Specials,211215.94,78,2707.90,664.35,4933.93
Furniture,High Value,Senior Salesperson,End of Season Sale,210422.30,79,2663.57,633.18,4989.62
Furniture,High Value,Senior Salesperson,Exclusive Insider Offers,233823.32,83,2817.15,539.93,4957.31
Furniture,High Value,Senior Salesperson,Festive Fever Promo,201988.23,76,2657.74,524.62,4991.65
Furniture,High Value,Senior Salesperson,Final Call Frenzy,198117.13,72,2751.63,523.64,4914.86
Furniture,High Value,Senior Salesperson,Flash Frenzy Friday,196759.74,73,2695.34,528.30,4992.73
Furniture,High Value,Senior Salesperson,"Gift More, Spend Less",195043.41,75,2600.58,508.69,4998.32
Furniture,High Value,Senior Salesperson,Golden Hour Bargains,234080.87,85,2753.89,551.13,4963.54
Furniture,High Value,Senior Salesperson,Green Weekend Deals,216663.35,86,2519.34,623.91,4950.18
Furniture,High Value,Senior Salesperson,Happy Hour Discounts,236330.62,85,2780.36,540.62,4997.56
Furniture,High Value,Senior Salesperson,Holiday Shopping Rush,245815.54,85,2891.95,651.32,4933.10
Furniture,High Value,Senior Salesperson,Hot Picks Promo,246035.00,82,3000.43,750.49,4937.92
Furniture,High Value,Senior Salesperson,Instant Gratification Sale,200219.55,79,2534.42,617.56,4889.68
Furniture,High Value,Senior Salesperson,Limited Time Treasures,163342.00,65,2512.95,506.57,4972.24
Furniture,High Value,Senior Salesperson,Loyalty Rewards Blast,240930.12,83,2902.77,603.51,4997.60
Furniture,High Value,Senior Salesperson,Mega Weekend Bonanza,230821.18,84,2747.87,507.54,4721.62
Furniture,High Value,Senior Salesperson,Mid-Year Madness,234725.83,81,2897.85,518.75,4940.57
Furniture,High Value,Senior Salesperson,Midnight Madness,251532.85,91,2764.10,561.87,4992.67
Furniture,High Value,Senior Salesperson,Mystery Discount Days,230019.77,82,2805.12,502.33,4985.71
Furniture,High Value,Senior Salesperson,New Arrival Showcase,246112.79,88,2796.74,519.21,4995.42
Furniture,High Value,Senior Salesperson,New Product Launch Promo,198783.44,74,2686.26,507.73,4680.42
Furniture,High Value,Senior Salesperson,New Year Kickoff,199312.20,76,2622.53,507.32,4994.30
Furniture,High Value,Senior Salesperson,Price Drop Parade,200046.16,72,2778.42,567.28,4684.76
Furniture,High Value,Senior Salesperson,Red Tag Clearance,242524.01,91,2665.10,501.29,4999.64
Furniture,High Value,Senior Salesperson,Seasonal Surprise Box,163990.87,69,2376.68,539.24,4953.38
Furniture,High Value,Senior Salesperson,Shop & Save Spectacular,181890.55,69,2636.09,686.60,4973.80
Furniture,High Value,Senior Salesperson,Smart Shopper Week,247525.15,93,2661.56,552.35,4945.66
Furniture,High Value,Senior Salesperson,Spring Refresh Event,232317.69,77,3017.11,555.80,4930.56
Furniture,High Value,Senior Salesperson,Spring Splash Discounts,236798.30,80,2959.98,610.01,4973.77
Furniture,High Value,Senior Salesperson,Summer Sizzle Promo,243571.24,86,2832.22,520.97,4961.33
Furniture,High Value,Senior Salesperson,Super Savings Week,262255.27,88,2980.17,540.00,4980.21
Furniture,High Value,Senior Salesperson,Ultimate Value Event,194974.05,72,2707.97,542.44,4983.36
Furniture,High Value,Senior Salesperson,VIP Access Sale,169091.90,66,2562.00,575.86,4890.70
Furniture,High Value,Senior Salesperson,Weekend Warrior Specials,208989.07,78,2679.35,501.39,4962.75
Furniture,High Value,Senior Salesperson,Winter Clearance Carnival,222123.78,79,2811.69,516.64,4887.57
Furniture,High Value,Senior Salesperson,Winter Wonders Sale,193333.18,73,2648.40,572.84,4991.52
Furniture,In-Store Regular,Manager,12 Days of Deals,211378.97,77,2745.18,563.60,4951.91
Furniture,In-Store Regular,Manager,Autumn Deals Drive,242210.30,89,2721.46,632.84,4994.21
Furniture,In-Store Regular,Manager,BOGO Blitz,269633.80,98,2751.37,523.54,4990.46
Furniture,In-Store Regular,Manager,Back to School Boost,191034.23,72,2653.25,567.19,4716.06
Furniture,In-Store Regular,Manager,Birthday Bash Sale,211914.32,76,2788.35,537.64,4895.86
Furniture,In-Store Regular,Manager,Black Friday Blowout,200249.75,73,2743.15,726.71,4998.42
Furniture,In-Store Regular,Manager,Cart Crasher Campaign,235729.52,82,2874.75,604.38,4993.08
Furniture,In-Store Regular,Manager,Cashback Carnival,216679.11,81,2675.05,575.56,4982.35
Furniture,In-Store Regular,Manager,Clearance Countdown,232685.75,84,2770.07,500.68,4985.80
Furniture,In-Store Regular,Manager,Countdown to Savings,186368.09,68,2740.71,569.65,4949.14
Furniture,In-Store Regular,Manager,Customer Appreciation Week,181762.50,70,2596.61,519.37,4760.97
Furniture,In-Store Regular,Manager,Cyber Monday Mania,193314.62,70,2761.64,518.33,4934.34
Furniture,In-Store Regular,Manager,Deal of the Month,259593.65,89,2916.78,547.37,4932.28
Furniture,In-Store Regular,Manager,Double Points Bonanza,286629.40,89,3220.56,535.31,4993.12
Furniture,In-Store Regular,Manager,Early Bird Specials,237558.23,87,2730.55,550.84,4833.99
Furniture,In-Store Regular,Manager,End of Season Sale,213165.54,77,2768.38,575.54,4913.36
Furniture,In-Store Regular,Manager,Exclusive Insider Offers,206526.11,73,2829.12,556.28,4964.31
Furniture,In-Store Regular,Manager,Festive Fever Promo,260406.96,88,2959.17,500.07,4907.80
Furniture,In-Store Regular,Manager,Final Call Frenzy,198253.75,74,2679.10,619.58,4775.37
Furniture,In-Store Regular,Manager,Flash Frenzy Friday,252549.04,87,2902.86,517.48,4995.61
Furniture,In-Store Regular,Manager,"Gift More, Spend Less",180185.03,68,2649.78,647.40,4928.30
Furniture,In-Store Regular,Manager,Golden Hour Bargains,244316.01,91,2684.79,521.20,4940.98
Furniture,In-Store Regular,Manager,Green Weekend Deals,223175.27,79,2825.00,708.89,4988.23
Furniture,In-Store Regular,Manager,Happy Hour Discounts,244312.06,81,3016.20,583.66,4862.77
Furniture,In-Store Regular,Manager,Holiday Shopping Rush,224097.63,84,2667.83,550.72,4983.44
Furniture,In-Store Regular,Manager,Hot Picks Promo,223358.57,86,2597.19,502.87,4986.56
Furniture,In-Store Regular,Manager,Instant Gratification Sale,192032.52,75,2560.43,579.34,4979.76
Furniture,In-Store Regular,Manager,Limited Time Treasures,218347.67,81,2695.65,567.06,4901.78
Furniture,In-Store Regular,Manager,Loyalty Rewards Blast,244764.25,82,2984.93,553.54,4965.24
Furniture,In-Store Regular,Manager,Mega Weekend Bonanza,273371.91,95,2877.60,573.08,4873.37
Furniture,In-Store Regular,Manager,Mid-Year Madness,198419.24,75,2645.59,557.07,4888.47
Furniture,In-Store Regular,Manager,Midnight Madness,229459.80,83,2764.58,533.25,4986.82
Furniture,In-Store Regular,Manager,Mystery Discount Days,212422.27,82,2590.52,526.34,4797.60
Furniture,In-Store Regular,Manager,New Arrival Showcase,225247.35,76,2963.78,536.19,4940.58
Furniture,In-Store Regular,Manager,New Product Launch Promo,260220.96,96,2710.64,510.34,4930.03
Furniture,In-Store Regular,Manager,New Year Kickoff,200001.51,78,2564.12,505.38,4930.08
Furniture,In-Store Regular,Manager,Price Drop Parade,240287.23,86,2794.04,541.58,4977.59
Furniture,In-Store Regular,Manager,Red Tag Clearance,159740.99,60,2662.35,518.84,4774.82
Furniture,In-Store Regular,Manager,Seasonal Surprise Box,186680.45,75,2489.07,516.46,4879.56
Furniture,In-Store Regular,Manager,Shop & Save Spectacular,249188.73,86,2897.54,507.30,4868.98
Furniture,In-Store Regular,Manager,Smart Shopper Week,226255.72,73,3099.39,556.83,4964.93
Furniture,In-Store Regular,Manager,Spring Refresh Event,260427.96,86,3028.23,605.40,4965.85
Furniture,In-Store Regular,Manager,Spring Splash Discounts,202513.57,75,2700.18,589.21,4865.23
Furniture,In-Store Regular,Manager,Summer Sizzle Promo,205756.34,80,2571.95,585.70,4887.83
Furniture,In-Store Regular,Manager,Super Savings Week,215291.45,81,2657.92,530.31,4891.12
Furniture,In-Store Regular,Manager,Ultimate Value Event,204848.32,78,2626.26,677.34,4985.73
Furniture,In-Store Regular,Manager,VIP Access Sale,248712.98,88,2826.28,506.27,4963.14
Furniture,In-Store Regular,Manager,Weekend Warrior Specials,240988.11,80,3012.35,587.67,4938.10
Furniture,In-Store Regular,Manager,Winter Clearance Carnival,196336.42,71,2765.30,567.70,4938.69
Furniture,In-Store Regular,Manager,Winter Wonders Sale,213628.72,82,2605.23,544.33,4932.49
Furniture,In-Store Regular,Sales Associate,12 Days of Deals,197382.26,78,2530.54,522.57,4966.77
Furniture,In-Store Regular,Sales Associate,Autumn Deals Drive,291795.01,108,2701.81,503.92,4949.09
Furniture,In-Store Regular,Sales Associate,BOGO Blitz,241700.84,100,2417.01,546.53,4970.76
Furniture,In-Store Regular,Sales Associate,Back to School Boost,230359.88,87,2647.81,551.99,4970.24
Furniture,In-Store Regular,Sales Associate,Birthday Bash Sale,242420.86,91,2663.97,522.72,4901.38
Furniture,In-Store Regular,Sales Associate,Black Friday Blowout,297192.43,98,3032.58,538.12,4958.84
Furniture,In-Store Regular,Sales Associate,Cart Crasher Campaign,261895.52,96,2728.08,514.16,4962.28
Furniture,In-Store Regular,Sales Associate,Cashback Carnival,271713.30,100,2717.13,517.68,4993.83
Furniture,In-Store Regular,Sales Associate,Clearance Countdown,240555.07,84,2863.75,630.19,4969.26
Furniture,In-Store Regular,Sales Associate,Countdown to Savings,223087.21,82,2720.58,556.44,4885.58
Furniture,In-Store Regular,Sales Associate,Customer Appreciation Week,223096.93,92,2424.97,540.54,4879.63
Furniture,In-Store Regular,Sales Associate,Cyber Monday Mania,215467.06,76,2835.09,655.80,4986.05
Furniture,In-Store Regular,Sales Associate,Deal of the Month,269702.97,95,2838.98,528.16,4959.13
Furniture,In-Store Regular,Sales Associate,Double Points Bonanza,228443.01,75,3045.91,692.02,4975.26
Furniture,In-Store Regular,Sales Associate,Early Bird Specials,250139.78,91,2748.79,513.51,4939.69
Furniture,In-Store Regular,Sales Associate,End of Season Sale,259581.28,96,2703.97,556.99,4948.93
Furniture,In-Store Regular,Sales Associate,Exclusive Insider Offers,251765.97,89,2828.83,524.05,4953.99
Furniture,In-Store Regular,Sales Associate,Festive Fever Promo,257926.52,95,2715.02,563.44,4851.34
Furniture,In-Store Regular,Sales Associate,Final Call Frenzy,248361.17,96,2587.10,596.96,4998.78
Furniture,In-Store Regular,Sales Associate,Flash Frenzy Friday,265995.01,95,2799.95,551.46,4943.31
Furniture,In-Store Regular,Sales Associate,"Gift More, Spend Less",299299.47,102,2934.31,537.43,4963.28
Furniture,In-Store Regular,Sales Associate,Golden Hour Bargains,199846.00,71,2814.73,657.54,4881.12
Furniture,In-Store Regular,Sales Associate,Green Weekend Deals,252895.70,89,2841.52,760.07,4906.21
Furniture,In-Store Regular,Sales Associate,Happy Hour Discounts,296567.37,100,2965.67,500.31,4996.28
Furniture,In-Store Regular,Sales Associate,Holiday Shopping Rush,246835.12,87,2837.19,637.10,4971.19
Furniture,In-Store Regular,Sales Associate,Hot Picks Promo,245406.83,92,2667.47,526.55,4865.81
Furniture,In-Store Regular,Sales Associate,Instant Gratification Sale,236622.75,81,2921.27,557.15,4954.23
Furniture,In-Store Regular,Sales Associate,Limited Time Treasures,250387.21,93,2692.34,531.60,4940.90
Furniture,In-Store Regular,Sales Associate,Loyalty Rewards Blast,281661.45,101,2788.73,500.57,4979.32
Furniture,In-Store Regular,Sales Associate,Mega Weekend Bonanza,228866.74,86,2661.24,522.03,4970.29
Furniture,In-Store Regular,Sales Associate,Mid-Year Madness,209436.50,79,2651.09,564.18,4973.50
Furniture,In-Store Regular,Sales Associate,Midnight Madness,229708.81,81,2835.91,531.02,4981.58
Furniture,In-Store Regular,Sales Associate,Mystery Discount Days,241376.33,88,2742.91,531.22,4958.76
Furniture,In-Store Regular,Sales Associate,New Arrival Showcase,206976.14,71,2915.16,576.27,4914.79
Furniture,In-Store Regular,Sales Associate,New Product Launch Promo,261929.03,96,2728.43,555.45,4928.79
Furniture,In-Store Regular,Sales Associate,New Year Kickoff,274779.59,92,2986.73,585.40,4977.13
Furniture,In-Store Regular,Sales Associate,Price Drop Parade,264292.31,92,2872.74,524.69,4974.07
Furniture,In-Store Regular,Sales Associate,Red Tag Clearance,220000.68,81,2716.06,539.33,4910.12
Furniture,In-Store Regular,Sales Associate,Seasonal Surprise Box,231435.30,87,2660.18,519.55,4932.36
Furniture,In-Store Regular,Sales Associate,Shop & Save Spectacular,192442.55,71,2710.46,634.96,4928.66
Furniture,In-Store Regular,Sales Associate,Smart Shopper Week,208026.44,79,2633.25,508.73,4994.01
Furniture,In-Store Regular,Sales Associate,Spring Refresh Event,253549.12,91,2786.25,519.15,4989.36
Furniture,In-Store Regular,Sales Associate,Spring Splash Discounts,277954.23,102,2725.04,522.23,4973.03
Furniture,In-Store Regular,Sales Associate,Summer Sizzle Promo,256299.77,92,2785.87,547.83,4882.18
Furniture,In-Store Regular,Sales Associate,Super Savings Week,215067.98,78,2757.28,513.58,4980.44
Furniture,In-Store Regular,Sales Associate,Ultimate Value Event,247880.03,92,2694.35,506.12,4964.90
Furniture,In-Store Regular,Sales Associate,VIP Access Sale,196804.06,77,2555.90,508.01,4791.42
Furniture,In-Store Regular,Sales Associate,Weekend Warrior Specials,235873.74,76,3103.60,629.96,4996.77
Furniture,In-Store Regular,Sales Associate,Winter Clearance Carnival,277590.04,103,2695.05,554.60,4998.82
Furniture,In-Store Regular,Sales Associate,Winter Wonders Sale,235506.51,83,2837.43,516.58,4936.48
Furniture,In-Store Regular,Salesperson,12 Days of Deals,261804.34,87,3009.25,522.59,4912.60
Furniture,In-Store Regular,Salesperson,Autumn Deals Drive,259394.03,94,2759.51,559.72,4966.29
Furniture,In-Store Regular,Salesperson,BOGO Blitz,233572.59,87,2684.74,542.34,4948.03
Furniture,In-Store Regular,Salesperson,Back to School Boost,227564.81,87,2615.69,644.69,4948.70
Furniture,In-Store Regular,Salesperson,Birthday Bash Sale,239447.07,88,2720.99,513.51,4913.08
Furniture,In-Store Regular,Salesperson,Black Friday Blowout,297990.49,101,2950.40,576.62,4990.25
Furniture,In-Store Regular,Salesperson,Cart Crasher Campaign,278766.13,99,2815.82,555.42,4950.00
Furniture,In-Store Regular,Salesperson,Cashback Carnival,217168.62,75,2895.58,566.59,4958.44
Furniture,In-Store Regular,Salesperson,Clearance Countdown,258211.26,90,2869.01,534.77,4979.50
Furniture,In-Store Regular,Salesperson,Countdown to Savings,184085.56,72,2556.74,517.78,4878.60
Furniture,In-Store Regular,Salesperson,Customer Appreciation Week,171057.86,66,2591.79,614.94,4933.60
Furniture,In-Store Regular,Salesperson,Cyber Monday Mania,228141.19,86,2652.80,535.71,4988.02
Furniture,In-Store Regular,Salesperson,Deal of the Month,239091.86,84,2846.33,595.24,4982.45
Furniture,In-Store Regular,Salesperson,Double Points Bonanza,179548.27,67,2679.82,614.51,4989.49
Furniture,In-Store Regular,Salesperson,Early Bird Specials,252394.46,92,2743.42,536.38,4920.66
Furniture,In-Store Regular,Salesperson,End of Season Sale,209761.11,74,2834.61,581.68,4942.59
Furniture,In-Store Regular,Salesperson,Exclusive Insider Offers,228522.61,77,2967.83,529.13,4903.32
Furniture,In-Store Regular,Salesperson,Festive Fever Promo,243134.79,92,2642.77,509.05,4818.69
Furniture,In-Store Regular,Salesperson,Final Call Frenzy,221482.12,84,2636.69,501.98,4915.70
Furniture,In-Store Regular,Salesperson,Flash Frenzy Friday,204817.13,81,2528.61,505.68,4959.58
Furniture,In-Store Regular,Salesperson,"Gift More, Spend Less",273027.53,99,2757.85,507.61,4888.55
Furniture,In-Store Regular,Salesperson,Golden Hour Bargains,186751.62,67,2787.34,552.18,4909.62
Furniture,In-Store Regular,Salesperson,Green Weekend Deals,236644.69,88,2689.14,692.18,4960.27
Furniture,In-Store Regular,Salesperson,Happy Hour Discounts,231542.01,87,2661.40,501.91,4923.23
Furniture,In-Store Regular,Salesperson,Holiday Shopping Rush,193137.21,73,2645.72,559.36,4984.48
Furniture,In-Store Regular,Salesperson,Hot Picks Promo,236943.27,83,2854.74,584.47,4995.54
Furniture,In-Store Regular,Salesperson,Instant Gratification Sale,230965.47,81,2851.43,503.70,4936.53
Furniture,In-Store Regular,Salesperson,Limited Time Treasures,282635.99,106,2666.38,510.86,4975.18
Furniture,In-Store Regular,Salesperson,Loyalty Rewards Blast,225049.45,84,2679.16,570.07,4941.97
Furniture,In-Store Regular,Salesperson,Mega Weekend Bonanza,240807.01,91,2646.23,537.92,4950.70
Furniture,In-Store Regular,Salesperson,Mid-Year Madness,249060.40,86,2896.05,704.39,4877.47
Furniture,In-Store Regular,Salesperson,Midnight Madness,251326.10,87,2888.81,558.47,4969.11
Furniture,In-Store Regular,Salesperson,Mystery Discount Days,206876.85,79,2618.69,569.70,4981.33
Furniture,In-Store Regular,Salesperson,New Arrival Showcase,203261.10,78,2605.91,552.32,4981.90
Furniture,In-Store Regular,Salesperson,New Product Launch Promo,187647.45,77,2436.98,547.09,4996.63
Furniture,In-Store Regular,Salesperson,New Year Kickoff,228187.24,81,2817.13,506.98,4900.89
Furniture,In-Store Regular,Salesperson,Price Drop Parade,250092.48,93,2689.17,521.21,4992.90
Furniture,In-Store Regular,Salesperson,Red Tag Clearance,261587.21,91,2874.58,604.37,4906.88
Furniture,In-Store Regular,Salesperson,Seasonal Surprise Box,319424.42,120,2661.87,513.76,4996.39
Furniture,In-Store Regular,Salesperson,Shop & Save Spectacular,284667.17,98,2904.77,597.67,4989.70
Furniture,In-Store Regular,Salesperson,Smart Shopper Week,183487.06,69,2659.23,523.04,4873.82
Furniture,In-Store Regular,Salesperson,Spring Refresh Event,281382.49,99,2842.25,519.56,4943.47
Furniture,In-Store Regular,Salesperson,Spring Splash Discounts,249751.42,84,2973.23,512.40,4973.04
Furniture,In-Store Regular,Salesperson,Summer Sizzle Promo,242771.47,90,2697.46,546.51,4878.37
Furniture,In-Store Regular,Salesperson,Super Savings Week,219254.71,83,2641.62,508.26,4957.76
Furniture,In-Store Regular,Salesperson,Ultimate Value Event,257943.02,85,3034.62,639.74,4968.84
Furniture,In-Store Regular,Salesperson,VIP Access Sale,201388.79,77,2615.44,549.68,4920.61
Furniture,In-Store Regular,Salesperson,Weekend Warrior Specials,230980.24,78,2961.29,520.87,4997.30
Furniture,In-Store Regular,Salesperson,Winter Clearance Carnival,218049.17,74,2946.61,572.43,4914.83
Furniture,In-Store Regular,Salesperson,Winter Wonders Sale,274149.67,97,2826.29,514.12,4854.42
Furniture,In-Store Regular,Senior Salesperson,12 Days of Deals,157661.03,51,3091.39,655.20,4998.58
Furniture,In-Store Regular,Senior Salesperson,Autumn Deals Drive,181577.02,70,2593.96,549.90,4858.14
Furniture,In-Store Regular,Senior Salesperson,BOGO Blitz,183500.19,63,2912.70,517.35,4975.58
Furniture,In-Store Regular,Senior Salesperson,Back to School Boost,191534.98,71,2697.68,561.34,4976.00
Furniture,In-Store Regular,Senior Salesperson,Birthday Bash Sale,155208.03,63,2463.62,541.61,4670.06
Furniture,In-Store Regular,Senior Salesperson,Black Friday Blowout,245031.51,86,2849.20,535.42,4978.12
Furniture,In-Store Regular,Senior Salesperson,Cart Crasher Campaign,232100.44,80,2901.26,513.40,4979.28
Furniture,In-Store Regular,Senior Salesperson,Cashback Carnival,210602.48,80,2632.53,505.82,4974.87
Furniture,In-Store Regular,Senior Salesperson,Clearance Countdown,234376.11,85,2757.37,542.56,4930.66
Furniture,In-Store Regular,Senior Salesperson,Countdown to Savings,189965.70,67,2835.31,591.71,4895.17
Furniture,In-Store Regular,Senior Salesperson,Customer Appreciation Week,195509.36,82,2384.26,520.24,4980.62
Furniture,In-Store Regular,Senior Salesperson,Cyber Monday Mania,188751.04,73,2585.63,561.75,4875.33
Furniture,In-Store Regular,Senior Salesperson,Deal of the Month,188094.67,70,2687.07,503.22,4925.96
Furniture,In-Store Regular,Senior Salesperson,Double Points Bonanza,206653.91,74,2792.62,572.05,4980.78
Furniture,In-Store Regular,Senior Salesperson,Early Bird Specials,186138.32,70,2659.12,508.32,4985.13
Furniture,In-Store Regular,Senior Salesperson,End of Season Sale,235814.83,79,2985.00,547.34,4986.18
Furniture,In-Store Regular,Senior Salesperson,Exclusive Insider Offers,215769.73,77,2802.20,515.52,4968.59
Furniture,In-Store Regular,Senior Salesperson,Festive Fever Promo,202982.63,73,2780.58,535.72,4935.53
Furniture,In-Store Regular,Senior Salesperson,Final Call Frenzy,156661.05,61,2568.21,568.51,4926.01
Furniture,In-Store Regular,Senior Salesperson,Flash Frenzy Friday,243390.51,80,3042.38,504.49,4995.77
Furniture,In-Store Regular,Senior Salesperson,"Gift More, Spend Less",192880.59,70,2755.44,625.90,4811.78
Furniture,In-Store Regular,Senior Salesperson,Golden Hour Bargains,205005.98,73,2808.30,513.37,4977.23
Furniture,In-Store Regular,Senior Salesperson,Green Weekend Deals,220728.30,74,2982.81,533.64,4986.03
Furniture,In-Store Regular,Senior Salesperson,Happy Hour Discounts,215390.71,73,2950.56,629.65,4964.77
Furniture,In-Store Regular,Senior Salesperson,Holiday Shopping Rush,199426.23,73,2731.87,663.62,4977.97
Furniture,In-Store Regular,Senior Salesperson,Hot Picks Promo,218975.51,77,2843.84,509.80,4955.61
Furniture,In-Store Regular,Senior Salesperson,Instant Gratification Sale,219482.87,82,2676.62,529.10,4976.43
Furniture,In-Store Regular,Senior Salesperson,Limited Time Treasures,188028.41,76,2474.06,503.33,4886.59
Furniture,In-Store Regular,Senior Salesperson,Loyalty Rewards Blast,193108.63,73,2645.32,588.42,4919.33
Furniture,In-Store Regular,Senior Salesperson,Mega Weekend Bonanza,206218.72,77,2678.17,516.08,4961.29
Furniture,In-Store Regular,Senior Salesperson,Mid-Year Madness,209633.03,72,2911.57,818.41,4949.66
Furniture,In-Store Regular,Senior Salesperson,Midnight Madness,257625.65,88,2927.56,540.56,4908.07
Furniture,In-Store Regular,Senior Salesperson,Mystery Discount Days,200304.03,74,2706.81,589.51,4977.60
Furniture,In-Store Regular,Senior Salesperson,New Arrival Showcase,186077.31,69,2696.77,713.00,4926.92
Furniture,In-Store Regular,Senior Salesperson,New Product Launch Promo,225894.25,78,2896.08,555.70,4976.55
Furniture,In-Store Regular,Senior Salesperson,New Year Kickoff,238705.72,86,2775.65,561.19,4989.93
Furniture,In-Store Regular,Senior Salesperson,Price Drop Parade,229206.81,80,2865.09,500.06,4972.29
Furniture,In-Store Regular,Senior Salesperson,Red Tag Clearance,197546.17,71,2782.34,582.41,4950.07
Furniture,In-Store Regular,Senior Salesperson,Seasonal Surprise Box,201987.64,67,3014.74,507.99,4933.35
Furniture,In-Store Regular,Senior Salesperson,Shop & Save Spectacular,185384.61,62,2990.07,832.14,4937.67
Furniture,In-Store Regular,Senior Salesperson,Smart Shopper Week,219252.49,79,2775.35,592.49,4980.53
Furniture,In-Store Regular,Senior Salesperson,Spring Refresh Event,138394.11,52,2661.43,522.58,4998.45
Furniture,In-Store Regular,Senior Salesperson,Spring Splash Discounts,200324.72,69,2903.26,597.10,4948.30
Furniture,In-Store Regular,Senior Salesperson,Summer Sizzle Promo,178115.67,68,2619.35,517.05,4953.21
Furniture,In-Store Regular,Senior Salesperson,Super Savings Week,160195.87,65,2464.55,545.74,4963.87
Furniture,In-Store Regular,Senior Salesperson,Ultimate Value Event,201482.37,70,2878.32,517.68,4979.40
Furniture,In-Store Regular,Senior Salesperson,VIP Access Sale,200996.36,72,2791.62,573.23,4995.75
Furniture,In-Store Regular,Senior Salesperson,Weekend Warrior Specials,243463.27,92,2646.34,525.61,4963.85
Furniture,In-Store Regular,Senior Salesperson,Winter Clearance Carnival,200001.92,70,2857.17,513.27,4960.39
Furniture,In-Store Regular,Senior Salesperson,Winter Wonders Sale,211624.18,84,2519.34,516.64,4798.87
Furniture,Loyal Customer,Manager,12 Days of Deals,230462.87,86,2679.80,527.66,4865.56
Furniture,Loyal Customer,Manager,Autumn Deals Drive,233871.31,87,2688.18,541.23,4872.74
Furniture,Loyal Customer,Manager,BOGO Blitz,268703.44,101,2660.43,561.99,4968.20
Furniture,Loyal Customer,Manager,Back to School Boost,233840.54,90,2598.23,539.67,4988.37
Furniture,Loyal Customer,Manager,Birthday Bash Sale,178446.03,69,2586.17,534.97,4789.66
Furniture,Loyal Customer,Manager,Black Friday Blowout,309637.94,111,2789.53,536.84,4956.42
Furniture,Loyal Customer,Manager,Cart Crasher Campaign,224567.04,86,2611.24,658.88,4969.32
Furniture,Loyal Customer,Manager,Cashback Carnival,220660.88,82,2690.99,531.14,4979.95
Furniture,Loyal Customer,Manager,Clearance Countdown,237363.37,86,2760.04,595.63,4993.94
Furniture,Loyal Customer,Manager,Countdown to Savings,272274.45,102,2669.36,553.05,4978.81
Furniture,Loyal Customer,Manager,Customer Appreciation Week,227712.84,82,2776.99,510.46,4804.44
Furniture,Loyal Customer,Manager,Cyber Monday Mania,220098.00,80,2751.23,634.64,4804.54
Furniture,Loyal Customer,Manager,Deal of the Month,213468.97,75,2846.25,560.96,4923.87
Furniture,Loyal Customer,Manager,Double Points Bonanza,250959.41,97,2587.21,526.68,4922.25
Furniture,Loyal Customer,Manager,Early Bird Specials,271935.15,97,2803.46,612.80,4996.61
Furniture,Loyal Customer,Manager,End of Season Sale,207635.81,77,2696.57,572.97,4975.41
Furniture,Loyal Customer,Manager,Exclusive Insider Offers,248881.18,86,2893.97,528.63,4904.02
Furniture,Loyal Customer,Manager,Festive Fever Promo,266678.54,97,2749.26,508.28,4925.45
Furniture,Loyal Customer,Manager,Final Call Frenzy,246946.33,81,3048.72,542.94,4987.08
Furniture,Loyal Customer,Manager,Flash Frenzy Friday,248259.20,93,2669.45,503.14,4945.88
Furniture,Loyal Customer,Manager,"Gift More, Spend Less",218587.63,79,2766.93,591.83,4978.60
Furniture,Loyal Customer,Manager,Golden Hour Bargains,262343.41,100,2623.43,610.46,4938.47
Furniture,Loyal Customer,Manager,Green Weekend Deals,189528.18,71,2669.41,575.09,4809.56
Furniture,Loyal Customer,Manager,Happy Hour Discounts,189734.21,76,2496.50,549.23,4915.92
Furniture,Loyal Customer,Manager,Holiday Shopping Rush,201744.23,75,2689.92,550.85,4856.80
Furniture,Loyal Customer,Manager,Hot Picks Promo,243535.96,90,2705.96,506.63,4992.50
Furniture,Loyal Customer,Manager,Instant Gratification Sale,300952.38,105,2866.21,555.91,4965.71
Furniture,Loyal Customer,Manager,Limited Time Treasures,211726.40,80,2646.58,605.66,4898.68
Furniture,Loyal Customer,Manager,Loyalty Rewards Blast,243797.89,88,2770.43,506.20,4886.90
Furniture,Loyal Customer,Manager,Mega Weekend Bonanza,210246.30,78,2695.47,517.92,4888.22
