customer_segment,store_type,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
First-time Buyer,Supermarkets ,Countdown to Savings,1929729.54,707,2729.46,500.09,4998.86
First-time Buyer,Supermarkets ,Customer Appreciation Week,1924924.65,704,2734.27,502.81,4999.02
First-time Buyer,Supermarkets ,Cyber Monday Mania,1835550.96,664,2764.38,516.57,4998.69
First-time Buyer,Supermarkets ,Deal of the Month,1923485.30,699,2751.77,520.13,4999.96
First-time Buyer,Supermarkets ,Double Points Bonanza,1913553.16,687,2785.38,500.63,4985.88
First-time Buyer,Supermarkets ,Early Bird Specials,1863411.12,668,2789.54,501.84,4996.80
First-time Buyer,Supermarkets ,End of Season Sale,1961977.19,712,2755.59,503.46,4997.30
First-time Buyer,Supermarkets ,Exclusive Insider Offers,2027281.07,725,2796.25,512.76,4998.36
First-time Buyer,Supermarkets ,Festive Fever Promo,1893284.90,689,2747.87,501.65,4987.38
First-time Buyer,Supermarkets ,Final Call Frenzy,1854097.37,678,2734.66,501.90,4998.53
First-time Buyer,Supermarkets ,Flash Frenzy Friday,1836966.28,658,2791.74,503.51,4995.90
First-time Buyer,Supermarkets ,"Gift More, Spend Less",1883733.76,672,2803.18,512.89,4991.79
First-time Buyer,Supermarkets ,Golden Hour Bargains,1921481.37,683,2813.30,506.16,4995.89
First-time Buyer,Supermarkets ,Green Weekend Deals,1993904.47,721,2765.47,504.35,4999.98
First-time Buyer,Supermarkets ,Happy Hour Discounts,1809469.13,661,2737.47,508.35,4994.66
First-time Buyer,Supermarkets ,Holiday Shopping Rush,1941493.61,710,2734.50,515.16,4999.67
First-time Buyer,Supermarkets ,Hot Picks Promo,1848386.16,693,2667.22,507.08,4999.88
First-time Buyer,Supermarkets ,Instant Gratification Sale,1843483.65,671,2747.37,501.99,4968.47
First-time Buyer,Supermarkets ,Limited Time Treasures,1840371.23,669,2750.93,503.76,4999.59
First-time Buyer,Supermarkets ,Loyalty Rewards Blast,1809995.50,657,2754.94,500.58,4999.26
First-time Buyer,Supermarkets ,Mega Weekend Bonanza,1877599.34,685,2741.02,518.73,4984.20
First-time Buyer,Supermarkets ,Mid-Year Madness,1838810.87,692,2657.24,507.69,4999.11
First-time Buyer,Supermarkets ,Midnight Madness,1852561.21,668,2773.30,522.78,4998.75
First-time Buyer,Supermarkets ,Mystery Discount Days,1955898.12,700,2794.14,502.13,4990.95
First-time Buyer,Supermarkets ,New Arrival Showcase,1891596.69,699,2706.15,514.19,4996.95
First-time Buyer,Supermarkets ,New Product Launch Promo,1920182.28,685,2803.19,500.19,4998.60
First-time Buyer,Supermarkets ,New Year Kickoff,1829488.11,660,2771.95,505.98,4995.56
First-time Buyer,Supermarkets ,Price Drop Parade,1775000.72,661,2685.33,504.91,4998.25
First-time Buyer,Supermarkets ,Red Tag Clearance,1972114.98,723,2727.68,516.57,4992.46
First-time Buyer,Supermarkets ,Seasonal Surprise Box,1915575.17,701,2732.63,506.26,4993.02
First-time Buyer,Supermarkets ,Shop & Save Spectacular,1930470.62,702,2749.96,502.20,4993.98
First-time Buyer,Supermarkets ,Smart Shopper Week,1955845.45,700,2794.06,509.54,4998.03
First-time Buyer,Supermarkets ,Spring Refresh Event,1899535.95,665,2856.45,516.40,4992.74
First-time Buyer,Supermarkets ,Spring Splash Discounts,1957255.55,701,2792.09,504.51,4992.41
First-time Buyer,Supermarkets ,Summer Sizzle Promo,1878692.95,694,2707.05,502.21,4982.30
First-time Buyer,Supermarkets ,Super Savings Week,1905724.75,687,2773.98,500.00,4991.65
First-time Buyer,Supermarkets ,Ultimate Value Event,1773400.27,648,2736.73,513.70,4981.97
First-time Buyer,Supermarkets ,VIP Access Sale,2054374.96,759,2706.69,502.59,4998.82
First-time Buyer,Supermarkets ,Weekend Warrior Specials,1929580.60,715,2698.71,502.66,4999.71
First-time Buyer,Supermarkets ,Winter Clearance Carnival,1969684.18,689,2858.76,509.95,4977.05
First-time Buyer,Supermarkets ,Winter Wonders Sale,1864549.68,690,2702.25,529.74,4991.14
High Value,Large Malls / Complexes,12 Days of Deals,1753552.56,634,2765.86,504.24,4998.87
High Value,Large Malls / Complexes,Autumn Deals Drive,1787931.19,645,2771.99,507.26,4998.64
High Value,Large Malls / Complexes,BOGO Blitz,1803789.80,662,2724.76,521.72,4993.32
High Value,Large Malls / Complexes,Back to School Boost,1762302.67,656,2686.44,506.31,4998.07
High Value,Large Malls / Complexes,Birthday Bash Sale,1706167.64,620,2751.88,503.09,4993.83
High Value,Large Malls / Complexes,Black Friday Blowout,1791942.52,661,2710.96,500.70,4991.90
High Value,Large Malls / Complexes,Cart Crasher Campaign,1765055.06,633,2788.40,517.04,4994.60
High Value,Large Malls / Complexes,Cashback Carnival,1768448.77,653,2708.19,510.86,4960.01
High Value,Large Malls / Complexes,Clearance Countdown,1816457.17,650,2794.55,511.76,4998.78
High Value,Large Malls / Complexes,Countdown to Savings,1731567.73,641,2701.35,504.64,4999.61
High Value,Large Malls / Complexes,Customer Appreciation Week,1817920.66,657,2767.00,502.67,4987.90
High Value,Large Malls / Complexes,Cyber Monday Mania,1821643.18,663,2747.58,505.34,4997.12
High Value,Large Malls / Complexes,Deal of the Month,1713415.81,624,2745.86,504.75,4984.95
High Value,Large Malls / Complexes,Double Points Bonanza,1771944.63,639,2773.00,502.21,4998.01
High Value,Large Malls / Complexes,Early Bird Specials,1837772.27,668,2751.16,502.05,4996.35
High Value,Large Malls / Complexes,End of Season Sale,1750917.02,625,2801.47,511.79,4995.76
High Value,Large Malls / Complexes,Exclusive Insider Offers,1716806.09,623,2755.71,501.31,4998.78
High Value,Large Malls / Complexes,Festive Fever Promo,1786474.91,643,2778.34,500.64,4996.81
High Value,Large Malls / Complexes,Final Call Frenzy,1679445.88,632,2657.35,501.00,4995.31
High Value,Large Malls / Complexes,Flash Frenzy Friday,1797530.39,640,2808.64,503.56,4998.72
High Value,Large Malls / Complexes,"Gift More, Spend Less",1696302.21,631,2688.28,504.71,4998.32
High Value,Large Malls / Complexes,Golden Hour Bargains,1662172.00,608,2733.84,511.16,4995.50
High Value,Large Malls / Complexes,Green Weekend Deals,1627753.73,593,2744.95,509.28,4997.99
High Value,Large Malls / Complexes,Happy Hour Discounts,1844516.26,655,2816.06,505.18,4998.95
High Value,Large Malls / Complexes,Holiday Shopping Rush,1584592.74,581,2727.35,506.77,4995.77
High Value,Large Malls / Complexes,Hot Picks Promo,1973579.19,710,2779.69,505.94,4996.34
High Value,Large Malls / Complexes,Instant Gratification Sale,1850513.72,675,2741.50,509.24,4998.62
High Value,Large Malls / Complexes,Limited Time Treasures,1649012.50,624,2642.65,509.62,4974.22
High Value,Large Malls / Complexes,Loyalty Rewards Blast,1768704.59,656,2696.20,508.40,4998.17
High Value,Large Malls / Complexes,Mega Weekend Bonanza,1640836.09,624,2629.55,501.33,4987.82
High Value,Large Malls / Complexes,Mid-Year Madness,1636098.36,591,2768.36,500.33,4997.54
High Value,Large Malls / Complexes,Midnight Madness,1647902.99,615,2679.52,500.95,4998.34
High Value,Large Malls / Complexes,Mystery Discount Days,1718907.58,636,2702.68,509.55,4990.97
High Value,Large Malls / Complexes,New Arrival Showcase,1795660.03,631,2845.74,500.37,4995.42
High Value,Large Malls / Complexes,New Product Launch Promo,1701467.44,632,2692.20,508.78,4999.48
High Value,Large Malls / Complexes,New Year Kickoff,1735593.46,618,2808.40,518.27,4998.10
High Value,Large Malls / Complexes,Price Drop Parade,1552007.11,585,2653.00,515.52,4996.87
High Value,Large Malls / Complexes,Red Tag Clearance,1780107.55,639,2785.77,508.01,4999.64
High Value,Large Malls / Complexes,Seasonal Surprise Box,1693725.35,609,2781.16,509.39,4996.14
High Value,Large Malls / Complexes,Shop & Save Spectacular,1786948.24,643,2779.08,520.81,4998.75
High Value,Large Malls / Complexes,Smart Shopper Week,1687093.34,614,2747.71,500.54,4945.66
High Value,Large Malls / Complexes,Spring Refresh Event,1746906.32,632,2764.09,508.04,4999.45
High Value,Large Malls / Complexes,Spring Splash Discounts,1727133.16,626,2759.00,506.18,4996.37
High Value,Large Malls / Complexes,Summer Sizzle Promo,1745555.39,617,2829.10,500.10,4997.66
High Value,Large Malls / Complexes,Super Savings Week,1726907.54,627,2754.24,501.99,4989.79
High Value,Large Malls / Complexes,Ultimate Value Event,1709403.98,617,2770.51,500.47,4999.91
High Value,Large Malls / Complexes,VIP Access Sale,1583108.61,588,2692.36,503.14,4999.71
High Value,Large Malls / Complexes,Weekend Warrior Specials,1845024.63,671,2749.66,508.77,4995.52
High Value,Large Malls / Complexes,Winter Clearance Carnival,1746990.84,617,2831.43,506.45,4992.79
High Value,Large Malls / Complexes,Winter Wonders Sale,1651054.42,596,2770.23,506.22,4979.50
High Value,Small Stores / Shops,12 Days of Deals,2024654.42,724,2796.48,510.36,4999.73
High Value,Small Stores / Shops,Autumn Deals Drive,1876245.51,684,2743.05,523.27,4997.76
High Value,Small Stores / Shops,BOGO Blitz,1960057.44,718,2729.89,511.25,4981.67
High Value,Small Stores / Shops,Back to School Boost,1729799.77,622,2781.03,501.04,4996.70
High Value,Small Stores / Shops,Birthday Bash Sale,1828021.63,670,2728.39,500.14,4991.37
High Value,Small Stores / Shops,Black Friday Blowout,1841950.11,662,2782.40,500.83,4999.47
High Value,Small Stores / Shops,Cart Crasher Campaign,1903688.21,701,2715.68,515.37,4999.98
High Value,Small Stores / Shops,Cashback Carnival,1853832.46,693,2675.08,503.76,4994.56
High Value,Small Stores / Shops,Clearance Countdown,1798143.11,660,2724.46,509.07,4998.45
High Value,Small Stores / Shops,Countdown to Savings,2034328.97,719,2829.39,504.17,4985.56
High Value,Small Stores / Shops,Customer Appreciation Week,1950992.00,702,2779.19,511.44,4992.17
High Value,Small Stores / Shops,Cyber Monday Mania,1989952.52,729,2729.70,504.09,4995.64
High Value,Small Stores / Shops,Deal of the Month,1904295.85,704,2704.97,507.33,4991.35
High Value,Small Stores / Shops,Double Points Bonanza,1924008.66,711,2706.06,500.95,4992.59
High Value,Small Stores / Shops,Early Bird Specials,1877535.53,693,2709.29,505.82,4988.19
High Value,Small Stores / Shops,End of Season Sale,1884902.68,691,2727.79,500.69,4986.21
High Value,Small Stores / Shops,Exclusive Insider Offers,1906759.72,696,2739.60,505.71,4998.29
High Value,Small Stores / Shops,Festive Fever Promo,1751652.85,624,2807.14,506.12,4992.67
High Value,Small Stores / Shops,Final Call Frenzy,1880181.02,685,2744.79,500.03,4996.48
High Value,Small Stores / Shops,Flash Frenzy Friday,1980226.86,722,2742.70,503.50,4996.64
High Value,Small Stores / Shops,"Gift More, Spend Less",1893836.58,676,2801.53,507.03,4990.32
High Value,Small Stores / Shops,Golden Hour Bargains,1854824.52,685,2707.77,510.74,4988.47
High Value,Small Stores / Shops,Green Weekend Deals,1850151.59,680,2720.81,500.21,4992.89
High Value,Small Stores / Shops,Happy Hour Discounts,1836272.28,654,2807.76,504.99,4992.66
High Value,Small Stores / Shops,Holiday Shopping Rush,1822094.16,654,2786.08,513.38,4998.34
High Value,Small Stores / Shops,Hot Picks Promo,1820000.96,659,2761.76,506.73,4987.55
High Value,Small Stores / Shops,Instant Gratification Sale,1935682.17,693,2793.19,509.81,4998.94
High Value,Small Stores / Shops,Limited Time Treasures,1928437.13,710,2716.11,505.63,4989.62
High Value,Small Stores / Shops,Loyalty Rewards Blast,1856790.60,676,2746.73,500.22,4989.61
High Value,Small Stores / Shops,Mega Weekend Bonanza,1862845.09,693,2688.09,503.43,4996.59
High Value,Small Stores / Shops,Mid-Year Madness,1945465.24,713,2728.56,502.52,4997.99
High Value,Small Stores / Shops,Midnight Madness,1897338.15,683,2777.95,502.76,4998.30
High Value,Small Stores / Shops,Mystery Discount Days,1892978.20,688,2751.42,500.17,4996.44
High Value,Small Stores / Shops,New Arrival Showcase,1885685.52,693,2721.05,517.40,4995.28
High Value,Small Stores / Shops,New Product Launch Promo,1771922.73,654,2709.36,503.81,4981.56
High Value,Small Stores / Shops,New Year Kickoff,1993945.63,719,2773.22,503.31,4998.26
High Value,Small Stores / Shops,Price Drop Parade,1874516.09,660,2840.18,501.39,4992.82
High Value,Small Stores / Shops,Red Tag Clearance,1822748.50,657,2774.35,501.12,4991.39
High Value,Small Stores / Shops,Seasonal Surprise Box,1951582.03,708,2756.47,518.17,4993.58
High Value,Small Stores / Shops,Shop & Save Spectacular,1907757.06,687,2776.94,502.39,4999.95
High Value,Small Stores / Shops,Smart Shopper Week,1877179.22,684,2744.41,502.77,4999.73
High Value,Small Stores / Shops,Spring Refresh Event,1819470.68,669,2719.69,507.71,4999.78
High Value,Small Stores / Shops,Spring Splash Discounts,1839386.55,696,2642.80,505.94,4998.48
High Value,Small Stores / Shops,Summer Sizzle Promo,1976253.73,702,2815.18,506.50,4998.14
High Value,Small Stores / Shops,Super Savings Week,1779256.12,649,2741.53,502.82,4999.89
High Value,Small Stores / Shops,Ultimate Value Event,1862526.47,670,2779.89,503.38,4998.14
High Value,Small Stores / Shops,VIP Access Sale,1856527.21,686,2706.31,502.41,4996.03
High Value,Small Stores / Shops,Weekend Warrior Specials,1831938.66,692,2647.31,504.11,4993.10
High Value,Small Stores / Shops,Winter Clearance Carnival,2025897.11,710,2853.38,512.37,4977.41
High Value,Small Stores / Shops,Winter Wonders Sale,1952641.67,688,2838.14,517.25,4998.01
High Value,Supermarkets ,12 Days of Deals,1812401.72,665,2725.42,502.40,4998.46
High Value,Supermarkets ,Autumn Deals Drive,2033970.97,739,2752.33,500.77,4999.11
High Value,Supermarkets ,BOGO Blitz,1791848.97,666,2690.46,517.62,4997.47
High Value,Supermarkets ,Back to School Boost,1932075.75,703,2748.33,500.13,4989.26
High Value,Supermarkets ,Birthday Bash Sale,1859253.45,680,2734.20,501.52,4999.68
High Value,Supermarkets ,Black Friday Blowout,1955847.17,713,2743.12,504.85,4995.43
High Value,Supermarkets ,Cart Crasher Campaign,1922689.07,692,2778.45,506.65,4972.39
High Value,Supermarkets ,Cashback Carnival,1952532.70,699,2793.32,527.96,4992.85
High Value,Supermarkets ,Clearance Countdown,1934245.08,697,2775.10,500.53,4987.31
High Value,Supermarkets ,Countdown to Savings,1951692.95,706,2764.44,509.78,4989.29
High Value,Supermarkets ,Customer Appreciation Week,1939400.15,725,2675.03,504.04,4996.51
High Value,Supermarkets ,Cyber Monday Mania,2009512.32,729,2756.53,504.44,4997.19
High Value,Supermarkets ,Deal of the Month,1938400.28,710,2730.14,501.47,4997.39
High Value,Supermarkets ,Double Points Bonanza,1874862.23,708,2648.11,503.26,4999.34
High Value,Supermarkets ,Early Bird Specials,1816655.80,679,2675.49,503.12,4992.90
High Value,Supermarkets ,End of Season Sale,1867918.98,691,2703.21,504.05,4999.05
High Value,Supermarkets ,Exclusive Insider Offers,1818613.16,666,2730.65,506.83,4996.56
High Value,Supermarkets ,Festive Fever Promo,1875082.00,700,2678.69,501.90,4988.91
High Value,Supermarkets ,Final Call Frenzy,1825215.44,675,2704.02,505.45,4999.96
High Value,Supermarkets ,Flash Frenzy Friday,1883198.70,689,2733.23,509.25,4990.19
High Value,Supermarkets ,"Gift More, Spend Less",1823827.64,673,2710.00,501.53,4988.95
High Value,Supermarkets ,Golden Hour Bargains,1797544.83,660,2723.55,507.62,4991.12
High Value,Supermarkets ,Green Weekend Deals,1866108.03,669,2789.40,509.92,4993.15
High Value,Supermarkets ,Happy Hour Discounts,1842082.91,663,2778.41,517.25,4998.47
High Value,Supermarkets ,Holiday Shopping Rush,1872314.18,674,2777.91,509.06,4997.86
High Value,Supermarkets ,Hot Picks Promo,1776095.51,664,2674.84,507.34,4988.34
High Value,Supermarkets ,Instant Gratification Sale,1896968.09,682,2781.48,500.95,4993.28
High Value,Supermarkets ,Limited Time Treasures,1988139.45,720,2761.30,506.57,4999.38
High Value,Supermarkets ,Loyalty Rewards Blast,1846752.19,667,2768.74,515.42,4997.60
High Value,Supermarkets ,Mega Weekend Bonanza,1924992.81,694,2773.76,507.42,4992.12
High Value,Supermarkets ,Mid-Year Madness,1910659.33,709,2694.87,500.82,4997.77
High Value,Supermarkets ,Midnight Madness,1903320.50,712,2673.20,504.51,4992.67
High Value,Supermarkets ,Mystery Discount Days,1864564.16,662,2816.56,506.12,4996.73
High Value,Supermarkets ,New Arrival Showcase,1882823.08,702,2682.08,504.80,4991.35
High Value,Supermarkets ,New Product Launch Promo,1809447.93,677,2672.74,501.71,4994.34
High Value,Supermarkets ,New Year Kickoff,1878458.99,688,2730.32,500.45,4994.30
High Value,Supermarkets ,Price Drop Parade,1951424.60,696,2803.77,504.15,4994.94
High Value,Supermarkets ,Red Tag Clearance,2009227.93,716,2806.18,500.15,4993.37
High Value,Supermarkets ,Seasonal Surprise Box,1903202.40,702,2711.11,504.60,4995.90
High Value,Supermarkets ,Shop & Save Spectacular,1824591.40,675,2703.10,504.82,4997.38
High Value,Supermarkets ,Smart Shopper Week,1923033.54,704,2731.58,507.97,4999.77
High Value,Supermarkets ,Spring Refresh Event,1829848.34,682,2683.06,505.18,4999.58
High Value,Supermarkets ,Spring Splash Discounts,1816202.00,667,2722.94,509.39,4999.08
High Value,Supermarkets ,Summer Sizzle Promo,1798769.70,667,2696.81,504.25,4998.80
High Value,Supermarkets ,Super Savings Week,2000084.97,697,2869.56,509.93,4998.89
High Value,Supermarkets ,Ultimate Value Event,2050231.16,732,2800.86,505.90,4998.80
High Value,Supermarkets ,VIP Access Sale,1953078.42,704,2774.26,506.41,4991.94
High Value,Supermarkets ,Weekend Warrior Specials,1953146.43,720,2712.70,501.39,4971.95
High Value,Supermarkets ,Winter Clearance Carnival,1969420.15,721,2731.51,509.87,4998.56
High Value,Supermarkets ,Winter Wonders Sale,1975162.83,732,2698.31,505.46,4991.71
In-Store Regular,Large Malls / Complexes,12 Days of Deals,1605305.70,596,2693.47,501.08,4967.84
In-Store Regular,Large Malls / Complexes,Autumn Deals Drive,1768798.79,653,2708.73,502.40,4994.72
In-Store Regular,Large Malls / Complexes,BOGO Blitz,1712590.77,613,2793.79,502.29,4990.46
In-Store Regular,Large Malls / Complexes,Back to School Boost,1657678.81,612,2708.63,507.11,4998.12
In-Store Regular,Large Malls / Complexes,Birthday Bash Sale,1618522.22,605,2675.24,502.96,4997.95
In-Store Regular,Large Malls / Complexes,Black Friday Blowout,1654972.22,607,2726.48,501.86,4998.42
In-Store Regular,Large Malls / Complexes,Cart Crasher Campaign,1727577.90,630,2742.19,503.85,4977.13
In-Store Regular,Large Malls / Complexes,Cashback Carnival,1656716.05,602,2752.02,505.82,4995.33
In-Store Regular,Large Malls / Complexes,Clearance Countdown,1665152.51,609,2734.24,500.68,4999.80
In-Store Regular,Large Malls / Complexes,Countdown to Savings,1669452.16,611,2732.33,508.34,4985.58
In-Store Regular,Large Malls / Complexes,Customer Appreciation Week,1581632.31,609,2597.10,508.00,4998.63
In-Store Regular,Large Malls / Complexes,Cyber Monday Mania,1576208.51,582,2708.26,518.33,4970.17
In-Store Regular,Large Malls / Complexes,Deal of the Month,1697726.67,611,2778.60,502.82,4993.79
In-Store Regular,Large Malls / Complexes,Double Points Bonanza,1815745.47,651,2789.16,508.18,4999.96
In-Store Regular,Large Malls / Complexes,Early Bird Specials,1923091.50,685,2807.43,505.07,4998.24
In-Store Regular,Large Malls / Complexes,End of Season Sale,1624347.27,591,2748.47,500.36,4997.48
In-Store Regular,Large Malls / Complexes,Exclusive Insider Offers,1718327.66,622,2762.58,503.60,4999.92
In-Store Regular,Large Malls / Complexes,Festive Fever Promo,1763855.88,627,2813.17,509.05,4998.89
In-Store Regular,Large Malls / Complexes,Final Call Frenzy,1763185.18,646,2729.39,500.25,4974.82
In-Store Regular,Large Malls / Complexes,Flash Frenzy Friday,1764570.29,646,2731.53,504.09,4991.58
In-Store Regular,Large Malls / Complexes,"Gift More, Spend Less",1800761.30,652,2761.90,506.87,4990.54
In-Store Regular,Large Malls / Complexes,Golden Hour Bargains,1740883.46,625,2785.41,501.78,4999.76
In-Store Regular,Large Malls / Complexes,Green Weekend Deals,1806110.11,650,2778.63,507.12,4997.84
In-Store Regular,Large Malls / Complexes,Happy Hour Discounts,1875377.46,673,2786.59,521.56,4980.26
In-Store Regular,Large Malls / Complexes,Holiday Shopping Rush,1675410.20,603,2778.46,501.27,4983.44
In-Store Regular,Large Malls / Complexes,Hot Picks Promo,1762857.05,641,2750.17,509.80,4988.19
In-Store Regular,Large Malls / Complexes,Instant Gratification Sale,1819795.40,633,2874.87,506.92,4993.22
In-Store Regular,Large Malls / Complexes,Limited Time Treasures,1733336.84,648,2674.90,504.55,4987.22
In-Store Regular,Large Malls / Complexes,Loyalty Rewards Blast,1794210.25,648,2768.84,501.97,4981.23
In-Store Regular,Large Malls / Complexes,Mega Weekend Bonanza,1819902.06,658,2765.81,500.60,4998.42
In-Store Regular,Large Malls / Complexes,Mid-Year Madness,1676189.86,596,2812.40,507.11,4997.59
In-Store Regular,Large Malls / Complexes,Midnight Madness,1747394.80,642,2721.80,505.60,4984.38
In-Store Regular,Large Malls / Complexes,Mystery Discount Days,1679858.36,597,2813.83,502.59,4995.07
In-Store Regular,Large Malls / Complexes,New Arrival Showcase,1701353.19,587,2898.39,501.45,4997.81
In-Store Regular,Large Malls / Complexes,New Product Launch Promo,1797003.61,647,2777.44,506.98,4998.30
In-Store Regular,Large Malls / Complexes,New Year Kickoff,1737835.45,623,2789.46,502.81,4996.42
In-Store Regular,Large Malls / Complexes,Price Drop Parade,1670693.24,600,2784.49,504.57,4998.14
In-Store Regular,Large Malls / Complexes,Red Tag Clearance,1787084.93,627,2850.22,514.92,4998.76
In-Store Regular,Large Malls / Complexes,Seasonal Surprise Box,1757104.32,648,2711.58,504.42,4992.97
In-Store Regular,Large Malls / Complexes,Shop & Save Spectacular,1899661.32,663,2865.25,502.76,4977.47
In-Store Regular,Large Malls / Complexes,Smart Shopper Week,1665069.69,600,2775.12,511.44,4994.01
In-Store Regular,Large Malls / Complexes,Spring Refresh Event,1791799.23,628,2853.18,513.21,4986.59
In-Store Regular,Large Malls / Complexes,Spring Splash Discounts,1722733.62,625,2756.37,530.07,4998.18
In-Store Regular,Large Malls / Complexes,Summer Sizzle Promo,1725115.52,627,2751.38,501.20,4983.08
In-Store Regular,Large Malls / Complexes,Super Savings Week,1722506.02,629,2738.48,501.50,4992.34
In-Store Regular,Large Malls / Complexes,Ultimate Value Event,1706336.10,619,2756.60,506.31,4998.24
In-Store Regular,Large Malls / Complexes,VIP Access Sale,1756136.58,640,2743.96,500.93,4995.38
In-Store Regular,Large Malls / Complexes,Weekend Warrior Specials,1767690.62,659,2682.38,509.15,4986.11
In-Store Regular,Large Malls / Complexes,Winter Clearance Carnival,1711817.46,610,2806.26,522.93,4994.53
In-Store Regular,Large Malls / Complexes,Winter Wonders Sale,1782333.18,640,2784.90,516.58,4998.96
In-Store Regular,Small Stores / Shops,12 Days of Deals,1851632.36,653,2835.58,509.79,4995.38
In-Store Regular,Small Stores / Shops,Autumn Deals Drive,1944973.43,707,2751.02,503.92,4996.98
In-Store Regular,Small Stores / Shops,BOGO Blitz,1814381.38,665,2728.39,500.64,4993.12
In-Store Regular,Small Stores / Shops,Back to School Boost,1831365.39,672,2725.25,501.01,4989.50
In-Store Regular,Small Stores / Shops,Birthday Bash Sale,1885557.40,678,2781.06,504.16,4987.85
In-Store Regular,Small Stores / Shops,Black Friday Blowout,1837584.96,653,2814.07,500.74,4977.85
In-Store Regular,Small Stores / Shops,Cart Crasher Campaign,1854160.11,671,2763.28,504.84,4997.58
In-Store Regular,Small Stores / Shops,Cashback Carnival,1859080.63,673,2762.38,529.04,4993.83
In-Store Regular,Small Stores / Shops,Clearance Countdown,1832862.80,672,2727.47,518.37,4982.48
In-Store Regular,Small Stores / Shops,Countdown to Savings,1776685.16,663,2679.77,504.23,4998.01
In-Store Regular,Small Stores / Shops,Customer Appreciation Week,1848193.17,685,2698.09,538.07,4995.61
In-Store Regular,Small Stores / Shops,Cyber Monday Mania,1781494.29,669,2662.92,502.42,4986.05
In-Store Regular,Small Stores / Shops,Deal of the Month,1787704.77,649,2754.55,516.81,4994.30
In-Store Regular,Small Stores / Shops,Double Points Bonanza,1719923.80,618,2783.05,500.80,4994.91
In-Store Regular,Small Stores / Shops,Early Bird Specials,1877714.47,675,2781.80,508.32,4999.11
In-Store Regular,Small Stores / Shops,End of Season Sale,1852978.57,677,2737.04,503.93,4998.37
In-Store Regular,Small Stores / Shops,Exclusive Insider Offers,1934442.77,693,2791.40,504.56,4999.96
In-Store Regular,Small Stores / Shops,Festive Fever Promo,1850693.60,683,2709.65,500.07,4955.25
In-Store Regular,Small Stores / Shops,Final Call Frenzy,1923124.90,689,2791.18,509.54,4998.78
In-Store Regular,Small Stores / Shops,Flash Frenzy Friday,2016227.32,717,2812.03,504.11,4995.61
In-Store Regular,Small Stores / Shops,"Gift More, Spend Less",1892326.14,666,2841.33,513.62,4993.33
In-Store Regular,Small Stores / Shops,Golden Hour Bargains,1805820.56,651,2773.92,519.14,4994.43
In-Store Regular,Small Stores / Shops,Green Weekend Deals,1913714.37,692,2765.48,517.59,4993.73
In-Store Regular,Small Stores / Shops,Happy Hour Discounts,1793294.22,655,2737.85,500.31,4996.28
In-Store Regular,Small Stores / Shops,Holiday Shopping Rush,1792296.27,672,2667.11,520.18,4988.10
In-Store Regular,Small Stores / Shops,Hot Picks Promo,1914337.84,692,2766.38,502.61,4995.54
In-Store Regular,Small Stores / Shops,Instant Gratification Sale,1884257.69,678,2779.14,524.39,4993.60
In-Store Regular,Small Stores / Shops,Limited Time Treasures,1857912.11,670,2773.00,508.79,4993.71
In-Store Regular,Small Stores / Shops,Loyalty Rewards Blast,1851091.58,661,2800.44,500.57,4992.46
In-Store Regular,Small Stores / Shops,Mega Weekend Bonanza,1904012.16,686,2775.53,516.08,4992.00
In-Store Regular,Small Stores / Shops,Mid-Year Madness,1886835.88,695,2714.87,524.10,4995.13
In-Store Regular,Small Stores / Shops,Midnight Madness,1877540.38,673,2789.81,520.52,4998.66
In-Store Regular,Small Stores / Shops,Mystery Discount Days,1847034.77,662,2790.08,504.23,4994.43
In-Store Regular,Small Stores / Shops,New Arrival Showcase,1730476.16,622,2782.12,529.79,4998.83
In-Store Regular,Small Stores / Shops,New Product Launch Promo,1796961.49,666,2698.14,506.06,4993.94
In-Store Regular,Small Stores / Shops,New Year Kickoff,1783689.35,665,2682.24,506.98,4991.95
In-Store Regular,Small Stores / Shops,Price Drop Parade,1938760.83,688,2817.97,500.06,4999.49
In-Store Regular,Small Stores / Shops,Red Tag Clearance,1899940.60,707,2687.33,503.76,4992.47
In-Store Regular,Small Stores / Shops,Seasonal Surprise Box,1827433.92,682,2679.52,507.72,4996.39
In-Store Regular,Small Stores / Shops,Shop & Save Spectacular,1805240.54,670,2694.39,502.23,4990.91
In-Store Regular,Small Stores / Shops,Smart Shopper Week,1782831.00,655,2721.88,508.73,4998.63
In-Store Regular,Small Stores / Shops,Spring Refresh Event,1927498.55,677,2847.12,510.87,4995.99
In-Store Regular,Small Stores / Shops,Spring Splash Discounts,1827002.15,657,2780.83,510.18,4991.56
In-Store Regular,Small Stores / Shops,Summer Sizzle Promo,1848997.17,673,2747.40,502.54,4995.70
In-Store Regular,Small Stores / Shops,Super Savings Week,1865267.42,691,2699.37,507.31,4968.65
In-Store Regular,Small Stores / Shops,Ultimate Value Event,1801242.65,648,2779.70,518.74,4998.73
In-Store Regular,Small Stores / Shops,VIP Access Sale,1860217.80,681,2731.60,502.72,4991.40
In-Store Regular,Small Stores / Shops,Weekend Warrior Specials,1922931.55,697,2758.87,502.44,4990.23
In-Store Regular,Small Stores / Shops,Winter Clearance Carnival,1894077.24,678,2793.62,508.37,4992.09
