category,brand,customer_segment,store_type,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Groceries,Tata,Churn Risk,Small Stores / Shops,Holiday Shopping Rush,64721.02,23,2813.96,784.24,4719.87
Groceries,Tata,Churn Risk,Small Stores / Shops,Hot Picks Promo,63137.00,23,2745.09,515.19,4954.76
Groceries,Tata,Churn Risk,Small Stores / Shops,Instant Gratification Sale,58851.15,22,2675.05,1527.69,4868.34
Groceries,Tata,Churn Risk,Small Stores / Shops,Limited Time Treasures,49274.00,18,2737.44,510.40,4520.36
Groceries,Tata,Churn Risk,Small Stores / Shops,Loyalty Rewards Blast,60282.90,22,2740.13,706.01,4814.65
Groceries,Tata,Churn Risk,Small Stores / Shops,Mega Weekend Bonanza,64921.68,25,2596.87,765.53,4963.35
Groceries,Tata,Churn Risk,Small Stores / Shops,Mid-Year Madness,80866.44,28,2888.09,500.47,4985.87
Groceries,Tata,Churn Risk,Small Stores / Shops,Midnight Madness,67539.59,27,2501.47,661.83,4821.48
Groceries,Tata,Churn Risk,Small Stores / Shops,Mystery Discount Days,58631.54,20,2931.58,992.37,4781.54
Groceries,Tata,Churn Risk,Small Stores / Shops,New Arrival Showcase,68409.39,25,2736.38,1051.14,4978.53
Groceries,Tata,Churn Risk,Small Stores / Shops,New Product Launch Promo,44652.52,17,2626.62,536.56,4836.40
Groceries,Tata,Churn Risk,Small Stores / Shops,New Year Kickoff,59837.84,20,2991.89,617.23,4754.63
Groceries,Tata,Churn Risk,Small Stores / Shops,Price Drop Parade,81069.10,28,2895.32,799.19,4986.73
Groceries,Tata,Churn Risk,Small Stores / Shops,Red Tag Clearance,48908.00,21,2328.95,532.40,4643.24
Groceries,Tata,Churn Risk,Small Stores / Shops,Seasonal Surprise Box,59950.14,20,2997.51,662.84,4905.40
Groceries,Tata,Churn Risk,Small Stores / Shops,Shop & Save Spectacular,72301.17,26,2780.81,573.40,4979.92
Groceries,Tata,Churn Risk,Small Stores / Shops,Smart Shopper Week,80841.89,29,2787.65,520.51,4944.08
Groceries,Tata,Churn Risk,Small Stores / Shops,Spring Refresh Event,59297.82,22,2695.36,522.47,4538.50
Groceries,Tata,Churn Risk,Small Stores / Shops,Spring Splash Discounts,48841.12,19,2570.59,1107.34,4620.06
Groceries,Tata,Churn Risk,Small Stores / Shops,Summer Sizzle Promo,52780.31,19,2777.91,730.37,4622.92
Groceries,Tata,Churn Risk,Small Stores / Shops,Super Savings Week,57700.59,19,3036.87,516.75,4959.99
Groceries,Tata,Churn Risk,Small Stores / Shops,Ultimate Value Event,62327.35,21,2967.97,1022.93,4856.49
Groceries,Tata,Churn Risk,Small Stores / Shops,VIP Access Sale,65854.55,29,2270.85,578.74,4552.23
Groceries,Tata,Churn Risk,Small Stores / Shops,Weekend Warrior Specials,60578.69,20,3028.93,785.23,4874.88
Groceries,Tata,Churn Risk,Small Stores / Shops,Winter Clearance Carnival,54685.19,21,2604.06,574.16,4968.74
Groceries,Tata,Churn Risk,Small Stores / Shops,Winter Wonders Sale,46676.40,18,2593.13,515.88,4937.78
Groceries,Tata,Churn Risk,Supermarkets ,12 Days of Deals,70530.73,27,2612.25,1020.08,4588.39
Groceries,Tata,Churn Risk,Supermarkets ,Autumn Deals Drive,64240.26,24,2676.68,894.04,4412.66
Groceries,Tata,Churn Risk,Supermarkets ,BOGO Blitz,52520.05,22,2387.28,609.02,4760.87
Groceries,Tata,Churn Risk,Supermarkets ,Back to School Boost,58614.52,21,2791.17,520.02,4728.16
Groceries,Tata,Churn Risk,Supermarkets ,Birthday Bash Sale,50488.27,24,2103.68,523.91,4826.14
Groceries,Tata,Churn Risk,Supermarkets ,Black Friday Blowout,74277.72,26,2856.84,858.23,4804.42
Groceries,Tata,Churn Risk,Supermarkets ,Cart Crasher Campaign,60187.20,22,2735.78,780.72,4857.95
Groceries,Tata,Churn Risk,Supermarkets ,Cashback Carnival,53252.56,20,2662.63,607.14,4806.78
Groceries,Tata,Churn Risk,Supermarkets ,Clearance Countdown,48893.60,16,3055.85,649.33,4919.22
Groceries,Tata,Churn Risk,Supermarkets ,Countdown to Savings,58268.71,23,2533.42,834.13,4853.15
Groceries,Tata,Churn Risk,Supermarkets ,Customer Appreciation Week,61092.50,22,2776.93,539.55,4937.78
Groceries,Tata,Churn Risk,Supermarkets ,Cyber Monday Mania,39841.68,17,2343.63,639.48,4683.15
Groceries,Tata,Churn Risk,Supermarkets ,Deal of the Month,75089.96,27,2781.11,634.69,4944.87
Groceries,Tata,Churn Risk,Supermarkets ,Double Points Bonanza,51449.95,20,2572.50,590.41,4885.77
Groceries,Tata,Churn Risk,Supermarkets ,Early Bird Specials,67859.69,23,2950.42,539.78,4888.20
Groceries,Tata,Churn Risk,Supermarkets ,End of Season Sale,73214.65,29,2524.64,650.31,4861.51
Groceries,Tata,Churn Risk,Supermarkets ,Exclusive Insider Offers,54415.20,18,3023.07,1088.73,4519.90
Groceries,Tata,Churn Risk,Supermarkets ,Festive Fever Promo,77649.28,28,2773.19,548.18,4892.28
Groceries,Tata,Churn Risk,Supermarkets ,Final Call Frenzy,42004.68,16,2625.29,780.73,4728.96
Groceries,Tata,Churn Risk,Supermarkets ,Flash Frenzy Friday,86516.87,33,2621.72,534.06,4942.08
Groceries,Tata,Churn Risk,Supermarkets ,"Gift More, Spend Less",73718.83,25,2948.75,539.62,4965.01
Groceries,Tata,Churn Risk,Supermarkets ,Golden Hour Bargains,52470.49,19,2761.60,1377.86,4595.95
Groceries,Tata,Churn Risk,Supermarkets ,Green Weekend Deals,89611.51,33,2715.50,640.41,4862.31
Groceries,Tata,Churn Risk,Supermarkets ,Happy Hour Discounts,36335.47,13,2795.04,670.63,4618.44
Groceries,Tata,Churn Risk,Supermarkets ,Holiday Shopping Rush,61812.74,26,2377.41,599.91,4993.89
Groceries,Tata,Churn Risk,Supermarkets ,Hot Picks Promo,64598.80,21,3076.13,722.55,4853.92
Groceries,Tata,Churn Risk,Supermarkets ,Instant Gratification Sale,54484.48,20,2724.22,634.51,4912.09
Groceries,Tata,Churn Risk,Supermarkets ,Limited Time Treasures,38278.87,16,2392.43,769.55,4688.75
Groceries,Tata,Churn Risk,Supermarkets ,Loyalty Rewards Blast,76514.56,25,3060.58,508.57,4896.31
Groceries,Tata,Churn Risk,Supermarkets ,Mega Weekend Bonanza,89491.61,28,3196.13,560.88,4648.13
Groceries,Tata,Churn Risk,Supermarkets ,Mid-Year Madness,65214.60,21,3105.46,1084.65,4982.57
Groceries,Tata,Churn Risk,Supermarkets ,Midnight Madness,77904.79,26,2996.34,546.67,4844.53
Groceries,Tata,Churn Risk,Supermarkets ,Mystery Discount Days,59333.46,20,2966.67,785.06,4934.09
Groceries,Tata,Churn Risk,Supermarkets ,New Arrival Showcase,59930.12,19,3154.22,562.72,4923.81
Groceries,Tata,Churn Risk,Supermarkets ,New Product Launch Promo,62686.35,21,2985.06,644.80,4904.85
Groceries,Tata,Churn Risk,Supermarkets ,New Year Kickoff,65577.30,23,2851.19,695.27,4821.00
Groceries,Tata,Churn Risk,Supermarkets ,Price Drop Parade,62192.71,23,2704.03,606.15,4945.23
Groceries,Tata,Churn Risk,Supermarkets ,Red Tag Clearance,74694.60,25,2987.78,866.94,4920.13
Groceries,Tata,Churn Risk,Supermarkets ,Seasonal Surprise Box,49593.24,18,2755.18,569.79,4685.87
Groceries,Tata,Churn Risk,Supermarkets ,Shop & Save Spectacular,53520.41,18,2973.36,628.14,4993.94
Groceries,Tata,Churn Risk,Supermarkets ,Smart Shopper Week,49697.09,19,2615.64,593.87,4907.26
Groceries,Tata,Churn Risk,Supermarkets ,Spring Refresh Event,57778.25,19,3040.96,547.00,4796.46
Groceries,Tata,Churn Risk,Supermarkets ,Spring Splash Discounts,70768.50,29,2440.29,604.04,4814.89
Groceries,Tata,Churn Risk,Supermarkets ,Summer Sizzle Promo,57825.34,22,2628.42,1071.96,4332.48
Groceries,Tata,Churn Risk,Supermarkets ,Super Savings Week,74750.08,26,2875.00,1087.92,4953.01
Groceries,Tata,Churn Risk,Supermarkets ,Ultimate Value Event,61139.51,25,2445.58,607.30,4271.30
Groceries,Tata,Churn Risk,Supermarkets ,VIP Access Sale,78400.95,31,2529.06,541.29,4908.25
Groceries,Tata,Churn Risk,Supermarkets ,Weekend Warrior Specials,81455.00,29,2808.79,504.09,4945.46
Groceries,Tata,Churn Risk,Supermarkets ,Winter Clearance Carnival,97153.40,34,2857.45,591.02,4978.77
Groceries,Tata,Churn Risk,Supermarkets ,Winter Wonders Sale,60675.61,19,3193.45,791.16,4754.51
Groceries,Tata,Deal Seeker,Large Malls / Complexes,12 Days of Deals,72431.76,25,2897.27,530.88,4756.76
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Autumn Deals Drive,75497.12,30,2516.57,651.59,4467.66
Groceries,Tata,Deal Seeker,Large Malls / Complexes,BOGO Blitz,77129.57,25,3085.18,782.78,4971.13
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Back to School Boost,73441.72,24,3060.07,710.18,4881.65
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Birthday Bash Sale,73054.19,23,3176.27,798.03,4974.87
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Black Friday Blowout,38340.98,15,2556.07,718.71,4756.82
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Cart Crasher Campaign,76636.39,23,3332.02,1066.40,4970.44
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Cashback Carnival,39776.50,16,2486.03,592.79,4652.37
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Clearance Countdown,59725.27,26,2297.13,671.74,4781.79
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Countdown to Savings,59886.65,23,2603.77,806.72,4989.73
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Customer Appreciation Week,30463.26,11,2769.39,606.25,4487.03
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Cyber Monday Mania,78596.18,28,2807.01,580.71,4917.32
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Deal of the Month,51784.33,17,3046.14,905.43,4845.57
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Double Points Bonanza,71437.18,23,3105.96,651.97,4937.12
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Early Bird Specials,35381.33,15,2358.76,517.63,4598.05
Groceries,Tata,Deal Seeker,Large Malls / Complexes,End of Season Sale,34775.50,15,2318.37,523.95,4603.26
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Exclusive Insider Offers,56682.57,20,2834.13,730.54,4891.74
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Festive Fever Promo,59356.18,22,2698.01,608.02,4791.58
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Final Call Frenzy,58999.40,21,2809.50,746.27,4989.78
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Flash Frenzy Friday,57249.44,20,2862.47,927.49,4958.80
Groceries,Tata,Deal Seeker,Large Malls / Complexes,"Gift More, Spend Less",60907.44,21,2900.35,550.52,4847.34
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Golden Hour Bargains,56750.46,23,2467.41,548.28,4801.41
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Green Weekend Deals,47141.28,16,2946.33,674.59,4770.36
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Happy Hour Discounts,67868.85,24,2827.87,929.79,4947.02
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Holiday Shopping Rush,35968.70,15,2397.91,960.56,4830.18
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Hot Picks Promo,57440.57,22,2610.94,654.46,4567.81
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Instant Gratification Sale,62256.12,21,2964.58,533.85,4884.77
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Limited Time Treasures,57829.17,24,2409.55,765.84,4839.60
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Loyalty Rewards Blast,58880.78,23,2560.03,546.05,4850.63
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Mega Weekend Bonanza,50091.99,18,2782.89,643.48,4742.97
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Mid-Year Madness,40616.09,15,2707.74,845.02,4664.49
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Midnight Madness,60728.10,23,2640.35,618.60,4499.84
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Mystery Discount Days,32331.22,13,2487.02,600.40,4311.70
Groceries,Tata,Deal Seeker,Large Malls / Complexes,New Arrival Showcase,73790.28,25,2951.61,580.93,4968.24
Groceries,Tata,Deal Seeker,Large Malls / Complexes,New Product Launch Promo,92476.37,28,3302.73,514.07,4994.79
Groceries,Tata,Deal Seeker,Large Malls / Complexes,New Year Kickoff,74105.14,26,2850.20,733.35,4990.17
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Price Drop Parade,61050.42,19,3213.18,580.71,4838.72
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Red Tag Clearance,49479.79,16,3092.49,955.27,4814.00
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Seasonal Surprise Box,38690.84,16,2418.18,507.01,4822.47
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Shop & Save Spectacular,55525.79,21,2644.09,607.25,4868.81
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Smart Shopper Week,71562.90,26,2752.42,535.93,4873.13
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Spring Refresh Event,63064.05,18,3503.56,637.06,4864.33
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Spring Splash Discounts,53726.50,21,2558.40,583.00,4386.26
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Summer Sizzle Promo,65725.41,26,2527.90,586.21,4821.51
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Super Savings Week,58514.43,20,2925.72,806.66,4902.88
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Ultimate Value Event,66396.04,21,3161.72,758.15,4831.74
Groceries,Tata,Deal Seeker,Large Malls / Complexes,VIP Access Sale,55829.94,18,3101.66,999.39,4721.54
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Weekend Warrior Specials,44222.31,18,2456.80,656.01,4955.99
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Winter Clearance Carnival,42150.98,16,2634.44,1256.97,4772.14
Groceries,Tata,Deal Seeker,Large Malls / Complexes,Winter Wonders Sale,65469.57,21,3117.60,620.68,4954.74
Groceries,Tata,Deal Seeker,Small Stores / Shops,12 Days of Deals,68655.60,24,2860.65,506.22,4615.04
Groceries,Tata,Deal Seeker,Small Stores / Shops,Autumn Deals Drive,66777.05,25,2671.08,705.41,4881.11
Groceries,Tata,Deal Seeker,Small Stores / Shops,BOGO Blitz,106022.00,36,2945.06,753.25,4983.29
Groceries,Tata,Deal Seeker,Small Stores / Shops,Back to School Boost,69380.83,25,2775.23,628.52,4991.91
Groceries,Tata,Deal Seeker,Small Stores / Shops,Birthday Bash Sale,53198.91,28,1899.96,524.66,4925.24
Groceries,Tata,Deal Seeker,Small Stores / Shops,Black Friday Blowout,39140.15,16,2446.26,600.72,4691.54
Groceries,Tata,Deal Seeker,Small Stores / Shops,Cart Crasher Campaign,70645.95,25,2825.84,832.95,4989.38
Groceries,Tata,Deal Seeker,Small Stores / Shops,Cashback Carnival,89297.07,30,2976.57,760.88,4918.17
Groceries,Tata,Deal Seeker,Small Stores / Shops,Clearance Countdown,77943.29,29,2687.70,504.62,4852.78
Groceries,Tata,Deal Seeker,Small Stores / Shops,Countdown to Savings,56453.57,20,2822.68,537.16,4456.19
Groceries,Tata,Deal Seeker,Small Stores / Shops,Customer Appreciation Week,65506.58,24,2729.44,584.57,4872.36
Groceries,Tata,Deal Seeker,Small Stores / Shops,Cyber Monday Mania,59468.35,24,2477.85,631.03,4922.41
Groceries,Tata,Deal Seeker,Small Stores / Shops,Deal of the Month,70435.12,28,2515.54,519.19,4935.90
Groceries,Tata,Deal Seeker,Small Stores / Shops,Double Points Bonanza,42620.00,18,2367.78,542.97,4426.01
Groceries,Tata,Deal Seeker,Small Stores / Shops,Early Bird Specials,69553.31,25,2782.13,625.15,4951.37
Groceries,Tata,Deal Seeker,Small Stores / Shops,End of Season Sale,81089.46,26,3118.83,740.26,4989.11
Groceries,Tata,Deal Seeker,Small Stores / Shops,Exclusive Insider Offers,70523.52,22,3205.61,572.63,4831.05
Groceries,Tata,Deal Seeker,Small Stores / Shops,Festive Fever Promo,62736.74,24,2614.03,764.12,4929.82
Groceries,Tata,Deal Seeker,Small Stores / Shops,Final Call Frenzy,87084.31,27,3225.34,671.25,4989.60
Groceries,Tata,Deal Seeker,Small Stores / Shops,Flash Frenzy Friday,45841.04,22,2083.68,577.54,4322.16
Groceries,Tata,Deal Seeker,Small Stores / Shops,"Gift More, Spend Less",73993.08,25,2959.72,939.51,4822.39
Groceries,Tata,Deal Seeker,Small Stores / Shops,Golden Hour Bargains,76524.42,29,2638.77,601.69,4951.88
Groceries,Tata,Deal Seeker,Small Stores / Shops,Green Weekend Deals,40836.09,16,2552.26,779.16,4932.59
Groceries,Tata,Deal Seeker,Small Stores / Shops,Happy Hour Discounts,35608.97,12,2967.41,1240.44,4893.79
Groceries,Tata,Deal Seeker,Small Stores / Shops,Holiday Shopping Rush,78630.06,29,2711.38,531.30,4922.88
Groceries,Tata,Deal Seeker,Small Stores / Shops,Hot Picks Promo,50897.96,20,2544.90,989.98,4511.49
Groceries,Tata,Deal Seeker,Small Stores / Shops,Instant Gratification Sale,68141.75,25,2725.67,608.22,4956.95
Groceries,Tata,Deal Seeker,Small Stores / Shops,Limited Time Treasures,66538.05,26,2559.16,543.65,4860.35
Groceries,Tata,Deal Seeker,Small Stores / Shops,Loyalty Rewards Blast,44627.13,15,2975.14,934.13,4993.52
Groceries,Tata,Deal Seeker,Small Stores / Shops,Mega Weekend Bonanza,64120.88,24,2671.70,552.62,4845.60
Groceries,Tata,Deal Seeker,Small Stores / Shops,Mid-Year Madness,43434.01,18,2413.00,506.38,4430.64
Groceries,Tata,Deal Seeker,Small Stores / Shops,Midnight Madness,82939.43,34,2439.40,541.75,4751.49
Groceries,Tata,Deal Seeker,Small Stores / Shops,Mystery Discount Days,42723.90,13,3286.45,1386.57,4945.18
Groceries,Tata,Deal Seeker,Small Stores / Shops,New Arrival Showcase,68331.02,22,3105.96,710.45,4789.52
Groceries,Tata,Deal Seeker,Small Stores / Shops,New Product Launch Promo,64635.75,22,2937.99,608.46,4768.04
Groceries,Tata,Deal Seeker,Small Stores / Shops,New Year Kickoff,59290.70,21,2823.37,947.45,4918.94
Groceries,Tata,Deal Seeker,Small Stores / Shops,Price Drop Parade,87475.59,27,3239.84,598.60,4941.20
Groceries,Tata,Deal Seeker,Small Stores / Shops,Red Tag Clearance,64805.12,23,2817.61,741.59,4923.26
Groceries,Tata,Deal Seeker,Small Stores / Shops,Seasonal Surprise Box,72835.18,29,2511.56,613.28,4769.73
Groceries,Tata,Deal Seeker,Small Stores / Shops,Shop & Save Spectacular,77320.55,27,2863.72,506.56,4870.93
Groceries,Tata,Deal Seeker,Small Stores / Shops,Smart Shopper Week,49750.43,16,3109.40,1114.92,4906.41
Groceries,Tata,Deal Seeker,Small Stores / Shops,Spring Refresh Event,76978.61,28,2749.24,530.37,4928.50
Groceries,Tata,Deal Seeker,Small Stores / Shops,Spring Splash Discounts,47645.50,17,2802.68,1271.59,4856.32
Groceries,Tata,Deal Seeker,Small Stores / Shops,Summer Sizzle Promo,66477.00,23,2890.30,508.92,4841.19
Groceries,Tata,Deal Seeker,Small Stores / Shops,Super Savings Week,84026.63,28,3000.95,748.41,4963.07
Groceries,Tata,Deal Seeker,Small Stores / Shops,Ultimate Value Event,58679.65,26,2256.91,615.76,4272.95
Groceries,Tata,Deal Seeker,Small Stores / Shops,VIP Access Sale,73571.38,29,2536.94,624.38,4483.18
Groceries,Tata,Deal Seeker,Small Stores / Shops,Weekend Warrior Specials,95637.44,33,2898.10,543.12,4914.42
Groceries,Tata,Deal Seeker,Small Stores / Shops,Winter Clearance Carnival,82007.85,30,2733.60,724.51,4635.57
Groceries,Tata,Deal Seeker,Small Stores / Shops,Winter Wonders Sale,55405.08,18,3078.06,1298.16,4664.35
Groceries,Tata,Deal Seeker,Supermarkets ,12 Days of Deals,77527.56,24,3230.32,1078.05,4626.23
Groceries,Tata,Deal Seeker,Supermarkets ,Autumn Deals Drive,52101.67,19,2742.19,512.90,4851.25
Groceries,Tata,Deal Seeker,Supermarkets ,BOGO Blitz,49056.40,19,2581.92,719.65,4967.76
Groceries,Tata,Deal Seeker,Supermarkets ,Back to School Boost,84164.13,33,2550.43,566.80,4819.08
Groceries,Tata,Deal Seeker,Supermarkets ,Birthday Bash Sale,58422.59,21,2782.03,988.78,4811.89
Groceries,Tata,Deal Seeker,Supermarkets ,Black Friday Blowout,65971.25,24,2748.80,526.67,4877.35
Groceries,Tata,Deal Seeker,Supermarkets ,Cart Crasher Campaign,49364.52,19,2598.13,558.90,4934.21
Groceries,Tata,Deal Seeker,Supermarkets ,Cashback Carnival,55395.97,19,2915.58,603.73,4947.57
Groceries,Tata,Deal Seeker,Supermarkets ,Clearance Countdown,53666.70,20,2683.34,1088.88,4984.14
Groceries,Tata,Deal Seeker,Supermarkets ,Countdown to Savings,48248.21,24,2010.34,561.03,4390.41
Groceries,Tata,Deal Seeker,Supermarkets ,Customer Appreciation Week,58040.09,23,2523.48,505.16,4843.15
Groceries,Tata,Deal Seeker,Supermarkets ,Cyber Monday Mania,78532.70,30,2617.76,583.11,4793.99
Groceries,Tata,Deal Seeker,Supermarkets ,Deal of the Month,68479.31,26,2633.82,751.71,4854.35
Groceries,Tata,Deal Seeker,Supermarkets ,Double Points Bonanza,51468.18,17,3027.54,563.86,4955.00
Groceries,Tata,Deal Seeker,Supermarkets ,Early Bird Specials,40260.76,16,2516.30,1103.71,4390.73
Groceries,Tata,Deal Seeker,Supermarkets ,End of Season Sale,91824.62,30,3060.82,709.12,4912.46
Groceries,Tata,Deal Seeker,Supermarkets ,Exclusive Insider Offers,79485.19,24,3311.88,669.30,4932.73
Groceries,Tata,Deal Seeker,Supermarkets ,Festive Fever Promo,62306.90,20,3115.35,627.56,4890.03
Groceries,Tata,Deal Seeker,Supermarkets ,Final Call Frenzy,66385.77,22,3017.53,1070.47,4970.35
Groceries,Tata,Deal Seeker,Supermarkets ,Flash Frenzy Friday,63309.00,22,2877.68,611.03,4601.12
Groceries,Tata,Deal Seeker,Supermarkets ,"Gift More, Spend Less",39194.34,12,3266.19,1075.88,4731.44
Groceries,Tata,Deal Seeker,Supermarkets ,Golden Hour Bargains,92035.58,31,2968.89,506.12,4949.33
Groceries,Tata,Deal Seeker,Supermarkets ,Green Weekend Deals,93208.19,31,3006.72,598.05,4933.54
Groceries,Tata,Deal Seeker,Supermarkets ,Happy Hour Discounts,67518.14,24,2813.26,957.11,4967.69
Groceries,Tata,Deal Seeker,Supermarkets ,Holiday Shopping Rush,78057.23,28,2787.76,548.51,4746.24
Groceries,Tata,Deal Seeker,Supermarkets ,Hot Picks Promo,39748.64,16,2484.29,1309.58,4645.37
Groceries,Tata,Deal Seeker,Supermarkets ,Instant Gratification Sale,59194.25,22,2690.65,500.33,4839.31
Groceries,Tata,Deal Seeker,Supermarkets ,Limited Time Treasures,66240.82,23,2880.04,561.59,4983.86
Groceries,Tata,Deal Seeker,Supermarkets ,Loyalty Rewards Blast,62592.55,22,2845.12,1009.27,4517.28
Groceries,Tata,Deal Seeker,Supermarkets ,Mega Weekend Bonanza,65832.46,25,2633.30,510.97,4910.48
Groceries,Tata,Deal Seeker,Supermarkets ,Mid-Year Madness,85678.44,30,2855.95,550.46,4523.58
Groceries,Tata,Deal Seeker,Supermarkets ,Midnight Madness,74293.70,24,3095.57,601.62,4886.54
Groceries,Tata,Deal Seeker,Supermarkets ,Mystery Discount Days,79428.29,31,2562.20,545.02,4691.97
Groceries,Tata,Deal Seeker,Supermarkets ,New Arrival Showcase,65174.77,26,2506.72,582.05,4921.86
Groceries,Tata,Deal Seeker,Supermarkets ,New Product Launch Promo,60669.60,19,3193.14,1183.88,4642.70
Groceries,Tata,Deal Seeker,Supermarkets ,New Year Kickoff,86969.17,30,2898.97,512.57,4817.65
Groceries,Tata,Deal Seeker,Supermarkets ,Price Drop Parade,45501.30,18,2527.85,725.99,4628.32
Groceries,Tata,Deal Seeker,Supermarkets ,Red Tag Clearance,72341.71,24,3014.24,716.57,4954.21
Groceries,Tata,Deal Seeker,Supermarkets ,Seasonal Surprise Box,51314.47,19,2700.76,811.20,4405.85
Groceries,Tata,Deal Seeker,Supermarkets ,Shop & Save Spectacular,70687.96,27,2618.07,607.22,4979.77
Groceries,Tata,Deal Seeker,Supermarkets ,Smart Shopper Week,80078.74,28,2859.95,697.88,4977.77
Groceries,Tata,Deal Seeker,Supermarkets ,Spring Refresh Event,84054.21,28,3001.94,561.52,4890.47
Groceries,Tata,Deal Seeker,Supermarkets ,Spring Splash Discounts,85331.15,28,3047.54,711.03,4985.38
Groceries,Tata,Deal Seeker,Supermarkets ,Summer Sizzle Promo,65081.58,27,2410.43,586.12,4981.75
Groceries,Tata,Deal Seeker,Supermarkets ,Super Savings Week,43461.30,13,3343.18,939.08,4752.27
Groceries,Tata,Deal Seeker,Supermarkets ,Ultimate Value Event,83002.48,26,3192.40,1117.01,4992.62
Groceries,Tata,Deal Seeker,Supermarkets ,VIP Access Sale,76447.66,31,2466.05,508.05,4688.31
Groceries,Tata,Deal Seeker,Supermarkets ,Weekend Warrior Specials,44381.41,17,2610.67,851.51,4656.48
Groceries,Tata,Deal Seeker,Supermarkets ,Winter Clearance Carnival,65889.40,25,2635.58,697.53,4953.12
Groceries,Tata,Deal Seeker,Supermarkets ,Winter Wonders Sale,72226.28,26,2777.93,676.95,4775.78
Groceries,Tata,First-time Buyer,Large Malls / Complexes,12 Days of Deals,73582.86,25,2943.31,625.42,4952.81
Groceries,Tata,First-time Buyer,Large Malls / Complexes,Autumn Deals Drive,49907.56,16,3119.22,727.05,4899.61
Groceries,Tata,First-time Buyer,Large Malls / Complexes,BOGO Blitz,63853.92,21,3040.66,629.70,4875.09
Groceries,Tata,First-time Buyer,Large Malls / Complexes,Back to School Boost,49425.70,21,2353.60,573.40,4264.71
Groceries,Tata,First-time Buyer,Large Malls / Complexes,Birthday Bash Sale,62474.54,21,2974.98,567.11,4981.90
Groceries,Tata,First-time Buyer,Large Malls / Complexes,Black Friday Blowout,48011.05,18,2667.28,834.18,4746.79
Groceries,Tata,First-time Buyer,Large Malls / Complexes,Cart Crasher Campaign,64338.77,25,2573.55,595.02,4226.51
Groceries,Tata,First-time Buyer,Large Malls / Complexes,Cashback Carnival,101766.37,33,3083.83,594.34,4675.35
Groceries,Tata,First-time Buyer,Large Malls / Complexes,Clearance Countdown,38937.66,14,2781.26,1177.70,4804.88
Groceries,Tata,First-time Buyer,Large Malls / Complexes,Countdown to Savings,41483.68,16,2592.73,1075.49,4643.66
Groceries,Tata,First-time Buyer,Large Malls / Complexes,Customer Appreciation Week,67492.69,22,3067.85,739.86,4904.97
Groceries,Tata,First-time Buyer,Large Malls / Complexes,Cyber Monday Mania,46264.59,17,2721.45,868.08,4963.62
Groceries,Tata,First-time Buyer,Large Malls / Complexes,Deal of the Month,70245.81,23,3054.17,600.02,4914.44
Groceries,Tata,First-time Buyer,Large Malls / Complexes,Double Points Bonanza,44682.99,19,2351.74,518.05,4670.80
Groceries,Tata,First-time Buyer,Large Malls / Complexes,Early Bird Specials,69174.63,27,2562.02,529.23,4881.18
Groceries,Tata,First-time Buyer,Large Malls / Complexes,End of Season Sale,73100.90,26,2811.57,604.58,4927.93
