category,brand,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Furniture,Pepperfry,Customer Appreciation Week,1822061.27,665,2739.94,502.67,4996.70
Furniture,Pepperfry,Cyber Monday Mania,1821404.77,662,2751.37,506.92,4993.83
Furniture,Pepperfry,Deal of the Month,1740465.76,636,2736.58,501.02,4997.12
Furniture,Pepperfry,Double Points Bonanza,1979237.56,697,2839.65,505.06,4999.14
Furniture,Pepperfry,Early Bird Specials,1767507.49,632,2796.69,500.89,4997.80
Furniture,Pepperfry,End of Season Sale,1757855.27,638,2755.26,521.45,4998.80
Furniture,Pepperfry,Exclusive Insider Offers,1882954.49,679,2773.13,514.75,4995.54
Furniture,Pepperfry,Festive Fever Promo,1926158.51,692,2783.47,510.18,4998.62
Furniture,Pepperfry,Final Call Frenzy,1751576.47,634,2762.74,502.89,4998.23
Furniture,Pepperfry,Flash Frenzy Friday,1976121.80,715,2763.81,503.24,4998.41
Furniture,Pepperfry,"Gift More, Spend Less",1770073.88,662,2673.83,502.35,4998.32
Furniture,Pepperfry,Golden Hour Bargains,1786045.70,659,2710.24,506.98,4994.22
Furniture,Pepperfry,Green Weekend Deals,1865127.99,667,2796.29,503.53,4996.89
Furniture,Pepperfry,Happy Hour Discounts,1873262.16,670,2795.91,511.00,4998.48
Furniture,Pepperfry,Holiday Shopping Rush,1719171.29,623,2759.50,512.13,4989.06
Furniture,Pepperfry,Hot Picks Promo,1878432.07,678,2770.55,504.44,4994.52
Furniture,Pepperfry,Instant Gratification Sale,1815580.12,658,2759.24,503.79,4999.03
Furniture,Pepperfry,Limited Time Treasures,2016471.23,725,2781.34,505.62,4994.63
Furniture,Pepperfry,Loyalty Rewards Blast,1690149.29,629,2687.04,501.05,4999.26
Furniture,Pepperfry,Mega Weekend Bonanza,1945858.18,698,2787.76,504.00,4988.69
Furniture,Pepperfry,Mid-Year Madness,1828980.98,660,2771.18,515.95,4987.96
Furniture,Pepperfry,Midnight Madness,1805714.37,672,2687.07,501.59,4998.12
Furniture,Pepperfry,Mystery Discount Days,1867040.85,678,2753.75,514.73,4986.60
Furniture,Pepperfry,New Arrival Showcase,1904421.12,710,2682.28,518.75,4998.89
Furniture,Pepperfry,New Product Launch Promo,1761678.34,635,2774.30,500.59,4992.74
Furniture,Pepperfry,New Year Kickoff,1780943.66,650,2739.91,508.25,4997.66
Furniture,Pepperfry,Price Drop Parade,1880063.81,674,2789.41,515.78,4987.91
Furniture,Pepperfry,Red Tag Clearance,1626621.24,613,2653.54,503.92,4993.73
Furniture,Pepperfry,Seasonal Surprise Box,1990400.64,706,2819.26,501.63,4998.54
Furniture,Pepperfry,Shop & Save Spectacular,1694132.18,619,2736.89,516.37,4979.05
Furniture,Pepperfry,Smart Shopper Week,1800147.81,643,2799.61,504.73,4992.28
Furniture,Pepperfry,Spring Refresh Event,1918611.31,694,2764.57,500.36,4994.60
Furniture,Pepperfry,Spring Splash Discounts,1803671.04,656,2749.50,504.32,4998.77
Furniture,Pepperfry,Summer Sizzle Promo,1948106.84,703,2771.13,504.85,4998.67
Furniture,Pepperfry,Super Savings Week,1884950.89,666,2830.26,505.61,4989.93
Furniture,Pepperfry,Ultimate Value Event,1803877.07,653,2762.45,507.45,4993.55
Furniture,Pepperfry,VIP Access Sale,1897764.66,706,2688.05,502.41,4994.17
Furniture,Pepperfry,Weekend Warrior Specials,1930036.08,694,2781.03,504.11,4994.16
Furniture,Pepperfry,Winter Clearance Carnival,1802560.51,666,2706.55,516.46,4998.34
Furniture,Pepperfry,Winter Wonders Sale,1752984.79,625,2804.78,507.73,4995.39
Furniture,Urban Ladder,12 Days of Deals,1869447.71,658,2841.11,502.44,4974.34
Furniture,Urban Ladder,Autumn Deals Drive,1780934.93,643,2769.73,513.05,4994.21
Furniture,Urban Ladder,BOGO Blitz,1891345.56,709,2667.62,505.47,4990.46
Furniture,Urban Ladder,Back to School Boost,1794431.85,658,2727.10,506.98,4996.70
Furniture,Urban Ladder,Birthday Bash Sale,1795381.87,650,2762.13,501.84,4996.86
Furniture,Urban Ladder,Black Friday Blowout,1887325.33,677,2787.78,507.23,4999.88
Furniture,Urban Ladder,Cart Crasher Campaign,1756444.53,662,2653.24,503.66,4994.60
Furniture,Urban Ladder,Cashback Carnival,1693004.37,631,2683.05,502.45,4999.62
Furniture,Urban Ladder,Clearance Countdown,1852391.62,659,2810.91,507.62,4992.50
Furniture,Urban Ladder,Countdown to Savings,1670635.83,634,2635.07,516.93,4989.47
Furniture,Urban Ladder,Customer Appreciation Week,1737965.98,642,2707.11,501.28,4988.63
Furniture,Urban Ladder,Cyber Monday Mania,1903524.92,680,2799.30,541.91,4990.19
Furniture,Urban Ladder,Deal of the Month,2034272.66,735,2767.72,513.90,4999.11
Furniture,Urban Ladder,Double Points Bonanza,1823608.51,653,2792.66,500.57,4993.12
Furniture,Urban Ladder,Early Bird Specials,1709986.93,625,2735.98,503.43,4985.13
Furniture,Urban Ladder,End of Season Sale,1902694.36,680,2798.08,509.93,4989.65
Furniture,Urban Ladder,Exclusive Insider Offers,1820947.03,671,2713.78,511.93,4989.04
Furniture,Urban Ladder,Festive Fever Promo,1717104.39,651,2637.64,500.07,4991.65
Furniture,Urban Ladder,Final Call Frenzy,1851692.67,675,2743.25,501.06,4997.58
Furniture,Urban Ladder,Flash Frenzy Friday,1867296.77,688,2714.09,502.44,4995.63
Furniture,Urban Ladder,"Gift More, Spend Less",2025784.00,709,2857.24,507.61,4994.85
Furniture,Urban Ladder,Golden Hour Bargains,1774579.06,626,2834.79,506.16,4999.31
Furniture,Urban Ladder,Green Weekend Deals,1847235.24,682,2708.56,502.15,4996.26
Furniture,Urban Ladder,Happy Hour Discounts,1792008.78,649,2761.18,511.43,4997.56
Furniture,Urban Ladder,Holiday Shopping Rush,1796990.80,634,2834.37,502.02,4989.87
Furniture,Urban Ladder,Hot Picks Promo,1888323.65,701,2693.76,502.87,4997.23
Furniture,Urban Ladder,Instant Gratification Sale,1835004.23,660,2780.31,503.70,4995.76
Furniture,Urban Ladder,Limited Time Treasures,1883125.05,660,2853.22,500.34,4999.59
Furniture,Urban Ladder,Loyalty Rewards Blast,1767198.52,657,2689.80,519.34,4998.17
Furniture,Urban Ladder,Mega Weekend Bonanza,1757625.36,653,2691.62,504.49,4972.66
Furniture,Urban Ladder,Mid-Year Madness,1751745.23,659,2658.19,501.87,4997.34
Furniture,Urban Ladder,Midnight Madness,2004246.22,711,2818.91,504.51,4992.67
Furniture,Urban Ladder,Mystery Discount Days,1910551.78,673,2838.86,508.84,4995.72
Furniture,Urban Ladder,New Arrival Showcase,1810039.44,647,2797.59,515.29,4993.66
Furniture,Urban Ladder,New Product Launch Promo,1869931.37,690,2710.05,500.98,4999.22
Furniture,Urban Ladder,New Year Kickoff,1837447.13,675,2722.14,502.12,4998.26
Furniture,Urban Ladder,Price Drop Parade,1806403.71,654,2762.09,504.00,4989.67
Furniture,Urban Ladder,Red Tag Clearance,1772639.86,655,2706.32,501.29,4999.64
Furniture,Urban Ladder,Seasonal Surprise Box,1912932.52,686,2788.53,508.05,4996.98
Furniture,Urban Ladder,Shop & Save Spectacular,1869403.29,687,2721.11,504.91,4990.61
Furniture,Urban Ladder,Smart Shopper Week,1881537.48,657,2863.83,500.56,4996.17
Furniture,Urban Ladder,Spring Refresh Event,1707092.58,632,2701.10,505.62,4999.58
Furniture,Urban Ladder,Spring Splash Discounts,1943772.13,698,2784.77,502.65,4996.37
Furniture,Urban Ladder,Summer Sizzle Promo,1886037.09,693,2721.55,517.24,4990.61
Furniture,Urban Ladder,Super Savings Week,1942270.44,673,2885.99,500.70,4997.19
Furniture,Urban Ladder,Ultimate Value Event,1770104.96,621,2850.41,501.69,4989.35
Furniture,Urban Ladder,VIP Access Sale,1802687.56,645,2794.86,512.62,4995.75
Furniture,Urban Ladder,Weekend Warrior Specials,1888026.89,670,2817.95,501.38,4997.30
Furniture,Urban Ladder,Winter Clearance Carnival,1838839.76,663,2773.51,509.43,4998.82
Furniture,Urban Ladder,Winter Wonders Sale,1874275.73,677,2768.50,500.29,4997.81
Groceries,Amul,12 Days of Deals,1954778.11,701,2788.56,507.40,4998.30
Groceries,Amul,Autumn Deals Drive,1865148.40,672,2775.52,502.75,4999.80
Groceries,Amul,BOGO Blitz,1815176.84,644,2818.60,508.02,4986.67
Groceries,Amul,Back to School Boost,1710115.90,637,2684.64,510.22,4998.07
Groceries,Amul,Birthday Bash Sale,1783791.15,649,2748.52,504.89,4991.73
Groceries,Amul,Black Friday Blowout,1703514.35,645,2641.11,505.81,4987.21
Groceries,Amul,Cart Crasher Campaign,1786885.72,641,2787.65,503.17,4980.36
Groceries,Amul,Cashback Carnival,1851451.92,679,2726.73,504.64,4990.08
Groceries,Amul,Clearance Countdown,1999457.86,708,2824.09,512.75,4996.54
Groceries,Amul,Countdown to Savings,1944747.09,688,2826.67,514.73,4996.12
Groceries,Amul,Customer Appreciation Week,1833510.38,661,2773.84,501.25,4985.65
Groceries,Amul,Cyber Monday Mania,1837590.10,685,2682.61,504.57,4996.97
Groceries,Amul,Deal of the Month,1686398.11,622,2711.25,504.17,4994.21
Groceries,Amul,Double Points Bonanza,1863393.85,683,2728.25,501.88,4996.36
Groceries,Amul,Early Bird Specials,1657253.59,621,2668.69,506.38,4998.19
Groceries,Amul,End of Season Sale,1763433.51,641,2751.07,504.05,4996.71
Groceries,Amul,Exclusive Insider Offers,1790424.60,662,2704.57,519.26,4995.02
Groceries,Amul,Festive Fever Promo,1701407.89,630,2700.65,502.25,4980.61
Groceries,Amul,Final Call Frenzy,1757170.55,664,2646.34,509.79,4994.94
Groceries,Amul,Flash Frenzy Friday,1930851.14,682,2831.16,501.88,4990.59
Groceries,Amul,"Gift More, Spend Less",1928454.58,712,2708.50,504.23,4994.74
Groceries,Amul,Golden Hour Bargains,1730611.95,651,2658.39,504.10,4987.95
Groceries,Amul,Green Weekend Deals,1861559.37,672,2770.18,500.26,4994.70
Groceries,Amul,Happy Hour Discounts,1927687.22,709,2718.88,507.68,4995.48
Groceries,Amul,Holiday Shopping Rush,1902890.52,691,2753.82,504.65,4996.88
Groceries,Amul,Hot Picks Promo,1736552.20,648,2679.86,522.20,4991.62
Groceries,Amul,Instant Gratification Sale,1805798.46,679,2659.50,501.41,4994.91
Groceries,Amul,Limited Time Treasures,1783039.51,633,2816.81,500.84,4986.97
Groceries,Amul,Loyalty Rewards Blast,1929488.03,708,2725.27,504.51,4995.73
Groceries,Amul,Mega Weekend Bonanza,1883123.50,670,2810.63,501.33,4975.12
Groceries,Amul,Mid-Year Madness,1834848.88,664,2763.33,503.67,4970.79
Groceries,Amul,Midnight Madness,1772778.57,670,2645.94,500.95,4998.10
Groceries,Amul,Mystery Discount Days,1866679.30,666,2802.82,501.42,4991.87
Groceries,Amul,New Arrival Showcase,1904414.57,686,2776.11,505.84,4997.29
Groceries,Amul,New Product Launch Promo,1820127.60,667,2728.83,512.57,4998.84
Groceries,Amul,New Year Kickoff,1745727.16,648,2694.02,515.94,4996.25
Groceries,Amul,Price Drop Parade,1816131.18,653,2781.21,501.52,4984.55
Groceries,Amul,Red Tag Clearance,1838693.72,674,2728.03,506.29,4993.78
Groceries,Amul,Seasonal Surprise Box,1716202.69,638,2689.97,525.07,4989.05
Groceries,Amul,Shop & Save Spectacular,1864830.32,681,2738.37,515.39,4991.95
Groceries,Amul,Smart Shopper Week,1950459.41,703,2774.48,514.94,4993.62
Groceries,Amul,Spring Refresh Event,1882086.94,657,2864.67,512.88,4974.41
Groceries,Amul,Spring Splash Discounts,1902933.51,693,2745.94,509.39,4986.07
Groceries,Amul,Summer Sizzle Promo,1791698.32,666,2690.24,503.45,4988.04
Groceries,Amul,Super Savings Week,1869605.53,661,2828.45,505.59,4998.98
Groceries,Amul,Ultimate Value Event,1886184.46,660,2857.86,500.47,4993.94
Groceries,Amul,VIP Access Sale,1852322.94,690,2684.53,503.17,4982.39
Groceries,Amul,Weekend Warrior Specials,1781080.05,664,2682.35,500.62,4994.22
Groceries,Amul,Winter Clearance Carnival,1821176.74,661,2755.18,504.18,4993.64
Groceries,Amul,Winter Wonders Sale,1843098.94,678,2718.44,505.32,4995.64
Groceries,Britannia,12 Days of Deals,1890049.44,690,2739.20,502.31,4998.87
Groceries,Britannia,Autumn Deals Drive,1926406.80,688,2800.01,521.41,4996.15
Groceries,Britannia,BOGO Blitz,1825045.59,653,2794.86,527.21,4995.11
Groceries,Britannia,Back to School Boost,1870581.26,674,2775.34,500.43,4996.41
Groceries,Britannia,Birthday Bash Sale,1813480.81,646,2807.25,505.10,4997.17
Groceries,Britannia,Black Friday Blowout,1714298.77,618,2773.95,511.36,4997.76
Groceries,Britannia,Cart Crasher Campaign,1786344.90,652,2739.79,514.48,4993.97
Groceries,Britannia,Cashback Carnival,1818119.99,673,2701.52,510.20,4995.88
Groceries,Britannia,Clearance Countdown,1920665.98,674,2849.65,509.31,4995.69
Groceries,Britannia,Countdown to Savings,1771893.21,657,2696.95,500.65,4993.99
Groceries,Britannia,Customer Appreciation Week,1744300.74,630,2768.73,502.48,4997.84
Groceries,Britannia,Cyber Monday Mania,1780163.71,659,2701.31,504.09,4999.83
Groceries,Britannia,Deal of the Month,1803072.12,680,2651.58,503.27,4990.87
Groceries,Britannia,Double Points Bonanza,1786009.36,664,2689.77,509.38,4996.21
Groceries,Britannia,Early Bird Specials,1827547.37,676,2703.47,508.69,4998.24
Groceries,Britannia,End of Season Sale,1831291.50,667,2745.56,503.49,4992.46
Groceries,Britannia,Exclusive Insider Offers,1822262.83,669,2723.86,504.77,4998.29
Groceries,Britannia,Festive Fever Promo,1723921.17,658,2619.94,507.70,4995.96
Groceries,Britannia,Final Call Frenzy,1721301.39,639,2693.74,509.45,4987.51
Groceries,Britannia,Flash Frenzy Friday,1777010.89,648,2742.30,511.49,4971.18
Groceries,Britannia,"Gift More, Spend Less",1779126.93,658,2703.84,511.37,4988.51
Groceries,Britannia,Golden Hour Bargains,1880387.66,676,2781.64,504.64,4999.35
Groceries,Britannia,Green Weekend Deals,1800100.91,654,2752.45,503.85,4986.11
Groceries,Britannia,Happy Hour Discounts,1736280.66,608,2855.72,500.75,4998.94
Groceries,Britannia,Holiday Shopping Rush,1808404.09,672,2691.08,531.37,4996.87
Groceries,Britannia,Hot Picks Promo,1819726.87,679,2680.01,500.98,4992.31
Groceries,Britannia,Instant Gratification Sale,1935382.50,678,2854.55,503.24,4988.57
Groceries,Britannia,Limited Time Treasures,1844478.29,678,2720.47,508.03,4985.97
Groceries,Britannia,Loyalty Rewards Blast,1763700.38,647,2725.97,547.44,4993.48
Groceries,Britannia,Mega Weekend Bonanza,1632563.03,607,2689.56,507.42,4994.82
Groceries,Britannia,Mid-Year Madness,1775602.37,649,2735.91,512.41,4982.61
Groceries,Britannia,Midnight Madness,1825714.18,684,2669.17,502.72,4999.95
Groceries,Britannia,Mystery Discount Days,1749052.66,659,2654.10,500.94,4999.16
Groceries,Britannia,New Arrival Showcase,1932225.89,697,2772.20,502.57,4996.06
Groceries,Britannia,New Product Launch Promo,1795015.67,667,2691.18,502.18,4996.19
Groceries,Britannia,New Year Kickoff,1715726.21,649,2643.65,508.27,4996.56
Groceries,Britannia,Price Drop Parade,1776923.91,641,2772.11,509.15,4996.09
Groceries,Britannia,Red Tag Clearance,1690136.86,625,2704.22,504.16,4995.93
Groceries,Britannia,Seasonal Surprise Box,1865491.33,655,2848.08,500.56,4991.34
Groceries,Britannia,Shop & Save Spectacular,1810304.09,646,2802.33,523.23,4973.31
Groceries,Britannia,Smart Shopper Week,1787208.19,654,2732.73,511.85,4999.40
Groceries,Britannia,Spring Refresh Event,1933242.23,675,2864.06,521.49,4995.73
Groceries,Britannia,Spring Splash Discounts,1764861.79,644,2740.47,506.84,4988.22
Groceries,Britannia,Summer Sizzle Promo,1886971.80,679,2779.05,516.31,4998.54
Groceries,Britannia,Super Savings Week,1804034.99,653,2762.69,507.93,4990.76
Groceries,Britannia,Ultimate Value Event,1738971.37,636,2734.23,509.73,4987.11
Groceries,Britannia,VIP Access Sale,1903024.91,705,2699.33,500.31,4993.43
Groceries,Britannia,Weekend Warrior Specials,1844001.85,682,2703.82,522.41,4993.10
Groceries,Britannia,Winter Clearance Carnival,1824676.00,649,2811.52,503.43,4996.82
Groceries,Britannia,Winter Wonders Sale,1808289.27,665,2719.23,505.12,4999.56
Groceries,Kellogg's,12 Days of Deals,1724234.02,618,2790.02,507.87,4995.38
Groceries,Kellogg's,Autumn Deals Drive,1843871.49,668,2760.29,510.46,4998.64
Groceries,Kellogg's,BOGO Blitz,1852503.97,665,2785.72,500.98,4998.59
Groceries,Kellogg's,Back to School Boost,1857439.39,674,2755.84,505.75,4954.16
Groceries,Kellogg's,Birthday Bash Sale,1743541.62,653,2670.05,509.05,4991.43
Groceries,Kellogg's,Black Friday Blowout,1754702.91,641,2737.45,502.74,4999.51
Groceries,Kellogg's,Cart Crasher Campaign,1781876.99,655,2720.42,504.51,4999.82
Groceries,Kellogg's,Cashback Carnival,1770163.48,653,2710.82,505.38,4995.37
Groceries,Kellogg's,Clearance Countdown,1910804.50,700,2729.72,508.52,4999.80
Groceries,Kellogg's,Countdown to Savings,1803450.80,678,2659.96,502.00,4997.39
Groceries,Kellogg's,Customer Appreciation Week,1890177.08,678,2787.87,500.64,4992.51
Groceries,Kellogg's,Cyber Monday Mania,1855423.53,675,2748.78,508.82,4998.93
Groceries,Kellogg's,Deal of the Month,1929306.65,689,2800.15,503.06,4995.04
Groceries,Kellogg's,Double Points Bonanza,1706457.35,646,2641.57,500.95,4991.82
Groceries,Kellogg's,Early Bird Specials,1930779.26,677,2851.96,512.96,4995.00
Groceries,Kellogg's,End of Season Sale,1853087.73,676,2741.25,500.37,4997.29
Groceries,Kellogg's,Exclusive Insider Offers,1805950.40,662,2728.02,513.96,4998.78
Groceries,Kellogg's,Festive Fever Promo,2026967.15,717,2827.01,512.07,4996.81
Groceries,Kellogg's,Final Call Frenzy,1915074.88,676,2832.95,503.08,4980.80
Groceries,Kellogg's,Flash Frenzy Friday,1773270.83,659,2690.85,507.64,4996.77
Groceries,Kellogg's,"Gift More, Spend Less",1833830.77,665,2757.64,513.62,4991.67
Groceries,Kellogg's,Golden Hour Bargains,1757372.05,639,2750.19,500.16,4983.47
Groceries,Kellogg's,Green Weekend Deals,1985014.64,729,2722.93,544.59,4997.22
Groceries,Kellogg's,Happy Hour Discounts,1785030.29,671,2660.25,508.35,4995.35
Groceries,Kellogg's,Holiday Shopping Rush,1782162.76,650,2741.79,501.56,4998.79
Groceries,Kellogg's,Hot Picks Promo,1806300.07,654,2761.93,500.73,4999.96
Groceries,Kellogg's,Instant Gratification Sale,1822169.16,671,2715.60,517.98,4999.70
Groceries,Kellogg's,Limited Time Treasures,1771929.85,648,2734.46,513.89,4999.73
Groceries,Kellogg's,Loyalty Rewards Blast,1883674.41,675,2790.63,509.85,4988.35
Groceries,Kellogg's,Mega Weekend Bonanza,1830389.43,656,2790.23,507.71,4989.86
Groceries,Kellogg's,Mid-Year Madness,1928110.75,673,2864.95,507.78,4994.70
Groceries,Kellogg's,Midnight Madness,1812076.05,666,2720.83,505.05,4995.25
Groceries,Kellogg's,Mystery Discount Days,1786304.38,659,2710.63,503.39,4982.99
Groceries,Kellogg's,New Arrival Showcase,1714561.15,615,2787.90,509.54,4999.86
Groceries,Kellogg's,New Product Launch Promo,1772466.25,645,2748.01,500.73,4999.20
Groceries,Kellogg's,New Year Kickoff,1884712.24,672,2804.63,500.12,4981.27
Groceries,Kellogg's,Price Drop Parade,1812530.96,663,2733.83,512.52,4999.58
Groceries,Kellogg's,Red Tag Clearance,1790036.58,641,2792.57,504.22,4988.88
Groceries,Kellogg's,Seasonal Surprise Box,1898880.26,668,2842.64,510.72,4991.25
Groceries,Kellogg's,Shop & Save Spectacular,1775791.22,631,2814.25,508.47,4983.84
Groceries,Kellogg's,Smart Shopper Week,1883824.50,681,2766.26,500.54,4998.48
Groceries,Kellogg's,Spring Refresh Event,1857945.51,667,2785.53,501.42,4995.22
Groceries,Kellogg's,Spring Splash Discounts,1745371.84,644,2710.20,500.68,4992.00
Groceries,Kellogg's,Summer Sizzle Promo,1759279.78,614,2865.28,514.60,4999.26
Groceries,Kellogg's,Super Savings Week,1953355.04,721,2709.23,504.29,4971.41
Groceries,Kellogg's,Ultimate Value Event,1866579.94,675,2765.30,518.09,4997.75
Groceries,Kellogg's,VIP Access Sale,1833949.50,668,2745.43,504.20,4999.89
Groceries,Kellogg's,Weekend Warrior Specials,1824765.39,666,2739.89,503.77,4999.20
Groceries,Kellogg's,Winter Clearance Carnival,1785701.72,657,2717.96,523.06,4996.69
Groceries,Kellogg's,Winter Wonders Sale,1877875.66,679,2765.65,518.42,4999.85
Groceries,Nestle,12 Days of Deals,1904520.29,691,2756.18,502.43,4998.90
Groceries,Nestle,Autumn Deals Drive,1986190.53,719,2762.43,500.76,4997.95
Groceries,Nestle,BOGO Blitz,1792548.79,648,2766.28,507.32,4996.36
Groceries,Nestle,Back to School Boost,1908096.40,699,2729.75,500.60,4999.06
Groceries,Nestle,Birthday Bash Sale,1785804.03,642,2781.63,504.67,4991.37
Groceries,Nestle,Black Friday Blowout,1846126.85,650,2840.20,505.61,4998.22
Groceries,Nestle,Cart Crasher Campaign,1776592.20,669,2655.59,506.39,4985.57
Groceries,Nestle,Cashback Carnival,1843760.48,658,2802.07,502.91,4995.74
Groceries,Nestle,Clearance Countdown,1738070.18,638,2724.25,519.68,4997.60
Groceries,Nestle,Countdown to Savings,1924846.47,693,2777.56,517.81,4996.32
Groceries,Nestle,Customer Appreciation Week,1893116.75,682,2775.83,502.24,4995.70
Groceries,Nestle,Cyber Monday Mania,1698514.89,620,2739.54,511.89,4998.08
Groceries,Nestle,Deal of the Month,1799321.53,643,2798.32,508.61,4992.95
Groceries,Nestle,Double Points Bonanza,1775791.39,637,2787.74,502.21,4976.30
Groceries,Nestle,Early Bird Specials,1827541.95,668,2735.84,514.86,4999.70
Groceries,Nestle,End of Season Sale,1825850.77,669,2729.22,500.36,4998.37
Groceries,Nestle,Exclusive Insider Offers,1770131.19,641,2761.52,501.31,4999.92
Groceries,Nestle,Festive Fever Promo,1689551.58,621,2720.69,501.65,4997.65
Groceries,Nestle,Final Call Frenzy,1985428.53,708,2804.28,520.72,4971.01
Groceries,Nestle,Flash Frenzy Friday,1786439.96,646,2765.39,519.46,4996.14
Groceries,Nestle,"Gift More, Spend Less",1739891.90,634,2744.31,514.39,4993.41
Groceries,Nestle,Golden Hour Bargains,1845654.98,678,2722.20,509.01,4997.02
Groceries,Nestle,Green Weekend Deals,1815752.57,663,2738.69,503.00,4991.78
Groceries,Nestle,Happy Hour Discounts,1806412.37,661,2732.85,513.29,4995.84
Groceries,Nestle,Holiday Shopping Rush,1742873.94,645,2702.13,507.76,4999.39
Groceries,Nestle,Hot Picks Promo,1857810.59,668,2781.15,519.38,4999.88
Groceries,Nestle,Instant Gratification Sale,1809808.12,654,2767.29,500.03,4988.21
Groceries,Nestle,Limited Time Treasures,1793269.06,658,2725.33,510.30,4994.82
Groceries,Nestle,Loyalty Rewards Blast,1857821.08,656,2832.04,501.89,4995.71
Groceries,Nestle,Mega Weekend Bonanza,1807212.75,638,2832.62,506.20,4998.94
Groceries,Nestle,Mid-Year Madness,1855305.43,683,2716.41,502.46,4990.79
Groceries,Nestle,Midnight Madness,1800309.33,654,2752.77,505.39,4997.31
Groceries,Nestle,Mystery Discount Days,1874381.82,676,2772.75,508.56,4978.06
Groceries,Nestle,New Arrival Showcase,1819380.84,658,2765.02,503.73,4992.67
Groceries,Nestle,New Product Launch Promo,1824259.24,658,2772.43,506.06,4991.05
Groceries,Nestle,New Year Kickoff,1756959.50,644,2728.20,513.17,4991.95
Groceries,Nestle,Price Drop Parade,1796695.60,662,2714.04,504.15,4988.77
Groceries,Nestle,Red Tag Clearance,1923580.07,702,2740.14,501.12,4994.41
Groceries,Nestle,Seasonal Surprise Box,1681808.52,628,2678.04,501.93,4992.02
Groceries,Nestle,Shop & Save Spectacular,1891317.58,679,2785.45,501.53,4995.39
Groceries,Nestle,Smart Shopper Week,1894460.89,690,2745.60,508.76,4987.67
Groceries,Nestle,Spring Refresh Event,1848148.27,667,2770.84,521.03,4998.26
Groceries,Nestle,Spring Splash Discounts,1757668.87,638,2754.97,505.92,4998.53
Groceries,Nestle,Summer Sizzle Promo,1730423.78,641,2699.57,501.06,4952.92
Groceries,Nestle,Super Savings Week,1890903.86,698,2709.03,501.97,4999.88
Groceries,Nestle,Ultimate Value Event,1888646.33,679,2781.51,502.89,4997.53
Groceries,Nestle,VIP Access Sale,1861545.58,678,2745.64,504.83,4997.93
Groceries,Nestle,Weekend Warrior Specials,1748160.22,638,2740.06,502.46,4988.19
Groceries,Nestle,Winter Clearance Carnival,1859581.65,686,2710.76,502.13,4997.93
Groceries,Nestle,Winter Wonders Sale,1837690.18,671,2738.73,505.33,4978.26
Groceries,Tata,12 Days of Deals,1831936.75,651,2814.03,506.22,4989.06
Groceries,Tata,Autumn Deals Drive,1849265.82,684,2703.60,512.90,4999.13
Groceries,Tata,BOGO Blitz,1845832.08,685,2694.65,507.25,4992.20
Groceries,Tata,Back to School Boost,1880959.07,688,2733.95,502.61,4991.91
Groceries,Tata,Birthday Bash Sale,1851442.21,697,2656.30,503.77,4983.43
Groceries,Tata,Black Friday Blowout,1896467.60,680,2788.92,500.83,4990.79
Groceries,Tata,Cart Crasher Campaign,1837087.98,679,2705.58,505.15,4989.38
Groceries,Tata,Cashback Carnival,1811038.06,656,2760.73,512.58,4993.12
Groceries,Tata,Clearance Countdown,1782778.25,639,2789.95,502.02,4998.78
Groceries,Tata,Countdown to Savings,1814571.86,682,2660.66,500.91,4989.73
Groceries,Tata,Customer Appreciation Week,1788907.38,654,2735.33,505.16,4997.51
Groceries,Tata,Cyber Monday Mania,1812932.99,670,2705.87,506.44,4998.73
Groceries,Tata,Deal of the Month,1826377.96,660,2767.24,500.56,4996.71
Groceries,Tata,Double Points Bonanza,1824186.01,679,2686.58,504.96,4999.34
Groceries,Tata,Early Bird Specials,1836950.25,661,2779.05,501.54,4983.85
Groceries,Tata,End of Season Sale,1989417.11,704,2825.88,503.98,4991.22
Groceries,Tata,Exclusive Insider Offers,1899724.62,672,2826.97,504.09,4999.35
Groceries,Tata,Festive Fever Promo,1928062.61,696,2770.20,524.48,4986.36
Groceries,Tata,Final Call Frenzy,1944367.99,710,2738.55,504.53,4995.49
Groceries,Tata,Flash Frenzy Friday,1716390.79,619,2772.84,500.97,4995.90
Groceries,Tata,"Gift More, Spend Less",1923076.10,688,2795.17,509.60,4998.23
Groceries,Tata,Golden Hour Bargains,1892136.65,692,2734.30,506.12,4999.90
Groceries,Tata,Green Weekend Deals,1919709.35,686,2798.41,508.74,4990.02
Groceries,Tata,Happy Hour Discounts,1857748.74,679,2736.01,505.89,4967.69
Groceries,Tata,Holiday Shopping Rush,1755963.02,635,2765.30,505.64,4999.06
Groceries,Tata,Hot Picks Promo,1845879.15,657,2809.56,501.36,4993.32
Groceries,Tata,Instant Gratification Sale,1885796.33,666,2831.53,500.33,4987.65
Groceries,Tata,Limited Time Treasures,1738451.04,634,2742.04,508.05,4983.86
Groceries,Tata,Loyalty Rewards Blast,1873382.33,667,2808.67,507.01,4993.52
Groceries,Tata,Mega Weekend Bonanza,1723802.02,666,2588.29,507.64,4996.49
Groceries,Tata,Mid-Year Madness,1916388.24,689,2781.41,500.32,4995.65
Groceries,Tata,Midnight Madness,1769281.56,627,2821.82,500.01,4998.75
Groceries,Tata,Mystery Discount Days,1763749.05,643,2743.00,506.85,4990.44
Groceries,Tata,New Arrival Showcase,1777324.82,640,2777.07,502.27,4997.81
