category,brand,store_type,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Furniture,Pepperfry,Small Stores / Shops,Sales Associate,Loyalty Rewards Blast,146110.83,53,2756.81,583.40,4928.77
Furniture,Pepperfry,Small Stores / Shops,Sales Associate,Mega Weekend Bonanza,149445.35,56,2668.67,558.94,4826.65
Furniture,Pepperfry,Small Stores / Shops,Sales Associate,Mid-Year Madness,131491.96,51,2578.27,586.08,4970.28
Furniture,Pepperfry,Small Stores / Shops,Sales Associate,Midnight Madness,148401.23,55,2698.20,546.50,4990.20
Furniture,Pepperfry,Small Stores / Shops,Sales Associate,Mystery Discount Days,134963.98,53,2546.49,716.36,4886.94
Furniture,Pepperfry,Small Stores / Shops,Sales Associate,New Arrival Showcase,170526.78,65,2623.49,550.83,4974.32
Furniture,Pepperfry,Small Stores / Shops,Sales Associate,New Product Launch Promo,170454.09,60,2840.90,555.58,4971.27
Furniture,Pepperfry,Small Stores / Shops,Sales Associate,New Year Kickoff,195671.09,69,2835.81,554.73,4894.92
Furniture,Pepperfry,Small Stores / Shops,Sales Associate,Price Drop Parade,154291.59,56,2755.21,587.96,4987.91
Furniture,Pepperfry,Small Stores / Shops,Sales Associate,Red Tag Clearance,141961.50,51,2783.56,534.43,4986.09
Furniture,Pepperfry,Small Stores / Shops,Sales Associate,Seasonal Surprise Box,159078.10,53,3001.47,530.88,4813.68
Furniture,Pepperfry,Small Stores / Shops,Sales Associate,Shop & Save Spectacular,172004.13,60,2866.74,600.51,4928.06
Furniture,Pepperfry,Small Stores / Shops,Sales Associate,Smart Shopper Week,147888.43,48,3081.01,655.21,4942.17
Furniture,Pepperfry,Small Stores / Shops,Sales Associate,Spring Refresh Event,160158.16,60,2669.30,550.52,4845.41
Furniture,Pepperfry,Small Stores / Shops,Sales Associate,Spring Splash Discounts,157264.06,59,2665.49,584.52,4832.33
Furniture,Pepperfry,Small Stores / Shops,Sales Associate,Summer Sizzle Promo,179257.64,65,2757.81,519.57,4936.63
Furniture,Pepperfry,Small Stores / Shops,Sales Associate,Super Savings Week,187800.79,66,2845.47,530.39,4980.68
Furniture,Pepperfry,Small Stores / Shops,Sales Associate,Ultimate Value Event,174323.82,66,2641.27,528.68,4825.36
Furniture,Pepperfry,Small Stores / Shops,Sales Associate,VIP Access Sale,151709.11,57,2661.56,572.82,4977.48
Furniture,Pepperfry,Small Stores / Shops,Sales Associate,Weekend Warrior Specials,166381.28,56,2971.09,504.11,4876.93
Furniture,Pepperfry,Small Stores / Shops,Sales Associate,Winter Clearance Carnival,156326.37,53,2949.55,566.69,4927.95
Furniture,Pepperfry,Small Stores / Shops,Sales Associate,Winter Wonders Sale,165099.17,61,2706.54,507.73,4949.15
Furniture,Pepperfry,Small Stores / Shops,Salesperson,12 Days of Deals,140953.07,53,2659.49,518.52,4977.17
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Autumn Deals Drive,164827.22,58,2841.85,537.23,4936.41
Furniture,Pepperfry,Small Stores / Shops,Salesperson,BOGO Blitz,184511.50,61,3024.78,533.30,4909.90
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Back to School Boost,142484.62,50,2849.69,556.95,4918.93
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Birthday Bash Sale,137915.10,51,2704.22,506.94,4932.40
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Black Friday Blowout,215037.28,71,3028.69,572.63,4999.47
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Cart Crasher Campaign,151284.62,56,2701.51,684.00,4980.81
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Cashback Carnival,151219.85,50,3024.40,704.51,4875.75
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Clearance Countdown,152699.70,58,2632.75,518.07,4974.94
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Countdown to Savings,142719.16,50,2854.38,699.63,4971.53
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Customer Appreciation Week,154453.11,55,2808.24,762.03,4990.14
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Cyber Monday Mania,166638.13,62,2687.71,506.92,4920.73
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Deal of the Month,147949.43,57,2595.60,554.24,4942.15
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Double Points Bonanza,194933.59,64,3045.84,555.58,4921.98
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Early Bird Specials,184009.96,57,3228.24,593.86,4901.59
Furniture,Pepperfry,Small Stores / Shops,Salesperson,End of Season Sale,120624.12,46,2622.26,581.68,4600.63
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Exclusive Insider Offers,190714.41,67,2846.48,537.21,4950.66
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Festive Fever Promo,168915.52,55,3071.19,534.37,4952.94
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Final Call Frenzy,180813.36,65,2781.74,502.89,4835.42
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Flash Frenzy Friday,194802.35,74,2632.46,516.90,4998.41
Furniture,Pepperfry,Small Stores / Shops,Salesperson,"Gift More, Spend Less",196872.02,71,2772.85,533.42,4891.28
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Golden Hour Bargains,114093.96,44,2593.04,535.13,4879.11
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Green Weekend Deals,174119.87,64,2720.62,503.53,4989.00
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Happy Hour Discounts,170796.27,62,2754.78,623.05,4942.46
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Holiday Shopping Rush,121292.72,45,2695.39,588.68,4958.70
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Hot Picks Promo,154167.39,58,2658.06,504.44,4966.91
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Instant Gratification Sale,129909.64,54,2405.73,554.64,4859.34
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Limited Time Treasures,190974.58,72,2652.42,514.82,4893.60
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Loyalty Rewards Blast,114724.56,43,2668.01,566.57,4956.91
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Mega Weekend Bonanza,197646.02,70,2823.51,562.78,4979.42
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Mid-Year Madness,151301.51,50,3026.03,536.64,4981.53
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Midnight Madness,189381.42,72,2630.30,505.16,4959.28
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Mystery Discount Days,183138.85,68,2693.22,645.95,4902.31
Furniture,Pepperfry,Small Stores / Shops,Salesperson,New Arrival Showcase,156036.76,62,2516.72,637.61,4954.58
Furniture,Pepperfry,Small Stores / Shops,Salesperson,New Product Launch Promo,180554.93,61,2959.92,534.14,4772.50
Furniture,Pepperfry,Small Stores / Shops,Salesperson,New Year Kickoff,170238.84,60,2837.31,676.38,4995.79
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Price Drop Parade,155821.42,56,2782.53,672.74,4966.27
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Red Tag Clearance,108173.82,44,2458.50,514.56,4969.22
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Seasonal Surprise Box,186378.21,70,2662.55,541.01,4965.79
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Shop & Save Spectacular,118738.49,43,2761.36,516.37,4956.57
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Smart Shopper Week,137225.05,55,2495.00,504.73,4917.78
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Spring Refresh Event,162134.28,57,2844.46,578.17,4972.45
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Spring Splash Discounts,165516.11,61,2713.38,513.74,4985.62
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Summer Sizzle Promo,165859.91,64,2591.56,607.19,4991.31
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Super Savings Week,164600.07,58,2837.93,509.73,4946.11
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Ultimate Value Event,205329.79,68,3019.56,584.07,4978.36
Furniture,Pepperfry,Small Stores / Shops,Salesperson,VIP Access Sale,171670.63,56,3065.55,502.41,4956.79
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Weekend Warrior Specials,177675.51,70,2538.22,541.59,4994.16
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Winter Clearance Carnival,178490.25,62,2878.87,699.93,4952.46
Furniture,Pepperfry,Small Stores / Shops,Salesperson,Winter Wonders Sale,172164.59,59,2918.04,562.97,4901.62
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,12 Days of Deals,132306.09,46,2876.22,727.61,4862.98
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Autumn Deals Drive,126318.27,51,2476.83,575.00,4998.96
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,BOGO Blitz,134108.22,49,2736.90,511.25,4994.26
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Back to School Boost,137638.18,49,2808.94,541.98,4976.00
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Birthday Bash Sale,159016.02,57,2789.75,538.75,4934.43
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Black Friday Blowout,155283.11,54,2875.61,578.62,4978.91
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Cart Crasher Campaign,129315.58,49,2639.09,501.27,4993.56
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Cashback Carnival,106356.76,41,2594.07,584.15,4866.59
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Clearance Countdown,151250.17,60,2520.84,510.97,4883.12
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Countdown to Savings,153263.97,58,2642.48,535.15,4955.14
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Customer Appreciation Week,152652.76,57,2678.12,674.39,4627.11
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Cyber Monday Mania,141645.34,47,3013.73,644.39,4870.65
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Deal of the Month,157692.28,53,2975.33,543.04,4804.91
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Double Points Bonanza,116284.61,44,2642.83,728.07,4956.55
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Early Bird Specials,127738.49,42,3041.39,574.49,4933.07
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,End of Season Sale,136276.79,42,3244.69,602.16,4967.42
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Exclusive Insider Offers,148710.72,52,2859.82,514.75,4924.10
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Festive Fever Promo,170740.71,62,2753.88,614.21,4948.13
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Final Call Frenzy,140086.05,57,2457.65,540.59,4902.87
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Flash Frenzy Friday,148023.31,51,2902.42,577.26,4904.11
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,"Gift More, Spend Less",130430.57,47,2775.12,508.69,4980.37
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Golden Hour Bargains,161889.72,57,2840.17,511.16,4767.05
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Green Weekend Deals,142656.48,53,2691.63,523.33,4980.64
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Happy Hour Discounts,153654.41,51,3012.83,531.69,4954.14
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Holiday Shopping Rush,164578.75,56,2938.91,579.52,4989.06
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Hot Picks Promo,160183.43,52,3080.45,538.12,4964.62
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Instant Gratification Sale,156889.84,55,2852.54,620.79,4910.26
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Limited Time Treasures,130504.54,50,2610.09,606.84,4799.81
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Loyalty Rewards Blast,99917.56,40,2497.94,524.56,4822.05
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Mega Weekend Bonanza,125807.62,42,2995.42,516.08,4698.45
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Mid-Year Madness,161666.80,65,2487.18,518.75,4892.28
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Midnight Madness,167564.92,58,2889.05,540.58,4998.12
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Mystery Discount Days,123379.95,47,2625.11,589.51,4836.47
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,New Arrival Showcase,154201.05,58,2658.64,532.89,4998.89
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,New Product Launch Promo,120117.97,49,2451.39,555.70,4934.19
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,New Year Kickoff,129945.97,46,2824.91,508.25,4977.44
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Price Drop Parade,129883.39,50,2597.67,555.53,4946.69
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Red Tag Clearance,123285.97,47,2623.11,566.28,4959.26
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Seasonal Surprise Box,153117.03,49,3124.84,736.14,4986.02
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Shop & Save Spectacular,156552.92,55,2846.42,532.02,4976.95
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Smart Shopper Week,107932.22,40,2698.31,517.06,4880.64
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Spring Refresh Event,139968.86,59,2372.35,522.58,4937.58
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Spring Splash Discounts,99893.91,39,2561.38,688.76,4927.65
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Summer Sizzle Promo,139156.11,48,2899.09,507.30,4862.44
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Super Savings Week,142829.84,48,2975.62,578.13,4924.61
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Ultimate Value Event,135343.71,51,2653.80,532.28,4818.94
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,VIP Access Sale,167369.11,67,2498.05,556.48,4918.79
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Weekend Warrior Specials,146167.82,56,2610.14,554.47,4980.03
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Winter Clearance Carnival,146006.65,56,2607.26,531.86,4941.16
Furniture,Pepperfry,Small Stores / Shops,Senior Salesperson,Winter Wonders Sale,186497.94,60,3108.30,581.88,4967.99
Furniture,Pepperfry,Supermarkets ,Manager,12 Days of Deals,170101.38,60,2835.02,527.66,4994.90
Furniture,Pepperfry,Supermarkets ,Manager,Autumn Deals Drive,138174.61,57,2424.12,522.34,4935.39
Furniture,Pepperfry,Supermarkets ,Manager,BOGO Blitz,156688.92,61,2568.67,553.67,4904.18
Furniture,Pepperfry,Supermarkets ,Manager,Back to School Boost,201395.29,78,2581.99,536.43,4861.69
Furniture,Pepperfry,Supermarkets ,Manager,Birthday Bash Sale,148001.79,50,2960.04,653.69,4978.06
Furniture,Pepperfry,Supermarkets ,Manager,Black Friday Blowout,204831.82,68,3012.23,534.05,4951.89
Furniture,Pepperfry,Supermarkets ,Manager,Cart Crasher Campaign,140845.29,52,2708.56,610.37,4878.82
Furniture,Pepperfry,Supermarkets ,Manager,Cashback Carnival,185817.25,64,2903.39,553.93,4982.35
Furniture,Pepperfry,Supermarkets ,Manager,Clearance Countdown,194255.53,67,2899.34,513.61,4993.94
Furniture,Pepperfry,Supermarkets ,Manager,Countdown to Savings,207299.18,71,2919.71,534.29,4969.75
Furniture,Pepperfry,Supermarkets ,Manager,Customer Appreciation Week,168224.57,62,2713.30,539.52,4948.58
Furniture,Pepperfry,Supermarkets ,Manager,Cyber Monday Mania,169457.33,63,2689.80,513.45,4965.60
Furniture,Pepperfry,Supermarkets ,Manager,Deal of the Month,166616.94,62,2687.37,625.31,4952.12
Furniture,Pepperfry,Supermarkets ,Manager,Double Points Bonanza,221667.26,77,2878.80,614.37,4890.29
Furniture,Pepperfry,Supermarkets ,Manager,Early Bird Specials,142839.92,62,2303.87,500.89,4847.79
Furniture,Pepperfry,Supermarkets ,Manager,End of Season Sale,179429.17,67,2678.05,642.27,4926.47
Furniture,Pepperfry,Supermarkets ,Manager,Exclusive Insider Offers,170697.55,63,2709.48,568.45,4964.74
Furniture,Pepperfry,Supermarkets ,Manager,Festive Fever Promo,173758.42,62,2802.56,527.30,4987.38
Furniture,Pepperfry,Supermarkets ,Manager,Final Call Frenzy,141765.10,57,2487.11,521.13,4837.85
Furniture,Pepperfry,Supermarkets ,Manager,Flash Frenzy Friday,121512.10,48,2531.50,557.51,4985.49
Furniture,Pepperfry,Supermarkets ,Manager,"Gift More, Spend Less",149744.69,55,2722.63,647.40,4973.69
Furniture,Pepperfry,Supermarkets ,Manager,Golden Hour Bargains,170688.26,58,2942.90,704.38,4925.03
Furniture,Pepperfry,Supermarkets ,Manager,Green Weekend Deals,161848.49,57,2839.45,705.99,4879.30
Furniture,Pepperfry,Supermarkets ,Manager,Happy Hour Discounts,144018.12,54,2667.00,729.34,4853.53
Furniture,Pepperfry,Supermarkets ,Manager,Holiday Shopping Rush,152404.51,54,2822.31,578.13,4979.12
Furniture,Pepperfry,Supermarkets ,Manager,Hot Picks Promo,185664.73,61,3043.68,678.58,4979.54
Furniture,Pepperfry,Supermarkets ,Manager,Instant Gratification Sale,141090.54,56,2519.47,821.42,4958.13
Furniture,Pepperfry,Supermarkets ,Manager,Limited Time Treasures,156560.71,56,2795.73,519.20,4785.02
Furniture,Pepperfry,Supermarkets ,Manager,Loyalty Rewards Blast,148969.52,61,2442.12,506.20,4984.77
Furniture,Pepperfry,Supermarkets ,Manager,Mega Weekend Bonanza,179120.26,64,2798.75,573.08,4901.92
Furniture,Pepperfry,Supermarkets ,Manager,Mid-Year Madness,174689.38,68,2568.96,544.21,4953.67
Furniture,Pepperfry,Supermarkets ,Manager,Midnight Madness,176239.41,63,2797.45,510.82,4995.95
Furniture,Pepperfry,Supermarkets ,Manager,Mystery Discount Days,186335.88,65,2866.71,516.22,4974.41
Furniture,Pepperfry,Supermarkets ,Manager,New Arrival Showcase,147032.90,55,2673.33,569.35,4796.19
Furniture,Pepperfry,Supermarkets ,Manager,New Product Launch Promo,160054.91,58,2759.57,589.30,4933.74
Furniture,Pepperfry,Supermarkets ,Manager,New Year Kickoff,147546.68,56,2634.76,509.51,4858.77
Furniture,Pepperfry,Supermarkets ,Manager,Price Drop Parade,199013.95,69,2884.26,567.60,4978.43
Furniture,Pepperfry,Supermarkets ,Manager,Red Tag Clearance,148013.60,58,2551.96,510.52,4857.82
Furniture,Pepperfry,Supermarkets ,Manager,Seasonal Surprise Box,172746.94,66,2617.38,579.97,4994.59
Furniture,Pepperfry,Supermarkets ,Manager,Shop & Save Spectacular,168092.36,59,2849.02,611.00,4936.93
Furniture,Pepperfry,Supermarkets ,Manager,Smart Shopper Week,145018.09,48,3021.21,617.91,4992.28
Furniture,Pepperfry,Supermarkets ,Manager,Spring Refresh Event,148061.00,57,2597.56,557.62,4994.60
Furniture,Pepperfry,Supermarkets ,Manager,Spring Splash Discounts,145161.88,50,2903.24,589.21,4919.30
Furniture,Pepperfry,Supermarkets ,Manager,Summer Sizzle Promo,210650.94,73,2885.63,585.70,4981.93
Furniture,Pepperfry,Supermarkets ,Manager,Super Savings Week,178552.15,59,3026.31,585.27,4988.24
Furniture,Pepperfry,Supermarkets ,Manager,Ultimate Value Event,153512.09,57,2693.19,631.57,4966.90
Furniture,Pepperfry,Supermarkets ,Manager,VIP Access Sale,169826.85,68,2497.45,554.31,4886.53
Furniture,Pepperfry,Supermarkets ,Manager,Weekend Warrior Specials,161096.70,58,2777.53,821.49,4990.85
Furniture,Pepperfry,Supermarkets ,Manager,Winter Clearance Carnival,131210.25,49,2677.76,592.69,4808.47
Furniture,Pepperfry,Supermarkets ,Manager,Winter Wonders Sale,172597.24,64,2696.83,535.81,4739.51
Furniture,Pepperfry,Supermarkets ,Sales Associate,12 Days of Deals,158401.44,60,2640.02,620.14,4949.62
Furniture,Pepperfry,Supermarkets ,Sales Associate,Autumn Deals Drive,175009.78,64,2734.53,597.06,4744.92
Furniture,Pepperfry,Supermarkets ,Sales Associate,BOGO Blitz,106111.23,41,2588.08,602.29,4784.84
Furniture,Pepperfry,Supermarkets ,Sales Associate,Back to School Boost,231795.95,83,2792.72,522.56,4934.18
Furniture,Pepperfry,Supermarkets ,Sales Associate,Birthday Bash Sale,173780.65,62,2802.91,522.72,4951.12
Furniture,Pepperfry,Supermarkets ,Sales Associate,Black Friday Blowout,201497.37,66,3052.99,608.12,4989.06
Furniture,Pepperfry,Supermarkets ,Sales Associate,Cart Crasher Campaign,157648.66,57,2765.77,585.54,4890.25
Furniture,Pepperfry,Supermarkets ,Sales Associate,Cashback Carnival,171600.58,68,2523.54,510.52,4918.62
Furniture,Pepperfry,Supermarkets ,Sales Associate,Clearance Countdown,118744.18,48,2473.84,646.97,4756.57
Furniture,Pepperfry,Supermarkets ,Sales Associate,Countdown to Savings,204331.27,71,2877.91,510.93,4996.95
Furniture,Pepperfry,Supermarkets ,Sales Associate,Customer Appreciation Week,169356.71,63,2688.20,540.43,4930.46
Furniture,Pepperfry,Supermarkets ,Sales Associate,Cyber Monday Mania,137929.94,48,2873.54,720.97,4993.83
Furniture,Pepperfry,Supermarkets ,Sales Associate,Deal of the Month,172563.65,59,2924.81,556.15,4925.04
Furniture,Pepperfry,Supermarkets ,Sales Associate,Double Points Bonanza,160030.30,60,2667.17,579.54,4999.14
Furniture,Pepperfry,Supermarkets ,Sales Associate,Early Bird Specials,172408.92,61,2826.38,501.84,4997.79
Furniture,Pepperfry,Supermarkets ,Sales Associate,End of Season Sale,173502.82,69,2514.53,559.57,4946.25
Furniture,Pepperfry,Supermarkets ,Sales Associate,Exclusive Insider Offers,131849.15,51,2585.28,550.37,4789.41
Furniture,Pepperfry,Supermarkets ,Sales Associate,Festive Fever Promo,164011.88,61,2688.72,514.16,4951.88
Furniture,Pepperfry,Supermarkets ,Sales Associate,Final Call Frenzy,120419.46,45,2675.99,596.96,4996.83
Furniture,Pepperfry,Supermarkets ,Sales Associate,Flash Frenzy Friday,154132.13,51,3022.20,932.87,4979.41
Furniture,Pepperfry,Supermarkets ,Sales Associate,"Gift More, Spend Less",175226.79,63,2781.38,507.96,4997.79
Furniture,Pepperfry,Supermarkets ,Sales Associate,Golden Hour Bargains,135940.33,50,2718.81,990.87,4880.97
Furniture,Pepperfry,Supermarkets ,Sales Associate,Green Weekend Deals,208897.68,75,2785.30,514.11,4952.44
Furniture,Pepperfry,Supermarkets ,Sales Associate,Happy Hour Discounts,112739.89,43,2621.86,642.85,4943.74
Furniture,Pepperfry,Supermarkets ,Sales Associate,Holiday Shopping Rush,154908.70,54,2868.68,600.43,4945.37
Furniture,Pepperfry,Supermarkets ,Sales Associate,Hot Picks Promo,130966.33,55,2381.21,535.38,4641.33
Furniture,Pepperfry,Supermarkets ,Sales Associate,Instant Gratification Sale,193376.69,67,2886.22,719.06,4905.24
Furniture,Pepperfry,Supermarkets ,Sales Associate,Limited Time Treasures,136993.15,51,2686.14,607.69,4962.32
Furniture,Pepperfry,Supermarkets ,Sales Associate,Loyalty Rewards Blast,162823.79,60,2713.73,543.31,4999.26
Furniture,Pepperfry,Supermarkets ,Sales Associate,Mega Weekend Bonanza,177243.58,60,2954.06,532.98,4982.65
Furniture,Pepperfry,Supermarkets ,Sales Associate,Mid-Year Madness,170374.82,59,2887.71,566.34,4984.30
Furniture,Pepperfry,Supermarkets ,Sales Associate,Midnight Madness,138764.59,52,2668.55,515.89,4782.22
Furniture,Pepperfry,Supermarkets ,Sales Associate,Mystery Discount Days,160218.51,56,2861.04,531.22,4982.44
Furniture,Pepperfry,Supermarkets ,Sales Associate,New Arrival Showcase,173093.60,66,2622.63,522.25,4843.47
Furniture,Pepperfry,Supermarkets ,Sales Associate,New Product Launch Promo,161209.75,53,3041.69,506.27,4992.74
Furniture,Pepperfry,Supermarkets ,Sales Associate,New Year Kickoff,142291.73,52,2736.38,521.52,4788.49
Furniture,Pepperfry,Supermarkets ,Sales Associate,Price Drop Parade,186608.59,64,2915.76,524.69,4979.58
Furniture,Pepperfry,Supermarkets ,Sales Associate,Red Tag Clearance,161383.90,65,2482.83,504.90,4841.88
Furniture,Pepperfry,Supermarkets ,Sales Associate,Seasonal Surprise Box,185390.59,64,2896.73,517.21,4935.33
Furniture,Pepperfry,Supermarkets ,Sales Associate,Shop & Save Spectacular,113440.82,52,2181.55,545.80,4774.39
Furniture,Pepperfry,Supermarkets ,Sales Associate,Smart Shopper Week,153944.68,64,2405.39,523.07,4923.97
Furniture,Pepperfry,Supermarkets ,Sales Associate,Spring Refresh Event,202929.97,69,2941.01,617.93,4989.36
Furniture,Pepperfry,Supermarkets ,Sales Associate,Spring Splash Discounts,180851.32,59,3065.28,554.94,4934.94
Furniture,Pepperfry,Supermarkets ,Sales Associate,Summer Sizzle Promo,175045.40,68,2574.20,537.57,4923.19
Furniture,Pepperfry,Supermarkets ,Sales Associate,Super Savings Week,152095.69,54,2816.59,641.03,4989.93
Furniture,Pepperfry,Supermarkets ,Sales Associate,Ultimate Value Event,171246.73,67,2555.92,512.05,4993.55
Furniture,Pepperfry,Supermarkets ,Sales Associate,VIP Access Sale,230870.22,78,2959.87,508.01,4994.17
Furniture,Pepperfry,Supermarkets ,Sales Associate,Weekend Warrior Specials,179004.97,63,2841.35,525.21,4934.99
Furniture,Pepperfry,Supermarkets ,Sales Associate,Winter Clearance Carnival,189388.92,72,2630.40,532.06,4875.96
Furniture,Pepperfry,Supermarkets ,Sales Associate,Winter Wonders Sale,132782.25,49,2709.84,543.64,4995.12
Furniture,Pepperfry,Supermarkets ,Salesperson,12 Days of Deals,161582.09,56,2885.39,522.59,4921.87
Furniture,Pepperfry,Supermarkets ,Salesperson,Autumn Deals Drive,172371.18,62,2780.18,536.60,4970.79
Furniture,Pepperfry,Supermarkets ,Salesperson,BOGO Blitz,149213.61,55,2712.97,539.43,4794.09
Furniture,Pepperfry,Supermarkets ,Salesperson,Back to School Boost,130693.88,52,2513.34,562.14,4988.70
Furniture,Pepperfry,Supermarkets ,Salesperson,Birthday Bash Sale,105748.68,41,2579.24,536.59,4965.04
Furniture,Pepperfry,Supermarkets ,Salesperson,Black Friday Blowout,178712.80,67,2667.36,512.10,4990.25
Furniture,Pepperfry,Supermarkets ,Salesperson,Cart Crasher Campaign,177301.38,59,3005.11,688.45,4839.26
Furniture,Pepperfry,Supermarkets ,Salesperson,Cashback Carnival,155049.29,58,2673.26,564.40,4977.12
Furniture,Pepperfry,Supermarkets ,Salesperson,Clearance Countdown,187073.38,67,2792.14,563.50,4995.77
Furniture,Pepperfry,Supermarkets ,Salesperson,Countdown to Savings,160178.84,60,2669.65,531.50,4826.30
Furniture,Pepperfry,Supermarkets ,Salesperson,Customer Appreciation Week,169950.18,63,2697.62,572.33,4996.24
Furniture,Pepperfry,Supermarkets ,Salesperson,Cyber Monday Mania,121367.67,50,2427.35,581.61,4987.06
Furniture,Pepperfry,Supermarkets ,Salesperson,Deal of the Month,150203.63,55,2730.98,637.03,4997.12
Furniture,Pepperfry,Supermarkets ,Salesperson,Double Points Bonanza,193195.34,68,2841.11,526.68,4995.73
Furniture,Pepperfry,Supermarkets ,Salesperson,Early Bird Specials,155546.11,58,2681.83,534.87,4822.81
