brand,customer_segment,store_type,sum_amount,count,avg_amount,min_amount,max_amount
Sony,In-Store Regular,Large Malls / Complexes,2960668.83,1086,2726.21,502.96,4998.89
Sony,In-Store Regular,Small Stores / Shops,2967123.74,1073,2765.26,508.20,4998.63
Sony,In-Store Regular,Supermarkets ,3081804.08,1115,2763.95,500.05,4998.29
Sony,Loyal Customer,Large Malls / Complexes,2817805.05,1029,2738.39,520.36,4997.33
Sony,Loyal Customer,Small Stores / Shops,3192764.43,1166,2738.22,500.08,4998.12
Sony,Loyal Customer,Supermarkets ,3291236.51,1187,2772.74,511.62,4999.15
Sony,Occasional Shopper,Large Malls / Complexes,2965383.30,1081,2743.19,512.68,4995.40
Sony,Occasional Shopper,Small Stores / Shops,3068540.47,1111,2761.96,506.15,4997.58
Sony,Occasional Shopper,Supermarkets ,3202751.13,1155,2772.94,515.45,4998.09
Sony,Online Shopper,Large Malls / Complexes,3037601.61,1116,2721.87,502.74,4999.95
Sony,Online Shopper,Small Stores / Shops,3054357.50,1125,2714.98,501.02,4972.09
Sony,Online Shopper,Supermarkets ,3039896.70,1105,2751.04,502.78,4995.68
Sony,Premium Shopper,Large Malls / Complexes,2959614.07,1070,2765.99,506.00,4998.76
Sony,Premium Shopper,Small Stores / Shops,2875868.79,1062,2707.97,500.73,4993.03
Sony,Premium Shopper,Supermarkets ,3263322.91,1184,2756.18,501.14,4999.13
Tata,Budget Shopper,Large Malls / Complexes,2936360.57,1054,2785.92,506.85,4999.97
Tata,Budget Shopper,Small Stores / Shops,2981452.66,1114,2676.35,505.58,4998.44
Tata,Budget Shopper,Supermarkets ,3050769.46,1121,2721.47,509.07,4996.14
Tata,Churn Risk,Large Malls / Complexes,2813979.95,1029,2734.67,505.15,4999.13
Tata,Churn Risk,Small Stores / Shops,3110261.53,1113,2794.48,500.47,4986.73
Tata,Churn Risk,Supermarkets ,3178016.75,1151,2761.09,504.09,4993.94
Tata,Deal Seeker,Large Malls / Complexes,2901237.05,1036,2800.42,507.01,4994.79
Tata,Deal Seeker,Small Stores / Shops,3306262.05,1203,2748.35,504.62,4993.52
Tata,Deal Seeker,Supermarkets ,3309647.34,1183,2797.67,500.33,4992.62
Tata,First-time Buyer,Large Malls / Complexes,2978307.42,1067,2791.29,501.87,4999.90
Tata,First-time Buyer,Small Stores / Shops,3171543.97,1133,2799.24,500.01,4998.73
Tata,First-time Buyer,Supermarkets ,3194398.57,1164,2744.33,513.21,4998.75
Tata,High Value,Large Malls / Complexes,2976097.46,1064,2797.08,509.58,4998.78
Tata,High Value,Small Stores / Shops,3176693.93,1172,2710.49,500.83,4998.45
Tata,High Value,Supermarkets ,3105288.28,1120,2772.58,504.96,4999.34
Tata,In-Store Regular,Large Malls / Complexes,2864873.12,1052,2723.26,505.51,4997.81
Tata,In-Store Regular,Small Stores / Shops,3113181.69,1145,2718.94,505.89,4989.67
Tata,In-Store Regular,Supermarkets ,3034163.95,1122,2704.25,502.61,4990.49
Tata,Loyal Customer,Large Malls / Complexes,2916140.49,1051,2774.63,500.32,4996.49
Tata,Loyal Customer,Small Stores / Shops,3116796.98,1113,2800.36,502.27,4996.71
Tata,Loyal Customer,Supermarkets ,3199029.47,1148,2786.61,504.05,4991.22
Tata,Occasional Shopper,Large Malls / Complexes,3007490.32,1084,2774.44,504.91,4999.06
Tata,Occasional Shopper,Small Stores / Shops,2985538.45,1109,2692.10,500.91,4997.51
Tata,Occasional Shopper,Supermarkets ,3280170.67,1199,2735.76,522.43,4989.23
Tata,Online Shopper,Large Malls / Complexes,2926851.05,1037,2822.42,501.39,4999.83
Tata,Online Shopper,Small Stores / Shops,3098926.50,1121,2764.43,501.36,4995.88
Tata,Online Shopper,Supermarkets ,3212331.33,1159,2771.64,505.64,4992.47
Tata,Premium Shopper,Large Malls / Complexes,2969700.07,1070,2775.42,503.77,4998.79
Tata,Premium Shopper,Small Stores / Shops,3048286.00,1129,2699.99,505.15,4999.35
Tata,Premium Shopper,Supermarkets ,3052147.68,1117,2732.45,500.97,4995.65
Urban Ladder,Budget Shopper,Large Malls / Complexes,3048091.19,1094,2786.19,502.36,4999.11
Urban Ladder,Budget Shopper,Small Stores / Shops,3046207.48,1104,2759.25,506.57,4997.33
Urban Ladder,Budget Shopper,Supermarkets ,3334718.99,1193,2795.24,502.39,4996.17
Urban Ladder,Churn Risk,Large Malls / Complexes,2987477.68,1086,2750.90,504.20,4992.27
Urban Ladder,Churn Risk,Small Stores / Shops,2941537.12,1068,2754.25,500.70,4990.61
Urban Ladder,Churn Risk,Supermarkets ,3296420.26,1211,2722.06,505.76,4999.22
Urban Ladder,Deal Seeker,Large Malls / Complexes,2975988.17,1085,2742.85,502.02,4997.15
Urban Ladder,Deal Seeker,Small Stores / Shops,3077844.45,1110,2772.83,501.28,4997.58
Urban Ladder,Deal Seeker,Supermarkets ,3093184.98,1121,2759.31,503.66,4996.27
Urban Ladder,First-time Buyer,Large Malls / Complexes,2933904.51,1069,2744.53,502.44,4993.18
Urban Ladder,First-time Buyer,Small Stores / Shops,3032962.54,1068,2839.85,512.82,4996.98
Urban Ladder,First-time Buyer,Supermarkets ,3183565.23,1150,2768.32,505.86,4999.59
Urban Ladder,High Value,Large Malls / Complexes,3007479.95,1096,2744.05,504.24,4999.64
Urban Ladder,High Value,Small Stores / Shops,3265303.86,1179,2769.55,501.29,4998.26
Urban Ladder,High Value,Supermarkets ,3267745.23,1193,2739.10,504.51,4999.58
Urban Ladder,In-Store Regular,Large Malls / Complexes,3041269.31,1092,2785.05,507.61,4990.46
Urban Ladder,In-Store Regular,Small Stores / Shops,2839111.56,1026,2767.17,500.07,4994.21
Urban Ladder,In-Store Regular,Supermarkets ,3206955.27,1168,2745.68,503.33,4998.82
Urban Ladder,Loyal Customer,Large Malls / Complexes,2968900.24,1073,2766.92,500.56,4997.81
Urban Ladder,Loyal Customer,Small Stores / Shops,3101543.61,1094,2835.05,501.69,4996.65
Urban Ladder,Loyal Customer,Supermarkets ,3147961.30,1158,2718.45,508.18,4991.12
Urban Ladder,Occasional Shopper,Large Malls / Complexes,2927788.84,1075,2723.52,500.98,4993.29
Urban Ladder,Occasional Shopper,Small Stores / Shops,2857767.75,1039,2750.50,500.57,4999.31
Urban Ladder,Occasional Shopper,Supermarkets ,3049023.59,1091,2794.71,504.91,4997.23
Urban Ladder,Online Shopper,Large Malls / Complexes,2955381.11,1064,2777.61,509.93,4999.88
Urban Ladder,Online Shopper,Small Stores / Shops,2922517.47,1095,2668.97,500.34,4994.85
Urban Ladder,Online Shopper,Supermarkets ,3257966.18,1185,2749.34,502.65,4992.50
Urban Ladder,Premium Shopper,Large Malls / Complexes,2891398.78,1067,2709.84,500.29,4986.14
Urban Ladder,Premium Shopper,Small Stores / Shops,3014011.22,1091,2762.61,501.38,4999.14
Urban Ladder,Premium Shopper,Supermarkets ,3134269.80,1133,2766.35,502.37,4996.26
Whirlpool,Budget Shopper,Large Malls / Complexes,2886283.58,1051,2746.23,500.61,4999.74
Whirlpool,Budget Shopper,Small Stores / Shops,3085572.26,1120,2754.98,510.66,4999.78
Whirlpool,Budget Shopper,Supermarkets ,3209866.77,1172,2738.79,501.38,4999.93
Whirlpool,Churn Risk,Large Malls / Complexes,2895602.79,1057,2739.45,505.17,4985.00
Whirlpool,Churn Risk,Small Stores / Shops,3173522.83,1130,2808.43,501.49,4998.46
Whirlpool,Churn Risk,Supermarkets ,2893344.20,1067,2711.66,508.23,4999.29
Whirlpool,Deal Seeker,Large Malls / Complexes,2951167.91,1084,2722.48,501.18,4998.83
Whirlpool,Deal Seeker,Small Stores / Shops,3055706.21,1121,2725.88,505.82,4998.50
Whirlpool,Deal Seeker,Supermarkets ,3338365.71,1190,2805.35,501.35,4999.38
Whirlpool,First-time Buyer,Large Malls / Complexes,2902728.32,1052,2759.25,516.98,4997.98
Whirlpool,First-time Buyer,Small Stores / Shops,2993191.91,1106,2706.32,502.03,4996.10
Whirlpool,First-time Buyer,Supermarkets ,3059961.21,1113,2749.29,502.66,4992.88
Whirlpool,High Value,Large Malls / Complexes,2780062.38,1024,2714.90,517.05,4991.51
Whirlpool,High Value,Small Stores / Shops,3138635.37,1153,2722.15,500.21,4999.73
Whirlpool,High Value,Supermarkets ,3274192.23,1181,2772.39,501.53,4998.56
Whirlpool,In-Store Regular,Large Malls / Complexes,2976504.93,1095,2718.27,502.82,4995.63
Whirlpool,In-Store Regular,Small Stores / Shops,3188740.21,1175,2713.82,502.61,4985.89
Whirlpool,In-Store Regular,Supermarkets ,3221631.63,1187,2714.10,506.56,4997.74
Whirlpool,Loyal Customer,Large Malls / Complexes,2895422.01,1046,2768.09,504.46,4990.13
Whirlpool,Loyal Customer,Small Stores / Shops,3000210.39,1121,2676.37,502.22,4997.51
Whirlpool,Loyal Customer,Supermarkets ,3318340.80,1201,2762.98,502.35,4999.75
Whirlpool,Occasional Shopper,Large Malls / Complexes,3085155.14,1121,2752.15,504.46,4998.47
Whirlpool,Occasional Shopper,Small Stores / Shops,3215648.70,1154,2786.52,500.44,4997.90
Whirlpool,Occasional Shopper,Supermarkets ,3147163.25,1144,2751.02,510.70,4999.48
Whirlpool,Online Shopper,Large Malls / Complexes,3023256.49,1104,2738.46,526.07,4994.29
Whirlpool,Online Shopper,Small Stores / Shops,3106263.13,1106,2808.56,504.40,4995.37
Whirlpool,Online Shopper,Supermarkets ,3227378.69,1158,2787.03,511.13,4989.56
Whirlpool,Premium Shopper,Large Malls / Complexes,2942000.91,1061,2772.86,504.31,4997.57
Whirlpool,Premium Shopper,Small Stores / Shops,2943166.55,1076,2735.28,505.09,4991.62
Whirlpool,Premium Shopper,Supermarkets ,3040551.73,1113,2731.85,501.55,4995.53
Zara,Budget Shopper,Large Malls / Complexes,3087049.55,1100,2806.41,502.21,4986.36
Zara,Budget Shopper,Small Stores / Shops,3040217.28,1113,2731.55,507.40,4997.51
Zara,Budget Shopper,Supermarkets ,3073486.91,1119,2746.64,502.76,4993.28
Zara,Churn Risk,Large Malls / Complexes,2869646.17,1050,2733.00,505.77,4999.91
Zara,Churn Risk,Small Stores / Shops,3140848.51,1136,2764.83,504.24,4999.45
Zara,Churn Risk,Supermarkets ,3179490.08,1168,2722.17,502.44,4998.98
Zara,Deal Seeker,Large Malls / Complexes,2862497.47,1054,2715.84,509.20,4996.18
Zara,Deal Seeker,Small Stores / Shops,3043969.35,1121,2715.41,502.55,4999.81
Zara,Deal Seeker,Supermarkets ,3081517.96,1123,2744.01,501.71,4995.44
Zara,First-time Buyer,Large Malls / Complexes,2880758.17,1027,2805.02,500.46,4999.45
Zara,First-time Buyer,Small Stores / Shops,3093072.65,1111,2784.04,501.24,4999.82
Zara,First-time Buyer,Supermarkets ,3147968.46,1113,2828.36,509.54,4994.01
Zara,High Value,Large Malls / Complexes,2833406.41,1009,2808.13,501.00,4999.71
Zara,High Value,Small Stores / Shops,2937340.45,1076,2729.87,513.31,4999.73
Zara,High Value,Supermarkets ,3228065.21,1204,2681.12,506.06,4997.38
Zara,In-Store Regular,Large Malls / Complexes,2854800.31,1024,2787.89,506.92,4999.80
Zara,In-Store Regular,Small Stores / Shops,2979158.56,1078,2763.60,504.23,4995.99
Zara,In-Store Regular,Supermarkets ,2890171.50,1069,2703.62,503.25,4991.98
Zara,Loyal Customer,Large Malls / Complexes,2947468.89,1088,2709.07,501.59,4996.42
Zara,Loyal Customer,Small Stores / Shops,2963402.75,1074,2759.22,500.50,4998.42
Zara,Loyal Customer,Supermarkets ,3188096.20,1148,2777.09,503.15,4993.23
Zara,Occasional Shopper,Large Malls / Complexes,2841453.58,1024,2774.86,502.01,4995.74
Zara,Occasional Shopper,Small Stores / Shops,3062425.52,1112,2753.98,510.43,4999.06
Zara,Occasional Shopper,Supermarkets ,3215881.69,1161,2769.92,501.28,4997.44
Zara,Online Shopper,Large Malls / Complexes,2976789.08,1068,2787.26,500.93,4995.75
Zara,Online Shopper,Small Stores / Shops,3076219.81,1116,2756.47,504.12,4978.98
Zara,Online Shopper,Supermarkets ,3400833.30,1221,2785.29,502.39,4994.87
Zara,Premium Shopper,Large Malls / Complexes,2699339.17,999,2702.04,503.34,4999.44
Zara,Premium Shopper,Small Stores / Shops,2955133.43,1074,2751.52,500.32,4997.25
Zara,Premium Shopper,Supermarkets ,3031635.36,1113,2723.84,508.91,4989.52
