store_type,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Supermarkets ,Senior Salesperson,Double Points Bonanza,4164306.17,1523,2734.28,502.14,4990.54
Supermarkets ,Senior Salesperson,Early Bird Specials,4146701.92,1495,2773.71,503.12,4994.19
Supermarkets ,Senior Salesperson,End of Season Sale,4425897.01,1590,2783.58,503.46,4995.12
Supermarkets ,Senior Salesperson,Exclusive Insider Offers,4276470.34,1550,2759.01,504.09,4997.92
Supermarkets ,Senior Salesperson,Festive Fever Promo,4465802.19,1623,2751.57,503.23,4999.21
Supermarkets ,Senior Salesperson,Final Call Frenzy,4275938.44,1536,2783.81,505.45,4998.23
Supermarkets ,Senior Salesperson,Flash Frenzy Friday,4294509.74,1551,2768.87,502.31,4997.83
Supermarkets ,Senior Salesperson,"Gift More, Spend Less",4283331.81,1567,2733.46,501.75,4996.60
Supermarkets ,Senior Salesperson,Golden Hour Bargains,4455124.41,1614,2760.30,500.65,4991.12
Supermarkets ,Senior Salesperson,Green Weekend Deals,4549076.04,1670,2724.00,501.10,4999.98
Supermarkets ,Senior Salesperson,Happy Hour Discounts,4246247.30,1518,2797.26,501.43,4997.26
Supermarkets ,Senior Salesperson,Holiday Shopping Rush,4323162.87,1569,2755.36,500.69,4996.87
Supermarkets ,Senior Salesperson,Hot Picks Promo,4304653.91,1572,2738.33,507.34,4999.88
Supermarkets ,Senior Salesperson,Instant Gratification Sale,4212026.64,1515,2780.22,500.03,4997.44
Supermarkets ,Senior Salesperson,Limited Time Treasures,4358706.49,1587,2746.51,500.36,4998.98
Supermarkets ,Senior Salesperson,Loyalty Rewards Blast,4436990.70,1598,2776.59,500.58,4997.60
Supermarkets ,Senior Salesperson,Mega Weekend Bonanza,4465232.18,1594,2801.27,504.49,4997.14
Supermarkets ,Senior Salesperson,Mid-Year Madness,4530410.46,1636,2769.20,502.44,4999.49
Supermarkets ,Senior Salesperson,Midnight Madness,4204439.07,1535,2739.05,510.11,4997.66
Supermarkets ,Senior Salesperson,Mystery Discount Days,4350568.06,1578,2757.01,503.05,4998.21
Supermarkets ,Senior Salesperson,New Arrival Showcase,4357078.50,1581,2755.90,503.69,4996.95
Supermarkets ,Senior Salesperson,New Product Launch Promo,4271292.62,1578,2706.78,501.14,4996.38
Supermarkets ,Senior Salesperson,New Year Kickoff,4358021.55,1571,2774.04,500.45,4998.67
Supermarkets ,Senior Salesperson,Price Drop Parade,4351155.34,1581,2752.15,504.15,4998.25
Supermarkets ,Senior Salesperson,Red Tag Clearance,4450988.46,1617,2752.62,503.92,4999.05
Supermarkets ,Senior Salesperson,Seasonal Surprise Box,4244269.85,1527,2779.48,500.31,4998.54
Supermarkets ,Senior Salesperson,Shop & Save Spectacular,3999349.84,1467,2726.21,504.82,4993.94
Supermarkets ,Senior Salesperson,Smart Shopper Week,4299033.98,1561,2754.03,507.97,4996.84
Supermarkets ,Senior Salesperson,Spring Refresh Event,4607649.81,1674,2752.48,502.50,4998.45
Supermarkets ,Senior Salesperson,Spring Splash Discounts,4306777.99,1559,2762.53,500.46,4999.01
Supermarkets ,Senior Salesperson,Summer Sizzle Promo,4194227.11,1551,2704.21,500.81,4997.93
Supermarkets ,Senior Salesperson,Super Savings Week,4327286.03,1562,2770.35,511.09,4999.88
Supermarkets ,Senior Salesperson,Ultimate Value Event,4182378.84,1541,2714.07,500.07,4999.84
Supermarkets ,Senior Salesperson,VIP Access Sale,4397492.18,1606,2738.16,500.66,4997.93
Supermarkets ,Senior Salesperson,Weekend Warrior Specials,4236111.55,1565,2706.78,501.39,4999.39
Supermarkets ,Senior Salesperson,Winter Clearance Carnival,4240308.69,1559,2719.89,503.08,4997.27
Supermarkets ,Senior Salesperson,Winter Wonders Sale,4219778.67,1555,2713.68,509.00,4991.52
