brand,customer_segment,store_type,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Nestle,In-Store Regular,Large Malls / Complexes,Sales Associate,Mid-Year Madness,15339.15,5,3067.83,1551.30,4771.12
Nestle,In-Store Regular,Large Malls / Complexes,Sales Associate,Midnight Madness,17363.82,7,2480.55,834.08,4761.07
Nestle,In-Store Regular,Large Malls / Complexes,Sales Associate,Mystery Discount Days,12869.09,4,3217.27,1306.79,4978.06
Nestle,In-Store Regular,Large Malls / Complexes,Sales Associate,New Arrival Showcase,11504.45,4,2876.11,1627.58,4303.78
Nestle,In-Store Regular,Large Malls / Complexes,Sales Associate,New Product Launch Promo,7839.26,3,2613.09,1692.13,3817.57
Nestle,In-Store Regular,Large Malls / Complexes,Sales Associate,New Year Kickoff,13310.62,6,2218.44,695.15,3775.38
Nestle,In-Store Regular,Large Malls / Complexes,Sales Associate,Price Drop Parade,21405.43,6,3567.57,2420.14,4826.94
Nestle,In-Store Regular,Large Malls / Complexes,Sales Associate,Red Tag Clearance,18481.08,6,3080.18,1417.03,4777.25
Nestle,In-Store Regular,Large Malls / Complexes,Sales Associate,Seasonal Surprise Box,14334.74,5,2866.95,1608.13,4946.12
Nestle,In-Store Regular,Large Malls / Complexes,Sales Associate,Shop & Save Spectacular,13055.28,5,2611.06,936.04,3785.52
Nestle,In-Store Regular,Large Malls / Complexes,Sales Associate,Smart Shopper Week,13823.52,4,3455.88,731.67,4936.35
Nestle,In-Store Regular,Large Malls / Complexes,Sales Associate,Spring Refresh Event,5172.47,3,1724.16,856.86,2298.48
Nestle,In-Store Regular,Large Malls / Complexes,Sales Associate,Spring Splash Discounts,20910.65,10,2091.06,565.69,4013.22
Nestle,In-Store Regular,Large Malls / Complexes,Sales Associate,Summer Sizzle Promo,12955.67,4,3238.92,1802.33,4408.96
Nestle,In-Store Regular,Large Malls / Complexes,Sales Associate,Super Savings Week,22748.12,9,2527.57,619.32,4724.17
Nestle,In-Store Regular,Large Malls / Complexes,Sales Associate,Ultimate Value Event,12788.65,5,2557.73,841.63,4898.31
Nestle,In-Store Regular,Large Malls / Complexes,Sales Associate,VIP Access Sale,9973.09,4,2493.27,883.69,4388.46
Nestle,In-Store Regular,Large Malls / Complexes,Sales Associate,Weekend Warrior Specials,14904.70,4,3726.17,2875.81,4282.61
Nestle,In-Store Regular,Large Malls / Complexes,Sales Associate,Winter Clearance Carnival,14985.09,5,2997.02,1831.61,3795.58
Nestle,In-Store Regular,Large Malls / Complexes,Sales Associate,Winter Wonders Sale,13909.04,4,3477.26,1249.17,4935.30
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,12 Days of Deals,9942.89,6,1657.15,851.51,2601.59
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Autumn Deals Drive,23905.45,8,2988.18,872.46,4631.53
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,BOGO Blitz,23553.53,7,3364.79,637.35,4909.91
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Back to School Boost,11549.78,4,2887.45,1990.81,3909.82
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Birthday Bash Sale,10372.62,4,2593.16,1386.69,3452.84
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Black Friday Blowout,19772.04,8,2471.51,1564.47,3676.78
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Cart Crasher Campaign,7185.27,3,2395.09,2127.94,2551.45
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Cashback Carnival,10274.34,6,1712.39,512.47,4589.32
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Clearance Countdown,9860.43,3,3286.81,2509.25,4511.28
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Countdown to Savings,10746.17,5,2149.23,710.37,3628.27
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Customer Appreciation Week,15830.00,7,2261.43,709.19,4232.99
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Cyber Monday Mania,8326.82,3,2775.61,1801.81,4290.48
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Deal of the Month,15573.81,6,2595.63,745.06,3564.69
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Double Points Bonanza,7686.78,2,3843.39,3419.71,4267.07
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Early Bird Specials,5591.35,2,2795.68,2017.23,3574.12
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,End of Season Sale,22883.53,6,3813.92,500.36,4970.89
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Exclusive Insider Offers,24768.35,10,2476.83,527.18,4239.03
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Festive Fever Promo,17097.63,5,3419.53,2171.09,4691.56
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Final Call Frenzy,9349.02,3,3116.34,2621.48,3613.42
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Flash Frenzy Friday,11848.39,7,1692.63,569.88,2496.33
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,"Gift More, Spend Less",6130.40,2,3065.20,1382.15,4748.25
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Green Weekend Deals,12739.33,4,3184.83,691.32,4359.33
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Happy Hour Discounts,19479.71,5,3895.94,2773.21,4872.71
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Hot Picks Promo,18011.67,5,3602.33,1287.10,4952.02
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Instant Gratification Sale,12539.47,4,3134.87,1875.84,4791.24
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Limited Time Treasures,23062.70,7,3294.67,1756.14,4600.70
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Loyalty Rewards Blast,10815.89,4,2703.97,1055.94,3576.62
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Mega Weekend Bonanza,20158.39,7,2879.77,1682.34,4797.94
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Mid-Year Madness,8059.17,2,4029.59,3467.11,4592.06
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Midnight Madness,13574.87,4,3393.72,1235.43,4981.58
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,New Arrival Showcase,9679.78,3,3226.59,2791.16,3643.50
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,New Product Launch Promo,14755.15,6,2459.19,622.79,3695.83
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,New Year Kickoff,8386.83,2,4193.42,3434.19,4952.64
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Price Drop Parade,17268.05,5,3453.61,2566.91,4807.41
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Red Tag Clearance,16137.22,6,2689.54,1483.58,4794.00
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Seasonal Surprise Box,28188.04,10,2818.80,807.03,4471.72
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Shop & Save Spectacular,14278.62,5,2855.72,1259.10,3824.43
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Smart Shopper Week,16963.78,7,2423.40,1008.80,3777.84
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Spring Refresh Event,10967.99,4,2742.00,1350.19,4338.92
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Summer Sizzle Promo,16130.25,6,2688.38,594.00,4950.37
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Super Savings Week,8016.98,4,2004.25,506.25,3667.29
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Ultimate Value Event,15455.64,6,2575.94,860.76,4277.91
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,VIP Access Sale,6104.81,2,3052.41,1417.61,4687.20
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Weekend Warrior Specials,16148.25,6,2691.37,863.94,4409.15
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Winter Clearance Carnival,11696.20,3,3898.73,3324.96,4861.07
Nestle,In-Store Regular,Large Malls / Complexes,Salesperson,Winter Wonders Sale,22670.16,7,3238.59,1011.47,4881.18
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,12 Days of Deals,11415.97,5,2283.19,850.17,3772.11
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Autumn Deals Drive,6178.16,4,1544.54,533.15,2671.40
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,BOGO Blitz,7051.35,3,2350.45,1574.88,3701.26
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Birthday Bash Sale,8148.33,3,2716.11,1184.74,4212.78
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Black Friday Blowout,5171.92,3,1723.97,920.14,2349.45
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Cashback Carnival,11976.29,5,2395.26,1218.45,4074.39
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Clearance Countdown,15276.65,4,3819.16,2874.15,4808.68
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Customer Appreciation Week,17812.84,6,2968.81,986.41,4186.37
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Deal of the Month,16558.77,7,2365.54,616.69,4774.58
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Double Points Bonanza,31876.97,12,2656.41,727.20,4685.28
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Early Bird Specials,12948.69,5,2589.74,715.89,4069.40
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,End of Season Sale,18720.07,6,3120.01,1064.88,4213.77
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Exclusive Insider Offers,5400.18,4,1350.05,656.87,2296.58
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Final Call Frenzy,5652.95,3,1884.32,676.66,2634.29
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Flash Frenzy Friday,9970.04,3,3323.35,1632.56,4387.30
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,"Gift More, Spend Less",8885.51,3,2961.84,1164.53,4818.94
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Golden Hour Bargains,30109.16,10,3010.92,537.24,4439.74
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Green Weekend Deals,16648.83,7,2378.40,519.55,3826.62
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Happy Hour Discounts,11676.97,4,2919.24,1789.68,4611.22
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Holiday Shopping Rush,9065.81,3,3021.94,1711.66,4659.58
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Hot Picks Promo,15601.46,5,3120.29,1400.36,4009.13
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Instant Gratification Sale,16062.68,5,3212.54,1565.70,4614.69
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Limited Time Treasures,20716.77,6,3452.79,1020.93,4823.50
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Loyalty Rewards Blast,11842.83,4,2960.71,1657.93,4149.00
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Mega Weekend Bonanza,14280.39,4,3570.10,1925.65,4789.21
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Mid-Year Madness,13252.56,4,3313.14,2926.53,3801.65
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Midnight Madness,15630.42,4,3907.61,3644.82,4144.22
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Mystery Discount Days,15308.84,5,3061.77,1005.45,4657.41
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,New Product Launch Promo,10097.63,4,2524.41,775.73,4688.87
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,New Year Kickoff,20110.45,8,2513.81,660.73,4742.61
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Price Drop Parade,16564.06,5,3312.81,1924.04,4643.71
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Red Tag Clearance,15247.63,4,3811.91,2069.33,4994.41
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Shop & Save Spectacular,12187.39,5,2437.48,1109.56,4478.81
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Smart Shopper Week,19615.99,6,3269.33,1502.80,4849.04
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Spring Refresh Event,8301.91,4,2075.48,784.14,4566.15
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Super Savings Week,27658.22,9,3073.14,1452.78,4757.61
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Ultimate Value Event,15151.53,5,3030.31,980.15,4580.70
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,VIP Access Sale,28351.29,12,2362.61,964.04,4995.38
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Weekend Warrior Specials,5504.98,2,2752.49,917.21,4587.77
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Winter Clearance Carnival,29432.11,10,2943.21,830.55,4536.34
Nestle,In-Store Regular,Large Malls / Complexes,Senior Salesperson,Winter Wonders Sale,10097.71,6,1682.95,543.03,2338.12
Nestle,In-Store Regular,Small Stores / Shops,Manager,12 Days of Deals,10309.78,4,2577.45,1180.40,3375.86
Nestle,In-Store Regular,Small Stores / Shops,Manager,BOGO Blitz,16231.55,5,3246.31,2523.35,4190.37
Nestle,In-Store Regular,Small Stores / Shops,Manager,Back to School Boost,13790.66,5,2758.13,627.63,4798.23
Nestle,In-Store Regular,Small Stores / Shops,Manager,Birthday Bash Sale,24100.92,7,3442.99,690.61,4678.27
Nestle,In-Store Regular,Small Stores / Shops,Manager,Black Friday Blowout,8589.83,2,4294.92,4225.23,4364.60
Nestle,In-Store Regular,Small Stores / Shops,Manager,Cart Crasher Campaign,17739.69,7,2534.24,1296.04,3700.51
Nestle,In-Store Regular,Small Stores / Shops,Manager,Cashback Carnival,6619.49,4,1654.87,529.04,2917.25
Nestle,In-Store Regular,Small Stores / Shops,Manager,Clearance Countdown,21962.34,6,3660.39,1310.11,4332.28
Nestle,In-Store Regular,Small Stores / Shops,Manager,Countdown to Savings,14861.98,5,2972.40,2022.78,4894.19
Nestle,In-Store Regular,Small Stores / Shops,Manager,Customer Appreciation Week,13722.19,7,1960.31,637.74,3553.20
Nestle,In-Store Regular,Small Stores / Shops,Manager,Cyber Monday Mania,13782.18,5,2756.44,1032.68,4850.03
Nestle,In-Store Regular,Small Stores / Shops,Manager,Deal of the Month,15779.96,4,3944.99,3048.44,4980.84
Nestle,In-Store Regular,Small Stores / Shops,Manager,Double Points Bonanza,10692.49,6,1782.08,676.54,3074.50
Nestle,In-Store Regular,Small Stores / Shops,Manager,Early Bird Specials,9399.61,4,2349.90,1693.13,2923.64
Nestle,In-Store Regular,Small Stores / Shops,Manager,End of Season Sale,10838.98,5,2167.80,604.03,4333.40
Nestle,In-Store Regular,Small Stores / Shops,Manager,Exclusive Insider Offers,27182.37,8,3397.80,2097.10,4235.98
Nestle,In-Store Regular,Small Stores / Shops,Manager,Festive Fever Promo,10943.06,3,3647.69,2281.55,4564.29
Nestle,In-Store Regular,Small Stores / Shops,Manager,Final Call Frenzy,21064.13,6,3510.69,1957.67,4154.07
Nestle,In-Store Regular,Small Stores / Shops,Manager,Flash Frenzy Friday,24044.73,8,3005.59,1844.35,4965.26
Nestle,In-Store Regular,Small Stores / Shops,Manager,"Gift More, Spend Less",25251.05,8,3156.38,1046.33,4005.19
Nestle,In-Store Regular,Small Stores / Shops,Manager,Green Weekend Deals,6822.29,2,3411.15,2732.76,4089.53
Nestle,In-Store Regular,Small Stores / Shops,Manager,Happy Hour Discounts,8222.61,3,2740.87,708.91,3878.03
Nestle,In-Store Regular,Small Stores / Shops,Manager,Holiday Shopping Rush,31858.20,11,2896.20,1154.81,4048.31
Nestle,In-Store Regular,Small Stores / Shops,Manager,Hot Picks Promo,14021.03,5,2804.21,946.81,4402.00
Nestle,In-Store Regular,Small Stores / Shops,Manager,Instant Gratification Sale,19685.87,7,2812.27,888.12,3572.31
Nestle,In-Store Regular,Small Stores / Shops,Manager,Limited Time Treasures,18927.62,7,2703.95,1218.72,4575.64
Nestle,In-Store Regular,Small Stores / Shops,Manager,Loyalty Rewards Blast,25244.17,9,2804.91,1607.90,4339.95
Nestle,In-Store Regular,Small Stores / Shops,Manager,Mega Weekend Bonanza,20779.07,6,3463.18,1537.89,4523.49
Nestle,In-Store Regular,Small Stores / Shops,Manager,Mid-Year Madness,29298.57,9,3255.40,1013.58,4573.37
Nestle,In-Store Regular,Small Stores / Shops,Manager,Midnight Madness,12919.19,4,3229.80,2092.20,4985.13
Nestle,In-Store Regular,Small Stores / Shops,Manager,Mystery Discount Days,27340.53,9,3037.84,1672.94,4511.87
Nestle,In-Store Regular,Small Stores / Shops,Manager,New Arrival Showcase,8922.62,4,2230.66,1007.56,4035.45
Nestle,In-Store Regular,Small Stores / Shops,Manager,New Product Launch Promo,11718.22,5,2343.64,889.72,3759.26
Nestle,In-Store Regular,Small Stores / Shops,Manager,New Year Kickoff,24329.64,7,3475.66,2396.23,4991.95
Nestle,In-Store Regular,Small Stores / Shops,Manager,Price Drop Parade,12473.92,4,3118.48,1595.01,4663.52
Nestle,In-Store Regular,Small Stores / Shops,Manager,Red Tag Clearance,21998.64,7,3142.66,1695.09,4925.31
Nestle,In-Store Regular,Small Stores / Shops,Manager,Seasonal Surprise Box,26699.38,9,2966.60,843.59,4359.84
Nestle,In-Store Regular,Small Stores / Shops,Manager,Shop & Save Spectacular,15563.93,7,2223.42,945.65,4237.61
Nestle,In-Store Regular,Small Stores / Shops,Manager,Spring Refresh Event,13980.11,4,3495.03,2517.36,4768.64
Nestle,In-Store Regular,Small Stores / Shops,Manager,Spring Splash Discounts,26069.79,7,3724.26,1614.48,4453.87
Nestle,In-Store Regular,Small Stores / Shops,Manager,Summer Sizzle Promo,20696.93,5,4139.39,3052.04,4792.02
Nestle,In-Store Regular,Small Stores / Shops,Manager,Super Savings Week,6860.48,2,3430.24,2618.75,4241.73
Nestle,In-Store Regular,Small Stores / Shops,Manager,VIP Access Sale,26252.50,8,3281.56,720.74,4582.88
Nestle,In-Store Regular,Small Stores / Shops,Manager,Weekend Warrior Specials,13085.33,5,2617.07,513.49,4637.36
Nestle,In-Store Regular,Small Stores / Shops,Manager,Winter Clearance Carnival,15233.14,6,2538.86,619.42,4789.41
Nestle,In-Store Regular,Small Stores / Shops,Manager,Winter Wonders Sale,21103.97,9,2344.89,718.98,4482.49
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,12 Days of Deals,9798.86,3,3266.29,1806.44,4135.46
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Autumn Deals Drive,39373.20,14,2812.37,1152.39,4542.96
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,BOGO Blitz,23738.28,6,3956.38,2327.38,4993.12
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Back to School Boost,11265.94,6,1877.66,981.05,3164.34
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Birthday Bash Sale,9909.99,3,3303.33,2229.33,4652.85
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Black Friday Blowout,13851.14,5,2770.23,1097.02,4695.50
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Cart Crasher Campaign,18357.70,7,2622.53,637.34,4839.93
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Cashback Carnival,9907.51,3,3302.50,2309.96,4149.96
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Clearance Countdown,21971.99,9,2441.33,859.95,4487.90
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Countdown to Savings,26125.03,8,3265.63,1809.72,4623.37
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Customer Appreciation Week,12936.46,4,3234.11,2288.26,4366.67
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Cyber Monday Mania,23826.47,8,2978.31,987.74,4465.12
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Deal of the Month,20123.17,5,4024.63,3075.67,4601.32
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Double Points Bonanza,15676.99,6,2612.83,1193.03,3828.91
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Early Bird Specials,7120.84,4,1780.21,1334.87,2284.61
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Exclusive Insider Offers,27872.36,9,3096.93,1038.15,4580.42
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Festive Fever Promo,16896.74,6,2816.12,1598.19,4016.26
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Final Call Frenzy,20512.47,8,2564.06,760.87,4867.80
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Flash Frenzy Friday,29305.03,8,3663.13,1035.62,4556.36
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,"Gift More, Spend Less",17734.87,5,3546.97,2236.62,4796.87
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Golden Hour Bargains,23100.06,9,2566.67,746.71,3901.03
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Green Weekend Deals,16408.60,6,2734.77,768.52,4884.64
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Happy Hour Discounts,12055.27,5,2411.05,1201.05,3406.16
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Hot Picks Promo,18092.00,7,2584.57,544.06,4736.57
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Instant Gratification Sale,7982.95,3,2660.98,1256.98,3958.59
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Limited Time Treasures,25647.85,7,3663.98,950.42,4429.31
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Loyalty Rewards Blast,25520.85,9,2835.65,1310.84,4342.75
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Mega Weekend Bonanza,6729.00,3,2243.00,837.55,3862.52
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Mid-Year Madness,33263.59,10,3326.36,1216.78,4942.87
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Midnight Madness,19007.55,6,3167.92,1400.29,4322.58
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Mystery Discount Days,14434.47,6,2405.74,1061.13,4712.09
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,New Arrival Showcase,6525.08,2,3262.54,2319.16,4205.92
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,New Product Launch Promo,9156.03,4,2289.01,526.31,4844.28
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,New Year Kickoff,17355.62,6,2892.60,1278.82,4730.65
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Price Drop Parade,23056.17,8,2882.02,515.56,4715.25
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Red Tag Clearance,19194.12,6,3199.02,1912.89,4970.03
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Seasonal Surprise Box,14163.41,5,2832.68,666.68,4850.87
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Shop & Save Spectacular,34572.25,10,3457.23,986.37,4964.65
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Spring Refresh Event,17468.24,5,3493.65,1263.42,4988.96
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Spring Splash Discounts,29074.22,9,3230.47,1298.83,4920.67
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Summer Sizzle Promo,17833.64,5,3566.73,1532.12,4869.29
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Super Savings Week,14818.68,7,2116.95,1266.65,3862.25
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Ultimate Value Event,15513.13,6,2585.52,1700.09,3922.47
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,VIP Access Sale,23253.33,7,3321.90,862.09,4969.94
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Weekend Warrior Specials,17137.61,5,3427.52,1070.93,4716.64
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Winter Clearance Carnival,18148.19,7,2592.60,1687.11,4220.42
Nestle,In-Store Regular,Small Stores / Shops,Sales Associate,Winter Wonders Sale,12803.66,4,3200.92,1852.65,4496.20
Nestle,In-Store Regular,Small Stores / Shops,Salesperson,12 Days of Deals,18051.86,9,2005.76,978.62,4267.60
Nestle,In-Store Regular,Small Stores / Shops,Salesperson,Autumn Deals Drive,23338.13,6,3889.69,3163.29,4996.98
Nestle,In-Store Regular,Small Stores / Shops,Salesperson,BOGO Blitz,18339.02,5,3667.80,2425.61,4544.22
Nestle,In-Store Regular,Small Stores / Shops,Salesperson,Birthday Bash Sale,12362.43,4,3090.61,1598.89,4245.64
Nestle,In-Store Regular,Small Stores / Shops,Salesperson,Black Friday Blowout,22493.24,9,2499.25,701.25,4328.89
Nestle,In-Store Regular,Small Stores / Shops,Salesperson,Cart Crasher Campaign,14203.88,5,2840.78,1613.60,4545.58
Nestle,In-Store Regular,Small Stores / Shops,Salesperson,Cashback Carnival,15161.41,6,2526.90,985.80,4319.59
Nestle,In-Store Regular,Small Stores / Shops,Salesperson,Clearance Countdown,15050.65,6,2508.44,1053.75,4646.14
Nestle,In-Store Regular,Small Stores / Shops,Salesperson,Countdown to Savings,18701.30,7,2671.61,564.69,4955.77
Nestle,In-Store Regular,Small Stores / Shops,Salesperson,Customer Appreciation Week,23045.33,7,3292.19,1736.87,4703.18
Nestle,In-Store Regular,Small Stores / Shops,Salesperson,Cyber Monday Mania,11460.65,5,2292.13,771.91,4456.12
Nestle,In-Store Regular,Small Stores / Shops,Salesperson,Deal of the Month,14973.90,6,2495.65,939.43,4290.55
Nestle,In-Store Regular,Small Stores / Shops,Salesperson,Double Points Bonanza,15141.61,5,3028.32,2224.43,4346.55
Nestle,In-Store Regular,Small Stores / Shops,Salesperson,Early Bird Specials,11767.48,7,1681.07,514.86,2868.01
Nestle,In-Store Regular,Small Stores / Shops,Salesperson,Exclusive Insider Offers,11719.15,4,2929.79,1347.80,4946.99
Nestle,In-Store Regular,Small Stores / Shops,Salesperson,Festive Fever Promo,33987.53,12,2832.29,701.35,4758.71
Nestle,In-Store Regular,Small Stores / Shops,Salesperson,Final Call Frenzy,9148.49,5,1829.70,610.70,2441.58
Nestle,In-Store Regular,Small Stores / Shops,Salesperson,Flash Frenzy Friday,13577.85,5,2715.57,1144.77,3981.53
Nestle,In-Store Regular,Small Stores / Shops,Salesperson,Golden Hour Bargains,26445.33,11,2404.12,562.28,4845.19
Nestle,In-Store Regular,Small Stores / Shops,Salesperson,Green Weekend Deals,18557.89,8,2319.74,554.20,3959.19
Nestle,In-Store Regular,Small Stores / Shops,Salesperson,Happy Hour Discounts,30816.54,11,2801.50,726.68,4750.66
Nestle,In-Store Regular,Small Stores / Shops,Salesperson,Holiday Shopping Rush,9261.53,5,1852.31,1130.49,2372.93
Nestle,In-Store Regular,Small Stores / Shops,Salesperson,Hot Picks Promo,13379.85,5,2675.97,1317.42,4196.65
Nestle,In-Store Regular,Small Stores / Shops,Salesperson,Instant Gratification Sale,19102.32,6,3183.72,622.17,4924.58
Nestle,In-Store Regular,Small Stores / Shops,Salesperson,Limited Time Treasures,9686.73,5,1937.35,1373.86,2951.80
