category,brand,store_type,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Groceries,Kellogg's,Supermarkets ,Hot Picks Promo,613718.59,224,2739.82,518.84,4984.22
Groceries,Kellogg's,Supermarkets ,Instant Gratification Sale,551219.26,208,2650.09,517.98,4999.70
Groceries,Kellogg's,Supermarkets ,Limited Time Treasures,651819.27,230,2834.00,536.06,4999.73
Groceries,Kellogg's,Supermarkets ,Loyalty Rewards Blast,635619.61,223,2850.31,557.95,4950.29
Groceries,Kellogg's,Supermarkets ,Mega Weekend Bonanza,613979.24,215,2855.72,507.71,4934.04
Groceries,Kellogg's,Supermarkets ,Mid-Year Madness,706657.62,241,2932.19,563.26,4978.01
Groceries,Kellogg's,Supermarkets ,Midnight Madness,573810.24,216,2656.53,505.05,4982.50
Groceries,Kellogg's,Supermarkets ,Mystery Discount Days,656359.18,236,2781.18,503.39,4982.99
Groceries,Kellogg's,Supermarkets ,New Arrival Showcase,628772.08,230,2733.79,527.29,4993.53
Groceries,Kellogg's,Supermarkets ,New Product Launch Promo,646432.70,242,2671.21,516.73,4986.13
Groceries,Kellogg's,Supermarkets ,New Year Kickoff,623033.00,223,2793.87,500.12,4974.44
Groceries,Kellogg's,Supermarkets ,Price Drop Parade,601108.74,227,2648.06,512.52,4999.58
Groceries,Kellogg's,Supermarkets ,Red Tag Clearance,642910.93,229,2807.47,504.22,4988.88
Groceries,Kellogg's,Supermarkets ,Seasonal Surprise Box,694826.45,245,2836.03,510.72,4991.25
Groceries,Kellogg's,Supermarkets ,Shop & Save Spectacular,594787.99,204,2915.63,508.47,4976.59
Groceries,Kellogg's,Supermarkets ,Smart Shopper Week,652009.91,242,2694.26,520.40,4971.62
Groceries,Kellogg's,Supermarkets ,Spring Refresh Event,636854.07,229,2781.02,520.77,4995.22
Groceries,Kellogg's,Supermarkets ,Spring Splash Discounts,534188.87,199,2684.37,553.58,4992.00
Groceries,Kellogg's,Supermarkets ,Summer Sizzle Promo,584376.86,208,2809.50,530.03,4986.64
Groceries,Kellogg's,Supermarkets ,Super Savings Week,704670.59,247,2852.92,511.54,4971.41
Groceries,Kellogg's,Supermarkets ,Ultimate Value Event,694426.42,254,2733.96,527.00,4985.99
Groceries,Kellogg's,Supermarkets ,VIP Access Sale,718605.74,260,2763.87,512.01,4985.82
Groceries,Kellogg's,Supermarkets ,Weekend Warrior Specials,557870.30,204,2734.66,528.19,4967.39
Groceries,Kellogg's,Supermarkets ,Winter Clearance Carnival,631571.68,223,2832.16,524.50,4996.69
Groceries,Kellogg's,Supermarkets ,Winter Wonders Sale,672592.00,249,2701.17,532.92,4999.85
Groceries,Nestle,Large Malls / Complexes,12 Days of Deals,654203.12,234,2795.74,518.82,4992.79
Groceries,Nestle,Large Malls / Complexes,Autumn Deals Drive,555419.11,217,2559.54,508.79,4997.95
Groceries,Nestle,Large Malls / Complexes,BOGO Blitz,549292.72,206,2666.47,507.32,4996.27
Groceries,Nestle,Large Malls / Complexes,Back to School Boost,607900.67,211,2881.05,519.15,4999.06
Groceries,Nestle,Large Malls / Complexes,Birthday Bash Sale,557315.19,199,2800.58,506.34,4970.11
Groceries,Nestle,Large Malls / Complexes,Black Friday Blowout,542616.32,192,2826.13,531.74,4984.35
Groceries,Nestle,Large Malls / Complexes,Cart Crasher Campaign,483035.83,187,2583.08,506.39,4972.72
Groceries,Nestle,Large Malls / Complexes,Cashback Carnival,608679.15,213,2857.65,512.47,4986.04
Groceries,Nestle,Large Malls / Complexes,Clearance Countdown,545010.05,203,2684.78,559.80,4935.56
Groceries,Nestle,Large Malls / Complexes,Countdown to Savings,555436.81,208,2670.37,525.18,4910.21
Groceries,Nestle,Large Malls / Complexes,Customer Appreciation Week,569608.28,203,2805.95,524.00,4991.68
Groceries,Nestle,Large Malls / Complexes,Cyber Monday Mania,527227.75,197,2676.28,511.89,4998.08
Groceries,Nestle,Large Malls / Complexes,Deal of the Month,568772.14,205,2774.50,508.61,4992.09
Groceries,Nestle,Large Malls / Complexes,Double Points Bonanza,596206.50,205,2908.32,502.21,4955.52
Groceries,Nestle,Large Malls / Complexes,Early Bird Specials,570099.68,203,2808.37,521.12,4973.79
Groceries,Nestle,Large Malls / Complexes,End of Season Sale,532196.34,193,2757.49,500.36,4996.20
Groceries,Nestle,Large Malls / Complexes,Exclusive Insider Offers,522444.24,198,2638.61,501.31,4999.92
Groceries,Nestle,Large Malls / Complexes,Festive Fever Promo,585393.36,204,2869.58,505.30,4990.52
Groceries,Nestle,Large Malls / Complexes,Final Call Frenzy,641230.97,221,2901.50,579.67,4968.70
Groceries,Nestle,Large Malls / Complexes,Flash Frenzy Friday,536128.64,200,2680.64,519.46,4978.20
Groceries,Nestle,Large Malls / Complexes,"Gift More, Spend Less",527401.94,192,2746.89,535.27,4993.41
Groceries,Nestle,Large Malls / Complexes,Golden Hour Bargains,579017.53,216,2680.64,518.40,4997.02
Groceries,Nestle,Large Malls / Complexes,Green Weekend Deals,591579.59,220,2689.00,519.55,4989.20
Groceries,Nestle,Large Malls / Complexes,Happy Hour Discounts,559131.39,204,2740.84,513.29,4993.28
Groceries,Nestle,Large Malls / Complexes,Holiday Shopping Rush,504709.58,182,2773.13,513.31,4999.39
Groceries,Nestle,Large Malls / Complexes,Hot Picks Promo,579976.60,221,2624.33,531.06,4991.69
Groceries,Nestle,Large Malls / Complexes,Instant Gratification Sale,535875.52,191,2805.63,552.91,4988.21
Groceries,Nestle,Large Malls / Complexes,Limited Time Treasures,614477.52,219,2805.83,548.80,4939.57
Groceries,Nestle,Large Malls / Complexes,Loyalty Rewards Blast,573167.91,200,2865.84,501.89,4995.71
Groceries,Nestle,Large Malls / Complexes,Mega Weekend Bonanza,555635.49,201,2764.36,546.48,4996.99
Groceries,Nestle,Large Malls / Complexes,Mid-Year Madness,584430.49,209,2796.32,502.46,4966.35
Groceries,Nestle,Large Malls / Complexes,Midnight Madness,561124.39,210,2672.02,545.56,4997.31
Groceries,Nestle,Large Malls / Complexes,Mystery Discount Days,611381.15,215,2843.63,585.81,4978.06
Groceries,Nestle,Large Malls / Complexes,New Arrival Showcase,524209.19,191,2744.55,546.73,4992.67
Groceries,Nestle,Large Malls / Complexes,New Product Launch Promo,669278.79,222,3014.77,525.02,4991.05
Groceries,Nestle,Large Malls / Complexes,New Year Kickoff,481517.80,181,2660.32,551.07,4952.64
Groceries,Nestle,Large Malls / Complexes,Price Drop Parade,554447.51,209,2652.86,504.57,4952.06
Groceries,Nestle,Large Malls / Complexes,Red Tag Clearance,572464.19,207,2765.53,527.39,4994.41
Groceries,Nestle,Large Malls / Complexes,Seasonal Surprise Box,580633.87,215,2700.62,502.74,4970.39
Groceries,Nestle,Large Malls / Complexes,Shop & Save Spectacular,537495.07,197,2728.40,553.29,4995.39
Groceries,Nestle,Large Malls / Complexes,Smart Shopper Week,573061.41,206,2781.85,508.76,4959.04
Groceries,Nestle,Large Malls / Complexes,Spring Refresh Event,604590.41,218,2773.35,547.01,4998.26
Groceries,Nestle,Large Malls / Complexes,Spring Splash Discounts,523028.33,197,2654.97,558.62,4998.53
Groceries,Nestle,Large Malls / Complexes,Summer Sizzle Promo,466662.72,174,2681.97,501.06,4950.37
Groceries,Nestle,Large Malls / Complexes,Super Savings Week,652699.67,238,2742.44,502.78,4998.49
Groceries,Nestle,Large Malls / Complexes,Ultimate Value Event,626786.78,227,2761.18,502.89,4945.15
Groceries,Nestle,Large Malls / Complexes,VIP Access Sale,528806.32,202,2617.85,508.66,4995.38
Groceries,Nestle,Large Malls / Complexes,Weekend Warrior Specials,527469.45,193,2733.00,525.46,4971.12
Groceries,Nestle,Large Malls / Complexes,Winter Clearance Carnival,573542.29,212,2705.39,517.90,4992.79
Groceries,Nestle,Large Malls / Complexes,Winter Wonders Sale,573104.18,213,2690.63,533.33,4961.39
Groceries,Nestle,Small Stores / Shops,12 Days of Deals,575241.88,208,2765.59,505.54,4974.60
Groceries,Nestle,Small Stores / Shops,Autumn Deals Drive,722547.95,249,2901.80,500.76,4996.98
Groceries,Nestle,Small Stores / Shops,BOGO Blitz,646818.89,221,2926.78,565.01,4996.36
Groceries,Nestle,Small Stores / Shops,Back to School Boost,595187.78,232,2565.46,500.60,4985.68
Groceries,Nestle,Small Stores / Shops,Birthday Bash Sale,630923.40,218,2894.14,504.67,4991.37
Groceries,Nestle,Small Stores / Shops,Black Friday Blowout,674675.03,238,2834.77,505.61,4946.69
Groceries,Nestle,Small Stores / Shops,Cart Crasher Campaign,605330.66,229,2643.37,511.13,4974.14
Groceries,Nestle,Small Stores / Shops,Cashback Carnival,611114.74,218,2803.28,502.91,4967.55
Groceries,Nestle,Small Stores / Shops,Clearance Countdown,581389.69,214,2716.77,520.41,4987.53
Groceries,Nestle,Small Stores / Shops,Countdown to Savings,691758.43,241,2870.37,518.46,4996.32
Groceries,Nestle,Small Stores / Shops,Customer Appreciation Week,680305.10,244,2788.14,511.44,4985.39
Groceries,Nestle,Small Stores / Shops,Cyber Monday Mania,591645.19,210,2817.36,512.16,4977.87
Groceries,Nestle,Small Stores / Shops,Deal of the Month,564348.73,197,2864.71,516.92,4980.84
Groceries,Nestle,Small Stores / Shops,Double Points Bonanza,594385.93,222,2677.41,515.79,4955.16
Groceries,Nestle,Small Stores / Shops,Early Bird Specials,610692.47,228,2678.48,514.86,4999.70
Groceries,Nestle,Small Stores / Shops,End of Season Sale,621499.05,225,2762.22,513.52,4998.37
Groceries,Nestle,Small Stores / Shops,Exclusive Insider Offers,603184.20,208,2899.92,528.22,4994.58
Groceries,Nestle,Small Stores / Shops,Festive Fever Promo,504346.56,197,2560.13,502.53,4966.04
Groceries,Nestle,Small Stores / Shops,Final Call Frenzy,660170.84,234,2821.24,610.70,4971.01
Groceries,Nestle,Small Stores / Shops,Flash Frenzy Friday,610904.25,213,2868.10,536.13,4996.14
Groceries,Nestle,Small Stores / Shops,"Gift More, Spend Less",575223.91,212,2713.32,521.94,4990.02
Groceries,Nestle,Small Stores / Shops,Golden Hour Bargains,657187.23,243,2704.47,554.60,4984.25
Groceries,Nestle,Small Stores / Shops,Green Weekend Deals,647022.40,219,2954.44,548.92,4986.13
Groceries,Nestle,Small Stores / Shops,Happy Hour Discounts,593376.70,224,2649.00,528.28,4926.39
Groceries,Nestle,Small Stores / Shops,Holiday Shopping Rush,551183.33,215,2563.64,524.81,4949.35
Groceries,Nestle,Small Stores / Shops,Hot Picks Promo,636396.23,226,2815.91,519.38,4998.48
Groceries,Nestle,Small Stores / Shops,Instant Gratification Sale,617416.86,223,2768.69,523.90,4977.48
Groceries,Nestle,Small Stores / Shops,Limited Time Treasures,567135.42,214,2650.17,510.30,4987.05
Groceries,Nestle,Small Stores / Shops,Loyalty Rewards Blast,683651.57,240,2848.55,540.04,4995.57
Groceries,Nestle,Small Stores / Shops,Mega Weekend Bonanza,625488.14,228,2743.37,506.20,4983.94
Groceries,Nestle,Small Stores / Shops,Mid-Year Madness,725397.13,258,2811.62,505.58,4990.79
Groceries,Nestle,Small Stores / Shops,Midnight Madness,557805.35,203,2747.81,505.39,4985.49
Groceries,Nestle,Small Stores / Shops,Mystery Discount Days,596945.82,221,2701.11,508.56,4976.50
Groceries,Nestle,Small Stores / Shops,New Arrival Showcase,643959.26,226,2849.38,503.73,4954.18
Groceries,Nestle,Small Stores / Shops,New Product Launch Promo,521076.78,194,2685.96,506.06,4974.30
Groceries,Nestle,Small Stores / Shops,New Year Kickoff,604109.67,215,2809.81,536.62,4991.95
Groceries,Nestle,Small Stores / Shops,Price Drop Parade,606507.39,225,2695.59,515.56,4922.25
Groceries,Nestle,Small Stores / Shops,Red Tag Clearance,679196.48,252,2695.22,501.12,4970.03
Groceries,Nestle,Small Stores / Shops,Seasonal Surprise Box,586633.30,212,2767.14,525.43,4992.02
Groceries,Nestle,Small Stores / Shops,Shop & Save Spectacular,710538.20,249,2853.57,501.53,4983.89
Groceries,Nestle,Small Stores / Shops,Smart Shopper Week,630039.07,241,2614.27,516.99,4987.67
Groceries,Nestle,Small Stores / Shops,Spring Refresh Event,618259.40,221,2797.55,539.18,4995.87
Groceries,Nestle,Small Stores / Shops,Spring Splash Discounts,597340.85,216,2765.47,505.92,4991.56
Groceries,Nestle,Small Stores / Shops,Summer Sizzle Promo,664108.23,242,2744.25,504.13,4952.92
Groceries,Nestle,Small Stores / Shops,Super Savings Week,594722.06,217,2740.65,501.97,4989.64
Groceries,Nestle,Small Stores / Shops,Ultimate Value Event,577995.84,210,2752.36,505.35,4950.10
Groceries,Nestle,Small Stores / Shops,VIP Access Sale,637028.99,226,2818.71,504.83,4996.03
Groceries,Nestle,Small Stores / Shops,Weekend Warrior Specials,611911.00,220,2781.41,513.49,4988.19
Groceries,Nestle,Small Stores / Shops,Winter Clearance Carnival,581590.56,218,2667.85,526.61,4918.86
Groceries,Nestle,Small Stores / Shops,Winter Wonders Sale,621910.77,225,2764.05,518.68,4978.26
Groceries,Nestle,Supermarkets ,12 Days of Deals,675075.29,249,2711.15,502.43,4998.90
Groceries,Nestle,Supermarkets ,Autumn Deals Drive,708223.47,253,2799.30,504.45,4969.96
Groceries,Nestle,Supermarkets ,BOGO Blitz,596437.18,221,2698.81,539.29,4983.97
Groceries,Nestle,Supermarkets ,Back to School Boost,705007.95,256,2753.94,518.77,4980.36
Groceries,Nestle,Supermarkets ,Birthday Bash Sale,597565.44,225,2655.85,509.57,4938.45
Groceries,Nestle,Supermarkets ,Black Friday Blowout,628835.50,220,2858.34,546.04,4998.22
Groceries,Nestle,Supermarkets ,Cart Crasher Campaign,688225.71,253,2720.26,509.00,4985.57
Groceries,Nestle,Supermarkets ,Cashback Carnival,623966.59,227,2748.75,505.58,4995.74
Groceries,Nestle,Supermarkets ,Clearance Countdown,611670.44,221,2767.74,519.68,4997.60
Groceries,Nestle,Supermarkets ,Countdown to Savings,677651.23,244,2777.26,517.81,4984.12
Groceries,Nestle,Supermarkets ,Customer Appreciation Week,643203.37,235,2737.04,502.24,4995.70
Groceries,Nestle,Supermarkets ,Cyber Monday Mania,579641.95,213,2721.32,536.67,4979.98
Groceries,Nestle,Supermarkets ,Deal of the Month,666200.66,241,2764.32,510.11,4992.95
Groceries,Nestle,Supermarkets ,Double Points Bonanza,585198.96,210,2786.66,511.56,4976.30
Groceries,Nestle,Supermarkets ,Early Bird Specials,646749.80,237,2728.90,531.67,4996.80
Groceries,Nestle,Supermarkets ,End of Season Sale,672155.38,251,2677.91,529.81,4997.30
Groceries,Nestle,Supermarkets ,Exclusive Insider Offers,644502.75,235,2742.56,506.83,4980.21
Groceries,Nestle,Supermarkets ,Festive Fever Promo,599811.66,220,2726.42,501.65,4997.65
Groceries,Nestle,Supermarkets ,Final Call Frenzy,684026.72,253,2703.66,520.72,4970.78
Groceries,Nestle,Supermarkets ,Flash Frenzy Friday,639407.07,233,2744.24,537.93,4978.54
Groceries,Nestle,Supermarkets ,"Gift More, Spend Less",637266.05,230,2770.72,514.39,4958.64
Groceries,Nestle,Supermarkets ,Golden Hour Bargains,609450.22,219,2782.88,509.01,4963.88
Groceries,Nestle,Supermarkets ,Green Weekend Deals,577150.58,224,2576.57,503.00,4991.78
Groceries,Nestle,Supermarkets ,Happy Hour Discounts,653904.28,233,2806.46,513.67,4995.84
Groceries,Nestle,Supermarkets ,Holiday Shopping Rush,686981.03,248,2770.08,507.76,4960.89
Groceries,Nestle,Supermarkets ,Hot Picks Promo,641437.76,221,2902.43,565.28,4999.88
Groceries,Nestle,Supermarkets ,Instant Gratification Sale,656515.74,240,2735.48,500.03,4956.66
Groceries,Nestle,Supermarkets ,Limited Time Treasures,611656.12,225,2718.47,692.68,4994.82
Groceries,Nestle,Supermarkets ,Loyalty Rewards Blast,601001.60,216,2782.41,537.34,4979.12
Groceries,Nestle,Supermarkets ,Mega Weekend Bonanza,626089.12,209,2995.64,517.28,4998.94
Groceries,Nestle,Supermarkets ,Mid-Year Madness,545477.81,216,2525.36,513.15,4975.69
Groceries,Nestle,Supermarkets ,Midnight Madness,681379.59,241,2827.30,535.91,4967.20
Groceries,Nestle,Supermarkets ,Mystery Discount Days,666054.85,240,2775.23,511.48,4972.12
Groceries,Nestle,Supermarkets ,New Arrival Showcase,651212.39,241,2702.13,527.41,4990.33
Groceries,Nestle,Supermarkets ,New Product Launch Promo,633903.67,242,2619.44,521.20,4984.26
Groceries,Nestle,Supermarkets ,New Year Kickoff,671332.03,248,2706.98,513.17,4979.80
Groceries,Nestle,Supermarkets ,Price Drop Parade,635740.70,228,2788.34,504.15,4988.77
Groceries,Nestle,Supermarkets ,Red Tag Clearance,671919.40,243,2765.10,514.75,4986.36
Groceries,Nestle,Supermarkets ,Seasonal Surprise Box,514541.35,201,2559.91,501.93,4974.81
Groceries,Nestle,Supermarkets ,Shop & Save Spectacular,643284.31,233,2760.88,509.90,4972.66
Groceries,Nestle,Supermarkets ,Smart Shopper Week,691360.41,243,2845.10,515.37,4984.80
Groceries,Nestle,Supermarkets ,Spring Refresh Event,625298.46,228,2742.54,521.03,4970.20
Groceries,Nestle,Supermarkets ,Spring Splash Discounts,637299.69,225,2832.44,506.63,4991.29
Groceries,Nestle,Supermarkets ,Summer Sizzle Promo,599652.83,225,2665.12,531.33,4923.20
Groceries,Nestle,Supermarkets ,Super Savings Week,643482.13,243,2648.07,524.93,4999.88
Groceries,Nestle,Supermarkets ,Ultimate Value Event,683863.71,242,2825.88,526.12,4997.53
Groceries,Nestle,Supermarkets ,VIP Access Sale,695710.27,250,2782.84,520.31,4997.93
Groceries,Nestle,Supermarkets ,Weekend Warrior Specials,608779.77,225,2705.69,502.46,4966.74
Groceries,Nestle,Supermarkets ,Winter Clearance Carnival,704448.80,256,2751.75,502.13,4997.93
Groceries,Nestle,Supermarkets ,Winter Wonders Sale,642675.23,233,2758.26,505.33,4971.48
Groceries,Tata,Large Malls / Complexes,12 Days of Deals,618822.53,204,3033.44,508.70,4989.06
Groceries,Tata,Large Malls / Complexes,Autumn Deals Drive,623851.41,229,2724.24,534.21,4999.13
Groceries,Tata,Large Malls / Complexes,BOGO Blitz,611170.30,221,2765.48,534.58,4982.36
Groceries,Tata,Large Malls / Complexes,Back to School Boost,599142.13,229,2616.34,509.58,4986.61
Groceries,Tata,Large Malls / Complexes,Birthday Bash Sale,613208.18,225,2725.37,503.77,4981.90
Groceries,Tata,Large Malls / Complexes,Black Friday Blowout,565071.75,205,2756.45,510.98,4961.05
Groceries,Tata,Large Malls / Complexes,Cart Crasher Campaign,610219.55,223,2736.41,528.91,4970.44
Groceries,Tata,Large Malls / Complexes,Cashback Carnival,595454.88,209,2849.07,592.79,4975.62
Groceries,Tata,Large Malls / Complexes,Clearance Countdown,523567.27,196,2671.26,583.20,4998.78
Groceries,Tata,Large Malls / Complexes,Countdown to Savings,523695.43,198,2644.93,525.83,4989.73
Groceries,Tata,Large Malls / Complexes,Customer Appreciation Week,575810.95,206,2795.20,529.66,4955.65
Groceries,Tata,Large Malls / Complexes,Cyber Monday Mania,546431.28,196,2787.91,506.44,4976.05
Groceries,Tata,Large Malls / Complexes,Deal of the Month,588805.08,204,2886.30,545.72,4990.78
Groceries,Tata,Large Malls / Complexes,Double Points Bonanza,600514.96,226,2657.15,512.01,4995.23
Groceries,Tata,Large Malls / Complexes,Early Bird Specials,617686.60,227,2721.09,501.54,4983.85
Groceries,Tata,Large Malls / Complexes,End of Season Sale,591344.86,215,2750.44,523.95,4968.93
Groceries,Tata,Large Malls / Complexes,Exclusive Insider Offers,659931.30,227,2907.19,512.59,4987.57
Groceries,Tata,Large Malls / Complexes,Festive Fever Promo,645005.59,230,2804.37,526.44,4986.26
Groceries,Tata,Large Malls / Complexes,Final Call Frenzy,608044.56,227,2678.61,528.94,4995.49
Groceries,Tata,Large Malls / Complexes,Flash Frenzy Friday,519231.21,193,2690.32,504.91,4980.76
Groceries,Tata,Large Malls / Complexes,"Gift More, Spend Less",615775.62,232,2654.21,532.76,4994.67
Groceries,Tata,Large Malls / Complexes,Golden Hour Bargains,553071.73,205,2697.91,548.28,4999.90
Groceries,Tata,Large Malls / Complexes,Green Weekend Deals,579371.79,203,2854.05,530.27,4956.03
Groceries,Tata,Large Malls / Complexes,Happy Hour Discounts,607433.51,230,2641.02,520.23,4958.84
Groceries,Tata,Large Malls / Complexes,Holiday Shopping Rush,556340.17,195,2853.03,548.50,4999.06
Groceries,Tata,Large Malls / Complexes,Hot Picks Promo,584295.14,200,2921.48,596.70,4993.32
Groceries,Tata,Large Malls / Complexes,Instant Gratification Sale,653244.86,225,2903.31,507.03,4956.21
Groceries,Tata,Large Malls / Complexes,Limited Time Treasures,520000.71,190,2736.85,590.96,4970.12
Groceries,Tata,Large Malls / Complexes,Loyalty Rewards Blast,662749.51,226,2932.52,521.09,4954.65
Groceries,Tata,Large Malls / Complexes,Mega Weekend Bonanza,528921.25,197,2684.88,507.64,4996.49
Groceries,Tata,Large Malls / Complexes,Mid-Year Madness,555478.78,202,2749.89,500.32,4956.50
Groceries,Tata,Large Malls / Complexes,Midnight Madness,546133.40,191,2859.34,508.69,4974.08
Groceries,Tata,Large Malls / Complexes,Mystery Discount Days,467441.63,174,2686.45,506.85,4914.65
Groceries,Tata,Large Malls / Complexes,New Arrival Showcase,569206.16,195,2919.01,505.15,4997.81
Groceries,Tata,Large Malls / Complexes,New Product Launch Promo,627304.27,221,2838.48,514.07,4994.79
Groceries,Tata,Large Malls / Complexes,New Year Kickoff,618030.34,217,2848.07,600.34,4990.17
Groceries,Tata,Large Malls / Complexes,Price Drop Parade,556162.76,193,2881.67,550.56,4999.83
Groceries,Tata,Large Malls / Complexes,Red Tag Clearance,594513.19,208,2858.24,505.74,4973.34
Groceries,Tata,Large Malls / Complexes,Seasonal Surprise Box,534380.89,206,2594.08,505.51,4951.48
Groceries,Tata,Large Malls / Complexes,Shop & Save Spectacular,597657.96,207,2887.24,501.87,4985.79
Groceries,Tata,Large Malls / Complexes,Smart Shopper Week,583315.06,207,2817.95,535.93,4979.62
Groceries,Tata,Large Malls / Complexes,Spring Refresh Event,621177.71,216,2875.82,512.51,4965.91
Groceries,Tata,Large Malls / Complexes,Spring Splash Discounts,586792.30,212,2767.89,574.76,4970.03
Groceries,Tata,Large Malls / Complexes,Summer Sizzle Promo,663496.17,240,2764.57,501.39,4936.74
Groceries,Tata,Large Malls / Complexes,Super Savings Week,546779.27,201,2720.29,506.37,4996.91
Groceries,Tata,Large Malls / Complexes,Ultimate Value Event,588224.88,216,2723.26,507.81,4988.95
Groceries,Tata,Large Malls / Complexes,VIP Access Sale,548937.93,200,2744.69,555.82,4917.57
Groceries,Tata,Large Malls / Complexes,Weekend Warrior Specials,590951.88,213,2774.42,523.22,4986.11
Groceries,Tata,Large Malls / Complexes,Winter Clearance Carnival,590859.63,213,2773.99,507.62,4999.97
Groceries,Tata,Large Malls / Complexes,Winter Wonders Sale,605979.19,219,2767.03,527.24,4986.54
Groceries,Tata,Small Stores / Shops,12 Days of Deals,562123.33,205,2742.07,506.22,4971.18
Groceries,Tata,Small Stores / Shops,Autumn Deals Drive,639693.62,233,2745.47,531.01,4983.23
Groceries,Tata,Small Stores / Shops,BOGO Blitz,653252.46,240,2721.89,507.25,4992.20
Groceries,Tata,Small Stores / Shops,Back to School Boost,654339.29,232,2820.43,528.82,4991.91
Groceries,Tata,Small Stores / Shops,Birthday Bash Sale,620350.49,239,2595.61,524.66,4983.43
Groceries,Tata,Small Stores / Shops,Black Friday Blowout,689428.80,241,2860.70,500.83,4990.79
Groceries,Tata,Small Stores / Shops,Cart Crasher Campaign,617814.23,220,2808.25,505.15,4989.38
Groceries,Tata,Small Stores / Shops,Cashback Carnival,623720.36,229,2723.67,533.43,4993.12
Groceries,Tata,Small Stores / Shops,Clearance Countdown,658156.65,237,2777.03,502.02,4998.45
Groceries,Tata,Small Stores / Shops,Countdown to Savings,583374.96,229,2547.49,500.91,4948.40
Groceries,Tata,Small Stores / Shops,Customer Appreciation Week,623915.16,233,2677.75,512.29,4997.51
Groceries,Tata,Small Stores / Shops,Cyber Monday Mania,629387.07,242,2600.77,511.03,4998.73
Groceries,Tata,Small Stores / Shops,Deal of the Month,603688.75,225,2683.06,500.56,4996.71
Groceries,Tata,Small Stores / Shops,Double Points Bonanza,539561.38,203,2657.94,542.97,4990.67
Groceries,Tata,Small Stores / Shops,Early Bird Specials,613475.83,227,2702.54,538.52,4981.93
Groceries,Tata,Small Stores / Shops,End of Season Sale,676310.41,236,2865.72,503.98,4989.11
Groceries,Tata,Small Stores / Shops,Exclusive Insider Offers,614100.98,214,2869.63,557.86,4999.35
Groceries,Tata,Small Stores / Shops,Festive Fever Promo,612655.97,231,2652.19,524.48,4983.92
Groceries,Tata,Small Stores / Shops,Final Call Frenzy,730526.37,254,2876.09,504.53,4989.60
Groceries,Tata,Small Stores / Shops,Flash Frenzy Friday,576643.08,213,2707.24,513.87,4970.02
Groceries,Tata,Small Stores / Shops,"Gift More, Spend Less",666810.04,223,2990.18,568.78,4998.23
Groceries,Tata,Small Stores / Shops,Golden Hour Bargains,683389.34,249,2744.54,508.71,4982.96
Groceries,Tata,Small Stores / Shops,Green Weekend Deals,576850.07,212,2720.99,525.90,4990.02
Groceries,Tata,Small Stores / Shops,Happy Hour Discounts,572319.75,207,2764.83,505.89,4966.28
Groceries,Tata,Small Stores / Shops,Holiday Shopping Rush,623576.34,232,2687.83,521.62,4979.09
Groceries,Tata,Small Stores / Shops,Hot Picks Promo,651031.85,231,2818.32,501.36,4962.72
Groceries,Tata,Small Stores / Shops,Instant Gratification Sale,598724.03,225,2661.00,524.03,4956.95
Groceries,Tata,Small Stores / Shops,Limited Time Treasures,591757.73,209,2831.38,508.05,4949.59
Groceries,Tata,Small Stores / Shops,Loyalty Rewards Blast,512392.08,193,2654.88,507.01,4993.52
Groceries,Tata,Small Stores / Shops,Mega Weekend Bonanza,595816.98,232,2568.18,532.86,4994.06
Groceries,Tata,Small Stores / Shops,Mid-Year Madness,669971.16,245,2734.58,500.47,4985.87
Groceries,Tata,Small Stores / Shops,Midnight Madness,600483.94,227,2645.30,500.01,4938.58
Groceries,Tata,Small Stores / Shops,Mystery Discount Days,710060.36,249,2851.65,527.14,4990.44
Groceries,Tata,Small Stores / Shops,New Arrival Showcase,657263.95,236,2785.02,502.27,4982.30
Groceries,Tata,Small Stores / Shops,New Product Launch Promo,553821.93,197,2811.28,526.69,4985.24
Groceries,Tata,Small Stores / Shops,New Year Kickoff,620602.08,236,2629.67,529.28,4976.96
Groceries,Tata,Small Stores / Shops,Price Drop Parade,632765.74,220,2876.21,505.58,4986.73
Groceries,Tata,Small Stores / Shops,Red Tag Clearance,648772.98,229,2833.07,525.81,4989.26
Groceries,Tata,Small Stores / Shops,Seasonal Surprise Box,677139.02,237,2857.13,545.73,4992.27
Groceries,Tata,Small Stores / Shops,Shop & Save Spectacular,588755.64,208,2830.56,506.56,4988.98
Groceries,Tata,Small Stores / Shops,Smart Shopper Week,647518.23,244,2653.76,503.56,4981.88
Groceries,Tata,Small Stores / Shops,Spring Refresh Event,622191.33,228,2728.91,513.02,4932.48
Groceries,Tata,Small Stores / Shops,Spring Splash Discounts,619544.99,220,2816.11,545.74,4982.86
Groceries,Tata,Small Stores / Shops,Summer Sizzle Promo,577746.75,208,2777.63,508.92,4950.77
Groceries,Tata,Small Stores / Shops,Super Savings Week,615315.02,223,2759.26,514.95,4963.07
Groceries,Tata,Small Stores / Shops,Ultimate Value Event,611789.88,225,2719.07,506.59,4995.88
Groceries,Tata,Small Stores / Shops,VIP Access Sale,597492.21,231,2586.55,543.98,4967.78
Groceries,Tata,Small Stores / Shops,Weekend Warrior Specials,644039.87,240,2683.50,539.64,4942.53
