category,brand,customer_segment,store_type,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,BOGO Blitz,11092.48,4,2773.12,1567.60,3804.75
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Back to School Boost,22920.82,7,3274.40,1651.45,4838.26
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Birthday Bash Sale,19423.26,7,2774.75,975.30,4998.56
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Black Friday Blowout,11495.50,4,2873.88,2078.56,3603.51
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Cart Crasher Campaign,18161.57,8,2270.20,600.05,4154.64
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Cashback Carnival,17585.86,9,1953.98,586.27,4013.30
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Clearance Countdown,6808.87,2,3404.44,3158.61,3650.26
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Countdown to Savings,13739.34,6,2289.89,811.58,4839.53
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Customer Appreciation Week,11954.69,3,3984.90,3259.02,4600.26
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Cyber Monday Mania,20978.98,8,2622.37,1242.68,4447.48
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Deal of the Month,25210.54,8,3151.32,1734.08,4744.88
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Double Points Bonanza,9326.85,4,2331.71,1103.92,4519.75
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Early Bird Specials,18713.67,6,3118.95,1699.15,3974.12
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,End of Season Sale,10333.51,5,2066.70,647.29,4268.47
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Exclusive Insider Offers,20134.93,8,2516.87,1106.01,4608.99
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Festive Fever Promo,12951.16,5,2590.23,1079.36,4400.34
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Final Call Frenzy,11465.64,5,2293.13,580.86,4231.53
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Flash Frenzy Friday,14597.65,8,1824.71,719.49,3925.95
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,"Gift More, Spend Less",6225.03,4,1556.26,752.53,2223.27
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Golden Hour Bargains,10734.96,4,2683.74,786.17,4805.50
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Green Weekend Deals,21134.49,7,3019.21,1467.77,4638.56
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Happy Hour Discounts,8681.49,3,2893.83,1498.90,4092.83
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Holiday Shopping Rush,21402.23,8,2675.28,759.68,4604.85
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Hot Picks Promo,7970.19,2,3985.10,3908.61,4061.58
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Instant Gratification Sale,5780.74,3,1926.91,1350.67,2983.59
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Limited Time Treasures,11314.06,6,1885.68,576.83,3801.69
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Loyalty Rewards Blast,21746.20,9,2416.24,707.46,4534.32
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Mega Weekend Bonanza,22086.08,8,2760.76,1055.33,4289.84
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Mid-Year Madness,17034.20,6,2839.03,1331.13,4658.12
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Midnight Madness,24213.38,9,2690.38,933.78,4545.58
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Mystery Discount Days,17600.12,8,2200.01,509.66,3615.79
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,New Arrival Showcase,33516.34,12,2793.03,514.94,4968.19
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,New Product Launch Promo,18455.63,7,2636.52,1386.85,4434.78
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,New Year Kickoff,21908.68,6,3651.45,1541.68,4871.05
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Price Drop Parade,7852.56,4,1963.14,638.76,3472.48
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Red Tag Clearance,14202.90,8,1775.36,715.11,3392.82
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Seasonal Surprise Box,18091.58,5,3618.32,2568.74,4316.80
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Shop & Save Spectacular,10219.54,5,2043.91,1196.09,2733.01
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Smart Shopper Week,26983.81,11,2453.07,641.71,4668.31
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Spring Refresh Event,21276.50,8,2659.56,1135.30,4501.77
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Spring Splash Discounts,24921.11,9,2769.01,1150.48,4357.12
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Summer Sizzle Promo,9026.53,4,2256.63,732.00,3973.92
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Super Savings Week,26487.10,9,2943.01,1173.75,4317.62
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Ultimate Value Event,26181.37,9,2909.04,718.85,4883.12
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,VIP Access Sale,19863.61,6,3310.60,2313.38,4242.42
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Weekend Warrior Specials,21561.18,7,3080.17,1080.96,4996.74
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Winter Clearance Carnival,21031.63,8,2628.95,515.16,4831.15
Furniture,IKEA,Loyal Customer,Supermarkets ,Salesperson,Winter Wonders Sale,18894.48,9,2099.39,544.92,4345.22
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,12 Days of Deals,13834.47,4,3458.62,1807.54,4358.50
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Autumn Deals Drive,22292.39,9,2476.93,521.97,4730.11
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Back to School Boost,11797.51,9,1310.83,583.89,1752.16
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Birthday Bash Sale,28274.27,12,2356.19,634.26,4932.89
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Black Friday Blowout,17515.16,6,2919.19,1207.96,4907.02
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Cart Crasher Campaign,10020.56,4,2505.14,1742.66,3491.30
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Cashback Carnival,11418.29,5,2283.66,731.33,4680.47
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Clearance Countdown,12774.18,5,2554.84,547.37,4361.22
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Countdown to Savings,14053.18,4,3513.29,2382.14,4594.31
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Customer Appreciation Week,19593.04,7,2799.01,1253.73,4371.02
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Cyber Monday Mania,18867.67,7,2695.38,754.19,4858.17
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Deal of the Month,24982.08,8,3122.76,1646.16,4682.55
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Double Points Bonanza,18154.97,6,3025.83,1181.65,4566.40
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Early Bird Specials,22664.19,7,3237.74,1756.84,4455.24
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,End of Season Sale,13670.74,5,2734.15,1637.98,4944.06
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Exclusive Insider Offers,8203.61,3,2734.54,1390.20,4839.64
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Festive Fever Promo,13512.31,8,1689.04,639.41,3283.50
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Final Call Frenzy,27051.14,8,3381.39,941.11,4575.46
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,"Gift More, Spend Less",21814.48,7,3116.35,1657.93,4331.42
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Golden Hour Bargains,13132.29,5,2626.46,2156.38,3003.86
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Green Weekend Deals,6795.75,2,3397.88,2527.60,4268.15
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Happy Hour Discounts,5238.97,2,2619.48,1050.26,4188.71
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Holiday Shopping Rush,11185.37,4,2796.34,607.20,4776.72
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Hot Picks Promo,25221.48,9,2802.39,1102.85,4838.29
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Limited Time Treasures,12436.50,5,2487.30,1164.91,4351.74
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Loyalty Rewards Blast,21261.59,10,2126.16,678.22,4923.20
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Mega Weekend Bonanza,9862.53,3,3287.51,1274.35,4506.18
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Mid-Year Madness,19753.98,7,2822.00,1344.21,4081.14
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Midnight Madness,12373.55,4,3093.39,1967.78,3892.13
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Mystery Discount Days,24909.14,9,2767.68,1069.09,4953.92
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,New Arrival Showcase,13584.40,5,2716.88,531.48,4537.80
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,New Product Launch Promo,11699.07,4,2924.77,2192.51,4330.48
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,New Year Kickoff,18580.08,5,3716.02,1065.91,4716.18
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Price Drop Parade,27598.62,8,3449.83,1385.00,4900.88
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Red Tag Clearance,15645.90,5,3129.18,964.74,4925.67
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Seasonal Surprise Box,23199.72,8,2899.96,1450.52,4563.15
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Shop & Save Spectacular,10915.95,6,1819.32,778.83,4800.09
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Smart Shopper Week,8139.46,3,2713.15,1640.96,4106.92
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Spring Refresh Event,12278.12,4,3069.53,2363.40,4259.01
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Spring Splash Discounts,6668.56,3,2222.85,612.19,3122.29
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Summer Sizzle Promo,12544.18,6,2090.70,798.86,2890.99
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Super Savings Week,18803.05,6,3133.84,1603.43,4720.46
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Ultimate Value Event,6685.52,4,1671.38,661.47,4263.63
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,VIP Access Sale,6246.76,2,3123.38,1715.02,4531.74
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Weekend Warrior Specials,25265.52,9,2807.28,587.18,4866.51
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Winter Clearance Carnival,5621.26,3,1873.75,992.62,3095.36
Furniture,IKEA,Loyal Customer,Supermarkets ,Senior Salesperson,Winter Wonders Sale,17429.17,6,2904.86,1334.95,4962.23
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,12 Days of Deals,9287.50,5,1857.50,530.23,2673.08
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Back to School Boost,15205.68,6,2534.28,878.92,4263.77
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Birthday Bash Sale,7955.97,4,1988.99,1380.05,2655.72
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Black Friday Blowout,21032.43,6,3505.41,795.37,4696.03
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Cart Crasher Campaign,15157.56,5,3031.51,1002.12,4727.46
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Cashback Carnival,15952.70,6,2658.78,1316.62,4461.23
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Clearance Countdown,32462.03,10,3246.20,1259.78,4697.85
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Countdown to Savings,16652.11,5,3330.42,884.28,4695.46
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Early Bird Specials,17291.96,7,2470.28,1011.77,4724.14
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,End of Season Sale,10098.61,4,2524.65,1620.17,3516.63
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Exclusive Insider Offers,14712.45,5,2942.49,1501.95,4854.75
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Festive Fever Promo,18283.51,7,2611.93,928.81,3724.80
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Final Call Frenzy,11071.31,3,3690.44,2840.20,4540.62
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Flash Frenzy Friday,18575.75,7,2653.68,1121.44,4566.75
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,"Gift More, Spend Less",21213.69,7,3030.53,1303.43,4746.33
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Golden Hour Bargains,17326.61,6,2887.77,691.84,4898.12
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Green Weekend Deals,9067.88,4,2266.97,1184.49,3985.72
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Happy Hour Discounts,19280.33,8,2410.04,571.45,4342.25
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Holiday Shopping Rush,15997.46,5,3199.49,1873.23,4774.28
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Hot Picks Promo,11390.88,4,2847.72,747.27,4516.26
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Instant Gratification Sale,24879.36,10,2487.94,700.91,4246.11
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Limited Time Treasures,14082.60,5,2816.52,1306.65,4982.22
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Loyalty Rewards Blast,18399.31,7,2628.47,687.98,4514.78
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Mega Weekend Bonanza,20342.24,8,2542.78,506.14,4539.01
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Mid-Year Madness,12463.25,4,3115.81,1214.80,4711.04
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Midnight Madness,28322.87,8,3540.36,1306.29,4874.91
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Mystery Discount Days,18461.67,5,3692.33,2462.49,4619.97
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,New Arrival Showcase,7131.69,5,1426.34,629.21,2737.65
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,New Product Launch Promo,17999.10,6,2999.85,1211.97,4985.05
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,New Year Kickoff,20492.08,6,3415.35,1572.52,4886.91
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Price Drop Parade,8321.07,3,2773.69,1743.28,4398.15
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Red Tag Clearance,14334.33,5,2866.87,977.52,4944.44
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Seasonal Surprise Box,12406.50,4,3101.62,1166.13,4158.03
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Shop & Save Spectacular,18002.83,5,3600.57,1346.26,4463.38
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Smart Shopper Week,12790.40,5,2558.08,862.55,4864.16
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Spring Refresh Event,17551.27,5,3510.25,2156.07,4772.73
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Spring Splash Discounts,8537.53,2,4268.76,4057.69,4479.84
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Summer Sizzle Promo,17080.15,6,2846.69,975.00,4813.45
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Super Savings Week,11566.63,3,3855.54,3577.55,4060.41
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Ultimate Value Event,17635.05,7,2519.29,624.55,4709.37
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,VIP Access Sale,26584.78,9,2953.86,646.96,4903.88
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Weekend Warrior Specials,12634.34,4,3158.59,2093.48,4483.49
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Winter Clearance Carnival,21789.06,7,3112.72,1364.74,4307.79
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Manager,Winter Wonders Sale,15205.27,4,3801.32,1946.96,4832.05
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,12 Days of Deals,16490.45,7,2355.78,522.20,4536.43
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Autumn Deals Drive,18888.68,6,3148.11,1225.93,4351.04
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,BOGO Blitz,11503.53,5,2300.71,1036.11,4684.69
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Back to School Boost,20246.78,7,2892.40,1347.84,4331.48
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Birthday Bash Sale,21290.54,8,2661.32,676.06,3947.86
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Black Friday Blowout,25776.35,8,3222.04,545.56,4670.51
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Cart Crasher Campaign,13167.84,5,2633.57,769.87,4044.66
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Cashback Carnival,22400.79,8,2800.10,1098.10,4731.85
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Clearance Countdown,21504.67,6,3584.11,701.60,4984.16
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Countdown to Savings,24077.96,9,2675.33,709.44,4464.53
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Customer Appreciation Week,13918.68,7,1988.38,954.32,3700.68
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Cyber Monday Mania,15220.69,5,3044.14,1438.41,4456.91
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Deal of the Month,10467.02,5,2093.40,856.12,3766.34
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Double Points Bonanza,30409.02,10,3040.90,936.18,4938.25
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Early Bird Specials,7655.30,4,1913.82,765.09,3485.16
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,End of Season Sale,5475.34,4,1368.84,731.19,1776.39
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Exclusive Insider Offers,24159.38,7,3451.34,2019.06,4828.85
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Festive Fever Promo,23342.86,6,3890.48,2333.14,4968.48
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Final Call Frenzy,20242.39,6,3373.73,1553.00,4696.41
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Flash Frenzy Friday,9021.16,4,2255.29,1514.10,3237.67
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,"Gift More, Spend Less",12749.37,5,2549.87,1355.77,3575.59
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Golden Hour Bargains,20104.47,7,2872.07,635.45,4752.59
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Green Weekend Deals,26672.63,10,2667.26,602.71,4838.18
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Happy Hour Discounts,10571.04,4,2642.76,708.31,4010.77
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Holiday Shopping Rush,30701.58,8,3837.70,1817.34,4603.90
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Hot Picks Promo,13386.47,6,2231.08,926.75,4578.43
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Instant Gratification Sale,11343.14,5,2268.63,914.91,4425.99
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Limited Time Treasures,13296.18,5,2659.24,1173.16,4923.89
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Loyalty Rewards Blast,15482.02,6,2580.34,531.10,4759.28
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Mega Weekend Bonanza,24548.93,10,2454.89,1093.60,3648.31
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Mid-Year Madness,13622.52,3,4540.84,4383.42,4644.70
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Midnight Madness,30646.82,9,3405.20,2079.28,4987.14
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Mystery Discount Days,19166.00,7,2738.00,1254.86,4728.03
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,New Arrival Showcase,23487.64,7,3355.38,954.18,4930.51
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,New Year Kickoff,12979.48,4,3244.87,1641.99,4757.12
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Price Drop Parade,26101.04,7,3728.72,1914.75,4458.19
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Red Tag Clearance,10410.97,4,2602.74,1601.88,4511.79
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Seasonal Surprise Box,10915.01,5,2183.00,1343.71,3714.79
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Shop & Save Spectacular,28998.36,10,2899.84,1032.59,4522.70
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Smart Shopper Week,7944.37,4,1986.09,922.67,3165.11
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Spring Refresh Event,23798.68,10,2379.87,838.08,4980.47
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Spring Splash Discounts,20788.45,7,2969.78,934.61,4637.81
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Summer Sizzle Promo,16906.75,7,2415.25,1640.55,4678.48
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Super Savings Week,19806.60,7,2829.51,794.91,4872.44
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Ultimate Value Event,9053.83,5,1810.77,685.43,2794.85
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,VIP Access Sale,6485.60,2,3242.80,2121.52,4364.08
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Weekend Warrior Specials,13511.05,6,2251.84,615.46,3973.71
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Winter Clearance Carnival,7076.97,4,1769.24,967.32,2168.33
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Sales Associate,Winter Wonders Sale,14885.51,7,2126.50,1144.06,4518.07
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Salesperson,12 Days of Deals,13315.67,5,2663.13,621.12,4745.50
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Salesperson,Autumn Deals Drive,25018.10,7,3574.01,2634.99,4656.37
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Salesperson,BOGO Blitz,19946.31,6,3324.38,1639.44,4899.60
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Salesperson,Back to School Boost,9197.64,4,2299.41,1964.10,2842.80
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Salesperson,Birthday Bash Sale,10726.26,4,2681.57,1693.16,3745.10
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Salesperson,Black Friday Blowout,19844.17,9,2204.91,541.71,3263.12
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Salesperson,Cart Crasher Campaign,13139.13,6,2189.86,605.31,4206.43
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Salesperson,Cashback Carnival,13378.66,5,2675.73,835.32,4459.99
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Salesperson,Clearance Countdown,8573.33,4,2143.33,547.73,4153.31
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Salesperson,Countdown to Savings,12564.40,5,2512.88,962.04,3573.69
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Salesperson,Customer Appreciation Week,12701.19,4,3175.30,1419.62,4878.10
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Salesperson,Cyber Monday Mania,21161.77,7,3023.11,1931.64,4679.19
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Salesperson,Deal of the Month,14627.25,6,2437.87,554.61,4700.67
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Salesperson,Double Points Bonanza,7441.52,3,2480.51,1717.57,3876.89
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Salesperson,Early Bird Specials,7376.26,3,2458.75,728.37,4131.67
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Salesperson,End of Season Sale,12087.35,4,3021.84,1616.50,3886.75
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Salesperson,Exclusive Insider Offers,19521.31,6,3253.55,1833.23,4971.39
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Salesperson,Festive Fever Promo,13742.23,6,2290.37,1609.73,3037.58
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Salesperson,Final Call Frenzy,14286.56,7,2040.94,905.05,4490.06
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Salesperson,Flash Frenzy Friday,22428.12,9,2492.01,513.38,4629.87
Furniture,IKEA,Occasional Shopper,Large Malls / Complexes,Salesperson,"Gift More, Spend Less",10706.22,4,2676.55,834.65,4142.23
