brand,customer_segment,store_type,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Levi's,High Value,Supermarkets ,Loyalty Rewards Blast,64287.09,25,2571.48,746.80,4350.81
Levi's,High Value,Supermarkets ,Mega Weekend Bonanza,64289.75,26,2472.68,582.35,4829.27
Levi's,High Value,Supermarkets ,Mid-Year Madness,52293.92,23,2273.65,565.42,4644.35
Levi's,High Value,Supermarkets ,Midnight Madness,52048.37,22,2365.83,689.68,4703.65
Levi's,High Value,Supermarkets ,Mystery Discount Days,58396.99,22,2654.41,728.59,4964.18
Levi's,High Value,Supermarkets ,New Arrival Showcase,65863.75,24,2744.32,683.25,4976.30
Levi's,High Value,Supermarkets ,New Product Launch Promo,44647.30,17,2626.31,501.71,4220.57
Levi's,High Value,Supermarkets ,New Year Kickoff,60795.65,22,2763.44,989.23,4839.71
Levi's,High Value,Supermarkets ,Price Drop Parade,85551.62,25,3422.06,661.82,4963.49
Levi's,High Value,Supermarkets ,Red Tag Clearance,63304.51,25,2532.18,881.10,4817.01
Levi's,High Value,Supermarkets ,Seasonal Surprise Box,22192.23,9,2465.80,572.59,4394.52
Levi's,High Value,Supermarkets ,Shop & Save Spectacular,64874.42,22,2948.84,749.56,4874.92
Levi's,High Value,Supermarkets ,Smart Shopper Week,56644.97,18,3146.94,538.47,4778.51
Levi's,High Value,Supermarkets ,Spring Refresh Event,25070.51,11,2279.14,698.63,4893.25
Levi's,High Value,Supermarkets ,Spring Splash Discounts,61686.30,21,2937.44,600.46,4834.62
Levi's,High Value,Supermarkets ,Summer Sizzle Promo,43321.43,15,2888.10,1362.14,4556.20
Levi's,High Value,Supermarkets ,Super Savings Week,44448.85,17,2614.64,696.67,4965.52
Levi's,High Value,Supermarkets ,Ultimate Value Event,76133.00,28,2719.04,532.59,4641.05
Levi's,High Value,Supermarkets ,VIP Access Sale,47513.99,21,2262.57,590.94,4584.90
Levi's,High Value,Supermarkets ,Weekend Warrior Specials,40409.14,17,2377.01,552.71,4934.24
Levi's,High Value,Supermarkets ,Winter Clearance Carnival,46671.83,18,2592.88,1002.22,4820.75
Levi's,High Value,Supermarkets ,Winter Wonders Sale,82810.04,27,3067.04,827.62,4774.98
Levi's,In-Store Regular,Large Malls / Complexes,12 Days of Deals,52308.62,18,2906.03,651.02,4898.27
Levi's,In-Store Regular,Large Malls / Complexes,Autumn Deals Drive,60446.00,22,2747.55,610.34,4793.84
Levi's,In-Store Regular,Large Malls / Complexes,BOGO Blitz,60404.85,20,3020.24,581.56,4982.67
Levi's,In-Store Regular,Large Malls / Complexes,Back to School Boost,61237.33,23,2662.49,678.47,4970.09
Levi's,In-Store Regular,Large Malls / Complexes,Birthday Bash Sale,44527.82,14,3180.56,746.61,4631.17
Levi's,In-Store Regular,Large Malls / Complexes,Black Friday Blowout,58750.02,24,2447.92,625.56,4997.07
Levi's,In-Store Regular,Large Malls / Complexes,Cart Crasher Campaign,73284.26,26,2818.63,668.05,4742.20
Levi's,In-Store Regular,Large Malls / Complexes,Cashback Carnival,51312.40,20,2565.62,870.00,3937.90
Levi's,In-Store Regular,Large Malls / Complexes,Clearance Countdown,63221.84,23,2748.78,785.41,4671.24
Levi's,In-Store Regular,Large Malls / Complexes,Countdown to Savings,48868.13,19,2572.01,586.81,4373.23
Levi's,In-Store Regular,Large Malls / Complexes,Customer Appreciation Week,45479.15,16,2842.45,1056.57,4458.33
Levi's,In-Store Regular,Large Malls / Complexes,Cyber Monday Mania,38739.24,14,2767.09,689.33,4578.48
Levi's,In-Store Regular,Large Malls / Complexes,Deal of the Month,48255.52,14,3446.82,703.34,4783.26
Levi's,In-Store Regular,Large Malls / Complexes,Double Points Bonanza,60728.38,18,3373.80,1285.03,4992.87
Levi's,In-Store Regular,Large Malls / Complexes,Early Bird Specials,48120.14,17,2830.60,573.30,4746.33
Levi's,In-Store Regular,Large Malls / Complexes,End of Season Sale,64203.78,23,2791.47,613.40,4578.72
Levi's,In-Store Regular,Large Malls / Complexes,Exclusive Insider Offers,49039.88,19,2581.05,580.36,4988.97
Levi's,In-Store Regular,Large Malls / Complexes,Festive Fever Promo,54465.51,18,3025.86,1196.03,4775.27
Levi's,In-Store Regular,Large Malls / Complexes,Final Call Frenzy,59463.94,22,2702.91,711.78,4855.84
Levi's,In-Store Regular,Large Malls / Complexes,Flash Frenzy Friday,59127.82,19,3111.99,838.41,4832.99
Levi's,In-Store Regular,Large Malls / Complexes,"Gift More, Spend Less",54835.40,21,2611.21,534.08,4825.85
Levi's,In-Store Regular,Large Malls / Complexes,Golden Hour Bargains,64334.07,24,2680.59,538.10,4965.00
Levi's,In-Store Regular,Large Malls / Complexes,Green Weekend Deals,68696.27,21,3271.25,810.85,4980.12
Levi's,In-Store Regular,Large Malls / Complexes,Happy Hour Discounts,56428.32,22,2564.92,609.02,4977.27
Levi's,In-Store Regular,Large Malls / Complexes,Holiday Shopping Rush,42662.85,17,2509.58,747.93,4463.77
Levi's,In-Store Regular,Large Malls / Complexes,Hot Picks Promo,60918.48,24,2538.27,563.52,4779.64
Levi's,In-Store Regular,Large Malls / Complexes,Instant Gratification Sale,77758.37,25,3110.33,950.34,4993.22
Levi's,In-Store Regular,Large Malls / Complexes,Limited Time Treasures,59494.34,24,2478.93,504.55,4466.44
Levi's,In-Store Regular,Large Malls / Complexes,Loyalty Rewards Blast,59817.71,22,2718.99,528.22,4801.52
Levi's,In-Store Regular,Large Malls / Complexes,Mega Weekend Bonanza,57245.68,21,2725.98,500.60,4997.25
Levi's,In-Store Regular,Large Malls / Complexes,Mid-Year Madness,55172.77,21,2627.27,518.21,4708.27
Levi's,In-Store Regular,Large Malls / Complexes,Midnight Madness,32835.02,13,2525.77,817.04,4772.32
Levi's,In-Store Regular,Large Malls / Complexes,Mystery Discount Days,24433.46,11,2221.22,806.56,4208.53
Levi's,In-Store Regular,Large Malls / Complexes,New Arrival Showcase,53985.00,21,2570.71,566.08,4632.19
Levi's,In-Store Regular,Large Malls / Complexes,New Product Launch Promo,61969.23,21,2950.92,953.49,4901.89
Levi's,In-Store Regular,Large Malls / Complexes,New Year Kickoff,75040.71,25,3001.63,900.49,4890.74
Levi's,In-Store Regular,Large Malls / Complexes,Price Drop Parade,43018.89,16,2688.68,1233.78,4647.73
Levi's,In-Store Regular,Large Malls / Complexes,Red Tag Clearance,59034.05,25,2361.36,514.92,4710.61
Levi's,In-Store Regular,Large Malls / Complexes,Seasonal Surprise Box,46920.28,16,2932.52,505.81,4800.61
Levi's,In-Store Regular,Large Malls / Complexes,Shop & Save Spectacular,25419.05,13,1955.31,568.62,3609.46
Levi's,In-Store Regular,Large Malls / Complexes,Smart Shopper Week,55029.51,22,2501.34,629.22,4422.85
Levi's,In-Store Regular,Large Malls / Complexes,Spring Refresh Event,45061.50,17,2650.68,577.52,4982.21
Levi's,In-Store Regular,Large Malls / Complexes,Spring Splash Discounts,66619.22,27,2467.38,638.71,4941.03
Levi's,In-Store Regular,Large Malls / Complexes,Summer Sizzle Promo,52253.85,19,2750.20,1144.30,4738.26
Levi's,In-Store Regular,Large Malls / Complexes,Super Savings Week,64580.47,23,2807.85,762.49,4882.44
Levi's,In-Store Regular,Large Malls / Complexes,Ultimate Value Event,58166.99,26,2237.19,515.27,4839.42
Levi's,In-Store Regular,Large Malls / Complexes,VIP Access Sale,44936.12,20,2246.81,783.17,4730.55
Levi's,In-Store Regular,Large Malls / Complexes,Weekend Warrior Specials,68093.39,24,2837.22,794.55,4836.40
Levi's,In-Store Regular,Large Malls / Complexes,Winter Clearance Carnival,61900.37,24,2579.18,900.40,4950.92
Levi's,In-Store Regular,Large Malls / Complexes,Winter Wonders Sale,91585.63,31,2954.38,552.20,4996.58
Levi's,In-Store Regular,Small Stores / Shops,12 Days of Deals,72995.92,25,2919.84,697.93,4981.75
Levi's,In-Store Regular,Small Stores / Shops,Autumn Deals Drive,61068.24,20,3053.41,1443.33,4946.29
Levi's,In-Store Regular,Small Stores / Shops,BOGO Blitz,59686.15,22,2713.01,516.82,4961.38
Levi's,In-Store Regular,Small Stores / Shops,Back to School Boost,51300.16,23,2230.44,689.00,4680.36
Levi's,In-Store Regular,Small Stores / Shops,Birthday Bash Sale,58632.15,20,2931.61,1127.42,4796.15
Levi's,In-Store Regular,Small Stores / Shops,Black Friday Blowout,67829.83,22,3083.17,548.91,4915.92
Levi's,In-Store Regular,Small Stores / Shops,Cart Crasher Campaign,85520.76,27,3167.44,1121.28,4897.02
Levi's,In-Store Regular,Small Stores / Shops,Cashback Carnival,53731.37,21,2558.64,932.66,4393.82
Levi's,In-Store Regular,Small Stores / Shops,Clearance Countdown,62766.38,25,2510.66,567.00,4758.46
Levi's,In-Store Regular,Small Stores / Shops,Countdown to Savings,53878.23,18,2993.23,645.92,4995.55
Levi's,In-Store Regular,Small Stores / Shops,Customer Appreciation Week,69306.16,27,2566.89,563.87,4723.16
Levi's,In-Store Regular,Small Stores / Shops,Cyber Monday Mania,56848.14,21,2707.05,622.43,4406.88
Levi's,In-Store Regular,Small Stores / Shops,Deal of the Month,49224.79,20,2461.24,516.81,4747.64
Levi's,In-Store Regular,Small Stores / Shops,Double Points Bonanza,60748.51,23,2641.24,879.59,4853.53
Levi's,In-Store Regular,Small Stores / Shops,Early Bird Specials,48838.07,19,2570.42,556.96,4737.95
Levi's,In-Store Regular,Small Stores / Shops,End of Season Sale,72545.36,24,3022.72,561.90,4984.90
Levi's,In-Store Regular,Small Stores / Shops,Exclusive Insider Offers,51182.34,23,2225.32,625.35,4922.56
Levi's,In-Store Regular,Small Stores / Shops,Festive Fever Promo,61074.63,22,2776.12,530.49,4947.94
Levi's,In-Store Regular,Small Stores / Shops,Final Call Frenzy,68680.84,24,2861.70,584.55,4914.53
Levi's,In-Store Regular,Small Stores / Shops,Flash Frenzy Friday,51013.66,19,2684.93,607.40,4970.37
Levi's,In-Store Regular,Small Stores / Shops,"Gift More, Spend Less",79513.79,28,2839.78,672.00,4950.96
Levi's,In-Store Regular,Small Stores / Shops,Golden Hour Bargains,81236.50,31,2620.53,670.47,4659.86
Levi's,In-Store Regular,Small Stores / Shops,Green Weekend Deals,73046.42,30,2434.88,528.50,4983.88
Levi's,In-Store Regular,Small Stores / Shops,Happy Hour Discounts,65449.97,25,2618.00,566.76,4680.50
Levi's,In-Store Regular,Small Stores / Shops,Holiday Shopping Rush,52798.21,21,2514.20,961.87,4869.78
Levi's,In-Store Regular,Small Stores / Shops,Hot Picks Promo,55870.66,24,2327.94,531.76,4589.64
Levi's,In-Store Regular,Small Stores / Shops,Instant Gratification Sale,84729.31,29,2921.70,750.13,4948.30
Levi's,In-Store Regular,Small Stores / Shops,Limited Time Treasures,60811.62,26,2338.91,608.77,4752.72
Levi's,In-Store Regular,Small Stores / Shops,Loyalty Rewards Blast,70910.48,24,2954.60,629.60,4919.93
Levi's,In-Store Regular,Small Stores / Shops,Mega Weekend Bonanza,43137.13,20,2156.86,527.25,4867.64
Levi's,In-Store Regular,Small Stores / Shops,Mid-Year Madness,76297.36,24,3179.06,524.10,4905.42
Levi's,In-Store Regular,Small Stores / Shops,Midnight Madness,54693.21,19,2878.59,608.26,4561.26
Levi's,In-Store Regular,Small Stores / Shops,Mystery Discount Days,78404.67,27,2903.88,558.27,4722.66
Levi's,In-Store Regular,Small Stores / Shops,New Arrival Showcase,50372.32,18,2798.46,618.95,4989.84
Levi's,In-Store Regular,Small Stores / Shops,New Product Launch Promo,76586.08,24,3191.09,1015.38,4922.99
Levi's,In-Store Regular,Small Stores / Shops,New Year Kickoff,81493.35,29,2810.12,561.97,4881.30
Levi's,In-Store Regular,Small Stores / Shops,Price Drop Parade,79347.94,26,3051.84,956.58,4999.49
Levi's,In-Store Regular,Small Stores / Shops,Red Tag Clearance,59904.88,21,2852.61,892.23,4863.39
Levi's,In-Store Regular,Small Stores / Shops,Seasonal Surprise Box,60355.49,22,2743.43,507.72,4952.90
Levi's,In-Store Regular,Small Stores / Shops,Shop & Save Spectacular,35924.87,16,2245.30,502.23,4808.33
Levi's,In-Store Regular,Small Stores / Shops,Smart Shopper Week,72068.46,24,3002.85,785.76,4761.24
Levi's,In-Store Regular,Small Stores / Shops,Spring Refresh Event,52213.00,20,2610.65,526.82,4925.25
Levi's,In-Store Regular,Small Stores / Shops,Spring Splash Discounts,72320.34,23,3144.36,615.44,4776.62
Levi's,In-Store Regular,Small Stores / Shops,Summer Sizzle Promo,71781.82,26,2760.84,902.94,4995.49
Levi's,In-Store Regular,Small Stores / Shops,Super Savings Week,59255.72,22,2693.44,627.71,4871.90
Levi's,In-Store Regular,Small Stores / Shops,Ultimate Value Event,81489.12,31,2628.68,805.36,4628.07
Levi's,In-Store Regular,Small Stores / Shops,VIP Access Sale,95199.43,31,3070.95,884.38,4776.04
Levi's,In-Store Regular,Small Stores / Shops,Weekend Warrior Specials,60006.56,23,2608.98,713.61,4499.31
Levi's,In-Store Regular,Small Stores / Shops,Winter Clearance Carnival,61591.80,25,2463.67,545.96,4679.45
Levi's,In-Store Regular,Small Stores / Shops,Winter Wonders Sale,67898.60,25,2715.94,600.61,4999.21
Levi's,In-Store Regular,Supermarkets ,12 Days of Deals,71095.07,24,2962.29,728.56,4815.09
Levi's,In-Store Regular,Supermarkets ,Autumn Deals Drive,83164.45,29,2867.74,517.38,4992.45
Levi's,In-Store Regular,Supermarkets ,BOGO Blitz,64712.28,27,2396.75,568.92,4831.01
Levi's,In-Store Regular,Supermarkets ,Back to School Boost,61395.84,24,2558.16,685.92,4677.92
Levi's,In-Store Regular,Supermarkets ,Birthday Bash Sale,67489.76,21,3213.80,822.91,4784.96
Levi's,In-Store Regular,Supermarkets ,Black Friday Blowout,50014.50,19,2632.34,570.83,4786.75
Levi's,In-Store Regular,Supermarkets ,Cart Crasher Campaign,77398.99,25,3095.96,743.44,4727.91
Levi's,In-Store Regular,Supermarkets ,Cashback Carnival,44472.60,15,2964.84,724.01,4889.22
Levi's,In-Store Regular,Supermarkets ,Clearance Countdown,53927.47,16,3370.47,1292.28,4911.03
Levi's,In-Store Regular,Supermarkets ,Countdown to Savings,54763.05,21,2607.76,518.08,4905.15
Levi's,In-Store Regular,Supermarkets ,Customer Appreciation Week,70904.62,25,2836.18,928.02,4736.68
Levi's,In-Store Regular,Supermarkets ,Cyber Monday Mania,40815.49,14,2915.39,630.75,4883.94
Levi's,In-Store Regular,Supermarkets ,Deal of the Month,52982.40,19,2788.55,518.24,4787.42
Levi's,In-Store Regular,Supermarkets ,Double Points Bonanza,33658.99,14,2404.21,1018.67,4538.99
Levi's,In-Store Regular,Supermarkets ,Early Bird Specials,62647.60,26,2409.52,639.87,4771.42
Levi's,In-Store Regular,Supermarkets ,End of Season Sale,81677.47,28,2917.05,723.62,4620.92
Levi's,In-Store Regular,Supermarkets ,Exclusive Insider Offers,64955.29,26,2498.28,675.52,4961.69
Levi's,In-Store Regular,Supermarkets ,Festive Fever Promo,51106.48,18,2839.25,1230.18,4559.83
Levi's,In-Store Regular,Supermarkets ,Final Call Frenzy,52763.92,19,2777.05,768.69,4956.33
Levi's,In-Store Regular,Supermarkets ,Flash Frenzy Friday,52203.55,21,2485.88,738.91,4965.20
Levi's,In-Store Regular,Supermarkets ,"Gift More, Spend Less",47303.36,17,2782.55,532.93,4880.68
Levi's,In-Store Regular,Supermarkets ,Golden Hour Bargains,71910.16,23,3126.53,906.93,4824.84
Levi's,In-Store Regular,Supermarkets ,Green Weekend Deals,68082.26,23,2960.10,559.82,4947.93
Levi's,In-Store Regular,Supermarkets ,Happy Hour Discounts,64658.48,22,2939.02,1104.59,4483.66
Levi's,In-Store Regular,Supermarkets ,Holiday Shopping Rush,62876.53,25,2515.06,716.00,4870.14
Levi's,In-Store Regular,Supermarkets ,Hot Picks Promo,56447.31,18,3135.96,1015.40,4852.62
Levi's,In-Store Regular,Supermarkets ,Instant Gratification Sale,75603.19,25,3024.13,859.10,4987.13
Levi's,In-Store Regular,Supermarkets ,Limited Time Treasures,60543.19,21,2883.01,892.28,4392.74
Levi's,In-Store Regular,Supermarkets ,Loyalty Rewards Blast,76821.24,26,2954.66,781.09,4905.23
Levi's,In-Store Regular,Supermarkets ,Mega Weekend Bonanza,52327.37,20,2616.37,604.16,4918.66
Levi's,In-Store Regular,Supermarkets ,Mid-Year Madness,48952.74,16,3059.55,1180.28,4895.20
Levi's,In-Store Regular,Supermarkets ,Midnight Madness,60547.42,22,2752.16,590.73,4869.48
Levi's,In-Store Regular,Supermarkets ,Mystery Discount Days,74911.25,27,2774.49,559.94,4833.17
Levi's,In-Store Regular,Supermarkets ,New Arrival Showcase,47055.43,16,2940.96,835.04,4860.47
Levi's,In-Store Regular,Supermarkets ,New Product Launch Promo,97800.68,36,2716.69,513.88,4971.43
Levi's,In-Store Regular,Supermarkets ,New Year Kickoff,70306.18,25,2812.25,564.58,4698.02
Levi's,In-Store Regular,Supermarkets ,Price Drop Parade,46300.43,19,2436.86,557.04,4385.49
Levi's,In-Store Regular,Supermarkets ,Red Tag Clearance,86446.45,32,2701.45,711.46,4827.46
Levi's,In-Store Regular,Supermarkets ,Seasonal Surprise Box,90315.01,31,2913.39,590.67,4919.30
Levi's,In-Store Regular,Supermarkets ,Shop & Save Spectacular,52163.39,23,2267.97,529.64,4521.01
Levi's,In-Store Regular,Supermarkets ,Smart Shopper Week,80200.22,30,2673.34,557.50,4942.95
Levi's,In-Store Regular,Supermarkets ,Spring Refresh Event,73496.35,26,2826.78,501.02,4861.67
Levi's,In-Store Regular,Supermarkets ,Spring Splash Discounts,79604.46,25,3184.18,631.73,4777.08
Levi's,In-Store Regular,Supermarkets ,Summer Sizzle Promo,65883.29,25,2635.33,609.85,4893.87
Levi's,In-Store Regular,Supermarkets ,Super Savings Week,63714.60,21,3034.03,665.09,4877.71
Levi's,In-Store Regular,Supermarkets ,Ultimate Value Event,96340.69,30,3211.36,699.36,4983.40
Levi's,In-Store Regular,Supermarkets ,VIP Access Sale,46684.99,16,2917.81,557.52,4804.33
Levi's,In-Store Regular,Supermarkets ,Weekend Warrior Specials,54760.31,20,2738.02,727.11,4681.57
Levi's,In-Store Regular,Supermarkets ,Winter Clearance Carnival,58806.02,22,2673.00,644.53,4942.52
Levi's,In-Store Regular,Supermarkets ,Winter Wonders Sale,73560.79,28,2627.17,551.73,4998.47
Levi's,Loyal Customer,Large Malls / Complexes,12 Days of Deals,46371.75,17,2727.75,922.61,4790.93
Levi's,Loyal Customer,Large Malls / Complexes,Autumn Deals Drive,56181.60,21,2675.31,540.02,4592.83
Levi's,Loyal Customer,Large Malls / Complexes,BOGO Blitz,59345.36,20,2967.27,890.39,4989.26
Levi's,Loyal Customer,Large Malls / Complexes,Back to School Boost,55584.70,23,2416.73,565.28,4963.11
Levi's,Loyal Customer,Large Malls / Complexes,Birthday Bash Sale,53919.64,22,2450.89,538.73,4943.06
Levi's,Loyal Customer,Large Malls / Complexes,Black Friday Blowout,81676.94,26,3141.42,529.54,4931.11
Levi's,Loyal Customer,Large Malls / Complexes,Cart Crasher Campaign,66737.19,18,3707.62,522.15,4850.52
Levi's,Loyal Customer,Large Malls / Complexes,Cashback Carnival,72724.01,22,3305.64,660.32,4946.31
Levi's,Loyal Customer,Large Malls / Complexes,Clearance Countdown,72996.23,26,2807.55,1016.84,4680.42
Levi's,Loyal Customer,Large Malls / Complexes,Countdown to Savings,87550.17,28,3126.79,519.80,4929.75
Levi's,Loyal Customer,Large Malls / Complexes,Customer Appreciation Week,63848.78,22,2902.22,652.70,4907.34
Levi's,Loyal Customer,Large Malls / Complexes,Cyber Monday Mania,87045.54,27,3223.91,874.21,4834.37
Levi's,Loyal Customer,Large Malls / Complexes,Deal of the Month,66301.28,26,2550.05,658.08,4903.81
Levi's,Loyal Customer,Large Malls / Complexes,Double Points Bonanza,42913.41,14,3065.24,518.32,4799.27
Levi's,Loyal Customer,Large Malls / Complexes,Early Bird Specials,64715.81,25,2588.63,502.97,4781.13
Levi's,Loyal Customer,Large Malls / Complexes,End of Season Sale,75864.72,24,3161.03,643.49,4976.06
Levi's,Loyal Customer,Large Malls / Complexes,Exclusive Insider Offers,75711.70,24,3154.65,1019.76,4980.36
Levi's,Loyal Customer,Large Malls / Complexes,Festive Fever Promo,71471.80,28,2552.56,613.70,4797.65
Levi's,Loyal Customer,Large Malls / Complexes,Final Call Frenzy,72765.77,26,2798.68,781.44,4935.04
Levi's,Loyal Customer,Large Malls / Complexes,Flash Frenzy Friday,87265.02,30,2908.83,590.79,4939.30
Levi's,Loyal Customer,Large Malls / Complexes,"Gift More, Spend Less",56105.00,18,3116.94,591.27,4929.93
Levi's,Loyal Customer,Large Malls / Complexes,Golden Hour Bargains,78522.01,23,3414.00,1335.80,4936.98
Levi's,Loyal Customer,Large Malls / Complexes,Green Weekend Deals,50479.75,20,2523.99,590.76,4907.90
Levi's,Loyal Customer,Large Malls / Complexes,Happy Hour Discounts,46178.33,15,3078.56,723.33,4943.22
Levi's,Loyal Customer,Large Malls / Complexes,Holiday Shopping Rush,60480.67,22,2749.12,718.87,4910.81
Levi's,Loyal Customer,Large Malls / Complexes,Hot Picks Promo,58436.36,20,2921.82,652.31,4890.56
Levi's,Loyal Customer,Large Malls / Complexes,Instant Gratification Sale,38450.00,12,3204.17,740.30,4704.63
Levi's,Loyal Customer,Large Malls / Complexes,Limited Time Treasures,62889.29,22,2858.60,536.70,4698.69
Levi's,Loyal Customer,Large Malls / Complexes,Loyalty Rewards Blast,82298.65,27,3048.10,937.96,4982.90
Levi's,Loyal Customer,Large Malls / Complexes,Mega Weekend Bonanza,63804.09,23,2774.09,664.76,4948.76
Levi's,Loyal Customer,Large Malls / Complexes,Mid-Year Madness,62573.83,20,3128.69,547.47,4965.92
Levi's,Loyal Customer,Large Malls / Complexes,Midnight Madness,44864.34,19,2361.28,785.11,4666.50
Levi's,Loyal Customer,Large Malls / Complexes,Mystery Discount Days,61176.90,25,2447.08,750.06,4846.55
Levi's,Loyal Customer,Large Malls / Complexes,New Arrival Showcase,66867.55,25,2674.70,741.45,4793.67
Levi's,Loyal Customer,Large Malls / Complexes,New Product Launch Promo,57201.37,18,3177.85,774.05,4677.16
Levi's,Loyal Customer,Large Malls / Complexes,New Year Kickoff,36859.77,16,2303.74,527.88,4335.32
Levi's,Loyal Customer,Large Malls / Complexes,Price Drop Parade,44193.39,21,2104.45,508.09,4749.04
Levi's,Loyal Customer,Large Malls / Complexes,Red Tag Clearance,69091.08,26,2657.35,714.03,4749.73
Levi's,Loyal Customer,Large Malls / Complexes,Seasonal Surprise Box,75896.11,30,2529.87,511.68,4866.36
Levi's,Loyal Customer,Large Malls / Complexes,Shop & Save Spectacular,61000.25,20,3050.01,536.66,4877.48
Levi's,Loyal Customer,Large Malls / Complexes,Smart Shopper Week,56395.37,19,2968.18,930.82,4822.03
Levi's,Loyal Customer,Large Malls / Complexes,Spring Refresh Event,57851.29,23,2515.27,552.12,4892.99
Levi's,Loyal Customer,Large Malls / Complexes,Spring Splash Discounts,54123.49,18,3006.86,566.42,4896.03
Levi's,Loyal Customer,Large Malls / Complexes,Summer Sizzle Promo,87519.55,28,3125.70,1064.21,4937.40
Levi's,Loyal Customer,Large Malls / Complexes,Super Savings Week,66341.34,27,2457.09,640.12,4866.92
Levi's,Loyal Customer,Large Malls / Complexes,Ultimate Value Event,43792.24,16,2737.01,887.31,4927.86
Levi's,Loyal Customer,Large Malls / Complexes,VIP Access Sale,63407.75,22,2882.17,591.87,4999.97
Levi's,Loyal Customer,Large Malls / Complexes,Weekend Warrior Specials,36113.94,16,2257.12,561.46,4751.08
Levi's,Loyal Customer,Large Malls / Complexes,Winter Clearance Carnival,55791.17,20,2789.56,690.83,4774.66
Levi's,Loyal Customer,Large Malls / Complexes,Winter Wonders Sale,103034.72,40,2575.87,508.14,4896.16
Levi's,Loyal Customer,Small Stores / Shops,12 Days of Deals,46112.34,20,2305.62,665.54,4978.63
Levi's,Loyal Customer,Small Stores / Shops,Autumn Deals Drive,33790.49,14,2413.61,521.51,4265.55
Levi's,Loyal Customer,Small Stores / Shops,BOGO Blitz,64707.81,24,2696.16,503.91,4873.94
Levi's,Loyal Customer,Small Stores / Shops,Back to School Boost,70382.52,23,3060.11,601.11,4708.31
Levi's,Loyal Customer,Small Stores / Shops,Birthday Bash Sale,32539.74,12,2711.64,1310.76,4546.06
Levi's,Loyal Customer,Small Stores / Shops,Black Friday Blowout,68516.98,23,2979.00,685.55,4996.66
Levi's,Loyal Customer,Small Stores / Shops,Cart Crasher Campaign,42963.94,17,2527.29,508.66,4955.40
Levi's,Loyal Customer,Small Stores / Shops,Cashback Carnival,48966.86,19,2577.20,563.84,4909.56
Levi's,Loyal Customer,Small Stores / Shops,Clearance Countdown,53477.94,22,2430.82,626.72,4886.90
Levi's,Loyal Customer,Small Stores / Shops,Countdown to Savings,44799.22,19,2357.85,674.32,4806.00
Levi's,Loyal Customer,Small Stores / Shops,Customer Appreciation Week,59659.49,21,2840.93,945.92,4960.84
Levi's,Loyal Customer,Small Stores / Shops,Cyber Monday Mania,47822.79,19,2516.99,733.45,4837.13
Levi's,Loyal Customer,Small Stores / Shops,Deal of the Month,54732.38,22,2487.84,642.84,4943.64
Levi's,Loyal Customer,Small Stores / Shops,Double Points Bonanza,38864.00,15,2590.93,672.40,4940.88
Levi's,Loyal Customer,Small Stores / Shops,Early Bird Specials,63922.88,24,2663.45,563.58,4879.17
Levi's,Loyal Customer,Small Stores / Shops,End of Season Sale,26560.33,9,2951.15,1508.33,4570.98
Levi's,Loyal Customer,Small Stores / Shops,Exclusive Insider Offers,74609.95,22,3391.36,1252.79,4997.63
Levi's,Loyal Customer,Small Stores / Shops,Festive Fever Promo,66560.41,23,2893.93,631.37,4889.97
Levi's,Loyal Customer,Small Stores / Shops,Final Call Frenzy,51859.55,18,2881.09,646.15,4869.74
Levi's,Loyal Customer,Small Stores / Shops,Flash Frenzy Friday,65572.92,26,2522.04,518.61,4989.81
Levi's,Loyal Customer,Small Stores / Shops,"Gift More, Spend Less",84098.57,31,2712.86,557.45,4985.89
Levi's,Loyal Customer,Small Stores / Shops,Golden Hour Bargains,48253.08,19,2539.64,508.91,4831.07
Levi's,Loyal Customer,Small Stores / Shops,Green Weekend Deals,74129.11,28,2647.47,538.01,4974.03
Levi's,Loyal Customer,Small Stores / Shops,Happy Hour Discounts,65809.45,25,2632.38,881.26,4784.85
Levi's,Loyal Customer,Small Stores / Shops,Holiday Shopping Rush,57336.45,21,2730.31,617.98,4883.46
Levi's,Loyal Customer,Small Stores / Shops,Hot Picks Promo,48872.59,19,2572.24,551.14,4845.06
Levi's,Loyal Customer,Small Stores / Shops,Instant Gratification Sale,64952.17,22,2952.37,818.89,4776.14
Levi's,Loyal Customer,Small Stores / Shops,Limited Time Treasures,58734.74,20,2936.74,642.46,4612.54
Levi's,Loyal Customer,Small Stores / Shops,Loyalty Rewards Blast,76088.30,22,3458.56,949.43,4757.92
Levi's,Loyal Customer,Small Stores / Shops,Mega Weekend Bonanza,98569.00,33,2986.94,1081.81,4854.10
Levi's,Loyal Customer,Small Stores / Shops,Mid-Year Madness,64007.54,25,2560.30,512.43,4871.09
Levi's,Loyal Customer,Small Stores / Shops,Midnight Madness,80432.22,29,2773.52,766.05,4927.86
Levi's,Loyal Customer,Small Stores / Shops,Mystery Discount Days,92447.72,35,2641.36,850.09,4962.10
Levi's,Loyal Customer,Small Stores / Shops,New Arrival Showcase,71253.00,26,2740.50,526.27,4751.75
Levi's,Loyal Customer,Small Stores / Shops,New Product Launch Promo,54430.15,18,3023.90,585.70,4829.33
Levi's,Loyal Customer,Small Stores / Shops,New Year Kickoff,49052.96,15,3270.20,1204.96,4857.74
