category,customer_segment,store_type,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Early Bird Specials,86862.55,30,2895.42,501.84,4806.01
Furniture,First-time Buyer,Supermarkets ,Sales Associate,End of Season Sale,116834.45,39,2995.76,740.85,4917.90
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Exclusive Insider Offers,75401.79,25,3016.07,1283.07,4998.36
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Festive Fever Promo,56742.17,18,3152.34,867.79,4951.88
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Final Call Frenzy,63884.56,25,2555.38,509.98,4697.50
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Flash Frenzy Friday,89180.10,29,3075.18,1060.00,4895.52
Furniture,First-time Buyer,Supermarkets ,Sales Associate,"Gift More, Spend Less",89681.17,34,2637.68,555.42,4964.11
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Golden Hour Bargains,85810.77,32,2681.59,506.16,4893.26
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Green Weekend Deals,86214.89,31,2781.13,505.86,4802.03
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Happy Hour Discounts,92564.20,34,2722.48,705.71,4724.12
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Holiday Shopping Rush,73744.88,26,2836.34,535.86,4961.23
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Hot Picks Promo,76910.58,31,2480.99,535.38,4882.63
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Instant Gratification Sale,93306.09,35,2665.89,596.18,4845.94
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Limited Time Treasures,82429.87,27,3052.96,503.76,4999.59
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Loyalty Rewards Blast,88215.84,31,2845.67,542.20,4999.26
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Mega Weekend Bonanza,89103.00,29,3072.52,557.54,4982.65
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Mid-Year Madness,75936.37,30,2531.21,619.12,4957.38
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Midnight Madness,70075.64,25,2803.03,544.04,4884.25
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Mystery Discount Days,119138.64,36,3309.41,518.40,4990.95
Furniture,First-time Buyer,Supermarkets ,Sales Associate,New Arrival Showcase,92542.81,32,2891.96,697.38,4973.78
Furniture,First-time Buyer,Supermarkets ,Sales Associate,New Product Launch Promo,111960.50,41,2730.74,506.27,4992.74
Furniture,First-time Buyer,Supermarkets ,Sales Associate,New Year Kickoff,86923.71,35,2483.53,510.88,4787.29
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Price Drop Parade,74365.26,27,2754.27,654.22,4911.22
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Red Tag Clearance,73485.79,29,2533.99,543.87,4827.06
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Seasonal Surprise Box,82896.04,31,2674.07,558.17,4927.09
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Shop & Save Spectacular,78576.14,33,2381.10,754.71,4834.12
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Smart Shopper Week,76990.33,29,2654.84,555.57,4615.23
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Spring Refresh Event,99760.89,30,3325.36,579.07,4922.82
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Spring Splash Discounts,73398.74,23,3191.25,575.09,4992.41
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Summer Sizzle Promo,58402.38,21,2781.07,798.59,4696.96
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Super Savings Week,99585.04,33,3017.73,520.04,4778.35
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Ultimate Value Event,73051.67,26,2809.68,584.22,4715.20
Furniture,First-time Buyer,Supermarkets ,Sales Associate,VIP Access Sale,71725.72,26,2758.68,871.05,4990.62
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Weekend Warrior Specials,106752.85,39,2737.25,525.21,4968.89
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Winter Clearance Carnival,101270.68,32,3164.71,532.06,4958.68
Furniture,First-time Buyer,Supermarkets ,Sales Associate,Winter Wonders Sale,95881.78,34,2820.05,706.07,4609.22
Furniture,First-time Buyer,Supermarkets ,Salesperson,12 Days of Deals,96069.45,34,2825.57,773.98,4993.26
Furniture,First-time Buyer,Supermarkets ,Salesperson,Autumn Deals Drive,69462.75,27,2572.69,802.69,4914.68
Furniture,First-time Buyer,Supermarkets ,Salesperson,BOGO Blitz,107224.70,37,2897.96,537.84,4782.26
Furniture,First-time Buyer,Supermarkets ,Salesperson,Back to School Boost,73510.15,30,2450.34,506.98,4948.76
Furniture,First-time Buyer,Supermarkets ,Salesperson,Birthday Bash Sale,60645.31,24,2526.89,560.04,4449.14
Furniture,First-time Buyer,Supermarkets ,Salesperson,Black Friday Blowout,79365.60,28,2834.49,914.00,4812.49
Furniture,First-time Buyer,Supermarkets ,Salesperson,Cart Crasher Campaign,82952.03,32,2592.25,514.35,4845.29
Furniture,First-time Buyer,Supermarkets ,Salesperson,Cashback Carnival,94943.73,37,2566.05,528.94,4962.13
Furniture,First-time Buyer,Supermarkets ,Salesperson,Clearance Countdown,90552.84,33,2744.03,641.07,4955.27
Furniture,First-time Buyer,Supermarkets ,Salesperson,Countdown to Savings,81025.09,28,2893.75,602.01,4826.30
Furniture,First-time Buyer,Supermarkets ,Salesperson,Customer Appreciation Week,83189.75,33,2520.90,670.55,4996.24
Furniture,First-time Buyer,Supermarkets ,Salesperson,Cyber Monday Mania,78131.75,29,2694.20,590.90,4862.47
Furniture,First-time Buyer,Supermarkets ,Salesperson,Deal of the Month,85360.57,30,2845.35,757.15,4999.17
Furniture,First-time Buyer,Supermarkets ,Salesperson,Double Points Bonanza,104687.81,39,2684.30,541.02,4951.65
Furniture,First-time Buyer,Supermarkets ,Salesperson,Early Bird Specials,83105.52,35,2374.44,629.37,4829.59
Furniture,First-time Buyer,Supermarkets ,Salesperson,End of Season Sale,82406.54,31,2658.28,748.28,4869.02
Furniture,First-time Buyer,Supermarkets ,Salesperson,Exclusive Insider Offers,103600.92,36,2877.80,956.50,4836.57
Furniture,First-time Buyer,Supermarkets ,Salesperson,Festive Fever Promo,70328.57,26,2704.95,853.63,4916.63
Furniture,First-time Buyer,Supermarkets ,Salesperson,Final Call Frenzy,81211.37,28,2900.41,714.75,4990.60
Furniture,First-time Buyer,Supermarkets ,Salesperson,Flash Frenzy Friday,76578.67,29,2640.64,572.94,4983.90
Furniture,First-time Buyer,Supermarkets ,Salesperson,"Gift More, Spend Less",55106.35,21,2624.11,743.85,4557.47
Furniture,First-time Buyer,Supermarkets ,Salesperson,Golden Hour Bargains,82925.16,28,2961.61,727.59,4934.40
Furniture,First-time Buyer,Supermarkets ,Salesperson,Green Weekend Deals,96252.61,34,2830.96,678.53,4936.92
Furniture,First-time Buyer,Supermarkets ,Salesperson,Happy Hour Discounts,55591.96,24,2316.33,553.88,4400.84
Furniture,First-time Buyer,Supermarkets ,Salesperson,Holiday Shopping Rush,92217.74,34,2712.29,584.50,4920.24
Furniture,First-time Buyer,Supermarkets ,Salesperson,Hot Picks Promo,113214.66,40,2830.37,507.08,4946.88
Furniture,First-time Buyer,Supermarkets ,Salesperson,Instant Gratification Sale,122501.23,40,3062.53,544.63,4805.00
Furniture,First-time Buyer,Supermarkets ,Salesperson,Limited Time Treasures,86448.44,26,3324.94,753.70,4881.20
Furniture,First-time Buyer,Supermarkets ,Salesperson,Loyalty Rewards Blast,67758.05,25,2710.32,638.73,4892.63
Furniture,First-time Buyer,Supermarkets ,Salesperson,Mega Weekend Bonanza,70618.06,28,2522.07,575.01,4386.08
Furniture,First-time Buyer,Supermarkets ,Salesperson,Mid-Year Madness,75028.04,32,2344.63,586.56,4932.91
Furniture,First-time Buyer,Supermarkets ,Salesperson,Midnight Madness,102973.17,38,2709.82,782.15,4987.88
Furniture,First-time Buyer,Supermarkets ,Salesperson,Mystery Discount Days,99498.91,40,2487.47,585.78,4911.04
Furniture,First-time Buyer,Supermarkets ,Salesperson,New Arrival Showcase,76120.58,27,2819.28,561.76,4940.03
Furniture,First-time Buyer,Supermarkets ,Salesperson,New Product Launch Promo,63662.96,25,2546.52,527.94,4551.39
Furniture,First-time Buyer,Supermarkets ,Salesperson,New Year Kickoff,105133.31,38,2766.67,666.92,4962.91
Furniture,First-time Buyer,Supermarkets ,Salesperson,Price Drop Parade,76971.10,28,2748.97,531.78,4830.10
Furniture,First-time Buyer,Supermarkets ,Salesperson,Red Tag Clearance,89749.11,33,2719.67,527.36,4853.38
Furniture,First-time Buyer,Supermarkets ,Salesperson,Seasonal Surprise Box,73992.48,30,2466.42,549.98,4881.48
Furniture,First-time Buyer,Supermarkets ,Salesperson,Shop & Save Spectacular,103021.93,34,3030.06,635.04,4914.28
Furniture,First-time Buyer,Supermarkets ,Salesperson,Smart Shopper Week,134792.30,49,2750.86,533.87,4998.03
Furniture,First-time Buyer,Supermarkets ,Salesperson,Spring Refresh Event,75144.43,24,3131.02,1015.17,4519.77
Furniture,First-time Buyer,Supermarkets ,Salesperson,Spring Splash Discounts,92809.42,33,2812.41,535.59,4991.66
Furniture,First-time Buyer,Supermarkets ,Salesperson,Summer Sizzle Promo,83129.53,32,2597.80,543.80,4976.57
Furniture,First-time Buyer,Supermarkets ,Salesperson,Super Savings Week,48769.66,18,2709.43,692.31,4268.75
Furniture,First-time Buyer,Supermarkets ,Salesperson,Ultimate Value Event,117785.02,42,2804.41,684.25,4932.89
Furniture,First-time Buyer,Supermarkets ,Salesperson,VIP Access Sale,92457.91,35,2641.65,553.00,4886.70
Furniture,First-time Buyer,Supermarkets ,Salesperson,Weekend Warrior Specials,104825.42,41,2556.72,523.58,4829.60
Furniture,First-time Buyer,Supermarkets ,Salesperson,Winter Clearance Carnival,64175.57,24,2673.98,528.26,4792.13
Furniture,First-time Buyer,Supermarkets ,Salesperson,Winter Wonders Sale,75241.12,27,2786.71,547.98,4962.40
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,12 Days of Deals,64087.22,23,2786.40,857.16,4918.68
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Autumn Deals Drive,74597.92,26,2869.15,523.54,4689.20
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,BOGO Blitz,80860.31,30,2695.34,503.30,4975.66
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Back to School Boost,75563.79,30,2518.79,542.91,4515.58
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Birthday Bash Sale,57889.83,20,2894.49,815.13,4839.82
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Black Friday Blowout,47329.52,17,2784.09,1591.12,4801.06
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Cart Crasher Campaign,62179.48,28,2220.70,523.09,4471.31
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Cashback Carnival,67496.38,22,3068.02,513.30,4875.65
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Clearance Countdown,71976.61,26,2768.33,835.96,4795.31
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Countdown to Savings,46136.18,20,2306.81,779.16,4982.59
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Customer Appreciation Week,71568.10,31,2308.65,523.94,4864.75
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Cyber Monday Mania,60858.05,24,2535.75,526.02,4955.90
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Deal of the Month,52924.43,18,2940.25,555.33,4835.35
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Double Points Bonanza,71083.99,24,2961.83,663.43,4751.24
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Early Bird Specials,51152.78,21,2435.85,563.20,4766.16
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,End of Season Sale,60404.79,26,2323.26,549.80,4930.20
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Exclusive Insider Offers,58702.01,24,2445.92,595.29,4782.96
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Festive Fever Promo,63816.35,21,3038.87,953.95,4867.82
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Final Call Frenzy,92557.65,35,2644.50,583.64,4918.16
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Flash Frenzy Friday,68306.38,30,2276.88,545.39,4911.93
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,"Gift More, Spend Less",44823.85,21,2134.47,629.22,4488.11
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Golden Hour Bargains,64363.49,25,2574.54,811.76,4750.60
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Green Weekend Deals,94128.54,35,2689.39,583.69,4996.89
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Happy Hour Discounts,71108.84,26,2734.96,710.06,4920.53
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Holiday Shopping Rush,68758.38,22,3125.38,758.09,4891.50
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Hot Picks Promo,40503.94,16,2531.50,579.44,4406.34
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Instant Gratification Sale,73644.80,26,2832.49,816.57,4849.59
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Limited Time Treasures,53864.83,19,2834.99,735.93,4834.13
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Loyalty Rewards Blast,44606.71,18,2478.15,500.58,4767.01
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Mega Weekend Bonanza,47152.86,21,2245.37,674.98,4602.10
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Mid-Year Madness,99064.38,34,2913.66,728.59,4692.70
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Midnight Madness,86274.70,31,2783.05,595.48,4783.33
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Mystery Discount Days,62430.28,24,2601.26,532.27,4981.26
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,New Arrival Showcase,44397.91,19,2336.73,545.50,4895.76
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,New Product Launch Promo,62452.76,21,2973.94,1149.02,4901.50
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,New Year Kickoff,79355.24,27,2939.08,893.78,4819.06
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Price Drop Parade,58137.22,21,2768.44,688.16,4726.92
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Red Tag Clearance,54557.28,21,2597.97,702.18,4439.84
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Seasonal Surprise Box,107874.65,36,2996.52,506.79,4866.50
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Shop & Save Spectacular,56343.00,20,2817.15,1114.96,4934.81
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Smart Shopper Week,80888.44,29,2789.26,641.26,4788.41
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Spring Refresh Event,64140.27,26,2466.93,567.81,4835.02
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Spring Splash Discounts,56633.92,22,2574.27,791.47,4812.91
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Summer Sizzle Promo,57132.59,23,2484.03,619.65,4691.64
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Super Savings Week,53979.66,22,2453.62,751.95,4238.18
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Ultimate Value Event,68443.06,23,2975.79,728.03,4977.71
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,VIP Access Sale,71440.83,32,2232.53,506.42,4919.03
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Weekend Warrior Specials,78863.80,30,2628.79,552.32,4485.19
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Winter Clearance Carnival,88527.01,33,2682.64,643.68,4839.36
Furniture,First-time Buyer,Supermarkets ,Senior Salesperson,Winter Wonders Sale,53130.07,19,2796.32,1183.06,4874.64
Furniture,High Value,Large Malls / Complexes,Manager,12 Days of Deals,78703.67,28,2810.85,537.01,4956.91
Furniture,High Value,Large Malls / Complexes,Manager,Autumn Deals Drive,66508.96,20,3325.45,945.38,4702.91
Furniture,High Value,Large Malls / Complexes,Manager,BOGO Blitz,66085.95,26,2541.77,629.18,4842.53
Furniture,High Value,Large Malls / Complexes,Manager,Back to School Boost,129482.43,42,3082.91,566.96,4939.42
Furniture,High Value,Large Malls / Complexes,Manager,Birthday Bash Sale,85190.26,31,2748.07,602.00,4918.71
Furniture,High Value,Large Malls / Complexes,Manager,Black Friday Blowout,60429.50,24,2517.90,729.73,4719.72
Furniture,High Value,Large Malls / Complexes,Manager,Cart Crasher Campaign,90387.55,30,3012.92,584.62,4994.60
Furniture,High Value,Large Malls / Complexes,Manager,Cashback Carnival,95182.81,33,2884.33,681.19,4944.54
Furniture,High Value,Large Malls / Complexes,Manager,Clearance Countdown,66104.50,25,2644.18,774.22,4695.66
Furniture,High Value,Large Malls / Complexes,Manager,Countdown to Savings,90623.82,33,2746.18,731.10,4945.90
Furniture,High Value,Large Malls / Complexes,Manager,Customer Appreciation Week,72375.14,26,2783.66,695.78,4878.91
Furniture,High Value,Large Malls / Complexes,Manager,Cyber Monday Mania,62515.24,24,2604.80,541.91,4913.16
Furniture,High Value,Large Malls / Complexes,Manager,Deal of the Month,69310.67,28,2475.38,733.94,4635.69
Furniture,High Value,Large Malls / Complexes,Manager,Double Points Bonanza,53284.67,18,2960.26,532.98,4857.72
Furniture,High Value,Large Malls / Complexes,Manager,Early Bird Specials,53986.16,25,2159.45,790.86,4772.72
Furniture,High Value,Large Malls / Complexes,Manager,End of Season Sale,82216.18,25,3288.65,642.10,4946.05
Furniture,High Value,Large Malls / Complexes,Manager,Exclusive Insider Offers,66120.95,25,2644.84,823.95,4879.06
Furniture,High Value,Large Malls / Complexes,Manager,Festive Fever Promo,67810.29,25,2712.41,583.71,4850.18
Furniture,High Value,Large Malls / Complexes,Manager,Final Call Frenzy,49531.30,22,2251.42,544.10,4100.18
Furniture,High Value,Large Malls / Complexes,Manager,Flash Frenzy Friday,69468.77,25,2778.75,759.45,4737.52
Furniture,High Value,Large Malls / Complexes,Manager,"Gift More, Spend Less",60949.54,19,3207.87,619.99,4822.84
Furniture,High Value,Large Malls / Complexes,Manager,Golden Hour Bargains,62191.70,24,2591.32,538.91,4729.22
Furniture,High Value,Large Malls / Complexes,Manager,Green Weekend Deals,59676.29,22,2712.56,838.67,4837.88
Furniture,High Value,Large Malls / Complexes,Manager,Happy Hour Discounts,85241.05,32,2663.78,565.45,4372.90
Furniture,High Value,Large Malls / Complexes,Manager,Holiday Shopping Rush,61205.60,26,2354.06,587.49,4975.04
Furniture,High Value,Large Malls / Complexes,Manager,Hot Picks Promo,115275.61,42,2744.66,524.97,4883.32
Furniture,High Value,Large Malls / Complexes,Manager,Instant Gratification Sale,67494.30,24,2812.26,672.03,4960.51
Furniture,High Value,Large Malls / Complexes,Manager,Limited Time Treasures,71536.03,25,2861.44,554.84,4892.95
Furniture,High Value,Large Malls / Complexes,Manager,Loyalty Rewards Blast,50700.43,20,2535.02,588.43,4962.24
Furniture,High Value,Large Malls / Complexes,Manager,Mega Weekend Bonanza,76720.61,27,2841.50,1015.84,4843.30
Furniture,High Value,Large Malls / Complexes,Manager,Mid-Year Madness,54521.80,19,2869.57,947.26,4940.36
Furniture,High Value,Large Malls / Complexes,Manager,Midnight Madness,84604.10,34,2488.36,537.34,4778.33
Furniture,High Value,Large Malls / Complexes,Manager,Mystery Discount Days,46579.54,18,2587.75,661.95,4862.59
Furniture,High Value,Large Malls / Complexes,Manager,New Arrival Showcase,110235.81,33,3340.48,559.50,4946.72
Furniture,High Value,Large Malls / Complexes,Manager,New Product Launch Promo,73510.75,25,2940.43,1157.10,4971.61
Furniture,High Value,Large Malls / Complexes,Manager,New Year Kickoff,60147.95,22,2734.00,596.78,4913.71
Furniture,High Value,Large Malls / Complexes,Manager,Price Drop Parade,82300.70,25,3292.03,750.56,4924.42
Furniture,High Value,Large Malls / Complexes,Manager,Red Tag Clearance,53226.19,20,2661.31,542.94,4780.73
Furniture,High Value,Large Malls / Complexes,Manager,Seasonal Surprise Box,71093.64,26,2734.37,641.38,4843.88
Furniture,High Value,Large Malls / Complexes,Manager,Shop & Save Spectacular,72968.80,30,2432.29,873.27,4843.75
Furniture,High Value,Large Malls / Complexes,Manager,Smart Shopper Week,89041.93,30,2968.06,519.11,4907.56
Furniture,High Value,Large Malls / Complexes,Manager,Spring Refresh Event,79422.22,27,2941.56,519.53,4924.09
Furniture,High Value,Large Malls / Complexes,Manager,Spring Splash Discounts,64092.19,26,2465.08,512.14,4960.34
Furniture,High Value,Large Malls / Complexes,Manager,Summer Sizzle Promo,61980.26,23,2694.79,593.30,4960.63
Furniture,High Value,Large Malls / Complexes,Manager,Super Savings Week,94122.35,34,2768.30,655.29,4818.98
Furniture,High Value,Large Malls / Complexes,Manager,Ultimate Value Event,60062.81,25,2402.51,816.35,4731.52
Furniture,High Value,Large Malls / Complexes,Manager,VIP Access Sale,60524.34,21,2882.11,1283.32,4873.22
Furniture,High Value,Large Malls / Complexes,Manager,Weekend Warrior Specials,78910.09,30,2630.34,1104.16,4770.59
Furniture,High Value,Large Malls / Complexes,Manager,Winter Clearance Carnival,94940.07,30,3164.67,655.41,4906.83
Furniture,High Value,Large Malls / Complexes,Manager,Winter Wonders Sale,78865.00,27,2920.93,703.03,4713.20
Furniture,High Value,Large Malls / Complexes,Sales Associate,12 Days of Deals,67085.56,24,2795.23,695.33,4416.95
Furniture,High Value,Large Malls / Complexes,Sales Associate,Autumn Deals Drive,63383.54,25,2535.34,527.50,4582.38
Furniture,High Value,Large Malls / Complexes,Sales Associate,BOGO Blitz,60612.76,22,2755.13,633.81,4832.42
Furniture,High Value,Large Malls / Complexes,Sales Associate,Back to School Boost,65691.49,30,2189.72,567.19,4580.89
Furniture,High Value,Large Malls / Complexes,Sales Associate,Birthday Bash Sale,81950.52,33,2483.35,563.88,4975.48
Furniture,High Value,Large Malls / Complexes,Sales Associate,Black Friday Blowout,54669.59,23,2376.94,507.23,4991.90
Furniture,High Value,Large Malls / Complexes,Sales Associate,Cart Crasher Campaign,80540.80,31,2598.09,597.42,4710.19
Furniture,High Value,Large Malls / Complexes,Sales Associate,Cashback Carnival,73719.30,30,2457.31,516.22,4735.22
Furniture,High Value,Large Malls / Complexes,Sales Associate,Clearance Countdown,55890.28,23,2430.01,672.92,4973.64
Furniture,High Value,Large Malls / Complexes,Sales Associate,Countdown to Savings,63302.13,23,2752.27,560.14,4993.77
Furniture,High Value,Large Malls / Complexes,Sales Associate,Customer Appreciation Week,87476.93,33,2650.82,502.67,4944.23
Furniture,High Value,Large Malls / Complexes,Sales Associate,Cyber Monday Mania,63575.87,26,2445.23,628.80,4349.58
Furniture,High Value,Large Malls / Complexes,Sales Associate,Deal of the Month,97502.68,36,2708.41,510.39,4878.18
Furniture,High Value,Large Malls / Complexes,Sales Associate,Double Points Bonanza,64625.52,23,2809.81,512.14,4905.56
Furniture,High Value,Large Malls / Complexes,Sales Associate,Early Bird Specials,69007.25,26,2654.13,614.34,4913.84
Furniture,High Value,Large Malls / Complexes,Sales Associate,End of Season Sale,69966.28,23,3042.01,573.83,4954.34
Furniture,High Value,Large Malls / Complexes,Sales Associate,Exclusive Insider Offers,67413.34,28,2407.62,688.80,4907.67
Furniture,High Value,Large Malls / Complexes,Sales Associate,Festive Fever Promo,60971.97,23,2650.96,595.15,4882.65
Furniture,High Value,Large Malls / Complexes,Sales Associate,Final Call Frenzy,83389.85,30,2779.66,810.74,4851.83
Furniture,High Value,Large Malls / Complexes,Sales Associate,Flash Frenzy Friday,84703.74,29,2920.82,573.55,4942.25
Furniture,High Value,Large Malls / Complexes,Sales Associate,"Gift More, Spend Less",53710.50,21,2557.64,607.39,4865.28
Furniture,High Value,Large Malls / Complexes,Sales Associate,Golden Hour Bargains,94687.70,35,2705.36,557.35,4922.05
Furniture,High Value,Large Malls / Complexes,Sales Associate,Green Weekend Deals,88909.52,34,2614.99,613.43,4457.62
Furniture,High Value,Large Malls / Complexes,Sales Associate,Happy Hour Discounts,77971.86,29,2688.68,545.80,4871.39
Furniture,High Value,Large Malls / Complexes,Sales Associate,Holiday Shopping Rush,118518.99,42,2821.88,805.61,4929.10
Furniture,High Value,Large Malls / Complexes,Sales Associate,Hot Picks Promo,85226.75,27,3156.55,716.88,4995.82
Furniture,High Value,Large Malls / Complexes,Sales Associate,Instant Gratification Sale,97912.52,35,2797.50,525.78,4929.68
Furniture,High Value,Large Malls / Complexes,Sales Associate,Limited Time Treasures,58607.13,26,2254.12,509.62,4596.75
Furniture,High Value,Large Malls / Complexes,Sales Associate,Loyalty Rewards Blast,85887.91,30,2862.93,561.22,4998.17
Furniture,High Value,Large Malls / Complexes,Sales Associate,Mega Weekend Bonanza,72867.02,27,2698.78,514.45,4899.97
Furniture,High Value,Large Malls / Complexes,Sales Associate,Mid-Year Madness,65731.84,25,2629.27,829.65,4828.04
Furniture,High Value,Large Malls / Complexes,Sales Associate,Midnight Madness,78144.54,30,2604.82,683.24,4998.34
Furniture,High Value,Large Malls / Complexes,Sales Associate,Mystery Discount Days,94236.88,33,2855.66,664.93,4989.50
Furniture,High Value,Large Malls / Complexes,Sales Associate,New Arrival Showcase,73435.07,24,3059.79,581.05,4750.83
Furniture,High Value,Large Malls / Complexes,Sales Associate,New Product Launch Promo,57362.52,21,2731.55,1217.81,4923.64
Furniture,High Value,Large Malls / Complexes,Sales Associate,New Year Kickoff,60404.33,20,3020.22,518.27,4998.10
Furniture,High Value,Large Malls / Complexes,Sales Associate,Price Drop Parade,69926.92,24,2913.62,1250.37,4628.90
Furniture,High Value,Large Malls / Complexes,Sales Associate,Red Tag Clearance,92947.33,30,3098.24,1004.08,4697.11
Furniture,High Value,Large Malls / Complexes,Sales Associate,Seasonal Surprise Box,67557.73,23,2937.29,614.28,4965.53
Furniture,High Value,Large Malls / Complexes,Sales Associate,Shop & Save Spectacular,89277.54,31,2879.92,699.23,4941.63
Furniture,High Value,Large Malls / Complexes,Sales Associate,Smart Shopper Week,80092.98,26,3080.50,513.39,4933.30
Furniture,High Value,Large Malls / Complexes,Sales Associate,Spring Refresh Event,87002.67,32,2718.83,527.72,4679.35
Furniture,High Value,Large Malls / Complexes,Sales Associate,Spring Splash Discounts,100918.42,37,2727.52,571.81,4933.41
Furniture,High Value,Large Malls / Complexes,Sales Associate,Summer Sizzle Promo,80242.94,24,3343.46,892.55,4829.76
Furniture,High Value,Large Malls / Complexes,Sales Associate,Super Savings Week,51759.10,18,2875.51,648.23,4783.15
Furniture,High Value,Large Malls / Complexes,Sales Associate,Ultimate Value Event,53593.36,20,2679.67,746.83,4607.39
Furniture,High Value,Large Malls / Complexes,Sales Associate,VIP Access Sale,62817.67,24,2617.40,672.91,4946.85
Furniture,High Value,Large Malls / Complexes,Sales Associate,Weekend Warrior Specials,84736.49,34,2492.25,580.62,4981.13
Furniture,High Value,Large Malls / Complexes,Sales Associate,Winter Clearance Carnival,94118.85,32,2941.21,525.23,4897.59
Furniture,High Value,Large Malls / Complexes,Sales Associate,Winter Wonders Sale,85667.43,32,2677.11,529.00,4924.54
Furniture,High Value,Large Malls / Complexes,Salesperson,12 Days of Deals,49050.77,19,2581.62,504.24,4949.63
Furniture,High Value,Large Malls / Complexes,Salesperson,Autumn Deals Drive,51653.65,20,2582.68,1116.39,4872.81
