category,brand,customer_segment,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Groceries,Britannia,Loyal Customer,Winter Clearance Carnival,160994.23,65,2476.83,555.67,4823.76
Groceries,Britannia,Loyal Customer,Winter Wonders Sale,125274.10,49,2556.61,626.88,4870.47
Groceries,Britannia,Occasional Shopper,12 Days of Deals,199368.98,71,2808.01,527.56,4959.67
Groceries,Britannia,Occasional Shopper,Autumn Deals Drive,195027.03,72,2708.71,566.11,4994.04
Groceries,Britannia,Occasional Shopper,BOGO Blitz,145985.02,57,2561.14,613.75,4832.72
Groceries,Britannia,Occasional Shopper,Back to School Boost,179436.92,66,2718.74,500.43,4996.41
Groceries,Britannia,Occasional Shopper,Birthday Bash Sale,191695.10,67,2861.12,505.10,4960.94
Groceries,Britannia,Occasional Shopper,Black Friday Blowout,199943.25,74,2701.94,588.77,4935.59
Groceries,Britannia,Occasional Shopper,Cart Crasher Campaign,176250.15,69,2554.35,529.04,4920.87
Groceries,Britannia,Occasional Shopper,Cashback Carnival,167383.00,70,2391.19,572.56,4931.02
Groceries,Britannia,Occasional Shopper,Clearance Countdown,172201.34,59,2918.67,572.70,4956.25
Groceries,Britannia,Occasional Shopper,Countdown to Savings,139951.49,52,2691.37,551.96,4846.01
Groceries,Britannia,Occasional Shopper,Customer Appreciation Week,153396.66,54,2840.68,551.33,4974.39
Groceries,Britannia,Occasional Shopper,Cyber Monday Mania,141058.68,60,2350.98,516.80,4933.08
Groceries,Britannia,Occasional Shopper,Deal of the Month,166761.97,64,2605.66,504.60,4981.81
Groceries,Britannia,Occasional Shopper,Double Points Bonanza,169948.09,65,2614.59,524.98,4933.00
Groceries,Britannia,Occasional Shopper,Early Bird Specials,146111.94,59,2476.47,519.87,4824.88
Groceries,Britannia,Occasional Shopper,End of Season Sale,184601.33,68,2714.73,514.59,4955.01
Groceries,Britannia,Occasional Shopper,Exclusive Insider Offers,191693.00,71,2699.90,504.77,4968.20
Groceries,Britannia,Occasional Shopper,Festive Fever Promo,144845.48,52,2785.49,581.33,4995.96
Groceries,Britannia,Occasional Shopper,Final Call Frenzy,141078.77,62,2275.46,509.45,4897.90
Groceries,Britannia,Occasional Shopper,Flash Frenzy Friday,154038.85,59,2610.83,516.25,4971.18
Groceries,Britannia,Occasional Shopper,"Gift More, Spend Less",212379.71,69,3077.97,682.30,4836.20
Groceries,Britannia,Occasional Shopper,Golden Hour Bargains,186941.72,62,3015.19,556.79,4999.21
Groceries,Britannia,Occasional Shopper,Green Weekend Deals,206040.42,75,2747.21,910.68,4905.53
Groceries,Britannia,Occasional Shopper,Happy Hour Discounts,151718.85,57,2661.73,572.32,4841.07
Groceries,Britannia,Occasional Shopper,Holiday Shopping Rush,155818.93,61,2554.41,713.33,4792.50
Groceries,Britannia,Occasional Shopper,Hot Picks Promo,191720.85,67,2861.51,549.12,4965.75
Groceries,Britannia,Occasional Shopper,Instant Gratification Sale,198384.25,71,2794.14,638.52,4838.22
Groceries,Britannia,Occasional Shopper,Limited Time Treasures,180546.30,72,2507.59,673.34,4920.02
Groceries,Britannia,Occasional Shopper,Loyalty Rewards Blast,190089.20,70,2715.56,612.90,4976.10
Groceries,Britannia,Occasional Shopper,Mega Weekend Bonanza,175585.25,63,2787.07,517.93,4938.42
Groceries,Britannia,Occasional Shopper,Mid-Year Madness,186310.66,69,2700.15,517.53,4949.48
Groceries,Britannia,Occasional Shopper,Midnight Madness,224815.88,82,2741.66,599.87,4966.84
Groceries,Britannia,Occasional Shopper,Mystery Discount Days,167367.46,68,2461.29,518.63,4975.26
Groceries,Britannia,Occasional Shopper,New Arrival Showcase,227934.20,84,2713.50,718.61,4981.10
Groceries,Britannia,Occasional Shopper,New Product Launch Promo,165905.74,59,2811.96,567.11,4985.07
Groceries,Britannia,Occasional Shopper,New Year Kickoff,178153.83,58,3071.62,526.01,4996.56
Groceries,Britannia,Occasional Shopper,Price Drop Parade,216208.80,73,2961.76,509.15,4971.16
Groceries,Britannia,Occasional Shopper,Red Tag Clearance,187167.46,65,2879.50,570.42,4974.40
Groceries,Britannia,Occasional Shopper,Seasonal Surprise Box,177230.97,68,2606.34,500.56,4905.99
Groceries,Britannia,Occasional Shopper,Shop & Save Spectacular,201108.01,62,3243.68,759.40,4930.43
Groceries,Britannia,Occasional Shopper,Smart Shopper Week,149815.95,53,2826.72,630.08,4959.39
Groceries,Britannia,Occasional Shopper,Spring Refresh Event,205960.79,67,3074.04,683.58,4985.50
Groceries,Britannia,Occasional Shopper,Spring Splash Discounts,130947.37,49,2672.40,811.31,4974.19
Groceries,Britannia,Occasional Shopper,Summer Sizzle Promo,228721.39,84,2722.87,570.74,4855.83
Groceries,Britannia,Occasional Shopper,Super Savings Week,218592.70,71,3078.77,516.65,4977.81
Groceries,Britannia,Occasional Shopper,Ultimate Value Event,153073.82,57,2685.51,595.35,4893.48
Groceries,Britannia,Occasional Shopper,VIP Access Sale,193919.99,70,2770.29,528.77,4897.61
Groceries,Britannia,Occasional Shopper,Weekend Warrior Specials,160897.62,65,2475.35,569.35,4960.09
Groceries,Britannia,Occasional Shopper,Winter Clearance Carnival,215216.44,75,2869.55,503.43,4985.64
Groceries,Britannia,Occasional Shopper,Winter Wonders Sale,170174.40,60,2836.24,597.99,4904.35
Groceries,Britannia,Online Shopper,12 Days of Deals,139207.02,53,2626.55,531.82,4770.24
Groceries,Britannia,Online Shopper,Autumn Deals Drive,192568.22,69,2790.84,728.09,4935.54
Groceries,Britannia,Online Shopper,BOGO Blitz,233430.53,76,3071.45,592.42,4942.97
Groceries,Britannia,Online Shopper,Back to School Boost,183079.98,66,2773.94,568.25,4893.54
Groceries,Britannia,Online Shopper,Birthday Bash Sale,141274.62,48,2943.22,560.49,4925.48
Groceries,Britannia,Online Shopper,Black Friday Blowout,160683.84,57,2819.01,511.36,4921.35
Groceries,Britannia,Online Shopper,Cart Crasher Campaign,183552.33,63,2913.53,578.28,4993.97
Groceries,Britannia,Online Shopper,Cashback Carnival,160731.33,64,2511.43,525.08,4952.28
Groceries,Britannia,Online Shopper,Clearance Countdown,186281.69,66,2822.45,566.70,4982.62
Groceries,Britannia,Online Shopper,Countdown to Savings,223860.03,85,2633.65,500.65,4993.28
Groceries,Britannia,Online Shopper,Customer Appreciation Week,179783.27,64,2809.11,508.82,4997.84
Groceries,Britannia,Online Shopper,Cyber Monday Mania,176996.48,64,2765.57,530.81,4971.10
Groceries,Britannia,Online Shopper,Deal of the Month,145392.13,64,2271.75,580.21,4960.93
Groceries,Britannia,Online Shopper,Double Points Bonanza,206648.65,78,2649.34,563.63,4889.55
Groceries,Britannia,Online Shopper,Early Bird Specials,182697.90,69,2647.80,570.04,4932.18
Groceries,Britannia,Online Shopper,End of Season Sale,171991.02,64,2687.36,690.15,4932.19
Groceries,Britannia,Online Shopper,Exclusive Insider Offers,161827.56,58,2790.13,612.06,4936.06
Groceries,Britannia,Online Shopper,Festive Fever Promo,127948.76,52,2460.55,635.71,4977.21
Groceries,Britannia,Online Shopper,Final Call Frenzy,179091.87,65,2755.26,571.79,4953.05
Groceries,Britannia,Online Shopper,Flash Frenzy Friday,192997.85,70,2757.11,544.69,4819.55
Groceries,Britannia,Online Shopper,"Gift More, Spend Less",174025.32,72,2417.02,556.90,4827.16
Groceries,Britannia,Online Shopper,Golden Hour Bargains,199059.18,76,2619.20,586.31,4894.54
Groceries,Britannia,Online Shopper,Green Weekend Deals,204236.31,66,3094.49,550.17,4932.46
Groceries,Britannia,Online Shopper,Happy Hour Discounts,140492.87,50,2809.86,649.44,4909.53
Groceries,Britannia,Online Shopper,Holiday Shopping Rush,140803.00,58,2427.64,536.14,4918.98
Groceries,Britannia,Online Shopper,Hot Picks Promo,196368.71,71,2765.76,503.38,4938.80
Groceries,Britannia,Online Shopper,Instant Gratification Sale,197634.97,67,2949.78,503.33,4967.72
Groceries,Britannia,Online Shopper,Limited Time Treasures,150846.85,59,2556.73,534.05,4970.47
Groceries,Britannia,Online Shopper,Loyalty Rewards Blast,170825.20,60,2847.09,688.66,4883.92
Groceries,Britannia,Online Shopper,Mega Weekend Bonanza,165657.61,64,2588.40,521.92,4838.31
Groceries,Britannia,Online Shopper,Mid-Year Madness,177231.98,62,2858.58,617.18,4982.61
Groceries,Britannia,Online Shopper,Midnight Madness,172645.22,71,2431.62,547.19,4981.40
Groceries,Britannia,Online Shopper,Mystery Discount Days,201249.58,68,2959.55,529.97,4928.82
Groceries,Britannia,Online Shopper,New Arrival Showcase,199279.46,71,2806.75,502.57,4996.06
Groceries,Britannia,Online Shopper,New Product Launch Promo,184898.19,71,2604.20,631.67,4973.45
Groceries,Britannia,Online Shopper,New Year Kickoff,202128.65,74,2731.47,710.04,4903.25
Groceries,Britannia,Online Shopper,Price Drop Parade,137057.88,52,2635.73,516.53,4885.09
Groceries,Britannia,Online Shopper,Red Tag Clearance,157580.05,62,2541.61,635.01,4812.81
Groceries,Britannia,Online Shopper,Seasonal Surprise Box,241893.79,80,3023.67,651.03,4877.70
Groceries,Britannia,Online Shopper,Shop & Save Spectacular,204043.34,69,2957.15,575.20,4904.13
Groceries,Britannia,Online Shopper,Smart Shopper Week,185989.89,67,2775.97,581.64,4996.20
Groceries,Britannia,Online Shopper,Spring Refresh Event,190798.04,65,2935.35,521.49,4989.50
Groceries,Britannia,Online Shopper,Spring Splash Discounts,190540.59,65,2931.39,538.24,4947.94
Groceries,Britannia,Online Shopper,Summer Sizzle Promo,234526.68,80,2931.58,516.31,4991.99
Groceries,Britannia,Online Shopper,Super Savings Week,156253.57,60,2604.23,576.11,4960.86
Groceries,Britannia,Online Shopper,Ultimate Value Event,221278.84,80,2765.99,511.38,4933.65
Groceries,Britannia,Online Shopper,VIP Access Sale,154858.20,62,2497.71,510.75,4956.38
Groceries,Britannia,Online Shopper,Weekend Warrior Specials,178664.10,67,2666.63,539.36,4708.54
Groceries,Britannia,Online Shopper,Winter Clearance Carnival,169269.76,60,2821.16,719.06,4945.33
Groceries,Britannia,Online Shopper,Winter Wonders Sale,207434.69,77,2693.96,505.12,4863.51
Groceries,Britannia,Premium Shopper,12 Days of Deals,247036.19,79,3127.04,576.48,4966.88
Groceries,Britannia,Premium Shopper,Autumn Deals Drive,192752.27,72,2677.11,581.12,4989.58
Groceries,Britannia,Premium Shopper,BOGO Blitz,213024.33,76,2802.95,768.07,4976.30
Groceries,Britannia,Premium Shopper,Back to School Boost,156891.67,57,2752.49,522.66,4993.04
Groceries,Britannia,Premium Shopper,Birthday Bash Sale,191506.59,72,2659.81,612.11,4977.49
Groceries,Britannia,Premium Shopper,Black Friday Blowout,180464.21,68,2653.89,539.77,4966.13
Groceries,Britannia,Premium Shopper,Cart Crasher Campaign,160259.04,56,2861.77,558.32,4951.62
Groceries,Britannia,Premium Shopper,Cashback Carnival,244187.04,88,2774.85,541.80,4835.54
Groceries,Britannia,Premium Shopper,Clearance Countdown,165785.37,65,2550.54,551.10,4942.64
Groceries,Britannia,Premium Shopper,Countdown to Savings,147212.75,55,2676.60,530.03,4993.99
Groceries,Britannia,Premium Shopper,Customer Appreciation Week,162523.47,60,2708.72,569.05,4950.43
Groceries,Britannia,Premium Shopper,Cyber Monday Mania,158436.65,58,2731.67,579.84,4932.97
Groceries,Britannia,Premium Shopper,Deal of the Month,177663.35,62,2865.54,647.33,4972.57
Groceries,Britannia,Premium Shopper,Double Points Bonanza,188207.34,72,2613.99,524.11,4966.22
Groceries,Britannia,Premium Shopper,Early Bird Specials,128755.21,51,2524.61,719.61,4923.85
Groceries,Britannia,Premium Shopper,End of Season Sale,173722.88,56,3102.19,530.79,4986.12
Groceries,Britannia,Premium Shopper,Exclusive Insider Offers,185198.44,67,2764.16,709.02,4945.55
Groceries,Britannia,Premium Shopper,Festive Fever Promo,189803.34,75,2530.71,548.07,4866.29
Groceries,Britannia,Premium Shopper,Final Call Frenzy,168467.61,65,2591.81,535.19,4934.97
Groceries,Britannia,Premium Shopper,Flash Frenzy Friday,156868.28,62,2530.13,541.51,4956.99
Groceries,Britannia,Premium Shopper,"Gift More, Spend Less",169472.93,66,2567.77,539.59,4867.45
Groceries,Britannia,Premium Shopper,Golden Hour Bargains,192845.93,70,2754.94,603.81,4970.45
Groceries,Britannia,Premium Shopper,Green Weekend Deals,191553.57,72,2660.47,518.95,4977.17
Groceries,Britannia,Premium Shopper,Happy Hour Discounts,181303.52,57,3180.76,554.25,4998.94
Groceries,Britannia,Premium Shopper,Holiday Shopping Rush,190635.13,69,2762.83,555.51,4996.87
Groceries,Britannia,Premium Shopper,Hot Picks Promo,159187.18,63,2526.78,500.98,4968.11
Groceries,Britannia,Premium Shopper,Instant Gratification Sale,182187.74,65,2802.89,573.70,4986.68
Groceries,Britannia,Premium Shopper,Limited Time Treasures,165408.47,55,3007.43,683.50,4985.97
Groceries,Britannia,Premium Shopper,Loyalty Rewards Blast,191722.59,73,2626.34,550.06,4971.28
Groceries,Britannia,Premium Shopper,Mega Weekend Bonanza,133686.17,53,2522.38,527.53,4804.72
Groceries,Britannia,Premium Shopper,Mid-Year Madness,169573.53,64,2649.59,676.25,4906.97
Groceries,Britannia,Premium Shopper,Midnight Madness,179745.50,66,2723.42,505.45,4997.76
Groceries,Britannia,Premium Shopper,Mystery Discount Days,175925.55,67,2625.75,574.19,4867.42
Groceries,Britannia,Premium Shopper,New Arrival Showcase,188951.91,65,2906.95,554.81,4984.12
Groceries,Britannia,Premium Shopper,New Product Launch Promo,190436.58,71,2682.21,506.42,4996.19
Groceries,Britannia,Premium Shopper,New Year Kickoff,157133.05,55,2856.96,816.22,4935.83
Groceries,Britannia,Premium Shopper,Price Drop Parade,158856.54,61,2604.21,611.58,4996.09
Groceries,Britannia,Premium Shopper,Red Tag Clearance,166937.52,63,2649.80,569.21,4992.34
Groceries,Britannia,Premium Shopper,Seasonal Surprise Box,213233.99,74,2881.54,558.30,4955.49
Groceries,Britannia,Premium Shopper,Shop & Save Spectacular,168979.99,60,2816.33,546.95,4967.07
Groceries,Britannia,Premium Shopper,Smart Shopper Week,173241.51,68,2547.67,522.67,4931.51
Groceries,Britannia,Premium Shopper,Spring Refresh Event,181542.40,65,2792.96,614.12,4878.73
Groceries,Britannia,Premium Shopper,Spring Splash Discounts,189742.80,75,2529.90,582.80,4895.82
Groceries,Britannia,Premium Shopper,Summer Sizzle Promo,165087.99,65,2539.82,533.97,4911.24
Groceries,Britannia,Premium Shopper,Super Savings Week,139047.25,52,2673.99,507.93,4718.23
Groceries,Britannia,Premium Shopper,Ultimate Value Event,176585.11,67,2635.60,518.06,4985.14
Groceries,Britannia,Premium Shopper,VIP Access Sale,166276.58,66,2519.34,500.31,4938.44
Groceries,Britannia,Premium Shopper,Weekend Warrior Specials,151105.91,65,2324.71,524.12,4887.30
Groceries,Britannia,Premium Shopper,Winter Clearance Carnival,219294.59,76,2885.46,534.65,4918.77
Groceries,Britannia,Premium Shopper,Winter Wonders Sale,201878.99,73,2765.47,659.93,4984.95
Groceries,Kellogg's,Budget Shopper,12 Days of Deals,170078.80,58,2932.39,676.06,4970.82
Groceries,Kellogg's,Budget Shopper,Autumn Deals Drive,191169.66,62,3083.38,656.23,4998.35
Groceries,Kellogg's,Budget Shopper,BOGO Blitz,175646.04,65,2702.25,551.07,4984.79
Groceries,Kellogg's,Budget Shopper,Back to School Boost,162640.71,57,2853.35,523.86,4923.26
Groceries,Kellogg's,Budget Shopper,Birthday Bash Sale,177558.58,64,2774.35,535.18,4938.69
Groceries,Kellogg's,Budget Shopper,Black Friday Blowout,195490.98,73,2677.96,591.48,4993.47
Groceries,Kellogg's,Budget Shopper,Cart Crasher Campaign,156302.28,57,2742.15,640.77,4973.96
Groceries,Kellogg's,Budget Shopper,Cashback Carnival,200747.36,67,2996.23,554.91,4949.67
Groceries,Kellogg's,Budget Shopper,Clearance Countdown,169579.18,64,2649.67,552.45,4952.24
Groceries,Kellogg's,Budget Shopper,Countdown to Savings,166925.96,58,2878.03,718.86,4938.32
Groceries,Kellogg's,Budget Shopper,Customer Appreciation Week,185272.18,62,2988.26,665.64,4992.48
Groceries,Kellogg's,Budget Shopper,Cyber Monday Mania,202278.01,79,2560.48,608.08,4918.25
Groceries,Kellogg's,Budget Shopper,Deal of the Month,194272.81,70,2775.33,503.94,4942.98
Groceries,Kellogg's,Budget Shopper,Double Points Bonanza,147765.74,65,2273.32,506.48,4698.29
Groceries,Kellogg's,Budget Shopper,Early Bird Specials,197862.04,65,3044.03,644.53,4993.66
Groceries,Kellogg's,Budget Shopper,End of Season Sale,214958.65,76,2828.40,508.08,4973.27
Groceries,Kellogg's,Budget Shopper,Exclusive Insider Offers,158190.56,59,2681.20,547.16,4957.15
Groceries,Kellogg's,Budget Shopper,Festive Fever Promo,215360.20,80,2692.00,512.07,4961.29
Groceries,Kellogg's,Budget Shopper,Final Call Frenzy,181119.91,66,2744.24,513.98,4974.31
Groceries,Kellogg's,Budget Shopper,Flash Frenzy Friday,207136.92,72,2876.90,531.29,4977.69
Groceries,Kellogg's,Budget Shopper,"Gift More, Spend Less",204095.13,74,2758.04,601.73,4956.28
Groceries,Kellogg's,Budget Shopper,Golden Hour Bargains,135815.66,57,2382.73,537.39,4856.49
Groceries,Kellogg's,Budget Shopper,Green Weekend Deals,172138.81,66,2608.16,575.23,4961.65
Groceries,Kellogg's,Budget Shopper,Happy Hour Discounts,212641.70,82,2593.19,540.87,4979.21
Groceries,Kellogg's,Budget Shopper,Holiday Shopping Rush,185810.56,67,2773.29,551.51,4976.52
Groceries,Kellogg's,Budget Shopper,Hot Picks Promo,193207.17,63,3066.78,584.02,4985.82
Groceries,Kellogg's,Budget Shopper,Instant Gratification Sale,156838.57,55,2851.61,517.98,4983.29
Groceries,Kellogg's,Budget Shopper,Limited Time Treasures,175609.99,70,2508.71,568.48,4954.24
Groceries,Kellogg's,Budget Shopper,Loyalty Rewards Blast,260238.83,94,2768.50,554.62,4988.35
Groceries,Kellogg's,Budget Shopper,Mega Weekend Bonanza,172464.88,60,2874.41,508.38,4893.95
Groceries,Kellogg's,Budget Shopper,Mid-Year Madness,219152.33,73,3002.09,604.09,4944.95
Groceries,Kellogg's,Budget Shopper,Midnight Madness,151681.59,61,2486.58,617.66,4633.29
Groceries,Kellogg's,Budget Shopper,Mystery Discount Days,161184.80,62,2599.75,676.04,4940.34
Groceries,Kellogg's,Budget Shopper,New Arrival Showcase,184922.36,66,2801.85,563.12,4995.28
Groceries,Kellogg's,Budget Shopper,New Product Launch Promo,146385.99,58,2523.90,500.73,4986.13
Groceries,Kellogg's,Budget Shopper,New Year Kickoff,163971.84,49,3346.36,730.87,4900.74
Groceries,Kellogg's,Budget Shopper,Price Drop Parade,211825.64,69,3069.94,576.36,4990.96
Groceries,Kellogg's,Budget Shopper,Red Tag Clearance,171824.58,68,2526.83,558.18,4876.93
Groceries,Kellogg's,Budget Shopper,Seasonal Surprise Box,165302.75,62,2666.17,510.72,4959.60
Groceries,Kellogg's,Budget Shopper,Shop & Save Spectacular,174255.01,64,2722.73,531.36,4983.84
Groceries,Kellogg's,Budget Shopper,Smart Shopper Week,165870.54,65,2551.85,520.40,4995.84
Groceries,Kellogg's,Budget Shopper,Spring Refresh Event,221133.11,78,2835.04,529.72,4932.40
Groceries,Kellogg's,Budget Shopper,Spring Splash Discounts,171096.46,62,2759.62,500.68,4984.62
Groceries,Kellogg's,Budget Shopper,Summer Sizzle Promo,177967.53,63,2824.88,588.21,4959.78
Groceries,Kellogg's,Budget Shopper,Super Savings Week,227160.84,76,2988.96,638.79,4955.49
Groceries,Kellogg's,Budget Shopper,Ultimate Value Event,226612.72,81,2797.69,543.71,4993.23
Groceries,Kellogg's,Budget Shopper,VIP Access Sale,140912.39,58,2429.52,622.20,4753.39
Groceries,Kellogg's,Budget Shopper,Weekend Warrior Specials,166253.97,59,2817.86,522.36,4994.74
Groceries,Kellogg's,Budget Shopper,Winter Clearance Carnival,150989.09,53,2848.85,621.41,4752.90
Groceries,Kellogg's,Budget Shopper,Winter Wonders Sale,192861.12,66,2922.14,805.78,4991.51
Groceries,Kellogg's,Churn Risk,12 Days of Deals,160110.41,59,2713.74,526.99,4903.84
Groceries,Kellogg's,Churn Risk,Autumn Deals Drive,178602.65,64,2790.67,510.46,4759.82
Groceries,Kellogg's,Churn Risk,BOGO Blitz,183929.54,67,2745.22,573.36,4911.47
Groceries,Kellogg's,Churn Risk,Back to School Boost,197459.23,71,2781.12,584.85,4856.79
Groceries,Kellogg's,Churn Risk,Birthday Bash Sale,164096.66,65,2524.56,569.28,4982.46
Groceries,Kellogg's,Churn Risk,Black Friday Blowout,181889.87,62,2933.71,517.02,4949.03
Groceries,Kellogg's,Churn Risk,Cart Crasher Campaign,224505.30,82,2737.87,530.15,4962.11
Groceries,Kellogg's,Churn Risk,Cashback Carnival,158947.03,54,2943.46,545.28,4926.89
Groceries,Kellogg's,Churn Risk,Clearance Countdown,184286.25,63,2925.18,589.27,4994.26
Groceries,Kellogg's,Churn Risk,Countdown to Savings,157317.56,62,2537.38,507.90,4897.92
Groceries,Kellogg's,Churn Risk,Customer Appreciation Week,208632.80,72,2897.68,504.70,4938.94
Groceries,Kellogg's,Churn Risk,Cyber Monday Mania,178657.80,68,2627.32,667.54,4998.93
Groceries,Kellogg's,Churn Risk,Deal of the Month,177866.61,64,2779.17,548.73,4985.85
Groceries,Kellogg's,Churn Risk,Double Points Bonanza,169408.99,66,2566.80,606.41,4980.85
Groceries,Kellogg's,Churn Risk,Early Bird Specials,234881.42,86,2731.18,558.30,4971.38
Groceries,Kellogg's,Churn Risk,End of Season Sale,218155.08,79,2761.46,562.51,4981.94
Groceries,Kellogg's,Churn Risk,Exclusive Insider Offers,239004.60,78,3064.16,589.61,4945.00
Groceries,Kellogg's,Churn Risk,Festive Fever Promo,203631.42,76,2679.36,516.45,4908.32
Groceries,Kellogg's,Churn Risk,Final Call Frenzy,189860.16,71,2674.09,675.13,4922.19
Groceries,Kellogg's,Churn Risk,Flash Frenzy Friday,205773.46,74,2780.72,507.64,4937.11
Groceries,Kellogg's,Churn Risk,"Gift More, Spend Less",166856.10,69,2418.20,535.13,4983.76
Groceries,Kellogg's,Churn Risk,Golden Hour Bargains,190176.31,66,2881.46,514.81,4849.91
Groceries,Kellogg's,Churn Risk,Green Weekend Deals,218463.68,78,2800.82,544.59,4997.22
Groceries,Kellogg's,Churn Risk,Happy Hour Discounts,151101.28,58,2605.19,540.18,4929.92
Groceries,Kellogg's,Churn Risk,Holiday Shopping Rush,155880.47,56,2783.58,540.89,4974.34
Groceries,Kellogg's,Churn Risk,Hot Picks Promo,231867.61,82,2827.65,537.51,4984.22
Groceries,Kellogg's,Churn Risk,Instant Gratification Sale,155764.48,57,2732.71,774.41,4998.35
Groceries,Kellogg's,Churn Risk,Limited Time Treasures,169881.42,60,2831.36,572.77,4998.70
Groceries,Kellogg's,Churn Risk,Loyalty Rewards Blast,177069.10,63,2810.62,541.04,4932.27
Groceries,Kellogg's,Churn Risk,Mega Weekend Bonanza,220892.53,81,2727.07,512.47,4864.59
Groceries,Kellogg's,Churn Risk,Mid-Year Madness,235337.80,81,2905.40,716.85,4956.08
Groceries,Kellogg's,Churn Risk,Midnight Madness,173907.65,67,2595.64,701.08,4881.55
Groceries,Kellogg's,Churn Risk,Mystery Discount Days,172887.86,66,2619.51,511.91,4949.36
Groceries,Kellogg's,Churn Risk,New Arrival Showcase,158947.82,56,2838.35,527.29,4982.62
Groceries,Kellogg's,Churn Risk,New Product Launch Promo,144141.41,57,2528.80,519.00,4933.88
Groceries,Kellogg's,Churn Risk,New Year Kickoff,163263.64,61,2676.45,577.40,4981.27
Groceries,Kellogg's,Churn Risk,Price Drop Parade,196566.53,77,2552.81,512.52,4889.93
Groceries,Kellogg's,Churn Risk,Red Tag Clearance,165030.09,59,2797.12,549.30,4950.27
Groceries,Kellogg's,Churn Risk,Seasonal Surprise Box,219178.51,73,3002.45,747.09,4959.49
Groceries,Kellogg's,Churn Risk,Shop & Save Spectacular,165100.20,64,2579.69,527.26,4958.88
Groceries,Kellogg's,Churn Risk,Smart Shopper Week,195756.83,68,2878.78,558.83,4906.95
Groceries,Kellogg's,Churn Risk,Spring Refresh Event,179582.71,67,2680.34,501.42,4901.77
Groceries,Kellogg's,Churn Risk,Spring Splash Discounts,211617.78,73,2898.87,633.94,4905.56
Groceries,Kellogg's,Churn Risk,Summer Sizzle Promo,179128.21,61,2936.53,630.19,4919.15
Groceries,Kellogg's,Churn Risk,Super Savings Week,204489.58,76,2690.65,504.29,4966.40
Groceries,Kellogg's,Churn Risk,Ultimate Value Event,196036.30,74,2649.14,587.03,4980.35
Groceries,Kellogg's,Churn Risk,VIP Access Sale,181514.55,63,2881.18,512.01,4855.25
Groceries,Kellogg's,Churn Risk,Weekend Warrior Specials,248578.03,83,2994.92,503.77,4853.09
Groceries,Kellogg's,Churn Risk,Winter Clearance Carnival,140194.82,58,2417.15,601.86,4884.26
Groceries,Kellogg's,Churn Risk,Winter Wonders Sale,161932.71,60,2698.88,518.42,4999.85
Groceries,Kellogg's,Deal Seeker,12 Days of Deals,167264.46,59,2834.99,571.98,4969.12
Groceries,Kellogg's,Deal Seeker,Autumn Deals Drive,194387.55,69,2817.21,660.71,4972.98
Groceries,Kellogg's,Deal Seeker,BOGO Blitz,219478.07,73,3006.55,519.68,4998.59
Groceries,Kellogg's,Deal Seeker,Back to School Boost,213119.07,77,2767.78,714.49,4873.67
Groceries,Kellogg's,Deal Seeker,Birthday Bash Sale,152625.43,59,2586.87,542.75,4911.33
Groceries,Kellogg's,Deal Seeker,Black Friday Blowout,165841.71,60,2764.03,564.97,4965.06
Groceries,Kellogg's,Deal Seeker,Cart Crasher Campaign,197124.64,77,2560.06,586.24,4970.89
Groceries,Kellogg's,Deal Seeker,Cashback Carnival,204039.40,75,2720.53,627.75,4994.08
Groceries,Kellogg's,Deal Seeker,Clearance Countdown,199969.89,71,2816.48,749.13,4999.80
Groceries,Kellogg's,Deal Seeker,Countdown to Savings,226797.15,78,2907.66,502.00,4957.68
Groceries,Kellogg's,Deal Seeker,Customer Appreciation Week,156805.73,65,2412.40,716.93,4932.13
Groceries,Kellogg's,Deal Seeker,Cyber Monday Mania,193053.30,74,2608.83,556.68,4965.13
Groceries,Kellogg's,Deal Seeker,Deal of the Month,163633.61,66,2479.30,602.22,4995.04
Groceries,Kellogg's,Deal Seeker,Double Points Bonanza,235113.81,79,2976.12,591.68,4975.38
Groceries,Kellogg's,Deal Seeker,Early Bird Specials,199336.17,71,2807.55,525.40,4995.00
Groceries,Kellogg's,Deal Seeker,End of Season Sale,168544.79,59,2856.69,666.52,4938.08
Groceries,Kellogg's,Deal Seeker,Exclusive Insider Offers,181296.61,67,2705.92,527.91,4995.66
Groceries,Kellogg's,Deal Seeker,Festive Fever Promo,179590.58,69,2602.76,543.43,4905.47
Groceries,Kellogg's,Deal Seeker,Final Call Frenzy,180333.36,65,2774.36,503.08,4969.30
Groceries,Kellogg's,Deal Seeker,Flash Frenzy Friday,121266.92,48,2526.39,547.57,4905.74
Groceries,Kellogg's,Deal Seeker,"Gift More, Spend Less",214864.41,74,2903.57,595.94,4991.67
Groceries,Kellogg's,Deal Seeker,Golden Hour Bargains,123933.02,45,2754.07,559.88,4909.32
Groceries,Kellogg's,Deal Seeker,Green Weekend Deals,222800.34,78,2856.41,548.37,4994.05
Groceries,Kellogg's,Deal Seeker,Happy Hour Discounts,187842.29,68,2762.39,592.89,4724.45
Groceries,Kellogg's,Deal Seeker,Holiday Shopping Rush,193511.09,69,2804.51,506.03,4917.78
Groceries,Kellogg's,Deal Seeker,Hot Picks Promo,154272.54,59,2614.79,550.39,4924.79
