brand,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Nike,Spring Splash Discounts,3494746.81,1290,2709.11,502.55,4999.83
Nike,Summer Sizzle Promo,3693413.38,1342,2752.17,502.32,4998.50
Nike,Super Savings Week,3725325.07,1325,2811.57,509.07,4999.08
Nike,Ultimate Value Event,3740119.34,1369,2732.01,502.13,4999.44
Nike,VIP Access Sale,3729541.78,1350,2762.62,502.72,4991.94
Nike,Weekend Warrior Specials,3535844.30,1336,2646.59,500.79,4998.79
Nike,Winter Clearance Carnival,3732083.61,1338,2789.30,501.25,4999.04
Nike,Winter Wonders Sale,3888332.65,1380,2817.63,502.80,4992.09
Panasonic,12 Days of Deals,1675429.24,616,2719.85,512.15,4999.60
Panasonic,Autumn Deals Drive,1862201.36,660,2821.52,500.20,4996.51
Panasonic,BOGO Blitz,1860545.80,657,2831.88,505.45,4989.22
Panasonic,Back to School Boost,1845476.47,678,2721.94,500.14,4974.55
Panasonic,Birthday Bash Sale,1835664.62,660,2781.31,500.20,4999.90
Panasonic,Black Friday Blowout,1743474.57,636,2741.31,501.86,4999.87
Panasonic,Cart Crasher Campaign,1821611.72,655,2781.09,502.87,4996.42
Panasonic,Cashback Carnival,1739892.05,636,2735.68,500.51,4988.51
Panasonic,Clearance Countdown,1935058.86,714,2710.17,513.68,4998.92
Panasonic,Countdown to Savings,1842709.13,673,2738.05,518.47,4993.48
Panasonic,Customer Appreciation Week,1811848.15,659,2749.39,515.73,4986.08
Panasonic,Cyber Monday Mania,1746540.52,639,2733.24,503.56,4986.38
Panasonic,Deal of the Month,1903873.28,693,2747.29,502.25,4997.39
Panasonic,Double Points Bonanza,1867984.81,674,2771.49,500.59,4998.12
Panasonic,Early Bird Specials,1903777.83,697,2731.39,510.97,4995.63
Panasonic,End of Season Sale,1808135.27,659,2743.76,502.83,4986.57
Panasonic,Exclusive Insider Offers,1980956.05,715,2770.57,503.43,4999.96
Panasonic,Festive Fever Promo,1826899.56,682,2678.74,500.15,4995.38
Panasonic,Final Call Frenzy,1867156.70,678,2753.92,501.47,4998.53
Panasonic,Flash Frenzy Friday,1788217.23,647,2763.86,502.31,4996.92
Panasonic,"Gift More, Spend Less",1903884.42,691,2755.26,517.36,4991.79
Panasonic,Golden Hour Bargains,1749269.54,645,2712.05,504.46,4995.35
Panasonic,Green Weekend Deals,1952122.05,676,2887.75,503.08,4999.78
Panasonic,Happy Hour Discounts,1980722.59,706,2805.56,510.62,4992.74
Panasonic,Holiday Shopping Rush,1949828.03,687,2838.18,509.01,4999.67
Panasonic,Hot Picks Promo,1802246.43,652,2764.18,502.73,4996.10
Panasonic,Instant Gratification Sale,1876743.75,682,2751.82,511.90,4998.19
Panasonic,Limited Time Treasures,2046490.60,718,2850.27,501.60,4993.69
Panasonic,Loyalty Rewards Blast,1824230.00,656,2780.84,507.52,4979.64
Panasonic,Mega Weekend Bonanza,1833027.18,667,2748.17,507.02,4998.53
Panasonic,Mid-Year Madness,1813783.39,650,2790.44,500.34,4994.22
Panasonic,Midnight Madness,1874172.24,701,2673.57,537.12,4994.98
Panasonic,Mystery Discount Days,1993366.41,709,2811.52,500.80,4995.07
Panasonic,New Arrival Showcase,1719812.74,636,2704.11,502.12,4986.80
Panasonic,New Product Launch Promo,1949363.87,697,2796.79,501.09,4998.61
Panasonic,New Year Kickoff,1970979.23,700,2815.68,501.31,4983.89
Panasonic,Price Drop Parade,1794146.45,644,2785.94,504.47,4994.59
Panasonic,Red Tag Clearance,1831191.12,675,2712.88,501.05,4993.50
Panasonic,Seasonal Surprise Box,1821129.05,655,2780.35,522.75,4997.91
Panasonic,Shop & Save Spectacular,1918961.58,694,2765.07,500.09,4997.54
Panasonic,Smart Shopper Week,1778698.45,646,2753.40,514.39,4972.76
Panasonic,Spring Refresh Event,1907332.30,681,2800.78,506.77,4999.83
Panasonic,Spring Splash Discounts,1880710.53,674,2790.37,538.70,4994.76
Panasonic,Summer Sizzle Promo,1735713.39,636,2729.11,512.69,4970.66
Panasonic,Super Savings Week,1833937.41,672,2729.07,506.53,4998.99
Panasonic,Ultimate Value Event,1889204.10,680,2778.24,507.21,4997.13
Panasonic,VIP Access Sale,1807676.50,672,2689.99,507.71,4995.20
Panasonic,Weekend Warrior Specials,1823882.80,642,2840.94,503.53,4985.78
Panasonic,Winter Clearance Carnival,1876653.20,678,2767.93,518.89,4995.61
Panasonic,Winter Wonders Sale,1696094.55,635,2671.02,501.34,4997.71
Pepperfry,12 Days of Deals,1792836.96,643,2788.24,518.52,4998.58
Pepperfry,Autumn Deals Drive,1891493.78,707,2675.38,500.56,4998.96
Pepperfry,BOGO Blitz,1653054.47,608,2718.84,511.25,4994.26
Pepperfry,Back to School Boost,1928318.64,710,2715.94,522.56,4988.70
Pepperfry,Birthday Bash Sale,1777482.21,629,2825.89,505.99,4992.29
Pepperfry,Black Friday Blowout,1987315.08,711,2795.10,507.45,4999.47
Pepperfry,Cart Crasher Campaign,1733881.16,628,2760.96,501.27,4998.24
Pepperfry,Cashback Carnival,1756586.09,641,2740.38,510.52,4993.83
Pepperfry,Clearance Countdown,1757403.54,654,2687.16,510.97,4995.77
Pepperfry,Countdown to Savings,1910024.05,686,2784.29,510.93,4999.16
Pepperfry,Customer Appreciation Week,1822061.27,665,2739.94,502.67,4996.70
Pepperfry,Cyber Monday Mania,1821404.77,662,2751.37,506.92,4993.83
Pepperfry,Deal of the Month,1740465.76,636,2736.58,501.02,4997.12
Pepperfry,Double Points Bonanza,1979237.56,697,2839.65,505.06,4999.14
Pepperfry,Early Bird Specials,1767507.49,632,2796.69,500.89,4997.80
Pepperfry,End of Season Sale,1757855.27,638,2755.26,521.45,4998.80
Pepperfry,Exclusive Insider Offers,1882954.49,679,2773.13,514.75,4995.54
Pepperfry,Festive Fever Promo,1926158.51,692,2783.47,510.18,4998.62
Pepperfry,Final Call Frenzy,1751576.47,634,2762.74,502.89,4998.23
Pepperfry,Flash Frenzy Friday,1976121.80,715,2763.81,503.24,4998.41
Pepperfry,"Gift More, Spend Less",1770073.88,662,2673.83,502.35,4998.32
Pepperfry,Golden Hour Bargains,1786045.70,659,2710.24,506.98,4994.22
Pepperfry,Green Weekend Deals,1865127.99,667,2796.29,503.53,4996.89
Pepperfry,Happy Hour Discounts,1873262.16,670,2795.91,511.00,4998.48
Pepperfry,Holiday Shopping Rush,1719171.29,623,2759.50,512.13,4989.06
Pepperfry,Hot Picks Promo,1878432.07,678,2770.55,504.44,4994.52
Pepperfry,Instant Gratification Sale,1815580.12,658,2759.24,503.79,4999.03
Pepperfry,Limited Time Treasures,2016471.23,725,2781.34,505.62,4994.63
Pepperfry,Loyalty Rewards Blast,1690149.29,629,2687.04,501.05,4999.26
Pepperfry,Mega Weekend Bonanza,1945858.18,698,2787.76,504.00,4988.69
Pepperfry,Mid-Year Madness,1828980.98,660,2771.18,515.95,4987.96
Pepperfry,Midnight Madness,1805714.37,672,2687.07,501.59,4998.12
Pepperfry,Mystery Discount Days,1867040.85,678,2753.75,514.73,4986.60
Pepperfry,New Arrival Showcase,1904421.12,710,2682.28,518.75,4998.89
Pepperfry,New Product Launch Promo,1761678.34,635,2774.30,500.59,4992.74
Pepperfry,New Year Kickoff,1780943.66,650,2739.91,508.25,4997.66
Pepperfry,Price Drop Parade,1880063.81,674,2789.41,515.78,4987.91
Pepperfry,Red Tag Clearance,1626621.24,613,2653.54,503.92,4993.73
Pepperfry,Seasonal Surprise Box,1990400.64,706,2819.26,501.63,4998.54
Pepperfry,Shop & Save Spectacular,1694132.18,619,2736.89,516.37,4979.05
Pepperfry,Smart Shopper Week,1800147.81,643,2799.61,504.73,4992.28
Pepperfry,Spring Refresh Event,1918611.31,694,2764.57,500.36,4994.60
Pepperfry,Spring Splash Discounts,1803671.04,656,2749.50,504.32,4998.77
Pepperfry,Summer Sizzle Promo,1948106.84,703,2771.13,504.85,4998.67
Pepperfry,Super Savings Week,1884950.89,666,2830.26,505.61,4989.93
Pepperfry,Ultimate Value Event,1803877.07,653,2762.45,507.45,4993.55
Pepperfry,VIP Access Sale,1897764.66,706,2688.05,502.41,4994.17
Pepperfry,Weekend Warrior Specials,1930036.08,694,2781.03,504.11,4994.16
Pepperfry,Winter Clearance Carnival,1802560.51,666,2706.55,516.46,4998.34
Pepperfry,Winter Wonders Sale,1752984.79,625,2804.78,507.73,4995.39
Puma,12 Days of Deals,3743402.44,1348,2777.00,502.11,4999.40
Puma,Autumn Deals Drive,3547709.09,1298,2733.21,501.93,4997.04
Puma,BOGO Blitz,3775661.42,1386,2724.14,500.97,4997.71
Puma,Back to School Boost,3670959.70,1350,2719.23,501.48,4998.12
Puma,Birthday Bash Sale,3855174.73,1379,2795.63,503.09,4997.95
Puma,Black Friday Blowout,3705799.86,1376,2693.17,500.74,4997.46
Puma,Cart Crasher Campaign,3466119.97,1286,2695.27,510.88,4996.89
Puma,Cashback Carnival,3583198.08,1290,2777.67,502.29,4997.64
Puma,Clearance Countdown,3694438.55,1370,2696.67,501.13,4990.06
Puma,Countdown to Savings,3748235.03,1370,2735.94,500.66,4999.61
Puma,Customer Appreciation Week,3705845.03,1341,2763.49,503.51,4998.60
Puma,Cyber Monday Mania,3777769.91,1354,2790.08,508.24,4992.50
Puma,Deal of the Month,3622468.30,1325,2733.94,502.57,4999.89
Puma,Double Points Bonanza,3761229.81,1363,2759.52,503.93,4998.01
Puma,Early Bird Specials,3620912.22,1321,2741.04,501.96,4997.16
Puma,End of Season Sale,3709046.51,1311,2829.17,502.75,4999.17
Puma,Exclusive Insider Offers,3710423.68,1330,2789.79,500.07,4998.51
Puma,Festive Fever Promo,3749603.84,1364,2748.98,503.49,4998.89
Puma,Final Call Frenzy,3636957.47,1321,2753.19,500.03,4993.58
Puma,Flash Frenzy Friday,3471413.49,1291,2688.93,504.35,4997.51
Puma,"Gift More, Spend Less",3851285.19,1390,2770.71,504.71,4997.42
Puma,Golden Hour Bargains,3758813.49,1381,2721.81,500.57,4999.85
Puma,Green Weekend Deals,3712103.28,1343,2764.04,504.95,4999.98
Puma,Happy Hour Discounts,3735843.31,1370,2726.89,503.04,4999.78
Puma,Holiday Shopping Rush,3793727.07,1367,2775.22,503.52,4997.57
Puma,Hot Picks Promo,3619212.80,1304,2775.47,500.04,4996.43
Puma,Instant Gratification Sale,3722211.96,1366,2724.90,500.41,4988.31
Puma,Limited Time Treasures,3620893.35,1323,2736.88,504.90,4997.38
Puma,Loyalty Rewards Blast,3427725.18,1258,2724.74,508.40,4995.86
Puma,Mega Weekend Bonanza,3718368.82,1307,2844.96,502.77,4995.44
Puma,Mid-Year Madness,3691339.13,1354,2726.25,500.82,4998.69
Puma,Midnight Madness,3701094.09,1342,2757.89,503.57,4997.93
Puma,Mystery Discount Days,3522998.35,1302,2705.84,500.04,4995.75
Puma,New Arrival Showcase,3656883.62,1337,2735.14,500.37,4998.00
Puma,New Product Launch Promo,3654850.15,1305,2800.65,503.81,4994.43
Puma,New Year Kickoff,3769888.31,1343,2807.07,500.45,4994.88
Puma,Price Drop Parade,3572384.57,1317,2712.52,504.82,4999.68
Puma,Red Tag Clearance,3544690.03,1323,2679.28,502.12,4997.50
Puma,Seasonal Surprise Box,3662756.89,1330,2753.95,503.60,4996.71
Puma,Shop & Save Spectacular,3787078.11,1341,2824.07,500.18,4998.60
Puma,Smart Shopper Week,3645529.35,1336,2728.69,509.78,4997.07
Puma,Spring Refresh Event,3716070.69,1368,2716.43,502.39,4991.31
Puma,Spring Splash Discounts,3568859.18,1294,2758.01,500.66,4999.01
Puma,Summer Sizzle Promo,3618854.49,1292,2800.97,500.10,4998.14
Puma,Super Savings Week,3622728.83,1308,2769.67,505.75,4998.97
Puma,Ultimate Value Event,3534226.61,1284,2752.51,500.07,4996.51
Puma,VIP Access Sale,3769610.03,1365,2761.62,501.68,4996.77
Puma,Weekend Warrior Specials,3832154.50,1392,2752.98,506.15,4998.52
Puma,Winter Clearance Carnival,3497383.91,1253,2791.21,504.78,4993.54
Puma,Winter Wonders Sale,3563088.21,1326,2687.10,505.91,4993.15
Reebok,12 Days of Deals,1908706.56,684,2790.51,515.75,4998.61
Reebok,Autumn Deals Drive,1856698.73,663,2800.45,500.04,4996.59
Reebok,BOGO Blitz,1695190.41,636,2665.39,508.28,4996.52
Reebok,Back to School Boost,1749697.06,646,2708.51,505.03,4999.33
Reebok,Birthday Bash Sale,1804382.01,661,2729.78,517.17,4999.34
Reebok,Black Friday Blowout,1868212.38,676,2763.63,504.45,4999.65
Reebok,Cart Crasher Campaign,1797660.96,664,2707.32,500.78,4996.75
Reebok,Cashback Carnival,1939712.52,690,2811.18,504.12,4990.45
Reebok,Clearance Countdown,1727120.43,643,2686.03,500.37,4996.31
Reebok,Countdown to Savings,1867743.04,682,2738.63,506.58,4996.44
Reebok,Customer Appreciation Week,1880512.56,675,2785.94,502.81,4998.61
Reebok,Cyber Monday Mania,1983364.93,708,2801.36,504.92,4998.53
Reebok,Deal of the Month,1915434.15,697,2748.11,509.93,4993.19
Reebok,Double Points Bonanza,1990393.77,722,2756.78,521.66,4994.46
Reebok,Early Bird Specials,1830562.15,664,2756.87,508.41,4996.35
Reebok,End of Season Sale,1775930.81,650,2732.20,503.46,4996.20
Reebok,Exclusive Insider Offers,1762732.44,626,2815.87,504.56,4996.28
Reebok,Festive Fever Promo,1842949.13,681,2706.24,506.83,4998.24
Reebok,Final Call Frenzy,1783292.54,660,2701.96,500.30,4982.79
Reebok,Flash Frenzy Friday,1900630.14,677,2807.43,503.56,4996.39
Reebok,"Gift More, Spend Less",1927285.31,683,2821.79,501.32,4974.13
Reebok,Golden Hour Bargains,1778442.69,648,2744.51,502.76,4995.89
Reebok,Green Weekend Deals,1796059.26,663,2708.99,500.26,4999.53
Reebok,Happy Hour Discounts,1907808.13,689,2768.95,506.19,4995.06
Reebok,Holiday Shopping Rush,1695599.29,636,2666.04,501.14,4972.41
Reebok,Hot Picks Promo,1946064.30,690,2820.38,517.08,4996.34
Reebok,Instant Gratification Sale,1820185.83,672,2708.61,504.24,4991.13
Reebok,Limited Time Treasures,1922301.49,680,2826.91,502.11,4998.98
Reebok,Loyalty Rewards Blast,1788383.34,652,2742.92,501.42,4987.16
Reebok,Mega Weekend Bonanza,1898424.93,689,2755.33,508.48,4986.53
Reebok,Mid-Year Madness,1924705.83,691,2785.39,508.91,4994.65
Reebok,Midnight Madness,1767372.48,660,2677.84,524.44,4997.31
Reebok,Mystery Discount Days,1878693.21,678,2770.93,502.16,4999.55
Reebok,New Arrival Showcase,1849191.63,669,2764.11,506.32,4996.77
Reebok,New Product Launch Promo,1877117.38,688,2728.37,514.75,4999.30
Reebok,New Year Kickoff,1866348.56,684,2728.58,503.09,4996.62
Reebok,Price Drop Parade,1823467.73,671,2717.54,500.50,4989.65
Reebok,Red Tag Clearance,1898979.47,667,2847.05,502.70,4997.25
Reebok,Seasonal Surprise Box,1944656.09,706,2754.47,501.12,4993.02
Reebok,Shop & Save Spectacular,1896271.49,689,2752.21,502.76,4992.07
Reebok,Smart Shopper Week,1724508.37,658,2620.83,500.78,4998.20
Reebok,Spring Refresh Event,1901514.59,694,2739.93,507.06,4986.59
Reebok,Spring Splash Discounts,1930200.17,705,2737.87,502.90,4991.81
Reebok,Summer Sizzle Promo,1893670.81,701,2701.38,502.59,4995.91
Reebok,Super Savings Week,1881784.03,665,2829.75,522.37,4973.55
Reebok,Ultimate Value Event,1813613.11,664,2731.35,510.65,4994.22
Reebok,VIP Access Sale,1861673.83,657,2833.60,506.74,4998.87
Reebok,Weekend Warrior Specials,1841221.51,663,2777.11,501.32,4997.81
Reebok,Winter Clearance Carnival,1789701.49,640,2796.41,513.07,4981.24
Reebok,Winter Wonders Sale,1961485.37,691,2838.62,508.42,4987.57
Samsung,12 Days of Deals,3754216.05,1353,2774.73,513.28,4994.43
Samsung,Autumn Deals Drive,3674983.98,1332,2759.00,502.24,4995.69
Samsung,BOGO Blitz,3712346.34,1346,2758.06,501.85,4998.46
Samsung,Back to School Boost,3693662.86,1370,2696.10,500.09,4995.60
Samsung,Birthday Bash Sale,3588430.01,1301,2758.21,500.93,4993.71
Samsung,Black Friday Blowout,3461742.37,1280,2704.49,500.99,4999.22
Samsung,Cart Crasher Campaign,3669731.19,1332,2755.05,504.62,4999.98
Samsung,Cashback Carnival,3744216.55,1382,2709.27,500.13,4998.33
Samsung,Clearance Countdown,3663200.91,1303,2811.36,502.39,4998.01
Samsung,Countdown to Savings,3890689.28,1388,2803.09,501.91,4994.85
Samsung,Customer Appreciation Week,3689110.23,1335,2763.38,504.71,4984.07
Samsung,Cyber Monday Mania,3802964.50,1349,2819.10,504.82,4999.50
Samsung,Deal of the Month,3726466.53,1345,2770.61,500.38,4999.41
Samsung,Double Points Bonanza,3687666.75,1322,2789.46,503.00,4998.07
Samsung,Early Bird Specials,3771194.02,1361,2770.90,505.94,4999.11
Samsung,End of Season Sale,3513942.55,1292,2719.77,501.06,4982.96
Samsung,Exclusive Insider Offers,3512411.35,1282,2739.79,501.41,4999.90
Samsung,Festive Fever Promo,3596417.30,1318,2728.69,504.82,4999.21
Samsung,Final Call Frenzy,3728693.73,1362,2737.66,503.00,4997.52
Samsung,Flash Frenzy Friday,3653319.97,1332,2742.73,500.13,4997.57
Samsung,"Gift More, Spend Less",3626928.12,1332,2722.92,503.92,4998.35
Samsung,Golden Hour Bargains,3752857.56,1314,2856.06,506.47,4995.77
Samsung,Green Weekend Deals,3492342.17,1293,2700.96,503.87,4998.39
Samsung,Happy Hour Discounts,3829465.27,1377,2781.02,500.78,4998.71
Samsung,Holiday Shopping Rush,3731698.40,1356,2751.99,500.68,4996.83
Samsung,Hot Picks Promo,3745768.30,1368,2738.13,506.73,4992.55
Samsung,Instant Gratification Sale,3567319.30,1319,2704.56,501.53,4986.07
Samsung,Limited Time Treasures,3815873.57,1364,2797.56,500.36,4999.73
Samsung,Loyalty Rewards Blast,3910136.48,1413,2767.26,501.61,4989.79
Samsung,Mega Weekend Bonanza,3848833.58,1405,2739.38,502.17,4999.69
Samsung,Mid-Year Madness,3858387.08,1397,2761.91,503.72,4998.26
Samsung,Midnight Madness,3716283.96,1350,2752.80,500.93,4997.66
Samsung,Mystery Discount Days,3722203.20,1347,2763.33,500.15,4999.42
Samsung,New Arrival Showcase,3821968.53,1378,2773.56,500.17,4997.28
Samsung,New Product Launch Promo,3724576.41,1372,2714.71,504.10,4994.66
Samsung,New Year Kickoff,3706335.35,1335,2776.28,501.48,4999.87
Samsung,Price Drop Parade,3415095.51,1262,2706.10,503.08,4997.91
Samsung,Red Tag Clearance,3455968.16,1264,2734.15,501.03,4994.95
Samsung,Seasonal Surprise Box,3589526.38,1311,2738.01,501.42,4997.09
Samsung,Shop & Save Spectacular,3530138.72,1272,2775.27,500.21,4996.07
Samsung,Smart Shopper Week,3815775.10,1393,2739.25,513.30,4999.94
Samsung,Spring Refresh Event,3406594.07,1277,2667.65,505.30,4982.74
Samsung,Spring Splash Discounts,3685097.11,1330,2770.75,502.11,4998.87
Samsung,Summer Sizzle Promo,3708433.70,1335,2777.85,502.20,4986.41
Samsung,Super Savings Week,3761187.77,1358,2769.65,504.67,4992.06
Samsung,Ultimate Value Event,3665628.64,1322,2772.79,503.38,4999.45
Samsung,VIP Access Sale,3641313.64,1335,2727.58,502.11,4999.37
Samsung,Weekend Warrior Specials,3815118.75,1366,2792.91,504.80,4999.71
Samsung,Winter Clearance Carnival,3742515.29,1364,2743.78,501.55,4996.11
Samsung,Winter Wonders Sale,3793018.11,1356,2797.21,501.94,4997.89
Sony,12 Days of Deals,1750893.26,649,2697.83,502.99,4999.82
Sony,Autumn Deals Drive,1762721.82,631,2793.54,501.19,4995.33
Sony,BOGO Blitz,1835781.70,675,2719.68,506.08,4998.29
Sony,Back to School Boost,1841613.38,683,2696.36,503.72,4997.92
Sony,Birthday Bash Sale,1813085.40,653,2776.55,500.37,4994.15
Sony,Black Friday Blowout,1938238.22,697,2780.83,505.50,4997.94
Sony,Cart Crasher Campaign,2074908.17,722,2873.83,502.78,4995.09
Sony,Cashback Carnival,1899433.25,687,2764.82,512.39,4993.59
Sony,Clearance Countdown,1913077.16,713,2683.14,500.08,4987.51
Sony,Countdown to Savings,1704733.15,619,2754.01,504.17,4995.30
Sony,Customer Appreciation Week,1873463.73,676,2771.40,505.23,4996.51
Sony,Cyber Monday Mania,1891463.27,699,2705.96,504.44,4978.20
Sony,Deal of the Month,1758770.81,654,2689.25,501.76,4992.62
Sony,Double Points Bonanza,1836523.98,662,2774.21,500.48,4994.70
Sony,Early Bird Specials,1872518.50,686,2729.62,504.33,4987.13
Sony,End of Season Sale,1780733.47,644,2765.11,511.30,4998.76
Sony,Exclusive Insider Offers,1815534.86,669,2713.80,511.49,4993.72
Sony,Festive Fever Promo,1904483.85,693,2748.17,503.82,4998.89
Sony,Final Call Frenzy,1777932.82,644,2760.77,501.33,4999.96
Sony,Flash Frenzy Friday,1856563.30,666,2787.63,504.09,4999.95
Sony,"Gift More, Spend Less",1680334.03,625,2688.53,506.16,4984.69
Sony,Golden Hour Bargains,1768940.33,652,2713.10,508.06,4968.20
Sony,Green Weekend Deals,1816463.40,669,2715.19,509.28,4996.94
Sony,Happy Hour Discounts,1801519.52,663,2717.22,504.99,4998.47
Sony,Holiday Shopping Rush,1739941.65,641,2714.42,500.69,4987.20
Sony,Hot Picks Promo,1857066.26,670,2771.74,506.70,4995.49
Sony,Instant Gratification Sale,1762447.56,657,2682.57,502.13,4998.62
Sony,Limited Time Treasures,1827842.90,648,2820.75,511.62,4999.11
Sony,Loyalty Rewards Blast,1773704.27,674,2631.61,500.73,4966.52
Sony,Mega Weekend Bonanza,1816688.75,660,2752.56,503.47,4999.15
Sony,Mid-Year Madness,1748750.66,654,2673.93,500.72,4998.40
Sony,Midnight Madness,1767334.64,645,2740.05,505.60,4998.52
Sony,Mystery Discount Days,1800974.79,654,2753.78,506.12,4994.20
Sony,New Arrival Showcase,1778513.84,633,2809.66,504.98,4999.95
Sony,New Product Launch Promo,1827106.07,659,2772.54,500.19,4998.30
Sony,New Year Kickoff,1966876.44,704,2793.86,512.45,4995.99
Sony,Price Drop Parade,1912330.64,695,2751.55,500.55,4998.14
Sony,Red Tag Clearance,1806390.25,653,2766.29,508.61,4990.99
Sony,Seasonal Surprise Box,1765151.19,637,2771.04,513.30,4993.58
Sony,Shop & Save Spectacular,1813750.67,665,2727.44,520.03,4984.81
Sony,Smart Shopper Week,1643398.74,619,2654.93,505.80,4998.63
Sony,Spring Refresh Event,1778697.95,647,2749.15,500.05,4997.33
Sony,Spring Splash Discounts,1744091.15,627,2781.64,508.68,4999.08
Sony,Summer Sizzle Promo,1832368.17,670,2734.88,511.89,4995.77
Sony,Super Savings Week,1757497.48,632,2780.85,513.54,4990.49
Sony,Ultimate Value Event,1850242.90,679,2724.95,511.37,4999.13
Sony,VIP Access Sale,1887422.01,684,2759.39,510.24,4969.11
Sony,Weekend Warrior Specials,1734356.49,637,2722.69,501.99,4968.73
Sony,Winter Clearance Carnival,1981401.97,702,2822.51,508.37,4993.31
Sony,Winter Wonders Sale,1771864.88,672,2636.70,511.22,4993.05
Tata,12 Days of Deals,1831936.75,651,2814.03,506.22,4989.06
Tata,Autumn Deals Drive,1849265.82,684,2703.60,512.90,4999.13
Tata,BOGO Blitz,1845832.08,685,2694.65,507.25,4992.20
Tata,Back to School Boost,1880959.07,688,2733.95,502.61,4991.91
Tata,Birthday Bash Sale,1851442.21,697,2656.30,503.77,4983.43
Tata,Black Friday Blowout,1896467.60,680,2788.92,500.83,4990.79
Tata,Cart Crasher Campaign,1837087.98,679,2705.58,505.15,4989.38
Tata,Cashback Carnival,1811038.06,656,2760.73,512.58,4993.12
Tata,Clearance Countdown,1782778.25,639,2789.95,502.02,4998.78
Tata,Countdown to Savings,1814571.86,682,2660.66,500.91,4989.73
Tata,Customer Appreciation Week,1788907.38,654,2735.33,505.16,4997.51
Tata,Cyber Monday Mania,1812932.99,670,2705.87,506.44,4998.73
Tata,Deal of the Month,1826377.96,660,2767.24,500.56,4996.71
Tata,Double Points Bonanza,1824186.01,679,2686.58,504.96,4999.34
Tata,Early Bird Specials,1836950.25,661,2779.05,501.54,4983.85
Tata,End of Season Sale,1989417.11,704,2825.88,503.98,4991.22
Tata,Exclusive Insider Offers,1899724.62,672,2826.97,504.09,4999.35
Tata,Festive Fever Promo,1928062.61,696,2770.20,524.48,4986.36
Tata,Final Call Frenzy,1944367.99,710,2738.55,504.53,4995.49
Tata,Flash Frenzy Friday,1716390.79,619,2772.84,500.97,4995.90
Tata,"Gift More, Spend Less",1923076.10,688,2795.17,509.60,4998.23
Tata,Golden Hour Bargains,1892136.65,692,2734.30,506.12,4999.90
Tata,Green Weekend Deals,1919709.35,686,2798.41,508.74,4990.02
Tata,Happy Hour Discounts,1857748.74,679,2736.01,505.89,4967.69
Tata,Holiday Shopping Rush,1755963.02,635,2765.30,505.64,4999.06
Tata,Hot Picks Promo,1845879.15,657,2809.56,501.36,4993.32
Tata,Instant Gratification Sale,1885796.33,666,2831.53,500.33,4987.65
Tata,Limited Time Treasures,1738451.04,634,2742.04,508.05,4983.86
Tata,Loyalty Rewards Blast,1873382.33,667,2808.67,507.01,4993.52
Tata,Mega Weekend Bonanza,1723802.02,666,2588.29,507.64,4996.49
Tata,Mid-Year Madness,1916388.24,689,2781.41,500.32,4995.65
Tata,Midnight Madness,1769281.56,627,2821.82,500.01,4998.75
Tata,Mystery Discount Days,1763749.05,643,2743.00,506.85,4990.44
Tata,New Arrival Showcase,1777324.82,640,2777.07,502.27,4997.81
Tata,New Product Launch Promo,1801260.74,650,2771.17,514.07,4994.79
Tata,New Year Kickoff,1868055.37,699,2672.47,512.57,4990.17
Tata,Price Drop Parade,1818738.94,632,2877.75,505.58,4999.83
Tata,Red Tag Clearance,1904796.38,675,2821.92,505.74,4989.26
Tata,Seasonal Surprise Box,1790757.04,656,2729.81,505.51,4992.27
Tata,Shop & Save Spectacular,1772899.87,629,2818.60,501.87,4993.94
Tata,Smart Shopper Week,1838509.14,664,2768.84,503.56,4989.07
Tata,Spring Refresh Event,1912380.77,679,2816.47,512.51,4974.58
Tata,Spring Splash Discounts,1857024.82,669,2775.82,515.99,4986.70
Tata,Summer Sizzle Promo,1838996.30,670,2744.77,501.39,4981.75
Tata,Super Savings Week,1775190.36,646,2747.97,506.37,4996.91
Tata,Ultimate Value Event,1813504.17,672,2698.67,506.59,4995.88
Tata,VIP Access Sale,1854308.71,683,2714.95,508.05,4974.89
Tata,Weekend Warrior Specials,1856933.61,674,2755.09,504.05,4986.11
Tata,Winter Clearance Carnival,1877360.48,676,2777.16,507.62,4999.97
Tata,Winter Wonders Sale,1823842.30,671,2718.10,515.32,4986.54
Urban Ladder,12 Days of Deals,1869447.71,658,2841.11,502.44,4974.34
Urban Ladder,Autumn Deals Drive,1780934.93,643,2769.73,513.05,4994.21
Urban Ladder,BOGO Blitz,1891345.56,709,2667.62,505.47,4990.46
Urban Ladder,Back to School Boost,1794431.85,658,2727.10,506.98,4996.70
Urban Ladder,Birthday Bash Sale,1795381.87,650,2762.13,501.84,4996.86
Urban Ladder,Black Friday Blowout,1887325.33,677,2787.78,507.23,4999.88
Urban Ladder,Cart Crasher Campaign,1756444.53,662,2653.24,503.66,4994.60
Urban Ladder,Cashback Carnival,1693004.37,631,2683.05,502.45,4999.62
Urban Ladder,Clearance Countdown,1852391.62,659,2810.91,507.62,4992.50
Urban Ladder,Countdown to Savings,1670635.83,634,2635.07,516.93,4989.47
Urban Ladder,Customer Appreciation Week,1737965.98,642,2707.11,501.28,4988.63
Urban Ladder,Cyber Monday Mania,1903524.92,680,2799.30,541.91,4990.19
