brand,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Nestle,Sales Associate,Cart Crasher Campaign,434243.82,170,2554.38,533.84,4974.14
Nestle,Sales Associate,Cashback Carnival,515827.62,181,2849.88,502.91,4995.74
Nestle,Sales Associate,Clearance Countdown,486633.32,174,2796.74,519.68,4997.60
Nestle,Sales Associate,Countdown to Savings,490201.03,182,2693.41,517.81,4996.32
Nestle,Sales Associate,Customer Appreciation Week,440524.45,161,2736.18,506.67,4995.70
Nestle,Sales Associate,Cyber Monday Mania,386905.90,135,2865.97,512.16,4998.08
Nestle,Sales Associate,Deal of the Month,571099.00,198,2884.34,510.11,4965.89
Nestle,Sales Associate,Double Points Bonanza,442480.70,162,2731.36,511.56,4976.30
Nestle,Sales Associate,Early Bird Specials,487365.36,180,2707.59,569.54,4989.85
Nestle,Sales Associate,End of Season Sale,460938.29,177,2604.17,513.52,4997.30
Nestle,Sales Associate,Exclusive Insider Offers,482953.92,170,2840.91,501.31,4999.92
Nestle,Sales Associate,Festive Fever Promo,423616.97,156,2715.49,502.53,4990.21
Nestle,Sales Associate,Final Call Frenzy,487506.95,172,2834.34,637.32,4961.65
Nestle,Sales Associate,Flash Frenzy Friday,479470.54,171,2803.92,519.46,4915.94
Nestle,Sales Associate,"Gift More, Spend Less",419296.07,161,2604.32,514.39,4926.43
Nestle,Sales Associate,Golden Hour Bargains,574482.55,204,2816.09,526.71,4983.24
Nestle,Sales Associate,Green Weekend Deals,515597.02,192,2685.40,511.58,4935.51
Nestle,Sales Associate,Happy Hour Discounts,516259.78,186,2775.59,528.28,4993.28
Nestle,Sales Associate,Holiday Shopping Rush,460894.81,168,2743.42,513.31,4963.95
Nestle,Sales Associate,Hot Picks Promo,458370.11,178,2575.11,519.38,4998.48
Nestle,Sales Associate,Instant Gratification Sale,424812.45,156,2723.16,529.97,4984.46
Nestle,Sales Associate,Limited Time Treasures,406708.82,149,2729.59,569.29,4986.24
Nestle,Sales Associate,Loyalty Rewards Blast,469700.53,169,2779.29,537.34,4995.71
Nestle,Sales Associate,Mega Weekend Bonanza,474270.96,166,2857.05,572.03,4996.99
Nestle,Sales Associate,Mid-Year Madness,442382.21,165,2681.10,541.79,4970.40
Nestle,Sales Associate,Midnight Madness,442462.75,163,2714.50,505.39,4982.00
Nestle,Sales Associate,Mystery Discount Days,518037.41,186,2785.15,549.61,4978.06
Nestle,Sales Associate,New Arrival Showcase,475849.86,177,2688.42,527.41,4910.55
Nestle,Sales Associate,New Product Launch Promo,453611.63,168,2700.07,521.20,4991.05
Nestle,Sales Associate,New Year Kickoff,449675.23,170,2645.15,535.15,4979.80
Nestle,Sales Associate,Price Drop Parade,536753.94,195,2752.58,515.56,4952.06
Nestle,Sales Associate,Red Tag Clearance,592379.24,208,2847.98,514.75,4982.97
Nestle,Sales Associate,Seasonal Surprise Box,436297.01,165,2644.22,506.26,4989.26
Nestle,Sales Associate,Shop & Save Spectacular,489690.60,177,2766.61,501.53,4995.39
Nestle,Sales Associate,Smart Shopper Week,507400.34,188,2698.94,516.99,4982.30
Nestle,Sales Associate,Spring Refresh Event,497427.10,185,2688.80,537.76,4998.26
Nestle,Sales Associate,Spring Splash Discounts,506462.78,180,2813.68,505.92,4977.56
Nestle,Sales Associate,Summer Sizzle Promo,470435.98,170,2767.27,531.33,4904.76
Nestle,Sales Associate,Super Savings Week,516614.25,191,2704.79,502.78,4995.70
Nestle,Sales Associate,Ultimate Value Event,518733.13,175,2964.19,505.35,4997.53
Nestle,Sales Associate,VIP Access Sale,443771.63,167,2657.32,520.31,4969.94
Nestle,Sales Associate,Weekend Warrior Specials,421034.72,155,2716.35,527.86,4968.00
Nestle,Sales Associate,Winter Clearance Carnival,560492.83,202,2774.72,526.61,4997.93
Nestle,Sales Associate,Winter Wonders Sale,479087.72,173,2769.29,505.33,4978.26
Nestle,Salesperson,12 Days of Deals,492671.85,182,2706.99,502.43,4992.79
Nestle,Salesperson,Autumn Deals Drive,566597.91,206,2750.48,517.18,4997.95
Nestle,Salesperson,BOGO Blitz,476745.94,174,2739.92,507.32,4983.97
Nestle,Salesperson,Back to School Boost,509663.90,185,2754.94,518.77,4985.68
Nestle,Salesperson,Birthday Bash Sale,416010.49,153,2719.02,504.91,4966.33
Nestle,Salesperson,Black Friday Blowout,480695.47,174,2762.62,517.55,4964.44
Nestle,Salesperson,Cart Crasher Campaign,468140.21,174,2690.46,534.76,4985.57
Nestle,Salesperson,Cashback Carnival,517227.80,187,2765.92,512.47,4981.81
Nestle,Salesperson,Clearance Countdown,479146.56,174,2753.72,541.52,4983.72
Nestle,Salesperson,Countdown to Savings,542272.86,189,2869.17,521.96,4978.48
Nestle,Salesperson,Customer Appreciation Week,500955.98,179,2798.64,554.04,4991.68
Nestle,Salesperson,Cyber Monday Mania,484043.55,175,2765.96,511.89,4974.09
Nestle,Salesperson,Deal of the Month,460665.15,169,2725.83,515.84,4992.95
Nestle,Salesperson,Double Points Bonanza,489719.97,172,2847.21,519.92,4974.96
Nestle,Salesperson,Early Bird Specials,473961.97,180,2633.12,514.86,4960.40
Nestle,Salesperson,End of Season Sale,458413.94,168,2728.65,500.36,4996.20
Nestle,Salesperson,Exclusive Insider Offers,402093.30,149,2698.61,527.18,4956.35
Nestle,Salesperson,Festive Fever Promo,444557.42,164,2710.72,546.69,4990.52
Nestle,Salesperson,Final Call Frenzy,543022.36,189,2873.13,520.72,4971.01
Nestle,Salesperson,Flash Frenzy Friday,449647.68,161,2792.84,552.54,4974.40
Nestle,Salesperson,"Gift More, Spend Less",435895.15,152,2867.73,524.93,4990.02
Nestle,Salesperson,Golden Hour Bargains,428007.46,162,2642.02,512.52,4963.88
Nestle,Salesperson,Green Weekend Deals,462189.27,170,2718.76,552.81,4989.20
Nestle,Salesperson,Happy Hour Discounts,464930.60,165,2817.76,513.29,4973.97
Nestle,Salesperson,Holiday Shopping Rush,470087.66,177,2655.86,507.76,4934.88
Nestle,Salesperson,Hot Picks Promo,473021.82,162,2919.89,533.70,4971.36
Nestle,Salesperson,Instant Gratification Sale,479558.90,174,2756.09,552.91,4924.58
Nestle,Salesperson,Limited Time Treasures,416554.05,161,2587.29,510.30,4970.27
Nestle,Salesperson,Loyalty Rewards Blast,480230.07,166,2892.95,518.57,4979.63
Nestle,Salesperson,Mega Weekend Bonanza,450599.20,157,2870.06,517.28,4998.94
Nestle,Salesperson,Mid-Year Madness,559873.77,203,2758.00,505.58,4973.73
Nestle,Salesperson,Midnight Madness,499367.50,178,2805.44,551.37,4997.31
Nestle,Salesperson,Mystery Discount Days,403443.33,152,2654.23,521.22,4967.91
Nestle,Salesperson,New Arrival Showcase,513115.44,178,2882.67,568.71,4955.32
Nestle,Salesperson,New Product Launch Promo,480931.77,164,2932.51,506.06,4923.75
Nestle,Salesperson,New Year Kickoff,439356.00,161,2728.92,513.17,4959.40
Nestle,Salesperson,Price Drop Parade,426848.76,159,2684.58,507.10,4951.46
Nestle,Salesperson,Red Tag Clearance,493366.93,183,2695.99,524.18,4990.77
Nestle,Salesperson,Seasonal Surprise Box,415640.08,151,2752.58,502.74,4992.02
Nestle,Salesperson,Shop & Save Spectacular,492354.66,180,2735.30,509.90,4985.88
Nestle,Salesperson,Smart Shopper Week,478883.23,173,2768.11,508.76,4959.04
Nestle,Salesperson,Spring Refresh Event,479066.81,161,2975.57,521.03,4913.25
Nestle,Salesperson,Spring Splash Discounts,390736.79,146,2676.28,515.16,4980.26
Nestle,Salesperson,Summer Sizzle Promo,476958.43,173,2756.99,501.06,4952.92
Nestle,Salesperson,Super Savings Week,553144.95,207,2672.20,506.25,4998.49
Nestle,Salesperson,Ultimate Value Event,484053.99,172,2814.27,533.47,4997.42
Nestle,Salesperson,VIP Access Sale,467942.75,169,2768.89,504.83,4901.54
Nestle,Salesperson,Weekend Warrior Specials,479888.24,175,2742.22,502.46,4966.74
Nestle,Salesperson,Winter Clearance Carnival,406944.69,156,2608.62,502.13,4986.87
Nestle,Salesperson,Winter Wonders Sale,539952.08,189,2856.89,559.63,4956.56
Nestle,Senior Salesperson,12 Days of Deals,461282.58,169,2729.48,505.54,4971.83
Nestle,Senior Salesperson,Autumn Deals Drive,402492.45,150,2683.28,508.79,4949.59
Nestle,Senior Salesperson,BOGO Blitz,436746.62,157,2781.83,557.27,4996.27
Nestle,Senior Salesperson,Back to School Boost,401080.99,154,2604.42,523.50,4988.98
Nestle,Senior Salesperson,Birthday Bash Sale,439512.05,148,2969.68,523.64,4991.37
Nestle,Senior Salesperson,Black Friday Blowout,425925.19,151,2820.70,505.61,4897.48
Nestle,Senior Salesperson,Cart Crasher Campaign,412632.07,154,2679.43,511.13,4977.72
Nestle,Senior Salesperson,Cashback Carnival,404335.70,145,2788.52,562.91,4986.04
Nestle,Senior Salesperson,Clearance Countdown,346249.30,130,2663.46,541.85,4968.64
Nestle,Senior Salesperson,Countdown to Savings,411454.93,153,2689.25,548.40,4975.49
Nestle,Senior Salesperson,Customer Appreciation Week,468343.69,167,2804.45,502.24,4967.81
Nestle,Senior Salesperson,Cyber Monday Mania,378027.21,142,2662.16,535.29,4996.08
Nestle,Senior Salesperson,Deal of the Month,367208.89,129,2846.58,522.42,4964.95
Nestle,Senior Salesperson,Double Points Bonanza,372887.45,138,2702.08,515.79,4867.50
Nestle,Senior Salesperson,Early Bird Specials,412758.94,146,2827.12,531.67,4959.18
Nestle,Senior Salesperson,End of Season Sale,446300.33,156,2860.90,548.11,4998.37
Nestle,Senior Salesperson,Exclusive Insider Offers,432760.37,161,2687.95,597.55,4957.80
Nestle,Senior Salesperson,Festive Fever Promo,421045.13,160,2631.53,513.45,4997.65
Nestle,Senior Salesperson,Final Call Frenzy,445801.02,165,2701.82,549.37,4968.70
Nestle,Senior Salesperson,Flash Frenzy Friday,364819.31,137,2662.91,528.83,4978.54
Nestle,Senior Salesperson,"Gift More, Spend Less",424986.07,160,2656.16,521.94,4993.41
Nestle,Senior Salesperson,Golden Hour Bargains,402392.38,160,2514.95,520.68,4952.54
Nestle,Senior Salesperson,Green Weekend Deals,421285.84,152,2771.62,519.55,4991.78
Nestle,Senior Salesperson,Happy Hour Discounts,368240.15,143,2575.11,513.67,4995.84
Nestle,Senior Salesperson,Holiday Shopping Rush,348418.00,133,2619.68,536.45,4999.39
Nestle,Senior Salesperson,Hot Picks Promo,440160.28,153,2876.86,522.77,4999.88
Nestle,Senior Salesperson,Instant Gratification Sale,441579.13,158,2794.80,500.03,4977.48
Nestle,Senior Salesperson,Limited Time Treasures,469416.73,168,2794.15,516.07,4994.82
Nestle,Senior Salesperson,Loyalty Rewards Blast,438312.04,154,2846.18,529.72,4967.18
Nestle,Senior Salesperson,Mega Weekend Bonanza,397265.81,150,2648.44,506.20,4923.05
Nestle,Senior Salesperson,Mid-Year Madness,402664.11,145,2776.99,522.89,4975.69
Nestle,Senior Salesperson,Midnight Madness,373458.32,141,2648.64,535.91,4881.58
Nestle,Senior Salesperson,Mystery Discount Days,459703.41,166,2769.30,511.48,4976.50
Nestle,Senior Salesperson,New Arrival Showcase,381308.90,138,2763.11,518.52,4990.33
Nestle,Senior Salesperson,New Product Launch Promo,386548.58,146,2647.59,534.41,4933.62
Nestle,Senior Salesperson,New Year Kickoff,399826.27,147,2719.91,531.60,4968.40
Nestle,Senior Salesperson,Price Drop Parade,392635.08,139,2824.71,504.15,4988.77
Nestle,Senior Salesperson,Red Tag Clearance,429262.15,160,2682.89,615.35,4994.41
Nestle,Senior Salesperson,Seasonal Surprise Box,321247.64,129,2490.29,509.29,4952.42
Nestle,Senior Salesperson,Shop & Save Spectacular,453145.59,154,2942.50,587.82,4983.89
Nestle,Senior Salesperson,Smart Shopper Week,484597.98,180,2692.21,515.37,4978.98
Nestle,Senior Salesperson,Spring Refresh Event,403810.43,149,2710.14,623.46,4970.20
Nestle,Senior Salesperson,Spring Splash Discounts,400321.59,143,2799.45,511.52,4998.53
Nestle,Senior Salesperson,Summer Sizzle Promo,342213.98,141,2427.05,503.74,4871.94
Nestle,Senior Salesperson,Super Savings Week,391069.57,148,2642.36,501.97,4999.88
Nestle,Senior Salesperson,Ultimate Value Event,467092.68,171,2731.54,502.89,4945.15
Nestle,Senior Salesperson,VIP Access Sale,432290.12,153,2825.43,514.92,4997.93
Nestle,Senior Salesperson,Weekend Warrior Specials,395128.75,146,2706.36,640.42,4988.19
Nestle,Senior Salesperson,Winter Clearance Carnival,417658.43,153,2729.79,507.50,4992.79
Nestle,Senior Salesperson,Winter Wonders Sale,434741.73,166,2618.93,509.00,4971.48
Nike,Manager,12 Days of Deals,1054937.90,384,2747.23,511.89,4999.67
Nike,Manager,Autumn Deals Drive,986548.67,371,2659.16,501.91,4999.75
Nike,Manager,BOGO Blitz,949837.93,335,2835.34,511.49,4997.89
Nike,Manager,Back to School Boost,897677.33,326,2753.61,538.07,4989.50
Nike,Manager,Birthday Bash Sale,881901.10,327,2696.95,500.14,4972.14
Nike,Manager,Black Friday Blowout,973127.68,349,2788.33,531.54,4996.57
Nike,Manager,Cart Crasher Campaign,935693.19,345,2712.15,508.37,4987.64
Nike,Manager,Cashback Carnival,813628.42,304,2676.41,539.65,4963.10
Nike,Manager,Clearance Countdown,936759.40,336,2787.97,508.53,4993.71
Nike,Manager,Countdown to Savings,986108.29,338,2917.48,501.71,4979.44
Nike,Manager,Customer Appreciation Week,999453.77,352,2839.36,504.64,4984.08
Nike,Manager,Cyber Monday Mania,925491.71,355,2607.02,502.07,4994.35
Nike,Manager,Deal of the Month,876368.88,324,2704.84,541.10,4974.48
Nike,Manager,Double Points Bonanza,940090.60,330,2848.76,535.98,4987.70
Nike,Manager,Early Bird Specials,940569.59,339,2774.54,501.20,4996.32
Nike,Manager,End of Season Sale,938522.65,349,2689.18,503.93,4989.84
Nike,Manager,Exclusive Insider Offers,918539.08,339,2709.55,513.28,4992.82
Nike,Manager,Festive Fever Promo,900236.92,324,2778.51,501.90,4964.48
Nike,Manager,Final Call Frenzy,843593.32,314,2686.60,520.19,4962.99
Nike,Manager,Flash Frenzy Friday,956149.52,348,2747.56,509.25,4972.48
Nike,Manager,"Gift More, Spend Less",841628.16,304,2768.51,505.29,4992.10
Nike,Manager,Golden Hour Bargains,981009.90,340,2885.32,511.02,4997.10
Nike,Manager,Green Weekend Deals,937486.41,335,2798.47,516.26,4996.07
Nike,Manager,Happy Hour Discounts,1025923.83,364,2818.47,542.86,4962.42
Nike,Manager,Holiday Shopping Rush,834545.18,314,2657.79,501.97,4996.20
Nike,Manager,Hot Picks Promo,962440.76,351,2742.00,512.09,4997.69
Nike,Manager,Instant Gratification Sale,831100.68,307,2707.17,504.23,4996.19
Nike,Manager,Limited Time Treasures,990334.53,358,2766.30,501.18,4984.23
Nike,Manager,Loyalty Rewards Blast,781287.18,295,2648.43,509.96,4998.22
Nike,Manager,Mega Weekend Bonanza,1088468.91,396,2748.66,504.47,4996.67
Nike,Manager,Mid-Year Madness,959536.86,346,2773.23,500.89,4953.68
Nike,Manager,Midnight Madness,899945.11,328,2743.74,501.63,4993.16
Nike,Manager,Mystery Discount Days,830037.16,314,2643.43,506.69,4995.72
Nike,Manager,New Arrival Showcase,935555.93,345,2711.76,517.42,4992.57
Nike,Manager,New Product Launch Promo,991931.62,348,2850.38,503.65,4995.97
Nike,Manager,New Year Kickoff,904831.12,322,2810.03,522.74,4987.30
Nike,Manager,Price Drop Parade,814003.98,309,2634.32,505.80,4976.11
Nike,Manager,Red Tag Clearance,876065.76,320,2737.71,509.39,4993.59
Nike,Manager,Seasonal Surprise Box,938489.05,354,2651.10,501.30,4975.84
Nike,Manager,Shop & Save Spectacular,977352.24,351,2784.48,511.51,4981.99
Nike,Manager,Smart Shopper Week,931123.74,330,2821.59,511.44,4989.29
Nike,Manager,Spring Refresh Event,875210.21,303,2888.48,500.55,4993.39
Nike,Manager,Spring Splash Discounts,908240.75,345,2632.58,508.64,4999.83
Nike,Manager,Summer Sizzle Promo,893263.40,314,2844.79,504.80,4958.51
Nike,Manager,Super Savings Week,902914.58,320,2821.61,523.55,4993.53
Nike,Manager,Ultimate Value Event,982752.55,353,2784.00,509.98,4999.12
Nike,Manager,VIP Access Sale,904296.17,323,2799.68,502.72,4980.75
Nike,Manager,Weekend Warrior Specials,919085.21,345,2664.02,531.13,4992.45
Nike,Manager,Winter Clearance Carnival,887221.23,321,2763.93,517.16,4981.70
Nike,Manager,Winter Wonders Sale,1126807.51,393,2867.19,537.11,4991.55
Nike,Sales Associate,12 Days of Deals,1030566.38,366,2815.76,543.09,4996.51
Nike,Sales Associate,Autumn Deals Drive,1069520.54,395,2707.65,500.77,4991.50
Nike,Sales Associate,BOGO Blitz,1011537.75,350,2890.11,570.00,4976.04
Nike,Sales Associate,Back to School Boost,1012196.78,352,2875.56,593.97,4988.68
Nike,Sales Associate,Birthday Bash Sale,988263.11,342,2889.66,501.20,4987.98
Nike,Sales Associate,Black Friday Blowout,947823.14,359,2640.18,512.94,4992.25
Nike,Sales Associate,Cart Crasher Campaign,999546.98,361,2768.83,514.47,4964.42
Nike,Sales Associate,Cashback Carnival,903468.40,342,2641.72,500.72,4953.58
Nike,Sales Associate,Clearance Countdown,994006.65,368,2701.11,520.70,4986.64
Nike,Sales Associate,Countdown to Savings,893896.76,324,2758.94,509.72,4994.19
Nike,Sales Associate,Customer Appreciation Week,991610.25,362,2739.25,523.80,4999.02
Nike,Sales Associate,Cyber Monday Mania,1034668.30,364,2842.50,505.34,4997.19
Nike,Sales Associate,Deal of the Month,937768.24,341,2750.05,511.13,4995.46
Nike,Sales Associate,Double Points Bonanza,949404.21,356,2666.87,527.94,4998.97
Nike,Sales Associate,Early Bird Specials,999562.09,349,2864.07,524.64,4957.86
Nike,Sales Associate,End of Season Sale,921090.46,342,2693.25,551.38,4991.78
Nike,Sales Associate,Exclusive Insider Offers,980939.15,356,2755.45,503.94,4991.51
Nike,Sales Associate,Festive Fever Promo,1008931.38,351,2874.45,519.19,4988.75
Nike,Sales Associate,Final Call Frenzy,1057029.51,377,2803.79,522.30,4997.60
Nike,Sales Associate,Flash Frenzy Friday,1009255.65,363,2780.32,502.29,4992.34
Nike,Sales Associate,"Gift More, Spend Less",891341.45,328,2717.50,521.61,4986.56
Nike,Sales Associate,Golden Hour Bargains,1005260.71,364,2761.71,506.59,4960.67
Nike,Sales Associate,Green Weekend Deals,1020840.14,375,2722.24,531.87,4996.20
Nike,Sales Associate,Happy Hour Discounts,912803.86,335,2724.79,523.22,4983.25
Nike,Sales Associate,Holiday Shopping Rush,1010915.09,356,2839.65,512.62,4998.76
Nike,Sales Associate,Hot Picks Promo,905400.01,342,2647.37,511.52,4978.45
Nike,Sales Associate,Instant Gratification Sale,930702.70,336,2769.95,529.97,4995.28
Nike,Sales Associate,Limited Time Treasures,960423.39,355,2705.42,525.80,4967.37
Nike,Sales Associate,Loyalty Rewards Blast,1082233.74,382,2833.07,509.26,4985.45
Nike,Sales Associate,Mega Weekend Bonanza,982239.89,338,2906.04,568.45,4998.00
Nike,Sales Associate,Mid-Year Madness,919278.00,332,2768.91,517.92,4994.34
Nike,Sales Associate,Midnight Madness,964895.23,336,2871.71,513.39,4969.17
Nike,Sales Associate,Mystery Discount Days,975412.91,357,2732.25,507.57,4999.19
Nike,Sales Associate,New Arrival Showcase,994225.41,363,2738.91,503.53,4998.83
Nike,Sales Associate,New Product Launch Promo,932086.56,340,2741.43,522.14,4998.73
Nike,Sales Associate,New Year Kickoff,851369.40,317,2685.71,507.42,4996.00
Nike,Sales Associate,Price Drop Parade,976894.10,360,2713.59,521.09,4992.75
Nike,Sales Associate,Red Tag Clearance,950861.39,353,2693.66,502.58,4998.76
Nike,Sales Associate,Seasonal Surprise Box,1045026.42,376,2779.33,530.54,4976.84
Nike,Sales Associate,Shop & Save Spectacular,975398.77,360,2709.44,500.14,4999.95
Nike,Sales Associate,Smart Shopper Week,930191.80,333,2793.37,511.95,4977.89
Nike,Sales Associate,Spring Refresh Event,991495.86,365,2716.43,503.69,4995.83
Nike,Sales Associate,Spring Splash Discounts,955679.17,353,2707.31,502.55,4974.79
Nike,Sales Associate,Summer Sizzle Promo,939611.98,357,2631.97,502.32,4998.50
Nike,Sales Associate,Super Savings Week,1065456.30,386,2760.25,509.07,4969.70
Nike,Sales Associate,Ultimate Value Event,1047402.75,389,2692.55,509.35,4970.00
Nike,Sales Associate,VIP Access Sale,986289.78,354,2786.13,527.65,4991.94
Nike,Sales Associate,Weekend Warrior Specials,898122.47,353,2544.26,508.00,4989.77
Nike,Sales Associate,Winter Clearance Carnival,1062718.90,385,2760.31,501.25,4978.64
Nike,Sales Associate,Winter Wonders Sale,939000.04,340,2761.76,502.80,4981.89
Nike,Salesperson,12 Days of Deals,1021211.17,366,2790.19,505.19,4999.02
Nike,Salesperson,Autumn Deals Drive,1023314.27,366,2795.94,532.21,4996.26
Nike,Salesperson,BOGO Blitz,988499.69,367,2693.46,523.22,4998.67
Nike,Salesperson,Back to School Boost,956032.12,352,2716.00,513.03,4988.01
Nike,Salesperson,Birthday Bash Sale,938471.45,341,2752.12,501.83,4997.78
Nike,Salesperson,Black Friday Blowout,848799.26,300,2829.33,503.37,4992.36
Nike,Salesperson,Cart Crasher Campaign,1015142.40,352,2883.93,505.97,4995.45
Nike,Salesperson,Cashback Carnival,978323.01,343,2852.25,523.11,4995.11
Nike,Salesperson,Clearance Countdown,943423.05,348,2710.99,511.98,4994.91
Nike,Salesperson,Countdown to Savings,1039487.20,382,2721.17,505.40,4998.86
Nike,Salesperson,Customer Appreciation Week,934517.41,344,2716.62,525.19,4988.56
Nike,Salesperson,Cyber Monday Mania,961779.32,366,2627.81,506.75,4998.69
Nike,Salesperson,Deal of the Month,910496.03,331,2750.74,527.00,4986.89
Nike,Salesperson,Double Points Bonanza,1022654.32,376,2719.83,507.25,4987.50
Nike,Salesperson,Early Bird Specials,1013284.89,351,2886.85,507.63,4999.19
Nike,Salesperson,End of Season Sale,953800.09,348,2740.80,508.79,4993.65
Nike,Salesperson,Exclusive Insider Offers,995186.45,355,2803.34,520.40,4989.69
Nike,Salesperson,Festive Fever Promo,991988.71,365,2717.78,508.47,4995.75
Nike,Salesperson,Final Call Frenzy,902712.53,333,2710.85,501.48,4972.59
Nike,Salesperson,Flash Frenzy Friday,999737.56,349,2864.58,520.92,4998.23
Nike,Salesperson,"Gift More, Spend Less",856416.05,318,2693.13,522.13,4977.03
Nike,Salesperson,Golden Hour Bargains,977708.74,361,2708.33,500.01,4974.45
Nike,Salesperson,Green Weekend Deals,972551.25,358,2716.62,519.98,4989.62
Nike,Salesperson,Happy Hour Discounts,920543.83,339,2715.47,521.71,4998.95
Nike,Salesperson,Holiday Shopping Rush,997142.33,369,2702.28,504.14,4999.33
Nike,Salesperson,Hot Picks Promo,1051151.09,381,2758.93,503.06,4997.81
Nike,Salesperson,Instant Gratification Sale,1042181.34,375,2779.15,503.83,4982.70
Nike,Salesperson,Limited Time Treasures,967004.09,349,2770.79,513.15,4997.70
Nike,Salesperson,Loyalty Rewards Blast,961423.70,342,2811.18,500.82,4996.03
Nike,Salesperson,Mega Weekend Bonanza,926781.20,334,2774.79,503.85,4986.49
Nike,Salesperson,Mid-Year Madness,957781.53,357,2682.86,505.48,4956.16
Nike,Salesperson,Midnight Madness,1000376.84,357,2802.18,509.62,4982.68
Nike,Salesperson,Mystery Discount Days,1061862.64,379,2801.75,501.05,4990.54
Nike,Salesperson,New Arrival Showcase,903339.97,329,2745.71,508.18,4994.65
Nike,Salesperson,New Product Launch Promo,919749.92,327,2812.69,518.54,4998.60
Nike,Salesperson,New Year Kickoff,989088.50,351,2817.92,515.94,4986.79
Nike,Salesperson,Price Drop Parade,984467.46,359,2742.25,506.30,4996.87
Nike,Salesperson,Red Tag Clearance,901440.02,336,2682.86,538.00,4955.33
Nike,Salesperson,Seasonal Surprise Box,987748.67,368,2684.10,571.49,4971.33
Nike,Salesperson,Shop & Save Spectacular,968079.16,350,2765.94,506.29,4977.67
Nike,Salesperson,Smart Shopper Week,889958.38,322,2763.85,526.32,4983.94
Nike,Salesperson,Spring Refresh Event,994094.29,341,2915.23,500.43,4978.00
Nike,Salesperson,Spring Splash Discounts,881874.75,324,2721.84,509.30,4997.44
Nike,Salesperson,Summer Sizzle Promo,1049067.36,375,2797.51,512.51,4965.55
Nike,Salesperson,Super Savings Week,903017.62,324,2787.09,526.21,4965.10
Nike,Salesperson,Ultimate Value Event,839173.45,311,2698.31,502.13,4980.70
Nike,Salesperson,VIP Access Sale,898928.08,335,2683.37,514.81,4986.22
Nike,Salesperson,Weekend Warrior Specials,881804.74,331,2664.06,500.79,4998.79
Nike,Salesperson,Winter Clearance Carnival,932011.40,332,2807.26,503.87,4999.04
Nike,Salesperson,Winter Wonders Sale,1021483.65,364,2806.27,517.25,4992.09
Nike,Senior Salesperson,12 Days of Deals,793159.91,298,2661.61,506.25,4986.27
Nike,Senior Salesperson,Autumn Deals Drive,777827.63,283,2748.51,514.57,4994.53
Nike,Senior Salesperson,BOGO Blitz,882311.77,295,2990.89,503.15,4984.94
Nike,Senior Salesperson,Back to School Boost,913472.09,320,2854.60,500.65,4975.49
Nike,Senior Salesperson,Birthday Bash Sale,810195.33,297,2727.93,509.63,4991.82
Nike,Senior Salesperson,Black Friday Blowout,814510.37,289,2818.37,510.23,4975.06
Nike,Senior Salesperson,Cart Crasher Campaign,906336.14,332,2729.93,501.15,4993.50
Nike,Senior Salesperson,Cashback Carnival,851616.36,316,2694.99,528.26,4998.40
Nike,Senior Salesperson,Clearance Countdown,813899.41,301,2703.98,548.50,4977.80
Nike,Senior Salesperson,Countdown to Savings,788291.24,290,2718.25,522.84,4972.93
Nike,Senior Salesperson,Customer Appreciation Week,833211.63,303,2749.87,524.31,4984.95
Nike,Senior Salesperson,Cyber Monday Mania,767741.62,290,2647.38,514.29,4978.36
Nike,Senior Salesperson,Deal of the Month,830941.38,318,2613.02,508.62,4992.66
Nike,Senior Salesperson,Double Points Bonanza,932650.53,323,2887.46,509.65,4990.29
Nike,Senior Salesperson,Early Bird Specials,822545.87,303,2714.67,504.72,4989.56
Nike,Senior Salesperson,End of Season Sale,893191.38,331,2698.46,509.96,4995.12
Nike,Senior Salesperson,Exclusive Insider Offers,854230.90,312,2737.92,500.29,4988.56
Nike,Senior Salesperson,Festive Fever Promo,776818.48,286,2716.15,503.23,4967.40
Nike,Senior Salesperson,Final Call Frenzy,851931.32,319,2670.63,502.59,4951.66
Nike,Senior Salesperson,Flash Frenzy Friday,880068.32,312,2820.73,520.08,4996.44
Nike,Senior Salesperson,"Gift More, Spend Less",787540.85,295,2669.63,523.12,4932.64
Nike,Senior Salesperson,Golden Hour Bargains,799535.02,294,2719.51,501.07,4959.19
Nike,Senior Salesperson,Green Weekend Deals,952696.17,345,2761.44,503.13,4999.01
Nike,Senior Salesperson,Happy Hour Discounts,880949.02,304,2897.86,519.18,4997.02
Nike,Senior Salesperson,Holiday Shopping Rush,745358.04,277,2690.82,502.99,4969.05
Nike,Senior Salesperson,Hot Picks Promo,844777.89,294,2873.39,511.30,4980.07
Nike,Senior Salesperson,Instant Gratification Sale,832537.67,301,2765.91,500.07,4998.85
Nike,Senior Salesperson,Limited Time Treasures,842988.80,313,2693.25,525.94,4994.02
Nike,Senior Salesperson,Loyalty Rewards Blast,789086.93,290,2720.99,500.80,4985.57
Nike,Senior Salesperson,Mega Weekend Bonanza,823564.95,308,2673.91,509.61,4962.46
Nike,Senior Salesperson,Mid-Year Madness,817171.06,293,2788.98,502.52,4979.78
Nike,Senior Salesperson,Midnight Madness,892304.17,315,2832.71,522.91,4953.73
Nike,Senior Salesperson,Mystery Discount Days,867022.18,306,2833.41,503.54,4998.21
