category,customer_segment,store_type,salesperson_role,sum_amount,count,avg_amount,min_amount,max_amount
Home Appliances,High Value,Supermarkets ,Sales Associate,4030586.91,1479,2725.21,501.47,4997.77
Home Appliances,High Value,Supermarkets ,Salesperson,4031979.50,1486,2713.31,500.13,4993.02
Home Appliances,High Value,Supermarkets ,Senior Salesperson,3517758.50,1299,2708.05,503.66,4994.48
Home Appliances,In-Store Regular,Large Malls / Complexes,Manager,3500097.94,1287,2719.58,503.85,4990.42
Home Appliances,In-Store Regular,Large Malls / Complexes,Sales Associate,3824067.69,1384,2763.05,500.93,4998.96
Home Appliances,In-Store Regular,Large Malls / Complexes,Salesperson,3773195.73,1365,2764.25,501.45,4998.42
Home Appliances,In-Store Regular,Large Malls / Complexes,Senior Salesperson,3322994.80,1202,2764.55,502.82,4997.84
Home Appliances,In-Store Regular,Small Stores / Shops,Manager,3859749.47,1436,2687.85,502.61,4999.06
Home Appliances,In-Store Regular,Small Stores / Shops,Sales Associate,4161307.22,1511,2754.01,502.48,4998.01
Home Appliances,In-Store Regular,Small Stores / Shops,Salesperson,3865303.88,1469,2631.25,504.11,4992.26
Home Appliances,In-Store Regular,Small Stores / Shops,Senior Salesperson,3450999.03,1238,2787.56,505.73,4994.91
Home Appliances,In-Store Regular,Supermarkets ,Manager,3893995.52,1424,2734.55,503.59,4997.74
Home Appliances,In-Store Regular,Supermarkets ,Sales Associate,4198580.82,1508,2784.20,503.09,4992.03
Home Appliances,In-Store Regular,Supermarkets ,Salesperson,4086696.45,1472,2776.29,504.57,4990.57
Home Appliances,In-Store Regular,Supermarkets ,Senior Salesperson,3576082.45,1310,2729.83,501.78,4999.21
Home Appliances,Loyal Customer,Large Malls / Complexes,Manager,3632453.83,1336,2718.90,500.90,4998.26
Home Appliances,Loyal Customer,Large Malls / Complexes,Sales Associate,3599867.93,1339,2688.47,504.89,4998.58
Home Appliances,Loyal Customer,Large Malls / Complexes,Salesperson,3703025.49,1337,2769.65,500.27,4994.58
Home Appliances,Loyal Customer,Large Malls / Complexes,Senior Salesperson,3342059.90,1216,2748.40,501.49,4998.01
Home Appliances,Loyal Customer,Small Stores / Shops,Manager,3820976.34,1438,2657.15,500.93,4996.94
Home Appliances,Loyal Customer,Small Stores / Shops,Sales Associate,4020785.15,1458,2757.74,500.38,4993.77
Home Appliances,Loyal Customer,Small Stores / Shops,Salesperson,3967942.90,1459,2719.63,502.80,4998.87
Home Appliances,Loyal Customer,Small Stores / Shops,Senior Salesperson,3565413.69,1283,2778.97,500.17,4999.22
Home Appliances,Loyal Customer,Supermarkets ,Manager,4064111.00,1471,2762.82,505.93,4999.75
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,4198836.64,1519,2764.21,500.68,4998.93
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,4255676.57,1530,2781.49,502.78,4999.91
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,3606086.01,1290,2795.42,501.38,4997.26
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,3729498.49,1358,2746.32,500.28,4996.93
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,3963998.09,1438,2756.61,506.37,4998.47
Home Appliances,Occasional Shopper,Large Malls / Complexes,Salesperson,3938214.54,1418,2777.30,504.46,4998.03
Home Appliances,Occasional Shopper,Large Malls / Complexes,Senior Salesperson,3304009.05,1215,2719.35,507.53,4990.36
Home Appliances,Occasional Shopper,Small Stores / Shops,Manager,4080556.52,1449,2816.12,502.61,4997.45
Home Appliances,Occasional Shopper,Small Stores / Shops,Sales Associate,4118700.46,1486,2771.67,508.90,4988.35
Home Appliances,Occasional Shopper,Small Stores / Shops,Salesperson,3986655.75,1468,2715.71,500.09,4995.52
Home Appliances,Occasional Shopper,Small Stores / Shops,Senior Salesperson,3459366.22,1275,2713.23,500.44,4997.90
Home Appliances,Occasional Shopper,Supermarkets ,Manager,3952056.14,1460,2706.89,505.89,4997.34
Home Appliances,Occasional Shopper,Supermarkets ,Sales Associate,4006431.22,1467,2731.04,506.56,4998.18
Home Appliances,Occasional Shopper,Supermarkets ,Salesperson,3988853.24,1483,2689.72,500.69,4999.48
Home Appliances,Occasional Shopper,Supermarkets ,Senior Salesperson,3631724.65,1318,2755.48,500.65,4996.35
Home Appliances,Online Shopper,Large Malls / Complexes,Manager,3751838.21,1388,2703.05,503.07,4996.85
Home Appliances,Online Shopper,Large Malls / Complexes,Sales Associate,4034681.11,1474,2737.23,502.70,4992.43
Home Appliances,Online Shopper,Large Malls / Complexes,Salesperson,3755709.69,1368,2745.40,511.32,4998.13
Home Appliances,Online Shopper,Large Malls / Complexes,Senior Salesperson,3542443.01,1272,2784.94,501.55,4999.94
Home Appliances,Online Shopper,Small Stores / Shops,Manager,3850674.87,1417,2717.48,506.90,4994.82
Home Appliances,Online Shopper,Small Stores / Shops,Sales Associate,4052839.44,1474,2749.55,504.40,4997.61
Home Appliances,Online Shopper,Small Stores / Shops,Salesperson,4089559.50,1505,2717.32,503.09,4999.87
Home Appliances,Online Shopper,Small Stores / Shops,Senior Salesperson,3501594.34,1283,2729.22,505.48,4990.20
Home Appliances,Online Shopper,Supermarkets ,Manager,4200017.50,1490,2818.80,505.92,4988.82
Home Appliances,Online Shopper,Supermarkets ,Sales Associate,4166026.55,1542,2701.70,500.36,4989.56
Home Appliances,Online Shopper,Supermarkets ,Salesperson,4122319.21,1501,2746.38,507.80,4998.62
Home Appliances,Online Shopper,Supermarkets ,Senior Salesperson,3695058.31,1342,2753.40,506.58,4997.21
Home Appliances,Premium Shopper,Large Malls / Complexes,Manager,3578149.37,1293,2767.32,502.30,4998.92
Home Appliances,Premium Shopper,Large Malls / Complexes,Sales Associate,3790706.76,1372,2762.91,501.60,4999.74
Home Appliances,Premium Shopper,Large Malls / Complexes,Salesperson,3907604.98,1414,2763.51,502.95,4995.58
Home Appliances,Premium Shopper,Large Malls / Complexes,Senior Salesperson,3328529.06,1189,2799.44,511.75,4997.57
Home Appliances,Premium Shopper,Small Stores / Shops,Manager,3668097.29,1344,2729.24,502.79,4998.02
Home Appliances,Premium Shopper,Small Stores / Shops,Sales Associate,3961513.67,1426,2778.06,506.17,4994.43
Home Appliances,Premium Shopper,Small Stores / Shops,Salesperson,3807950.43,1381,2757.39,503.22,4995.04
Home Appliances,Premium Shopper,Small Stores / Shops,Senior Salesperson,3579454.04,1292,2770.48,501.06,4996.29
Home Appliances,Premium Shopper,Supermarkets ,Manager,3862198.05,1424,2712.22,501.91,4997.36
Home Appliances,Premium Shopper,Supermarkets ,Sales Associate,4129261.34,1518,2720.20,504.47,4995.18
Home Appliances,Premium Shopper,Supermarkets ,Salesperson,4029972.94,1459,2762.15,503.22,4998.06
Home Appliances,Premium Shopper,Supermarkets ,Senior Salesperson,3671079.58,1341,2737.57,501.43,4997.66
Sports & Outdoors,Budget Shopper,Large Malls / Complexes,Manager,3644732.27,1287,2831.96,500.43,4995.72
Sports & Outdoors,Budget Shopper,Large Malls / Complexes,Sales Associate,3823557.45,1382,2766.68,500.42,4994.32
Sports & Outdoors,Budget Shopper,Large Malls / Complexes,Salesperson,3694042.05,1367,2702.30,503.37,4993.51
Sports & Outdoors,Budget Shopper,Large Malls / Complexes,Senior Salesperson,3315272.96,1217,2724.14,500.26,4986.27
Sports & Outdoors,Budget Shopper,Small Stores / Shops,Manager,3869479.01,1410,2744.31,500.78,4991.92
Sports & Outdoors,Budget Shopper,Small Stores / Shops,Sales Associate,4008724.71,1449,2766.55,503.94,4995.24
Sports & Outdoors,Budget Shopper,Small Stores / Shops,Salesperson,3960187.31,1443,2744.41,500.51,4998.61
Sports & Outdoors,Budget Shopper,Small Stores / Shops,Senior Salesperson,3319824.97,1206,2752.76,501.12,4996.08
Sports & Outdoors,Budget Shopper,Supermarkets ,Manager,4081426.87,1487,2744.74,500.04,4996.39
Sports & Outdoors,Budget Shopper,Supermarkets ,Sales Associate,4243126.76,1498,2832.53,500.42,4995.42
Sports & Outdoors,Budget Shopper,Supermarkets ,Salesperson,4073093.68,1504,2708.17,501.61,4995.87
Sports & Outdoors,Budget Shopper,Supermarkets ,Senior Salesperson,3722842.84,1363,2731.36,500.80,4997.46
Sports & Outdoors,Churn Risk,Large Malls / Complexes,Manager,3721565.11,1326,2806.61,511.60,4998.60
Sports & Outdoors,Churn Risk,Large Malls / Complexes,Sales Associate,3859852.58,1374,2809.21,500.56,4998.73
Sports & Outdoors,Churn Risk,Large Malls / Complexes,Salesperson,3882079.96,1378,2817.18,508.67,4993.44
Sports & Outdoors,Churn Risk,Large Malls / Complexes,Senior Salesperson,3458339.27,1244,2780.02,501.93,4995.47
Sports & Outdoors,Churn Risk,Small Stores / Shops,Manager,4218512.91,1506,2801.14,502.49,4998.38
Sports & Outdoors,Churn Risk,Small Stores / Shops,Sales Associate,4016148.65,1459,2752.67,504.72,4993.72
Sports & Outdoors,Churn Risk,Small Stores / Shops,Salesperson,3951590.76,1479,2671.80,502.77,4997.07
Sports & Outdoors,Churn Risk,Small Stores / Shops,Senior Salesperson,3539339.47,1293,2737.31,500.07,4998.24
Sports & Outdoors,Churn Risk,Supermarkets ,Manager,4030523.55,1475,2732.56,501.18,4997.38
Sports & Outdoors,Churn Risk,Supermarkets ,Sales Associate,4350443.46,1598,2722.43,502.55,4998.56
Sports & Outdoors,Churn Risk,Supermarkets ,Salesperson,4030770.10,1452,2776.01,504.21,4995.99
Sports & Outdoors,Churn Risk,Supermarkets ,Senior Salesperson,3639248.71,1322,2752.84,503.15,4999.05
Sports & Outdoors,Deal Seeker,Large Malls / Complexes,Manager,3900245.99,1404,2777.95,501.01,4998.69
Sports & Outdoors,Deal Seeker,Large Malls / Complexes,Sales Associate,3997001.31,1446,2764.18,502.11,4998.10
Sports & Outdoors,Deal Seeker,Large Malls / Complexes,Salesperson,3959192.27,1425,2778.38,504.14,4999.02
Sports & Outdoors,Deal Seeker,Large Malls / Complexes,Senior Salesperson,3200985.86,1177,2719.61,505.26,4984.10
Sports & Outdoors,Deal Seeker,Small Stores / Shops,Manager,3714442.03,1333,2786.53,505.31,4999.30
Sports & Outdoors,Deal Seeker,Small Stores / Shops,Sales Associate,4204790.87,1517,2771.78,502.43,4996.48
Sports & Outdoors,Deal Seeker,Small Stores / Shops,Salesperson,4053593.34,1498,2706.00,501.05,4990.60
Sports & Outdoors,Deal Seeker,Small Stores / Shops,Senior Salesperson,3509073.35,1287,2726.55,503.20,4999.44
Sports & Outdoors,Deal Seeker,Supermarkets ,Manager,3919380.50,1424,2752.37,506.16,4994.38
Sports & Outdoors,Deal Seeker,Supermarkets ,Sales Associate,4320354.58,1546,2794.54,500.46,4999.33
Sports & Outdoors,Deal Seeker,Supermarkets ,Salesperson,4039935.41,1464,2759.52,500.66,4997.82
Sports & Outdoors,Deal Seeker,Supermarkets ,Senior Salesperson,3628347.08,1323,2742.51,502.99,4999.49
Sports & Outdoors,First-time Buyer,Large Malls / Complexes,Manager,3657601.61,1321,2768.81,504.23,4989.55
Sports & Outdoors,First-time Buyer,Large Malls / Complexes,Sales Associate,3799928.42,1388,2737.70,503.01,4995.28
Sports & Outdoors,First-time Buyer,Large Malls / Complexes,Salesperson,3932596.39,1399,2811.01,502.57,4997.70
Sports & Outdoors,First-time Buyer,Large Malls / Complexes,Senior Salesperson,3211206.84,1164,2758.77,501.68,4978.72
Sports & Outdoors,First-time Buyer,Small Stores / Shops,Manager,3751262.55,1365,2748.18,500.04,4996.23
Sports & Outdoors,First-time Buyer,Small Stores / Shops,Sales Associate,4115347.16,1475,2790.07,500.37,4996.20
Sports & Outdoors,First-time Buyer,Small Stores / Shops,Salesperson,3974396.73,1474,2696.33,500.01,4999.25
Sports & Outdoors,First-time Buyer,Small Stores / Shops,Senior Salesperson,3604343.80,1319,2732.63,502.80,4996.42
Sports & Outdoors,First-time Buyer,Supermarkets ,Manager,4105937.28,1509,2720.97,501.90,4993.86
Sports & Outdoors,First-time Buyer,Supermarkets ,Sales Associate,4161171.93,1506,2763.06,500.09,4999.02
Sports & Outdoors,First-time Buyer,Supermarkets ,Salesperson,4198655.06,1506,2787.95,502.16,4998.69
Sports & Outdoors,First-time Buyer,Supermarkets ,Senior Salesperson,3578565.10,1318,2715.15,502.21,4992.74
Sports & Outdoors,High Value,Large Malls / Complexes,Manager,3711923.56,1362,2725.35,503.56,4998.53
Sports & Outdoors,High Value,Large Malls / Complexes,Sales Associate,3805427.29,1386,2745.62,500.10,4996.62
Sports & Outdoors,High Value,Large Malls / Complexes,Salesperson,3956107.32,1417,2791.89,500.37,4998.95
Sports & Outdoors,High Value,Large Malls / Complexes,Senior Salesperson,3322455.12,1205,2757.22,510.07,4999.61
Sports & Outdoors,High Value,Small Stores / Shops,Manager,3825716.17,1394,2744.42,500.14,4991.35
Sports & Outdoors,High Value,Small Stores / Shops,Sales Associate,4351463.68,1544,2818.31,510.40,4999.78
Sports & Outdoors,High Value,Small Stores / Shops,Salesperson,4115016.55,1502,2739.69,503.31,4995.28
Sports & Outdoors,High Value,Small Stores / Shops,Senior Salesperson,3700225.16,1327,2788.41,500.03,4996.31
Sports & Outdoors,High Value,Supermarkets ,Manager,3944728.44,1428,2762.41,502.72,4981.75
Sports & Outdoors,High Value,Supermarkets ,Sales Associate,4163047.75,1533,2715.62,500.15,4998.08
Sports & Outdoors,High Value,Supermarkets ,Salesperson,4138013.84,1492,2773.47,501.31,4999.05
Sports & Outdoors,High Value,Supermarkets ,Senior Salesperson,3764682.57,1370,2747.94,501.48,4996.37
Sports & Outdoors,In-Store Regular,Large Malls / Complexes,Manager,3802606.63,1373,2769.56,507.11,4998.18
Sports & Outdoors,In-Store Regular,Large Malls / Complexes,Sales Associate,3872865.33,1412,2742.82,519.49,4995.46
Sports & Outdoors,In-Store Regular,Large Malls / Complexes,Salesperson,3766158.44,1354,2781.51,501.50,4994.22
Sports & Outdoors,In-Store Regular,Large Malls / Complexes,Senior Salesperson,3332391.49,1212,2749.50,501.97,4998.24
Sports & Outdoors,In-Store Regular,Small Stores / Shops,Manager,4037697.95,1433,2817.65,502.42,4989.50
Sports & Outdoors,In-Store Regular,Small Stores / Shops,Sales Associate,4066111.90,1469,2767.95,506.20,4998.83
Sports & Outdoors,In-Store Regular,Small Stores / Shops,Salesperson,4113115.93,1495,2751.25,502.54,4997.58
Sports & Outdoors,In-Store Regular,Small Stores / Shops,Senior Salesperson,3617529.71,1305,2772.05,504.23,4993.43
Sports & Outdoors,In-Store Regular,Supermarkets ,Manager,4077213.91,1454,2804.14,500.45,4998.42
Sports & Outdoors,In-Store Regular,Supermarkets ,Sales Associate,4028512.03,1487,2709.15,503.76,4999.33
Sports & Outdoors,In-Store Regular,Supermarkets ,Salesperson,3825667.76,1393,2746.35,503.94,4999.89
Sports & Outdoors,In-Store Regular,Supermarkets ,Senior Salesperson,3628350.34,1288,2817.04,501.44,4999.53
Sports & Outdoors,Loyal Customer,Large Malls / Complexes,Manager,3519349.85,1281,2747.35,504.41,4999.34
Sports & Outdoors,Loyal Customer,Large Malls / Complexes,Sales Associate,3972655.56,1451,2737.87,503.34,4994.05
Sports & Outdoors,Loyal Customer,Large Malls / Complexes,Salesperson,3621082.16,1342,2698.27,500.76,4996.45
Sports & Outdoors,Loyal Customer,Large Malls / Complexes,Senior Salesperson,3340944.04,1233,2709.61,501.43,4996.95
Sports & Outdoors,Loyal Customer,Small Stores / Shops,Manager,4050901.85,1469,2757.59,500.50,4999.83
Sports & Outdoors,Loyal Customer,Small Stores / Shops,Sales Associate,4188415.65,1502,2788.56,505.17,4998.97
Sports & Outdoors,Loyal Customer,Small Stores / Shops,Salesperson,4087391.14,1454,2811.14,503.10,4997.31
Sports & Outdoors,Loyal Customer,Small Stores / Shops,Senior Salesperson,3547365.72,1297,2735.05,501.07,4987.94
Sports & Outdoors,Loyal Customer,Supermarkets ,Manager,3666844.01,1333,2750.82,501.61,4998.83
Sports & Outdoors,Loyal Customer,Supermarkets ,Sales Associate,4183203.65,1546,2705.82,501.50,4998.20
Sports & Outdoors,Loyal Customer,Supermarkets ,Salesperson,4151008.43,1514,2741.75,506.01,4993.18
Sports & Outdoors,Loyal Customer,Supermarkets ,Senior Salesperson,3691863.08,1348,2738.77,503.60,4996.09
Sports & Outdoors,Occasional Shopper,Large Malls / Complexes,Manager,3620112.68,1319,2744.59,500.07,4998.87
Sports & Outdoors,Occasional Shopper,Large Malls / Complexes,Sales Associate,3927426.37,1416,2773.61,503.69,4993.19
Sports & Outdoors,Occasional Shopper,Large Malls / Complexes,Salesperson,3741687.85,1367,2737.15,501.08,4995.89
Sports & Outdoors,Occasional Shopper,Large Malls / Complexes,Senior Salesperson,3247308.99,1190,2728.83,502.29,4988.56
Sports & Outdoors,Occasional Shopper,Small Stores / Shops,Manager,3819728.21,1413,2703.28,501.32,4999.05
Sports & Outdoors,Occasional Shopper,Small Stores / Shops,Sales Associate,4185837.05,1492,2805.52,500.39,4998.50
Sports & Outdoors,Occasional Shopper,Small Stores / Shops,Salesperson,4103725.62,1484,2765.31,500.41,4999.65
Sports & Outdoors,Occasional Shopper,Small Stores / Shops,Senior Salesperson,3678640.83,1329,2767.98,502.39,4997.17
Sports & Outdoors,Occasional Shopper,Supermarkets ,Manager,3965755.33,1494,2654.45,500.33,4996.28
Sports & Outdoors,Occasional Shopper,Supermarkets ,Sales Associate,4133103.08,1513,2731.73,501.49,4991.94
Sports & Outdoors,Occasional Shopper,Supermarkets ,Salesperson,4216013.08,1541,2735.89,505.19,4997.81
Sports & Outdoors,Occasional Shopper,Supermarkets ,Senior Salesperson,3866478.39,1384,2793.70,502.86,4998.21
Sports & Outdoors,Online Shopper,Large Malls / Complexes,Manager,3741409.05,1365,2740.96,508.07,4983.39
Sports & Outdoors,Online Shopper,Large Malls / Complexes,Sales Associate,3846113.04,1401,2745.26,509.60,4999.78
Sports & Outdoors,Online Shopper,Large Malls / Complexes,Salesperson,3762733.29,1384,2718.74,502.34,4995.91
Sports & Outdoors,Online Shopper,Large Malls / Complexes,Senior Salesperson,3431027.29,1249,2747.02,500.23,4996.40
Sports & Outdoors,Online Shopper,Small Stores / Shops,Manager,3744031.75,1347,2779.53,509.78,4996.10
Sports & Outdoors,Online Shopper,Small Stores / Shops,Sales Associate,3885089.72,1439,2699.85,503.49,4993.60
Sports & Outdoors,Online Shopper,Small Stores / Shops,Salesperson,4032282.07,1453,2775.14,500.15,4997.16
Sports & Outdoors,Online Shopper,Small Stores / Shops,Senior Salesperson,3538734.73,1287,2749.60,508.30,4998.38
Sports & Outdoors,Online Shopper,Supermarkets ,Manager,4035590.75,1432,2818.15,500.04,4999.97
Sports & Outdoors,Online Shopper,Supermarkets ,Sales Associate,4328468.43,1585,2730.89,504.11,4997.59
Sports & Outdoors,Online Shopper,Supermarkets ,Salesperson,4039738.84,1469,2749.99,500.89,4994.34
Sports & Outdoors,Online Shopper,Supermarkets ,Senior Salesperson,3800380.47,1383,2747.93,503.08,4998.98
Sports & Outdoors,Premium Shopper,Large Malls / Complexes,Manager,3591046.95,1320,2720.49,508.91,4993.59
Sports & Outdoors,Premium Shopper,Large Malls / Complexes,Sales Associate,3636948.29,1332,2730.44,508.13,4999.19
Sports & Outdoors,Premium Shopper,Large Malls / Complexes,Salesperson,3703155.69,1348,2747.15,500.30,4993.01
Sports & Outdoors,Premium Shopper,Large Malls / Complexes,Senior Salesperson,3192819.76,1147,2783.63,503.35,4995.60
Sports & Outdoors,Premium Shopper,Small Stores / Shops,Manager,3915374.07,1421,2755.37,504.35,4999.67
Sports & Outdoors,Premium Shopper,Small Stores / Shops,Sales Associate,3829531.07,1420,2696.85,500.23,4985.32
Sports & Outdoors,Premium Shopper,Small Stores / Shops,Salesperson,3976754.97,1442,2757.81,500.79,4997.64
Sports & Outdoors,Premium Shopper,Small Stores / Shops,Senior Salesperson,3713658.19,1337,2777.61,501.13,4998.61
Sports & Outdoors,Premium Shopper,Supermarkets ,Manager,3833494.32,1385,2767.87,502.53,4998.07
Sports & Outdoors,Premium Shopper,Supermarkets ,Sales Associate,4079776.63,1483,2751.03,501.16,4998.76
Sports & Outdoors,Premium Shopper,Supermarkets ,Salesperson,4071083.22,1488,2735.94,500.60,4999.55
Sports & Outdoors,Premium Shopper,Supermarkets ,Senior Salesperson,3487207.90,1271,2743.67,500.31,4996.44
